,BCC-CSM2-MR,CanESM5,CNRM-CM6-1,CNRM-ESM2-1,MIROC-ES2L,MIROC6,UKESM1-0-LL,MRI-ESM2-0,CESM2,CESM2-WACCM,MCM-UA-1-0
0,1.7737275839515416,-0.23815336831856246,-0.1615999175003707,-1.318207124742253,3.282981489679681,-0.27637904926869544,-0.9953082008365202,-0.9797608696743374,4.539667451623088,4.589353466935263,-1.0014057672135552
1,0.255128446537912,1.1117716604199563,-0.23601269148494716,0.8379729383386014,-0.8893290669078542,0.5217243211083685,-1.157313714473311,-0.953079305705086,-3.5197923193612817,-2.1316939400180366,-0.6324918527184279
2,-0.5733123105763298,0.3781155394834938,-0.5050108656197476,-2.2366417227986988,-1.5027107940400646,-0.4193213746578371,1.7656880094789815,-1.2475265895011065,-0.2215103131160656,-0.4862355225782986,-0.5040063394284539
3,1.3557514856902129,0.9583160719144679,-1.1254219629265405,-0.005679457161050054,0.8978721331022986,1.5203585053717275,-0.555094835593137,2.8661551494467585,3.6812679529999213,-1.6996337745667056,1.006459319303686
4,-0.26074207298023205,-1.2508670410450078,1.7436480326599533,3.183931384017969,2.41159087264658,5.446776885452914,0.4503864479927294,-1.8558553291821076,0.3536563457792496,1.0648079143643954,0.5298851162959771
5,-2.6989015375804613,-0.07109131268902345,-0.07699272789854819,-2.3209250464056526,-1.1651572820841767,-1.8233350821685859,1.0415746743935732,1.1762898977596425,-0.2479132790330992,-3.5383604777613353,1.3105132861785436
6,0.6311692576913556,1.0213830053364823,-1.6882083115814537,-1.1558188578395088,-1.05066513181878,-2.3713238114707997,-0.005689814278047868,0.17297754330722875,4.743494843337949,-1.5949497432046542,-0.5510775181769785
7,-0.11853731657900093,1.4684992042356544,1.288260320333577,3.0053941170893457,0.17982161523714915,-1.5927251214828897,-0.46950496308419415,-0.35786737140151137,-2.5387329399737366,1.65222815262105,-1.690723960541783
8,0.13848956352325012,-0.999969492568989,1.6395459915788582,-1.9300802941915545,-0.023076055034146958,0.20391668794776088,-0.30278816745225484,-1.3639031657395224,-2.418191738592129,-0.20986720924136007,-1.201273273489183
9,-2.0520853196632403,-0.4301319357220391,-2.573684088724748,-1.0847165773101928,-1.8482614433160462,2.2233583377883237,-1.1731866596721576,0.9810798728728218,-2.532139327561063,1.278219258747926,-0.6734561002519194
10,0.6932992849368468,-0.39044038214579,0.29171445644664945,3.443251558165735,-0.16304213120258684,5.054223084054178,0.38667478517043946,-1.0274085536199233,-0.15217424351618442,1.7238698838771274,0.22354304579268938
11,-1.0611464212223785,-0.6277688568618882,1.413628074634816,-1.785814086147017,1.8097583900831928,-0.5130935660109515,0.6147283375055964,0.09238867642382086,-1.8676830873223909,-1.2054160414949253,0.1640793189585441
12,0.6000389782738026,-1.0753522153210544,-0.26034024907673164,0.9124006989710045,2.660655476687859,-2.38850081615645,1.0161495238039937,-1.027718436275974,0.45294572459691645,0.39886870826643733,1.3399559190171617
13,-1.8395668313293876,0.73444175112744,0.11840439824675715,0.68388235526817,-1.6807255718984857,-0.8544747486488657,-0.24042348035674116,-0.383410538299047,1.2873440773714837,1.1327059431878168,1.1302183006895983
