Experiment,piControl,historical,historical,ssp245,ssp370,ssp585
Member,r1i1p1f1,r1i1p1f1,r1i1p1f2,r1i1p1f2,r1i1p1f2,r1i1p1f2
0,,,,303.69032855140443,303.7322774967647,303.5472152150207
1,302.3768971699603,302.16322498080217,302.4449212685469,303.70212251831623,303.63863908216524,303.46102515669224
2,302.4061695582856,302.23726600359527,302.69904746617163,303.8587903596017,303.7388334790175,303.49210640559636
3,302.4970285993623,302.44735623431365,302.9553390473793,304.0406727769343,303.92803908484524,303.69771669706125
4,302.4716411465056,302.58218690542043,302.9561836023451,303.96008737168336,304.02459071030097,303.7166769993669
5,302.36188674496196,302.48155632522804,302.6614343416465,303.6674876713828,303.9057284535138,303.53940004581347
6,302.1828790337401,302.27655273162276,302.31182328821666,303.45036777415527,303.69021934532594,303.3465135957218
7,302.0530342297621,302.0262243779852,302.1780958188248,303.4687560538341,303.652312346731,303.2866084729889
8,302.07602365635336,302.0017776503984,302.2682164911332,303.647607624964,303.88125476324063,303.55367772663163
9,302.1158394257625,302.0951144287414,302.5081659172142,303.8806843565688,304.2161844036997,303.85054590590835
10,302.02281223991764,302.2101147536959,302.5842440903917,304.01657408288594,304.3875590824978,304.0194886298734
11,301.80288573221884,301.99602666279253,302.41583100335646,304.0508054223777,304.18504578305857,303.83872594509967
12,301.67563517013076,301.82284687319185,302.12644265817625,303.9331399309421,303.71381006378925,303.7422113170285
13,301.75484750726446,301.9041055716966,302.1378846306285,303.8901278435605,303.41884012392467,303.7503626559067
14,301.9858499499472,302.205151934327,302.41790840028347,303.8814642133468,303.46057234899007,304.0225959908444
15,302.29538621520584,302.46893730834194,302.69952710535216,303.94256636451723,303.7405157240708,304.1891098345838
16,302.39121829708836,302.5649046820138,302.81074657203436,303.7677157998067,303.92851764724355,304.1489719970291
17,302.39446182959995,302.5065488129016,302.67885318443496,303.57147598479133,303.91352361040435,303.9709720347402
18,302.2719642136116,302.30466832183083,302.5438830428945,303.3458539660019,303.82437575672003,303.7211458581218
19,302.39184214715897,302.18681581824353,302.4876950012033,303.3839304437169,303.75026491270677,303.54526012252273
20,302.5333336112894,302.3960241746754,302.57443136889714,303.5365539690095,303.810270919865,303.66323347045403
21,302.7544180503192,302.7000746264927,302.8333188725002,303.81799040067267,303.8681042152956,303.9225807960188
22,302.7319631408513,302.8952611674468,302.90602941787455,303.88975306651224,303.8436923840166,304.13382217159597
23,302.5019701007932,302.7223044515235,302.7249330564062,303.7323205794403,303.6475518867161,304.03100360496677
24,302.28482607935604,302.5058647847484,302.4710294128208,303.37635249781255,303.4565587463756,303.7605493060615
25,302.21847200910423,302.48246864849995,302.40893412404904,303.0922557989072,303.48200135343774,303.7120316779686
26,302.41192989799254,302.69084189240533,302.6658668026139,303.120061489637,303.6319759915804,303.85449762087643
27,302.6203746840833,303.0691074504032,302.84951181574496,303.27300442104416,303.7414056872362,304.0914174536346
28,302.61399860225396,303.26464450099394,302.8229042336849,303.3548868450501,303.680044448023,304.0359692177745
29,302.5072448255831,303.23947163312897,302.7010871520718,303.29860160775957,303.53473547838394,303.9352162076613
