Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585,ssp585,ssp585,ssp585
Member,r1i1p1f2,r10i1p1f2,r11i1p1f2,r12i1p1f2,r13i1p1f2,r14i1p1f2,r15i1p1f2,r16i1p1f2,r17i1p1f2,r18i1p1f2,r19i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2,r7i1p1f2,r8i1p1f2,r9i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2
0,,,,,,,,,,,,,,,,,,,,,301.46912829315374,301.3731937642214,300.7861634146984,300.966478794523,301.4204950590201,301.56037581876654,301.445168690067,301.3438187193395,300.81133633348134,300.9638394868551,301.4582612446034,301.5973325392467,301.5512124254814,301.4073504132792,300.85578934464667,301.0099907497085,301.46723204504815,301.7010032915244,301.519750715295,301.4927114492204,300.85244006734774,300.8871154010553,301.4225340273667,301.7818992260506
1,299.94460992696395,300.4185668225472,300.3059133177064,300.59642625420724,300.574373301134,300.66100480982783,300.7300643960212,300.37035975026873,300.3885533758084,300.53979174021634,300.34204451074254,299.98783935115176,300.35839383431943,300.22325185632934,300.3977503242903,300.399244864564,300.4137028493339,300.3115502983364,300.41969893913387,300.1769656453427,301.1377516698913,301.1599790562737,300.39309429969813,300.8959484494147,301.03362811250366,301.01974463756056,301.03060800327006,301.069618178042,300.4979034906352,300.85323266999734,301.04300789624904,301.1003541415337,301.2346672026528,301.1625159392392,300.5067955793313,300.98088192343533,301.2000253960585,301.2223966333999,301.1620290720572,301.2613999604531,300.48853683700685,300.8029914656852,301.08249764811853,301.38654624830804
2,299.99568009558396,300.3733386564664,300.39923578946417,300.4832541073679,300.5601240033588,300.4721517076626,300.615553041765,300.2239236961659,300.365593186217,300.56935771198044,300.14199326818357,299.9979306021517,300.23376667634074,300.1232577222574,300.38375728832784,300.2524082387356,300.2875363675362,300.241972957088,300.45809065527493,300.14195728634724,301.0990978073137,301.14919058983696,300.587792510624,301.0075836598019,301.0545422355876,300.9705275619993,300.86295586303373,301.16332170055335,300.5958651348609,300.91080679708705,300.9783805564196,301.07809746198274,301.1404650167081,301.22037398044426,300.67558753912994,301.00745473509704,301.24274315819883,301.13987974060734,300.99417441684506,301.289903073331,300.58952888857834,300.85444740579146,301.10363753968426,301.45967985736314
3,300.4734707035977,300.6756127215979,300.7209879937174,300.72929549092004,300.8711075108069,300.5883432245008,300.74430422863094,300.4645231862971,300.48273636277196,300.90454898562615,300.3799349345284,300.3088566160448,300.4602116821652,300.3866903654202,300.55396564514115,300.35741663915746,300.38930813161977,300.4661623908084,300.7180360658323,300.41749672013344,301.42659723402966,301.3544332440611,301.0118546981801,301.1769414736294,301.4281532757448,301.24278955441076,301.0970396094406,301.5127208962146,300.88174065788365,301.1014589836349,301.2324163896298,301.43309602885415,301.41627693689105,301.51740995792176,301.1215880919768,301.050106946903,301.47815476502797,301.3714343761397,301.2242791776332,301.519833275749,300.85729541993413,301.0174272274193,301.32010856045105,301.69939409372074
4,300.76165196193574,300.8359154625732,301.0534081668854,300.951426514391,301.1533300353231,300.726225083908,300.89482028091174,300.740874463979,300.53266497128146,301.12458507940494,300.51794508421966,300.5742467586515,300.6979067256455,300.7228555082836,300.72988322437027,300.5384339641821,300.3835410279814,300.6519712373044,300.82008467133636,300.62435959265497,301.69961716165966,301.5221518911373,301.29445901234584,301.2712630237157,301.7026693683984,301.5464316425155,301.37238070002235,301.7871388803781,301.0392258597361,301.3158965409073,301.4865164765061,301.6500877408933,301.65873475717734,301.7940029157739,301.47896442654644,300.9875632925848,301.6107063552697,301.7238537475846,301.47051604509494,301.72258860258734,300.97012172833973,301.070163388026,301.44887844235814,301.92921864252037
5,300.88445791009644,300.7793646063224,301.10811314734366,301.00774675055237,301.13144110235265,300.75448305522895,300.97752692573516,300.863281020251,300.4698194688319,301.1675667213984,300.52784303023697,300.58537581143617,300.85597702054685,300.7909050135423,300.7810688601692,300.618794807039,300.35014591041045,300.7686549276572,300.83124943172555,300.6481332818807,301.664547646246,301.5025577079909,301.3196711764379,301.1950244812522,301.697197575238,301.596889023414,301.42353571655764,301.6810829429258,301.0786080310218,301.3372365898618,301.559015767283,301.5976133656168,301.67964181188677,301.8047645751349,301.542322801886,300.903428285246,301.554775107736,301.7925846708284,301.5333041655318,301.69871851111316,300.9137808600389,301.0256016803098,301.4069172563693,301.8884404658868
6,300.78796256958526,300.57520511053144,301.03788850651136,300.8810987538903,300.87200594048505,300.6511046449746,300.8585753878492,300.74146369832135,300.37789275518327,300.95721895596614,300.4919634115892,300.4867195997765,300.85301222939876,300.6499496083698,300.744743224474,300.56526831915284,300.19993002665916,300.69599578976846,300.685022430744,300.58966864425923,301.34080874626153,301.39288402075226,301.18789406816535,301.15148734968295,301.4680067164312,301.4900252415277,301.3929337252966,301.46150997439725,300.940155918784,301.2840555116718,301.44427598890485,301.41424829895266,301.5915796342367,301.6175395556649,301.4722152182357,300.8895572268587,301.3865656123435,301.5537770779951,301.4240226901895,301.5507573285854,300.7468003768033,301.0334287286239,301.28684662258337,301.73995573924316
7,300.7808351247952,300.45847844062627,300.93251813258604,300.7716773031839,300.6817205466156,300.5565730588107,300.86342349273355,300.6765213129017,300.2934159096059,300.832115725969,300.52013726935587,300.40119836685284,300.8114176175808,300.5636989018171,300.70246811601675,300.6116969455962,300.1724194912925,300.68740560899613,300.6358249018597,300.6564015139432,301.1452632134274,301.35153205749356,301.12050104903545,301.2147413874198,301.4124555175969,301.34789681826874,301.3950824240875,301.347244659594,300.7606626476878,301.3676879669393,301.43685443509156,301.3438778434006,301.53742662309014,301.50040078070737,301.34059793774844,300.9991579101896,301.30861068647306,301.34550194464106,301.3770298334976,301.5145370535799,300.6936758723962,301.1341776164217,301.3306629989338,301.6767276961156
8,300.9119690600178,300.433326770705,301.0352268125619,300.80796309710075,300.7636430654092,300.59727164940807,300.9642358675515,300.7385032515961,300.3798391167264,300.8027981843731,300.7234070842018,300.4279260914409,300.8058544321025,300.6302430082256,300.78735158026757,300.746181971386,300.2238778304979,300.7713723122325,300.67737992108715,300.8911285184013,301.23868801666345,301.43032139874884,301.1283581061718,301.3851532498514,301.51295688448664,301.38780013511314,301.5480109875116,301.4791301981216,300.7116902805676,301.50317278265317,301.63845801586007,301.4513233751786,301.5937196066465,301.58992504380916,301.4328191238922,301.22432982964074,301.49367872169825,301.3814511657029,301.41304851026274,301.67062926108946,300.71277753108535,301.3082120291319,301.44239030737486,301.78949838156643
