Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
Member,r1i1p1f1,r10i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r5i1p1f1,r6i1p1f1,r7i1p1f1,r8i1p1f1,r9i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1
21,301.66393000174577,301.7658328741444,300.9919850452721,301.58393814153055,301.0679567324781,300.21759316105516,300.8605066786612,300.82176999751226,301.07811366998703,301.1396536227591,300.9999355368812,301.0356242057663,302.66090666601616,302.0595111757653,301.4318689068391,301.8428698738591,302.0995555010298,301.6555351776862,301.70144751202025,302.4004481306926,301.05219884154025,302.2117592127343,302.46478923877135
22,301.7875179120532,301.9780192278594,301.1152149197895,301.6513140439136,301.28569366338115,300.2867656971136,301.0174517180088,300.8879093033188,301.2140357136271,301.2814204292957,301.14162399482416,301.11800202922444,302.6432201323057,302.2479694525211,301.6505232254447,301.8861676051345,302.22863949391666,301.7915501017503,301.82342824787764,302.52436185209064,301.2575361210282,302.3912160301898,302.672697728817
23,301.76746027103127,301.78270994554447,301.0974934832718,301.7267885941521,301.37551451532164,300.31299053894594,301.1126879605066,301.0006718870458,301.18205475128815,301.193052739022,301.17758384772003,301.0681118616966,302.3802990514234,302.1566941415941,301.7912636948478,301.9039088663192,302.1502936850679,301.8113068520119,301.9061415756891,302.44256817375935,301.3952989229564,302.4098040430739,302.5465256609372
24,301.6424611202162,301.3916770784724,300.97725137594034,301.69421371801207,301.31545636300797,300.33634736515006,301.07961490460434,300.9558783689838,301.05863877736914,301.10060052617587,301.0786314875943,301.017945959996,302.0205636548407,301.79423727193944,301.72728014887235,301.8738748484871,302.0061622981789,301.70373240188684,301.82271311279493,302.22663110926226,301.338633175196,302.2327949937472,302.1470207468335
25,301.43115591850784,301.15226243693104,300.9339743406136,301.7316137390146,301.2652695205148,300.43519509829144,301.0139605367626,300.84449097643045,300.9181343233051,300.9494458650151,300.9558437871396,300.98847137702234,301.74456240265135,301.4181440024426,301.60886957954614,301.8203497916224,301.82615277835004,301.56493279028695,301.73439561648235,302.0472733544792,301.3064752259773,302.0162803172282,301.9233707776316
26,301.3959631408641,301.33092759056854,300.93854822082494,301.7415822298116,301.2709865458849,300.61530638793374,301.0730911797869,300.83478042350265,300.9802020610482,300.9902923153741,300.99060441627654,301.1794639988846,301.80965818015346,301.3289254457177,301.6565121654443,301.85815834216754,301.8019362621762,301.710774204972,301.73195703570923,302.057498561424,301.4116582669933,302.0763895138681,301.9800894064743
27,301.5069802136609,301.62706042691025,301.0489731911919,301.850889170322,301.4132795213573,300.87614689306764,301.2626436018434,301.0435035788706,301.1239440982563,301.09257031581245,301.0871054922957,301.37303114833026,302.02585463625405,301.6752804654573,301.7890394171863,301.968913606351,301.8760197967941,301.9248827761206,301.91252852667395,302.17383273062916,301.6567107778361,302.28733539769763,302.2484181200019
28,301.64220582189836,301.79097905767213,301.1767993206882,301.8300016499015,301.5577786240078,301.01624440970323,301.38615573118733,301.31215917228866,301.336552635961,301.2516248589266,301.2207447023663,301.5311504822475,302.30848953908315,301.9557562405805,301.91699145202193,302.13288460450434,302.08004972566295,302.0746522496799,302.12372651726946,302.3070901074845,301.8274086491397,302.40796078208933,302.31937082667724
29,301.64075733422413,301.65126964273526,301.23030336667307,301.7037907346177,301.6336578415227,300.9315133760744,301.3256064521067,301.4585476841101,301.31307541315977,301.24263233030547,301.1661113761964,301.4891639984733,302.3791249573774,302.0407526544297,301.8321393559526,302.188837813419,302.1801697964482,302.0100608135097,302.1725416476331,302.27949628972897,301.86619823471005,302.2299538329316,302.1655716746635
30,301.5107084040249,301.2048674360435,301.1433798355669,301.38511195030156,301.5734638471245,300.58281498073,301.1758681373064,301.436233394199,301.2588423427577,301.0238913707132,301.0691846238938,301.34076780304696,302.34574669790675,301.89464716669437,301.7886201326049,302.1846128241878,302.1759573858269,301.912550169518,302.168381560243,302.1994710496802,301.7863581373035,302.1254953690907,301.8768517978345
31,301.3758289348085,300.7462905198807,300.99118870240096,301.0976241014356,301.4936064889875,300.21998566169447,301.09954546323524,301.3788037907895,301.15014154494736,300.77444459406564,300.92046675434426,301.19479351611983,302.36620806992704,301.82981371441457,301.7933824825171,302.2005538828719,302.1940724887373,302.01071918545335,302.1184317077245,302.2305796583305,301.7427367965895,302.1934994752193,301.59049832339866
32,301.2768132389295,300.50068087950575,300.85623678915823,300.9120921283432,301.42361770425435,300.0171269733599,301.12320499086894,301.4194047789449,301.2321955171486,300.67391343495524,300.9209564697548,301.15963440556686,302.4279297929847,301.99820728393837,301.94943022331046,302.3308018619351,302.33805586882994,302.27097951379426,302.23711912162247,302.4268668810913,301.73625652335016,302.36233025168286,301.4187032590283
33,301.34656294487,300.55429714967084,300.94071434642757,300.8948308248392,301.38054655993966,300.0446835632429,301.1992822480087,301.54761918385765,301.36420509505723,300.709028689155,301.00591123083206,301.2776258711492,302.56045932617445,302.2981220847845,302.07053320545697,302.53247510290515,302.48482597827325,302.5133065011757,302.3541291131946,302.67589473777866,301.75142768058953,302.47977658810305,301.3701596767339
34,301.4195016445397,300.66758993825664,301.0770291803344,300.90638054437665,301.3466705521016,300.1729308224373,301.23401732675745,301.578604499151,301.39832567166076,300.73438644091516,301.0704677264206,301.43735269994846,302.5458568778156,302.46121467179,302.1537081897581,302.63069810994745,302.4345513957758,302.4859226280623,302.44003167708814,302.69198538804716,301.7644272006333,302.4924684935822,301.40053893731846
35,301.46233522439155,300.62073007628845,301.2282562650442,300.90109521289133,301.29296221774393,300.22668342987953,301.2050782115711,301.5072581366575,301.25887144917675,300.7017373089427,301.04056559713354,301.54424203926493,302.39332675474157,302.34846637466853,302.0338377659414,302.4747679457736,302.1973585842621,302.1121844291797,302.36679147359064,302.55546895829224,301.7498024404548,302.3268994479351,301.4062987742476
36,301.50924378384906,300.49438400697244,301.213184119011,300.8096092129495,301.2665839410459,300.2238331470656,301.11223950016347,301.3508617465629,301.12251875257675,300.70189002328163,301.05392035403264,301.54530498858776,302.0727932331718,302.0986369433081,301.716651561339,302.1139104435336,301.90660407585545,301.7215646847812,302.1512834669058,302.25074792743817,301.7581699559142,302.152999463394,301.34758018028407
37,301.5647134607606,300.38302326986405,301.1602752800603,300.7708172621696,301.2245304212884,300.24147003295775,301.0475997471453,301.2181485061112,301.07085979737775,300.76359745252665,301.1273805704021,301.45924396968576,301.95119360537973,302.01599217884944,301.5017836600711,301.7388210711988,301.85751898118764,301.4357034947079,301.8242719571146,302.11082740488365,301.6977101408227,301.9315732432502,301.3274704086553
38,301.68214253432785,300.5055126038314,301.2320081283963,300.8207549804332,301.2882423356527,300.4257305738181,301.0940876952363,301.1523530748618,301.224555549483,300.8612224602225,301.22642760497655,301.4880756439988,302.13368138513624,302.12564290237987,301.5394873636566,301.68866397924484,301.94305217340445,301.57072443544666,301.66750860578105,302.17035946056825,301.6969684162506,301.94146780284615,301.35580839007577
39,301.72530170779584,300.7295815075259,301.3184130752643,301.05044042307003,301.42670185707607,300.6921512963307,301.138491960669,301.15131584039125,301.40548958167284,301.0480655050324,301.27833122207306,301.6366287894404,302.4272423587807,302.2772451715523,301.8802126229514,301.89729880892384,302.20315313165975,301.8782999424995,301.67072315330097,302.339081935539,301.7982465687249,301.98955566795524,301.497610103313
40,301.8624804900255,300.82285609271895,301.4354286612642,301.20112387591365,301.4944627358556,300.8092979975069,301.2110196783902,301.20899382928144,301.4574404360128,301.13569961648255,301.3109503578968,301.8427719989508,302.54928035625204,302.32119574493703,302.1199387541735,302.16178696759675,302.280969733714,302.16650642164427,301.842128013867,302.4604331200137,301.8937402376856,302.0938515616626,301.5252059743227
41,301.79075683913976,300.6878217464093,301.36525422733143,301.2603482719217,301.4230336801152,300.71914793904085,301.0876024909842,301.18447472015686,301.2551003173171,301.0707981084917,301.36095345461445,301.8901196839114,302.4710557026933,302.1656735689979,302.1815102177161,302.16754880950924,302.3234802591264,302.1928887371935,301.9264597032543,302.282719043672,301.94420906691204,302.050425191871,301.35120281454823
42,301.65972254688364,300.3805392221243,301.26457050475693,301.17105004907296,301.2064682736661,300.4822440706409,300.8905277779168,301.15460965394976,300.91921787483744,300.78387965301636,301.3351369473617,301.8653984214707,302.30205487594156,301.79806934937193,302.07973922451447,302.09830516469606,302.23364317714726,302.081975658728,301.96226835617597,301.9677677251619,301.8192624274861,302.0330138980884,301.0007398748869
43,301.4635055672306,300.1483984481813,301.1892423802914,301.0991161097342,301.0292574491918,300.3644586870218,300.70371942903336,301.163060205686,300.6968837756672,300.53085597403145,301.28452185081966,301.91421014948156,302.09722144608344,301.36737915555926,301.9694531592907,302.0448670950347,302.2230020194335,301.9909545746891,302.0511398345741,301.62998843558336,301.80279128957864,302.0279349811247,300.6940311701417
44,301.4522039984849,300.0539610047808,301.2184521755699,301.0574087677426,301.0395514204279,300.39395428941083,300.7230776564248,301.28454795626044,300.6259885428057,300.437540069262,301.26031186260735,302.0677569775027,301.8866734064218,301.1216087633779,301.94196287525045,302.22952479706174,302.2848266291167,301.94869677617754,302.2874872439409,301.45167681859397,301.86273341517204,302.1855424097883,300.53588789640844
45,301.5545216953965,300.15574405406534,301.424350083347,301.11257300601943,301.17649897119867,300.6011745097971,300.90706362410833,301.43686362856596,300.70231967669355,300.5009076693919,301.3521545689614,302.207295576681,301.83168047343383,301.0715513161611,302.0271730300041,302.3809776296645,302.43764208269573,301.9584422183928,302.5248446167161,301.54654194403565,302.0032654784816,302.2774797392197,300.53824618450545
46,301.65300997616333,300.3368527386682,301.5174911196841,301.1760599798126,301.4401368486218,300.76640331952603,301.0002744026729,301.57070797948217,300.86243002027885,300.60684149289654,301.4324680959606,302.14079267319767,301.87129938256885,301.1378606417658,302.06575525310205,302.41448022137587,302.5283390986223,301.9534744945597,302.59348841559085,301.6620711009466,302.08277069713944,302.35237527921646,300.5739605100379
47,301.62771873937,300.4547176792296,301.5641310954815,301.22018752797203,301.3889529397054,300.8712084107871,301.0226981589288,301.59501937160906,301.0286261450431,300.7184127311793,301.42695699357193,301.9646491183403,301.89342833964287,301.1554034823164,302.0825641317985,302.25665094700963,302.5051396892847,301.84581435132753,302.3662194635628,301.7378888711041,302.0040951178964,302.22496440910726,300.5686767187465
48,301.37479486562864,300.5019146579312,301.39157893362375,301.1738944891951,301.20437445910477,300.7897393588003,300.99014402666097,301.48092318463915,301.12698838680035,300.7482457910427,301.2596956643957,301.70459804787475,301.88600043294156,301.1511478795444,302.0692156654979,302.07433972800214,302.35421692862286,301.68236034574176,302.2035096108739,301.68519507560467,301.86717083501964,302.06254949006836,300.5675974984519
49,301.00568542532886,300.5751974480002,301.2550468933453,301.15274302471266,300.9836323552365,300.8926744330495,301.06992846311124,301.2989223511903,301.2339387693732,300.82325089823706,301.1047993266348,301.62551646823664,301.8772444803056,301.1983244197301,302.11891795505295,301.89758131228683,302.2832703053505,301.56103300328795,302.11982176298494,301.67027387449144,301.75663533739146,301.90086270624766,300.6457084830704
50,300.8101599720722,300.7306688559573,301.2226842763593,301.1691311216187,301.0782515821702,301.0108633366113,301.16571400444997,301.2536267998674,301.3373537850182,300.90635493793525,301.10497397934586,301.68567127451746,301.9611316412443,301.3159618721766,302.17886817594086,301.9043794113852,302.1749847393289,301.72759089009867,302.2651173493435,301.7334022976049,301.8670926683438,301.9442881565635,300.8510347058734
51,300.96628363422957,301.0054103195784,301.3515250095934,301.22541382531114,301.2906749644746,301.1897609021333,301.22924844396283,301.45735466880217,301.4931386061032,301.0760713033588,301.2262227132858,301.85569355681577,302.15939665981705,301.5249827304685,302.23034771908357,301.9360858980993,302.23787532627216,301.94665421513287,302.3447496060364,301.8288894531814,302.1278117520409,302.1076083405495,301.12657155743506
52,301.2364295733066,301.14415798358215,301.58747817472846,301.2746919486952,301.38079685556414,301.2251697873741,301.2786510537191,301.6730097394993,301.53742716176083,301.25155530116166,301.37697615535404,302.0168586970219,302.27220007179284,301.62763476688457,302.18409408779735,301.93699507514975,302.2186626603978,302.0848451420275,302.3700276982145,301.83395536531765,302.3390450245389,302.184209839184,301.3485917886325
53,301.34775583594205,301.091891284824,301.6297467655489,301.2597628971703,301.2338701204795,301.1800782476584,301.2472596337102,301.7381267226621,301.5326493327927,301.31862943570894,301.4097985687676,302.0401385362775,302.2257442867885,301.5123852114354,301.9425901081798,301.66623283820786,302.19894566099646,301.9788176339369,302.2306665117383,301.8200598987541,302.34753020177396,302.1492376775612,301.3500174157014
54,301.3333918675867,300.7883890318687,301.5488040542921,301.2122025336768,300.9237112151223,301.1070235101825,301.1745614205494,301.5951857802669,301.4050795277317,301.24502334707716,301.35673471585545,302.0998378536082,301.99282905058016,301.22689450746736,301.5717921420922,301.3321500883349,302.09460660598353,301.73007963551095,301.9746973411216,301.753049246672,302.20662481016825,301.95129478996,301.15365906323007
55,301.39938862749517,300.55345790293467,301.39292017587974,301.1251690444642,300.6348700974784,301.05089329664366,301.121194180415,301.4537660958603,301.3653606294315,301.1537734406841,301.3648643418987,302.123505423872,301.7763860289943,300.9409944782553,301.30601454133205,301.0791821251142,302.20526006557094,301.48542187735984,301.7365548673311,301.67100904487995,302.1172889265528,301.7735336140308,300.91238539609986
56,301.6251764869324,300.51033264548295,301.48226504616014,301.16251044706365,300.4903188395213,301.0911210312373,301.2528976290128,301.38697863095257,301.3884547144142,301.1904547786149,301.48984751296484,302.3132226236561,301.71881796527697,300.7997814958632,301.16800477742595,300.97385074971913,302.4627164847346,301.349089085543,301.5495057510288,301.5457788537283,302.14911642032365,301.62429957721196,300.8584430967335
57,301.923997709898,300.60143764944564,301.7312347479872,301.192841085357,300.6170216735947,301.19608549886965,301.4073493994158,301.3851220497331,301.4769678858907,301.34076875389337,301.7740174765607,302.5451099221085,301.80208419292626,300.82826284208414,301.2258764941798,300.9593624568898,302.70189102781757,301.36916354628556,301.5123692713037,301.52301055863677,302.3077169523685,301.70543733967247,300.9666633214788
58,302.03215560207826,300.6777041389105,301.9294633331992,301.33792998159,300.7550766828098,301.3181453916282,301.57450267275937,301.45681897679486,301.55763647954967,301.30400154169905,301.9428085653007,302.6824286395724,301.9290889169915,300.90299065515427,301.3279534447952,301.07232967783824,302.6459896618419,301.48776123949534,301.4474074824115,301.5543789371088,302.3953903903207,301.82339158859713,301.1843194456753
59,301.87456490844266,300.6751977742711,301.79066775594424,301.24902143782487,300.7938505188641,301.41117294097205,301.48609350481223,301.43387792982594,301.5525154679451,301.1180310028442,301.9065309956327,302.53776797659924,302.02641758110434,300.9457514604188,301.46158411387074,301.1621213724779,302.43113225674296,301.589648244616,301.3254668335754,301.6233305913719,302.25659408670657,301.8952684106733,301.2526295381595
60,301.63662465134894,300.6429620978902,301.5332223585824,301.1190073408972,300.6663029452474,301.4772135728852,301.33025942713,301.42160255901473,301.3998109856298,300.9504578105916,301.7150701156297,302.2486434661499,302.05448717266995,300.99536377129385,301.4912478064811,301.2430728851657,302.01122954904287,301.6133214681236,301.20886031458207,301.61008372385504,301.9141739766206,301.75754019534,301.29909835825464
61,301.5068687513677,300.67909231525095,301.3807869805958,300.9400654595044,300.58468200501056,301.40421507015907,301.1090338318501,301.29644688620186,301.19664411133834,300.88605013590916,301.50770801376757,302.0734456133603,302.0716152415843,301.1122770592107,301.46420799009707,301.2474740609925,301.69484072195525,301.6702680532208,301.1914876521455,301.65965928649035,301.6235489137376,301.7395723218776,301.33026590373635
62,301.61579771078,300.81040707057485,301.4867199062025,300.9516427213795,300.7240798133767,301.3946010403631,301.0608977155641,301.3065365692292,301.18388744484577,301.00597374091075,301.40250305082606,302.17724205930443,302.1437243896876,301.35862405696827,301.54903228367175,301.39847145127203,301.59304744862317,301.79665675445295,301.3243989691868,301.71811364697254,301.68297561056556,301.8101056239878,301.46186872128686
63,301.7490467380714,300.9683908800557,301.6645979748231,301.23255179698157,300.88376676812794,301.4400784128472,301.25136606956426,301.3587866170064,301.3366135602215,301.1933175884662,301.37703247100956,302.35824155681684,302.2587234016821,301.59900461557555,301.74856461077405,301.5901031446568,301.8583548461026,301.9860670884548,301.59503293655,301.8969987087611,301.94975436287365,301.9759965847048,301.606481330388
64,301.85763329439527,301.0379020105486,301.70880717124436,301.46232891961046,301.0221998066802,301.606672895125,301.40520346228453,301.5025576124906,301.543450952038,301.41942139405506,301.40628681547787,302.4464224309542,302.40764687239016,301.77586399186316,301.8974462997945,301.8357994405831,302.06407174223375,302.09686695127374,301.7640432119043,301.9777999330103,302.24590796910974,302.03378667397027,301.683086260911
65,301.76365121089657,300.9437078320556,301.5298100684602,301.60351562553114,300.9800200996103,301.56501774288114,301.4098556009604,301.6155731431342,301.50687961992867,301.4339052556304,301.4503149499322,302.31530599528935,302.4418876899035,301.7972220959322,301.8092946819888,301.87168721586886,302.09323204949993,302.090793671841,301.7213544077313,302.0514145236583,302.23583728915344,301.95597676024494,301.75995187932523
66,301.43139580528475,300.7438668203196,301.1581594441432,301.53735939200095,300.8455502802679,301.4019498304959,301.20964568860404,301.6140683584369,301.4449053813939,301.37647616893213,301.4257225151942,301.98216799692335,302.36284398658785,301.6659146123803,301.5176024113541,301.7984181311502,302.0369318104619,302.03275045785375,301.38734084940006,301.98519666352445,302.13352771917334,301.8250767361116,301.7353005415976
67,301.07790901811023,300.6042633315463,300.7584244672704,301.46177870970877,300.73769344275973,301.23190646115427,300.99684732872674,301.56147783782717,301.3198469073634,301.2940142496518,301.4696723598317,301.6104807912474,302.3502250307741,301.47888419553436,301.24731121126496,301.68151365925854,302.13191295417613,302.1105174418828,301.04157769420937,301.98148196012676,302.0843751714763,301.69164262849523,301.716432140317
68,300.78542640465975,300.6063380853405,300.49659662164055,301.45618039133143,300.6891013091438,301.2269462650453,300.9712341808525,301.4993810403894,301.27510684007154,301.3722957050809,301.5430429386431,301.3294464409625,302.43845469628786,301.4439528026433,301.1261649933943,301.6666550103704,302.4918162195961,302.33467689164337,300.81091015215725,301.946025169944,302.3064141321261,301.6716627292463,301.70508338597165
69,300.7244503947339,300.79360588281946,300.41235193347535,301.4811658314186,300.7646895539173,301.2543853021682,301.0589082208841,301.4868058565863,301.2974199152905,301.48480416781535,301.70241621985565,301.2739518867025,302.57374763563894,301.52661925618196,301.25634589452767,301.7925483983625,302.83840786842507,302.59864859666465,300.7037372134453,301.99619685049737,302.57820966259715,301.70560578720415,301.7531645275986
70,300.7007150447014,300.90879781467817,300.422005764618,301.44745257392015,300.90758252357523,301.3707730968998,301.1566390531937,301.4965227723988,301.2878992910626,301.5873150072112,301.79426488320195,301.3943352819921,302.4642302138077,301.7431030510907,301.42254668706096,301.9100068871509,302.9420431488786,302.5541621916891,300.6965664973536,302.02239500377027,302.64165499526626,301.73349921473596,301.8828852755032
