Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585,ssp585,ssp585
9,301.9262647400571,301.88783259050473,301.5462036761919,301.36677583239816,301.7253590555452,301.74864235707105,301.82828408602217,301.76680975198417,301.5001081298415,301.82792824561056,302.61491195762784,302.55053554285587,302.44769321814687,302.6387014290151,302.6129899202828,302.15787279015325,302.5011809807729,302.4952515665817,302.53168862375725,302.84438249604506,302.11168560756636,302.58627150539564,302.5901588655829,302.74950902261656,302.9454287774544,302.3385945832708,302.4113387694203,302.55829374428754,302.9964087812233,302.7749838556019
10,301.99294010753323,302.0506151764137,301.561211956312,301.57476548363155,301.88860316120844,301.9270001513926,301.92680051140184,301.9964331469389,301.710018476887,301.9634989174318,302.7543231551812,302.738343648167,302.60212864925006,302.7654490132897,302.7614117936649,302.3283895741135,302.61156827154576,302.731087985104,302.7606424696951,303.0083760605058,302.3736232094947,302.7613590945363,302.73510906905426,302.9169811003076,303.2123485482864,302.58662592157475,302.4550625960881,302.6938203763968,303.1054864664704,302.9793176099654
11,301.92581154989836,301.96014440739117,301.49845329416326,301.5638193123301,301.81635299798876,301.9502561997835,301.8778235293914,302.0957077800747,301.75575572252797,301.9234196553571,302.7192148231573,302.74632442825833,302.6189513813104,302.75055055892864,302.7855307653737,302.29530929019876,302.4939991961323,302.68984014216426,302.7564516986012,302.9125614940222,302.4776379475827,302.8140245878519,302.61751374824763,302.80119638094305,303.2268734776772,302.55549917462696,302.39320201110894,302.64379386881427,302.94720445345587,302.94580866156235
12,301.7716412350837,301.7500455646498,301.3532724684291,301.41236537509207,301.7049790802266,301.8057589028918,301.7250357808441,302.02331375072066,301.6294380671922,301.7683437934564,302.56626537566154,302.63376259119923,302.4574360344588,302.62114986032253,302.6192795745787,302.2840622403714,302.3626747672954,302.4848610070096,302.68352294764463,302.7822154438686,302.4469598374644,302.737222984085,302.4057977226386,302.6642090423949,302.9898974593434,302.4215027537714,302.25425252149535,302.396812468098,302.81720187299896,302.82878473747854
13,301.6894367807417,301.62830239673434,301.2816243048084,301.3488728565025,301.6276805671412,301.63710264240774,301.6621899150529,301.81346231552556,301.450177443545,301.67294301558434,302.49826384626715,302.4740716404888,302.24723194402253,302.4959852215196,302.55242256377545,302.2998342926996,302.28663464971936,302.27971033947773,302.58771379074443,302.66553437307067,302.42107679050406,302.64969721470834,302.3362018709484,302.50823606652347,302.72983624920334,302.26006436402673,302.23462190853587,302.21347680879785,302.71940726223426,302.8007998790524
14,301.7615234468949,301.6873635382455,301.2529061153429,301.3829297503808,301.6337093155997,301.6178381862924,301.6767036802109,301.836909230139,301.4551792472177,301.80486563655705,302.6197203867079,302.46722957487333,302.2218380296429,302.5018449849036,302.60566973455894,302.46175792688973,302.39717444824953,302.2986946257001,302.7284167894631,302.76768167730586,302.5119467222248,302.6654513144738,302.5153499832389,302.5968895338455,302.6290086616862,302.2927131904619,302.3050584275239,302.28544231401116,302.8294435220044,302.91549872857087
15,301.88362774295086,301.89675908521986,301.2832306375081,301.59501687728357,301.666328009628,301.76484344343197,301.8602821176473,301.9963854108708,301.59779135678656,301.9759411759973,302.84557822397977,302.61953342661974,302.3387693567602,302.65263685372673,302.8535043440389,302.66903393272435,302.6570374906473,302.42448344581663,302.76836047314396,302.8829846017879,302.7773765731843,302.7712841566281,302.78616292238115,302.8359616168228,302.77069881309507,302.56071881089207,302.45053519014164,302.43983653050486,302.86359798681997,303.08934637977427
16,301.84555044289453,301.9618964393131,301.3220441339492,301.707907714713,301.5574338668777,301.8582486801136,301.9022461729605,302.13414320242964,301.6183775384513,301.97667729278135,302.9023039919866,302.7041708273767,302.3912537774699,302.7655929996685,302.9114470449967,302.74299107483426,302.7491336675182,302.4932495695264,302.73701147446906,302.90049969024426,302.816714653048,302.82599707042027,302.89472358390157,302.9307769634831,302.81763946743877,302.73765011966566,302.47152445361854,302.45010473119504,302.8837399551578,303.0766752266561
17,301.70423689525546,301.85773157011346,301.2926433406601,301.64449290570104,301.4460732891899,301.74632214453527,301.80083411023065,302.0036055599457,301.4510501632742,301.7454640666035,302.7471695111911,302.5757869291303,302.29345710706974,302.7754212302264,302.7614233419768,302.67647940729694,302.6708423624927,302.36305931230623,302.5700128500667,302.75412588890987,302.6373830899161,302.68790903908035,302.73614654182273,302.8299807412834,302.6620395572845,302.7631608432828,302.3393401737572,302.29824176303356,302.7839537698158,302.9225715247233
18,301.5183321486749,301.6001527915571,301.17783396349955,301.449320728932,301.2678886342392,301.5701764591419,301.590688338566,301.7778947015726,301.25066607731793,301.4001588748934,302.46048653832275,302.3547805948044,302.1152997835283,302.6728190202023,302.46588695256855,302.52497338919284,302.38793286702725,302.2531660218124,302.47390503345054,302.5688592775829,302.3623224207342,302.4213757627079,302.45143372779455,302.5191123351893,302.43160116276357,302.59967311829047,302.1605838968822,302.16318640050423,302.613250379514,302.73602244991633
19,301.4399550372369,301.47713048828854,301.07537155112794,301.40055394023346,301.2231241189006,301.53596004872264,301.47698064636285,301.68882324421025,301.2564958925845,301.22495631041755,302.3826265046923,302.25084482168,302.0741752373426,302.62909447376495,302.27327603293395,302.5052059069979,302.21363963848194,302.26660052499574,302.49457750402576,302.41974109706126,302.31388692559244,302.2711978545273,302.2748709876343,302.3684295998822,302.35727542844774,302.5771284142856,302.12622246584283,302.14599761167796,302.5157109598758,302.65230779698095
20,301.4484663010581,301.48568414387427,301.10959925306537,301.6287614058455,301.33350486730865,301.6979323402557,301.5500026761436,301.76225073666643,301.42082589512114,301.2760790267543,302.546795908692,302.4078715985177,302.19065796818165,302.7304071529281,302.3061946378318,302.5713616323131,302.1904141351738,302.46010030849317,302.64040200590983,302.46264368424784,302.4525595792864,302.31585029119265,302.4084721362574,302.4258489579134,302.54318732832763,302.6589121086331,302.2454146431763,302.3270381807944,302.60305461662216,302.67144487069515
21,301.4649997667756,301.6306978945059,301.22768412990695,301.8710326541295,301.5729369677047,301.9147107251693,301.7014588379622,302.0425993344823,301.63893779707337,301.4881328983617,302.82982278987885,302.6329561674357,302.3429367130803,302.8170072780242,302.5104866339872,302.68123337447315,302.3275087349695,302.6828239032063,302.8176840878303,302.62217278657766,302.623934768247,302.53118929823387,302.65667819237615,302.66466882009604,302.7438782461431,302.7912580659274,302.4515851658964,302.54773709425285,302.81240520733064,302.6487725507889
22,301.5398174130297,301.7865976948617,301.3712611047017,302.0261897251166,301.73569722548484,302.067986572976,301.8138259316517,302.1602271181733,301.7799654479168,301.752490850352,303.0239115798591,302.79115324717213,302.48993396444774,302.89695006397204,302.73383510653133,302.704001657148,302.54894100749425,302.8724828194861,302.98391231112015,302.8560811835908,302.7808846932732,302.6709650262223,302.8725787675332,302.84439062028997,302.9005639649417,302.76239997748957,302.63669619219235,302.68550749336094,302.97074508430745,302.6581150761596
23,301.50796006951015,301.8379109889332,301.30186275818613,301.8952456823129,301.73852375213556,302.00533689035404,301.76608385510286,302.1239673149621,301.7419818726705,301.7810899847162,302.9112964806616,302.81166971697786,302.48628360862926,302.7754333871206,302.79569182559254,302.6052975562531,302.6034653201707,302.82669987311544,303.06427920584935,302.82394141580914,302.78655820846996,302.6985109863795,302.82215988262925,302.7214950284568,302.9816860043075,302.6311559684938,302.6902020237707,302.5302227953343,302.8833240944962,302.6311117540511
24,301.4870854419599,301.80806099526006,301.0960792762466,301.7415612746124,301.57572019617965,301.84862967251655,301.60416738077123,301.9118535125038,301.59614757184346,301.7293475235981,302.58640343195566,302.7215549465307,302.46090188312746,302.5604922741922,302.7187101289099,302.42734459682396,302.475927442407,302.6577623981109,302.9220221457297,302.5904076555742,302.6241029299779,302.59534165854626,302.628648116945,302.48513805609747,302.9138598450165,302.40343735029376,302.635365702989,302.2504259370432,302.67222047798737,302.5285349078949
25,301.5277331395558,301.73826295199564,300.96595507149925,301.5645817028126,301.4563033840289,301.8673947635645,301.47900129209506,301.7900405865143,301.51194348173766,301.5929063254782,302.27904893306226,302.6005522833813,302.45816159953614,302.39276804921207,302.64823550637817,302.307234869686,302.2861298283214,302.45292754348094,302.72192233320226,302.38902566234714,302.45215796179275,302.5188479766179,302.47174682210584,302.2904897044223,302.80318234577527,302.2800468500173,302.483927825903,302.0834760844587,302.50508957986625,302.4676657096552
26,301.6947096881912,301.88455871281735,301.1931395266115,301.75803934701946,301.52854898233596,302.02158131257374,301.5501958755054,301.7971063316358,301.6131935675588,301.68039179264207,302.3039211012599,302.6048985724862,302.6062577846045,302.4231915158629,302.69376290944933,302.4041675543321,302.32372406970535,302.5023559786288,302.5800227290677,302.4147029282156,302.46736172965944,302.55343838901285,302.4673035296226,302.4251713916103,302.77684795071286,302.3308388351592,302.56554786903763,302.1841616244022,302.5362075565331,302.5130610007016
27,301.92847776100166,302.0550366469142,301.5406526272298,302.00234482392585,301.75382585986677,302.2128521633914,301.7155859738832,301.89177177352934,301.75762425706256,301.78672487777976,302.561526938397,302.75249708444295,302.78500612498203,302.64003843720747,302.8295379828174,302.60119930820065,302.54612085239233,302.73104706215145,302.68687568875697,302.59357705861265,302.67443854931884,302.691633954177,302.6867793468671,302.6232618171155,302.96103801388216,302.44401593286665,302.68998453716387,302.48172191582216,302.72699053687256,302.70116682845736
28,301.9432211876363,302.0292142375552,301.7350420668503,302.0777957191804,301.8841352502374,302.14388324376614,301.7888007311267,301.92062205891045,301.7125861268557,301.89270709897744,302.69739443949817,302.822568590817,302.82031733107164,302.7171773312791,302.8623730982986,302.6440909844783,302.6816620858118,302.78157763165405,302.7339373035747,302.60141989572537,302.76544254893093,302.7506025687856,302.78573052366426,302.7717419378696,302.98686851714365,302.51946823847726,302.81736729743477,302.668613497817,302.87709117108767,302.81899574204687
29,301.8539119087545,301.67605659460577,301.62999224696847,301.8152359808974,301.8151641005649,301.9309040072603,301.61778560718705,301.87343107655244,301.55064149781924,301.85426698854553,302.5608972199246,302.664033191775,302.6855520835918,302.64847271237295,302.7427249118944,302.4613378602807,302.67230538181474,302.6239745074851,302.66600112741094,302.5074437338226,302.64744438572876,302.6400006521242,302.6970406891516,302.6738728195005,302.81861561462097,302.45437557044636,302.73418489254465,302.5842896402192,302.8426893688034,302.7478813131834
30,301.7216251177308,301.31375913460687,301.4860161912167,301.5041092002394,301.66295120512916,301.66706125717957,301.3577074664879,301.747356754079,301.3995041835294,301.6781730696412,302.4014440411061,302.41760922768157,302.50627246223036,302.4775582060387,302.5365553579251,302.201585886249,302.47404604885423,302.30601846896167,302.49129721803644,302.3313359039144,302.4339814791526,302.46591577938915,302.4741807000143,302.5053559290366,302.4822809144758,302.2861912763241,302.51806149286944,302.306081511272,302.7092309174331,302.63242642172594
31,301.7028557783231,301.189749748731,301.4476288082173,301.4659617015824,301.53988461026813,301.5299099059915,301.27440565993675,301.72546624280193,301.4128120880393,301.5411839980775,302.3642240864001,302.30307263882605,302.48436692462,302.3732897309199,302.4078754284281,302.1588268412593,302.42689934556864,302.2608736011829,302.44430064864355,302.2905488716458,302.34837960494093,302.4575797954613,302.4054279355286,302.37676356614287,302.304286127582,302.2279026092602,302.38436639251455,302.1232476663889,302.58457511768165,302.60882380808533
32,301.77668656528755,301.38644090059574,301.5491322318159,301.65551932653545,301.5721634919732,301.6561309634704,301.43681757876334,301.7505093256548,301.52365369808257,301.5789764419474,302.5465114525128,302.4217317880925,302.63141850049493,302.4560362335262,302.45420606477774,302.31905731698544,302.54015505414094,302.4037967459319,302.53909013304786,302.4061939791928,302.4322249376891,302.6505051361465,302.5989909876109,302.5304045062644,302.2944567166199,302.3852355210239,302.4398803857983,302.17967411535153,302.6538049654898,302.73785890194085
33,301.9323426811423,301.68057242123615,301.77310095936485,301.94896694353434,301.7436082142014,301.84526741872963,301.74799407379487,301.9390942377864,301.7182486416282,301.7754558980732,302.72814091068466,302.69366477699754,302.77344151539404,302.69726802044687,302.6062758172316,302.59166394203777,302.81107799248684,302.65039677521537,302.6882370641495,302.6577065781998,302.6825805812944,302.9182967316612,302.83049390280786,302.75034705972695,302.47501006325115,302.6054111479533,302.6749421494682,302.40673906782007,302.79621744867603,302.88286219560496
34,302.05686194045967,301.8474898530098,301.90526366251714,302.1799369268598,301.91346222402444,301.9850831119783,301.9433022805853,302.11689751377764,301.89784097052336,301.925016514755,302.8917674949429,302.90371661408807,302.8221283806407,302.91177187856687,302.7240107648066,302.82064913729863,302.96305580446153,302.88378521259773,302.8078302321264,302.87136796470617,302.85174006641233,303.0765784534013,303.0168124912279,302.9626755923543,302.5814396173611,302.77966987738574,302.90754491103826,302.594679437808,302.9560094263199,302.8775098465339
35,302.0224455915989,301.7350407231918,301.92880344354256,302.20966851141145,301.8946412960419,301.89244925243884,301.9198602071786,302.1646664084121,301.90813084356404,301.88149852945884,302.84751854202324,302.94510756046327,302.7283218199298,302.93245205791214,302.6801530122571,302.84813938927084,302.8631422589837,302.9476818461803,302.7882482217149,302.8493236494821,302.8769760565622,303.0126116433421,303.0253260315228,302.88491035315104,302.52974137484944,302.72183040649566,302.92731573019427,302.6056213620571,302.87382728806887,302.74977155289935
36,301.77969163237077,301.45309226159026,301.7215681798261,302.0904635566762,301.6919729285958,301.62998136669927,301.6211355903003,302.0779263950116,301.79225386671555,301.69007201619934,302.7627003400149,302.81223285573293,302.6229483226155,302.82909758163805,302.5426812658291,302.6543399604171,302.6004277157304,302.885987668717,302.683307343954,302.67451803037187,302.72514258329386,302.7948563073248,302.9169512249962,302.69513323786117,302.3456406364548,302.6716057744189,302.8177186771004,302.465928475767,302.6829306375439,302.5450553177696
37,301.61769903260546,301.34113807100294,301.59966321978715,301.86154075745384,301.5916540210194,301.4353296070887,301.41823454326726,301.9747404048755,301.67890368169583,301.55478951993194,302.63178063442336,302.68510487351153,302.507978762944,302.78330541506926,302.4227095737301,302.407323584564,302.48766664396834,302.6893416584469,302.558722662521,302.47382664980404,302.61778208613737,302.5643413102077,302.798464800663,302.49244706801215,302.29670238043036,302.58978686600176,302.56436243879335,302.3661616625987,302.5083877857728,302.4969882221613
38,301.65829543558203,301.4041417071938,301.6288230336684,301.8345674314086,301.7404405909247,301.44900180687443,301.4744335199223,302.06047986863837,301.7021173887051,301.6883053881503,302.71687158805,302.70852090860666,302.6138323502851,302.82910892140103,302.46358932539084,302.4006472190254,302.6456408029066,302.67992537408117,302.59409961304567,302.48125517723275,302.7138727588438,302.5963742662555,302.7860230365431,302.5142237933335,302.39381724643687,302.67645327756094,302.5045119477906,302.46367990038976,302.6375416812264,302.6897698592138
39,301.7841619967912,301.68334303123993,301.8215471502736,301.9100993592967,302.04957034018685,301.6071911814175,301.79519432355073,302.1836039952644,301.8674711725094,301.81341756710026,302.87330984957475,302.88692280565635,302.7984228425418,302.9720301152632,302.6195583175179,302.59919242424274,302.9341507395238,302.7443432057017,302.78016664147543,302.69163110705875,302.93857559065106,302.6669034951614,302.9326797795325,302.66556376617524,302.61212984656885,302.8736145869197,302.55816636217185,302.6739967999982,302.8492713444825,302.91015314404564
40,301.7441978725739,301.7659759818203,301.81237752536816,302.02552240247,302.24549139658706,301.63101175150985,301.9627005938949,302.19614044329916,301.87654669814856,301.89077358898356,302.90290775820876,302.9821149075943,302.9253240776114,302.9924984367301,302.72856459325334,302.7684245891225,302.98011633865957,302.7459584691548,302.89684937407065,302.8696285591638,303.03438914821965,302.720376757226,302.9705991110636,302.7590154144952,302.6252578997622,303.0082680235268,302.7199300845072,302.72603380565147,302.85257421616524,302.97026440133556
41,301.54444790819986,301.75742337583506,301.52610356485485,301.96027975098866,302.21146150931736,301.4967127139513,301.84164776089887,302.0085879871928,301.7373608969526,301.6918558769587,302.6608946384317,302.87108463558394,302.7848624974349,302.8795448426379,302.701657216834,302.7539764736334,302.7049643126013,302.49895655683576,302.8229047748927,302.89274487477036,302.8400684607223,302.51617995958236,302.8515984871387,302.6213177135132,302.52988660121446,302.88662788186906,302.68895578538445,302.5915070249411,302.6559354796243,302.7474980043168
42,301.3544781327127,301.59711251991075,301.1682718609761,301.89026560837056,302.09303144779284,301.3115111592263,301.59974588551023,301.6955340942873,301.45998756984176,301.5212147603759,302.26767561359367,302.6391170962335,302.5140705215097,302.64842527098403,302.5253401115657,302.6563717580969,302.31055357856667,302.2511076763656,302.62383249026647,302.74979072321213,302.5922272439773,302.3425861733701,302.6114785924812,302.40962478869784,302.3151837873694,302.58111790602817,302.5842079963125,302.3970609948222,302.42418389068354,302.52240557466484
43,301.37734853448165,301.53539945237424,301.05566867924654,301.87374838464825,301.92516458997466,301.240784070861,301.50976288317196,301.52071332382576,301.3476436314179,301.4274296302252,302.16961887226165,302.5365534437722,302.3399890287865,302.51134512793806,302.3887002878852,302.60694951495657,302.15560573746706,302.3007940158659,302.50177736751465,302.718920133832,302.49100839343663,302.2820174748465,302.4734432141147,302.3621635472551,302.28405739539465,302.40746639026315,302.44845164003254,302.32940213188755,302.4149318537491,302.47982831347457
44,301.6110467766951,301.620373762524,301.23099122143714,301.9419016574371,301.8934097538442,301.3030302674866,301.5891072094242,301.53594740819193,301.4358780110412,301.4476509525984,302.31024463133406,302.64934929902296,302.38673810105234,302.6273929288381,302.4644330406785,302.59192190588766,302.266304073458,302.5631550471632,302.57864522496965,302.7993305466954,302.5998816726363,302.400482335633,302.50680812699966,302.5125329459715,302.3566642249423,302.4519571630844,302.49221029967987,302.4540934157037,302.5672691131563,302.56930483218855
45,301.88501080106045,301.8194661559083,301.51998918340996,302.0526586005044,301.9947939700167,301.4961865322485,301.77393492413256,301.7729710334005,301.6937350080828,301.62179920383977,302.582038050014,302.8237308955551,302.60062682060925,302.86509757386074,302.60909893502236,302.6120906199392,302.5047364653569,302.8245792154574,302.74312947843055,302.9414749688888,302.74995649204055,302.5147402540918,302.6839872723451,302.73254513007606,302.491221492901,302.69103997035506,302.6627351810444,302.7523896168363,302.7497092763085,302.79773927686887
46,302.08459980271317,302.0136589044041,301.69294356893624,302.1639304751404,302.28315667463227,301.7328364842552,301.8642713474115,301.96274044175124,301.88617653500603,301.6686667555376,302.7205135658484,302.9974725118412,302.81767842982634,303.11575681285586,302.80260141966124,302.7040715477071,302.6370196594661,302.91149721763395,302.90981285894924,303.07398517198664,302.89779831923937,302.5362684923943,302.78214126660043,302.86706102555667,302.6243460349327,302.8514826495306,302.9443809879449,303.02268311908847,302.9518003394516,302.9837588284474
47,302.05859003671713,302.0333937931816,301.68737459773286,302.20053538871554,302.4108600867674,301.82771817446064,301.8504656308864,302.016881700141,301.97681708461215,301.69522981886905,302.6211016932997,303.00192615712166,302.76815478446787,303.05327246057277,302.79092227268717,302.73061031603453,302.63478780103884,302.8027044382179,302.89869543708187,303.08036877302055,302.86875221141526,302.40953280683084,302.76949250371797,302.83088806334086,302.65523707745257,302.79754394203604,302.96353291936754,303.05720885209934,302.92022222145755,303.00597806862214
48,301.92046473335444,301.8828058919417,301.4807835126375,302.07075142360117,302.35041622448847,301.7585371986732,301.6233579110338,301.8951724788365,301.8460211970847,301.50470986390354,302.40306043671825,302.8549297779095,302.5707124385189,302.83950508181596,302.77032615413896,302.6676591788639,302.51341186332644,302.6391980839617,302.76312814092466,302.9714042593674,302.7525065960521,302.2397386462771,302.69395388446145,302.6900251561548,302.6722763883328,302.6382387222202,302.8012428365912,302.79026815220885,302.8103001196434,302.8057240009554
49,301.75456353573554,301.7174807192935,301.4019037693015,301.89052636951493,302.164328556451,301.72020792032913,301.5216832989621,301.77497542899806,301.771935772143,301.3816476506352,302.2910056371008,302.74185338324565,302.3755058653356,302.6187083019976,302.74473357399756,302.60348261809594,302.4604911196498,302.49125102483794,302.63362574925554,302.85399515142956,302.61502077718086,302.19338032283275,302.74626058782457,302.5501818774373,302.68094673398707,302.42012491751046,302.6331089413159,302.5842457169604,302.7083353420167,302.5985572008529
50,301.76220757361585,301.66712275805025,301.50020313980264,301.89211239534336,302.1633820571099,301.7697904812632,301.56821387912237,301.8109996298288,301.76370015623223,301.36288103204265,302.3516491530831,302.80080096280466,302.4072139215229,302.66868776096527,302.8699899015551,302.695271173005,302.58058531517617,302.56799196971843,302.68951023312934,302.8386175455396,302.63551917790085,302.3798595619201,302.8936416845666,302.63266354243814,302.8474292281221,302.42948634977535,302.745489171535,302.5485640945724,302.7593461525051,302.70199531352756
51,301.86774804205737,301.7551490056008,301.7602100822271,302.02457790991207,302.23013589336705,301.9992955894456,301.86658474726227,301.9600231936882,301.8431650484984,301.4955740868261,302.5964321709842,302.9899202916822,302.5756884999809,302.8260901818635,303.0533314795602,302.8479135786303,302.8150311688269,302.8214495913939,302.8223889057524,302.9858450103732,302.74257439851135,302.6465514639812,303.0557093182215,302.74808498934595,303.0317037399979,302.4462467426013,302.95455753154687,302.71757102414045,302.92700998880673,302.9815083694538
52,301.88458437442563,301.8356978618627,301.8125612681483,302.0930062925659,302.16216947747006,302.0235535155769,301.9605175984812,302.05823119504595,301.7843821314447,301.62273371886425,302.661697708933,302.97177183599825,302.6437581046928,302.85645386257517,303.10424931608185,302.8655096943575,302.9146800069547,303.0194249450705,302.9124727388775,303.07016683291323,302.8330609607932,302.70865462906914,302.9777055236989,302.76635995856765,303.0138198973134,302.4503059846986,302.9766650846352,302.7363609052339,302.9205005919782,303.1509545218103
53,301.7151656333132,301.79798611035284,301.71530194616037,301.94594657781005,301.92863503949405,301.87072025088287,301.87541458537396,302.00330853581517,301.60990276828653,301.60944861776073,302.59266279688495,302.8122289737509,302.5310722871206,302.679623440214,303.0149074073874,302.5800138497298,302.81657206890014,302.8992727384729,302.8079466285733,302.97201302143424,302.7576458878446,302.6036055819862,302.71050192551724,302.6174043422646,302.75432328015467,302.3832228039918,302.70240738609834,302.61007034772075,302.8252161964268,303.04448757950047
54,301.5037606921788,301.647125865419,301.55388075224226,301.7380059050314,301.6425227694065,301.6390594375848,301.6523423078323,301.8799930979197,301.4109113748145,301.5183621837834,302.37390878199807,302.5667210984597,302.289928873783,302.35421494823413,302.8377643339034,302.22356977625935,302.6460507874501,302.6014806474138,302.5456400606602,302.75201812902765,302.61645709387983,302.42730747894234,302.39762951603416,302.48163463709517,302.36304535948227,302.32539106848975,302.30025729030154,302.43372485089657,302.5805110333625,302.80420385636825
55,301.4897152152221,301.5199789063822,301.48504528400554,301.6583391840747,301.53976562772556,301.57350907511983,301.50950892972014,301.76862880158984,301.3385111431283,301.43468947609796,302.3317862198645,302.48641915332195,302.15743362685197,302.14734229677896,302.79188274668815,301.9477458455519,302.5794652261816,302.34388101880154,302.3492337643913,302.62300323246114,302.5485833765624,302.3801762287043,302.29740403600806,302.4334425239491,302.1589060852547,302.389137094663,302.10303483618753,302.4495558184064,302.4107602638539,302.663763074874
