Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585,ssp585
13,300.4750769753018,300.8880742592914,300.85398989692175,300.13784037483185,300.5503547645419,300.5894789086037,301.47708417145975,301.59162315928785,301.13647230188815,301.5077244723337,301.460698011158,301.1378367385683,300.98449977564275,301.12113636205504,301.27122160887274,301.4801326402979,300.99487494812837,301.3526154439439,301.2286437928993,301.36878330302784,301.1792845700954,301.34739028402066,300.9964838248548,300.9206934431185
14,300.43743675206974,300.7974970330679,300.8843519120815,300.2596065834561,300.568843208475,300.7123369609881,301.56675661875437,301.62405188559165,301.3188459843232,301.5172252286928,301.51640229466267,301.0900655532212,301.0978509352229,301.0343183635535,301.20076020164737,301.439870942694,301.1837670871275,301.48525956200876,301.3046259506715,301.327012054258,301.2394610650376,301.3303896932255,301.07764466131425,301.08087547533455
15,300.695686299528,301.0669432866251,301.17269113578124,300.4318079447011,300.8947066671724,300.9363069947553,301.7565959600922,301.83825714890116,301.67464130927146,301.9491438970938,301.8249766060746,301.3759842003455,301.2674657779978,301.3671031944494,301.38125444602775,301.7272334260684,301.4878990308609,301.84429366718956,301.6793380234405,301.61182208833156,301.6039406767202,301.6852662241724,301.36538353871316,301.46005517382906
16,300.9033414244232,301.3300803869838,301.4445215472903,300.65725056525685,301.0520378269187,301.25081947458267,301.93651351547106,302.00078033313645,302.04153443049637,302.1365073255522,302.1318562334027,301.6077741375554,301.3959803024217,301.7706227040405,301.59241458279547,302.0102426869676,301.6758743674309,302.16816077870345,301.8531475283174,301.80487457830145,301.93592142812605,301.8638905097643,301.7175714900928,301.79487862618134
17,300.95305688239256,301.32663520023124,301.4557441245267,300.6777061556072,301.0196555156936,301.22990715698353,301.93933364293144,301.92435597759624,301.9056741490299,302.1241438470866,302.0979240330901,301.62160176640754,301.3279051488823,301.8660716354322,301.5822478164468,302.0194366814997,301.7078516210733,302.1370958064408,301.7966946846532,301.8678609962514,301.99216534883135,301.8765684608256,301.80962248130606,301.7905352006606
18,300.9417352569742,301.2143963456333,301.2645750744173,300.6616883474613,300.84876696496593,300.99895983502046,301.8940968365392,301.73655699361046,301.7519229842491,301.83554353433277,301.7366687769445,301.4909465094413,301.1723942347597,301.8598687765116,301.4848965286655,301.87001049173256,301.66708451802333,301.8854182678495,301.5477231562962,301.7928511954374,301.93347828674246,301.66802002153116,301.8757715708844,301.6429435453618
19,300.9730370870437,301.07167449085875,301.0825800751824,300.69776834158455,300.81249676274484,300.8092032670599,301.83577003094774,301.7343623536097,301.6144330236982,301.7355760893366,301.426635985088,301.4849736310267,301.0511058952316,301.81867702016933,301.4861799158877,301.7459030102496,301.6269281800958,301.64975686899214,301.4619421383495,301.75791532692705,301.9519340177781,301.6031013714635,301.7875721064524,301.59479387527034
20,301.07120938502516,301.25397250495877,301.1719702741778,300.8706557683504,300.962400391998,300.7137463708255,301.8736546033828,301.99419453167275,301.83101389321774,301.8696426739536,301.3697240895175,301.5822789961972,301.0403673215867,301.9584297091443,301.648186874335,301.7792441723769,301.674211859432,301.5137316850264,301.6149661764252,301.799725953949,301.99618615388886,301.7107371108934,301.79115813476295,301.64677885532694
21,301.2737069353314,301.5127874711081,301.3879813236778,301.1988212346992,301.2219520088964,300.8613950022531,302.04582664395593,302.2234494676556,302.1953712787019,302.15749329815185,301.71994588282524,301.79565178270997,301.02999124468323,302.1222066761958,301.866280035953,301.9436239995864,301.7240857194705,301.5369788238904,301.97562093488193,301.946346060047,302.19228622534973,301.9214727552996,301.85742179320306,301.709462534335
22,301.49992666224927,301.7723726224284,301.59720197598534,301.33879570937046,301.42996188308956,301.0413563425841,302.0811716469365,302.3685540400198,302.46264865008476,302.341842869392,301.9850783316306,301.83281782073936,300.9266498953637,302.2796708431062,301.91761243753893,302.0000957523725,301.7364262434503,301.5684520873417,302.2451918376567,301.88756573628575,302.1524977926484,301.99430202015145,301.83442630245355,301.7807462492467
23,301.3705852623176,301.63757295425654,301.59829466834185,301.3571823080359,301.38943471617716,301.1191060500168,302.0012058809571,302.2753991740937,302.12618221646926,302.2829546718624,301.9613216401554,301.692286248559,300.6152320146006,302.06943695118065,301.7469495625955,301.8713991140036,301.6381066796262,301.49077996289753,302.29476331010954,301.6465061544168,301.9811834179941,301.9420548067915,301.65025924418575,301.73529501270747
24,301.034312718424,301.27377329146213,301.25690612835496,301.0972945788257,301.1026406314415,300.9337927716027,301.66524691680655,301.92413760212816,301.4926032082231,301.8926553985935,301.53091518924595,301.4420687515052,300.41112476577564,301.7161506405989,301.4112162299191,301.67688426639126,301.4391600376198,301.2915781803487,301.7767174388132,301.29887022264535,301.5429773790113,301.70024866472335,301.3379541129325,301.6602828807392
25,300.58000386854013,300.8164581291887,300.85432077427555,300.8562460305339,300.6917937997286,300.6787089908632,301.49029732613036,301.5446902394506,300.98067265749756,301.5129033667554,301.20278153609405,301.2103208593663,300.3635122271326,301.3474341907998,301.20013591198204,301.48918350155344,301.2842135318333,301.1277599334577,301.4337135261424,301.0844365711514,301.3067685370434,301.5519633106506,301.15656289542153,301.4819099240506
26,300.5596422848417,300.6710146794985,300.7356806797158,300.83860397304323,300.5241661710303,300.72686067890476,301.6241938168464,301.4235445540321,301.0470025928477,301.47431957735677,301.1330497784506,301.27984895999197,300.5861007095322,301.45043912227453,301.21883976082137,301.5090520011541,301.3049183920181,301.2931204750173,301.32592305660575,301.1382827435288,301.39472207908807,301.55285453921243,301.31897541958733,301.5865280520347
27,300.7729996862143,300.80381511214705,301.00875319422994,301.07320681880486,300.65895675566384,301.0017734938964,301.9286771863888,301.70224797987436,301.392227677629,301.81341138524135,301.35634015089835,301.48598902072615,300.84405802093806,301.70618835621127,301.4037194411792,301.65743071399555,301.50686708541156,301.57038354684454,301.681452120521,301.37244278854,301.8053742581892,301.6825357022112,301.50509948628127,301.89018649915096
28,300.98301116420515,300.9857632744334,301.2434835981599,301.29574112390145,300.8223208498977,301.1556403263099,302.1989819308063,301.9427201973746,301.69473236317793,302.05836701924846,301.53704232338754,301.78628770402423,301.0062142277177,301.8626335169458,301.5601326021899,301.8468805881991,301.6278172411363,301.7253610951182,301.7989474168915,301.5089121824842,302.0828168627722,301.7325508639687,301.63794282695034,302.0645714877434
29,301.00271063534205,301.03493674856946,301.2313015198709,301.26666670513595,300.8541563809331,300.963011866223,302.07165635224356,301.9537575799754,301.79722655882864,302.02361952431085,301.47668075787004,301.84770930595687,301.0885661484527,301.8010894171334,301.57754398658153,301.90635646237365,301.55409446448647,301.67913327844917,301.74246947986927,301.45616738034084,302.01658414786715,301.6118136963356,301.49735140075177,301.968358072282
30,301.01538179958476,301.0156053665059,301.0250005840339,301.04480979675554,300.7809110019195,300.69894124915385,301.7600070847637,301.87124995932356,301.7002913227819,301.7675260526298,301.32558081854773,301.8012536404872,301.1873438475016,301.63213388374527,301.4330605002837,301.85603681574065,301.41176089050805,301.62622351133365,301.60022343391466,301.32436365623056,301.7320751020813,301.4089056880594,301.38254975389367,301.76748482005024
31,301.0516270780527,301.059538142249,300.9332862883363,300.9652525309239,300.79111086263015,300.7388628094058,301.5763553098612,301.80565630387565,301.5554252455334,301.63946114556126,301.16537743846965,301.72701061663,301.3281238716333,301.63721615510923,301.3421038795325,301.8288330756202,301.35183870328115,301.75105307155695,301.52973086861755,301.2836001049964,301.58883047873275,301.32839634651697,301.3912081074111,301.76932021616955
32,301.119686733426,301.28495809643084,300.9444308860713,301.03429275813204,300.9495058593595,301.00495494859723,301.5510770589324,301.89868042320387,301.6346821077797,301.6726372590662,301.2857976413871,301.80640796535994,301.5672637561402,301.6855234929745,301.5274291767844,301.95376144862206,301.60700244592505,301.99410362510486,301.59267040686973,301.4648108776,301.7319967080216,301.4873040878289,301.6230985064451,301.93039622496366
33,301.25961324971945,301.3885244856565,301.01823253762154,301.2761267744706,301.220785536195,301.297504416641,301.8552189395061,302.0211254429814,301.8912997697208,301.8621240811788,301.4685994425759,301.9308785935325,301.738574204637,301.8658293842769,301.84053307650885,302.06843906539626,301.911043643466,302.3040006694309,301.7238705291937,301.6526699921724,301.97905882915785,301.8370780647056,301.9644128036438,302.1858874542918
34,301.268270500682,301.4087648250315,301.03440940556845,301.3809765327627,301.41329723197833,301.3002294941444,302.02625115996625,302.2208154446221,302.11205312433805,301.9152409297412,301.4368902272701,302.03745912394885,301.8943983930451,301.98865085628535,302.0635050982625,302.16315599852646,302.1280893656755,302.410650733125,301.8829586891664,301.8592159374432,302.07881398797633,302.10414282736923,302.23935206640397,302.31230216115176
35,301.0513771023811,301.14094667561125,300.9035377109172,301.2233147244934,301.33707372351574,301.0598838637459,301.9701312860134,302.1086087209353,301.9996950273107,301.6084640260749,301.2319027964288,301.9515549299995,301.70877678382504,301.94225141282396,301.8780719375435,301.9605846162977,301.9343429359696,302.1821618265399,301.7610198015205,302.0047990528842,301.95451426703227,301.92871891373284,302.1082899773049,302.2111384716989
36,300.61847082283435,300.8445137345648,300.7840545975903,300.8787960965095,300.85935875463093,300.74376754217406,301.66785936744753,301.8034402559307,301.7132669549882,301.16390129459495,300.98371332043484,301.79151177762157,301.3727955281493,301.69211250774555,301.4548241465395,301.63907585307436,301.5507785404912,301.72281192660694,301.4651701549281,301.80398837661124,301.6847968002135,301.4502758605449,301.77079595747415,301.7497041788749
37,300.4208555838149,300.5694094547055,300.59825239742764,300.4598122345512,300.49990583884005,300.5551722488715,301.3278142937058,301.4570239916232,301.4641025890314,300.79816974687236,300.91417356089113,301.6097689223427,301.1027180191206,301.3154672445401,301.0968662901021,301.2902510119399,301.29170559559594,301.2973144096573,301.17967177779065,301.6130962600985,301.4718638539391,300.98194455983077,301.37922303277577,301.4642289024442
38,300.5987790533871,300.49957416328397,300.498859938205,300.36115057187254,300.4458749177783,300.68373495909714,301.4617688004757,301.5517475324776,301.48077243477456,301.0156880861361,301.03359072641877,301.6880176953976,301.177660430875,301.2443181453264,301.0574306861184,301.3002099464698,301.34944994146883,301.3986149612397,301.28451556076595,301.5082019992733,301.49688967314563,300.95637813215626,301.44965425764957,301.58289915354993
39,300.85827951249513,300.6310345167026,300.43617590621807,300.4603826781295,300.77364176381826,300.99745320218403,301.8363185179096,301.8278398455131,301.6026481433166,301.26615463022137,301.2188753042523,301.9087090705448,301.5274806959412,301.37204656092143,301.44879519133093,301.62706213312185,301.71473855478104,301.7438440203362,301.62026114249966,301.8254556778699,301.7005103604804,301.2922154947125,301.7991615669857,302.0869255403788
40,300.9040656351587,300.7132459807362,300.32563534426055,300.7085317964879,300.9476125411425,301.2110764755237,302.16768137844934,302.0780038854105,301.83182597429237,301.4717536142795,301.4015627650827,302.0739807622196,301.752221269177,301.6205972856638,301.66846598834906,301.8675657316201,301.9765133551173,302.1395635224572,301.878075004271,302.1107398485171,301.8618293010173,301.6336869290864,302.08926280960605,302.4189131849493
41,300.76319924451786,300.7729135647539,300.2243656781366,300.8060193357431,300.92546650068545,301.1591787178135,302.163812632017,302.02569934427436,301.83042677304127,301.3485080855299,301.4124886387054,302.00495066459257,301.8071770210564,301.73395770296105,301.73127883216404,301.84373775869784,301.96574036625344,302.09568601314703,301.94245590120704,302.13238319246403,301.8572846725779,301.8422857312859,302.1626817333867,302.36474177910765
42,300.6599328881314,300.7916577221393,300.1539622149082,300.78640056451474,300.7921389142802,300.9885179973874,302.00298517616187,301.8925720812203,301.7631646547663,301.27292495547516,301.3485884362953,301.80359156964096,301.7602662534169,301.6735949499068,301.5865612861622,301.5857106010797,301.75742255896574,301.9440210515113,301.8570233972677,302.00884379065036,301.8118658931705,301.86554336207024,302.0074521658962,302.0986395531642
43,300.6432308760302,300.87454558464907,300.3379525255023,300.7169306110934,300.74925582869946,300.89600497114174,301.91973824067867,301.8527670985002,301.5999108548255,301.2733725859708,301.3420729214559,301.73775999509127,301.777531661073,301.6517332856088,301.6036256321083,301.47727202189407,301.6092859314493,301.7593475090703,301.7733716840816,301.8903132013146,301.89112560544544,301.8552934012102,302.00817474270326,301.89901333477707
44,300.81519030722825,301.0664501629604,300.60991251649597,300.8390588149444,300.98329029612137,301.08239589400335,301.9656479892539,301.98863711022824,301.69376290308446,301.36854858088606,301.52868430406375,301.82920967223225,301.88139251205024,301.7922294679908,301.8403156473857,301.5559907642624,301.6930112637545,301.79288656990707,301.75971441979544,301.98850088414156,302.07693862088036,301.9482354294743,302.0452290525545,301.8447503274997
45,300.94283495569135,301.31211956352746,300.9747851580443,300.9703393081866,301.1523466892295,301.3017076456681,302.1444498915508,302.29376428000893,301.89191077139554,301.54284021054957,301.7962836531015,301.99285937562234,302.0775774143181,302.08353534932144,302.06912530404173,301.74366328078713,301.9446767895938,301.9821086367477,301.98472996180436,302.2189090421031,302.2688995240207,302.1216419743,302.25428925463746,301.99908855552945
46,301.0829609666353,301.4810367739969,301.0432717979989,300.98534812919786,301.2876746213256,301.45548417445076,302.2126845936829,302.4438947875542,302.1845371900857,301.63361372133426,301.933332055683,302.07816035187744,302.2308831420086,302.21135580863455,302.14356122076293,301.9203735506873,302.0890595649883,302.2305726189656,302.27005565521904,302.4176028334443,302.3011982847458,302.2753303198327,302.365941369652,302.2289393236835
47,300.8552124511769,301.4231441272117,300.9532058270813,300.70449948811955,301.1770127657482,301.1679645077201,302.0257031154538,302.36514865953836,302.11288738591423,301.40929275214904,301.73390920106743,301.83864783420586,302.0653329369032,302.0312795390407,301.85967094287776,301.7693376487801,301.9440641827735,302.1531088240855,302.28512476584945,302.30762912031315,302.1167740275468,302.1374020658568,302.217351265117,302.31064777463035
48,300.57109828142285,301.1759714670449,300.6629731283919,300.3445860950719,300.9828134599755,300.75371338419177,301.62878439530164,301.9564788294468,301.78409634409076,301.0614959153813,301.3959071083418,301.6176476746512,301.5650358672215,301.69498648861986,301.4841693787077,301.5355059319595,301.639207591089,301.7208676296513,301.83289931120254,301.99655087059426,301.73416937710874,301.84161588882773,301.81659858122885,302.104128484839
49,300.3240981424031,300.84559230108607,300.5521386222644,300.0831368737385,300.68191116529846,300.48547014821264,301.2813633566236,301.59068444874333,301.39634405759216,300.76325075924086,301.13685673352734,301.36682657991486,301.10104937854106,301.3587089913998,301.12954612456724,301.14240238503913,301.36928292349427,301.2358258071522,301.3041795119861,301.6400702148956,301.37158257010066,301.4456024359152,301.37884001077094,301.75659643466844
50,300.4348101224973,300.7341347014356,300.69812947401505,300.16668945009536,300.48311956547803,300.6275849703546,301.3509025474757,301.53673126595646,301.4282501810259,300.84847894436984,301.31450205145467,301.5465753536053,301.1388512934134,301.3710529699942,301.11218652488714,301.18736157448416,301.42087606625665,301.28867449996045,301.1678111424033,301.56243795343397,301.24318795905884,301.42835364574665,301.3624201407815,301.5974416279855
51,300.69999822250367,300.8465199375,301.0796748693306,300.3850059092262,300.608544043874,301.04516725843337,301.6428660853515,301.8021607506326,301.82635043732193,301.10044132152774,301.7426548714196,301.6961702010866,301.531992038978,301.4983016475256,301.2598564744513,301.361365710598,301.62170385080464,301.73369086773596,301.45784864527667,301.6241928372374,301.4415547160625,301.672068348276,301.55533996926334,301.7259293574155
52,300.96633146162657,301.0706638128557,301.3146402855931,300.5838489984667,300.8834210020687,301.31412683366216,301.9222871143718,301.97461850718514,302.1095191529285,301.3831817367273,302.0364710527087,301.8815166816198,301.8258711332834,301.680593201195,301.43215107222073,301.6059295155289,301.84555416015314,302.14890702773954,301.75408796772814,301.7132923881899,301.65569949129105,301.98505298606744,301.7028490698166,301.88136378412497
53,301.03433411381184,301.13808986355946,301.37610624317705,300.4876185707388,300.98793569109847,301.30888054077803,301.9588574117449,301.9627924929398,301.95380483770896,301.47204354294246,302.02173326178405,301.8631456516612,301.87067841808033,301.63202034635793,301.356338533502,301.60489405221114,301.90574756737027,302.15723817345366,301.74609612454043,301.74625686424844,301.76712005116656,302.00433088275776,301.70287673533926,301.96328912533534
54,300.9526184459016,301.0722602352366,301.1511820576013,300.4410959730776,300.9126515124555,301.0955821604054,301.86954126663846,301.82866215760095,301.6342030273209,301.4791988479199,301.820001212091,301.74411213279046,301.8149279293644,301.6470918422869,301.2407859198158,301.4479599883575,301.8193561641304,301.9680878603699,301.63327491957324,301.76870366385447,301.7077510636475,301.75374059253284,301.60886111611063,301.8707388534783
55,300.90244466314897,300.9951998399719,301.06826038391586,300.4767322060291,300.8587897691237,300.95791991084053,301.92203689403686,301.79996645470834,301.48470461386563,301.52934592261147,301.91650188739567,301.68397061895865,301.79238320305654,301.63730791796473,301.24209777473425,301.3918075134956,301.7303016980238,301.8805524920058,301.57333154122085,301.93780110915486,301.7204133369921,301.5939902637801,301.6059168183135,301.8178837605354
56,300.91767712260673,301.0074190704625,300.9789481630923,300.77912694132186,301.0566203005426,301.01802214535815,302.03794371260165,301.87940911137935,301.6003520983805,301.79711021700456,302.05788033529876,301.6772593247703,301.91967638832347,301.7169738933868,301.5259636660059,301.53411105952074,301.773185588422,302.0166707170782,301.73402694542733,302.118920914718,301.8052463361454,301.7402865531132,301.759379287334,301.9476750925559
57,301.06907986073526,301.0827031129031,301.1539703214142,301.11415645323933,301.3119129159242,301.1669964046768,302.292756776244,302.0785556937683,301.8962182491671,302.0436406686813,302.2120967312457,301.6541611026555,302.1302785162423,301.8768671268872,301.83376532857886,301.6951824706705,302.01681479195514,302.1863579055909,302.041838075135,302.31793763277614,301.9918251934066,302.0415373421988,301.9980828018887,302.1709178962412
58,301.1705774663297,301.1319591046517,301.31703910178567,301.3256624316955,301.5174336576547,301.2454645081575,302.4319774993938,302.159732065175,302.1146251391208,302.2212095956667,302.2004375795395,301.51342281201215,302.24762345055433,302.0939181267056,301.9450370879936,301.77226735853264,302.2121562426943,302.25795303432307,302.2944366335402,302.31772167538173,302.21741552225404,302.2850803880837,302.1480189760917,302.30790896624313
59,301.12168522745327,301.00502102923605,301.3249253767033,301.2615112889417,301.3558454615938,301.0657815802561,302.3079806690633,301.9694353214975,302.00568133016026,302.05905976423304,302.088646026048,301.15494138219674,302.08054341527577,302.0783150275253,301.7773459211983,301.6140582093681,302.21512290649434,302.0715609096246,302.31269102432805,302.1367228094107,302.2496781429561,302.0927881365905,301.95949799936835,302.1231675482099
60,300.8254962302233,300.74046976130205,301.0046597757198,300.85627315483015,301.0384708906019,300.7794681388834,301.99494195680137,301.57552198049,301.57165582031837,301.7627011989678,301.83578515271324,300.89395817311487,301.75807744377875,301.7471579192233,301.45908114195936,301.39164522753396,301.9837517855551,301.77854411660485,301.9628657433341,301.91844072186353,302.00285681743065,301.7360086113649,301.5818495485326,301.78004463036115
61,300.51992914728675,300.59164980271953,300.71796925707787,300.5493090739931,300.6990165085781,300.5469348208128,301.75863284550627,301.2581672968583,301.10726588951735,301.4344843436697,301.55064906396956,300.74567745224977,301.49300451778026,301.4580596617977,301.1568225227924,301.19918824626546,301.73260737404297,301.55874959743875,301.60108082806266,301.79167184412836,301.62343002970323,301.3797257801618,301.1835391435684,301.50389831000047
62,300.53699144231956,300.57709502139875,300.73585102734137,300.5163789085746,300.7325333137044,300.58667611240423,301.88340415594865,301.186057586478,300.9973578142724,301.4008599896688,301.4495074449654,300.9050674667722,301.49579487012215,301.427492719537,301.12436157558983,301.2156376586643,301.8071194575043,301.57626222536123,301.4825076222294,301.8652613280962,301.51106453824167,301.42004808617975,301.10410399418066,301.5552647933801
63,300.9362513762766,300.73986054306596,301.11096625334153,300.82002667741057,301.01193525714297,300.8127900355768,302.19842222700885,301.45677231404323,301.1309801194184,301.6781613079506,301.6294390973754,301.2303610056017,301.8326406668093,301.7156564808254,301.3472415223887,301.5023407391473,301.9789031183393,301.7008083805054,301.7116339557404,302.10250585207234,301.7033728504398,301.7738750797714,301.3246252485914,301.77168838418976
64,301.19208168354095,300.7446342100009,301.2805336775612,301.02951227058253,301.2623049682397,300.9956658827432,302.3080960838222,301.59636272052063,301.28301112905336,301.86726180793227,301.74878869758186,301.46261867490347,302.0651309132425,301.9316047306538,301.6361239183418,301.72884012204213,302.14901198308684,301.7264023518426,301.83014168812156,302.30874384288956,301.8664653610943,301.9674280273274,301.6759945087808,301.96970010350253
65,301.17774300764495,300.6829460887877,301.19569046846215,301.0183000587945,301.22310562202824,301.01398499564283,302.2250725495915,301.64534586763006,301.36418202413876,301.8410032870384,301.7322104029866,301.527224951863,302.11203831252203,301.9617989187792,301.66266699375905,301.7914533610792,302.00011288769184,301.61975565367123,301.75683807076575,302.30254053544303,301.81691244963275,301.9011523003992,301.79760861272706,301.9391129875633
66,300.94894513563804,300.51691632087426,300.98728862130247,300.98821985633407,301.00658913940657,300.88885613624734,301.97188293344493,301.50963625925556,301.3576891787926,301.6479041364194,301.60789707929507,301.4037178630579,301.82143602944666,301.8480843522531,301.6031166025412,301.7212490947928,301.76625627173524,301.4556644931725,301.5331179764127,302.0621087118761,301.64884445297633,301.6485895945652,301.7773512968885,301.8417683182603
67,300.8272261978031,300.4923474363511,300.88642909852075,300.9967975873231,300.84889243624093,300.82950811278477,301.9532117361625,301.610732189881,301.3871588527533,301.6095232383214,301.61745138121984,301.4013913584863,301.711535328664,301.77138084324315,301.5740489407362,301.6557688577454,301.64479602063665,301.4423164260908,301.490137247341,301.9361597684987,301.5331526827451,301.50817203901914,301.71683897288966,301.7233282091213
68,300.8956570619952,300.61010880742094,301.0390555178173,301.21364920488054,300.951839409703,300.94694383790727,302.0314091194931,301.833674648366,301.53107225634534,301.76206820312814,301.7703935356053,301.56011129389805,301.82252372177913,301.93151041214304,301.7519182843039,301.71525796296095,301.68074554185125,301.65699851028415,301.6880164118051,301.9825097046353,301.62706415467795,301.62576416065207,301.7213296737066,301.73700871224486
69,300.95149887640696,300.8223593733586,301.1534090753524,301.457402536692,301.1844214936711,301.17667989454213,302.3146410511469,302.10262371292464,301.73680148981686,301.89289474338733,301.8919308347383,301.7769091677944,302.0805388040183,302.1475878438181,301.983863597082,301.79975171359104,301.92579891440613,302.0173469536899,301.9610688382141,302.1056299211745,301.78179775105656,301.77127295973753,301.86626114906846,301.87326812862216
