Experiment,piControl,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp370,ssp585
28,302.2301549019257,302.22680424241986,302.8812836383076,303.03353228306287,303.85408602858314,304.00696300332294,303.9313141562628,303.8324212705159,303.7143570571924,303.9380989125837
29,302.45042672571395,302.4824640236124,302.939055246784,303.0715299483702,304.08795909726047,303.8836939862262,303.98129075706134,303.9642420846024,303.5539741305541,304.0443890271251
30,302.5287151568232,302.4154487552187,302.7753024669223,302.9724552000387,304.10897929802906,303.6845105523245,303.8596615921869,303.88855645386826,303.19368479080526,303.9660762448322
31,302.5594739433571,302.2454188096623,302.6276547292925,302.84874057501264,303.98212246851153,303.6060203130084,303.66294142380474,303.668142058849,303.0257296595515,303.74579108577535
32,302.60679271852524,302.14650339556925,302.603691389566,302.85173076380835,303.9319058534758,303.54615242046503,303.58152121275975,303.57307115121944,302.9448466890929,303.594242161277
33,302.6666096035049,302.19183398424275,302.7209226243098,302.95066291671793,304.01532416149826,303.51287936006923,303.76558005052203,303.58050578521505,303.12787989825614,303.5092747347478
34,302.76947618010314,302.2709659963252,302.829549649821,303.00580925552674,304.01721762462944,303.57440279692895,303.95299143443117,303.70752249537543,303.3326947382067,303.55141306072557
35,302.7524878885416,302.30238263810486,302.8433251458467,302.9540913900046,303.7502842517722,303.5943998760991,303.93716745444414,303.720628865226,303.4842705154227,303.5461010870229
36,302.5939227937432,302.2791487528786,302.7448857631095,302.76253156690353,303.4310919683864,303.56018749977426,303.79175788385373,303.5769934780836,303.3723327870159,303.482458289282
37,302.3653935533414,302.26325811343963,302.62195177350293,302.5510432339013,303.1855031621985,303.4558696074926,303.62068454540537,303.30067902637614,303.288874929466,303.3179377540882
38,302.25885049580006,302.4310624357392,302.63444569245235,302.4669030776907,303.3513349279629,303.4932050252276,303.5794489856906,303.0536148269425,303.3591638257972,303.2786625660138
39,302.37164662137803,302.66526219203024,302.8141430946585,302.5775744697192,303.6293658253722,303.66271069875506,303.62450817475116,303.0093155563496,303.6097253445157,303.4297397592323
40,302.50881385971894,302.85120788199697,302.93082675538477,302.73731319179035,303.8911818476788,303.80687159749937,303.6961411539114,303.07252627172136,303.83296980018895,303.6294360605879
41,302.6210003387403,302.8479806135377,302.91592630740337,302.76341338410197,303.833980335529,303.77590998465945,303.7284742658275,303.191405256769,303.8958700247353,303.6798973385946
42,302.5897064559902,302.7272892009327,302.7981796973521,302.61518740847663,303.5299219923722,303.6717071718155,303.5312968622143,303.2551128006957,303.7744614426153,303.6317907649914
43,302.45964518242107,302.6221665404712,302.76683715509876,302.41561647992177,303.2120508278313,303.5879691496037,303.4372141850122,303.2684232645058,303.67565834432895,303.6027850363395
44,302.4113472264713,302.62188256483677,302.8200502933343,302.3448858618813,303.15976653642997,303.63776767386884,303.398573307205,303.3329469227288,303.70863560546064,303.7079242540229
45,302.41497837546626,302.70155040971935,302.988871627249,302.4152336713476,303.38115077834374,303.7306562504694,303.53745414061274,303.40004662668906,303.9299761556244,303.83403787629635
46,302.4864258907093,302.859254934375,303.13417596658275,302.5181016272081,303.78225488303684,303.7470323425476,303.68353153887034,303.48497628652126,304.13210965792877,303.9460909281072
47,302.40674089208966,302.8136248555258,303.12800580961556,302.4792133632339,304.0460822644237,303.66123192437857,303.7103287024475,303.421904010384,304.1495345867716,303.85607556157447
48,302.25553777852673,302.6465424128103,302.9853168708153,302.3193159066935,304.0437152889187,303.4215775937765,303.65502754156455,303.363557144139,303.9847164753399,303.707719155376
49,302.10625228092493,302.4129685356054,302.67643817259494,302.11597318114934,303.9357303059155,303.00083012700867,303.4676325900329,303.28252105790233,303.75478530298625,303.54045291907596
50,302.1322191114302,302.3643377317382,302.7109018646776,302.15433734155664,303.8884508541002,302.70291638304343,303.43702370780534,303.2873302345177,303.6566006865384,303.5755707632604
51,302.31873122482017,302.49610504725143,302.92945305614484,302.30847665580944,304.0043216553779,302.6212269404287,303.5204732214408,303.38909698663406,303.7324045793717,303.670665297169
52,302.4750677146876,302.65956505559456,303.28736893046715,302.528936382164,304.0938755163721,302.7413077008462,303.67363827066765,303.50984299267543,303.8619617149396,303.76072129803094
53,302.4904373833116,302.7099601817819,303.27976397917274,302.5259822958149,304.008598650751,302.72242470407406,303.6802722416334,303.55108058826363,303.9205440350934,303.7294972843941
54,302.47261124737526,302.64251494202125,303.00890257682795,302.47883743834154,303.93228454774834,302.56505038319233,303.51979525318626,303.46096346786055,303.8572231006905,303.66103205691104
55,302.43297505911056,302.527733942253,302.6824771803678,302.3948720593778,303.8185542343852,302.40886477544814,303.21383583138737,303.3537193943251,303.6974775398774,303.62991209925354
56,302.5785618592886,302.5333383490134,302.47029766137456,302.44037504670763,303.80974103546254,302.39907766877246,302.9362324345985,303.3817368165149,303.6604102101283,303.74744274447966
57,302.7248454542368,302.6051618150716,302.4824161630559,302.56742155207286,303.82822304629025,302.4559689050383,302.7812424011414,303.50343545712207,303.7643897610294,303.90334480018527
58,302.9379452014671,302.7220997410529,302.4893340778552,302.8071114980224,303.8776692381156,302.54289663689764,302.8448814800126,303.6800516468516,303.99831000025756,304.0728255680086
59,302.94236250225504,302.72847640542597,302.3644296204741,302.8108253436738,303.93869342699236,302.51896319386094,302.9291571820924,303.67363846678614,304.06852222899886,304.08144937263984
60,302.7778600433683,302.62617349513783,302.06758924812044,302.69075672897924,303.88692455678176,302.43290399320057,302.88054990597135,303.53278064922597,304.0167497011021,303.97084144803904
61,302.5308220408029,302.4203936354104,301.80025657916417,302.4972449874985,303.7274560658436,302.34886906396804,302.6762763042678,303.3504917356035,303.8071082736331,303.77014957070327
62,302.4312227222477,302.39605927486247,301.7616614347608,302.5396925278184,303.5293420107275,302.38806239745844,302.5459038730683,303.3654638340143,303.8025655179221,303.7982866221742
63,302.5718078175373,302.50404911888694,301.8563490167635,302.6708288439583,303.52979350962374,302.58664964255826,302.714658868301,303.5504652029094,303.83535096916245,303.9091517707869
64,302.78239347401876,302.6990248928846,301.91833587552793,302.78857079650817,303.6723606230823,302.81846848421634,303.0001543856972,303.7337224823999,303.9527596576966,304.068059760068
65,302.8859776257973,302.76066662988086,301.8899119762901,302.8046285155808,303.76907115144155,302.98281907485983,303.2381720535698,303.7429363724203,303.9671394731941,304.0630390866097
66,302.78186288034686,302.7442140569378,301.82380590744145,302.69437115943276,303.73193629222186,303.0156602969423,303.3689584152174,303.6393637382167,303.8758538274797,303.8763395710449
67,302.58611788410684,302.6761622371384,301.810421979159,302.6402058405406,303.67997847032615,302.9979443726176,303.40340088416934,303.5578510800119,303.81554418251807,303.68874135204993
68,302.36379686961203,302.55052092915344,301.8973337575853,302.70034671871434,303.74170622438174,303.0477497738018,303.4513747012174,303.6116031903667,303.7481792144606,303.580135750429
69,302.261549425215,302.50912863657715,302.1221939745973,302.821669761156,303.85434211043076,303.2539003009095,303.5208615003708,303.73721524354903,303.8083236651789,303.67566614425004
70,302.18064679217247,302.518572770382,302.3258409350945,302.97386697925697,303.9301219695031,303.47802098599897,303.6804079923664,303.76218971830514,303.8542939139366,303.8028701795237
71,302.11360227362576,302.52500891654296,302.3392717399292,302.9638892188307,304.00041978045425,303.607282357321,303.74764381992287,303.632732134582,303.8021433959188,303.7701087186328
72,301.9681395231087,302.49022119985125,302.202878672472,302.83931274497246,304.083610997935,303.56255961343027,303.66324979571414,303.45781053882683,303.6930619375296,303.6939929476291
73,301.75747566564434,302.4723806357894,302.0892881833099,302.5855744948104,304.13569441244647,303.46847618005785,303.47285871172994,303.41866948534135,303.6058255573954,303.64679476948476
74,301.67644632881866,302.54469615040233,302.1132179635008,302.47460852278255,304.1576730853764,303.5565500373993,303.41233852817425,303.54332470971605,303.66276397419534,303.7890595378249
75,301.79775539940175,302.7769266387971,302.3260506677921,302.5674708979223,304.21342760591625,303.71138893543576,303.52104973076365,303.8193180258947,303.82600077440884,304.0409797571303
76,301.90345024789264,302.96052185477066,302.5856956530856,302.7002138455363,304.16485518420643,303.86176996861343,303.6591399161064,304.01153614531864,303.94435299643266,304.2178628497675
77,301.7720281454353,303.05325767816925,302.748231308655,302.81915160816067,304.02451379703524,303.835237373477,303.70234138964565,304.04763421549427,303.89432237959113,304.1453469209524
78,301.4014837801911,302.9307465964294,302.67868164537435,302.82334649433284,303.65031057751077,303.74396001649956,303.62599301218825,303.95844356071103,303.6780504505947,303.9751579685673
79,301.147497726441,302.82421223119644,302.4310395471621,302.7309193804846,303.3982138330039,303.6146409337525,303.53038800567356,303.8999583331608,303.47976321580865,303.84735286932056
80,301.0668782911336,302.7782097071194,302.25816159241975,302.58443908410754,303.22878218572174,303.5179808060782,303.51109413272565,303.9291078993812,303.3958095852886,303.85612205838135
81,301.2173876649458,302.79505840986275,302.2155433547684,302.56870777431527,303.39698529485423,303.61407645981257,303.5681254877165,303.89791143713904,303.5307129663576,303.98675351228025
82,301.37472321701495,302.8755550293883,302.26221003268984,302.64606302164407,303.59266771620975,303.7337237715994,303.7191818829028,303.8856636837337,303.72821217091956,304.13848886839827
83,301.49943361994025,302.92837219411814,302.2028546575941,302.78695453697026,303.6376273068103,303.78385772497427,303.75392491316234,303.8277262368406,303.82177964190987,304.20977446277624
84,301.53184373837513,302.8508535132985,302.0100233603428,302.77198060702995,303.3559664497819,303.6453384440797,303.698583766095,303.78162343494415,303.74031369857516,304.0765529693611
85,301.63367858126855,302.6862410812467,301.875797326595,302.70949763058474,303.0854674214142,303.5676794473868,303.5282678667182,303.68382404873137,303.60634917483486,303.89625923238754
86,301.8454739742157,302.61224611332847,301.9797066625085,302.56542283017063,303.06901441905813,303.5936814736276,303.52015294049784,303.7055368973287,303.5673056690436,303.83288350349613
87,302.23942667451485,302.77634769465243,302.32617832383806,302.6223243763469,303.2602435841586,303.76936867489167,303.6728787544493,303.7609184764529,303.5886651991921,303.89912853909607
88,302.568432626973,303.00601121426376,302.6269865016397,302.72874482430655,303.4707740947426,303.8557511200874,303.82875184793085,303.7356498292515,303.67470794768525,304.0118259349138
89,302.76661340346476,303.03503742067807,302.81635987575413,302.7848281167984,303.670106407468,303.8721783590938,303.805131034511,303.5834383289521,303.7590360187858,304.0400284080553
90,302.6699062947612,302.8753615963624,302.7758436543042,302.6285013004372,303.8335886060957,303.7455393951066,303.6524019805015,303.3790533021484,303.78482010925217,303.9522225854541
91,302.5602351295952,302.7239305403652,302.6401597882051,302.45000464115867,303.88692107122716,303.64216277026657,303.56582531472617,303.3701716602875,303.7148088684329,303.82236349002386
92,302.5791145469288,302.6918407267269,302.44570574351746,302.35673253149713,303.8036094374363,303.58118568606443,303.6354569823465,303.3654680035435,303.6834721719833,303.81047757088754
93,302.77331434659357,302.7745257721277,302.33773344936236,302.4564136461983,303.7377833483336,303.63805582174285,303.76739763334166,303.46158851317546,303.78452831408663,303.89785270822114
94,302.9542585737367,302.80774776236353,302.35388603796883,302.6227600973366,303.8168336804338,303.73293433778343,303.9598486577575,303.48763485739033,303.94932720924476,304.03002054390043
95,302.9678270165314,302.8380799739563,302.24722705088016,302.68979389674746,303.89877735106194,303.707111094028,304.0002710241243,303.48572303535735,304.0669674587335,304.0310588061764
96,302.86222465793315,302.7119128613106,302.09093056921057,302.61889351655856,303.84111935371925,303.42774579919825,303.92991493046674,303.3674703239072,304.0377137888516,303.96627872623475
97,302.74058154497567,302.56049584734313,301.8545801877461,302.5211830234967,303.66537325999246,302.985202729142,303.7486963791084,303.3111677851224,303.9246506966588,303.8611504275764
98,302.7512804471664,302.3493209608143,301.9226507892745,302.5446042946225,303.56209532789893,302.77897275483133,303.7124874529139,303.4600907105264,303.8748911475057,303.8749156908224
99,302.86658918915305,302.3270279053154,302.26033429640614,302.7398432032376,303.6073697647821,303.0156755839093,303.79965965089013,303.75948269868314,304.02558552022197,304.0912001610917
100,302.974127691938,302.2474473276589,302.6377584778002,302.82304897379765,303.67146317946504,303.38328003131227,303.7997743630394,303.98192626524275,304.1813240242136,304.2435684034861
101,302.9665472215279,302.1276686161777,302.89900501137214,302.7845971783352,303.63106131383216,303.58746766447916,303.60920157094966,303.98418061660954,304.2211845049033,304.2765729141404
102,302.8995289769798,301.9627452877357,302.88755152406037,302.6166411870218,303.48117579846206,303.5297336075715,303.25311677862646,303.85408935282675,304.1066235618068,304.1344873594437
103,302.87875345516244,301.9222556810821,302.9004868072011,302.5083883363283,303.39545611562886,303.4563040219394,303.06446405559103,303.7539753952897,303.9629186753075,304.0365858201846
104,302.87615795769943,302.05315687307944,302.8705435539717,302.5623766374542,303.4465666132308,303.5233440729314,303.067755704186,303.7850189764712,303.9392631378784,303.99826867076064
105,302.84759190637755,302.30155695287937,302.84915461204645,302.6347110660391,303.5972005186571,303.664514774678,303.2560480921434,303.98422151106024,303.9645735765083,304.05312631378496
106,302.8370009606909,302.5344411638584,302.8305728845963,302.78944670123116,303.7066591979769,303.8217459240982,303.49769788260977,304.1337472517312,304.06271495685627,304.15440393950684
107,302.8081433164635,302.5956082031098,302.73176597276284,302.8038700880204,303.7764363523401,303.8148944316714,303.5887175806334,304.10082094380743,304.02425655115445,304.18231226296484
108,302.7726372706143,302.4387642593478,302.619410847906,302.76773163652484,303.785066575875,303.78653529273726,303.6006387090267,303.8732993165567,303.98619259872106,304.13289847796494
109,302.7034720042013,302.2927353224024,302.4213722679353,302.5835988883048,303.7962994231609,303.7402213651999,303.5228572570809,303.6026930933092,303.8831110595256,304.0174471482121
110,302.7753558931203,302.2968955357346,302.3812680841169,302.53636616950297,303.82604939753287,303.79637465368756,303.64797283317324,303.5588856132162,303.9132995760717,304.0002403292198
111,302.9378199520617,302.44551462100014,302.485708658462,302.5367470650059,303.95557800279784,303.88472327384585,303.9096029048773,303.6887348739322,304.0347596451309,304.1660194355063
112,303.10380494448236,302.6242535354507,302.6818583253349,302.6052607144821,304.01151887759767,304.0557212443783,304.0539215192657,303.86003166371034,304.06552530540677,304.20847528642486
113,303.14490549107296,302.7165222709,302.8102283249555,302.53199153444575,303.9179074657665,304.09582919323907,303.9429011111917,303.91683081565355,303.9873226577015,304.1436434546295
114,303.0257622843633,302.72480992036964,302.8044464996386,302.34620129198817,303.744002105443,304.04728465536886,303.6514971370174,303.78444803994466,303.7092572761693,303.9182154447903
115,302.8991013193948,302.68091926213765,302.75644373429856,302.0696263682908,303.60516979030626,304.00222205717495,303.5390985244695,303.64755997792855,303.60585290440827,303.8786333098165
116,302.8202664041482,302.66357381063017,302.69474655643666,301.83647461616994,303.53741175248115,304.02247438726744,303.56442644087343,303.5708571794507,303.6168864496398,303.94760623765006
117,302.9078228453995,302.73991323120725,302.7322162524593,301.7805918052308,303.5952038126111,304.09048215658044,303.7672185234854,303.60314275762954,303.85184996108575,304.13238651939395
118,303.08728959041025,302.76374162164683,302.7980928451613,301.8774399451823,303.6754797531258,304.0377842280864,303.9532752741805,303.65907319831484,304.03346697950246,304.17791356848466
119,303.1698425609179,302.7953102815418,302.77212924745567,301.99098973000906,303.70210532050913,303.8821094588007,304.01082963769187,303.58934575980874,304.0496535208218,304.1042921888841
120,303.0768731540677,302.6412438960365,302.624358320912,301.92795328119695,303.54023305569945,303.68886995712995,303.86340840116753,303.472979156854,303.94248115711156,303.79027125175696
121,302.8912106749904,302.4045269443422,302.3633259859087,301.69244571018686,303.5330074504785,303.5597887296251,303.70635062770754,303.25541203645497,303.88092632218405,303.6516137731391
122,302.81648419975994,302.13616359479107,302.2825991855129,301.48732702457056,303.7403512025451,303.6931857458676,303.71444205476627,303.2620455877075,303.9987866000527,303.7474330845143
123,302.84269697693304,302.083387908375,302.36128568842537,301.53338961800415,304.0534107820231,303.93620921302744,303.9067318517554,303.4838403880212,304.1735196703973,304.0799663647162
124,302.8800174661747,302.1238297505996,302.56199798205165,301.53520576211173,304.2368098224435,304.1706231872801,304.0857988788362,303.8450588510167,304.3572156996618,304.3436586417445
125,302.8516948976603,302.1681647117802,302.64098681022506,301.36847638324144,304.212214206072,304.1588738887414,304.1663808684258,303.97588495149483,304.3173501110337,304.3704961448752
126,302.77441572810284,302.09672088092935,302.60348850410355,301.0297035334434,303.8200009823698,303.94500059255,304.11569979755023,303.8572018041447,304.1452328576776,304.2483125479201
127,302.68099638345166,301.89929065541793,302.5491818255536,300.86160009252006,303.3802659616295,303.76161023320867,303.9862344729536,303.6614127735865,303.81792405029273,304.1342260080012
128,302.72658469401676,301.6897264781989,302.5359405991462,300.90045090263743,302.99042679996893,303.76555999980684,303.9064256213208,303.62357884574504,303.5588703376524,304.12723779904974
129,302.801905503027,301.6918346636034,302.6179261532795,301.02486268979527,302.92168904564795,303.86105652076117,303.8874872464872,303.676375484332,303.3711649216594,304.2713058155589
130,302.9245562121371,301.8624109922661,302.6834935900837,301.18227346564726,302.88516916524003,303.9126839351731,303.9021164860146,303.83244628880715,303.26917429186284,304.35853451916364
131,302.8219387774688,301.9873182306087,302.6841627518441,301.2514358575686,302.7899942699973,303.86833867554634,303.94059060793893,303.90649615780103,303.1841495290682,304.38680706373754
132,302.688929987583,301.8382831116751,302.54628135717854,301.28127653140336,302.6664887116477,303.82582708156707,303.87989192236404,303.8564966618196,303.0633020594947,304.28822844557
133,302.4916313974038,301.57537198936234,302.2469375657572,301.29211791072424,302.6652034547185,303.7571695093512,303.74807667595377,303.7037210163686,302.9957663040332,304.22470895004045
134,302.4876973482073,301.3723659712557,302.11769320868547,301.44996427204404,302.87787175147264,303.76197661081864,303.6985861590552,303.6000076430525,303.03700095045497,304.2319869140377
135,302.6779690868841,301.4371249008863,302.2313869266184,301.7879309192058,303.37319773037217,303.87806478179346,303.82733451134123,303.77156545517283,303.2971300969195,304.2930438166684
136,302.91040549606174,301.53286145678857,302.35560195724617,302.1300354531788,303.8424582707227,303.99566209111237,304.0541391605187,304.07552575279306,303.51750857583204,304.2709133272495
137,303.0221328145098,301.53825205327615,302.3036042950864,302.34393533852585,304.08536923256435,303.9894593179652,304.10946480934496,304.2761328256247,303.63524674480396,304.2029680064608
138,303.0198694256465,301.37776567899687,302.0845167832811,302.40206832993516,304.1056784753708,303.87912364612436,303.95027945739133,304.25990793628057,303.4844843881113,304.08645216053935
139,302.9706535279903,301.21748634559884,301.94320570246316,302.4189293491129,304.0142015931727,303.8101142884529,303.7673974163975,304.0391808895883,303.3519752219657,304.0196685974753
140,302.93668265204633,301.22719074309504,301.96374649163187,302.3961283852492,303.94439740977265,303.88080660419996,303.6781276021982,303.8837054990948,303.3025684156715,303.9971176835508
141,302.87765432017363,301.34289864166516,302.09579898527255,302.3432065704472,303.88727588337036,304.05606374084886,303.8384111066968,303.9335451537815,303.40913736347665,304.05660085348967
142,302.84514538681884,301.56033765548614,302.3633622675197,302.3348988433972,303.88540233684193,304.23492018105077,304.0282252924226,304.1162540639516,303.55213932139463,304.18940358025765
143,302.7784363413118,301.7227158790642,302.50614146600066,302.3345343489046,303.9692655328094,304.29511253780066,304.1489819448661,304.17476786684085,303.58133482111253,304.2885859946069
144,302.66030154523264,301.79659996136525,302.4542407286841,302.2582017415941,303.9607420948017,304.15981704956295,304.01552863342334,303.99538825232383,303.47928855383225,304.2909627231931
145,302.5450336216238,301.86861445945544,302.2617560724275,302.10061792390394,303.87892755739335,303.9068835609168,303.8525188549065,303.82349130932994,303.39057465975503,304.19014763813806
146,302.5444017158049,301.99333047059713,302.1868586043519,302.04857939850734,303.8050240987637,303.789389897774,303.8077834946678,303.8280735352036,303.5050551213619,304.1608133979703
147,302.681928123639,302.20501223257446,302.32031298658444,302.22454058493105,303.88859605641204,303.8567322819659,303.90487126889235,303.9932326496369,303.78424743533157,304.23898001083353
148,302.82486243804334,302.4320397515758,302.5342413256492,302.49874632628627,304.09671946693067,303.93750646798145,303.98963987125654,304.1622800660448,303.99046365053147,304.37532291151507
149,302.8951443481399,302.56532009329925,302.6589522463101,302.6144764065555,304.2140224951864,303.83764152000913,303.95406525114714,304.14282849766767,304.0591222754693,304.3243898835201
150,302.8295522749781,302.59336266318684,302.70108967230203,302.56146500302845,304.20024771982787,303.6769277761891,303.83898310561375,303.9444538954512,304.02402398967973,304.15878361599897
151,302.7137921038994,302.4281541931911,302.64880782136566,302.46764483812194,304.09521426149735,303.5724884543152,303.70105712428455,303.7265022823592,303.90329098476343,304.02512940560064
152,302.6564625004803,302.22761292308815,302.63300832733717,302.45127993399745,304.03793783150036,303.5700901565949,303.66423419749276,303.66078729537065,303.7950288231461,303.9992711039599
153,302.73782863654554,302.0850991721308,302.7133337368539,302.520562944166,304.0903373417613,303.67721449917985,303.77092457258817,303.6750492692468,303.9064587337353,304.05346320557527
154,302.87427438268014,302.0250450423567,302.8049742800269,302.59840535144303,304.1154252817208,303.76706334467485,303.8898320783697,303.6280800426171,304.12934181003067,304.1222091735694
155,302.93016584530596,301.9188999653136,302.77556374119746,302.62694058908625,303.9937485915777,303.83557351310316,303.90338752266155,303.4620550331994,304.21259764127973,304.0652552738458
156,302.8803998025813,301.7376582883723,302.57794221524097,302.5154618198333,303.7833387663376,303.85154112931514,303.83895016092373,303.38418837340004,303.9639690631355,303.96956946328515
157,302.77232702317616,301.59053905163523,302.3648396850713,302.3487645315366,303.6162011905313,303.86812855949574,303.8026951828724,303.42460640563377,303.69866678070923,303.89308315330504
158,302.7560491514984,301.6499722530493,302.32787374857656,302.2907826044989,303.6915360225932,303.98816568983113,303.8915864976281,303.68332632797427,303.6637176504294,304.09231508560623
159,302.8945755714817,301.8970644954514,302.4237022329285,302.4031946565181,303.8840125585354,304.106293783936,304.0825262186418,303.93180698051884,303.8451188617983,304.3123962061238
160,303.14624159938734,302.20580743775577,302.57707998159884,302.49816913407113,304.10662834553847,304.1080292891081,304.20624653543314,304.0528589122741,303.97708602588676,304.34571069475277
161,303.2576936665908,302.3821719601381,302.5819131049484,302.5147540926739,304.1990049289688,303.95578109476793,304.0832716028652,303.8968434390478,304.0329695080715,304.17054192580764
162,303.18473117193236,302.41269606958366,302.5364229972294,302.47499329579915,304.12533904284993,303.54662013466947,303.81415319832234,303.60303917748814,303.9810207341928,303.9717709367131
163,303.05750895574965,302.3586735604559,302.52469273149853,302.50707486718375,303.9280381234488,303.30612993673805,303.66511902471603,303.36753585791115,303.9036892892027,303.85878229293917
164,303.04841654097623,302.3837777094192,302.5683294748497,302.653646884577,303.7555545378088,303.17967751036116,303.7043545524668,303.40411726408024,303.8281899413948,303.9045090716795
165,303.13564443261674,302.47572167534804,302.7482470852341,302.8034002272301,303.6674814728504,303.35974609172234,303.8645306696232,303.6312794445371,303.8568494811416,304.03775540414694
166,303.22333920351605,302.5573537469006,302.79580457613247,302.8864594487364,303.64849846353457,303.70090919290186,303.98972030557866,303.9163852177437,303.98136566013835,304.23498397686143
167,303.1873971151544,302.5286405360371,302.7483321846891,302.83467042517606,303.6037608282437,303.8673188373793,304.0641651528479,304.00396692313143,303.90677343795363,304.28184350104584
168,303.1340976458209,302.40421029125747,302.54704613335235,302.6589780620339,303.54470394221397,303.75906630325653,304.0335526310012,303.9651396358333,303.65088651516646,304.15555388661744
