Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
9,302.0726336911177,302.4820090095343,302.9163447262231,302.5366328833076,303.0010358975044,302.883637481962,302.827908305431,302.4038732158096,302.65811268287035,302.80923419607564,302.85510431246735,302.8717367242113,303.6235632195672,303.56210089370126,303.74281355808154,303.490729557197,303.410284679816,303.7161276719342,303.50929773994943,303.72104660919723,303.94237843270156,303.3989380619511,303.6454979320086,303.6724074646675
10,302.2525862941806,302.5295698158895,302.94148727358163,302.77300533315463,303.0955307440808,302.85606802303397,302.9330234706742,302.51544086408876,302.81712267591405,302.753379669343,302.9918457896163,302.89866992557273,303.8251814906353,303.72323400141937,303.8460671613753,303.44102644676923,303.5926934524219,303.8054255490089,303.6112710800814,303.7972077470374,303.8950060999005,303.4177216597171,303.8352402548508,303.7405711089571
11,302.34804475687025,302.47577254093926,302.9461106845246,302.8089861214933,303.0531369547419,302.76506830956095,302.8313088278327,302.502578399239,302.8933869618365,302.587697895109,302.9925711768993,302.84523301885974,303.8331645788583,303.75902392064546,303.8696314130098,303.36251298876317,303.56536206962346,303.7976697593486,303.6622468968462,303.87653204177593,303.8626821540642,303.29931674600533,303.7474531298041,303.7005892686882
12,302.38108447582295,302.31036525752324,302.8762889473308,302.75737628281644,302.8845918643172,302.61756834935585,302.6298981798795,302.27601888967246,302.84303304202143,302.37677715753904,302.8933672473059,302.7107335007675,303.6684132374386,303.6812599004929,303.7716264438707,303.1856077197999,303.46496847106505,303.7595876234397,303.5845496658054,303.8397487102592,303.70869353537984,302.9919626986576,303.5419948464093,303.64057641445515
13,302.2989348308871,302.1075654376114,302.7424060088313,302.6920443171388,302.65299469455096,302.4673271545353,302.46827912549475,301.99459849374665,302.67333323530914,302.1326452765868,302.74641518738036,302.6397076635677,303.50005259100107,303.61614593593225,303.5519196301959,303.05113011552186,303.36627682632314,303.66140325641936,303.4504368629462,303.76379503422976,303.6070117397992,302.77528001506374,303.38031516470215,303.53376692909393
14,302.2624448339334,302.11071762660373,302.6607861427999,302.76675134559963,302.56077751609706,302.4179767149613,302.53010567762004,301.9196344019736,302.64515184271977,302.0007654660457,302.74045686778777,302.7336768491916,303.56704750126517,303.668219756639,303.4420835231547,303.00981115041594,303.39529135941734,303.75028879411093,303.3520520474126,303.81132851564,303.5634257150721,302.8294854168344,303.5163719322671,303.5230833445439
15,302.3331103395622,302.2929029678033,302.8055622670984,302.9379512000697,302.67666204068473,302.5800335549115,302.72948306284724,302.21249360918824,302.66480720749723,302.03092492447007,302.8972170889859,302.98448096578886,303.9309374745373,303.86261900236894,303.47611863786045,303.1693273184531,303.5508180078823,303.85862549519635,303.46160800870797,303.9827557735711,303.67983046699754,303.01516957994994,303.7672872561564,303.6024408847854
16,302.4546283432392,302.51678322730686,303.0207144234703,303.01773797444775,302.90647325341246,302.65327479313277,302.9007082569604,302.593181003509,302.7648704258378,301.9772556588598,303.02607947165734,303.15004629076793,304.1171521979499,304.0090113140987,303.56585057207417,303.37102918313025,303.691161144556,303.96615950471954,303.6725105480297,304.06981294273106,303.7963105699123,303.1518812203877,303.9333207957812,303.7024687597337
17,302.5862194046628,302.6165293182518,303.22787679290565,302.88853428043166,303.0673702942161,302.6110314130633,302.92141302162554,302.7171550770225,302.79619459572194,301.8497934445194,303.0543401983137,303.1701337097087,304.0652462939593,303.98205588009284,303.5788946487644,303.51324243271023,303.7270711149792,303.93919602957516,303.80098368498915,303.9254383393279,303.8199609863666,303.02502721391994,303.8783297356595,303.7244258315065
18,302.6276951471737,302.5738767596503,303.2283417515009,302.70242340801684,303.14454697296986,302.5274022253097,302.74810048655587,302.51337563564994,302.7885602936633,301.63503673732913,303.00496734326276,303.12205937215015,303.78116010626803,303.8346284978036,303.5690929819138,303.4555881653241,303.61781637474405,303.8267026585956,303.70511587581854,303.580993672254,303.82294938218246,302.7747206575,303.547286192768,303.60111230188835
19,302.5972285635797,302.5041333852378,303.1238160380656,302.546379042518,303.0992493911354,302.6139560427399,302.53511156459075,302.32815402022067,302.747121988287,301.53987359478054,302.9554853263385,303.1056610617946,303.7013524235001,303.7545797282434,303.61211772546613,303.3354254957307,303.4283930376757,303.7317308786057,303.4609375428171,303.2784472210671,303.8957659831119,302.46647495453345,303.307321327171,303.52972743061815
20,302.5053365380292,302.47941156748885,303.058884055587,302.51924633069,303.1201836841996,302.7709784438907,302.4881043837272,302.3434972938933,302.7619675806776,301.5200826483423,302.9284124348994,303.113008222258,303.8245413460906,303.7348018948938,303.6827631987312,303.2902048466987,303.26512633302724,303.7227114141562,303.34007022384907,303.13287954574486,304.0180542039315,302.228660971215,303.2340678324347,303.60803347856796
21,302.45498660649235,302.6071316466174,302.99877507606516,302.55765363364475,303.11640566871716,302.88945355587254,302.638426245324,302.48542653527204,302.85334963552003,301.5697620658063,303.04244934240734,303.0910691868334,303.94550627703916,303.8513485177309,303.74913447111754,303.3733280894353,303.1369081985019,303.8053109896727,303.39211838627506,303.19674880744077,304.06046910285846,302.1062913610361,303.31903028394555,303.649634824211
22,302.3831815300419,302.7747672156681,303.01214020300216,302.66773865956594,303.1791684752825,302.93243554034717,302.8680043258834,302.6205020210076,303.00939395698373,301.6180609763765,303.1820500096957,303.09112869401855,304.02641877194134,303.94000883542475,303.738370616204,303.5860889532349,303.1342231996927,303.89832216674677,303.55795140297283,303.3786315165518,304.03080435861176,302.06413179492444,303.464095789448,303.67068171645616
23,302.19341806031804,302.7733025890203,302.95756598168254,302.5725896194352,303.10358815302993,302.901732652964,302.9167303724425,302.59151690467587,303.12194653367663,301.6520999730112,303.2351999357664,303.07587102962856,303.995216004557,303.9292664936781,303.6844158132481,303.6900339249126,303.07124670078224,303.8001962888785,303.68336841497165,303.4728643208921,303.9144809124761,302.0682153052339,303.4844134875111,303.52885520181263
24,301.9496883831392,302.6845287187968,302.9350006270163,302.2659263467571,302.9973142287611,302.7280837951211,302.8387144454601,302.45959128353996,303.0405076237685,301.62945770532133,303.04167557722616,303.0130428803711,303.899746337188,303.81561800940386,303.5288975810664,303.6329367142325,302.92522956175367,303.6366590424606,303.69558376565027,303.4683072080563,303.81888186891825,302.072461063095,303.4548870286937,303.39878339987473
25,301.77784648510175,302.5182861837681,302.8828397924812,301.9073882842262,302.7579956432154,302.4896833956422,302.74477366319974,302.33383663295746,302.8344609394814,301.6512800666874,302.7556388794889,302.8642543743279,303.7314915571718,303.71791272232343,303.3653666661706,303.4246712490456,302.7071890857771,303.43337245567767,303.60066063260524,303.3902865154218,303.7184209213349,302.14229401702784,303.27835389334325,303.3131045445784
26,301.8822605158623,302.5434353252194,302.9548208491489,301.80058994747367,302.7366380339024,302.39078440779315,302.71858609590123,302.40639146402754,302.74021713489054,301.81931671095737,302.6539510246186,302.7344735092253,303.71095587301375,303.73001485848465,303.3148445571014,303.3941863440348,302.7381080781506,303.35937828713594,303.7146514593384,303.48519772137473,303.7325335459387,302.3148866978184,303.1670358139184,303.3710297207869
27,302.10394400266784,302.61708409521583,303.09741286937054,301.97412606341703,302.8410794000741,302.485972405914,302.7952865409704,302.62567519240315,302.80418081587413,302.15497880895765,302.78155040284105,302.77085330622367,303.8635054725478,303.81897055827557,303.51535666090336,303.6117036127346,303.01553598412835,303.4414196278499,303.94205360846394,303.68555052522447,303.83654875259225,302.69349056783534,303.2480467457281,303.5427998644523
28,302.23715414871435,302.7512827170612,303.2726375032279,302.2014311338797,302.90621279092466,302.5862422840119,302.83808306011343,302.8596248993876,302.9342482300999,302.53385857197213,302.9594487216416,302.9133164172426,304.0651024852236,303.89787511108193,303.7577882005629,303.8574282777905,303.27919673586496,303.584381547434,304.1936476635037,303.9140978354155,303.8345454792512,303.04452322880974,303.4710970057149,303.7218514690599
29,302.13223625584965,302.77174357361093,303.2345914436763,302.3061552265287,302.81797244901594,302.5592906446232,302.9199121017016,302.98009805944156,302.9308414131702,302.709961694888,302.9974157984986,303.08929809497744,303.946913927567,303.88258583128487,303.9051776739905,303.8101075492602,303.3695512401628,303.63832095988636,304.13583957689576,303.93710058434436,303.6803586519449,303.25440998790515,303.65626002933385,303.7333318803975
30,301.9033569117309,302.76612155763604,303.0658425955027,302.2730680017351,302.67128984733046,302.4181069565147,302.91919421385825,302.98721927240393,302.841641866464,302.77189448732054,302.86605584926275,303.1742782158902,303.6097664630098,303.79278836655527,303.87232786191584,303.5484492473959,303.2476375423032,303.55668312449956,303.84987211620654,303.8233538019515,303.3087759358021,303.206791018635,303.63567682785884,303.72218090929954
31,301.75073983104556,302.7712786626233,302.9137309433904,302.1775636661444,302.71899307308644,302.3330796055591,302.871717710013,302.97694820346555,302.7038886485272,302.7678227108579,302.80435342481223,303.2818701009884,303.29198178782775,303.7289746269643,303.85678812746715,303.2572755389222,303.0886154214893,303.39183943695224,303.5419546454902,303.7173326225638,303.0822602293034,303.1211831545832,303.35726678246897,303.6771941531426
32,301.76833615654414,302.9064852417601,302.9240279433829,302.159572572971,302.8687012824189,302.374320309471,302.8463157541409,302.94190604493025,302.6467964822203,302.8761403622774,302.9434853898257,303.2821742650954,303.22652730983907,303.7658723959965,303.834340979375,303.25714675426747,302.89457276013394,303.3995210872822,303.37681090948564,303.72672466510153,303.01926555050017,303.13373204328155,302.9912651709774,303.63007525881585
33,301.9746825274774,302.9285993684194,303.09793344732196,302.2458695460186,303.1237461064607,302.4769379298884,302.8304299775824,303.0331652539103,302.6638049326962,302.9890750548907,303.2460608853152,303.25038792083484,303.28668975722564,303.8872539332847,303.8333350928446,303.3488200225879,302.85848705796985,303.49333082258335,303.49399840728574,303.8252120532366,303.16314540703485,303.30129453412127,302.68895292217826,303.58840680042766
34,302.2433390297185,302.9559617176112,303.22456542301114,302.381006726567,303.23940698513996,302.6246619776826,302.852086810611,303.11219605505767,302.79617267192293,303.0066429420106,303.3789460998867,303.1607684869214,303.4283492574909,303.9802587441313,303.75979994006747,303.5245390398466,303.01420621427843,303.55472205644554,303.6653354310542,303.9070080988203,303.3252604141269,303.50473276287,302.62365050649447,303.53087447763545
35,302.3955527061664,302.81473023757496,303.2231600094666,302.5066989482016,303.14975363937623,302.64356286320884,302.69493906288596,303.1269491027796,302.84285553846166,302.9133962948317,303.3242146414927,303.0757680805788,303.4669645413156,303.989785119564,303.62128832578287,303.53444785856635,303.1100912745499,303.4767664454791,303.8287131254149,303.8963494537816,303.3720538355027,303.5908432419488,302.66588842084076,303.53544087498403
36,302.3511945883375,302.74651346753564,303.15273587278585,302.4743625896972,302.8774221314052,302.50132241693177,302.4208257208113,302.9912773402903,302.7276778493355,302.72411760777936,303.18387642775906,302.9172401070651,303.4414003227407,303.87088728688155,303.4611411604488,303.44542253307475,303.1463583880479,303.37114584331044,303.76326632050757,303.7518465024638,303.3199585901866,303.4824337328875,302.70490428014665,303.4436319174938
37,302.3147627206663,302.67783926041653,303.061375217779,302.4134526237413,302.648005238005,302.22697395756956,302.09021960592435,302.8142132377051,302.49255887135445,302.5980888601719,303.0675963640632,302.7820627244506,303.42336751943947,303.69525930325324,303.3450096600574,303.34154651624334,303.0654034032513,303.3641058265043,303.6336303049143,303.5261943479037,303.2170281145743,303.33524816636515,302.67775575442016,303.331151902617
38,302.45807091113556,302.6947438523643,303.0269280136943,302.45220535357424,302.65583184667474,302.0970099354904,301.99730369066566,302.788495800101,302.3612382228188,302.5657957727028,303.0088571376871,302.75644747935706,303.4656105734009,303.6641367911454,303.43704470886155,303.36898403314495,303.1905033292617,303.5495026072363,303.5500937455417,303.3924366013642,303.3125433970597,303.31668626976807,302.70782608128115,303.3330147948078
39,302.62898962993717,302.7936808707408,303.0570475353474,302.64719891627675,302.85741834468774,302.3063647680378,302.11614729534784,302.93060727967054,302.52575453821754,302.70086492361116,303.0790850038761,302.908252354642,303.7081435464384,303.7401757635323,303.58942461614373,303.6074185800801,303.4210211121754,303.76685508024985,303.6724972237185,303.51139867806154,303.4840577418216,303.47528578418627,302.9370355966317,303.4924549452876
40,302.8359331692957,302.91319437860244,303.0990408049303,302.8672768972611,303.05709308684453,302.4945601772552,302.3129332768361,302.9673157395421,302.85688965327273,302.84910478953856,303.09365260922533,303.13347606157043,303.78946226491615,303.893809154089,303.68422981152867,303.81272208896945,303.70993322526107,303.84760230979816,303.8762496360852,303.6912466177418,303.598598955073,303.6698088700059,303.1980346371344,303.65853848441355
41,302.8251360417415,303.0221604388173,303.0799651473139,302.9401713140835,303.19237434694134,302.5040005806872,302.4712096964151,302.9302724184377,303.1065991544686,302.93090995623135,303.0261891131279,303.329635385126,303.62601108325526,303.96578185492956,303.582169434813,303.87550295497346,303.82370425875405,303.68469948725436,303.82130001564826,303.81506585296773,303.5112637492343,303.7469385036499,303.3382811633117,303.7655613448511
42,302.8006378138663,303.00998301949136,302.8697429062559,302.9210035205769,303.16602493033616,302.3376706642462,302.59361449302406,302.76883544499566,303.20471110751214,302.9117910498474,302.76550362993504,303.3419162214641,303.26317142378883,303.99601977839137,303.36335350753035,303.73702605877673,303.7439950789608,303.405246057228,303.6595834023633,303.7121076332664,303.40572045378366,303.62331386716534,303.2617260504507,303.7481155706335
43,302.7071350272168,302.8833754908012,302.6855744040109,302.9142669183141,303.03767024656946,302.27052394155777,302.65075898080426,302.7778141097446,303.0869415777613,302.90541939395763,302.6403578373006,303.21857501136054,303.12362545435894,303.97431667733235,303.1905117131405,303.5595678716345,303.59738232365333,303.2770644554357,303.5219905857272,303.64999785320555,303.36697131644917,303.5215737896371,303.1821327170822,303.7324846050147
44,302.7186757419632,302.7876297876055,302.6167792512134,302.91000502729315,302.9215024948506,302.3334497684895,302.77256519824124,302.8183033210583,302.92452996745845,302.933044976115,302.7215289994496,303.10239827499953,303.3400936463741,303.94741719339385,303.1113024197473,303.43537464027645,303.59735309796275,303.2145493981677,303.5989344333197,303.62289860762894,303.49194890380676,303.5036172644455,303.2110527873411,303.6920378375648
45,302.72388866540274,302.83142097296536,302.6890633314504,302.98677335024985,302.830573360149,302.5475567685825,302.90586726917746,302.97603839095785,302.85242710999825,302.95140915580856,302.94550606439003,303.13683897212906,303.6387964785154,303.96526970153167,303.24339403255135,303.34483771162417,303.68945754984463,303.27376665076525,303.7343531757795,303.71200580494406,303.6400882209327,303.6790325146165,303.39237272874954,303.70451850999166
46,302.7329493738302,302.83687013872856,302.772031219033,303.09432285401,302.83647942336523,302.7224909514016,302.97840461791907,303.1112408033351,302.8519954261847,302.9024132251048,303.1661553662431,303.2642440010438,303.8466125781205,304.0499921512449,303.46154240615016,303.3022914529024,303.7547624020699,303.3903338368827,303.8942067413546,303.82071495938413,303.7510718177128,303.8450456825378,303.5450004491083,303.7209063259554
47,302.6307283687647,302.7723296496634,302.8663113811161,303.0896580584306,302.64932787301086,302.7248649988248,302.8914283053833,303.1346700507957,302.9063008909914,302.73885692449875,303.1318825632015,303.29018005168405,303.7977909737219,304.09973771372137,303.4274465778779,303.2442030914255,303.7074922145143,303.48695477722896,304.0190200529681,303.80785811326285,303.70998297173077,303.84649439324477,303.6170497988176,303.6631416702648
48,302.53296157104614,302.5411684600078,302.8669148500849,302.94362669387937,302.406603750276,302.50464424574994,302.7499139887992,303.041782447656,302.87753613531413,302.53198888909895,302.94738102093953,303.18521552569746,303.68234086912184,304.0532651819331,303.31161024495356,303.2060726095689,303.54949859207824,303.483736414586,303.99889881050194,303.68130904386595,303.5746794830984,303.71279480981343,303.5216073527367,303.5513402742168
49,302.38340088223777,302.2636375520506,302.81738180151063,302.69671618018884,302.1152707389646,302.3221031749749,302.68869194066286,302.84912091264727,302.7748398801945,302.45148191663156,302.7611925316673,302.9725200704445,303.53346198117265,303.897076226434,303.2143516777575,303.08573071394846,303.525991558391,303.37441490617283,303.89567443166607,303.4820076404765,303.35592094509417,303.59279388120837,303.46789118565397,303.42680384898375
50,302.416457887214,302.16587650785,302.8046317488079,302.59843557983936,302.066297948161,302.3620990910711,302.6909534107963,302.743158695213,302.7027191043615,302.6088989813582,302.7796342361308,302.92486998931827,303.5980611307477,303.83324061281513,303.4587675169333,302.9899138736827,303.6209252672031,303.31064993666735,303.8985897256158,303.50181679715797,303.27654963085484,303.6781692433714,303.56008224466143,303.3697566273556
51,302.5577084497403,302.24208703836206,302.9275232046312,302.6515103457604,302.24044152193704,302.605076348729,302.77284100846697,302.73158670257845,302.72394932737444,302.872581299488,302.88957663442045,302.97163062942184,303.8063322924502,303.82158858023075,303.65897784027464,303.0560683626077,303.82543848083594,303.3714169579005,304.0070610171772,303.58190405209143,303.296168094311,303.87145309735837,303.754953838918,303.5138986309226
52,302.69646363085826,302.4867188185383,303.0067868898578,302.7511129211259,302.43253071132926,302.9134336896079,302.87625766984513,302.83115245986534,302.82311694475163,302.9616913558914,302.9101383444842,302.99264510551444,304.0166372031292,303.80472848518343,303.69679789121125,303.202158265567,303.9324416951046,303.5305746771359,304.0443313746407,303.74727586589984,303.47279914800765,303.9512719829888,303.9018829943338,303.68500885889955
53,302.71577107809344,302.5307154811335,302.8391318679392,302.85224425271804,302.5430636276804,303.0529922237223,302.9073151367566,302.87921303728297,302.846493399806,302.86786042731063,302.80728636434105,302.91045037498185,303.93270227996913,303.43114952624677,303.53156664807057,303.2594683009072,303.8707789156961,303.62684024150667,303.81778810314785,303.6828170428791,303.5096954104407,303.8572125466973,303.82829965124944,303.87235334523893
54,302.65390302789774,302.4984834356896,302.41396054983625,302.8573252434891,302.50203792650143,302.987353524648,302.81156841563717,302.8402615750962,302.8156771239798,302.63435507081283,302.7134956290554,302.8696032661188,303.7084688321734,303.0207558254896,303.30499949002507,303.1678912121583,303.7256939949193,303.56494807619265,303.5369598293216,303.6105423320885,303.42569234873577,303.71292381254744,303.62053801351595,303.88818218867834
55,302.645721166009,302.4600266345563,302.13946450846566,302.7468940434425,302.409086713187,302.7834594391715,302.660716104318,302.70996670439325,302.7538146090265,302.4727463258974,302.742316297011,302.8790105061789,303.50479352274493,302.6562037625755,303.18051257261055,303.1246319641465,303.6183768647317,303.279582064373,303.39393071791756,303.5182589140167,303.21051409618525,303.7256165166329,303.35236512109117,303.8758646176338
56,302.7106546128459,302.57809641825605,302.0735958250175,302.5922577640634,302.35454463333025,302.68874851289445,302.66552923569503,302.6630133823,302.7737420088993,302.46590761716,302.7182585474119,302.89177179034306,303.53415828914973,302.6192403760378,303.2594653877686,303.2937051502296,303.6288487159439,303.0029528582542,303.49260386662655,303.53397789245196,303.1023723004394,303.8734447980192,303.1526070859703,303.8849310664932
57,302.8421817783726,302.68134452796727,302.27940840678826,302.507255346604,302.3797725211413,302.6647732038899,302.7671368535424,302.6509134218257,302.8559967665006,302.6779348024665,302.7092423937239,302.86648883395566,303.6883484686671,302.8906589374647,303.5004084645256,303.52733493133627,303.75347848345496,302.87829862248486,303.69244215839734,303.6293261200883,303.14786616706306,304.01557586141416,303.1694241097288,303.88232854069884
58,303.01733095704145,302.7649223319238,302.43266457083024,302.510553035545,302.44729509761385,302.73575732382534,302.8647625699986,302.6609926173114,303.0255890873063,303.01789001769083,302.75067925453,302.8282943122571,303.8159461640293,303.23454047688784,303.7581916628403,303.664645116228,303.872672734934,302.9444885446998,303.8971693234854,303.65801220237046,303.3191144156295,304.118316787196,303.4120229017703,303.93518231126933
59,303.0604185677105,302.72764911335463,302.51607140917963,302.42668890961704,302.44901499962276,302.6865616747745,302.8282873103636,302.5897577965612,303.054980157889,303.18133999954097,302.79688614603106,302.74227819429,303.8621664341859,303.40962028379187,303.92705791528755,303.6476255519974,303.93754845107145,302.8652490610347,303.9778950476293,303.61156772001044,303.4301197535578,304.04938633997966,303.6454932815768,303.8677987698621
60,303.0304575272253,302.65401904028886,302.56900428862565,302.16976888993554,302.3796121511087,302.5961049829247,302.7513296887532,302.4567163399227,302.94342249995367,303.129831961358,302.79761434486767,302.6495914778089,303.7888743563524,303.14184903254767,303.88583188527355,303.5069297470015,303.8771146293381,302.6370559527923,303.8858083601756,303.40921520919534,303.4346456057278,303.9138682006864,303.61265166992484,303.774918530481
61,302.8172333397116,302.5219963806589,302.5972118806836,301.84983543613913,302.3008947664849,302.5019755638446,302.658752247912,302.34707925339166,302.6975974788903,302.916291651833,302.728157290213,302.5175729714991,303.65991825557523,302.7649578815652,303.74195011182604,303.41696938677336,303.7726164234419,302.35930428463104,303.71540789945664,303.2777156222952,303.33347130223905,303.66670234003783,303.4349522405817,303.64157332222817
62,302.7315514195702,302.46952171554204,302.66638312312347,301.70871192016995,302.32418169050624,302.62652657812333,302.5937085050811,302.41873728795946,302.6025371658529,302.8443393054262,302.8635593071478,302.48409115179606,303.60544786257395,302.5736267511156,303.6329330672348,303.4275940622891,303.7543878970789,302.3207122234201,303.6821349825581,303.411839602283,303.2274516984931,303.6163072792108,303.3844383341936,303.6110633937215
63,302.77508233540357,302.5763127946912,302.7237440727392,301.79990989137514,302.46811980178114,302.8431755457123,302.60997508679054,302.63654297182046,302.6393631969175,302.9978060184513,303.0671161126823,302.5239623098567,303.737353207332,302.6942847424787,303.6872408975188,303.5675994824995,303.89622959191905,302.5067606071255,303.87763337591406,303.70407696875424,303.2509132212534,303.7391402980632,303.54302048962603,303.7748633142109
64,302.9146207486558,302.7492809078473,302.79590692109986,301.94338595016256,302.6904228747284,302.98021527492114,302.62517511938745,302.7929289142981,302.75761555251,303.2468876485577,303.1926670488988,302.6657589626871,303.8710973808308,302.85587509969304,303.717875848871,303.6938062882521,304.01233940845367,302.6974681808235,304.11473173449,303.85054731582414,303.4499609067626,303.93452231250086,303.74335785665176,303.9332157264472
65,302.9633047131254,302.83912031376076,302.7458011498259,301.99734420261575,302.9270740954424,302.90200450430876,302.6109646853465,302.7655878761308,302.7574192991829,303.3628502938806,303.15082540336795,302.7873763938835,303.9219312648776,303.0239187596869,303.6808886491403,303.59274216817533,303.9304252964933,302.7899771793546,304.2060437405498,303.74964277908623,303.6463041852423,304.01572290552764,303.82780902120857,304.0096746022712
66,302.8794111698126,302.8500783926891,302.634082103956,301.9902135382262,303.02204311342956,302.78697958363597,302.4840978487443,302.6480691610447,302.6807183480721,303.2861927367267,303.06313794490666,302.8523405794779,303.7813450370414,303.137712827521,303.63979102451907,303.3652110533256,303.6246831779918,302.7263544632777,304.04912579592354,303.668137392161,303.63975464672126,303.98665711578866,303.8399764552573,303.8975166402085
67,302.7711122764113,302.8482720817298,302.4637498238073,302.0102955866125,303.0284715702883,302.6945961904744,302.32620293778126,302.62312961285215,302.6243275777102,303.0881825375012,302.99600927335683,302.8472482904987,303.5373937084685,303.30375287168994,303.63335969698636,303.1387289888132,303.37069813226617,302.59670695190965,303.73043352641025,303.62698694126897,303.42304389570626,303.92468840492234,303.78451553613263,303.6936290641965
68,302.724026552091,302.8510608917138,302.3973764948519,302.1840757710702,302.89519099943874,302.7325875991294,302.21198256345014,302.7317346121533,302.6845797529615,302.8702992080594,303.03688654849657,302.8579592450927,303.34650909949414,303.5153682210377,303.69639778437136,303.13353754011945,303.21313580546393,302.51973667079284,303.3705059654524,303.64997963838294,303.3097152589938,303.9271991820152,303.722309185879,303.6174413134517
69,302.74552209645657,302.79248676364773,302.39086234391203,302.43893738741843,302.9097939814938,302.8049041332095,302.23664910099166,302.90351991699634,302.8525077122645,302.6956909567516,302.9992728752954,302.8635644032275,303.28612260215033,303.7591114540531,303.7144878593011,303.40409364033695,303.2697315009931,302.4826876142886,303.1425501979962,303.6582198227001,303.37581894919435,303.97171534301344,303.71025401539504,303.6216963237512
70,302.838150691542,302.8178563567856,302.38620039353515,302.6357845632639,302.9743721790349,302.92169029392625,302.30862497273546,303.0257856476526,303.0431375364629,302.5978485915397,302.9837655261254,302.85026463729656,303.2986193373408,303.8483880809529,303.77530043953465,303.6094569326704,303.2997351493322,302.52604936798565,303.1031818862544,303.66240715078,303.5607784937304,304.01980711234,303.7386263304664,303.7302631154031
