Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585
22,302.16392801351117,302.2618503540666,301.98315687949435,302.2160452829359,302.3714166255618,301.92980225640343,302.852037492772,302.96501748823135,302.613839138962,302.8346005538513,303.08094072844864,303.0436883332208,302.9388420210573,302.81635081524064,302.9670822775706,302.9268445800008,302.650330968511,302.88191926947366
23,302.17953757783886,302.1688081597593,301.9445509012043,302.2586293513152,302.3515948569985,302.01433445034996,302.8141884566658,302.7628689927462,302.50354108237946,302.65657749008545,303.13788801152265,302.9386607168388,302.82508674773516,302.7261827689956,303.0637481475012,302.90914947100765,302.6472246221049,302.92538704137587
24,302.01296586513445,302.08939621149966,301.713510600913,302.0750654949186,302.1243027040885,301.9649348770907,302.676475987236,302.49247223315683,302.253559061736,302.38656396423784,303.04863537545515,302.725027613626,302.62232367666064,302.51108372084536,302.96318521150573,302.7365517770881,302.5135300806639,302.8559320958437
25,301.88515811645306,301.95995434805866,301.52235633057603,301.8236871266734,301.88083565776327,301.90545398711384,302.4992232278367,302.2991718047233,302.12775093267516,302.2425684604229,302.90414212009915,302.5297224339509,302.5283743564816,302.3349093795161,302.7163333312508,302.601626432047,302.3843849537973,302.7667272473684
26,301.8534718599447,302.04632090599745,301.5358149346627,301.8254036732156,301.83005599541747,301.8891165665162,302.4563603011639,302.3325321633068,302.29523054880974,302.3616918643275,302.8402655781512,302.5707204545802,302.76007527026695,302.3633747304569,302.6195552293741,302.57996303242044,302.4169091644362,302.85011019933614
27,301.9053944183329,302.16876249830085,301.6941905128698,301.9503511076243,301.88767546709056,301.9744764656207,302.4019888652447,302.4921480840306,302.5921005738465,302.60056466735983,302.8933145007693,302.7142650697224,302.9754907835681,302.53911178351706,302.71177802347387,302.7123539389243,302.52422447474777,303.04350172970345
28,301.80483737719794,302.15507352977016,301.8107909650958,302.04719904446864,301.91322627991923,301.9977276686896,302.33440932073063,302.63333487547396,302.7788362438669,302.80600128341035,302.82693403494596,302.8353862903113,303.1468302080472,302.72507023246476,302.7246308105235,302.70460358921247,302.6015192289856,303.0546445722172
29,301.59403339429645,301.9730612216233,301.78339777432325,301.87926217978,301.79290690235126,301.8608088723176,302.2008846386398,302.6332377735709,302.7412917652966,302.8481853158706,302.7462280726356,302.80343454808025,303.02642392538155,302.78945018711556,302.61419431841676,302.61485010958864,302.56654787333133,302.908606289453
30,301.40765794696773,301.77304049783856,301.7567095438942,301.7345521366121,301.65137478952903,301.6966175456818,302.13986593128385,302.5233572903432,302.566912311245,302.80484441833545,302.6728521514087,302.6570127672408,302.86756786569833,302.63302678778155,302.3969975803455,302.4874503089467,302.5004062277037,302.6396984511689
31,301.4179308827573,301.77034921697816,301.75589367482524,301.75449448737,301.6071410621282,301.6892994765356,302.18472956297546,302.4509475867024,302.52117877387786,302.7712492908309,302.7056397761715,302.6368983352143,302.66459962181057,302.38209618798885,302.3714773886161,302.49992914767125,302.46513972974867,302.51723436797624
32,301.62738687627717,301.9578330683986,301.8642865564925,301.95020530987205,301.75651510946733,301.85039017372776,302.39578774023454,302.47522741718575,302.6573710755194,302.850845309493,302.76688452409894,302.76813255460974,302.60485229214765,302.2972731837635,302.52970377052316,302.67362801842063,302.5444655442595,302.55515064154315
33,301.93133022729404,302.21767596433205,302.04188151928633,302.2039956049066,301.9935779332523,302.09424830758115,302.5626988174067,302.56823658391727,302.8935038373242,302.9772587660719,302.81051142582965,303.0436822731165,302.7336105085339,302.42928161985384,302.764245185301,302.8878295073101,302.8029185050728,302.71397316267075
34,302.1368714599989,302.43338024243235,302.20365813270564,302.34141500144636,302.192063722554,302.29695985961297,302.76676234349065,302.61722602372805,303.00229593789066,303.05517861500243,302.80286377992894,303.23053597117564,302.80632514076433,302.5747080755737,302.89969258018954,303.026608618891,302.99162872346886,302.8051927741243
35,302.20013600426574,302.4319829823663,302.2855855740077,302.2333448565311,302.1862517386574,302.3527096576519,302.7826716493471,302.5780679196735,302.9943738319901,303.0258257419084,302.61026504882835,303.3660802873451,302.7013278105555,302.61339251611906,302.88945051683316,302.96823524219326,303.0538399102152,302.6642263586917
36,302.1379542912635,302.2822311119684,302.1644815564332,302.01041986988747,302.0486210813153,302.2141974793765,302.7472489048726,302.4780498472116,302.84021560984905,303.0135249513137,302.3909304317704,303.252779017486,302.5097556137525,302.5171654520612,302.76822265681193,302.7965943821506,302.81461243328755,302.36235338290857
37,302.0897837230682,302.0407811229486,301.94800554844755,301.7893775467121,301.9022263066641,302.00881983367265,302.63538766956793,302.3741552178073,302.79726795325615,302.9447334861931,302.26151336610013,303.09138668081295,302.4557410003647,302.4888249189232,302.7070199148014,302.6099647286043,302.5645198491901,302.138846299075
38,302.1253207791944,301.99779804643237,301.78526387740146,301.78349092403136,301.94527738460147,301.9126275579097,302.6548952312729,302.38855844696445,302.82589716786384,302.94731362621576,302.3515643873233,303.00187934521915,302.6528985726473,302.49074890914716,302.731214106451,302.66813669324443,302.393508978992,302.23492470947417
39,302.2102680818214,302.0180582283281,301.65068693726954,301.8331951554807,302.08293567650213,302.00822180541593,302.73683906667634,302.5239154693027,302.9181307411706,302.9890198670819,302.5584779462559,302.9567962400647,302.9428770874066,302.5381604272446,302.9237879613879,302.85719736109144,302.4431106752208,302.5426238653083
40,302.2367342533566,301.94701896429865,301.48126514241034,301.82961570882804,302.14719168018433,302.0910591260977,302.72860667933446,302.56363414908725,302.88359346622565,303.0433723089737,302.72049085148575,302.8627154911189,303.0424876633079,302.47551315909527,302.93896602120526,302.9369685284077,302.4964948604439,302.701188545966
41,302.1110161386526,301.65359642673747,301.264041526301,301.6584993465558,302.0516728329226,302.01180910519554,302.60766039706556,302.4374528813292,302.710115926853,302.9450721912786,302.7946287150148,302.63144267325794,302.8965577679778,302.29179071928553,302.8169510003058,302.87813923518144,302.36611163098746,302.6642290801527
42,301.89932328158835,301.39081368519646,301.12861990623145,301.5117226634424,301.91001484750166,301.7528517270125,302.4741548735854,302.2232384634928,302.59744272018156,302.7223927559761,302.71988497610454,302.50147784993715,302.63651153519896,302.1028750974528,302.5191175202246,302.7853622058242,302.18578454703805,302.4839842940869
43,301.7582847535657,301.3679653476506,301.12688058464954,301.5232805893181,301.878015207999,301.54456374536153,302.47197682977344,302.1229144768506,302.5682509018937,302.52488534666736,302.62726279645113,302.52162035757993,302.4931717455882,302.1242358403556,302.377751280615,302.8033880902881,302.1606763941574,302.4156472640074
44,301.76726725424334,301.5410100721861,301.27279374874996,301.77109123292615,301.94760768735523,301.5206631647522,302.56410662765944,302.2165620226114,302.70658786594754,302.46811309938204,302.6622963082265,302.6698849082788,302.58688878170193,302.3840998066309,302.432184683393,302.86658064522146,302.4184146267398,302.4691299473558
45,301.8283081300303,301.8615943600901,301.5220286471733,301.99864062188914,302.0563161432187,301.67012984386287,302.7367726284418,302.39940561714525,302.9048414919809,302.553123657596,302.8674927958135,302.8668637956667,302.8237766709158,302.77829099648665,302.72810711931066,302.9705505294988,302.781729683779,302.66252980164376
46,301.8468828204052,302.1467913855024,301.73574886223236,302.08431560999054,302.08070568646514,301.7907111727265,302.8148115352392,302.56604536920827,303.07134853163035,302.6837385054825,303.0443718226145,303.0382982327062,303.0934526655597,303.06674769636305,302.95880384229946,303.072304005215,302.9791409493986,302.80163801287404
47,301.75307489146275,302.2632200901433,301.84034480662353,301.9083631146385,301.9131117189666,301.73714411568267,302.76377079699216,302.6312610877864,303.03137783081155,302.65560736556694,303.0823255481409,302.99387245234544,303.13881769010294,303.1511018750804,302.95632346391034,303.0085227173904,302.9732450936029,302.6900322807742
48,301.50687733089853,302.1619531387136,301.77851222618943,301.69941140297004,301.70530048718234,301.5746179778223,302.56409106823753,302.57566818882293,302.80762059080945,302.4838194083546,302.87463561150435,302.82218744620417,302.9818745319142,303.10519909953376,302.70372475744745,302.82311233983233,302.83122634801543,302.4105047109186
49,301.3075025369429,301.9915996952619,301.6501189172754,301.51621477331327,301.6359357121123,301.480336567976,302.42623821969636,302.5531792509767,302.690977021171,302.265093324549,302.72225503747865,302.628989486351,302.8621316799561,303.0351069139738,302.5083335034184,302.5620212674738,302.7122530111613,302.27327818463374
50,301.36707922349166,301.9709254589691,301.5948462205813,301.57533916574187,301.8004227893145,301.57964518123555,302.5574588804514,302.5352382191245,302.8260705928848,302.28388047485373,302.6620453305888,302.66899934550975,302.9329033990993,303.1200432582635,302.61746650620734,302.53228364414286,302.7386328423554,302.38064455498255
51,301.70511673902297,302.0553978390936,301.5771504468303,301.76600633391166,302.02812041639413,301.8115239806593,302.79888246528884,302.5519949251295,303.09628117263946,302.45058537065415,302.763535174325,302.84125912573745,303.10137003704097,303.2445000571618,302.8301628793081,302.6695787176551,302.7954123187812,302.6241386161841
52,301.9957286548092,302.10393124996057,301.52517946651375,301.8962821469415,302.0900479114744,301.9804553987046,302.86157297185076,302.43409608542646,303.19338889451495,302.67946800254083,302.8124914367741,302.96766201920167,303.1281138180114,303.37501414644186,302.8983923313668,302.8690400872443,302.8335558398134,302.74580385529737
53,301.9462744224764,301.96048856710655,301.37740412042405,301.84954022413785,302.0036875883881,302.00962691181326,302.66572017478256,302.26464330811405,303.0488423326872,302.828339158528,302.67417259480845,302.95239736353386,302.9817622622808,303.2615574470603,302.8027575525357,302.9290131023667,302.71718235111376,302.7165325393766
54,301.793171924713,301.76408634961143,301.2812111930417,301.6577375283924,301.84878199255104,301.85379962096664,302.4294481013055,302.086970401962,302.87460325303437,302.8787884163114,302.51206568021144,302.7878415876359,302.7553301628959,303.06947656907977,302.6160233718494,302.9025714178504,302.5241383039454,302.65776228724616
55,301.64233936322364,301.67791234448947,301.39577034205655,301.55241478745353,301.78033504249095,301.7747416607256,302.4244595798247,302.0781300453031,302.77200617068587,302.86325467517287,302.4177599559373,302.6816645950801,302.6731033805993,302.8336657606667,302.5883727755657,302.8647500899477,302.433006660482,302.65198992836844
56,301.7245617169273,301.8088441962564,301.6565236385209,301.5824116222432,301.8415546044889,301.8378587645641,302.67136612816427,302.2330633155845,302.8476629347992,302.85932135737283,302.58651997685723,302.7516722096785,302.6795784376297,302.708728579652,302.6587460122001,302.9567402524563,302.4848912938914,302.813766254621
57,301.9362838943967,302.0146708351577,302.02823362412346,301.74461752829734,302.0383479962226,302.08118582737455,303.00976182287746,302.53433714791856,303.0429441789251,302.9468502661567,302.89603087538893,303.01093347594025,302.83175467452764,302.7488571803904,302.92655612231937,303.0489947797468,302.6844793765784,303.01763982558714
58,302.1982221933849,302.10355413959957,302.22892081980535,301.8735936284575,302.22212658823247,302.20086810409003,303.2178752599897,302.7807246085247,303.2470052731325,303.0628930956407,303.10564948545743,303.17594385097595,302.94140245886194,302.8352246034112,303.14513258551256,303.0579612287393,302.8128761441607,303.17017995731965
59,302.2493975157476,301.93135386281114,302.2042619851217,301.87023673605444,302.2826746270733,302.12013232146086,303.0929648111489,302.9145697754863,303.31274696404626,303.1819023269654,303.1714007705276,303.13495562467574,302.9383511052757,302.854593161394,303.2554148572616,302.79309483814114,302.6724166075976,303.24500112816634
60,302.0295765442818,301.6626066437372,302.02017203932513,301.6614859029353,302.2274378499579,301.9098332621313,302.80881829259937,302.81099173378703,303.1505497493526,303.17421752258684,302.9281514038393,302.90562548538384,302.76297852069655,302.7157947537033,303.17480600159485,302.45960275158205,302.49671875131247,303.23115027461927
61,301.78560296967595,301.50797920080396,301.90495125399826,301.4174461345065,302.2002953579328,301.7519793981713,302.6368820604461,302.6324221128553,302.9577592912603,303.1020949178159,302.7987027149959,302.88619356140515,302.59094343638253,302.65692625773335,303.0902667786124,302.3304726525945,302.3794255105557,303.17459076420755
62,301.68245803084903,301.67205680179416,301.90842810500703,301.33353173880664,302.20271631990875,301.68063079349287,302.7981790156197,302.60964145989027,302.92582764711057,303.1365439876823,302.7526082544892,303.04130456811635,302.49528474003455,302.80810827298325,303.09925810040573,302.5144041845071,302.61929391696043,303.11176467750886
63,301.6895255631269,301.90381139414916,302.04346470073324,301.440105570026,302.16350629297585,301.6961486466366,302.9820937348182,302.772529980614,303.04199473462637,303.2313244742847,302.91433491822914,303.2826886959927,302.4969853159519,302.99519322150064,303.13060541039437,302.76741952773244,302.8090474549071,303.0566684404343
64,301.6026557406807,302.0216755250948,302.0838032445135,301.56191388377545,301.94864735762116,301.64417938075974,302.9947396904552,302.9065799194281,303.10181947400156,303.2711569513688,302.9946955888992,303.2655732350476,302.42931921460934,303.1212293650754,302.98941019557464,302.9101661385586,302.92911471155486,302.9406775670896
65,301.4436764036038,301.95292423216307,302.0365532893991,301.4990428607864,301.65269851255135,301.524323488503,302.81330901237766,302.75134481097604,302.9915021001634,303.05908396010847,302.97068267050474,303.02679529107303,302.32801842862597,302.97770727335467,302.6694784189553,302.79043863242754,302.72844424917236,302.7097744112611
66,301.37141642670315,301.8539383657978,301.84964244735573,301.42904128044137,301.4363294990939,301.35426533078163,302.6880228966093,302.5556018742657,302.76806973356366,302.8311616292746,302.85960881874115,302.7849341170988,302.20135486226235,302.81388194353883,302.4542936304056,302.61841446121207,302.5251027570442,302.43334386562793
67,301.4530108119845,301.8634672341177,301.7065692087694,301.4632063477356,301.4256290130332,301.3547900169376,302.6667468992198,302.4811429625358,302.7045028935782,302.7479685761993,302.7684299528656,302.7032120236006,302.1542795709293,302.6796602695952,302.43515200054486,302.4913009560601,302.3719416531338,302.42749908251875
68,301.66942444525125,302.01030498995107,301.7400354030767,301.6702512258607,301.53287446431597,301.5144207534685,302.7602813015421,302.5880831746551,302.8071559969308,302.89185426661993,302.73703858242004,302.8552929463727,302.2933975791622,302.76028433178345,302.58912144884357,302.63365336182636,302.4875630354498,302.5702512361601
69,301.9060877253655,302.2250865680167,301.9265381916767,301.93872649932115,301.6984892741183,301.80896612230646,302.9159723895568,302.76675197692344,303.03005265370643,303.1094006590028,302.91813231349926,303.1014825987166,302.5790337510628,302.9861014107509,302.8213313788349,302.8831368663896,302.80840287131906,302.88952922198524
70,302.0247744933268,302.37418262391213,302.0423928818561,302.0932628439619,301.830009274337,302.03457011115387,303.0446710082049,302.89378019828195,303.1733826931747,303.2507584794209,303.07560098676777,303.27213247603555,302.89041666190604,303.1632595340346,303.1232646021972,303.0764389276732,303.08559692580275,303.02214353852656
71,301.9452140494111,302.3101119144421,301.9593911312358,302.0171806795909,301.8870349888228,302.0689335652466,302.97901241183047,302.9704494835956,303.1110894687042,303.20572912942293,303.0978773984642,303.1511859963289,303.0491718461874,303.2910897036283,303.27795338666346,303.05621986962404,303.0384766885943,302.9671222972721
72,301.73694647207117,302.0530006845355,301.67878246256095,301.765899265776,301.80349008954346,301.9278706883951,302.80643222807146,302.850913043528,302.99882467557376,303.08851806714773,302.87674118617525,302.86799432776564,303.00142609876906,303.24185696552564,303.23954281973107,302.83366914690646,302.74229319828896,302.7434182015777
73,301.63055079564646,301.7549819362664,301.5910458176689,301.5815291461326,301.7145566749501,301.7599924065303,302.66093798425453,302.8009757729988,302.87700220287064,303.0239849560887,302.71414250338415,302.7021788583797,302.84815711409107,303.2050853873789,303.1350995314804,302.6528675983747,302.44484850409145,302.5963739248531
74,301.7580989687205,301.6825060608101,301.6925455405495,301.6107134408798,301.7947882408625,301.78171516021195,302.6899282497531,302.85235723713316,302.9882291201181,303.0465643742375,302.7594042384864,302.7713539650799,302.8901426073692,303.2476342028224,303.15580235173394,302.6281128350716,302.4116609651537,302.76610446556634
75,302.0260101471094,301.7813792590812,301.89123966963945,301.80474108510737,301.9420744071185,301.9178433524799,302.8596289025044,303.03943427760305,303.08541169645264,303.12290071884706,302.9250697396878,303.01109975273135,303.01706996129116,303.2932773466277,303.253228920954,302.7055918507521,302.56398727364575,303.06919997745877
76,302.08986562874793,301.82020698794514,301.868363522159,301.93318856055726,302.0180867758178,302.0228821442253,302.9239345136991,303.04287011399884,303.1569490687529,303.13294532508746,302.986109181627,303.1413185161353,303.0756881791083,303.2611529612545,303.3049006052686,302.6827645366996,302.71497417823366,303.23830146382033
77,301.9712514590747,301.6824082328906,301.67043875889624,301.9023361445499,301.88890919316106,301.8941771098518,302.8223998644734,302.83581302693216,303.04729570202227,303.0031140989963,302.9602242700905,303.1172276445814,302.855034326317,302.97817399144384,303.2114044947523,302.55940392513344,302.69056868387713,303.08368053984503
78,301.77586907387393,301.47613223709874,301.4343536087889,301.7402379439825,301.7170287139863,301.71144728636,302.57249195074775,302.5338857398457,302.9381331775071,302.74344163323923,302.79516066644965,302.9048250936974,302.5479343920365,302.72471557544264,303.04814400448,302.56243511884037,302.5442230453239,302.7785576543603
79,301.6931707748669,301.3894038530532,301.4064143440511,301.6921890447931,301.6664673645171,301.6080188101473,302.49756705131875,302.4581807675384,302.8084203160174,302.56591479858986,302.7354144475109,302.72400574864105,302.34825860694576,302.60746185286547,302.8954421154871,302.64849026097704,302.5079355323183,302.6070249933027
80,301.79579320473835,301.49585386057237,301.5780471356597,301.7746219000689,301.72987348842315,301.7490824651622,302.5847221270904,302.61010124121384,302.87079457666795,302.54488082268136,302.76545233130884,302.71531796213725,302.3124299908043,302.71210643844273,302.9022890437661,302.80588976121527,302.69886337937703,302.6564736271516
81,301.99031173709415,301.74508461664396,301.90339435197427,301.9708112788639,301.8956877650112,302.0018660672924,302.79115676615595,302.90343896223885,303.03951290689685,302.75832476697144,303.00823155872143,302.9063031350467,302.46276548749546,302.9489139536706,303.031492235902,302.9812648776153,303.0222640472048,302.86177205712517
82,302.20671600895514,302.01145835828015,302.10094086719215,302.04450623680515,302.03604709876385,302.1292142998448,302.89658617591846,303.04286376529956,303.20122384126665,302.8771193625103,303.2440010171941,303.1055835259646,302.6029693814717,303.0418149306318,303.1557026344039,303.10300066235976,303.22123550828724,303.0578122097265
83,302.26646062532865,302.13919711358045,302.1185857799517,301.9820048681784,302.0321083535332,302.00798808254126,302.95549540020244,302.94539247675715,303.04580030323103,302.8175653806413,303.4155861001588,303.2106625955958,302.55573517678204,302.9687786403541,303.08145454202844,302.9834361981982,303.2710883704197,303.0218805873649
84,302.14897359803376,302.0778004819695,301.9806230681426,301.81426394349944,301.86983181353713,301.75820227640924,302.91042151835586,302.719304730964,302.76799695621304,302.59996679195933,303.3881227234163,303.1119486657501,302.3840716186419,302.66637381196676,302.9188546463894,302.73452195080944,303.2276225050227,302.84065267512256
85,301.9506735416766,301.98890744834864,301.87861747973716,301.7319587925597,301.7015458720407,301.6604693415032,302.8431070432802,302.5701942697247,302.65764725801796,302.45543610754277,303.25234966189186,302.95200349145017,302.31403030821053,302.5141806349407,302.78367423964636,302.5534668611901,303.18165409819335,302.6769411315128
86,301.8781767758637,301.8933529320828,301.87128736775514,301.78753026273233,301.690094375305,301.8391820011125,302.80074967198897,302.685824962332,302.84469372681923,302.66061349439155,303.1724312805117,302.83430499813426,302.47903479363407,302.6110661683518,302.8365402486136,302.6997237249803,303.24738517668897,302.7605345682429
87,301.944494951241,301.8437341820591,301.88256677782664,301.93307504972375,301.8615843025569,302.0066355327176,302.80245933917234,302.86686240474234,303.0814578291143,302.96851166224343,303.203050861948,302.8302060203332,302.65862774213923,302.85141857602014,302.91616205400794,302.9273716658658,303.27139900348726,302.9295662644883
88,302.017459643887,301.7235556052683,301.85047094373226,301.99183708308163,302.0105920545877,302.04538830251846,302.7315155122196,302.90665913496053,303.1192082051875,303.15886182443296,303.2478193646655,302.7989411794575,302.7177178341245,302.90274783934956,302.9394245154967,303.0525120133346,303.23877829263193,302.97743501378324
89,301.95633953095495,301.61149392694205,301.74934271204023,301.92680811915335,302.11199223184923,301.93888376112454,302.5297820321542,302.67083785709923,303.0142397262355,303.0342857006858,303.03920468318876,302.66578028203713,302.58820001933606,302.76017872292,302.81133576929375,302.9480755647232,303.0267295755394,302.8245748700196
90,301.8450365120447,301.5164436606156,301.7116918446177,301.8496997712462,302.11675066662264,301.80983894612365,302.3291414144205,302.45251889236414,302.90639154943307,302.7599513966633,302.76673778039805,302.4809625488071,302.4498811321084,302.6220790609882,302.6791657585523,302.7997634267719,302.7374956200717,302.66598888602107
91,301.80822326133176,301.5363023234957,301.7673793304049,301.8172216342371,302.0464895896231,301.73379416579036,302.2603870689572,302.3304954834788,302.9187504771963,302.6190995210005,302.56549424296617,302.3627467882238,302.4143993596336,302.6382465314377,302.62654243938795,302.71739520327054,302.63871012029773,302.6114067092806
92,301.9354305318507,301.6377605982105,301.94111380118517,301.93226561222326,302.0469848986313,301.805825297339,302.34132110394967,302.4771576984781,303.0640703825423,302.7346545508855,302.5786662382472,302.4047599175938,302.6180845312839,302.77493436368485,302.7652836981474,302.7776012102652,302.8101187450065,302.8048711655891
93,302.09959671023313,301.79468453748956,302.1877270098839,302.1497874662965,302.1252504744648,302.01113886812345,302.5016872867711,302.6635411305492,303.24187355754515,302.96109980537267,302.7180894837314,302.6047687512874,302.9667697431353,303.019209723947,302.97095385955566,302.9884821975303,303.1079247705895,303.0138309041938
