Experiment,piControl,historical,historical,ssp245,ssp370,ssp585
25,300.02799064677055,300.0684087373857,299.86796894827324,301.046011628151,300.51677026175093,301.0273665125132
26,300.4924178446176,300.7571589261164,300.47476478524874,301.6248478274972,301.2089856501073,301.7425932240968
27,300.78505541069194,301.1530347524568,300.8732268589121,301.8334555898575,301.5190720439546,302.03794511721964
28,300.84556449522194,300.98401777155954,300.9936460263827,301.77568157103036,301.43423911296156,301.82280019348207
29,300.4996399681119,300.1723966212937,300.3133125914864,301.07974510695976,300.9635308526434,301.3103744728672
30,299.4870045112696,298.9032942655311,299.1904747279127,300.1167572260177,300.2403965250466,300.35121500519267
31,298.5388038008817,298.1858373189619,298.458859261671,299.20432764048155,299.68732042977246,299.65403702233266
32,298.21688653079417,298.1976270929002,298.5074765887201,299.0568247645518,299.60822593263725,299.42158646726284
33,298.35690307165436,298.7418378280407,299.00655472499426,299.26513240912556,299.7468331943385,299.58907207174866
34,298.6869715362565,299.0479388798988,299.2691735446518,299.5820537745317,299.8400725749263,299.9053300302921
35,298.83884755957007,299.34760962508614,299.41577296805025,299.6204560242557,299.8676372849577,300.11806889326186
36,299.34257532800666,299.6631612054063,299.66722473169966,299.84875124802653,300.16959564632214,300.60269956609824
37,300.057269464568,300.31261818715757,300.29323255659983,300.3601029733552,300.81859701757406,301.2775272316728
38,300.71850602818046,300.9084946550435,301.06858649046507,300.85708620391677,301.479899834777,302.05072360632516
39,301.0360348040067,301.3847767975414,301.6529526197223,301.1937499025826,301.69195876211563,302.43919869030606
40,300.8426688359914,301.55519008237513,301.6805435967622,300.84186868450587,301.5376741314884,302.4693992836498
41,300.2527105214413,301.1356092074321,301.10948772765397,300.08614028243693,300.8269724593106,301.7147312718816
42,299.3041642431563,300.30032054869963,300.0488344917666,298.8910398273431,299.9832528766473,300.7136026436919
43,298.8590740933651,299.38108214990496,299.3598507605429,298.46086092728336,299.4521312936861,299.8775082991467
44,298.79796300291736,298.9230568326279,299.1309510673778,298.726206012665,299.43919965146523,299.6609295453679
45,299.206626607555,298.8730857909539,299.3503865079441,299.2427481246721,299.59804924445757,299.79969338979225
46,299.41925962718614,299.05889141014296,299.3826591483639,299.4433865042115,299.62514756226693,299.9622538159869
47,299.6577624849114,299.2139982149469,299.39429840566385,299.5016853186264,299.6705366834493,300.1280203751987
48,300.0221267541296,299.50029372154376,299.7295248779676,299.83190500381244,300.07625212482094,300.50881092960816
49,300.6080186660514,299.98974731938773,300.5951947608673,300.43619830930834,300.7418209224233,301.00512740545213
50,301.1298592500647,300.58475627122334,301.5743815511495,301.0415394116687,301.32502314755,301.64026124881156
51,301.3044168725885,301.08466187385204,302.12576780814817,301.4920044249487,301.64210949981384,301.8965831985609
52,301.2815247343903,301.2405576319184,302.0051543195272,301.3579866261375,301.4338462733831,301.97681626453823
53,300.6480899552426,300.7811512682609,301.3204383954264,300.639639435711,300.71340592901885,301.51752003976736
54,299.8812810904519,299.7755848650559,300.2478318646317,299.6056948308796,300.0848256232794,300.6992079442247
55,299.4244369249848,299.05966191745716,299.59652036487955,298.90519469834993,299.5481758019564,300.01375882699676
56,299.34532063782353,298.8102209730458,299.5290925995423,298.6265430759238,299.4655728520168,299.7750488374618
57,299.3969138662815,298.9152927006771,299.7804679795657,298.76664214895914,299.18938469081803,299.9281491584822
58,299.186530528458,299.0771476844114,299.87058620462795,299.0355981563667,299.1607026198246,300.0191558743232
59,299.17615913642265,299.4101768969825,299.8261437731637,299.4521269855092,299.39815089121174,300.068305839473
60,299.4781082523937,299.87191324951624,300.01905723402984,299.99511783977033,299.9422804385641,300.3943609780788
61,300.0690474903178,300.47585312881506,300.48721659207666,300.75057233823145,300.9093928150847,301.11272117839866
62,300.7460215188367,300.98809071949944,301.0394445042533,301.4411683934671,301.63880513807226,301.83864093018605
63,301.1324684837231,301.34764590251535,301.37518777532733,301.65403407196277,302.12937803767386,302.25700564487425
64,301.10853537308896,301.2734781924121,301.3705757210892,301.6268520895665,302.1147106005285,302.15341819333594
65,300.5775071354023,300.590607200096,300.76587797752427,301.0682591353404,301.71390810622853,301.6089570266675
66,299.43163331238026,299.5259752497341,299.7867716247201,300.25148096492165,301.0480893053895,300.64891320495934
67,298.31865001216147,298.49779105033923,298.925641248502,299.7711368829936,300.4964392738546,300.0821255704287
68,298.0282868001783,298.21299472635604,298.5652114855679,299.7144718453813,300.437355679184,299.9134403570008
69,298.4540281280891,298.3882490219092,298.6216982378092,300.0206785651648,300.53942652385257,300.18396810702416
70,299.234728227565,298.7494546537674,298.7150511528622,299.99282450214287,300.63293105663263,300.30439531678354
71,299.7405155363446,299.055802498895,298.85172352980595,300.0655300341328,300.6681888972768,300.4442519434424
72,300.14115486866143,299.4682441973914,299.29305349090305,300.34637597896966,301.0050000323606,300.7509877002129
73,300.54146788503584,300.1206312043273,300.0922611441789,301.02214988167634,301.6581463441502,301.3570376447599
74,300.91970454587107,300.6942048645496,300.8585100992246,301.6044443070603,302.3593280441114,302.0541266246207
75,301.27540495282847,301.13217388946225,301.16421991136036,301.95003893873246,302.6117050980815,302.4949735234083
76,301.1899753031042,301.2243679695619,301.05705981237224,302.1217734566219,302.4965185177642,302.53528387477826
77,300.54506302919395,300.55803594405245,300.30966370597827,301.8762813511559,301.79114587049213,301.7342700734661
78,299.4374938652032,299.3905910962569,299.3502994111861,301.19155773795393,300.88388745776234,300.59410402974044
79,298.67358983467943,298.5010402440574,298.36302329259223,300.4945400138377,300.36716005571026,299.7648738949378
80,298.42334541061877,298.3252803933104,298.0154702020148,300.4588326519633,300.1849158103707,299.64396340872025
81,298.6672373798178,298.52034985497147,298.16030540854234,300.8847279031711,300.30039375108714,299.8515301713048
82,298.91783534325583,298.68585542070525,298.4466237735681,301.11409815075126,300.2232223301542,299.9900134849684
83,299.0919483134624,298.8967048291347,298.8831130208002,300.96716505784855,300.3813652240444,300.0764574443412
84,299.4238050809377,299.3370444937456,299.32973287094575,300.92605716514015,300.781082899698,300.3272184621562
85,300.0014314228692,299.9926595190898,300.3461918407551,301.17901183378257,301.4476275406651,300.85421723237044
86,300.60687564945255,300.6056175208501,301.03828013693425,301.6917434015445,302.01763656338494,301.3454007042044
87,300.85863979428603,300.8160475200004,301.4949722810054,302.06236627004483,302.3117912914154,301.7656414367998
88,300.61260427598546,300.5198600778089,301.5509005846797,302.07491254813164,302.3326563487286,301.746365890031
89,300.0365766699595,299.8118773142341,301.17845403453157,301.49113947065916,301.78310021188577,301.2780525659568
90,298.9377031469543,298.86779423206343,300.2186709695988,300.41706883666455,300.82415559587645,300.1594597689353
91,298.34026784765445,298.2632621125044,299.3245899469641,299.69222106140836,299.92561115792563,299.33171863319234
92,298.0428876932269,298.18406882804237,299.14814341316054,299.5682833153516,299.70759371726757,299.22622406388933
93,298.21782128138994,298.46006483797834,299.38073912650015,299.8538810997639,299.8787778211819,299.7099562298167
94,298.2576613900382,298.8413419466644,299.6780666480527,299.97121243782414,300.07818095787815,300.1244729450415
95,298.42213337364814,299.0662989634663,299.61650246768164,299.9322698206733,300.20036397929715,300.33367310664937
96,298.87074943339826,299.43314946688633,299.78574305014376,300.1884408559004,300.59406268824085,300.754736256901
97,299.6402841940432,299.84372932785027,300.2683611247674,300.7545764887291,301.3040127897919,301.3724835112459
98,300.1131888020064,300.2176904571595,301.0127508336199,301.4616343610451,302.01181151972963,302.02128899216376
99,300.3072520241608,300.3828695647066,301.63244966919086,302.02984750458705,302.39986486783897,302.44611285175165
100,299.87740941739435,300.17544950916607,301.73782822996696,302.05084508856066,302.2949723958209,302.5586859701154
101,299.0689627126674,299.39373571806067,301.024876896373,301.42086086656656,301.5635481035544,302.4438710476792
102,298.29662861437686,298.47289897423707,299.9879409647436,300.35443578223527,300.5509184461224,301.91732711799125
103,297.97690922914785,298.0847664601033,299.084881964718,299.69339274112235,299.82007880228156,301.53000575026334
104,298.1732744167339,298.29869073330104,298.89933545391824,299.66536502,299.8021164091244,301.2015602475619
105,298.38240602276494,298.55433296095543,299.14470379706876,299.7881909147282,300.1338373060599,301.32517370909113
106,298.5225551721556,298.4192922323469,299.5501306724707,300.0225440766061,300.4458460162091,301.47658677502807
107,298.8282984507243,298.31748623753884,299.78381436990566,300.09521667768405,300.5146821190352,301.67975041323297
108,299.29850441803126,298.69663404609906,299.9572277762997,300.4628158096664,300.6457754588682,301.7421261262528
109,299.9647690211642,299.48322198811576,300.2946487861682,300.9376491693094,300.9263000193736,302.0292524838378
110,300.4396729151742,300.05370303416294,300.855871261691,301.48953169943553,301.563806168363,302.41893727969796
111,300.52031698258924,300.30703553166427,301.1433653284052,301.95540384668556,302.05165153810066,302.9421575679878
112,300.16169319443156,300.048379261405,301.2133712129015,302.0146682598526,302.2548109364027,303.0216712490558
113,299.2665556640622,299.47042803481526,300.59342521965937,301.4418570820922,301.7711035309598,302.61744582133946
114,298.2361679293346,298.5506677781575,299.6529050441739,300.52975230972413,301.0872184410396,301.82164140277723
115,297.83651473160967,298.14082959994926,298.9252649606739,300.0102511577234,300.39354493145606,301.1503753593632
116,297.97322218611544,298.312894189623,298.94742106080076,299.98760957894586,299.9505530353988,300.87595297932586
117,298.263207727234,298.6154517954711,299.2625782717614,300.2256439159873,299.72723031549714,300.84266924976595
118,298.2990377533127,298.6963915116994,299.4194680999614,300.3353921607597,299.7393185471455,300.93413355269513
119,298.41481307214445,298.645010886135,299.20786785117076,300.49762821150335,300.00792866280625,301.14323653625576
120,298.74806200944255,299.00397760472623,299.19111474540506,300.94503428896684,300.56870597046515,301.4439531300224
121,299.3323646914089,299.6493613098251,299.48059310402647,301.67222032816426,301.31669092733995,302.02416498815944
122,299.8942638319067,300.2058039179539,299.98575589947353,302.50844121048,301.9531245835066,302.5149898426602
123,300.3986935790201,300.40704797453844,300.5286542900487,302.9900021586871,302.056910018814,302.7494898854847
124,300.47684527722464,300.2690935350459,300.5179761460266,303.1271792949735,301.95824128719727,302.6895170103806
125,300.0661727331335,299.7105341015438,300.0185691952015,302.69459643171075,301.57982920893033,302.1092689639793
126,299.20568918922305,298.8448649490794,299.0301019163225,301.484280978972,301.0599479898278,301.2657092229799
127,298.4451862451905,298.2791176278344,298.24755789088084,300.54774240888787,300.6737505057861,300.6401674003984
128,298.24032135072184,298.315476853948,297.93374758441627,299.90428720929793,300.4716566351296,300.2337096619814
129,298.4405132708564,298.59085892371235,298.2219541433201,300.09211266555593,300.6263511548731,300.14818054995885
130,298.78098696899997,298.7513577100096,298.59659602954906,300.3211301777588,300.58180446677534,299.99824293967043
131,299.02337433378494,298.85938435311294,298.87238510011935,300.7072096891381,300.5755363845906,300.17704565164416
132,299.48091950504033,299.3790961148864,299.1905390846494,301.13731481114024,300.7420987566898,300.46243187586794
133,300.2915202650737,300.27096688415554,299.85320835957674,301.6196565184389,301.16652824391275,301.02776129233683
134,301.16849727033946,301.09289791133716,300.50459783304547,302.0920343021872,301.79821360163845,301.50701800035154
135,301.6410223806882,301.62330003887024,300.9323910817782,302.37384422841143,302.26019122293263,301.81909119992724
136,301.528034180927,301.93811353895654,301.0922422504597,302.19053585131974,302.3557417692011,301.5730428605645
137,300.5412671367014,301.585827652974,300.80624460005083,301.4629060213913,301.91549478008864,300.9202816714084
138,299.3388189125619,300.73443478744855,300.0316650555637,300.2317910191248,300.8523497728621,299.9055659506496
139,298.57051746020824,300.0087985465931,299.24301695589116,299.42350439457465,300.24012104448866,299.4348465938911
140,298.6958615354441,299.90166777527435,298.9752937857067,299.2262521033254,299.9951243093658,299.2540168189549
141,299.09536721985575,300.19006602166286,299.03660093127047,299.65135346543235,300.31540993877553,299.41806205699226
142,299.29570162488,300.1911968139982,299.1870817854772,299.99733188528086,300.38863266508497,299.4584588115913
143,299.4510050098508,300.1233908340173,299.43271338824565,300.24819992907817,300.50345447914657,299.7420034641213
144,299.88459190385066,300.24985165960743,299.9738413967225,300.65754064318054,300.8573913829983,300.3582724907783
145,300.73259617174614,300.7214297569427,300.7798305841757,301.17648841811155,301.5048143024999,301.1191511008895
146,301.4901801051324,301.3880894735858,301.5581236258866,301.62685693906536,302.1141069391467,301.65722030881807
147,301.8947564890321,301.7623641798034,301.9922563716962,301.77661287013865,302.4716872325589,301.74086711593753
148,301.78023149997335,301.8395585383246,301.97912414026024,301.6607954943753,302.5016457216179,301.6120406133377
149,301.17568583436906,301.3546542270953,301.3737221428792,300.9906679027719,302.00943752345256,301.17953788724805
150,300.1446486949938,300.3870919047843,300.6664796589128,300.2010821349581,301.0099554030421,300.3756243478451
151,299.3821043454241,299.43714749352534,300.11427182031855,299.6297471855376,300.0183979010551,299.644396887649
152,299.1063836826802,299.0168696657341,299.92243723202506,299.68627571447206,299.68498680183666,299.37820318042856
153,299.481729735426,299.1840085118707,299.77511364037645,299.7962999009151,299.84640431871804,299.5582348385456
154,299.8399711452503,299.4234396114946,299.6078988804351,299.86227235219354,300.2000469613744,299.8437457005995
155,300.06697906527916,299.3925907203356,299.63981472459096,299.88267326270426,300.3886774032116,300.115354627708
156,300.3195937401875,299.6053210437308,299.9418411310655,300.25568080195785,300.73648234469,300.58281160512405
157,300.92107558794066,300.059815275994,300.48950701181303,300.9558261825138,301.49382613979,301.2332214059743
158,301.66449108152534,300.72026991532147,301.0397534873073,301.65097804235313,302.25909536188124,301.7891253207502
159,302.22429019447173,301.0108044676196,301.36641642390026,301.9992621427419,302.6101024184649,302.0823565553937
160,302.2897157706352,300.9443535708638,301.26221755136504,302.0046683517721,302.3196089539267,302.0417833193221
161,301.68534942830064,300.65466829583414,300.47333609856577,301.4597003521269,301.59914492032595,301.4925878763882
162,300.6494831048454,299.95468825623624,299.4170526509227,300.47079830478407,300.68606897210674,300.58983178179363
163,299.70457338483897,299.255637664576,298.9287898879918,299.81500532904556,300.1124710824034,299.93427841053034
164,299.3895386332875,298.8459060439712,299.0187971800611,299.62116394289154,300.0594840897161,299.8551496603217
165,299.3751084119057,298.96760332930734,299.2746189673835,299.83370166378774,300.1883898502635,300.18565135553325
166,299.4827086967839,299.23352159612165,299.4326400829029,299.9333086389419,300.26732670501923,300.4471697152234
167,299.64149144441654,299.31678980350785,299.2963192379065,300.1328163202032,300.29515410771387,300.6563177869184
168,300.1363180882035,299.4551117588273,299.47407584437366,300.5872362221892,300.6135930848765,301.0869962680786
169,301.0552086385642,299.8602299793695,299.70256298222665,301.28969082856287,301.2058771999812,301.73004007956723
170,301.99023242439415,300.3490771022312,300.2041867882376,301.9308931222876,301.79292320528845,302.4391384014161
171,302.4943284465952,300.67632510218345,300.4902678511168,302.5201554010593,301.9518830110531,302.87241753016957
172,302.5004198462453,300.65206292596685,300.3552603459959,302.8376605482609,301.85260489590195,303.16780602856403
173,301.74511475855627,300.1151419670826,299.87771840915826,302.6438968080315,301.31565663160586,303.02600971282095
174,300.506346445391,299.2212346019576,299.0297157231885,301.80906838385226,300.5304236758666,302.4748412009994
175,299.47104955100707,298.6499598363264,298.39739699567696,300.88971867959657,299.7798694236824,302.07438863138617
176,299.11384483484704,298.39570749374894,298.2899501237417,300.51700787610895,299.5867632787859,302.1507398408274
177,299.28538462811923,298.34955368117807,298.49536277582894,300.64994479638193,299.9096626032345,302.5487882089937
178,299.46689697178493,298.2580330446959,298.5692029288353,301.0077134527666,300.40724975723407,302.6891841441628
179,299.6373302188295,298.43209131423276,298.58813232251146,301.3455005023953,300.75830924207065,302.51452116349
180,300.08305660599257,298.97678222624126,299.00825712721627,301.65830737241384,301.1576104388066,302.37559131274304
181,300.69518050532025,299.8455154699287,300.01177420176595,301.92814185553647,301.78827635644916,302.57540732806996
182,301.3090959960204,300.40418428545524,300.88779816253725,302.16669675523855,302.44540548280946,303.03174346073064
183,301.59215233621694,300.7493466476991,301.2556155664218,302.32626517429185,302.8781375847345,303.50502426848374
184,301.62160636815975,300.4650173683502,301.1989674785238,302.20353977878057,302.8846629956583,303.6060352605528
185,300.8757621890823,299.7678387624939,300.4710909724644,301.75080051626855,302.2219893903698,303.1631019465893
186,299.74061408009834,298.6023701758209,299.43301040527393,300.9123122128902,301.02007124881226,302.47278490181026
187,298.9328576458415,297.75317408169917,298.72603349242513,300.37269443040424,300.0859929266532,301.8014901681351
188,298.76194503921977,297.6081057715506,298.8251590773379,300.27959206998935,299.76287685191346,301.4549015341202
189,298.9781505544861,298.0621138227866,299.14807164588564,300.5181534039486,300.00223548907337,301.2905757057982
190,298.8647049942965,298.69566509415955,299.3875556719584,300.62770695231285,300.31595045080593,301.1664422349757
191,298.92309427789763,299.13934152999667,299.4565195622221,300.4865724258439,300.5759510065707,301.0503465023624
192,299.26976520521805,299.54394319746115,299.86522893820467,300.5242923041126,300.86810081836575,301.1870412315755
193,300.112873627906,300.09300632275955,300.5323889680638,301.0338408195052,301.35178274041135,301.71853469114984
194,300.9343905830768,300.7180927116151,301.19611135320696,301.7594804057537,301.7738729900465,302.41980969418137
195,301.32644262708845,301.0958767666647,301.5005301543186,302.24722383951604,302.1216217624356,303.0904690151897
196,301.19238578351366,300.9671840193648,301.16763577822405,302.2476891892327,302.10766602062176,303.302999012929
197,300.4259006162551,300.3381446833195,300.18193052953944,301.8846581037781,301.4903957280414,302.802027908555
198,299.2190770772962,299.36722853873306,298.89776253708715,301.27267305207687,300.63271428830166,301.5830432292967
199,298.4562240606965,298.66513787882553,298.2465924256246,300.81542181479335,299.8800360165167,300.27951215355955
200,298.2995358966593,298.32230401389705,298.42788657875207,300.5707108726546,299.78821599939175,299.78638409187175
201,298.6738878613242,298.4781420614417,299.0427065941478,300.5427355171792,299.8978804403462,299.86134178732226
202,298.9684369670586,298.7718230906931,299.35234862497674,300.5258811299951,300.0707915886366,300.2578909697227
203,299.05195392061063,299.17846093851887,299.33631202940813,300.57435856708884,300.2540078847574,300.35614447490644
204,299.3922075625415,299.6657749094767,299.54593313906844,300.8365522736918,300.628221298941,300.7207879662649
205,300.04874542752606,300.2909194154225,300.17504079085603,301.3253719790269,301.16578365970156,301.41629547862084
206,300.6819195548222,300.86733970204864,300.9379649153171,301.8837451363046,301.7977589406701,302.22419650974484
207,300.8869680476917,300.99139853305877,301.30181580100003,302.3797825273995,302.1355061233996,302.4628867074
208,300.6455776358394,300.82035752403914,301.167562282244,302.6743782226313,302.12199689048464,302.36883295226966
209,299.900431265363,300.2328085690013,300.53139048423674,302.3781106678702,301.6669888959294,301.49779209125774
210,299.14893169672996,299.258117614508,299.4388385236943,301.6417146375074,300.7170746535957,300.2367058549367
211,298.5835506951443,298.5095403437038,298.536490286432,300.9240393532314,299.92730592601265,299.17396821568497
212,298.64975387600947,298.3074945849365,298.12065424359747,300.72712103533297,299.62753727008527,298.95191720980023
213,298.8853430600916,298.55109298881285,298.2780194175501,300.8801075120809,299.90322920057514,299.3858112213658
214,299.0530023642046,298.75764180429286,298.53763887460906,301.0287464462232,300.28006720042,299.90060811074153
215,299.2564180773671,298.96991757892425,298.7980252225537,301.0988642347458,300.45012281681437,300.3090090954359
216,299.72499736174905,299.53640158005584,299.2833956500578,301.2936778394258,300.8362540857696,300.774154189458
217,300.4647425526421,300.25257041470445,299.93084512929306,301.9165700922206,301.4519249512514,301.29168789642654
218,301.2466303217336,300.9274008786984,300.5413354211551,302.7060788154556,302.0436750475292,301.78407643208135
219,301.8202935143621,301.23775022898303,300.9353414414663,303.1838184928893,302.5716093600741,302.35632741680257
220,302.0258282434368,301.1746389752536,300.90180447072083,303.39394843555993,302.9011826546444,302.6087397968886
221,301.69632629437933,300.67643673153816,300.54252755097485,303.0342475929038,302.5794777138504,302.1813711540147
222,300.91740738646735,299.7720955398136,299.6222446582705,302.4377681745491,301.7557138979137,300.9669672167076
223,300.1689245054174,299.04118340356257,298.97455421160356,301.7299972333404,300.9158251392376,300.03368362936936
224,299.6691978691793,298.7096845350738,298.5122096628683,301.3262201344305,300.7822914246263,299.8456955708941
225,299.5483740694637,298.780085499683,298.5496489660147,301.2678714562203,300.88415485841153,300.11056678504195
226,299.6280908847304,299.02286401249154,298.58946419735327,301.11164156131775,300.93927453064356,300.23859623515585
227,299.90707022471724,299.22482456316516,298.7256274491156,301.13456194474503,300.7738627896522,300.3851353853542
228,300.2568939713908,299.732931136544,299.1650940354983,301.3485089819814,300.81779855289807,300.75236653434894
229,300.9774260366352,300.5580733896046,299.9948004693128,301.9737472261549,301.17324408364453,301.4225308165798
230,301.61862901185606,301.4831272633218,300.7811452279429,302.73077444566434,301.7081554956799,302.0612727994973
231,301.74516766590085,302.1687768508934,301.14688934531677,303.22526156067244,302.0886492111433,302.45857302257707
232,301.55255029301304,302.36791229972164,301.0674909965976,303.2736534440532,302.01786588066426,302.23735644589294
233,300.90623883606077,302.13248058486164,300.29475500348866,302.6316392961524,301.51056244818557,301.50043466691324
234,300.3338383927483,301.7127668855314,299.07333412027486,301.63866219740714,300.6191604908113,300.5743565134621
235,299.81127361640216,301.4417582217026,298.1259417670818,300.5803929264768,300.1358504172524,300.2523350834333
236,299.41651789067714,301.3841393545415,298.0845160478456,300.12312533441224,299.9565592085085,300.233139457732
237,299.3479626067506,301.3922961334487,298.5739840365705,300.06064388592296,300.1459929856353,300.3739320351924
238,299.33031849552367,301.43913181983714,299.05192560254926,300.40669521538524,300.08578339416835,300.38472686071583
239,299.72690205841025,301.2701715095937,299.37125975597286,300.57734408400165,300.1202767735417,300.602647742171
240,300.25615301627073,301.2595294142108,299.85010246249493,300.8300053326467,300.2650403576902,301.02021271015616
241,301.06402860084705,301.517965705511,300.54062517578666,301.2988352136265,300.80338176956684,301.7075815306244
242,301.89567863078884,302.0072446306397,301.25424066391065,301.81199259113765,301.4774058471548,302.2490074499681
243,302.3325594763714,302.32725233875317,301.6715854084021,302.2131457366664,301.9159491191734,302.5858318874361
244,302.3720095286564,302.2881149937793,301.63883299163825,302.311064201717,301.82563411072323,302.51226820337394
245,301.6748036095145,301.78257772121,301.16692472458584,301.64089134857437,300.98176565818295,301.76554010882063
246,300.28104919336465,300.8626933446062,300.4133091060544,300.4507144400875,299.8158293277929,300.6310254469092
247,299.07581012658267,299.9804874558499,299.6296702938335,299.5077735061089,299.21875508226594,299.8873501617249
248,298.67892503484813,299.6915399170394,299.2956015327853,299.3237401793822,299.2769967928568,299.87011913590896
249,299.04637835549266,299.82971690703545,299.22063860221215,299.84085145817943,299.71432041430234,300.18690925060145
250,299.350598146927,300.0810982422356,299.4058112821279,300.2968665451685,299.96883538969183,300.4610781278991
251,299.46788038620963,300.21737160302973,299.5634002603926,300.7256927963188,300.1528412937885,300.74091291636574
252,299.7444179276391,300.37361420427914,300.04883103023957,301.10916595921907,300.5485168598146,301.27835474000767
253,300.4111637518578,300.74201415326155,300.8094131063574,301.7103514140005,301.20673702875433,301.97946190229976
254,301.15054810906366,301.0796444833618,301.4642617693446,302.3065807536849,301.8615759306071,302.9485753297915
255,301.4995924843818,301.314676124138,301.73377450474254,302.78705877336535,302.35375098228013,303.7106695353603
256,301.29419091378935,301.10009090003496,301.5797772895192,303.11121613598937,302.44226724783374,304.1077656240022
257,300.54354424184675,300.20144396427645,300.98849607338246,302.8632284854454,301.81678131770053,303.76596316879403
258,299.607188444034,298.8967364966365,299.8840486673541,302.07821704861794,300.8420605648434,303.0518708430124
259,298.86780346878976,298.0298405167866,298.98630589796096,301.2400818197779,300.21492176529995,302.4942977962399
260,298.68384158967064,298.2148812292384,298.63819926728405,300.9215346588182,300.21071689095396,302.2339385620509
261,298.851505572494,298.77986496582866,298.9671906224566,301.12912749388863,300.4029804708984,302.40727710948926
262,299.33237839412504,299.10182478419887,299.2616327429522,301.31708366781385,300.27373165696014,302.62095089167246
263,299.3971347519236,299.02891632746577,299.5625998390752,301.25777152228756,300.23040190451945,302.71290013141004
264,299.70015922663515,299.2119625170441,299.8443243665824,301.2050118627406,300.48481910131795,302.70811729857235
265,300.1851923782045,299.7574532201251,300.5079224138823,301.45946227465873,301.19386477654035,302.8905650925894
266,300.8444187855924,300.4258060597792,300.96322187695245,302.09446378406545,301.9092417533006,303.464520412437
267,301.08991690350484,300.78736287955684,301.1760433733744,302.588234621561,302.1828886415405,303.99265002866423
268,300.8926395921599,300.7639197012418,300.96865267175923,302.72548055690214,301.9862933831573,304.0667101604629
269,300.14842199331974,300.03908866693365,300.3825486195035,302.005299075029,301.3412563892205,303.41039549572764
270,298.7757805184041,298.8161496136156,299.3994274691789,300.8419146573231,300.3731787233965,302.4865142126751
271,297.8378477746973,298.00276881977555,298.62369913981223,299.93173559962884,299.5798174824304,301.736354632339
272,297.54646052242634,297.8019488630801,298.48215761209605,299.75504944672053,299.31113599055294,301.5322145590635
273,297.9303483708132,298.01897148576245,298.82949515317017,300.053781744851,299.585461850498,301.56970869264813
274,298.2035670039227,298.0487190761307,299.18011331898015,300.3170268520297,299.98365077813656,301.6453804792723
275,298.5368588079444,298.0351608875955,299.41682007012173,300.5268616431115,300.03021494658174,301.6524722922325
276,298.94433546983674,298.4243598085145,299.6964202888825,300.90541390344146,300.40070123847835,301.8840550720129
277,299.5620722304837,299.1262704094002,300.1448877038429,301.53186551763093,301.07169807238705,302.37349640024115
278,300.086885293276,299.835539938369,300.59756944982973,302.2722875904216,302.11636898236145,302.8949268855238
