Experiment,piControl,historical,historical,historical,ssp126,ssp245,ssp370,ssp585
Member,r1i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r1i1p1f2,r1i1p1f2,r1i1p1f2,r1i1p1f2
0,,,,,303.0074820232824,303.01759944289944,302.9632436282684,303.02973247721894
1,299.1303964497893,299.31535972477985,298.6693114904049,298.98752872889827,303.1925660545553,303.20432347498456,303.20028578485477,303.1997982967403
2,299.85505334201224,300.0930839585021,299.3224439517962,299.79415461572296,303.36841757752853,303.40633455497465,303.3720896737452,303.2765686533459
3,300.2673665562464,300.5967568103542,299.67632544647955,300.3850982438071,303.4038089854205,303.5049118794349,303.4503540766031,303.1995509482169
4,300.50067855907366,300.85186986177024,299.43022386517737,300.4576243229956,303.2085423849335,303.28884880795374,303.0112955564671,302.9294473866008
5,300.3817965627659,300.71893523447596,299.0379144538404,300.0586104388594,302.39589536090676,302.72546924865657,301.973759362717,302.5497207932588
6,300.38466837935493,300.5190319309182,298.3446933566745,299.1588461877465,301.2433195957433,301.89071804240416,300.53616709406884,301.8238466974244
7,300.45260030544574,300.3830026170038,297.886175008222,298.4566843074133,300.26901885003764,301.0752891882706,299.4626212293337,300.97681873902155
8,300.5198559691094,300.3278291692325,297.7415070380591,297.8916558323726,299.75774908369164,300.4244098257291,298.92822008844587,300.127188345989
9,300.4754564067882,300.4331416122545,297.72207961715935,297.689121282729,299.32359811891985,300.00692297728574,298.53696099312,299.35811526057336
10,300.3854538383773,300.44763797744764,297.7010782524668,297.4898047278632,298.6187065284789,299.5247357711175,298.18999940841854,298.6968083976771
11,300.34899895768655,300.46040368011046,297.6659566585168,297.57101772588555,298.07876322688935,299.1583086404314,298.0953655123233,298.37257779221005
12,300.6128578219034,300.44530643858803,297.90466473672353,297.99826056674374,298.49644058594293,298.9636149019795,298.53634394520924,298.6236950696609
13,301.22872595023944,300.84194916147027,298.56196554405125,298.90726669529823,299.3363326207619,299.49945392718274,298.9778389473921,299.32191187494567
14,301.9169170600762,301.3120149521557,299.38912428604755,299.8880630027076,300.1694078487043,300.09778145242245,299.75470558148123,300.2915535680023
15,302.2953689485267,301.77015774941316,299.9639793631868,300.3728446506069,300.1094608084686,300.3660248002887,300.1835033581583,300.7026638769559
16,302.3343628946716,301.82884848021484,300.0472246201868,300.2949722107061,299.51098284552154,299.9979390053103,300.25580246673525,300.49774751162846
17,302.0666259591841,301.6190393864147,299.5797672462627,299.69596860670146,298.69749886748485,299.2538681274507,299.48587911580034,299.47909895094807
18,301.5565604272917,301.15381851609976,298.96093968548394,299.03792451111707,297.70719985792863,298.34925937643567,298.57251744106014,298.4342887259208
19,300.91630679697965,300.73656647058516,298.5000838472338,298.69413631158494,297.21649883685456,297.67901350781744,298.0211022473711,297.6664637110966
20,300.41247750215217,300.3200281132301,298.38626017742484,298.59789841043295,296.9503437637363,297.2500248707232,297.80616370601166,297.3133647563839
21,299.71027836940704,299.91976105445974,298.3967048365468,298.52141658001125,297.10295660322964,297.17582699069527,297.8298964988726,297.13464707879126
22,298.93003394687,299.5145230856452,298.3637533804133,298.2656147048891,297.3651371487364,296.9383600228664,298.09056239089597,297.1046881723209
23,298.1646416154572,299.11519970522454,298.1912037721709,298.1523517060294,297.8612958223705,296.96926893314816,298.35251371443593,297.1850762378091
24,298.114526178439,299.01205150757966,298.3283805057635,298.4038612467601,298.6480771062832,297.63768546755097,298.5810298372958,297.45946476995647
25,298.34911622685564,299.21659428249063,298.8191119642881,299.0784703137785,299.5432304599058,298.8977906015654,299.0982221739915,298.3726268597679
26,298.88750539341453,299.97867156121794,299.5597944287001,299.7135486968249,300.126348766513,300.0318982926412,299.68907598227787,299.43273189565355
27,299.0807045477881,300.2377702413242,300.0283631271502,300.17077116886907,300.4244711748237,300.3163233208992,300.26460624958986,300.1019404060294
28,299.1303591122947,299.8848887025265,300.1807914477491,300.23417344877953,300.45696137326354,300.18342030826756,300.4146330888547,300.1182371699265
29,298.6085636978091,298.75806538941475,299.7832849529019,299.9803586858463,300.33347989861517,299.66150418168473,300.2804788391292,299.6183537975053
30,297.9327200005966,297.6861933309545,299.0522566274149,299.43281014602354,299.8259106529328,298.93416786268773,299.8569633918412,299.07006107338844
31,297.3845594710078,297.21882572327394,298.44960184884536,298.9328883647559,299.3154023335565,298.40771639145356,299.41785312400225,298.69060907055814
32,297.306550373618,296.9385285744348,298.17349947345065,298.7359857343966,298.9450642987042,298.19561030591706,298.9946676144211,298.4501848361479
33,297.3343036284494,296.9175827562721,298.1861899528124,298.7701875625626,298.95874149288306,298.19243018613435,298.98476752017,298.3649712282492
34,297.3056632709914,296.8164477943954,298.22366245218126,298.8503802135646,299.13368141467214,298.09025709220936,298.9515017998611,298.3775449139887
35,297.2677384242741,296.8624726285773,298.2614788633276,298.99654280182574,299.3415485640526,298.20438341346494,299.19049730347933,298.39472813740787
36,297.6046129682077,297.2989036195629,298.4593763855862,299.1817340778958,299.6633113852817,298.80916539135654,299.5452680459445,298.6631258738474
37,298.4266988599279,297.9192383811254,298.90215483980353,299.6284280607482,300.30077087545135,299.90113961420997,300.23509389026276,299.1842211359922
38,299.43468944087823,298.99033315267684,299.53856085591605,300.16264368210324,301.0535391201773,300.8332334814294,301.010070123029,299.9452157056009
39,299.9993883132357,299.4946528816885,300.09954836677366,300.6508817247922,301.56616441988405,301.30596934961704,301.4764454939588,300.53608412843005
40,300.10354267361055,299.50174984420147,300.33142298648687,300.79055169425374,301.825725057644,301.35827585198837,301.7003379187614,300.7615683892686
41,299.65615905040914,298.8569048087721,300.17161978185294,300.34834982473154,301.92916039844334,301.15917951710236,301.5701868441925,300.5832471551511
42,299.2682580751287,298.0385809718451,299.6728677872007,299.505762602621,302.022769575194,300.80189396013503,301.2165312451052,300.1194555448642
43,298.9176198941747,297.456477007135,299.15209409063345,298.83025115768686,302.19522469178594,300.4200210158924,300.7501938304641,299.6219493570206
44,298.8263043140239,297.17530710010027,298.77813030731113,298.56557795400687,302.4217644676921,300.1696164078142,300.4038085545321,299.3935223789142
45,298.9168079452266,297.14218487660133,298.735684378992,298.4709818750179,302.7088135279019,300.0581027590642,300.20085218141656,299.37873082826263
46,298.9934013898167,297.1534069524218,298.7765644572449,298.3158153448248,303.0217796539834,300.0358226182923,300.312061790997,299.55727104271836
47,298.9136656874262,297.27410499460643,298.73597683759107,298.09957041549967,303.315037311425,299.94560785853065,300.4508796567821,299.6413212615867
48,298.9062386328458,297.8151774827409,298.7618764012165,298.1960294911227,303.4930899030391,299.9582601333096,300.65809792844783,299.95031540487685
49,299.33521756672036,298.6217861366919,299.05305468428884,298.74241595598005,303.68512228950505,300.585647632378,300.8793096240017,300.54771778192344
50,299.9667799458185,299.61398292872303,299.5115368483568,299.4339670873116,303.7168766810326,301.3872467336227,301.199713713315,301.37259001131616
51,300.5994402636314,299.96626295661616,299.7995176903829,300.092806075547,303.8434414668675,302.0127070967389,301.60421251817496,302.01644753448437
52,300.88244197492185,300.1252721927108,299.62155349527035,300.23315253243595,303.72214281353587,302.1551581670638,301.7442949127133,302.4094335303463
53,300.8938629493351,299.71909330196945,298.987251385025,299.8924775782924,303.39595064826386,302.1552203099624,301.3811107240357,302.5039341912199
54,300.6605858510516,299.31727345478885,298.1612541444808,298.90146426411235,302.89301485195836,302.2151410471159,300.53816140670864,302.5001193258534
55,300.48854231005106,299.0205453942505,297.61142141325973,298.1083802210894,302.4266365882434,302.3621961590524,299.7816607685782,302.5727689923934
56,300.36115516479794,298.97343648008075,297.4971062519297,297.6643080967349,302.32283858555314,302.6180910765503,299.50107629234975,302.8189064432693
57,300.1442152516511,298.9658691027622,297.5416228508848,297.72819685374657,302.0505334947825,302.89667422837516,299.62456442058874,303.10737638442475
58,299.9126018310419,298.9442484702227,297.4943287428312,297.70389539347224,301.41420739927486,303.14268860268965,299.786499749736,303.29978922870964
59,299.7430375074951,298.87649521005227,297.5005325744703,297.7658402450793,300.74533812239576,303.3028450169458,299.87432921741356,303.23007660497103
60,299.866996825979,299.1034783363077,298.04093076452995,298.04677959927517,300.52587430359387,303.4705806452212,300.07883012570113,303.1553521096212
61,300.18567593387763,299.5757107011789,299.0430910293449,298.6883751225511,300.6290016802613,303.61667605304257,300.58228396574447,303.30245143269536
62,300.8243214194236,300.24978130571685,300.13899763217074,299.3160059961022,301.08373972984333,303.7847602459444,301.22808731838916,303.5778794294327
63,301.1286145351714,300.7417262587795,300.46869606912765,299.64358370473076,301.14001852218007,303.87285926836506,301.71322422804525,303.86631820808225
64,301.09249959517285,300.9640635999221,300.3577098108411,299.7296394851381,300.9245987131351,303.5392932515189,301.91975460704833,303.68058886957056
65,300.35946166018385,300.76562019976296,299.8539423379852,299.45346665485107,299.8427622664473,302.71886755008023,301.75096795488093,302.97237807179
66,299.5393331912785,300.32148466651586,299.3277670660173,298.98057704434865,298.5763222175232,301.5438676610741,301.33605836946276,301.7695601741685
67,298.85996109059164,299.8388549438561,298.89848919429284,298.52128901509417,297.8706304699651,300.61756984747166,300.7889195765987,300.68156894222966
68,298.48781901515156,299.5136247019803,298.7387126371965,298.3881045409223,297.7054695318189,300.23406343346693,300.35773315048067,299.9203738516488
69,297.99667904990207,299.21374166943474,298.7462719612874,298.4003685853291,297.8499261163654,299.7515467602944,300.191281141895,299.47986766525065
70,297.7819138984899,299.03180393575457,298.76845355299105,298.5770293954148,297.7353155311489,299.4114908152034,300.3166016534871,299.1403636364693
71,297.58743831946936,298.80318695583725,298.62185004261914,298.80762956003025,298.0491777996535,299.20237878262736,300.5753748121963,299.0583723003988
72,297.9254797799192,298.87855018953525,298.6685425337568,299.22708717863907,298.3358064528068,299.5878942752616,300.9050525522821,299.3275647612672
73,298.78905867933787,299.12005804626335,299.0982653611313,300.00612491228634,299.25018222041984,300.1514851567851,301.3161865655738,299.9638169203713
74,299.61692927944586,299.7038780056237,299.85532740723113,300.8195520036964,299.8584254860012,300.75489609995117,301.77574033012024,300.6319250252268
75,299.9905816578824,300.0848794478622,300.5745687239299,301.52656450637295,300.450370561737,301.3382200932848,302.09847375992877,301.1687876521164
76,299.462324020627,300.3124676926204,300.6732322766027,301.751114628278,300.46317433682793,301.56790908544383,302.0848950644217,301.1457618848711
77,298.709750228574,300.09923450356587,300.2615075307394,301.63849066420624,300.1372541125493,301.2898920665218,301.53062602340486,300.703454302184
