Experiment,piControl,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp370,ssp585
118,298.5780875392904,297.3312717446138,297.6688603830656,294.658074999608,301.8522274774281,300.49565384895647,298.9721621916035,297.64968802321226,300.98723543167506,301.16368779213997
119,298.9842232491399,297.4891007131741,298.0793755493257,295.17990973147363,302.31221021857897,301.1767324435236,299.45270444236013,297.8517361882657,301.498162290934,301.95394748400895
120,299.4401648315067,297.8386527217532,298.5259398289328,295.89516787569784,302.6828074239518,301.80896074440443,299.975194389735,298.44390871191655,301.91547352857134,302.46605584728263
121,299.8994088464121,298.50863692490134,299.02978832944723,297.0704857973332,302.9361402272231,302.4232387568163,300.4759432341182,299.4021577833029,302.2386308263199,302.9841958005559
122,300.2908446016524,298.9934648633998,299.4881581297476,298.11514296121055,303.1007436542332,302.9126931730611,300.98154227553533,300.24761133284136,302.5190998565884,303.41906485090914
123,300.3788577110915,299.1506388363352,299.607910336111,298.57004036334564,302.7790643067662,303.028984414115,301.20040162210483,300.5891715143677,302.41083389411943,303.67384609733443
124,300.2510536573795,298.7860560145342,299.3128216651853,298.4684864111841,301.8564665348312,302.7608777250223,301.207797023776,300.44913321914504,301.75588879746107,303.37743068280787
125,299.939929859973,298.0445560733942,298.6976753479236,298.054765724489,300.3723856208237,301.939314344564,300.78864192601736,300.06339312736867,300.43838144028877,302.41993938169963
126,299.41115403611246,296.93293360003275,298.0011599447415,297.6093299885652,298.7766843944657,300.84742197292456,299.9413208156157,299.49344133054586,298.92922087809507,301.0958923556425
127,298.84710409374037,295.80657134226345,297.31284453816824,297.22473853076536,297.724804553164,299.8901184040936,299.0434082986652,298.8373343952308,297.6095031696514,300.06863665843366
128,298.4244667103704,294.92244239788715,296.6901675697957,296.94101934196345,297.19334916375516,299.4291103537651,298.4684751826271,298.2462839234392,296.64211803339003,299.44597260003815
129,298.4728079764922,294.59114788956,296.3166131707173,296.9761525375541,297.2890347011107,299.45707560813497,298.48627944625986,298.0542912485631,296.18676352197366,299.46539431751677
130,298.899083832391,294.6363730944694,296.2236273809653,297.21418006970947,297.6712276448374,299.86496034729424,298.8868061899064,298.316569159796,296.421681820105,299.7699797843424
131,299.4823476202026,295.1231529807517,296.3735087045903,297.67849491841235,298.19673716911944,300.4123379161085,299.41066763480313,298.8716117734096,297.088105895752,300.29281058704174
132,299.9284348626967,295.91665219384225,296.7718686103289,298.2699709421691,298.88075578574393,300.920951007042,299.877148723748,299.51940338411214,297.9774595913575,300.6765130421042
133,300.1432042526631,297.06986042389605,297.5881154319836,299.0925091179779,299.8832010432217,301.45030410606955,300.41573706976743,300.30295341169705,298.93411735787345,300.9837944908175
134,300.17574894772565,298.08534687686483,298.3817501581096,299.74629775483754,300.6664794121461,301.81151709468105,300.7904383944486,300.9620397287005,299.7952818247231,301.3373397646778
135,300.09925919772576,298.4612348833332,298.6675402669967,299.96062601262,300.99570034950966,301.78149134120434,300.9119094880861,301.2969198673507,300.14790424096213,301.43855743931016
136,299.9757537646267,298.4047653604221,298.50650116120903,299.7415912367869,300.6619587771775,301.2228172310284,300.62641392066456,301.1451168048025,300.0683516878446,301.35001690290983
137,299.4846448670069,298.04299304070463,298.1084160640986,299.2611915713972,300.1895710758112,300.4331955538286,300.096054838426,300.7104216816843,299.62539037193864,300.9295493985
138,298.5802363610713,297.69905484312346,297.68641165026094,298.5683438560155,299.4138307696048,299.59840386601473,299.3606085363022,300.0837055779219,298.9510126861646,300.2560851789646
139,297.57344649705334,297.30527290132085,297.2219523391474,297.82363407063826,298.6032839288453,298.8697730404205,298.7894076926898,299.439796916313,298.17840328509175,299.50523671615537
140,296.7813962896775,296.91885117287376,296.93135895068394,297.20544366466174,297.9084980419525,298.351752797601,298.4598439437362,298.98649413373533,297.4787042836646,298.8802236372948
141,296.42390723160435,296.8744744622979,296.94592084120745,296.88036695094183,297.54759351074654,298.3422175875979,298.63081529420265,298.85499792906063,297.2154798108526,298.7188326873797
142,296.57336491415305,297.0703603517877,297.24561476317103,296.8664014056161,297.6116646075979,298.772008951841,299.09232277081946,299.1306342134564,297.4415662009938,299.00403471542467
143,297.0747934113646,297.5134052398517,297.6735917687006,297.0586401605101,297.90534387182635,299.2427141700087,299.7273401205213,299.5544406965446,297.9284336519747,299.50278305412553
144,297.8147965812968,297.94092141055444,298.3125291759898,297.4859588152695,298.6092619578497,299.8692204432778,300.3192062101432,300.09444735014455,298.6187083806708,300.0251048074354
145,298.6584323518817,298.61485058909966,299.0265133774571,298.29241050842944,299.5323269626991,300.5546493134488,300.70100387606743,300.7751694688659,299.4298337859277,300.63050483462877
146,299.40121136190766,299.1393509487411,299.7176932759108,299.1134690170311,300.4092809996596,301.26774347634614,300.9519380756495,301.36964652687493,300.2980718637219,300.9969328417777
147,299.83929463108365,299.37088372502666,299.92628200355307,299.58591631489986,300.76138191322474,301.4750188388323,300.93280646822035,301.6622074504321,300.9278227355478,301.1263364039094
148,299.82279150295705,299.21919160743613,299.9025499957662,299.56322386056496,300.74089417308136,301.4242612301395,300.84735120040733,301.57402470043303,301.1837450778993,300.96545363176216
149,299.49944418493897,298.8479485641053,299.53485362565124,299.24848980052417,300.36967194027943,301.05564577423746,300.6511016523177,301.12831368790836,301.11763232168147,300.68352215551863
150,298.9378912835402,298.28677878924947,299.0154761322296,298.8314903579945,299.8393035114155,300.3811151646554,300.3451632391678,300.6423443543054,300.8314292886135,300.3443726830555
151,298.3855102449753,297.7039138975737,298.42027972488216,298.4240431856795,299.38348142162886,299.6479479621026,300.10364166211554,300.21923236016215,300.750672722923,299.8542028206287
152,297.8589600250447,297.19197919321863,298.009468796474,298.1042884411243,299.14913195345844,299.2408441889667,300.0270486663099,300.0997443161676,300.79095913126247,299.5265885456184
153,297.6368471561111,296.9080900382266,297.93673752501144,298.0381779496833,299.26096539383656,299.42077754147266,300.33869721675177,300.27243754609634,301.0733132036332,299.54598610241686
154,297.74577728399044,296.8500267620337,298.09972675541025,298.29844249183043,299.6128925601301,299.9842062314513,300.8862470152109,300.78278816929435,301.4275049396113,300.0044071056165
155,298.1645625938697,297.0456684988788,298.4023599259267,298.75061501084133,300.08847159660803,300.5683268820276,301.45217898733875,301.31673228181353,301.7923351293787,300.5356113543857
156,298.6921075283195,297.54692542377717,298.75020405448896,299.26784457921895,300.6517310529179,301.0741222507265,301.8787661815488,301.77316665616786,302.16305542519814,301.0575586300113
157,299.2736462100865,298.384146268091,299.27767819218315,299.9341759891137,301.1821211255837,301.4828051431329,302.26001944162294,302.2453860268003,302.45444642870814,301.579461409792
158,299.6730125593918,299.25700225876295,299.64420765619695,300.4543275651293,301.58879616083345,301.8931596814207,302.57388965799936,302.6988647240404,302.76641978753554,302.1665915135274
159,299.7632683491451,299.74878336050034,299.6911087389413,300.5960038130556,301.6104008569641,302.2724496153105,302.5758757499488,302.8910747374821,302.5823411671823,302.48806732069784
160,299.51405430305584,299.8174380366636,299.3880341466103,300.2926414099672,301.3559009081412,302.5716030492351,302.0960254144275,302.7828642860795,301.95840638918565,302.53458717384893
161,299.05717100426864,299.41265357620506,298.9449317233202,299.70081276188387,300.7396960808965,302.5680342766155,301.2111583240367,302.3094482110574,300.7380762417409,302.0401653934487
162,298.504260371312,298.8212276607721,298.4709821531084,299.09866610566957,299.7727475851184,302.2413822726417,300.2436902116427,301.6798991477221,299.33500166363535,301.2149177722894
163,298.0782210752904,298.19850813147747,298.11357702973,298.4209420227574,298.65256024633345,301.9471114658582,299.57533992853905,301.02293135315324,298.1746451241129,300.33820562464433
164,297.88455909507735,297.7826724225111,297.8544233025491,297.79107595977194,297.7948092862525,301.85776302545787,299.2957847630876,300.59227113371526,297.2875241499558,299.66533156279985
165,297.96354167819794,297.6011661073058,297.7365146493127,297.4961577057573,297.69155332428676,302.1336005331943,299.4530362377944,300.5674779618067,297.08363852939107,299.458875794925
166,298.27486861066967,297.6888284780881,297.76702138945166,297.5328146424642,298.0718964214043,302.5802862632551,299.88215223025,300.8784644763769,297.1955077389967,299.62391921309995
167,298.6469108387432,297.9278895727769,297.91419275093745,297.8938775199582,298.6872221329499,303.0906722900663,300.4264827621273,301.27277973190786,297.7687461327087,300.02240409684083
168,299.06596008785226,298.28042008860626,298.29214695061484,298.2425268751996,299.2807141138848,303.436713091239,300.7902977325616,301.57191692147677,298.42736711175974,300.39574740587227
