Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585,ssp585
9,295.91948730556805,298.1448884719254,297.2503922442076,295.7893986355666,297.3624541525499,296.8521027366756,298.1256316896098,297.8033427187236,297.5717249970918,299.5310623975827,298.6216544490553,298.09268057123944,299.1162800624017,298.7174412727733,299.0600353618091,298.802836568513,299.2499596293889,298.78133772337986,297.92242272853974,299.0210964108044,298.7222113074527,299.9009403907007,299.27605402132485,299.38480721054856
10,296.16264001950634,298.69921223439434,297.73889662286655,296.24324851484704,297.8465590852906,297.5071232124628,298.31374238648635,298.4147017016323,298.04618647020675,300.347224516332,299.0621333671638,298.8748694728486,299.9869269882742,298.95193967812867,299.68640738401683,299.12280880067266,299.8687581072343,299.5475549358326,298.28501354481637,299.4274481821519,299.0926999339483,300.55337768117363,299.7974302528919,300.2414768409598
11,297.0266091661665,299.17069503979036,298.4808399672183,296.86531559240234,298.5873764383045,297.9809503385095,298.4543973716832,299.0954973335875,298.7752845688887,301.01056624487757,299.48615369525857,299.460746529966,300.7273429420145,299.35639915348173,300.2843017851779,299.68632820566296,300.6201406073131,300.2142721815185,298.5712385451945,299.8963244745558,299.78334477833727,301.0548855478456,300.32970686570417,301.0496192277032
12,297.86592245964033,299.374171061221,299.23650862916156,297.1383421688781,298.71288203413957,298.7050763042353,298.73538450615774,299.7307112117077,299.39845924748744,301.29438932434255,299.7325471955567,299.7455007987233,301.32779337701345,300.09432143921197,300.84540331852514,300.1156099211512,300.92288974381955,300.6705943623899,298.7032121748197,300.3662547270461,300.5196648975859,301.2122170506328,300.8389066924021,301.565359274273
13,298.8242572738015,300.03847688689933,300.1796952620834,297.58333106837193,298.7416497548804,299.1163125436892,299.09335535426607,300.2702762241192,300.016987760552,301.42688215227963,299.9828704121425,300.2895632827662,301.74616247716267,300.7730067981963,301.3276788825531,300.49984690559864,300.9797645717715,301.33353415653175,298.7130046530279,300.77716228689457,301.27773591033514,301.3349029024717,301.275959497483,301.7879988344868
14,299.47151556495197,300.8474789074689,300.98239864171484,298.1132645422149,299.08412903921413,300.01283422941225,300.0871215629191,301.0298903823694,300.6887843998331,301.70299639431,300.7463015729605,300.8624879701157,302.0029361415,301.0976267705646,301.7633828831543,301.04147587838344,301.3016218724865,301.92592437672744,299.5671332849726,301.28928681945064,301.79959291870006,301.6970879061959,301.74976202461085,301.7064916558161
15,300.15358069099346,301.3986663282946,301.4672164124867,298.6944652613061,299.79516253136603,300.24304597274346,300.74004845718633,301.2170557322898,301.2464105760421,302.08258953683423,301.6090357780775,301.4001686849886,301.7961513713495,300.8168643688863,301.84061198179273,301.157366755451,301.6617161844902,302.2381930299439,300.59708580481544,301.4295508550641,301.99948654842376,301.9709328783476,301.9096919025499,301.662566477219
16,300.0327913204687,301.2820165419985,301.0845386371357,298.89074508728623,299.72897820054794,300.3040397434263,300.4046468630538,301.0174524946628,301.34451189489397,301.8384759881604,301.825656880492,300.8093222193754,300.54032348047025,300.1204772985074,300.9734893007733,300.6747543542486,301.2999699096152,301.23200043206003,300.9454561632254,300.6942661015681,301.39910837802967,301.4384548038119,301.36175655322813,301.17375926876883
17,299.1172115959194,300.4341022726257,300.0984656131308,298.41092299550695,298.7348830832545,299.3081177075416,299.27047320445126,300.115571265901,301.01094721827525,300.92656256559786,301.133501223673,299.6987474480098,298.6310681935681,299.0583810680344,299.5426273339678,299.4681931267092,299.5650001199951,299.70186451999086,300.22612288732455,299.1937130162317,299.9261158346698,300.2230776552055,300.0997218956881,300.48119605106984
18,297.960397887688,299.4440148922726,299.02089224178167,297.82350689828735,297.2974489914676,298.42224541756974,298.09303711243206,299.38279311529794,300.43469264425147,299.59337772513027,300.30801962362534,298.4026659883604,296.79169742764907,298.025634611715,297.92478354176,298.2532596747799,297.5663796443093,298.2837586657176,299.1948691696062,297.5568931185569,298.2644252984357,298.7404758409446,298.5778506528329,299.2268375941281
19,297.480357897616,298.66938211634374,298.25917713617054,297.4270128942853,296.6115680400441,297.9852902310944,297.38865826234155,298.8817243156582,299.93240568080193,298.6033489500747,299.90147882731316,297.45092779846044,295.99693586998245,297.57755235397366,297.00144953507635,297.35181197780076,296.28548133735393,297.7550467098593,298.7868135661891,296.8314772165304,297.2785990024042,297.8509361994233,297.59005955276467,298.17808585626796
20,297.50762253812866,298.3615581826061,298.26278541083906,297.51698020580875,296.3617777810943,298.02820279232526,297.0755767574016,298.40189513436525,299.6683007674242,298.0355078658029,299.7051551344823,296.82934690020187,295.9659893219669,297.6958558542871,296.49876795983823,296.80250433975067,295.99065277551546,297.5473208237924,298.73246148778804,296.63678593956723,297.0880596856544,297.3266405733859,297.09492140022485,297.2787701871341
21,297.7972620498977,298.50321370815715,298.4598108696198,297.924379900933,296.42867160837574,298.52877492123366,297.11654311820257,298.33723088361336,299.52896588363046,298.1541781550106,300.06473298579095,296.6763008191455,296.1042492132373,298.07975694922396,296.61832520513167,296.95100703700774,296.1001237532126,297.533429356623,299.1484790828288,296.94487022951836,297.5427989677824,297.24199977380096,296.8050728209166,296.93370236021
22,298.2926501509796,298.9127699043424,298.9901347580507,298.439020554807,296.74565509021215,299.26011485386306,297.7349767110722,298.54033730710256,299.7002884377857,298.6625665150089,300.66163903476803,297.41254995463095,296.55985641016764,298.7227479215355,297.1057421052476,297.50673139723773,296.38303793366185,297.7689888519344,299.7727379649325,297.4088437126821,298.1323565525424,297.2945486731094,296.9937084841595,297.1924222578859
23,298.9232053180933,299.52994152804337,299.36315118710473,298.89853384297595,297.2406073550941,299.991588856255,298.41726966831743,299.2850907747505,300.09708488131565,299.55216622522704,301.4693462220954,298.50275338171645,296.9588502346346,299.36573300291053,297.4934953749843,298.41184902458684,296.8043607596678,297.9317062588301,300.4485330570816,297.56545515566216,298.87210058702277,297.5987557579793,297.411572713477,298.0974232789567
24,299.4958362464641,300.0683574814421,299.7200753490922,299.2639887371709,297.79328760251366,300.5528541115836,299.06853134442423,299.9280935306877,300.62566018048165,299.9904557578474,301.96485476382816,299.38760126918424,297.1271373148078,300.1133156684325,297.4836149317393,298.99525725511734,296.9386496947746,297.9659441595226,300.97494260953516,297.67178970480813,299.40163887460585,298.1244096120564,297.9595416886334,299.13323094742606
25,299.7782492431918,300.6629179385961,300.1337418493531,299.4862612681004,298.34846247608857,300.74678310020033,299.8166400798744,300.456900806573,301.0017580422944,300.83273911086457,302.30205176995094,299.90591683685864,297.54918203564813,300.6929653495102,297.74164459628616,299.9892891629059,297.3669572751186,298.39103598890256,301.5607055198807,297.98263305876526,299.9896031292356,298.78858603818463,298.0991580707039,300.24832151962306
26,300.33097323872096,300.99833398888205,300.70448184954324,299.8658779031826,299.2734122111807,300.9785264189963,300.6092699713287,301.0746188781016,301.1499571406879,301.4157251072819,302.4273361425849,300.4291265078141,298.12844447725706,301.3451672179092,298.6209102528431,300.81546963325354,298.18390384523985,299.3754960687507,302.13930002639137,298.9877481846751,300.42847974259604,299.26877976012065,298.55890368972206,300.99579829548594
27,300.3378456061122,301.0368382290044,300.5804446257556,300.0586820226076,299.5731527264118,300.91804397984964,300.89524375397775,300.91858194677997,301.00236443007645,301.61495858227204,302.343722567263,300.96936711128564,299.0138771213542,301.3753529676697,299.6362045391216,301.3480000913367,299.327562586959,300.0970180861684,302.32256040065073,299.7723336355087,300.7166576822271,299.6031310701801,299.37721324219643,301.23208196557624
28,299.4716730100161,299.909977061014,299.6960848470723,300.0933912921147,299.1638426699241,300.20108552087464,300.70795994397685,300.2838389522892,300.1741539161407,300.538255949654,301.4964892539324,300.7604256633209,299.100079378187,300.38861264383496,299.9727776557706,300.59623541448383,299.95275820293534,299.94143844704394,301.56176209678983,299.84329433730295,300.2485384794793,299.45537111305174,299.85009447947505,300.971655117137
29,297.714805876791,298.2950827798706,298.0525653790452,299.62744318841237,297.9896794288582,298.67865302690205,300.1428187049724,298.92931908463555,298.8927447524793,298.8815977160465,299.90050096275877,299.9314347095819,298.6726353579777,298.79669478025215,299.50421630537,299.1225962054016,299.56113552987085,298.9998934380365,300.0696782023471,299.1945911062541,299.41556542191245,298.88833595903725,299.5182797820769,300.2906050632536
30,296.4806516112723,296.63461499900677,296.7222414482298,299.09583333857194,297.1917284612261,297.1541937713352,299.766949891603,297.8509114137557,297.46419464552963,297.5127789890601,298.0547371498101,298.66771366069105,298.04359470469086,297.41686658737984,298.8870633810539,297.6181011759515,298.89999484500146,297.8447237293562,298.3924561040471,298.389727188192,298.4093165179638,298.05820270136763,298.6099482766844,299.3936963072002
31,295.96427623373876,295.97625682893295,295.8812242492733,298.5755576614029,297.03182006102764,296.2992978688242,299.5870211370177,297.46350079000325,297.0576178636013,296.8992522380268,296.79543011553136,297.82635948519624,297.6810952659254,297.0330893445418,298.5536364777143,296.9900627200432,298.365964379898,297.0287126223944,297.4620659829132,297.8616391855228,297.7315674237595,297.47255052465266,298.10193471548206,298.6421499574247
32,295.92942475898843,295.9353443241323,295.51981496811527,298.40479456731754,297.1732406754857,296.09009362864197,299.51525535180156,297.4032294704581,296.88174259785296,296.50211590663827,296.47957793472557,297.24652144326393,297.5759253070915,297.014397740029,298.69970919018493,297.11448990038656,298.4232999844475,296.84208128591723,296.8730899200023,297.8596144783874,297.37708839007837,297.3501151673575,297.9379728473003,298.3103083528795
33,295.9568156801986,296.0671924108227,295.41629254716014,298.72585368631803,297.40380314023355,296.26115662221247,299.65184363497997,297.8228427616602,297.0102323941146,296.62445679563103,296.6014547768564,296.99494584932006,297.6915686599083,297.3077588259751,299.01085224979255,297.5646793086687,298.74726095662527,297.20037542756586,296.83040448868474,298.39735767076263,297.5542808618911,297.6249230726966,298.0097922667856,298.7438123240841
34,296.3917195292504,296.2988117436476,295.56874911817323,299.24423825819537,297.9334929352218,296.7275913476726,300.1401433331086,298.3375050555814,297.14876893544164,297.23383642309295,297.22967837977063,297.28892782915653,298.10397978760574,297.7513374150742,299.5858509134891,298.14686317153036,299.28179164096065,297.8843115309747,297.03815414242143,299.49185054443814,298.2335409381738,298.333837970846,298.5100504425939,299.50792664869823
35,296.909944651839,296.7304903563291,295.84685726757226,299.80003131186,298.3941333730999,297.55020436733025,300.90289556765305,298.97373516494184,297.7939144374009,298.0059062925258,297.8091095308079,297.77281587788735,298.81509036063227,298.36902495957423,300.1123925323505,298.6317360653591,299.90958537279135,298.48333555880157,297.86448405341247,300.43955989041575,299.16873493271163,299.1698421325429,299.0717540128815,300.34732781371696
36,297.14210000761454,296.9342364681816,296.0179362950721,300.05610516688904,298.902926710437,298.14331961388706,301.6384994632543,299.2953507048098,298.3131870986219,298.6321206523033,298.5136229030884,298.3364421363883,299.5336644712574,298.8435179943039,300.54536670393105,299.18773498185345,300.4175850251896,298.9184542022015,298.62658833585084,301.0722752516668,299.5603819200551,299.7103033405753,299.47764033777827,300.73857952612025
37,297.3799054059704,297.7425384057006,296.4923969265704,300.5617105885615,299.3159446228899,298.8581529386703,302.09673459420765,299.7457379249335,299.10649595141746,298.5237303989733,299.1141832491826,298.8725327073175,300.11739677029834,299.26729898705975,301.03177105075525,300.17888896455844,301.15451386579343,299.62189570217714,299.60886334689303,301.37982437207035,300.11908899757833,300.4834259061709,300.0824472729769,301.2142841407138
38,298.0212161723684,298.58840810594427,297.11891294521365,300.871714399632,300.1140870901748,299.6149847996126,302.3790896764242,300.4766832687471,300.018841734719,298.95745230025136,299.70932345056445,299.55229174470514,300.88455688153203,300.22846549785544,301.6675138385163,301.2396494999088,301.85218116951154,300.26622445138946,300.59009469858535,301.9138591434278,300.71141860628535,301.172127240617,300.7511208647945,301.6284190515312
39,298.43707951417315,299.62132076630854,297.9021986685929,301.01154751290665,300.7099370734809,299.80538582127105,302.2548307447268,301.15980103477426,300.6793230101741,298.5721597018041,299.56243583614145,300.2686141369531,301.3751096426812,300.73007050039746,302.1860758608734,301.6501532234267,302.04683695109526,300.920108947532,301.0493146535277,302.24842528566415,300.9163781261823,301.6029760611689,301.2918293781775,301.90790868283426
40,298.406592626814,299.5138427624965,297.8378617641709,300.0087290816123,300.440425694485,299.4271250764225,301.1619650239096,301.18638242240485,300.5507126879855,298.5067586309477,299.0202383724408,300.75916951701254,301.2514492752278,300.8590494346388,301.9848248860477,301.3015030158576,301.2435031743334,300.77197250971153,300.8232819052089,302.0542015575441,300.20691803479025,300.80494145775737,300.7976685947156,301.2010927109109
41,297.5472086147367,298.85249143062015,297.1203493785895,298.38975973501203,299.31641212894596,298.4448733095242,299.27612917797745,300.47311811876693,299.6095059396951,297.64357327028796,298.03873600522826,300.5838002070669,300.4161199974101,299.81986414884165,300.8963297046458,300.5650535736285,299.798511843999,300.2831151508736,299.7419014392724,300.7718415936922,298.9273239802598,299.327848669363,299.78772203680086,300.00997751703056
42,296.9094035399202,298.1194739673596,296.1581142368937,296.89912780461094,298.16010472265424,297.7493652933162,297.5013266241023,299.50156666231305,298.74749951026973,297.2552920236138,297.1983797821843,300.10553877637,299.4398447039917,298.6698993298,299.54166318628177,299.861143113105,298.3672565935627,299.61974842693866,298.8884672574781,299.18960144514716,297.8790843728127,297.7591756265703,298.7270455347303,298.78087696972614
43,296.6994715353638,297.7137944761127,296.02762806942314,296.3080896246529,297.5378826936739,297.29359397195964,296.8575780773377,298.65391673728806,298.29200630936026,296.9386469465092,296.56531563687895,299.6745686315416,298.86685415127204,297.73307545322416,298.3304329340046,299.41118813975226,297.80522172953204,299.2665218252834,298.47796188304255,298.0545672822265,297.460638710268,297.0509165428903,298.187274942602,298.05688116456685
44,296.8890825249258,297.6187847203384,296.3922595686527,296.32080417823164,297.3619320584942,297.0527123050663,297.03532920322067,298.0709470029733,298.2829349465076,296.9698397797334,296.53373833728693,299.6252580371682,298.812882994335,297.0675079736695,297.71034512528945,299.05719171024015,297.6662145202411,299.0888341787986,298.5611813559901,297.7264771147425,297.3798640738121,297.04891834753386,297.89038070770545,297.82010853184573
45,297.1699630161472,297.6789297470511,297.05826165178445,296.1516841593004,297.41304798244323,297.106016602478,297.57590708761364,297.81215822857604,298.66624467323163,296.99199998154035,296.8141074442157,299.89314298935966,299.1228800006931,296.8552321879122,297.50488627186746,299.2139372078181,298.0632933047139,299.22508136327366,298.91670529189787,297.7511642427617,297.7536478098746,297.6789395045687,297.9375859780739,298.0392905304515
46,297.62507088614603,298.13703149107306,297.8268671486647,296.2479252229199,297.9582821084129,297.6106902302379,298.27841419900443,297.97005995296973,299.12080203055956,297.3503321596251,297.5873942910769,300.42611865642203,299.88660354977634,296.92188970646185,297.8105155344947,299.67941137421025,298.6465926322048,299.6196241739677,299.32937756918926,298.2216780120564,298.11672969794137,298.3712378757889,298.26291923265745,298.76448789167034
47,298.1047397250948,298.69086792825954,298.70235634614073,296.71214337057756,298.56495649227537,298.1566974893433,298.935874943287,298.55464328685656,299.71872045979984,297.83708053174286,298.3998622898159,301.0911675174764,300.5601683476964,297.45675022883603,298.32923275488474,300.37641564837395,299.15485626951266,300.0843624145214,299.95106039994147,298.7014911380436,298.7050879970373,298.8705369398148,298.7800866810521,299.3959128508157
48,298.58410214254974,299.3151754348112,299.55179719397535,296.88848973773054,299.0569354039645,298.80464893897965,299.3907030787966,298.96783856847804,300.45000159897637,298.132274284691,299.0078913682676,301.5812896214134,301.15649718260903,298.03077059452283,298.56199913940173,301.15031602448687,299.32570098121255,300.4822792599364,300.03652404369456,299.0552476032744,298.85286888439236,298.99819996234913,298.8813899063359,299.6537006924798
49,299.14013199364126,300.1247234010279,300.1897388245604,297.32571052126156,299.5569269540675,299.2208750375701,299.5113686921118,299.7462889561501,301.1583926646693,298.3412254970329,299.21683342017513,302.02766115445087,301.56437922360925,298.4856948188138,298.4009290738162,301.7775924695822,299.49886733817357,300.69503338848966,300.3407978523515,299.6441456906708,299.4932873384661,299.27387591797134,299.56738986572236,300.2767065897281
50,299.95855003610416,300.887915637695,300.66616717483424,297.63457652077864,300.1589561210938,299.42071634279677,299.88029249910693,300.644252386207,301.76783010263273,298.6383584311745,299.89349265736826,302.3456169403743,301.98347978212854,299.12672632846085,298.1830588883259,301.89837677533455,300.10609323603245,301.0084134403756,300.81468453651877,300.2454539881229,300.1318186851368,300.08697407792624,300.29116386698814,301.0671630534395
51,300.78520577980356,301.18812097628944,300.9927605940673,298.05691201951277,300.69605762931945,299.21413256877133,300.18441327409295,301.2313561134304,302.0938809040248,299.12206808605754,300.6206035067083,302.49545794138845,302.02855562196015,299.7885444577987,298.0135196990279,301.6064462129687,300.9258841769431,300.8141432332361,301.51009759422,301.23777705210153,300.7887936196403,300.5369252941386,300.72809548777917,301.5317939087533
52,300.988976838219,300.1898346699393,300.9059911477008,297.82976123984986,300.4795522165273,298.4695353049597,300.240453053661,300.5919622636747,301.8431482775246,299.0894583594389,301.0710645468955,301.6413544948302,301.1283571063199,300.0543745076988,297.8463213113293,300.60374414431914,300.8360143200502,300.065106095025,301.526289800127,301.09842599550444,300.51885136515597,300.3159424714732,300.017960007559,300.87612783138167
53,300.32513631294836,298.60677472340853,300.27038012170647,297.26603578552954,299.3557881272302,297.6920366134814,299.547193355384,299.00275316974745,300.92053910141584,298.55773660978076,300.3708511556403,299.95396554747487,299.4857450796405,299.348913719148,297.2905662426395,299.08910058829366,299.8608115737131,298.7869770309832,300.6091589495043,300.1714621268668,299.44718324793445,299.3916955205736,298.6835670749963,299.479963870104
54,299.3997899980888,297.01790917012323,299.4532725286719,296.8885405172411,297.99234063676835,296.9164992275633,298.6157115650863,297.5053250948134,299.61804709303163,297.9646374288862,299.4502397233769,297.92246748831553,297.84242335180033,298.3780220547269,296.7700861327066,297.4381668009759,298.61231454608605,297.4364859872232,299.22727698705734,298.70032804060884,298.26404150760885,298.5658073201061,297.6330441604289,298.1437448191715
55,298.78970869983124,296.3012129800977,299.07837173793246,296.7029650081187,297.01537816764943,296.3904105723727,297.9181922487783,296.85832666187605,298.81147993721476,297.6539790672279,298.93385067332935,296.74701443987556,296.9959964153091,297.9024475636224,296.5897719772992,296.5043422832362,298.15261521428096,296.6665234494923,298.07382198791237,297.66906516197156,297.4711348356222,298.10081542335985,296.8699227866535,297.4636728684606
56,298.74601652904323,295.9496656725766,299.10401744129007,296.81670410913074,296.68726362565735,296.0535163330603,297.7400844780911,296.60680931192275,298.25212455465453,297.72146595362295,298.946615295886,296.190581416472,297.22101915260475,298.1775773636586,296.87180022385206,296.37544575900125,298.28362784953566,296.4595457931828,297.36759622218887,297.21797718689027,297.18010542940414,297.85953589590264,296.63630299496464,297.32289844889925
57,299.1530995828908,295.7681837419628,299.5553342762015,297.28166759203776,296.7537312447732,296.12504559070027,297.92239758152647,296.8225839443899,298.0028052999632,298.05176207340327,299.3961883678525,296.2866987061801,297.7423272708056,298.9223738449178,297.389466341228,296.6598480779457,298.84580510330903,296.68549832468653,297.5051636440167,297.15550579607043,297.42219040868684,297.7087004406124,296.7661469729249,297.52740372025477
58,299.7525967749669,295.96546780881863,300.25054623068564,297.9524425758853,297.1655571894094,296.72483705558074,298.4405064716827,297.0630551591565,297.9946411202923,298.5967626554698,300.0029914316537,296.61385231366904,298.5443582754592,299.8931552346624,298.07201697120286,297.3291507497766,299.54656976507255,297.3331844769705,298.0320775668483,297.2967211557073,298.1960047467724,297.96310108609856,297.2457491041995,297.8013061658105
59,300.2600579577828,296.3424300459812,300.93120720822975,298.71671808625933,297.9534633348623,297.5357074182978,298.963609295333,297.5495673099728,298.2194771975933,299.1472125386444,300.61309502909245,297.6512916983807,299.24207318956,300.649569256652,298.6512172567065,297.9484628072912,300.23476218262687,298.03860123035344,298.52677818917533,297.73899295455413,298.6511588249188,298.29296630164254,297.7550021117836,298.2508595402053
60,300.6906350744565,296.73744208232506,301.33697865630074,299.41091023204115,298.59702821644686,298.02338462504116,299.1777925696353,297.67534359126165,298.2505127440057,299.63636309821476,301.1876815745481,298.3532528547564,300.06633733275413,301.0570374008485,299.1451295698993,298.62264951753735,300.54160583537424,298.63416944241504,298.72183885965916,298.0942365622647,298.7265189398102,299.0850291937208,298.0797667325071,298.74016421800104
61,301.16240725829,297.5349556637818,301.4160153412796,300.16515434235015,299.2368457263007,298.53267038882825,299.34311397584423,298.38467542163784,298.2508243940811,300.46599020387094,301.73561724961775,298.74362950324866,300.803470096635,301.37320742292286,299.86158474803165,299.4374383015829,300.53000056937327,299.0617332923014,299.04561677486237,299.08264618545246,298.73624043332137,299.9493081842073,298.64300490135196,299.491276028004
62,301.601103273005,298.3251651141102,301.42770651605764,300.73654714161256,299.97726347945286,299.0146067464418,300.2021110810569,298.76806818036306,298.748034090559,301.3350684125221,301.9366601050922,299.0834484447734,301.3496918090471,301.7109433770427,300.6452452971973,300.5398791217059,300.7420066557402,299.51879788704974,299.97093441303645,300.25332960057665,299.51852526668523,300.9039346543777,299.6219625828848,300.25398597554823
63,301.57758950078147,298.6897513402509,301.3393416097614,301.11666261946743,300.4142314509715,299.64743016228886,300.84441570185794,298.82417342866074,299.20053964728197,301.9212220122385,302.104145636712,299.3122104044365,301.49743356708524,302.17671237579333,301.20208777258085,301.114189096001,300.7025459965362,300.05604671009513,300.24578319142967,300.9635179612975,300.15603443484065,301.0734370452289,300.7032947133223,300.7387868224118
64,300.4769902767691,298.3581838194052,300.37645495377456,300.9084900529862,300.27811137379166,299.3108942779908,301.16981000449755,298.0598700466213,299.1067617137799,301.3913923273229,301.21865867455136,299.3357315777414,300.9089549988694,301.7781488340982,300.80929127077314,300.2936338657706,300.40042794050953,300.0542464312202,299.6560310373483,300.46073509020226,300.05764951970934,300.39697210048877,301.27868403182964,300.6733884055764
65,298.8287420254942,297.5159607456033,299.03212918713643,300.16739503821356,299.36417361251614,298.379180460031,300.2763587236521,297.0974201732819,298.15777680774517,300.3753989620871,299.83196410298825,298.49947585177955,299.7807969933105,300.4428618160836,299.81150840468825,298.98416151716725,299.31302122053086,299.50305226690455,298.25017904169016,299.32131877248065,298.983109451422,299.24369669919867,300.8674914424352,300.1446691477879
66,297.0725258991192,296.84536411987125,297.62995689028486,299.22138095604066,298.64880424099147,297.0218955663172,299.4731324813195,296.55597699747136,297.249764015219,299.4009070199854,298.1597163798647,297.7570825939622,298.73085372677525,298.79132365637855,298.7130534944229,297.7519850211738,298.4370460710995,298.682468790147,297.2429284045497,298.62338911115853,298.151734923687,298.3211510051954,300.11657427305346,299.66320825467994
67,296.1452701572883,296.4321718798018,297.0180739467955,298.57840220514566,298.424048176535,296.4427519952585,298.82407475862084,296.1814529605463,296.92947008167374,299.0820101407913,297.226641753142,297.40056903406025,298.26728224429604,297.89751800863087,298.12091410300974,297.4228960400419,297.8860116283999,298.1931494932045,296.8513468976965,298.4342733167808,297.7354477539961,297.938692393007,299.4245592352161,299.18735873588656
68,295.94282571469785,296.3916943684439,297.09715642213183,298.353949898739,298.53571510478054,296.38050488570343,298.6609179480733,296.2143714798355,297.0212040664844,298.9492118320749,296.8217453629621,297.5053035528483,297.9586461580853,297.8200624567675,297.9713478760671,297.4278650547338,297.857141922685,297.9945750338343,296.96550902796275,298.5160466484493,297.80377281348643,297.82266834761907,299.18219365149633,299.075230833896
69,296.0348301589552,296.80567338330206,297.0182380846747,298.591811200768,298.70454112337444,296.71128039749084,299.23565979796075,296.5573893156117,297.4792662840189,299.08769653990976,296.6287224254395,297.8214259468261,297.85771889413655,298.1205537065019,298.24690530278696,297.7578067756958,298.1693496938562,298.29761032319504,297.428229299082,298.7223154272322,297.99712966149167,297.96989311063663,299.40986839098935,299.15937689386647
