Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
17,299.50819803065855,300.37682157024716,298.4672482177616,299.0868819990288,298.5491341640174,299.4297855258363,298.59416085338074,299.0432550097116,298.6766823647559,299.05645076787397,298.6256301771953,298.76213788108447,300.9127147482737,299.92333297007946,298.7309217288225,299.59108366918446,300.07779773850103,299.28570582134165,299.4156806332901,300.5378236304743,298.69370864750715,300.2588556561556,301.52066710666514
18,299.0259921696928,300.3583494399092,297.8909847422501,298.545909264886,297.9587215668983,297.92841136486487,297.7957958884869,298.5144347928145,298.07989139983596,298.20700104485053,298.067582491786,297.9662568953008,300.56106416741846,299.4059822723323,298.20852216991767,298.9834173250672,299.5055465770738,298.72529446157694,298.73352809748036,300.2120281986678,298.10432429929983,299.7904597025367,301.4308324497395
19,298.5914391574576,300.3110333682689,297.36759149385784,297.89518253875855,297.37998264039555,297.1702794445769,297.0130900491008,297.9908165298562,297.5051409222745,297.424444699814,297.5542030607605,297.31832313623994,300.1242195997723,298.92395684706656,297.7044001385598,298.3227690589491,298.816944324571,298.18665436466017,298.0090252661884,299.84087581312565,297.5248018192162,299.07733346788456,301.2821928152633
20,298.28809781837816,300.3538147197311,296.97934591063904,297.2761471866613,296.8358236737839,296.6394417109454,296.456892846445,297.56605665662295,297.07979133635774,296.83710622010886,297.15893156099463,296.8514791648095,299.8993558897037,298.48331977459634,297.37791110996386,297.85578843270474,298.2637159944896,297.69441477021365,297.37103323311726,299.5064296960905,297.1561564755967,298.4406634126905,301.11536022737397
21,298.1579510869504,300.48693975518773,296.8444713100475,297.04945749596885,296.675134566531,296.53282319074196,296.2106498212066,297.3041743079802,296.94693901885927,296.66730588296946,297.0214730723546,296.7167919656477,299.82355260822425,298.30096165292474,297.4178958567673,297.71100043449405,298.02372308856616,297.5886342202328,297.2211110439561,299.1923943838655,297.0298935842232,298.18124721486623,300.9984367547764
22,297.9535327361121,300.7532720604576,296.8227123110618,296.9539132328138,296.65050962132494,296.3659549307651,296.28352673433795,297.07423731577404,296.77085911279636,296.52356710670637,296.9045874455971,296.8374700568792,299.82844310093896,298.0654109159811,297.51420571801367,297.852992844197,298.0372111781982,297.6290612634206,297.41770729340874,299.0098130338714,297.15554369627466,298.09980571979196,301.03303019175456
23,297.79546860267914,301.0418924905127,297.1939889275481,296.9640594799813,297.0716856727871,296.3980950925339,296.62979591390234,297.0598935894022,296.94357837331216,296.7557212326349,297.1081873815347,297.16967754856165,299.83224085888634,298.3020781259126,297.86774020105986,298.28273300127125,298.13282104316437,298.07332960194213,297.8416652618826,299.008831293278,297.57033194812834,298.2553851176223,301.2564582281438
24,297.93334986933974,301.29912770782147,297.7421479621937,297.23310331441576,297.5651114895979,296.6001782971454,297.2639487383424,297.468782413073,297.353822597023,297.1357805949736,297.60442157435216,297.63467429212136,299.93484261141793,298.8033837316081,298.4778136619786,298.78314074786135,298.42491844317146,298.6087888262585,298.5533073307694,299.47809841601264,298.177098860796,298.84291808136146,301.6234626803048
25,298.4392774812568,301.6980515378549,298.3697341248328,297.67338991185494,298.1930818265609,297.053530048762,297.95215558384814,298.0528029389846,298.13538761763385,297.75430337622805,298.3394771662302,298.2378966639073,300.41828700992073,299.58360035125355,299.36213347307876,299.385089196717,298.8281139041018,299.3952301614341,299.06456050468256,300.1841665227002,298.9236450062554,299.62020281076934,302.10849996488963
26,299.08421250450687,301.99149712978897,298.95305281114526,298.31236841861187,298.77068322864307,297.8509483941084,298.6531968495413,298.74003365883715,298.8753160550957,298.5018422413412,298.9571401515009,298.766018760254,301.0895839091468,300.21693768810906,300.1525446806166,299.9925427265173,299.3754799411848,300.0191411373357,299.74275692340774,300.84934395102005,299.6629214614975,300.33788233157463,302.51385248523826
27,299.41706526862595,302.149677649891,299.14860334270253,298.5794402010449,299.18635541918593,298.0803734857027,299.0598339241126,299.09270062146976,299.29055291723967,298.74143089445937,299.2864021567684,299.1344887678679,301.6885036133022,300.6648416917326,300.5212381255306,300.53679851323653,299.78645438748293,300.3854750574687,299.9936528500846,301.1881970907539,300.10678440864865,300.6367105930621,302.73745628011216
28,299.41931435328,301.5226072206669,299.08672120244324,298.72657396237224,299.43738892455036,297.94536204420615,299.22116272687776,299.28271888564655,299.40179530809337,298.72198227480044,299.3258756847829,299.21651125071577,301.9898091972271,300.989247766395,300.7033170551438,300.82995908666,300.0872116823054,300.5266729757804,300.27098578812996,301.3792525954513,300.2092461383627,300.85691467786154,302.46894294067215
29,299.03382475892516,300.36982234323807,298.5163188587194,298.3786162143186,299.2410851515569,297.2845284312303,298.8867375375432,299.0573924235548,299.2040802292701,298.03046945366674,298.88575476215715,298.9664387541168,301.78960081517926,301.0625129030618,300.646409327642,300.820350485137,300.0913614045393,300.3630052403021,300.04510843578714,301.38323844259634,299.6825827677856,300.7510950104192,301.5324751995161
30,298.50236092491406,299.0369767341526,297.6376969566416,297.71214462154836,298.8581101790619,296.7630463654202,298.2924570419919,298.60548778665367,298.7704435324956,297.3060660936448,298.18695026029053,298.4222623425651,301.2608795724304,300.97083041837004,300.527028614141,300.6230880364871,299.71453549471704,300.0095109703955,299.570623013879,301.11139754919026,299.0393646766466,300.34307488800385,300.24225569204316
31,297.95694280201724,298.0744044093504,296.8692494553411,296.8968061836254,298.3153876264699,296.46242445238823,297.59225719649334,298.0885832451218,298.2525135273675,296.7295145572135,297.62510315399885,297.6334724179533,300.8417882056439,300.88421197261664,300.41659929619215,300.3711387685724,299.1222683414698,299.5816397931491,299.09761153575295,300.6909766204547,298.34911342412664,299.6931086159401,299.07900292578313
32,297.52109042326424,297.4583605569824,296.3174657886323,296.30806042994254,297.9215099372837,296.32229378283677,297.0524775516928,297.50984652935057,297.7012484694619,296.22984422343035,297.13192947087106,297.010312264644,300.5330983353487,300.89015025235796,300.3134745567277,300.17490015568774,298.6190297394979,299.2098239374797,298.8186298121114,300.1270690897982,297.7805935433458,299.0573045801914,298.35408294964725
33,297.18818697100124,296.9768753943029,296.2189775593784,296.0644970593932,297.5931440109269,296.3558091951645,296.7217498309683,297.2075409776025,297.42050482233054,296.06392778082613,296.89112901508753,296.6267222588876,300.4759393765451,300.96266509203315,300.37119519555796,300.18220872535494,298.3937797150059,299.1306875481817,298.66180200725415,299.7024889633708,297.51208639482667,298.565424091853,297.86801284338657
34,296.93583495120293,296.6943755079939,296.16361764863615,296.20320466832476,297.43109627034283,296.4156286789675,296.62662609192535,297.02870633403626,297.24226093461806,296.08069082995434,296.70107768049775,296.7128124957965,300.4266254574206,301.094899159406,300.58904517156776,300.3283924474013,298.3534587194434,299.23157090435336,298.49376923953076,299.3756897650604,297.41409314366905,298.3743719873522,297.44819195790205
35,296.95552856436126,296.67531094398595,296.4997049854985,296.50602875010895,297.4136566071604,296.682037299078,296.7364909858649,297.3338929274974,297.22364708666726,296.4297951016438,297.0032298629385,297.0424674730978,300.40280031970923,301.22959682209347,300.8705304263022,300.4599430161274,298.38018921594676,299.48785656172356,298.5119631717085,299.0730266417383,297.5522895301449,298.4499183992698,297.4147189496744
36,297.31728873453767,296.8923873571551,296.95364104621217,297.2767305543284,297.6592453524133,297.0542634309338,297.17278954451785,297.70466195273997,297.3560678221861,297.0787741461525,297.4653259979034,297.59216622650075,300.5284420618374,301.5068948466044,301.18278634400036,300.5981296052087,298.70710376061226,299.7634633504312,298.8357683211582,298.9089115244304,297.94872263950657,298.7868913859907,297.56241623329663
37,297.8921238753181,297.3273422540251,297.5776651669358,298.17481518319136,298.29410487934484,297.54817747066755,297.8031807218209,298.4248317601898,297.7192944806185,297.7799136183888,298.0893338060616,298.5121390908003,300.6683451530571,301.77828669573006,301.51400156751504,300.82472572500575,299.2822347220445,300.1511524087221,299.5815002082788,299.1545332558979,298.709005686661,299.44613906022937,298.17050306691965
38,298.52928034671777,297.7265845903465,298.1929039543782,299.100671816636,298.94666549254924,298.1349276244659,298.5787848927993,298.94374838357567,298.1798948588375,298.47441555889804,298.73082154470336,299.4095414325481,300.7633951705761,301.8344447907973,301.9860836673012,301.2618361954344,299.92657240585703,300.5903308849344,300.3894956290058,299.42683859100015,299.7094261050763,300.25833190413886,298.5394574556437
39,298.9185856776018,297.86026543339295,298.59139502320204,299.3908758047044,299.3660924309633,298.4101687749608,299.03269862664746,299.2911276504166,298.3691333967661,298.59825785255447,299.17207966008027,300.02439482827776,300.5618883218927,301.479187481447,302.34774925188094,301.59572536811237,300.2770965372844,300.91386941854154,301.0096720073948,299.58207210327936,300.2136380724833,300.71034434880653,298.49768287007186
40,299.13594158785185,297.7521011552431,298.92470626387853,299.3838391584423,299.3970477479793,298.49677013099773,299.24501475032645,299.4270974784193,298.3331695349405,298.473476189688,299.409874637515,300.164741670373,300.0294266207606,300.60529961227894,302.4931040513574,301.76026192339015,300.4526734834835,300.99967623015874,301.39900480022004,299.19463864905515,300.3605981161957,300.8889720078245,298.0667017215783
41,298.88122274418413,297.335734148595,298.78173662030605,299.09746410651593,298.9045592588443,298.12511664488585,298.8977377053788,299.423175939741,297.92207115259276,297.8273240362009,299.08844062955126,300.03133244125803,299.08503041005866,299.3745677435682,302.05605822987627,301.4581900317722,300.2111473419296,300.47903477100937,301.546798443588,298.6299146562387,299.93569604662616,300.6160852011513,297.2358195067799
42,298.39656973789863,296.7708023257684,298.4617739178396,298.5891846755782,298.14022543766004,297.52456977016953,298.1386219778479,299.113507413474,297.24415505509756,297.0922633264418,298.5649687621405,299.7262522056603,298.0183754103002,298.04528152548636,300.9411507922386,300.67829747263346,299.672844123193,299.5877135520214,301.6391134461557,297.6189906967436,299.35024960457287,300.09489272074467,296.46020377737796
43,297.8186169415264,296.44992726407617,298.0593344401985,298.0649672497282,297.3962373445573,296.9719828635129,297.38406727764226,298.576755472784,296.54428229521216,296.5023796280872,298.02344173225174,299.3414514499222,297.2067827718511,297.3501727065762,299.8340435772646,299.65926997489254,298.9587711760856,298.47374724862726,301.71007923063456,296.7927655779437,298.76404790479023,299.4130644826367,296.0185821573721
44,297.48329805188064,296.1180700561047,297.80669582001974,297.5717969501823,296.8615286881586,296.45082561318196,296.832653199443,298.1025946473176,296.12004641829077,296.3305980337218,297.749238118788,298.9571718579661,296.8002209103351,297.06317635307613,298.8824152184731,298.8324994664146,298.42688048764046,297.88205348676,301.8306772722536,296.2457721760945,298.3679555993254,298.72592238645433,296.0547749152974
45,297.3729396934362,296.26328867123374,297.7705277563043,297.3040508182966,296.67059000053837,296.3288287623289,296.66080893845236,297.93012472403757,296.1466804626386,296.4603750495938,297.6406814667868,298.8535157940541,296.7316896624969,297.05139568982617,298.43018768801653,298.51957605980755,298.20885581494036,297.6698885712896,302.1148889007813,296.2970133772514,298.0924165049145,298.4444077500578,296.2598818274335
46,297.5192443152932,296.4904124719237,297.836304554357,297.25590087678154,296.59745972256974,296.2767345898819,296.76277696498045,297.82371308267824,296.5109734760757,296.5271279702976,297.6390169889744,299.00023994021194,296.7650800151743,297.01934868447347,298.09413363237684,298.32015765143245,298.1867085672905,297.6765602724715,302.4741694281941,296.6241804715812,298.1558431003793,298.2414767501629,296.3161166202953
47,297.8331235130391,296.97908629042865,298.06511511936725,297.4823244692761,296.78392152642294,296.62419168553487,297.13123828777026,297.7541653235338,296.92671374709033,296.78484596224376,297.73492955056116,299.317805244339,297.10159234768565,297.1145040602407,298.1735637305295,298.1792651038698,298.37258909501526,297.6815747089549,302.8000313385469,297.1789164990974,298.3262878246738,298.4458633340674,296.63544307543907
48,298.35362909774744,297.44997686499545,298.43030301691505,297.9117767735033,297.26544151206417,297.26258035492464,297.7661537626191,297.82947416682146,297.5937428105355,297.35077429701516,298.1372094337975,299.7749354076523,297.59517715249837,297.51154359639935,298.35373793888215,298.0725047282699,298.8135748894061,297.82716428632745,302.99839895819053,297.89836268894175,298.8327187031485,298.66255323393653,297.18253112524843
49,299.1198409447429,297.8346463189267,299.10484000435196,298.4624866785268,297.89966037015677,298.0444563215273,298.43967998975376,298.27362222066967,298.30180452077326,298.0922326254649,298.6715503109641,300.3393069826658,298.2428102714418,298.0270667952985,298.8248113150804,298.4381744039228,299.4532167403305,298.3974862581147,303.1442968570218,298.6876774674804,299.3463319565524,299.3644467330739,297.88961821321914
50,299.8826945460998,298.3394245861069,299.83907952158,299.00684073768366,298.4560039705932,298.86513390130744,299.0194782852627,298.7602027749826,299.13511421701173,298.699715468558,299.3278414011385,301.03830800814563,298.9581637279337,298.82516152556974,299.1995829056161,298.8557802251689,300.0573870166549,299.08275159178737,303.2404157482246,299.5227748792327,300.08729099775405,299.78369295274615,298.31388097885156
51,300.45196709767566,298.5877702775174,300.41032427098077,299.37013810570534,298.533527669282,299.16651723099545,299.2909371087106,298.9843884280553,299.41524061594106,298.9538242682867,299.8233431452657,301.5488518646262,299.3516536185108,298.92825572876353,299.3389662680099,298.9225405686352,300.351257560295,299.3448013125722,303.12707997137636,299.79039689704786,300.45936921926045,300.11148578716785,298.60156760463246
52,300.75324416097766,298.69179433988137,300.6726423151985,299.521943750393,298.4423383564274,299.3147993665307,299.3816731384793,299.02228706017036,299.44174600556266,299.0837121459201,300.158817887248,301.9271291024583,299.4860651849447,298.74012549383764,299.1141609923186,298.53753655167947,300.530558542935,299.27561910303007,302.5693161722893,299.7834408044157,300.6315309736282,299.9084157791726,298.74632067322153
53,300.8365091017395,298.3414825404005,300.7099124657559,299.1337576660314,297.9138542056476,298.91307060194566,299.20957020788904,298.76946587180834,299.0660499112283,298.89955571596187,300.11255264144194,302.0145762842349,299.16238022837905,298.0327828961768,298.46504191114053,297.7002379606395,300.55809033875397,298.64041484502513,301.52235299455475,299.3028425802008,300.26116136562706,299.34280015880836,298.6525070126365
54,300.92468397604364,297.6382444967269,300.7467062111766,298.29926244152415,297.2328753047621,298.3268656272417,298.7292794077221,298.3088830634851,298.4763000716026,298.46821297287954,299.72243328581095,302.01884620151435,298.6079201291233,297.3181595665573,297.64237327276754,296.91316040545024,300.32186966220587,297.985323806371,300.23333400243905,298.7593363688804,299.7462943103112,298.36709210970895,298.2954202117489
55,301.09215183703196,297.0181251628185,300.84618855783015,297.5208181035147,296.4257206160785,297.7372218261314,298.1504998065969,297.6592765659415,297.8155191439634,297.9697732318022,299.2767527554507,301.92697449651837,298.14305093996455,296.8069011379555,296.9498628371247,296.3998621433049,299.9623085306269,297.5444736287568,299.2078965305001,298.1767158311616,299.2702372068913,297.6212926678059,297.8594046612497
56,301.2285432366238,296.6212457253541,301.0747233211515,296.9013231386339,296.06910412809583,297.25994467118056,297.594500900352,297.1533006293276,297.2883466095083,297.5255629431584,298.85499155028515,301.9946233101302,297.712335504712,296.54565235042384,296.57104873808424,296.1853989893475,299.62589107841063,297.38489403270836,298.5231630548678,297.5092056789723,299.0700760929842,297.04262523608026,297.4772362988517
57,301.364986866991,296.5408950069198,301.3342688102195,296.8148671877352,295.8391885350965,297.0766511779845,297.3418612257229,296.8269463642503,296.95153619803966,297.2780183089585,298.5111360870427,302.1912385522391,297.52228196073594,296.484823699177,296.6205777994644,296.35179331638267,299.42608271639375,297.35511381066647,298.15393534131414,297.2811046326399,299.03333926066216,296.88425035136,297.3548846421111
58,301.4653790302431,296.5159790336016,301.6384004932866,296.7961561071484,295.8299465209773,296.88496223465717,297.2026186161061,296.92563521260314,296.8094302771928,297.2031673422285,298.27250276393306,302.468991047453,297.4463492867906,296.68181558501146,296.663819447865,296.6208729183841,299.35118188611847,297.3281853381865,297.844172800975,297.1843937239401,299.1263567758496,296.9025296373436,297.2627422921203
59,301.6505237252127,296.63185116168864,301.87757143304475,297.2432993995594,296.13057925871436,297.0242391547767,297.36295682624024,297.22455677308216,296.84728690159386,297.3852932633008,298.1833359886359,302.67089393314,297.6523022757516,297.0517247812009,296.9424680958881,297.3439168786576,299.36132743521824,297.6274778343481,297.66285067420296,297.475322949043,299.39807923154035,297.2172602564524,297.67590244697186
60,301.86590230049467,296.9736972548247,302.04697784217154,297.80159077596926,296.8166441598317,297.36310185298584,297.7958554693961,297.80599021956067,297.5044328949857,297.76651878448484,298.5559822726205,302.832112378194,298.19882185401644,297.8354698983802,297.4418239801994,298.098959559721,299.82233154336774,298.2990184385022,297.97895584722136,297.83054787113537,299.82371607094103,297.9927287675194,298.0069278854508
61,302.11528028466483,297.4175102249172,302.2473485170353,298.4656521028712,297.6328847931418,298.17073552103983,298.6015533339444,298.4171490242016,298.26046038013,298.51099056540426,299.0226794325621,302.9603590350259,299.0914039412603,298.4411358471705,298.1480665670804,299.0197055528001,300.4501282482068,298.97826829034375,298.6892194323514,298.6321053394931,300.52267740061404,298.6605682148059,298.69704778443395
62,302.33727717972374,297.96716457671965,302.3436396109837,299.2119637591758,298.2257359489065,298.9325121519822,299.2705226110658,299.0714113914755,299.0342813650292,299.1591277403393,299.520618630746,302.945967301753,299.8054281679772,299.0933141991075,298.71276631125795,299.8173281753471,301.2437956480771,299.7729455992275,299.33019180905336,299.63134674552356,301.1194382187227,299.3809800535342,299.22525375310084
63,302.36600073196,298.3264335484912,302.1501724568779,299.6770884877913,298.51570404879504,299.3930313876849,299.57047806807924,299.4433830664537,299.24068888413206,299.5423848716137,299.6905675280519,302.7014140616633,300.2716371132676,299.5003894783359,298.86016979188815,300.26343329746936,301.8287206572613,300.2469505915746,299.1377778916695,300.1742888133144,301.6859152624593,299.6284155714841,299.7334838999689
64,301.8612605711785,298.5399674842079,301.25363562458875,299.9414057675942,298.63758759902026,299.5522419185612,299.433051765666,299.5509766345894,299.3687158758212,299.5569728560313,299.8837305889519,301.84977220795696,300.33709183199846,299.70220397004294,298.8270891619392,300.3468515684535,302.30839374008445,300.5547189328483,298.53776635308793,300.2457013802693,301.8649682071364,299.8103655619472,299.8959851927454
65,300.66395215423137,298.32971225451985,299.9665096292894,299.56559736748636,298.44875509006306,299.3825233357305,298.87813528830014,299.1612311604455,299.12767055145264,299.30792650645054,299.76661150594555,300.6502668179764,300.2940684348771,299.32846999062184,298.42991415392515,299.9679104071494,302.52775560048264,300.3263749972329,297.68563420717965,299.8979145151831,301.7174471476135,299.5480202437386,299.521185071106
66,299.23238674354235,297.808486436352,298.623295362221,298.956293152715,297.9322398250354,298.9425392022113,298.0178560333454,298.4846339349622,298.5865136806049,298.80265806438524,299.3854572980338,299.3287685419323,299.9559987109681,298.59685590657654,297.8132699610962,299.41005128240425,302.5189548280418,299.99737182236913,296.89236886833436,299.3349007107027,301.32730249083943,298.9043451880566,298.8114689445559
67,298.4258148396438,297.24171842931247,297.8658664421052,298.29819770656746,297.4539347704055,298.3244171901982,297.2403985044191,297.7042590060014,297.8546270670153,298.19131119190723,298.7928317946101,298.67255064924956,299.5320461506678,297.98255085068075,297.2168194136254,298.9063881158811,302.4941592876383,299.7010451752087,296.3310595129769,298.7272017276734,300.90638703275215,298.06424034091015,298.1464410996384
68,297.8626582035024,296.9720973181288,297.41668156320446,297.75751327282575,296.9135757946396,297.8665004357818,296.703242213275,297.18932643570923,297.3150265051783,297.6756856161662,298.3644399217931,298.3593583917846,299.14950832499323,297.6934086622111,296.79840617099717,298.50984270902126,302.55025307852407,299.55999118186327,296.0135411325845,298.1639345764383,300.56080986042485,297.35238326020516,297.8948437150263
69,297.57766552937807,296.9659839119494,297.22070656759837,297.4904706925483,296.66094727100693,297.60374553671403,296.4589921223433,297.02853365862893,297.0095073112646,297.3898799177426,297.9643412348578,298.09108791019435,299.0271888479292,297.7026991506797,296.8445527917891,298.3573903723323,302.7084570876586,299.52631399298986,296.08126079858874,298.12806174356655,300.3893609151215,297.0794038702057,297.84946535703233
70,297.0019262957604,297.18797584113776,297.0376476442015,297.3480187901525,296.62936504671717,297.52972121669313,296.4828566675812,297.0854959599007,296.9742535405979,297.34249286431873,297.74495765388974,297.6108790440658,299.20227416875724,297.8114619569706,296.88889132100957,298.2231312720131,302.8525591781364,299.64288255802916,296.29494412682226,298.19586743174676,300.2298889999101,297.1033210021637,298.02171376002684
71,297.0354884085397,297.46353293235467,296.9329459707651,297.3666298965605,297.0402110959162,297.46673102742665,296.70308451006645,297.2194779386118,297.014899471523,297.4536468810498,297.6270640455448,297.5076944677917,299.5483743030151,297.98839617940774,297.352180175839,298.5642249375058,302.95453674023946,299.7612788768177,296.6884073612245,298.4863727716674,300.04677242838255,297.60562274853834,298.1980928617158
72,297.33001543643303,298.0348846396048,296.9309404813848,297.6546561615946,297.6487936331803,297.82262041560665,297.3208282662304,297.625870981118,297.5706226551251,297.88878281953527,297.8532839777508,297.70660106081436,300.05423804622114,298.44281551123134,297.9494524023698,298.94316656399025,302.97093540017937,300.1482999819809,297.2272855926577,298.8846448065928,299.96938482608635,298.2654986426169,298.83916100810984
73,297.58118175261114,298.74674879124933,297.05641635722304,298.1233101938451,298.26048771400207,298.439538048211,297.9529284814689,298.17834462146266,298.25500566258785,298.4242630191752,298.37635842816985,298.25014996122127,300.83442257355955,299.0966380578719,299.04417184998664,299.64710892457765,303.0257170391074,300.723900925004,297.75125681343945,299.4170724140783,300.1765997108614,299.1819507076481,299.53282256423745
