Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
755,297.41804893854663,298.0740942238793,301.1003448190908,296.7137448969722,299.8277741461755,298.7927664833753,299.78418586698746,298.60601178304233,297.9623080225037,298.45051640191724,295.57848757113834,299.49409367284557,300.868373793586,300.90282102970446,301.1652661576445,303.20105013072913,302.2484780586315,300.26920124452926,301.0080988148806,301.4895708300218,305.87600707699727,305.8012403153868,304.4098116960619,303.7852115167837
756,297.99910204775256,298.7185493766808,301.5685915426954,297.21263583815175,300.30739236361575,299.3520452334744,300.11483622480597,299.14510387090723,298.48163629720887,299.05125630116095,296.50099191289115,300.07217105844126,301.39290181997757,301.23710060171646,301.7329371275142,303.5314547572341,302.81306871834886,300.81567432712035,301.6132168668267,301.77202427029323,306.09604261374034,306.211498385924,304.73105761770495,303.9700605928394
757,298.813851441887,299.40773517772504,301.9508242712919,297.94249023440307,300.8126156102198,299.9330056501994,300.3590680639011,299.74170727624295,298.8012290779304,299.49829365148366,297.5366421225681,300.632059315474,301.90815111558896,301.4829020353149,302.0758288542804,303.683519604111,303.3215914758961,301.1520114967437,302.25184272094,302.0444643724274,306.1880082601186,306.5147569739104,304.89590340634464,304.1351191804393
758,299.4788556119565,299.9957986874776,302.18719849418176,298.85415207436586,301.32014714406665,300.3152019278244,300.47792976083105,300.1968847901162,298.8508034150357,299.6569585287963,298.57241931555563,301.05192902799905,302.4748403556673,301.9585982055775,302.41741822048715,303.7558722888595,303.77004083692265,301.39168093096237,302.9146044882962,302.4292931121153,306.25620745531796,306.6503591304344,305.0677774995265,304.43676682219916
759,299.7875807958057,300.16329872397847,302.05425963730175,299.3773802591798,301.53478935914285,300.14187970151426,300.5960754470356,300.2949655015652,298.82135022901014,299.55358463178135,299.1974007197254,301.299798003456,302.92122765889445,302.4589873170592,302.3985728803811,303.66034299080684,303.8835366647813,301.6883828722616,303.33451981835134,302.88929087033046,306.15843324570375,306.56317881701256,305.20892636228496,304.77572540610794
760,299.67479522163444,300.1353050207199,301.20566605722667,299.5141730535334,301.42498959990576,299.51992065702734,300.4085937983852,300.12136630180413,298.59657753103346,299.39927439100967,299.2827857482564,301.1869128288904,303.1735605888059,302.6738438865062,302.33649799464814,303.35465061770907,303.4235929778577,301.7788386264483,303.5754696486192,303.14945551308165,305.6718471766415,306.05605099360974,304.9106613282699,304.4617832422179
761,299.3000543872847,299.89560968377026,299.8226379616881,299.117105325515,300.7661565700701,298.61752757466223,299.91192769681646,299.8032150093121,298.1893386974164,299.2423579156066,299.00255058835563,300.80892323372296,303.0801021461075,302.25670197102517,302.03249647027565,302.57912961352883,302.32225055039225,301.50933489657035,303.53200375063267,302.8970123762361,304.3569775729064,304.9960488624747,303.990099203904,303.5581866135
762,298.65999022986733,299.53952725418003,298.30026438589704,298.6343670006552,299.9962496527376,297.6044063982971,299.0763351982723,299.2748647049966,297.47407738026004,298.9700217491836,298.69298194692414,300.2073659727686,302.7747743929154,301.59599192418074,301.50759556807526,301.5369540472969,300.98686223509156,300.9226441351508,303.29268008157277,302.3935495752717,302.6128404400772,303.61104267933393,302.85829754515754,302.5300757944355
763,298.06320922889677,299.1715122894995,297.34633239299677,298.1599873200464,299.3991717526758,296.6662050896807,298.3903364050338,298.71368027052785,296.8068850961567,298.59349016564346,298.5061919264028,299.6243765519029,302.4980665234557,301.02228463517366,301.0284086875771,300.62299810607675,299.9668770011581,300.5808931779875,303.10570942284335,301.9352727976025,301.0545093878589,302.3458134872541,301.85551855599573,301.9079121279015
764,297.56339507378476,299.0113100697568,297.05037652710536,297.8932044271647,299.21685774423446,296.1503981976091,297.98004926314144,298.18975900815866,296.387130789167,298.3748237398109,298.43179652566545,299.3008502943471,302.42633441393195,300.7859645803103,300.8336778248875,300.1072747704795,299.46841180816006,300.5482056005512,303.17723604607335,301.76533405318406,300.17378673583494,301.6195239542964,301.2749319795387,301.62070237065524
765,297.532501783894,299.245728626308,297.21673769283075,297.9260173718737,299.4033317556496,296.1783279297329,298.09545334320524,298.1272773267648,296.3087946007333,298.49749269574755,298.5282516897671,299.3398296496118,302.6445265801196,300.8726795159123,301.0894371389395,300.16820974141916,299.5915338682714,300.9758621023412,303.5739985752986,301.9882351984192,299.9908401346535,301.6010961152163,301.21520805934074,301.7309723282367
766,297.86620885757753,299.69702479906573,297.63986970303785,298.2454714754194,299.8951079546086,296.64602214192786,298.5399602976382,298.4883720101322,296.55221687910995,298.9171951143323,298.91105502258665,299.83907303239926,303.1031092494743,301.34694281352944,301.6439469546447,300.4943758131589,300.0197808662903,301.61080878328096,304.1641392527092,302.5334690503513,300.23127069689826,302.0133048391373,301.71183432333873,302.1913901974788
767,298.4644800371365,300.1405116730492,298.0855137763793,298.7028823859591,300.3387285462732,297.2294485838108,299.1353357415125,299.11372022164886,296.9580588808701,299.3595929292661,299.40246585919914,300.40475356296423,303.6254229470156,301.8730125062081,302.2158891835846,300.9824776691766,300.53637168698907,302.3057385818535,304.74707416923985,303.2020375836817,300.82580610499264,302.5859119628595,302.3943044776704,302.8813573144526
768,299.0609630887496,300.46855483149375,298.7264521958168,299.249876828843,300.4820232746897,297.81851616892226,299.56132726258926,299.6626822391537,297.460167758101,299.77539117897163,299.78679774508214,300.81902324745863,304.0526457859978,302.3616929687966,302.5635744408974,301.4066920113744,300.9338378676578,302.7667820093201,305.1625249058827,303.6657229266245,301.3536599765128,303.09994477916763,302.84163663303224,303.48320563489455
769,299.64905089669213,300.8777713459795,299.4294978862428,299.8019309186355,300.09133981992966,298.6026045936031,299.9536235233832,300.1431726892256,297.97093564049015,300.26071853529675,300.1623242072838,301.02042678445065,304.3576761674257,302.7269308977691,302.81049053544876,301.9979279136534,301.4528521218479,303.14608297178637,305.4613742105739,304.1018177588114,301.84879149370624,303.63131760172786,303.2641724442622,304.0411792105436
770,300.1343820181676,301.217422192319,300.020886850546,300.34057116948117,299.54633042115404,299.4499457498777,300.2073530639539,300.4819599390004,298.52883660895094,300.6913014950996,300.49033636544544,301.02050583546674,304.56253837837454,303.03838738840744,303.0643787087731,302.56275601382816,302.0155656307133,303.553141218936,305.5254208889468,304.49271924772484,302.209842964454,304.214548095445,303.7280711853116,304.6259231881076
771,300.31699190655223,301.29795389120414,300.1739933006467,300.5048832298127,298.9544254857735,299.9827597224764,300.2957437626285,300.41144207561575,298.9314492311725,300.6296592132503,300.77585174167757,300.88192513540076,304.5239956179824,303.208783629437,303.1476527036766,303.01972601114477,302.5402966301083,303.9868501116214,305.4171531668067,304.84369477894387,302.5534739582891,304.58355504012985,304.2873366428678,305.0009413051911
772,300.1186002918587,300.8366614704626,299.9813060644024,300.2837542996508,298.24143895790604,300.14537841993524,300.06945681350066,299.846459069114,299.0985079745199,300.1499044707864,300.76757345269283,300.3107866471796,304.01980892385444,303.14284357519114,302.8241345019069,303.09741720292703,302.75487140455976,304.2878296743258,304.87978540932096,304.78445202195076,302.7132080012193,304.680073664125,304.56312398752476,305.02925973401756
773,299.38298951367733,299.85676432745396,299.41995843259525,299.5426380449073,297.4066322370696,299.9568369746556,299.55493349652744,298.86530833986194,298.9130486255255,299.3555178959863,300.4697409094733,299.28737769185875,302.9280046778215,302.6663209441836,301.9432743703551,302.71558143929883,302.62859070795804,304.3251141157255,303.6079303631719,304.0313524223709,302.5509637290649,304.3582767915477,304.420573877507,304.3191292368667
774,298.31343774860267,298.6220028667795,298.6827323322041,298.5181014485397,296.5012814704506,299.6863218321053,298.7972691079526,297.8528365180257,298.563738567067,298.47446649980924,299.9171982789291,298.04583144950544,301.5020838107454,301.8762284432058,300.7631442319671,301.9892188803787,302.3663169833604,304.14823816086687,301.97531542672,302.79959220410734,302.13888731878063,303.8480217535767,304.12388493742156,303.28769052342045
775,297.3223347848349,297.5433643320088,298.03700230972527,297.52614061399396,295.901602564498,299.51083972824176,298.1469575247864,297.13687434379835,298.36865227221205,297.79970593307536,299.38942278327346,297.0789331880053,300.32792382020244,301.0078753517675,299.7534686658746,301.2009501937423,302.16012493415604,304.0240072280585,300.61213074652386,301.7634626957266,301.85684542328806,303.3119572427315,303.97030257266056,302.48680832953613
776,296.6595226358005,296.8530133283347,297.6344938042245,296.6894959081444,295.63526350501144,299.59861545431676,297.80402342235766,296.7587113183899,298.3649687561983,297.2586776393646,298.9817592910725,296.51930186700685,299.76181344201444,300.3644910016848,299.12347816392077,300.7661555774568,302.1724287644002,304.0361728515925,300.00921712555447,301.3858981034154,301.80033320943943,302.9538454068402,304.0333879801053,302.04496351997136
777,296.52491871921865,296.59015143132746,297.5894852873512,296.2862206782367,295.8374875761254,299.9517942029783,297.8671883998466,296.7708165547545,298.6581545655811,297.2706349893636,298.916431396837,296.454967521745,299.82094547652804,300.21587863627116,299.1571414428862,300.84608804366434,302.4214985128687,304.25727887595514,300.0888026699768,301.68229828598663,302.17933082553793,302.8368627147359,304.3702011618896,302.25230127650616
778,296.81508039225105,296.75128543620957,297.84467201936474,296.22953703109175,296.486531665806,300.4886729984037,298.14853991594094,297.06488292082054,299.0622338675726,297.5852395738827,299.08486977863737,296.807703736938,300.30997762785205,300.5745810022792,299.69413102207506,301.31789634852265,302.96672829786684,304.6759433306525,300.4601690289069,302.3123954165566,302.69102594264876,303.1725093964833,304.99364313222026,302.8376287438632
779,297.37298194206284,297.132627247027,298.2982264896156,296.5427214693532,297.3753638134235,301.0257564006836,298.5345929085774,297.6982631425135,299.5721940041262,298.29384713656646,299.39163818645693,297.396167948114,300.89765634018556,301.0891819559898,300.4444829976642,301.9102155565026,303.50458183373485,305.02028330624665,301.1022137167252,302.9567605797245,303.35241320295773,303.59026410212476,305.6590697981753,303.73887327326185
780,298.0352906678586,297.77031838288923,298.7693198287111,297.0710070097661,298.30128365476486,301.458478818629,298.98028221807493,298.33991805164555,300.0881579616567,298.8980467708919,299.71838969321635,298.0250796891058,301.37334269132845,301.38368786219104,301.1021660148953,302.21534723955017,303.78968527648857,305.1169321197057,301.6386075340001,303.4526658733917,303.81305936314527,303.80412370372517,306.0754874162778,304.3594543689864
781,298.65770684349604,298.41395721666055,299.3384616692972,297.7309071603102,299.32578683196715,301.87834413654264,299.6265178281271,299.0560872678904,300.6357617307944,299.137227532742,300.01508620476125,298.60616110891675,301.7938446422157,301.5389206505765,301.6973511847712,302.46351377194514,303.928497940562,304.8973150875848,302.0858612582643,303.8732278474581,304.21212038995714,303.8360616190451,306.28919517867797,304.73014703566815
782,299.0902640878009,298.95202879507923,299.835306274321,298.37008779859315,300.09918774865446,302.1023224949212,300.151334616408,299.67146944644037,301.0583562897347,299.22154519580084,300.11289313019694,299.236418526749,302.15669099578287,301.83703252249,302.15913775393943,302.75767421956607,304.053320741592,304.7767999177456,302.49323184500264,304.3677591717123,304.53884861076034,303.9890824207028,306.42902306857565,305.0493325661451
783,299.19746837183726,299.0265312019363,300.01805228284474,298.8585509756079,300.52025088809563,301.8741616014175,300.4170522711245,300.053089034612,301.11034631951134,299.35357432373144,299.7225754171679,299.5522413889866,302.3231416705516,302.1295787452115,302.5876552801942,303.2024792236918,304.15034900297763,304.7394528349809,303.0003128396476,304.790172849868,304.7945936550156,304.439102054736,306.4262178848187,305.3140752453642
784,298.98827322253675,298.86549307095066,299.8445631390479,299.082547599505,300.49064889929167,300.9705706688257,300.3826092197473,300.0895292835093,300.82463959738465,299.5966829108842,298.9175424506884,299.54229211503224,302.14988454072335,302.2591482709835,302.7756324130037,303.53457880761374,303.8256840984846,304.17405035242365,303.34458897947343,304.9573307426304,304.6929961771928,304.85400567409084,305.82199653826774,305.3466087802206
785,298.58999660492935,298.54189058260965,299.41152101096833,298.95821392196825,300.1874020921164,299.6980302772037,300.17570554295435,299.60744369947435,300.12150985331374,299.5460145984102,297.9398062417635,299.0724620897901,301.590650645446,301.94526939764023,302.8208064704989,303.5763042709134,302.9162733452965,302.7666170686662,303.1843270986465,304.5938727663294,304.0522634449752,305.06331739855887,304.63110496722373,304.77942069141733
786,298.06596052640856,298.116594275338,298.9060733954692,298.4746039440309,299.83363139864304,298.42348532912894,299.82177288828734,298.8364167026386,299.2305148499459,299.12303906579217,296.90729885503794,298.5107664983838,300.8799314769074,301.4163435362379,302.6866863897615,303.340410236265,301.7570137272928,300.99265294743896,302.641943739015,303.9988217750895,303.0255529667548,305.046548303243,303.16248129031453,303.7100010987363
787,297.6662405445198,297.6668906301834,298.559687330755,297.97021870332316,299.6500822943112,297.5790111561177,299.5247140843559,298.1383229321385,298.4378817077,298.64497255511156,296.10998277634195,298.050170659361,300.2186944533911,300.95258899559735,302.55750849537463,303.04433797482943,300.8085565036427,299.7848129216302,302.2487913534763,303.45191514179606,301.90847724581437,304.96700213431126,302.01992601259093,302.763762780299
788,297.4754840125062,297.2788913986081,298.2889244400871,297.46538606074154,299.7083579282915,297.2323375400487,299.53228863580927,297.5873439626011,297.87070373136174,298.4524524705967,295.6564207494011,297.90470996309955,299.85059566801584,300.8866633109728,302.48939069185445,302.91143675300356,300.38075149713876,299.2382743181608,302.1731136324501,303.2129779954377,301.2521227293713,304.87305675393213,301.38008753030243,302.1383746366701
789,297.58955288590727,297.25140859325217,298.30836957876926,297.2320377825914,299.9496722359789,297.3652292844633,299.91422783042987,297.5293279688398,297.70562292071514,298.6213232803953,295.73231403817675,298.0528297625037,299.90369973652076,301.2967036027733,302.59318707220837,303.0999407987843,300.3821277255094,299.35038011685606,302.40929010663314,303.27332839011393,301.0707545311445,304.9157053792182,301.2200455554353,302.12782963125557
790,297.92656232915795,297.57237190973507,298.4296655534156,297.3218523758438,300.29079363573925,297.81743628603044,300.50363989855185,297.8272893137694,297.83780116044267,299.0951206688388,296.25104746292163,298.4997383285293,300.43079673875695,302.083705239244,302.9283786422123,303.59631464031116,300.8604131250904,299.69179532642715,302.8700924945763,303.62604208616887,301.5424849406348,305.1637760071262,301.7114112519256,302.54169414670787
791,298.3463458219587,298.075330008103,298.7539207015459,297.75663477807717,300.68156841547346,298.1888125588386,301.00735706161316,298.4652706480056,298.22436427269287,299.62062201976937,296.9478054748678,298.9160649054285,301.01751305704624,302.82200402072203,303.3800256631207,304.1008874652425,301.4341999710976,300.2233693124576,303.4437753731494,304.0905728941901,302.2033310885461,305.5315210956681,302.4685379703653,303.23251776502303
792,298.84879045476515,298.6637537211782,299.09418378584695,298.3002577940036,300.96734960791736,298.698398932922,301.4856372806833,299.1825259147609,298.6930800411537,300.1071973419921,297.7693703665252,299.52577611187735,301.58091319379287,303.39114204994365,303.63090902525926,304.42803858958746,301.9809461712473,300.5307685977047,303.9661418061114,304.3975998345091,302.7426607930743,305.775259706922,302.9941785836306,303.6584257997956
793,299.4815614464137,299.2995345689978,299.58370023172756,298.91798631928015,301.17747931627883,299.1555253968979,301.91837478294343,299.88017432249853,299.30241750320016,300.5685679860716,298.62622098956354,300.21764703753496,301.99565393320864,303.75208952661245,303.7330618615049,304.5281342794417,302.47905948233097,300.88040292611277,304.4626794056132,304.42491065669986,303.1169328454011,305.9530495082151,303.31725247776455,303.9179542817844
794,300.09318204427683,299.8897537578045,300.05847451976086,299.5760490223967,301.2382996449107,299.55651791725154,302.29113513022935,300.48787567071685,299.7901564332498,300.9932922354264,299.4792359683665,300.8611764676721,302.36691703532097,304.04053065865804,303.80372258396807,304.5177220675567,302.99006802553896,301.3661905794842,304.93890913998877,304.4461948850151,303.46073981725544,305.99898388550554,303.42150664573995,304.2012127065353
795,300.4338420831961,300.14484281280556,300.1722263166931,299.9578092024944,300.95805629490144,299.5666874310836,302.1287250095169,300.78980659316767,299.92554561882986,301.25501024020843,299.9399844270786,301.06923175512503,302.5357218062099,304.12303273992467,303.8283740167096,304.36815616095186,303.5461291886397,301.96464718757994,305.17172075581294,304.3588619154968,303.8176563654042,305.73281285555345,303.7617436032301,304.7228307335162
796,300.5357080069432,300.12148352089883,299.70028864490087,299.95519967448564,300.199926976316,299.36794843745525,301.22593559639273,300.8811936339558,299.562533262983,301.35907449630866,300.0364532408518,301.0051660543829,302.5300181526568,303.6286018686047,303.15638422044543,303.77182083407956,303.9469511993935,302.32519340879577,304.94764929974514,303.89654342410694,303.9635601494428,304.7571019578084,303.83771496417495,304.87707382367245
797,300.3038708161232,299.8265935476766,298.74973946749236,299.42022020856297,299.1034170826613,298.9588983124181,299.777609373477,300.5663252560718,298.92830764271815,301.2053506156553,299.6603628333357,300.746892927443,302.19612154449027,302.5178099095342,301.7735989106149,302.68212241051566,304.1120964090824,302.2837120751862,304.1343792016516,302.8633465375956,303.690128715263,303.1376976091546,303.5861654569244,304.4780585833316
798,299.9585579530694,299.2743399672451,297.6587366826543,298.69110322604854,298.0234724678614,298.4333369330864,298.2087722847371,300.0647722782378,298.1524799858635,300.86291948997956,299.0492046751291,300.3486515967874,301.55372496240375,301.1744212305902,300.17687102092543,301.31385630792187,304.016536512695,301.92277213407345,303.18187463191003,301.2641486542795,303.1155144006695,301.4158125732619,302.9089703652342,303.67857682910727
799,299.6558248322419,298.57415034700915,296.8541335776992,298.0851054036118,297.3904954224923,297.9518013752346,297.2999507651992,299.52834919350045,297.536998414074,300.52442472835816,298.4628912890207,299.9325006954646,301.0339202939056,300.2683540695936,299.29129807541295,300.1988695278579,303.85593194811463,301.7696675569402,302.3450208533113,299.80272350285117,302.55205699480933,300.21731496063416,302.16938026647045,303.01433082656814
800,299.4870728239703,297.9269920845357,296.2881254170788,297.7591780740011,297.2271218192155,297.74068496190324,296.8042662961579,299.22665431738636,297.0686268140637,300.4378916524519,298.0190808350936,299.782432421317,300.76239093378734,299.84101905225367,299.05872531686646,299.5099987517749,303.7458995870226,301.82926363912003,301.9108634169055,298.738470363574,302.1675142830538,299.7328385012906,301.87949983458185,302.7580626373544
801,299.50728601166446,297.59205033322183,296.1308922449875,297.75849521513743,297.494206773768,297.854974905634,296.88139282910305,299.2461719734956,297.0308575615747,300.7847855864573,297.9239719911725,300.0119551241806,301.01774930654307,299.9000778620082,299.2756569447193,299.4210695049574,303.91007609917955,302.1049871761152,301.90635656023716,298.6951336415148,302.18743823716704,299.81488520152624,302.14935112044697,302.9730262793366
802,299.6208471006739,297.7122318002427,296.25086298411776,298.07363767328917,298.0133692866616,298.3006511945284,297.08390860538606,299.5625331429815,297.3662808187038,301.31307947710997,298.1901685636066,300.4917262135359,301.45765970136887,300.34591521613,299.5931165498596,299.85668910437045,304.3605369304968,302.60120686045553,302.33179318162706,299.30274198151056,302.56670278450315,300.3676403888889,303.0143920104221,303.5773852595408
803,299.8719310846943,298.01578331802284,296.62090283450385,298.51012818246744,298.5882874544727,298.80769903852155,297.61697608301614,300.02267840962224,297.9509076525896,301.87122974187605,298.6785630448647,300.9849705733822,301.9435295159025,300.9965194290937,300.1250224037439,300.6420383140624,304.962569937801,303.1616504941832,302.9219872185594,300.0804521869115,302.9601141221585,301.1867991770885,303.93086810579763,304.191450232332
804,300.0625828358127,298.51175109197277,297.2557471903975,299.0657363626698,298.9717474211086,299.36215526420386,298.33394278815484,300.47513426156246,298.58394163403216,302.20220743087754,299.2734710336869,301.32172216068534,302.24964392880815,301.5397447291347,300.7336328705861,301.3977008592711,305.3281148257492,303.61810339603454,303.34740347361156,300.5848575622004,302.9854780757493,301.92630367232044,304.64581717492496,304.7275836480818
805,300.05446309567463,299.06226275809223,298.15328377961754,299.59535179602085,299.31103537845416,300.0291093096511,299.0719642174522,300.9690951233887,299.3986455908005,302.44223745224787,299.8335201512029,301.6532835708704,302.69157360388795,302.0605770667008,301.3815726555809,301.97737328411216,305.3791852732151,303.9598097108077,303.7366246717337,301.13181722356325,302.64526820914466,302.52234473190697,305.1003208953216,305.2696232473845
806,300.01868669240037,299.5759971139739,299.0246679066906,300.01941797221656,299.6071276071346,300.4467549860024,299.68350156569886,301.24423605363546,300.1766729020375,302.50221328309357,300.326092873406,301.6503531898638,303.23275685504865,302.6545197360571,301.8392077937545,302.3924570008769,305.31309760240674,304.39044942930053,304.15263183874475,301.6811765312936,302.4343093371761,303.09998995757115,305.4910787867854,305.777517534124
807,299.8830479159446,299.82094420785273,299.47783577625313,300.13468701499033,299.8943145058253,300.4351287420282,299.88884560883344,301.17302146532916,300.5940047094758,302.13838124996175,300.5318850523145,301.0604273967846,303.71310311713836,303.2085246385107,302.0448653505514,302.6218330971581,305.13913467812563,304.8373182987206,304.5979525452605,302.32989000507627,302.5785349193481,303.6493202506735,305.79855612452576,305.9546775763281
808,299.6520473626588,299.84754984627426,299.5170140579332,299.87231700815624,299.89520015375615,299.9719248918625,299.89381237704293,300.64939761887666,300.51738863561883,301.2719508439836,300.4342808312238,299.8260569663161,303.7331358082443,303.46104388327103,301.9928324985724,302.7551948891664,304.7308182836448,304.9960097995181,304.75641480586916,302.69055513846916,302.7871081199042,304.0324022911554,305.74697687633807,305.45623920203104
809,299.04062004601434,299.73283371108715,299.2210006661141,299.2263863419946,299.5403242251713,299.24162338638604,299.6148958961424,299.6694206061884,300.1681692591499,300.0112253510827,300.01921226409746,298.32660709272824,303.190655660726,303.2035561861458,301.47564946886934,302.59690569064657,303.6107907487835,304.4287651158115,304.56473012873045,302.6297620258168,302.6055330417602,303.86558415307195,304.9644666531179,304.4273090164291
810,298.11944129510425,299.47502905046287,298.68028872405057,298.28523837250276,298.87228621866285,298.3557535552036,299.21578049753793,298.52865428244763,299.6753780230619,298.7725618724864,299.36891564417994,297.06339763649345,302.31339442272946,302.70316983499146,300.5991893932588,302.3098783435579,301.931677956688,303.4498758495684,304.0975199127483,302.2888604253215,301.89772888291395,303.46971523269116,303.78404983294786,303.0028123033817
811,297.1483110640361,299.3183477892969,298.1201828792295,297.547412634201,298.1264677713373,297.5655970323133,298.8772620167717,297.6427096447024,299.1711333669613,297.9221594752294,298.81781643795193,296.18145278903734,301.4105938927437,302.22050975439527,299.8605298475322,302.00784794583365,300.38602050577316,302.40601017394084,303.8122753879852,302.0048400970549,301.06166898993473,303.1674330816101,302.8276542111662,301.79191775182903
812,296.4270820913327,299.3884686489934,297.7570820233788,297.1614220671914,297.52312427314064,297.1429750794579,298.7270802423848,297.3211471605542,298.7260507142775,297.55810654770784,298.543755404159,295.724326263881,300.78933373387196,301.9548309209057,299.5094080081597,301.88313138126745,299.3998390149996,301.73165548416455,303.70302839204396,302.0565524534813,300.5866575286277,303.0913149399362,302.53173729946116,300.9784138683387
813,296.14537756892156,299.7381523414202,297.75587664860035,297.280969241527,297.3504166944054,297.1756984775218,298.8300767366116,297.4954420608911,298.5623927718611,297.6159498538115,298.67022142990066,295.6349111945747,300.5586015852295,302.08037655696575,299.611630071453,301.942450553536,299.2629979796972,301.66922097710176,303.91405622331393,302.40094825350224,300.73263308405905,303.22917081832657,302.8876610155601,300.9110637368096
814,296.3384168321589,300.17944926086125,298.0397667428195,297.7182401783209,297.65954831231414,297.4990490974537,299.1559569228166,297.9278271416992,298.70842803895033,297.93098314615264,299.1025984097417,295.77778680938803,300.7765466216783,302.58368403148114,300.0045572402396,302.23166000693584,299.66678893591455,302.08404377393487,304.32795302893845,303.0119038446787,301.45764714771434,303.6472810568918,303.48519000053506,301.47421863652437
815,296.90716532169586,300.5708842129833,298.3769818515047,298.3304667359289,298.1721354810314,297.97033893363226,299.51840032802926,298.4608699801147,298.9038100702175,298.2328440044392,299.56021810696546,296.2413425372282,301.1229336334471,303.2012736974193,300.4029034379898,302.5649362810178,300.3585413228009,302.80005778752803,304.7873552186761,303.65164401994934,302.2297790890137,304.2201324962945,304.1841167387247,302.31586846843857
816,297.6899772935658,300.8752286901779,298.7321404490731,299.0018215756927,298.781737384005,298.4871354813717,299.9469606096149,299.0143421897014,299.1063130386408,298.52603805404345,299.97762811668935,296.8390976760413,301.3410267771036,303.55238526682507,300.85333561670217,302.9549018120586,300.9335318430536,303.2811549137232,305.0907647017302,304.1845698436345,302.89403825993014,304.6458196938781,304.63836111151636,302.9878506486563
817,298.61916470288656,301.17942743571854,298.9935032539269,299.7556510221187,299.5770531073733,299.15888652306046,300.4601712551162,299.4437315416531,299.17078816519955,298.8553547194469,300.45400562730737,297.78393853225606,301.45181765749777,303.79740317030155,301.42667423197344,303.3663257671908,301.37874131757064,303.46856387266496,305.2025506832576,304.6545575699167,303.43069101982775,305.051410541165,305.0767779665428,303.5298461046612
818,299.3929236751526,301.5179989762157,299.16798298392854,300.34586336689836,300.2519709162655,299.86545524187176,300.9810944728332,299.81603759718365,299.22453949755,299.1343500094331,300.8956220267185,298.5822360315967,301.63872027528873,304.0249401325766,302.11013444506534,303.8179065174292,301.8113958924157,303.432171121804,305.2602496974876,305.0326611821833,303.97779634858784,305.5233905021766,305.4743326851764,303.98662289766077
819,299.7735572478144,301.47362997686514,299.13042791182625,300.5659689032346,300.62105787685374,300.29501754016894,301.2058615028594,299.8076294452093,299.1150514778014,299.07181336993926,301.1448318900464,298.88530586339937,301.85283862759997,304.02105283398805,302.50299118789866,303.805560544578,302.1197892422612,303.193292511056,305.2154360241432,305.155382877151,304.44184835161013,305.95975338883,305.7985647593966,304.5444799846097
820,299.79945643308406,300.881312871892,298.9754591324833,300.29315934427296,300.6031313273418,300.3472478210327,301.0332665342652,299.63768377114167,298.8660071908403,298.626259137878,301.0395261782318,298.786034092165,301.87161694234277,303.39101072699924,302.4474157662269,303.2374468556405,302.25713322871746,302.4875518032683,304.6766988314609,304.6167043291098,304.64355871829304,305.85173960674746,305.79292055440584,304.9986891565104
821,299.43555086857685,299.6706789142235,298.6649504681687,299.7786662328977,300.4606287145544,300.02098711438504,300.5189976908041,299.15328093694217,298.35539472669404,297.9720408474553,300.5566761877403,298.37835884545615,301.60581193162744,301.88976993480725,302.0100632017857,302.07464822038776,301.95911845963974,301.2619081931196,303.5796073825457,303.54499594028596,304.23725293562586,305.0770616174838,305.2266471913208,305.13509425064535
822,298.97025785442383,298.46054933165243,298.1768188312617,299.1897545873263,300.32249436612324,299.5316018652624,299.76344061224995,298.480833218703,297.60350050780374,297.26763910516956,299.78939189160303,297.88613639883755,301.2772713298045,300.2402590950084,301.48689306253226,300.66082527509053,301.43795860017354,299.85903262956185,302.133038111795,302.2623760132943,303.3611054376366,303.9900002881241,304.2648916370866,304.9326266130913
823,298.6455698042874,297.63118607612745,297.6571784994523,298.6819576686327,300.1966600189084,299.17562506241075,299.1108424605097,297.840214442069,296.8920936448236,296.7237205294266,298.95976216456836,297.356273320802,301.08658535779784,299.0832773485765,301.0479746569244,299.55938806235366,300.83751316289266,298.8841917466345,301.1508837498016,301.4821110596752,302.53755171840885,303.0300163492995,303.4390013991156,304.72776205526867
824,298.587106039414,297.3272772110225,297.2021913671142,298.38134614128074,300.18582617429564,299.1020234680491,298.6508464316076,297.28009547933885,296.3931972054506,296.3332035885537,298.30469998317113,296.9452553077297,301.12053132777544,298.7171595526482,300.90109081994973,298.9518958233206,300.53675092091515,298.4680268151435,300.6959402035233,301.16934844628616,302.2125398814728,302.39435145187394,303.02600837783746,304.6580603094609
825,298.8421869685356,297.49591722129327,297.04971283677736,298.3946370770989,300.3869577691616,299.4402834313928,298.5222282423821,297.30183152431135,296.3543436133454,296.34846396502786,298.1190899442851,296.9036804553212,301.500409409882,298.87909674447405,301.0397751606652,299.0703351485052,300.7332943278248,298.58384216005567,300.86611691912225,301.3934496406646,302.4113797446748,302.29024794080664,303.1201131609219,304.87560257358524
826,299.2641043836922,297.89459439889544,297.2609450105139,298.87759083498935,300.79041058760924,299.9466774332508,298.7736620284059,297.60247727301845,296.63380800608775,296.62078125358187,298.33263885743673,297.2139726414178,302.1401927258693,299.2271757506978,301.4616183912608,299.5288529461368,301.21854287765586,299.1505291013189,301.41825463993774,301.8987441293379,302.9348641405126,302.72466977513494,303.5892585794826,305.2624927041082
