Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
9,300.4195465167084,295.7777535008502,297.2740567908376,299.98222870500837,297.4435197330301,298.1857001170217,297.33541761941535,295.4747016425788,299.71013076731373,295.60062765223034,298.13019923948644,299.38125058249784,299.1079873073565,299.4917548609223,298.33175488351566,297.6990168020756,300.7905468445322,298.61248388539695,298.3940129207621,298.35256643805735,298.9906089709453,297.13229787654046,299.8634013658055,297.5572304078335
10,300.94303828693455,296.19703824051777,297.5801343669344,300.2242864138075,297.8562385010589,298.4622138495827,297.54094677710447,295.8736042685416,300.0301555719543,295.6030296651689,298.4748554026903,299.76634145015595,299.4471273535241,299.55762014590255,298.8393633712842,297.7315355745191,301.2050916810468,299.04141947740493,298.3576547984133,298.90617000924635,299.5567054851351,297.3165143933547,300.32926680772647,298.09205788375976
11,301.4862958471262,296.7892881969855,298.038320004336,300.55896963308913,298.4851037926665,298.96226024065135,297.93624938907107,296.3426145047447,300.3991581223949,296.00660412396803,298.99026530370435,300.2470747695086,299.90423402967866,299.8412973501764,299.4143049869381,298.2005852723293,301.67358396666475,299.53936495861853,298.6447668339205,299.7454548056017,300.2150203939097,297.7581165510998,300.79306636730024,298.7843793245598
12,301.90083539859694,297.4569358078182,298.5420679343135,300.9395439697066,298.9081214859385,299.47470543684625,298.5444407811188,296.96520091940005,300.8116453305164,296.652833438105,299.5043659591409,300.6353817563759,300.3369883897556,300.20765213146797,299.9426115270215,298.61725555946924,302.0536780098446,300.0289177979395,299.1213665490009,300.6106698796314,300.7733706344308,298.3484293252257,301.20596449889206,299.4213510128266
13,302.04626272111045,298.198135615768,299.2211864772687,301.2584321322204,299.48786403507785,300.04339798559477,299.30912003339773,297.73149881609703,301.27764044501646,297.6770038062824,300.1108475585175,301.0683184172833,300.7680992542898,300.63041912957493,300.40225859234596,299.05498065853567,302.4865956112741,300.5616966139498,299.68478979568056,301.4438974005701,301.0785392411154,299.1040161977384,301.7903566900898,300.1584519817918
14,302.06014833105587,298.9172219985867,299.83491776704386,301.47774417981367,299.974459862143,300.5190478939905,300.08179132363574,298.51549767904976,301.5409879082265,298.512438312994,300.671191489121,301.3459851243112,301.0030578653947,301.16191383326856,300.90877053204173,299.3856889187775,302.81852709264894,300.9859896967889,300.15451889971496,302.16585438129806,301.36745366325266,299.4798853318555,302.36195924797704,300.6499062547672
15,301.65067748511575,299.26514554179295,300.15381027364486,301.20463414650516,300.3609457676341,300.6961196020461,300.4968578365279,298.90728882302,301.1771570307633,299.0249884020643,301.00209283284,301.2241268960202,300.9599334986546,301.4780896972423,301.17131168426187,299.4451526114133,302.7216090696414,301.02068103865776,300.25230226362163,302.3836639957229,301.28738638642693,299.5626112655216,302.7109046584729,300.8481972797106
16,300.64369601424784,299.2513592156045,300.16647818341227,300.4698158212964,300.3796213019322,300.6078408785982,300.5095095869251,298.92363907687417,300.305733723292,298.904525821056,300.9280212021279,300.6305402115247,300.72915559849025,301.567732495979,301.0621157990184,299.4335232809282,301.95415102400057,300.6080808666884,299.8265627124901,302.2608781370016,301.1331766069043,299.2175538070003,302.64909544768665,300.64875311061365
17,299.24561638187384,298.79373945120705,299.8287526699722,299.3853367021285,300.0110912439979,300.09310671802086,300.2068542337253,298.6108705090271,299.1770767272164,298.3142311349775,300.4909110044145,299.6601698252278,300.3905969604513,301.05694483975213,300.42488551769543,299.1690677011066,300.5126764012573,299.87844182379814,298.9735643636509,301.80990512318664,300.5452888838435,298.64074716529854,302.25510058925687,300.3036718924754
18,297.8178957394332,298.11381787979695,299.3926662724576,298.0407624362715,299.4341871356209,299.32237979025683,299.79000450945705,298.1658628670671,298.06968783504453,297.32875801363974,299.73769337408163,298.5034692421097,299.9856600305133,300.24699471337937,299.44096841150326,298.8249854162786,298.8517361622023,298.97578401584235,297.81505428696397,301.2886313848155,299.64272287458084,297.597977335653,301.5833488526184,299.7611566804166
19,296.86559880074736,297.533662239268,298.9811047385671,296.89409040570337,298.94710075216113,298.46568360740315,299.63489800870053,297.6700824043672,297.1368614912263,296.3897246683429,299.0237256597888,297.6323020115031,299.58548731479635,299.42121168408715,298.59384231972496,298.25465873251886,297.54029492116325,298.2026568540991,296.90553523409733,300.91149502661705,298.6916190766977,296.4544220652862,301.0234627353709,299.20371940996375
20,296.2950683587582,297.2301292795484,298.8404267644576,296.03883811821834,298.600381362777,297.81014928368535,299.7150953598102,297.34029394249075,296.51032651084074,295.7683021782061,298.55721613681686,297.3468198538596,299.3405104920101,299.05649249050924,297.88993816254805,297.7029159935361,296.8373539244796,297.5953555500805,296.2973412800978,300.76206886818585,298.1193858661583,295.4875248971815,300.74564717730146,298.8865352993132
21,296.12796902824,297.438355983977,298.98921777141464,295.89931645968187,298.5488712308493,297.5306337949216,299.97564962502275,297.2821948812118,296.40973172594005,295.68219930789246,298.59840693568685,297.5606759997293,299.4941029570691,299.1550467245119,297.5852356512366,297.5731849891876,296.74961359884725,297.33459979600866,296.3157505197166,301.02503172527327,298.21587608508645,294.9807507647974,300.9871204434869,299.07227627714116
22,296.16600859636816,297.95258619468046,299.3834318586217,296.1918933385611,298.70422703632056,297.5692134551234,300.25208556045897,297.5229920686682,296.70047518937736,295.94553051857935,298.993949477404,298.01811773254207,299.9532439170263,299.5254046960734,297.6533643731998,297.9464465237125,297.04271526076815,297.4410636261497,296.64896758964977,301.59963551994514,298.69257070352586,295.0789651917239,301.4598626111083,299.5988918618047
23,296.35975027700414,298.59995887665167,299.8245065153572,296.75116427986467,299.09821478497565,297.8854399041388,300.49923894168245,297.9166367451792,297.1372684702313,296.4911300878977,299.4877400863866,298.5178250267697,300.4166987857049,299.9964090279462,298.13238156205927,298.5479815652713,297.63479639618134,297.8744129166448,297.3272854881008,302.2431011733438,299.3322031207255,295.771948796148,301.93767422644714,300.1891954960343
24,296.8787358207157,299.2249799343352,300.22256321325125,297.4531408735777,299.5608662609585,298.2799647425,300.68621332002095,298.3109208082753,297.74833960229324,297.29839865562866,299.7359542647551,299.0533160507652,300.75291515117107,300.3969409404221,298.71451548860114,299.22772954395185,298.45032475742,298.58305129738727,298.24172585829956,302.7799563590095,299.9082807269389,296.8784958598797,302.119475932444,300.77858881388255
25,297.74434397920066,299.78157500184835,300.7028900412002,298.4160439745483,300.1956949092127,298.8064304691871,300.9288691242805,298.7403154730564,298.54317572532705,298.52097632030285,299.5729323876017,299.59074972815375,300.9432373348565,300.92819346331186,299.42410400480003,299.9802724982838,299.3825683159048,299.4195908196839,299.4016280318063,303.1524680861208,300.6138152562529,298.0851399007964,302.161299439552,301.50933304705956
26,298.4654320748002,300.29066943446907,301.0748862458026,298.96191783107435,300.72002555781415,299.2653627148629,300.98169524587667,299.19220667094885,299.1295949844177,299.5092708159519,299.2831769248365,299.9011540719293,301.3013139573505,301.36792951753176,299.9456783219063,300.7780035013242,300.0359942659131,300.1681880988288,300.2727202236388,303.4978047719185,301.28592688726,299.144839679692,301.9182988457646,302.14393774941306
27,298.6709123360176,300.5600782868434,301.21911245061176,299.1945936532798,300.97569408240287,299.4767583475251,300.6541988815397,299.5545747344449,299.2568639065077,299.96387241936486,299.0172746279839,299.80506938353767,301.5648793281662,301.7472339087769,300.14023888211244,301.3417178282396,300.20745807425124,300.4482746596539,300.7198032452316,303.52938914280037,301.72094501979853,299.6174623679497,301.10078899465157,302.3736441930534
28,298.6171320943577,300.6910697323456,300.93471886291996,299.01617224249645,300.73352956082,299.2070531169703,299.97765832339064,299.7305431055472,299.14846723630825,299.8819545610459,298.7915303408303,299.4882280310853,301.7016351448726,301.8466300375955,300.1157570538597,301.627596667065,299.97061364548034,300.2759387310885,300.7057716264541,302.9416357300836,301.89651910702736,299.7987453723746,299.7434561256724,301.9618944713989
29,298.3972501261657,300.359296067073,300.2350309935227,298.902154025989,300.1950110597082,298.6191568282161,299.08664842564514,299.60634858824596,298.9041825888276,299.65985715245495,298.2932637950476,298.98268337027633,301.2593146344616,301.5066525327291,299.9247748478927,301.53938786023355,299.3552820044575,299.8035949883683,300.52601922723983,301.6113515100388,301.6721558410938,299.55286415969704,298.1966775551763,301.01902422313884
30,298.0862953496017,299.7766223234668,299.29507250273195,298.4989286758577,299.43695893420687,297.88377370155365,298.0821264165806,299.2909861261334,298.47123540292006,299.2644846698013,297.8432498254285,298.45848569173796,300.6375760212227,300.9171413377487,299.66712869341285,301.26070116184997,298.33198901493625,299.1878745074692,300.1619802748597,300.0412452807133,301.3723182667816,299.21398091281117,296.84386668148744,299.757164785704
31,297.6936214401924,299.22915234477955,298.58277511652454,298.09746996457574,298.8106150627669,297.25430750946066,297.125424215274,299.0532477519876,297.8396946824591,298.8275964547931,297.6286416293174,297.8747939023049,300.18294128330416,300.1441572938772,299.40831456764613,300.9907650668118,297.424780920691,298.6995745834792,299.94950988926496,298.89843722631997,301.10263334754103,298.90169872371547,296.06675631754644,298.6835640519661
32,297.4509231091035,298.9778090595495,298.22527203904525,297.794471527917,298.3281655580179,296.84073434088697,296.467709873358,298.99449657419524,297.38760997835124,298.5205570049576,297.6360952445882,297.50814465179957,300.17683159532106,299.51524466108117,299.3844001937592,300.96036056734994,296.7971586843142,298.2498712738337,300.02082202556426,298.2636476179362,301.14077952417637,298.7783141363248,295.60114563117105,297.9866365192025
33,297.49717619161214,298.9994078151763,298.2805089536412,297.84419808572335,298.2109515569941,296.73517962267124,296.41401619271284,299.2258831159508,297.28829842560134,298.5566690959972,297.8303131009173,297.47679992699904,300.5967254101774,299.23390910204404,299.71435898983344,301.2036838807412,296.69826537089114,298.1089330410711,300.37291917544457,298.276486514283,301.4314024491841,298.9256601005699,295.58855267192683,297.7616745873201
34,297.83063720307877,299.22372491348756,298.49551450514497,298.1021918389065,298.409076743857,297.0354874450142,296.65006458206295,299.65507495518233,297.4699620045264,298.94504851474295,298.235507709514,297.8581027359274,301.22024860616256,299.44767298342475,300.28767834666866,301.66503842824073,296.99192243883493,298.34189856299156,300.89937876874507,298.6372417669922,301.96916633807587,299.26738954425554,295.8759413748755,297.96242034128426
35,298.2961670230556,299.5555774224077,298.842936002821,298.48862961604374,298.79830316169324,297.55137113223714,297.1609765668495,300.12607981091645,297.8694241350109,299.43501424686457,298.8959951233278,298.314035005642,301.80854471680215,300.00757096077797,300.9356178896328,302.14352740985413,297.5021945431656,299.01045663800284,301.36423991934345,299.18980699579635,302.5764147394212,299.6945248822855,296.4998716306706,298.382980064377
36,298.91798536420464,299.9947977070028,299.224299024432,298.9678511728856,299.29697417392987,298.1823978809644,297.71463757626253,300.45840140814266,298.4277352266544,299.87199905902656,299.5891102432663,298.78388946510626,302.1039894338944,300.5569289975088,301.58780019681814,302.4931546973727,298.1825129489758,299.87545693030523,301.8134828231591,299.55075348334293,303.0153836280618,300.11707319181215,297.4562628943574,298.9702473131559
37,299.50890107116203,300.39227282030356,299.5793270906674,299.52275050865114,299.8947613722457,298.6753585886918,298.5277906794563,300.6618470512926,299.24689185584754,300.2662455745879,300.2151716487286,299.25503735636426,302.3058842646178,301.06870266831856,302.26499368686046,302.7400714158819,299.04863971071853,300.7185120706035,302.3724844312291,299.8649084660172,303.28305431120515,300.6577330797065,298.4959755903885,299.5947624501416
38,300.1655639682314,300.7862895856354,299.92116517394794,299.89427286747406,300.4985721996659,298.87345672094426,299.1691206131522,300.8594650429302,299.97863338406887,300.6746691535125,300.71516981299686,299.7339899239552,302.50431309619313,301.2435761896335,302.8670399737944,302.88867058211144,299.9515866297672,301.47169148293284,302.83342640851833,300.03422847947854,303.3885907822079,301.2852111813983,299.4074450601325,300.11346589660565
39,300.58783363587463,300.62787648400075,300.08202696061466,300.0159199575922,300.58038259964184,298.759347303217,299.56941870663076,300.9003580234535,300.19746490499756,300.8921247521823,300.919916293183,300.0279091359689,302.7096831729047,300.96995738654215,303.2220448245491,302.627075373784,300.5644750704284,301.8276012546059,302.9888730643614,299.9466718248084,303.0857958125584,301.72221700802464,299.84807981242824,300.3498844589631
40,300.8130950056922,300.1335523104664,299.9635671963859,299.9443480331282,300.23076768286586,298.627663919465,299.62268394841476,300.59615047476507,299.87325755633464,300.93509127611816,300.7984305909575,299.9913528103196,302.4835978307536,300.4092573957127,303.14931770211246,301.74895239075227,300.6100679058026,301.9243463847061,302.50184580751016,299.5926692887196,302.38943567373076,301.8423570466778,299.9255553633595,300.38033460474725
41,300.69930711300805,299.13485269749765,299.5549269261688,299.72420827686807,299.222398117649,298.41427781166135,299.4242523788496,299.909842946889,299.28440363756226,300.64215822614614,300.2942623574491,299.51820555430555,301.77753314418277,299.8053540287486,302.5139228430771,300.27233107266767,300.2767476505831,301.5479852491763,301.4785895598338,299.0955300619096,301.08635309634593,301.53871092110427,299.7118394889256,300.0016399356322
42,300.3445183090708,298.0645414064956,298.9699326851475,299.29933956467283,298.03494213367236,298.0644141960649,298.99821194519086,299.15104419178437,298.67620733336736,300.13978745378614,299.5215243126036,298.7483731777125,300.8807542961858,299.1295959311988,301.5245094573348,298.74765255327407,299.8591761984046,301.00547249448397,300.33091977096734,298.38601440254274,299.84925919912484,301.1436846263551,299.31925736493696,299.37633182810646
43,300.0453070006649,297.05269210144826,298.55823659443894,298.85859516129216,296.8938189312634,297.64693325128735,298.58173711743825,298.6269181608625,298.1875561397258,299.5634222645736,298.9729670079266,297.9549288148011,300.12861590592814,298.4347476087712,300.7176628166755,297.64218257967235,299.70404089054296,300.59279383692416,299.5491153262719,297.69940741037686,298.9754500288166,300.865637952399,299.0301015424587,298.6752274119153
44,299.894894117981,296.39888512365815,298.3482233195761,298.6508912572339,296.1890582296882,297.3208128383829,298.3288020930792,298.4340758112059,297.96011854274224,299.3010383284716,298.70627202685625,297.3782415280847,299.5798857926529,298.0331041787783,300.3396873742011,296.9935398136195,299.79700399642064,300.3922463511451,299.34284792869954,297.2960660693443,298.5683270573939,300.73805819893875,298.8599478200949,298.30691012750503
45,300.02909846489047,296.254232619839,298.6017400778901,298.7162051820803,296.00931818107983,297.3124128480081,298.32842053956705,298.6126323448847,298.00824837583383,299.43091138778317,298.87769529248834,297.27297227009416,299.4871579265327,298.1190026475903,300.4662202989612,296.8835505214635,300.1424180468387,300.5530400789058,299.45509592550985,297.4700269821874,298.48782320204435,300.9239481688475,299.0639981994193,298.25109678735095
46,300.40261992925105,296.5995692111402,299.0470966570133,298.9824090282112,296.192339684974,297.60545361460663,298.5212880669799,299.038184796849,298.35239312425773,299.9465427246196,299.27564519673075,297.5151107489628,299.74951665184926,298.73724725410676,300.89839990472984,297.0648383602179,300.6108175895467,300.9360182939174,299.80771877190176,297.95930142269975,298.5411837613205,301.29537157038453,299.4435484009836,298.5388834446017
47,300.889877117552,297.1678732835038,299.63393900203664,299.1820703269389,296.6858357075783,298.14008629743597,298.7879102576333,299.43946980410936,298.71854700755983,300.4441010162589,299.7829740177765,298.0286429445348,300.3802989937961,299.39489401139076,301.4949338925789,297.60761440250786,301.0731349740983,301.42328571516083,300.2470509533488,298.5609394573558,298.7568279583607,301.8011311392654,299.9623901922725,298.9451648916445
48,301.25023017647595,297.96825724031396,300.14840471587416,299.46953916972876,297.3819078743718,298.8368946578544,299.18949965461053,299.5350694163755,299.1462127230297,300.912620053534,300.24949438778896,298.580862330618,300.9907988733374,300.06083851076954,302.0709563075299,298.2392004136735,301.4396731035727,301.8708456091974,300.7463822815512,299.083426078628,299.05482111645597,302.2269580666986,300.46577552089735,299.4826885803175
49,301.6278640765749,298.6848846356334,300.70844501037647,299.8049148552443,298.3313209569326,299.4941784348618,299.562638653227,299.72556634993344,299.65750979651165,301.3767189358941,300.635560731637,299.2922807720752,301.6014324892085,300.74142116725983,302.6765327130222,299.1514730925985,301.9021419618106,302.16038562589654,301.5006899286179,299.81490700036426,299.3354051178788,302.6897920184202,301.0995915630527,299.9256011587232
50,301.88559207709346,299.25178749804627,301.2653586917544,300.17456968295477,299.14032947131915,300.1755860207868,299.9679702658972,299.7413661975302,300.17854838895397,301.84361395796515,300.89878226047045,299.9400731828762,302.07873024452516,301.4198307411945,303.1731975607654,299.9072758317277,302.5198294921507,302.3525081316814,302.14106185932786,300.4911542300329,299.5746832935495,303.01596397431246,301.742368248373,300.32347526482584
51,301.8967262645455,299.45630127950056,301.4860636038543,300.11259204096035,299.52271800735434,300.6244769150731,300.08320940450477,299.6894884266817,300.47215419319286,302.085637341033,300.9287667253982,300.30146617678236,302.12303910469274,301.9689679147609,303.41534358669946,300.20495649658557,302.8384916975925,301.8981725830131,302.31389612783477,300.9912580772318,299.32421263737285,302.92136805239585,302.2869421064989,300.4801632393175
52,301.5797056459191,299.4941074333307,301.47060674570344,299.73607982356947,299.481915026512,300.8058105548848,299.9724973928376,299.2431008949095,300.36756483747087,301.91671246113816,300.79026026241,300.3346000437911,301.8391183282445,302.1767111752303,303.18214444309734,300.0029268946315,302.62366252590317,300.7394443513233,301.9688487641489,301.1752605031397,298.98504497676026,302.2363981880521,302.52819039835936,300.5588951778938
53,300.7940023599984,299.27618139079885,301.0033400846949,298.9248449576608,299.13156691018963,300.5800629542057,299.5606914333069,298.70856415875767,299.85408616512154,301.34473879165586,300.53067269833065,299.85237674859314,301.2985213434296,302.09967112138844,302.40111074180345,299.42056016883754,301.72199269511526,299.20601579301336,301.296678159518,300.978160487099,298.44163147610556,301.2301148498775,302.32835665635736,300.2532456186714
54,299.7673887100803,298.7450554790725,300.4955416081048,297.86467670123744,298.50864982900674,300.03686358634167,298.9690204220429,297.79885107428834,299.159904702501,300.472166462704,300.19275406629436,299.1532526146844,300.46332221893994,301.86652059691636,301.26056803899525,298.6539319769592,300.64863055180405,297.6869906721681,300.3629724683669,300.510491734984,297.89941181670275,300.0573363897224,301.9008782679286,299.589944921267
55,298.7448427282627,298.18568552558344,300.04127753844637,296.7341323497294,297.766602499023,299.66712447703685,298.4831560470704,296.7877578385909,298.5315138441678,299.68782674419475,299.75583082232396,298.4138107839025,299.6966731050148,301.71499332002094,300.15956496164455,297.9885534942693,299.69402893383017,296.6781866698198,299.4298079637089,299.93242677266755,297.2959022023319,299.10093756084603,301.52027476790096,298.9065735506742
56,298.1994201522472,297.7888276717619,299.86318855240347,295.90826239766164,297.1616324841692,299.57909353220117,298.1310008076334,296.00421053513423,298.127014323081,299.11450592657866,299.4935801076144,297.90081308867497,299.0716986764002,301.8419040091811,299.3745071329036,297.58723257636933,299.2446339893868,295.99866420466236,298.6242332717791,299.58680879460485,296.8717453247651,298.3819503625359,301.4412683668148,298.5351545021066
57,298.19647638734835,297.7684826656767,299.97762920380853,295.6904493530783,296.94428974568905,299.8782301174254,298.1668310298539,295.86785686275107,298.18110109927306,299.0576495192317,299.6573707602833,297.7173617886107,298.98904101681,302.2400969918884,299.3010184266996,297.6808071537477,299.303869647171,295.8397006643422,298.46764486054195,299.6105073373848,296.8316473394938,298.3099814656851,301.65016534334706,298.56430550006047
58,298.5261166253427,298.0061667266951,300.326557922527,295.9073912235088,297.14089608309297,300.4107413502732,298.44166247472384,296.1571644248288,298.50473486752986,299.3148319637578,300.2552101194114,297.89722935489795,299.30412461228053,302.8947467634447,299.7420980089336,298.1132247438505,299.8203009636161,296.1228234744753,298.736075622565,300.08784325111066,297.1502001576643,298.6106677122694,302.1175372140845,298.8102737278831
59,298.91531211121196,298.5293933117333,300.8166115125455,296.28158377669433,297.58272473178187,300.9777859457754,298.8533862019829,296.6252659151514,298.93818701882213,299.6786797750121,300.8706454241369,298.30033768902587,299.8477090517625,303.496713837467,300.43289211518135,298.7266666035396,300.3316288782294,296.73612824668345,299.1559149729285,300.71915651916737,297.70181189631984,299.1051060476989,302.68953319399174,299.1121187453004
60,299.20595108417166,299.140765451866,301.20576564135615,296.8921790994978,298.0841625218215,301.48938729889113,299.23566996515945,297.3297741729537,299.1039455011391,299.82625935813627,301.40122696044045,298.723230175568,300.41539522151544,303.9353782326937,300.8464540120123,299.37359253381027,300.67628534649833,297.6460582361833,299.59175997157814,301.327195554282,298.42714208918795,299.55230057374365,303.12204641385665,299.58338987266285
61,299.4514858055197,299.86713523429563,301.5598674988234,297.71655633662544,298.8379236170521,301.9724917081416,299.7610852559417,298.105722621152,299.0572842231066,299.99973694851246,301.8958484925879,299.31291090223607,300.9484822573766,304.1374288088227,301.182941839653,300.10298158785145,301.0180994920228,298.69869209644685,300.1056094967782,301.9673083566926,299.2985460885695,299.9275564650329,303.31035104657934,300.19903106463875
62,299.50046498876213,300.50366878250514,301.6871924813289,298.50381859385,299.62923981555144,302.361092924228,300.27393679033815,298.8040603922248,299.1383598729478,300.0867416060584,302.3724750573374,300.0561465301788,301.28467810793154,304.2292465772975,301.3965411057743,300.6825517025069,301.4200582855927,299.4984946171016,300.6082629528412,302.60157396336797,300.0768822976253,300.3542988101082,303.37537702195215,300.75472764191454
63,299.27294111732925,300.901311665921,301.2547279993687,298.88220307153824,300.1966514366241,302.57648619166827,300.6498272288648,299.16086725285453,299.1191723095548,299.9231071393569,302.43695203928496,300.3702843001986,301.1848929303042,304.2091120856658,301.28709663929516,301.0588932370858,301.6977277719548,299.81377695639753,300.60539577305025,302.86673578353765,300.3961960493829,300.53998850614465,303.30268000001985,300.8644264559309
64,298.75332920072964,300.9101277009657,300.18580125682405,298.96089511426135,300.3441636905048,302.366909516727,300.7473852671258,299.33616827902074,299.09480883132585,299.279360253636,301.75867066194354,299.98431686628345,300.589424422951,303.85598399359117,300.7828516688358,301.12735876336734,301.6633311597934,299.7469348920293,300.05455391000027,302.4686360104572,300.1541160123356,300.56268049866236,302.68795809253965,300.5982037226599
65,298.0533217632546,300.5069834531612,298.7607532134304,298.8268277847109,299.98686356157464,301.52952747850924,300.5183420132858,299.18037163259754,298.67524138166374,298.3339083726039,300.487648564273,299.0441697824437,299.535891754336,302.72212892506724,299.95891762258555,300.9799377907041,301.1964391087833,299.39973794022984,299.0128332069185,301.35375610179284,299.4730874219747,300.0612584482547,301.23256851475895,300.06757733458943
66,297.2993842145858,299.9497095454573,297.3354396990507,298.53893447493084,299.30303478905006,300.32666598025975,300.1148126691832,298.7477058569868,298.11486207085585,297.31043102240034,298.97968869559253,297.9903808942529,298.3413319378919,300.98803123184115,298.9622168335561,300.68302395728847,300.62237037639585,298.8265061767647,297.6671618865189,299.9799155093822,298.63605166297106,299.2893132070514,299.45051690895093,299.3376882289168
67,296.7478208415511,299.59200218683685,296.42676494061146,298.22384549586883,298.6021493480197,299.32941146471353,299.7703135215253,298.35221909842136,297.6098393416387,296.4246123812364,297.8822871590892,297.16044879787086,297.2005695617416,299.51007540808854,297.9721125312611,300.5817703184437,300.3327775108417,298.2145060939724,296.4728890490581,298.898419779538,297.9697342666951,298.4273377247153,298.1080652541236,298.73105301549407
68,296.48689680754836,299.4926618028414,295.8995689471904,298.02991921350485,298.10365208670584,298.9232492798714,299.73594162565774,298.1075750261007,297.2237061472042,295.8299277558098,297.1392409538727,296.62382797730976,296.24392021645275,298.73270968587343,297.16477846791025,300.7461153692656,300.43111978708885,297.6765273446304,295.81162111554437,298.1236440150313,297.5378500607528,297.86900966055765,297.6150010615316,298.40540221219874
69,296.74496523167073,299.7010536783615,295.8372083156421,298.08079651928045,298.0811244820847,299.1599264137273,299.9504206020187,298.10074705432845,297.20805453812346,295.85412773557846,296.9408313041387,296.5912526016582,295.86819069309337,298.628323122557,296.9209003199892,301.0884798979075,300.92054386291534,297.41097675897345,295.84581978453633,297.90127197068125,297.6343689269763,297.7859871980331,297.80701394892225,298.71458615791704
