Experiment,piControl,historical,historical
859,299.69499491670587,299.9236103134098,299.30063187112796
860,299.57225392697904,299.5692792597377,299.0193814192997
861,299.7532633375559,299.56868173056205,298.89188417373936
862,300.07896033860465,299.72001300676766,299.0479799003379
863,300.3371199808317,299.6035676697431,299.02902905306956
864,300.43795428978837,299.4157944178101,299.12036805136535
865,300.4662455573802,299.28597039799075,299.36837971749054
866,300.65951826413055,299.4543285840655,299.7987744730155
867,300.98630778543026,299.6857360635752,300.2550539645168
868,301.2098597915539,299.82714467813565,300.59164900829364
869,301.0744872304144,299.6742784725416,300.65525656872984
870,300.55160140310943,299.36143066881124,300.50690821649584
871,300.1536747108241,298.8788518297065,300.1994744935832
872,300.0341110858347,298.4907983122585,300.16452625067456
873,300.31419273381636,298.2630964767821,300.16300232905775
874,300.62279840636717,298.22757061674946,300.3459703835151
875,300.77701722447415,298.23588825353727,300.28530398738616
876,300.6615297687409,298.35785311209776,300.1566406062844
877,300.3599932494231,298.7707904457014,299.9253516849331
878,300.10085795965443,299.3726945107608,299.71132559609015
879,300.1418600382095,299.89529397847866,299.7265869938555
880,300.2383213772702,300.26740721525783,299.72255611123677
881,300.22986710166055,300.3085290690006,299.7371880751602
882,299.8321444362616,300.1324476699372,299.4918197055267
883,299.4321351288445,299.90247789258757,299.1792158841949
884,299.172632695711,299.85408853104155,298.99912347703025
885,299.06859095276235,300.13738628044683,298.9722916314863
886,298.95992438729564,300.445017209385,299.0526104979328
887,298.74753965998116,300.575985820071,298.9243843860197
888,298.62103534536067,300.5482068247978,298.8653210680539
889,298.72125168733515,300.3918058002535,298.84080193662845
890,298.9851848214164,300.49469679819657,299.1279421391304
891,299.3263708806808,300.6836919975446,299.3924585172105
892,299.59905181131035,300.98065856716454,299.728705962446
893,299.6826166262285,301.16681783247424,299.80670724876217
894,299.42078253539194,301.1314615412182,299.68149044152705
895,299.08058130154495,300.9766359699997,299.42360903515447
896,298.90612830109495,300.8411962565694,299.23680573232923
897,298.96994762145226,300.8502037856683,299.22699012425113
898,298.99905694604826,301.17028435699547,299.40012999483565
899,298.88671573696934,301.35551144467564,299.5467354314189
900,298.7802059795914,301.27500177833434,299.627304490984
901,298.725661817415,300.7551925376517,299.5516619954171
902,299.00178548831076,300.3637555263474,299.5975498246655
903,299.49167703522545,300.22897237653274,299.84722642219657
904,300.0172881111826,300.2799902214518,300.08126152556014
905,300.24904520971177,299.9670145696437,300.07841371577894
906,300.0886194837531,299.3500103142458,299.74930140066914
907,299.7510350926511,298.71495652527443,299.46326093045064
908,299.4140826373983,298.32590131493856,299.311959549859
909,299.2857063592333,298.2576160751635,299.4393017469301
910,299.3223952504001,298.24886667550624,299.63648830290504
911,299.3474071756273,298.2174144482919,299.75379644962226
912,299.3638657021484,298.282194451982,299.7627830414458
913,299.50397865009313,298.50309980103486,299.8713539886282
914,299.74416922598925,298.93991053091423,300.2855779498512
915,300.01775831410845,299.34723963457594,300.722565097767
916,300.1551995503493,299.72177426448303,300.8792050784141
917,300.1351349431858,299.94026027111846,300.62802616182813
918,299.8696485523122,299.85040247386473,300.06696926306677
919,299.63474975411805,299.5995070945139,299.6143010428738
920,299.4494146876779,299.2879475464965,299.41687679197156
921,299.3162658876932,299.09446105625875,299.49426320124564
922,299.20911994544025,298.9758315254671,299.61870975218216
923,299.13068522886664,298.8191150661121,299.5570225856039
924,299.1601981235541,298.7520339891867,299.45231499912256
925,299.352270283319,298.6815802821272,299.45357819403415
926,299.72681110761613,298.9283246641002,299.8034598568598
927,300.1949682300903,299.3080239311617,300.3347599760471
928,300.5588955744544,299.69847574490257,300.86623655951513
929,300.62431304406914,299.8347274961247,300.99871842033565
930,300.38782764767114,299.7065330711858,300.80036123410446
931,299.97743195100117,299.47981477088405,300.4666502073225
932,299.8412405442175,299.345347147581,300.2105789122673
933,299.9357987975523,299.3330804932434,300.15749683248583
934,300.1467743328558,299.4024689865376,300.23327404406064
935,300.14017967460455,299.40498525792697,300.2983187326549
936,300.10415995876036,299.36805245935506,300.3075962804274
937,300.076846716991,299.2530213769794,300.34858815360775
938,300.19937247333996,299.0788949599029,300.49416725454427
939,300.3498871063038,299.18031099951645,300.73233529767487
940,300.4445277279771,299.432419432476,300.8312291433199
941,300.21883370623516,299.55911278699733,300.6822075888249
942,299.63350860225523,299.21759599161123,300.1771133618276
943,299.0795599018836,298.8410446257714,299.6206382930662
944,298.7976905772582,298.63440944403607,299.24821148950105
945,298.87277140223813,298.74926967057695,299.15315705398024
946,298.97209966833657,298.7575710543733,299.0937993935322
947,298.92887827088117,298.71963025189655,298.8899899918492
948,298.8474546606845,298.72624001181725,298.7025629977641
949,298.9277128568862,298.9019513653264,298.64401438902934
950,299.33171366464717,299.1372886596925,298.8193629905867
951,299.83065761164244,299.36675679542,299.1274261206
952,300.22788837712625,299.5412344512327,299.5090643706367
953,300.3524733715955,299.64291707348565,299.69169353179353
954,300.1650198932338,299.5205838165526,299.6071035427431
955,299.9421596100248,299.3896344046475,299.3941474415612
956,299.789443782637,299.26594129176493,299.24494517868084
957,299.8536833101072,299.31138941280767,299.27472253690604
958,299.96116777701195,299.4738793995099,299.25594291416377
959,299.9198126309184,299.6467288998665,299.228462868298
960,299.7957630582871,299.6496980630503,299.1417151698456
961,299.70265521649674,299.562710956387,299.2083470301046
962,299.7551156387722,299.78858494421416,299.44872459851337
963,300.08770776574755,300.2029233497819,299.8099193562585
964,300.32017488639326,300.65154299261053,300.16649918153024
965,300.47678800014666,300.81716512208897,300.2923032752669
966,300.2399780295186,300.8199027580616,300.194616488053
967,299.95863438217754,300.71361620415377,300.0236865918316
968,299.7603178758399,300.73908240972827,299.9967478850206
969,299.8007967578366,301.0042787832164,300.1732448150649
970,299.8996834611342,301.39938231610836,300.32491353593025
971,299.8577111472489,301.66509345302444,300.29540987979607
972,299.7813449427142,301.6545575447007,300.21846247605873
973,299.83875655141156,301.43284309727545,300.1269234353329
974,300.06699587115196,301.18091379084854,300.2665655950578
975,300.4719440822825,301.06465266289246,300.49371113118576
976,300.8921848496973,301.04239407081417,300.7681379440257
977,301.18182024338716,300.7924564897783,300.8257740006619
978,301.25571343735123,300.19475050412643,300.7006676098684
979,301.2084972529978,299.52429350709014,300.5844608774982
980,301.28166059428463,299.25248825444964,300.69696140650325
981,301.6292939625993,299.3696884974144,300.92867223924094
982,302.0593260670359,299.5795434843656,301.30933073194666
983,302.3591195360216,299.53679524809405,301.50398279068855
984,302.3201696508444,299.35777957168835,301.50707283632283
985,302.12470095507734,299.232006855646,301.3597860809659
986,301.9376457162707,299.2604042888186,301.2879623987027
987,301.8846509078783,299.5052552829859,301.3955081256667
988,301.7901552274794,299.77265570102855,301.4726009452506
989,301.33898785740627,299.99654064839257,301.47221025499647
990,300.4581042764985,299.94067967930636,301.22192571990155
991,299.5818310785374,299.80858009065815,300.8722316969127
992,299.0122036616453,299.80925701205314,300.576050657932
993,298.804677211763,300.01380150408903,300.5674806410775
994,298.64195191613544,300.3340283649393,300.73655154647776
995,298.354809893366,300.4513217061528,300.8978398379625
996,298.046216613752,300.35335523636957,300.9170960999506
997,297.9199313485015,300.020714623967,300.79897921892626
998,298.23212106685133,299.94890926066114,300.57770146378243
999,298.75374990980526,300.1358500316422,300.6573069241724
1000,299.14961191134967,300.48010777657015,300.5967327125604
1001,299.1884868783289,300.4904755453717,300.48597290693175
1002,299.07744179057653,300.2449238434185,299.83487357402186
1003,299.0167063907141,299.8736519006296,299.33340604503815
1004,299.09633992256954,299.71121991030276,298.8997920278425
1005,299.18768354650655,299.8299692718311,298.81929725376375
1006,299.2512298825282,300.049099845428,298.7825218334189
1007,299.2645453437886,300.1001966401199,298.76685285193685
1008,299.2966891651593,300.0924742804032,298.69587997910713
1009,299.3659004095589,300.15392057253786,298.79936162233275
1010,299.513886827638,300.4062004023199,299.00753584020384
1011,299.75842700111264,300.639793773238,299.27366228547226
1012,300.06978985477986,300.83536139916805,299.43696525720947
1013,300.24292014515885,300.7809596202843,299.48394394647386
1014,300.0868877167881,300.4971947466843,299.4059181407427
1015,299.7702835133377,300.1997214060813,299.3279100543212
1016,299.49065865436006,300.1653371393602,299.3903646886342
1017,299.39305932202336,300.3625987364753,299.48720420412246
1018,299.4032966611924,300.63043033121,299.60283078353837
1019,299.32814566961594,300.73669694617024,299.67471821233204
1020,299.2806637121922,300.7837450968297,299.8372835235955
1021,299.28722407719425,300.7013973222154,300.0695289920657
1022,299.4639538851066,300.3719960137992,300.27075926630965
1023,299.78893848451617,300.1120548546176,300.4593835915677
1024,299.98829638018253,299.7781841740003,300.6527643472271
1025,299.9945288608529,299.54869528069577,300.7169576233923
1026,299.5883451757555,298.9789779073198,300.51432521955303
1027,299.26706942487266,298.3450183283858,300.14470764519837
1028,299.01365252950086,297.9666851442361,299.9692704566162
1029,298.9450613490556,297.9224577153263,299.9239067511903
1030,298.81921045317,298.09376989756123,300.03429809424887
1031,298.7152346774389,298.15834555631517,300.05929149552895
1032,298.7905463918396,298.2173613259407,300.1435555193666
1033,299.0572975350028,298.4845273469894,300.1842922047813
1034,299.4656478148176,298.9358188024019,300.3255782350795
1035,299.92307455936407,299.66854596014235,300.55939468903574
1036,300.21154773218956,300.2312451356327,300.834893511801
1037,300.2857234232162,300.4875858430353,300.97473925339824
1038,299.9807710552581,300.39467778967963,300.9754051833279
1039,299.7255994162161,300.33290839635566,300.9761157178727
1040,299.51528224076054,300.37572501523005,301.1403182822921
1041,299.4985381275289,300.50572147086547,301.5558278790143
1042,299.4626254881236,300.64761282782035,302.0343549252707
1043,299.34649374267457,300.7131832343714,302.3616175379694
1044,299.28513606601786,300.62485187541415,302.44668694004986
1045,299.3786953551316,300.3179757375071,302.28526487155386
1046,299.6193628706396,300.22482076662226,302.19477346609784
1047,299.9344961083095,300.40216918729595,302.2161643872955
1048,300.1358527070899,300.62950661398594,302.1380566961252
1049,300.21479558159984,300.6200041468035,301.58060549884823
1050,299.80533709971905,300.3492209714006,300.7832910381657
1051,299.2682255389641,300.09910629243655,299.9875357735835
1052,298.7754134094596,299.9162340117245,299.64507778864913
1053,298.5993561141326,299.84056660245335,299.4160443304377
1054,298.4885300003546,299.84017897741523,299.3184328525031
1055,298.2917019515362,299.7755980866007,299.0609767703468
1056,298.2125873021501,299.67921149643854,298.80915903374733
1057,298.3482333630819,299.5553447028654,298.79168018452464
1058,298.8005740357452,299.62789466067153,299.09648756265346
1059,299.30178296344116,299.903169305827,299.5707302718136
1060,299.7265624841603,300.27102950785223,299.8679149803343
1061,299.9187886602606,300.4510081926019,299.78541066971104
1062,299.8287160932336,300.38317406580376,299.30557282046993
1063,299.6628916716262,300.2238676025801,298.7026289739187
1064,299.53237751219353,300.1930815127386,298.1898820625022
1065,299.5601217056107,300.25984284723773,298.08902603446927
1066,299.5997000253073,300.3190528868336,298.163314719535
1067,299.5797293205931,300.2522114100422,298.21644871111135
1068,299.52735886606416,300.218289581344,298.2597885586417
1069,299.5540997568448,300.3644720736478,298.4798659921858
1070,299.80094129645437,300.7652353978052,299.063219177403
1071,300.20351830475437,301.1129979330459,299.63698912817847
1072,300.4606881159293,301.30212566508277,300.0685882205382
1073,300.4532722517576,301.2745715427462,300.2195466321153
1074,300.08455568198445,301.0673555771563,300.034432915439
1075,299.7268069588386,300.89973717635377,299.85496658398955
1076,299.4238850965789,300.8466007979803,299.7393792046525
1077,299.3493875785598,301.06036859818187,299.8314245038083
1078,299.3086523753749,301.319558289387,299.90952987038395
1079,299.27843440887955,301.4103162740749,299.8866115776324
1080,299.3299391209528,301.1539567531334,299.84828631456327
1081,299.5105783137201,300.31393037630113,299.75760765465907
1082,299.8254661624085,299.7274301842281,299.779535147265
1083,300.09604639976806,299.32627914404173,299.9768662851763
1084,300.40424225400693,299.4438710152757,300.2698535413199
1085,300.3985159156222,299.2565789691766,300.4385837360394
1086,300.14538091866933,298.9318942980844,300.3074529273514
1087,299.74869147870714,298.39953911397674,300.0649653035436
1088,299.63517680866227,298.00208428830985,299.9374134131271
1089,299.7635426335598,297.86848217235337,300.02424752975327
1090,299.98524607446797,297.87101987653824,300.1353468232797
1091,300.07372022143426,297.8253948097506,300.0442536573366
1092,300.15247266937376,297.7597923144028,299.8002972806625
1093,300.29824662781704,297.76358922503056,299.4964921197118
1094,300.7098113572843,298.0146983744883,299.382316748794
1095,301.13349790117144,298.43457375125087,299.4631087887877
1096,301.32458356549455,298.9131631457905,299.7247618383065
1097,301.1398481088269,299.1541108071851,299.83182133315256
1098,300.5765316495235,299.1453707534731,299.55752789169986
1099,300.0251539478805,299.0896780333679,299.1444289893196
1100,299.54155198651864,299.1571786143342,298.8314389860555
1101,299.5887883822639,299.33287242722895,298.92349605425096
1102,299.7978874472217,299.5311252706892,299.1222388459477
1103,299.9778989598005,299.70166249227276,299.21877180640547
1104,299.8385540802646,299.8625888846186,299.26180250900234
1105,299.6528132629332,300.02780833696784,299.3641664876418
1106,299.70198323991195,300.2247810066652,299.54004275810286
1107,299.9490239621082,300.470335960205,299.6382279731349
1108,300.1566202393147,300.71089964095745,299.74431365901
1109,299.9796668371805,300.8223578286184,299.842262588036
1110,299.36176006759183,300.76727724039876,299.8485859873915
1111,298.6552687686742,300.6324523900534,299.69408957847537
1112,298.1828437815388,300.61348158645603,299.65923236700513
1113,298.02908483512516,300.7675757346197,299.7483194842551
1114,298.03909909131715,301.02452272609975,299.9374658258038
1115,298.08612025677684,301.13347223864724,299.9873771678302
1116,298.27145911465817,300.971616127127,300.0355049144377
1117,298.57300713025194,300.58794534796164,300.1555083665955
1118,298.9627517089155,300.27453300961463,300.457774962609
1119,299.4156454173376,300.28701720126327,300.77878338582383
1120,299.8333730414931,300.3630325915918,301.04154886100014
1121,299.98933661565655,300.324654166173,301.09553979547053
1122,299.80861227004795,299.8583197666253,300.9607846025479
1123,299.60156835222693,299.3318814049882,300.73177572369644
1124,299.5336244195243,298.8159786637217,300.7153546654985
1125,299.57720045577184,298.59621502455144,300.92113220676515
1126,299.5733270290079,298.6139720913489,301.30592043710453
1127,299.50128046925073,298.62578933336334,301.55649639375207
1128,299.5126116655953,298.6919325268654,301.6567006797322
1129,299.59890752973996,298.8126324411805,301.6215566383708
1130,299.8573518670155,299.2181316494735,301.6197939716163
1131,300.1550852571585,299.76880102706224,301.73963606623323
1132,300.3420135542556,300.22910957952803,301.81137774929306
1133,300.30718903453004,300.4293934108724,301.67357681182443
1134,299.90518699394585,300.3623886085723,301.18838473525966
1135,299.4518397871332,300.2276641823017,300.66846853651435
1136,299.09428645231014,300.2374053203775,300.3397690783863
1137,299.00427251824755,300.2703758867944,300.29868094189777
1138,299.0839937591282,300.32823420401127,300.407139471575
1139,299.0839809680387,300.31929894491833,300.3664077628691
1140,299.04551614984,300.3892010157483,300.2558021141024
1141,299.0997565027149,300.54102529130387,300.16759940648745
1142,299.30800114496566,300.8211463139746,300.2730016633131
1143,299.52772606581453,301.21445704870894,300.5423981459608
1144,299.6996446967076,301.5173227763799,300.79601088540056
1145,299.7236395698779,301.70099594308687,300.8019093184661
1146,299.5891540459823,301.66869816031976,300.554109398217
1147,299.3031414164379,301.6843848116517,300.1810821588512
1148,299.176043211406,301.8129537216727,300.0449233662567
1149,299.1999028165647,302.1080206257158,300.16628919928576
1150,299.29860451053975,302.55134008601135,300.5010482530998
1151,299.26324777001633,302.77862952032524,300.85225002968815
1152,299.2728395141939,302.8222449673469,300.956424476698
1153,299.49697645348175,302.55341945383196,300.9634163754093
1154,299.81689200938655,302.36779022804825,300.86944168022956
1155,300.1980275192546,302.30391449781985,301.1252361934896
1156,300.4389561569886,301.96627820896737,301.40003631200943
1157,300.51558672121024,301.0949792204745,301.5162759457201
1158,300.3672307861955,299.94923611143867,301.13272392030257
1159,300.1660800009195,299.19548076487143,300.6092147319946
1160,300.16401118431247,299.0293850385634,300.28737133062714
1161,300.3755543439204,298.9566522277093,300.2227829495932
1162,300.63722787020595,298.8260026160809,300.36348705606997
1163,300.90708826239955,298.4689514194331,300.36935826151915
1164,301.0317107109432,298.2353450776018,300.2931665768412
1165,301.0643979454954,298.06160265414235,300.0157467235536
1166,300.9444116993873,298.25661978754084,299.95572460327054
1167,301.01427511419337,298.8615679572238,300.10127526101763
1168,301.09940314888917,299.3657439861656,300.3437658949157
1169,301.02881516422667,299.59929044709503,300.33959605554054
1170,300.51853455356195,299.39340565143885,300.1047438814866
1171,300.0445010554835,299.26610676136175,299.8921790296306
1172,299.74884158798903,299.2368539217564,299.8123641834443
1173,299.81231064280837,299.34195377132284,299.89413162106626
1174,299.90892211572003,299.49326276748263,299.9818349334184
1175,299.940137520188,299.5748444505135,300.0204541189056
1176,299.92194177300536,299.59316852604104,299.9440269354585
1177,300.0460628515185,299.8201971743627,299.7463246881364
1178,300.4139904563296,300.1743535572234,299.7510476581258
1179,300.80686368196194,300.52514490368463,299.94572652551784
1180,301.0078657252504,300.674177954276,300.0710148021662
1181,300.8681578287115,300.62271175422615,299.9441868553694
1182,300.3310751681716,300.34514549888104,299.529852716325
1183,299.6800646632991,299.99647296539155,299.1478434698773
1184,299.1412896738071,299.68552646891703,298.7894200607556
1185,298.9014950333796,299.63038249906975,298.6073900474626
1186,298.87773073218335,299.69102694800824,298.4824881962788
1187,298.7801624395385,299.74977139846897,298.28111221151386
1188,298.62632291016985,299.6844659046414,298.26051571337007
1189,298.5743432052895,299.69466376212705,298.50302215459163
1190,298.9313574704272,299.87079201385126,299.14193399988153
1191,299.4960452171913,300.19971845898084,299.64237237524543
1192,299.9817138885082,300.53160028958837,300.0687716491539
1193,300.0101516272661,300.6662365789047,300.13598576421106
1194,299.7802289883122,300.5384904667727,299.96332208096277
1195,299.3927039836706,300.2812338476877,299.63586994425344
1196,299.2192686241421,300.2191318271039,299.3744638640906
1197,299.164757515066,300.3959833809891,299.3397927128912
1198,299.2721744355742,300.64281315958755,299.4870889515577
1199,299.2488518322895,300.77456433339785,299.5339219078981
1200,299.3118945060579,300.7837927601484,299.5245323723678
1201,299.4881239345919,300.81319662369236,299.7014674226109
1202,299.79604806926585,300.9009882751845,300.07456008133573
1203,300.122917408041,301.11573837718896,300.5375308572958
1204,300.2851039684925,301.3510614612149,300.8103633374719
1205,300.2308042005433,301.3761285554126,300.87578103965507
1206,299.8285550057589,301.0690475512956,300.6854181085326
1207,299.41717702438297,300.6061109735852,300.36644037146783
1208,299.12445741249707,300.3346228249648,300.11141748977275
1209,299.0706029359511,300.3388486106118,300.0470322548304
1210,299.0928923754835,300.60644355540677,300.0745549252128
1211,299.1764371013596,300.9095075131756,300.06615007800826
1212,299.3514294464831,301.06351079097215,300.0108041019671
1213,299.65679251269773,300.7726010150354,299.91657894938635
1214,300.05188691756825,300.3238215303238,299.8844408712457
1215,300.5198864783164,300.1567259208584,299.99667562659937
1216,300.8438660252444,300.26829273495963,300.2202054657949
1217,300.81782426007845,300.3040035272176,300.34373271465705
1218,300.4234777751201,299.93761144409405,300.24935709174036
1219,299.9329252027096,299.49366628052735,299.94147851712546
1220,299.6159225790512,299.2967697630915,299.81129401723865
1221,299.40266549656445,299.420146494458,299.84140932276233
1222,299.31685652531377,299.69292997690167,300.0486720999725
1223,299.2596124209488,299.80007658175754,300.13419259219046
1224,299.3141191852198,299.8728926054516,300.22133365755303
1225,299.49409923350163,299.7930915222207,300.3411084392814
1226,299.7428022053928,299.7908822026653,300.6216938620017
1227,300.06403352040184,299.9200398049867,300.88530576126556
1228,300.2722255279219,300.0780643977096,300.92163282367363
1229,300.18815719697477,300.1362884690943,300.7138969147602
1230,299.7350866347337,299.97224665806215,300.12333633722704
1231,299.14707313449657,299.8429997660803,299.50532698693286
1232,298.6383434531209,299.8652332236476,298.9488894448223
1233,298.3642234246059,300.0337250519348,298.72019257520566
1234,298.31420131130926,300.28527905667465,298.7248912578898
1235,298.35201416175335,300.443063534456,298.7051674222834
1236,298.464500481589,300.56940588269435,298.6655867341815
1237,298.69511615654113,300.6937499585361,298.53941875446054
1238,299.1689907679185,300.9333750532649,298.4972116428426
1239,299.6988490741898,301.17314940932795,298.837244347336
1240,300.0408982083221,301.354577188617,299.1998332266178
1241,300.0241126658329,301.2925063540052,299.44527910878315
1242,299.71375129025097,300.95293758280985,299.3611846937229
1243,299.44533895881654,300.62475233106085,299.2997567528903
1244,299.3353928265814,300.4893717841078,299.348549104182
1245,299.36163240004,300.64425990431954,299.4635981531845
1246,299.35103072843316,300.9597791052577,299.6204421472366
1247,299.2274259389164,301.1863381681722,299.8345047710973
1248,299.1885023245903,301.23880492945324,300.00539419146276
1249,299.16009222802154,301.03415787938957,300.15907517920385
1250,299.3017973802974,300.8234536822035,300.3150954329646
1251,299.7097109131999,300.7434500733541,300.5398913425668
1252,300.1448063245288,300.7075551236488,300.9155806427527
1253,300.360477787273,300.50872265465165,301.00106412005124
1254,300.1163268119697,299.97319348506636,300.8091518896051
1255,299.83934019140855,299.38202931715125,300.4466907395486
1256,299.64871924567257,299.1583996023152,300.30208645111185
1257,299.55517834837076,299.32764374343014,300.3032074194975
1258,299.53784351979215,299.6239787833939,300.3877894833372
1259,299.46373794435857,299.6921937009938,300.40681818170697
1260,299.4616364257617,299.7151989533559,300.3249000094558
1261,299.6045074122546,299.90148824581166,299.9722605600367
1262,300.0050236563216,300.2087955943791,299.53790839509816
1263,300.56286205473,300.5060132743199,299.50887215297854
1264,300.96792307140163,300.6643030326775,299.8456502009163
1265,301.05082972940824,300.6365779988643,300.1633705653858
1266,300.77833992633305,300.386164796803,300.07918525241024
1267,300.53741964705443,300.01960425146007,299.77945948740415
1268,300.43712891638893,299.8842528867525,299.7022587509636
1269,300.6000973154725,299.9762731532816,299.8330184453935
1270,300.8672304687468,300.24919655742355,300.10986515538605
1271,301.09010379399143,300.3598547418898,300.3263627728253
1272,301.1678649723724,300.4006165277574,300.3924212223426
1273,301.13064817481956,300.5027057268244,300.3119495997982
1274,301.16962495877834,300.70542199981725,300.32168620476676
1275,301.35599258508284,300.9634857339018,300.53444644178063
1276,301.3769285904629,301.1581352465479,300.8481777676932
1277,300.82004476010115,301.20960725824887,300.98817998338467
1278,299.5460672133179,301.151652227674,300.8243996734631
1279,298.4518228148227,301.01177247421856,300.54894657093485
1280,297.8843799416777,301.0189048351353,300.36731279396275
1281,298.0433117880783,301.2379251530842,300.4890689848797
1282,298.1277561886348,301.6047470954975,300.74204797533514
1283,298.15234427733594,301.77479204666594,300.8849111465959
1284,298.178485519242,301.7264218966366,300.7441423936713
1285,298.30024242725153,301.29488878754927,300.3883126494609
1286,298.673608142846,300.90822614287623,300.1703898167337
1287,299.18061624749197,300.66796489404726,300.3122973684369
1288,299.7109914298638,300.653019445053,300.5444100110098
1289,299.89543291207974,300.6201123213721,300.6583677146886
1290,299.71373414194267,300.26085290175405,300.4147256393112
1291,299.43043816265845,299.89203675991996,300.09204332203797
1292,299.29407332833034,299.6583093720278,299.79830901069244
1293,299.20212555432846,299.7049537253038,299.7991375489468
1294,299.1608096332443,299.78799087315775,299.9300463455353
1295,299.0930752073828,299.84032008663024,299.9978519093543
1296,299.19918013472596,299.8523661969985,299.92133871048804
1297,299.48561362353394,299.89785687704904,299.8251549343211
1298,299.8679827493793,299.94931705338536,299.69571956821056
1299,300.3243047608344,300.2305425236453,299.8738362765966
1300,300.5961212995969,300.459717596494,300.0426601179419
1301,300.5976270811853,300.52979017323156,300.2300176431003
1302,300.14794392176924,300.2636578350307,300.0745340262769
1303,299.761679084217,299.91123823710797,299.899253803647
1304,299.49324647178514,299.62566590141097,299.82733447339405
1305,299.504750696946,299.49704802525986,299.9136045910677
1306,299.5420276603536,299.47531676060123,300.1235478809142
1307,299.54556779014155,299.4399015067922,300.344520099293
1308,299.5590437377275,299.5024783652881,300.45253558077513
1309,299.71703385710697,299.71207485590253,300.44378688330494
1310,300.07516350848965,300.0627230454386,300.4814586311804
1311,300.49550291168833,300.31359015847767,300.7064087014856
1312,300.87191131383855,300.54418013403466,300.8641899526951
1313,300.86297353762546,300.68798461104535,300.66570660063456
1314,300.58248161439803,300.69917799095833,300.0520817094439
1315,300.1234060152795,300.5971551516928,299.38268131329335
1316,299.9989565207023,300.56344535916764,299.0375515654237
1317,300.0741395031054,300.8380522468167,299.088638305959
1318,300.26075636598307,301.1947884741687,299.3325481631364
1319,300.2558508481884,301.40479884237425,299.45125901514143
1320,300.1751099624615,301.3218890058624,299.4483774671274
1321,300.1128520062684,300.98598206885197,299.50463019237
1322,300.18842692424573,300.5143973733616,299.7450493601413
1323,300.3267598436728,300.2345122443923,300.1243283910042
1324,300.4430264763402,300.25660850020967,300.5547191716657
1325,300.3942076296835,300.4894535733949,300.84523090546105
1326,300.111865554428,300.57744888027304,300.9337946206677
1327,299.73389524977875,300.50856596793716,300.8902737090386
1328,299.49655949606574,300.5496434953215,300.8895564226041
1329,299.5133218876924,300.73511309140366,301.0558490711538
1330,299.6359002169881,301.023467112751,301.35319048319144
1331,299.58704590735823,301.1457082923586,301.5236187010009
1332,299.5617598362838,301.09486846712485,301.46171233030367
1333,299.4622685996465,301.0487573611734,301.23276456078867
1334,299.6619024401673,301.243470879055,301.01981362084325
1335,299.9502677804739,301.60551145120263,301.0034786088244
1336,300.2692424826268,301.88141761973344,300.8768069229289
1337,300.2314222369123,301.8411850600232,300.6061922011482
1338,299.8055708874671,301.5308682591467,300.0765779802621
1339,299.29569979617355,301.2316547651879,299.6284432758539
1340,299.03149403895594,301.0864118337475,299.47840818955086
1341,299.03157324743125,301.1907189971117,299.52522809272324
1342,299.14316439442086,301.3977301679643,299.6879742944919
1343,299.1570861767137,301.6299720818053,299.7542935761556
1344,299.18666262731944,301.70160268827846,299.8572605032763
1345,299.3147105502056,301.48188320497434,300.033465103113
1346,299.60514183123314,301.0360348694459,300.30409881318286
1347,299.9901930894671,300.6387205592336,300.62582339788526
1348,300.18424222267976,300.38971561355476,300.9518965174206
1349,300.1290072909691,300.14552181721945,301.0359124469174
1350,299.8079817446783,299.59721974930557,300.90770192505113
1351,299.5237562307819,298.8976762607081,300.67444133849557
1352,299.3672922097234,298.46863569215606,300.6470740908303
1353,299.2887892554539,298.29805407260216,300.8413895511237
1354,299.31977852900735,298.29947008662594,301.1538408683627
1355,299.27909618835156,298.227874617886,301.4077507617465
1356,299.2626491335073,298.2944858996759,301.3796248073974
1357,299.413113517957,298.54724601296795,301.07898961992845
1358,299.74860741924465,298.92194448631705,300.9095648347904
1359,300.2308168124707,299.4567113340324,301.02795891413655
1360,300.54939494974104,299.82585591471525,301.2957714243599
1361,300.54731195094496,299.88860974928434,301.2455753621766
1362,300.18844660554305,299.621710160496,300.76755875858584
1363,299.8263986361064,299.3447236296668,300.30029592253123
1364,299.5692176657426,299.22837796193454,300.13627980961246
1365,299.54926402919705,299.2710833526096,300.4040113113735
1366,299.6034572973658,299.35473476805873,300.74836088435933
1367,299.736062345117,299.2869662386662,300.9033416144131
1368,299.8362459269856,299.20971164481506,300.8558243295461
1369,300.01239121660456,299.27747448191195,300.7231386107632
1370,300.3959340728493,299.626490229249,300.6183535661623
1371,300.91747128188143,300.1142968441222,300.5546713695876
1372,301.41679497368636,300.4381751863611,300.3098649285079
1373,301.52264280848925,300.4888056724831,300.0255512808899
1374,301.2070420237858,300.12302099162065,299.492160355359
1375,300.81795891454914,299.68692003017026,299.1246791350207
1376,300.7305488940367,299.3640305692389,298.8379301072814
1377,300.93544581869907,299.40351049629083,298.9000776749397
1378,301.2539146045752,299.4836571736029,298.9946049700551
1379,301.4561604069474,299.48846484149055,298.95755700391203
1380,301.51255108348323,299.3970816485083,298.8942288357351
1381,301.4815247749644,299.6392401785469,299.078126832461
1382,301.5281422659487,300.044823147864,299.67658380104876
1383,301.7513891697417,300.5047976614253,300.3454460317566
1384,301.77979426878983,300.88943169162343,300.73283886506476
