Experiment,piControl,historical,historical,ssp245,ssp370,ssp585
60,300.9617233411811,301.23565509821174,301.4220329016501,300.8658694159877,300.7916420829694,301.4476832241219
61,300.7971804036319,301.24389928319374,301.34865369155756,300.9914872648188,301.25299436029894,301.72222128229674
62,301.09367522337715,301.40111568346236,301.6819918878803,301.22599163051854,301.9123443455515,302.23902878768416
63,301.4402685015769,301.707028001914,302.1923756221209,301.4394534122809,302.64198509714333,302.79059753599216
64,301.75203311204774,301.88955598176125,302.4235956944288,301.7619426314541,303.07879434749185,303.04552588362753
65,301.7488847415478,301.6703272454185,302.0117154674412,301.77823981020316,303.05209489627305,303.05569873379073
66,301.20178373346283,301.0396552497318,301.0631198215456,301.46789411055414,302.753442061922,302.52555024942086
67,300.29911628214785,300.2570418197536,300.3111520708826,301.1914490319205,302.4700577029146,301.98184589491433
68,299.808752733153,300.07062398976205,299.99959274136904,301.2054403850529,302.5412701424849,301.5503194126605
69,299.893859499637,300.180860502539,300.2045188074521,301.5441689946744,302.6847951200689,301.61347561070966
70,300.71659679247756,300.48584420910026,300.34910553695295,301.6007833626365,302.69658438633513,301.75580980796786
71,301.2819322061382,300.58651425121053,300.37019314642504,301.5451987174506,302.32121591279633,301.8229390711771
72,301.51574008624135,300.72407587244845,300.4041371522781,301.4309420440141,302.1569861776691,301.83683145894764
73,301.46059585823923,300.9262886212327,300.6949440606545,301.57311293076435,302.3712828835789,302.0495559687093
74,301.4726364934484,301.1257075078847,301.21719558355176,301.80823414303154,302.91273987046384,302.3354993497358
75,301.8683415876009,301.43141636456056,301.67475491963665,302.09222537770574,303.24352718896205,302.59074927364054
76,302.07967079075485,301.760020099194,301.7925208236061,302.5265715982794,303.3183505784784,302.7044560349854
77,301.7925735148768,301.6334850554471,301.31756779475114,302.8429753861946,303.04180362881357,302.45771926288324
78,300.89906692013386,301.09504461258683,300.56371628566194,302.71612862838975,302.43329485907185,301.9479307451469
79,300.17125238063096,300.4807038664671,299.8706946173107,302.39040466616524,302.0610999479431,301.376362630604
80,299.9346090430085,300.36659137951193,299.5627869058851,302.39196300265036,301.9804382177033,301.23169266851977
81,300.1519464473275,300.49374723682524,299.672890123012,302.8130209734458,302.30936384705893,301.3675505473741
82,300.2545907798002,300.6340972452929,299.87465423862443,303.0039569589647,302.3206761252359,301.5544493203645
83,300.25622626765755,300.54726306708886,300.1696219025191,302.60690372587914,302.12536085611987,301.338803938552
84,300.19420067743243,300.55389440171274,300.40122924027537,302.1217564824645,301.74932811282247,301.1197229239737
85,300.3957869090031,300.7202556739472,301.08418212408475,301.79223554832186,301.6343955155205,301.1484680252548
86,300.690962686931,301.0957473413924,301.6672076943383,301.8544587961422,301.891998539512,301.6021222826625
87,300.9465169356225,301.36051394631767,302.17459471544515,302.1499888939415,302.43610254421895,302.1726654271675
88,300.979070870786,301.40282706742,302.44745014471533,302.3389674554973,302.94401770413907,302.4523921904973
89,300.76526925017487,301.1536611283471,302.51060008420643,302.249043532403,302.89282114422036,302.38568614325635
90,300.0378852348221,300.63487339844465,302.13533455323136,301.55598341195474,302.3867395818139,301.6285364066226
91,299.5468574452114,300.1016956743931,301.5048328014818,301.007339715148,301.8107131448378,300.9724525071201
92,299.3005812113163,299.94507882523527,301.29846119029776,300.8586641578418,301.4900608436487,300.772154153923
93,299.5484815261952,300.05505269238944,301.47925215073883,301.0777124809065,301.4023303133845,301.2655654567415
94,299.58520503168614,300.41968857694883,301.99062808415925,301.17781620807995,301.358477783609,301.8381935599925
95,299.47000649536943,300.54672064409004,301.86256842141603,300.9664055719865,301.4453115749847,302.08337354435884
96,299.38512719369805,300.63543555646305,301.5566475945113,300.8576138707725,301.55573508815496,302.1686341952929
97,299.65495380577744,300.5324515266403,301.2654031513953,300.9127945141924,301.82058171948967,302.2680128858009
98,300.1071581883206,300.5373479397552,301.58348066131066,301.3285797062631,302.1831267616563,302.7120726833027
99,300.60149099551785,300.67556034242557,302.1405279184408,301.93311711439463,302.74850213519227,303.1947808645005
100,300.5837635048626,300.65769565527927,302.4888891254364,302.291752961575,303.0336218879865,303.5186115108073
101,300.19559213096994,300.26261166674414,302.2447815548057,302.0834806451216,302.8947831975624,303.63091475354753
102,299.70081134555943,299.677379842504,301.7535781103146,301.50535864644013,302.24935318795906,303.61520912153037
103,299.5631910402756,299.41333910300847,301.2113059588001,301.16166467255255,301.6557331813686,303.7901398427134
104,299.58388000125285,299.4879544338182,301.1000805804185,301.207588664413,301.49669001280273,303.95937552587026
105,299.6504166106624,299.6428178270257,301.14539670742425,301.20077750524706,301.7914880584792,304.3411045704148
106,299.5358075397517,299.6371078266668,301.25386485189404,301.2911946838169,302.2927035587639,304.31708066864076
107,299.6414434464751,299.553931480363,301.0850462368989,301.1977222051588,302.34601123001147,303.9255362965685
108,299.732454135561,299.55473002020994,300.78102065870354,301.3022485024306,302.07242985939587,303.2203643965045
109,299.9892862100578,299.7387098300995,300.6651165128037,301.38533900555825,301.68013562207636,302.9279108273253
110,300.1424969485168,299.9349573714364,300.9814489462721,301.7212051210859,301.78935093889464,303.1272554579057
111,300.3758035885606,300.22826193049656,301.46862430627635,302.19664137025154,302.1984195376726,303.7040595572544
112,300.4178686606261,300.2546162015488,301.87009336064983,302.4028060590012,302.5300933437771,304.02254168615167
113,300.0133618754273,299.9786985939132,301.7877650108314,302.16880241639313,302.35327804096033,303.892042165715
114,299.2855100245577,299.3863067097572,301.346295248318,301.68163840149333,302.04941290155483,303.3858375830278
115,299.05093517339,299.2120848596042,301.0164694366181,301.5771156409696,301.64164960660366,302.997942427396
116,299.2369030572069,299.5542701554265,301.0846751374807,301.81166074755043,301.55333401207645,303.04972685880364
117,299.66162966252614,299.92295811924186,301.4064051691832,302.19616460190707,301.4316809668706,303.2891812425641
118,299.8666288247169,299.94844307662964,301.4174400087547,302.177032554718,301.46525486008005,303.3504406099324
119,300.03434658136774,299.69047016047784,301.10661743191645,301.9878784075983,301.49418996377455,303.35465086717335
120,300.1070151938871,299.6924985280338,300.6506267788327,301.9639718966141,301.63139905345537,303.11386944543705
121,300.2022645198291,299.9050502333044,300.34295787122915,302.28973321420415,301.852499037938,302.98324904124166
122,300.53336158024564,300.25436989124404,300.4863185992029,302.94952617361616,302.1554975981665,302.91119519282455
123,301.0396654624314,300.50572762715564,301.0417422640418,303.43833837362814,302.4423107023909,303.16078747929834
124,301.3638797179276,300.6010755871711,301.46223735271366,303.7650995843417,302.7529366544497,303.60015590966145
125,301.17187311523236,300.38321793082355,301.3420563138787,303.6675068284208,302.8564091930012,303.513969523557
126,300.610546892703,299.91547823630475,300.6110837451774,303.06280840260484,302.7331455178608,302.9303197049465
127,300.01133049292497,299.5059248204747,299.86117427517246,302.5648533839854,302.5933547939382,302.34428781892956
128,299.81850884790794,299.4863096950473,299.5533761879303,302.10093573657065,302.5297433182486,301.920583884845
129,299.92183363275853,299.721256227812,299.82611698288105,302.05840766072305,302.7081892419737,301.9039529417692
130,300.305928378712,300.00316454080166,300.25230974233574,302.0194885535296,302.565070042642,301.65107956454204
131,300.5384170662187,300.247924626324,300.3570120441188,302.13799219796607,302.2555855970342,301.6071141187038
132,300.74363686405053,300.5055773793543,300.35568904486536,302.2613484370907,301.9198893511802,301.4087192858279
133,300.9916792157858,300.9601211193454,300.5642551568792,302.34714373592766,301.8204972689853,301.48149830919334
134,301.41420883230035,301.54994446902293,301.049200707744,302.4108344017909,302.21170880275275,301.68489927725017
135,301.7473244105825,302.2453238240669,301.6858496134261,302.5630733703099,302.7605012320353,302.0576596196067
136,301.81906482437677,302.9041800162686,302.03176904863153,302.5629341281534,303.11854639594685,302.0941968852779
137,301.39684597060193,303.02208595883434,301.8734792524045,302.28638531680593,302.9740745089635,301.8717673477848
138,300.741693294159,302.65437893441464,301.23917373871194,301.541490847885,302.4441511266132,301.2475447796678
139,300.1502724310489,302.4022923622928,300.667089861651,300.9948185200037,302.15963139252716,300.9165088151908
140,300.1160622504688,302.6031031396819,300.6101604496217,300.8979077724788,301.9889254324569,300.7155559212742
141,300.40380842362055,302.9994031171723,300.7410377360934,301.25631260208075,302.0152516742225,300.8819098731117
142,300.67333182029023,302.87412417985826,301.1019593873196,301.6226557266262,302.0133307833185,300.9807899536572
143,300.65828767943384,302.145270403659,301.2797073960733,301.7145501587868,301.95383041102406,301.077097783944
144,300.701321684291,301.5417544775915,301.42456195619843,301.8127119703765,302.07595621572733,301.3211199866449
145,301.02107135857267,301.3440924658865,301.4638506716978,301.83703614505,302.3021250418345,301.77353183282094
146,301.58192395273255,301.70830278069116,301.73292083388225,301.9414595073151,302.6577903348844,302.18502354642214
147,302.1619429466938,302.05721236622577,302.1877455723644,302.0350158014075,302.91392859636653,302.36347519302245
148,302.45522237238225,302.4043873448056,302.5108738724371,302.1924512771379,303.0925392040847,302.3051941367223
149,302.30168643896275,302.39272832207297,302.3004486719713,302.04342529655264,303.10197677659727,302.0222438184637
150,301.6468581388295,301.9745211470162,301.8660090871205,301.74811232911054,302.69081950429813,301.5066188833992
151,301.0330833992753,301.35324856717654,301.5235619003124,301.3504991649909,302.1464542454655,301.0268948695976
152,300.68315382410566,301.07854213858354,301.42677112565565,301.2801878731336,302.00156739330964,300.84839152793825
153,300.91835443245293,301.1707574953164,301.41248814561675,301.3098419182488,302.10675934533543,301.0291821674104
154,301.40706163415007,301.24546854508526,301.301229774874,301.3913056557519,302.20708437253813,301.32323806266055
155,301.5873634484804,301.0223827294241,301.19495924968055,301.3027535113036,301.99808707778783,301.5189709205044
156,301.5359020891963,300.88484203198954,301.0827788875227,301.23087302013005,301.8397216026094,301.66496881155854
157,301.5007957993514,300.9437174534158,300.98363560758133,301.26808635893394,302.14199275113464,301.8679060153641
158,301.98252287884304,301.3861594103285,301.03655335796014,301.63199423882884,302.67231403372034,302.16803782961154
159,302.61271086539176,301.81330333886916,301.2903941136351,302.0293147683248,303.12515358396394,302.4148778214618
160,302.9369819052075,302.07629681365046,301.51299766151095,302.310298816631,303.1563128080041,302.437880535733
161,302.667398909337,302.0595824332615,301.39327330155925,302.1921571310507,302.7808868234279,302.11532262222016
162,302.1298639345684,301.56659593579894,300.9310923536442,301.70193846347706,302.1340565692344,301.6418775037874
163,301.62434276746427,300.9011183586491,300.68107698921074,301.35133327058094,301.72736535043686,301.3380691728244
164,301.5532088858328,300.41359649649013,300.7394139468485,301.1907548945346,301.63308468258634,301.4244104347301
165,301.6285179295881,300.41853346835165,300.80846512594775,301.32487696844925,301.8787387971253,301.80187370606865
166,301.6163064619682,300.6011922631819,300.83837689108583,301.3943859744945,301.95359592779755,302.0753844648212
167,301.43358483275273,300.5855981924791,300.56364374380195,301.52749577176957,301.86673778877594,302.3382438800054
168,301.38691629481156,300.51488753438645,300.5176576247334,301.6872488498448,301.8514574440364,302.5453188696501
169,301.7485357146952,300.6064375957076,300.4099590713345,302.00347252841357,302.0136199597069,302.81891932949617
170,302.32300474637003,300.78770536059113,300.66870931592047,302.3425020304375,302.28181141518434,303.1561197365622
171,302.76134688672045,300.9878109378173,301.0297610580046,302.85159832596395,302.423704028387,303.5572215342991
172,303.04087754355163,300.95548215381325,301.302524739367,303.257848063857,302.52134444700147,304.0575360844928
173,302.7667491014457,300.76175202113393,301.15041669541887,303.39913274634984,302.31527499438323,304.3230604368926
174,301.9537270005973,300.2618901298221,300.4922422614679,303.1848407431129,301.8921209149685,304.4226207629999
175,301.03735293737844,300.04975496583916,299.84229025191576,302.89194165136195,301.40685155527336,304.66376857215135
176,300.6403819349705,299.90367782786603,299.6247164569431,302.8006293694568,301.3776766040304,305.12187210104855
177,300.7478920937437,300.0770716227903,299.77793311415394,302.98906161252177,301.7531377580239,305.4713260372541
178,301.0463776464808,300.0789409425645,299.84860550957967,303.35680507891306,302.2282839344311,305.4010858203182
179,301.1802303899246,300.083099578166,299.8763831453912,303.60117481231305,302.4583300346084,304.73980424834446
180,301.20826926915515,300.0828101027983,300.0610014954702,303.50456656086675,302.60083267557235,303.88613510242527
181,301.26028766309724,300.313169339543,300.70233202232976,303.13847615521155,302.8568154023662,303.265823331076
182,301.5077442383805,300.676354969658,301.360709607548,302.9789946274152,303.319464118317,303.27705164684954
183,301.95834975543517,301.0431623967288,301.8060168743869,303.19640317219205,303.7651978973774,303.78548966428843
184,302.2446705805333,301.054804790796,302.0320891682113,303.3001363414978,304.1190616852568,304.1446292915013
185,301.9043800221107,300.8397665169208,301.7844360404351,303.08313057549134,304.02791919844566,304.14581232349826
186,301.2749969605699,300.22844380606347,301.32207421250297,302.25863725198366,303.3286710872742,304.0215107906453
187,300.77701026713703,299.65781423309124,300.8248474446199,301.73989266148584,302.44487207241554,303.8965882834252
188,300.6933881292194,299.340886912132,300.7251517804877,301.67542890624463,301.9801132431803,304.0385520292016
189,300.86456302078005,299.5681163077198,300.584983186151,302.02698878670043,302.04546619327647,304.0925245472448
190,300.7532079822403,300.0956188329319,300.656388020348,302.16674666705075,302.33304459183097,303.8900828672543
191,300.5631906465739,300.5049902950597,300.5609041194569,301.94479220135855,302.32491654669167,303.26752384983666
192,300.3018384704986,300.6891631895671,300.76228038805317,301.7477141305411,302.10285505684345,302.7042033671573
193,300.49395270324635,300.91931439801994,300.9317825301394,301.8059732820307,301.98619076309154,302.6054527470314
194,300.9915550174405,301.2021535240348,301.2955924839298,302.15579677242823,302.05846417235625,302.9604260744525
195,301.45774520714787,301.56384485041,301.5284448441916,302.624804748076,302.4959573011985,303.5874276749766
196,301.7034464729816,301.64003067900643,301.542748616599,303.0208296376705,302.69544562589016,303.8674842976296
197,301.60045782098973,301.4812015650037,301.1390066952911,303.1830261383316,302.481310580879,303.7804152156995
198,301.12422570230973,300.9834523498682,300.4394684862177,302.9351956287906,301.894711266762,303.21867886549086
199,300.6852372672987,300.5310730284228,300.0155425807114,302.7463903642872,301.4024488923689,302.4199700615837
200,300.31222834287445,300.17756396599833,300.0534511529924,302.57442303339985,301.37294824374703,302.07997279716926
201,300.3274021277648,300.16837207878257,300.4778879201664,302.59965659215345,301.6251595825741,301.81495908050994
202,300.3503552007348,300.3382817592977,300.75324305117823,302.3850238770338,301.8751076167018,301.87572864812495
203,300.3387440228166,300.64701915365646,300.61746060185595,302.05663680884624,301.9166970840029,301.6436336402164
204,300.38286771778843,300.8199138041666,300.53877572189816,301.8552087474601,301.7938382125331,301.63167440354965
205,300.7148706952068,301.0521865953801,300.68804152062285,301.8878044132504,301.7299402170175,301.81728404896074
206,301.12971628136376,301.27337846204995,301.29689465620567,302.348614093234,302.07287503636337,302.24297062001165
207,301.53403579126234,301.3520558001425,301.84973700543566,302.8729585961464,302.53000699086397,302.55832875783744
208,301.6401599949445,301.28150787724036,302.09523229308456,303.4160837689763,302.8690498478416,302.91632069485803
209,301.25993661943613,300.9580246763633,301.721835703537,303.5583175695245,302.72107323162976,302.5807021310292
210,300.61786071133093,300.43146169727856,300.8439550360029,303.41776374085106,302.18042819626066,301.74781134016933
211,300.0916177667512,300.0041167374304,300.0105310012648,303.18606007427496,301.66536393395705,300.69528396176105
212,300.1828877407769,300.0560586975638,299.59603846628494,303.24130106714625,301.4724229412756,300.27592586748534
213,300.4684747644154,300.31950655631886,299.6698494234411,303.51235898549277,301.6579130866003,300.60594928111266
214,300.7413429999722,300.48314095706763,299.89527682940616,303.6214619932471,302.05417194654314,301.1935493444817
215,300.82260593339635,300.3705871308683,300.1155657139213,303.3307538181553,302.22492576743315,301.6350503733994
216,300.96143742839735,300.4404220373644,300.26474427417605,302.89667671235026,302.3815466065169,301.7697851595194
217,301.3300334447343,300.6258789608111,300.3996072102522,302.7711679941861,302.5262287900467,301.9099161676707
218,301.9486525853796,300.9353410014778,300.5984498813282,303.1397044325019,302.86688054506493,302.0941794154055
219,302.68060437739297,301.2165937966484,300.9568354782095,303.72547849974075,303.39188100388293,302.70709519552753
220,303.20252975025846,301.43100941693234,301.1535892699634,304.2852208974899,303.78531722153656,303.1380957358219
221,303.33321819813955,301.4796400007886,301.170035878216,304.4073640492183,303.7977058204611,303.18947871757905
222,303.0825849830429,301.1582441836301,300.65677972574014,304.2196012587155,303.57489417675896,302.4848860399593
223,302.70372635902805,300.7484068652314,300.3058449261229,303.95342242307635,303.31283080422037,301.9137552035322
224,302.4722856490564,300.4416263644075,300.04867451118736,303.8871889743529,303.40321214407123,301.6847732268399
225,302.50183306018795,300.4742178665097,300.1620394517409,304.03454444706193,303.2066828602467,301.81488984075713
226,302.4054184684807,300.6714670611398,300.20363126556646,303.7527453862087,302.95199533110826,301.7540702475093
227,302.32328517802466,300.89601166464354,300.08684019182147,303.3641438939617,302.373556749432,301.6074661461592
228,302.0713341856136,301.1117770177353,300.1375089512889,302.9302187407803,302.08858103898314,301.5637561927986
229,302.20673521269356,301.55050305025753,300.53660226771376,302.8195831077614,302.0033234943409,301.88148166127166
230,302.37721743576225,302.16928615295797,301.1666486886417,303.02499913721016,302.1264283931042,302.4335878524858
231,302.547039485659,302.8045942005259,301.72546756251774,303.4235122830541,302.45214409033343,302.7897400084267
232,302.668686694419,303.16882579629936,301.90290621234004,303.8351118149688,302.56923452409796,302.5646266007156
233,302.5213802243817,303.2844477081115,301.5363560458373,303.8431055031149,302.34713465901365,302.02582692758534
234,302.1792126653818,303.3367168268141,300.65431869942375,303.40923970627534,301.87204702586183,301.49179911303185
235,301.62596666435235,303.58970256498674,299.9830370400893,302.57113800294144,301.6287689947617,301.55026403281073
236,301.1466545405615,303.94521453005194,299.93516396222225,302.01093342610557,301.59142818612594,301.7441226432221
237,300.9564803762193,304.17684624695187,300.3699997628212,301.7241464479059,301.68812368293317,301.98011551598614
238,300.8501181831961,304.1747538697659,300.757180171608,301.93072115527485,301.58782088208676,301.9251148434001
239,300.9410300955235,303.6281917579245,300.93284847982346,302.0125978689133,301.52154638762954,301.89128728835936
240,301.1024344537432,303.0870166083997,300.87569124107796,302.2011674334205,301.2543944062157,301.8875515121579
241,301.54957265258747,302.64796423423735,301.02379435471033,302.3913774146159,301.15263655766074,302.27036169883036
242,302.0906722310888,302.60535793948253,301.36855513505014,302.62585551292074,301.3520536822525,302.57760129210385
243,302.5499960328439,302.75530118638363,301.9014002118426,302.9830233280798,301.8096213144136,302.9573220309425
244,302.91926570025436,302.9966440261333,302.13206873030936,303.347603684234,302.0970483062933,303.1169383901129
245,302.86233206140645,303.21811392336275,301.9932553819653,303.1444378398416,301.99686023252167,302.9497751570893
246,302.234715000663,303.2501918703025,301.69141147768113,302.08191787346783,301.32020652897126,302.30420001534156
247,301.2989439458219,303.06831500950915,301.354837318748,301.10175994804223,300.8853495667113,301.81509693404706
248,300.79462983039326,303.01211546038166,301.3508974686017,300.88881566895424,300.7855812306291,301.8048484915459
249,300.9703643153962,303.00266737423925,301.3814229554787,301.46736669470664,301.2766073423116,302.03409344172763
250,301.3114247359945,302.8833261559376,301.464136523952,301.9614609748788,301.6107951188939,302.2539118440582
251,301.47918648478293,302.5001623828563,301.34144553697223,302.09759170017634,301.70371506748097,302.2094475181875
252,301.30459435491565,301.96611193961013,301.49460982783035,302.0354429047249,301.5255536606242,302.2656185202071
253,301.38778568037355,301.74740923291665,301.9364424094606,302.16591632046953,301.4765599373464,302.4681422087637
254,301.7784087993534,301.7562355459452,302.39190882060706,302.5161976760224,301.6906040991168,303.2888233052882
255,302.24690013612127,301.9859952114985,302.5608891609798,303.1310115371176,302.1831427080098,304.27160008851484
256,302.4191651304819,301.9153647490347,302.4090601238748,303.7729239746113,302.5993470524918,304.9601615319105
257,301.8988543329968,301.38060818857167,302.12970284041535,304.1756542499066,302.44590689435836,304.95333792066407
258,301.15816595928504,300.4303091211878,301.41086484687435,304.12036556191435,302.02437771911195,304.66585374468553
259,300.39140835663716,299.65284164982273,300.62964170779827,303.72371655867494,301.7573071772828,304.48616457946315
260,300.2235992858556,299.7679612962059,300.1761951254273,303.4086198619307,301.8011187299422,304.5966230970221
261,300.3203285676553,300.1811888610443,300.39884647161557,303.352106517428,301.8595252912699,304.9816757530668
262,300.73621967573155,300.5481268720512,300.84199445529094,303.2493686992731,301.62674165301263,305.27152745013836
263,300.6945671405209,300.23213937363687,301.16337724829896,302.9211303489663,301.4001839725056,305.05849344151596
264,300.54687472173674,299.98235359913923,301.1089616374498,302.53232616523013,301.4401050443242,304.49146695744275
265,300.4072253528855,299.9418154770726,301.13657556214156,302.38757645660803,301.60173554461403,304.0054239424175
266,300.68616641747684,300.2699218433154,301.1562187986581,302.53846925204437,301.9690345301974,304.17259950757807
267,301.0657314688239,300.710981421037,301.43908365682194,302.88389148397295,302.2818458482771,304.63557371781707
268,301.3188185238268,300.86855519675504,301.5944748058608,303.165458846847,302.6554276211277,304.9243550242248
269,301.10273182662087,300.55312269472273,301.39691117183787,303.0750387640224,302.65385907589433,304.74522166355376
270,300.2031993927692,299.7646677038308,300.6786982053317,302.3481566315174,302.1162065281225,304.32018919757087
271,299.5260212991986,299.2781743132668,300.05052512861636,301.54481615809544,301.31812403952955,303.93735077394194
272,299.11805868471066,299.1434015494032,299.8436089364988,301.07916904134987,300.9201025412984,303.8445088488207
273,299.2901255893985,299.4275660594798,300.09445900564026,301.2066413621274,301.1356484161317,303.841137404555
274,299.3940355663091,299.5510472493402,300.32762144099996,301.5653361689917,301.63595327498456,303.8602732317112
275,299.6569638362578,299.5368778441223,300.4053434837496,301.83307482926887,301.70261485466375,303.51370887748016
276,299.89726793403634,299.3954566453369,300.3811844316506,301.9626147886059,301.84514998628316,303.1586072269442
277,300.23656651062373,299.2826730719935,300.39447236975684,302.037150030839,302.04500966197173,302.9003875577915
278,300.4127246976305,299.4649623231573,300.6404819716208,302.45552057667976,302.6019737638299,303.1758203129038
279,300.5333805525666,299.8466199535064,301.15248746077333,303.05123959762483,303.1270405359265,303.89219450088586
