Experiment,piControl,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp370,ssp585
Member,r1i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1,r1i1p1f1,r1i1p1f1,r1i1p1f1,r2i1p1f1,r3i1p1f1,r1i1p1f1
0,,,,,299.9496017354811,299.976119200921,299.90205881154026,298.9524055911498,298.5946293794373,299.9513919685897
1,299.79718413545226,299.7108768076682,300.9122956659324,297.22354128339384,300.5171243677764,300.60600658692994,300.47119360175657,299.27143377226616,299.0480709820661,300.68097233900045
2,300.4289860046061,300.01345354564626,301.18822567590024,297.9029086728188,301.2169039807995,301.48031413135556,301.171475851631,299.8883407101174,299.9619607596633,301.5289166527837
3,301.11929504808,300.21431037894746,301.40808677048886,298.5205367000786,301.9303854083061,302.15502468019616,301.8142434353455,300.5996544650095,300.78736625407436,302.2716344963222
4,301.6458619720299,300.3012954598964,301.37348130923556,298.98014848069005,302.41637088527347,302.5966413822854,302.1081678344659,301.0727256552588,301.24168394495814,302.64039914516087
5,301.8565605719525,300.1418274172569,300.9574250968883,299.061932153065,302.57223223405117,302.60047889934026,302.0649872027763,301.14567405645613,301.25422223839854,302.7333267587513
6,301.86845387168677,299.69004354665867,300.14124315957446,298.8015018815545,302.2200642033836,302.2272755068331,301.78716033703336,300.89840971518294,301.0159146848918,302.4389042841874
7,301.6747324421986,299.06879661620565,299.17892990590514,298.4121906341479,301.6323438778695,301.76557988159067,301.5336218518646,300.6080100294741,300.61791788712907,302.00963028156247
8,301.5248370692675,298.38167474850917,298.3011439015392,297.974451636977,301.0612326090815,301.4650463510305,301.57197374976454,300.53609552874553,300.2971989390334,301.52833660999266
9,301.59278664771415,297.85902668798246,297.7920102769906,297.7930280487548,300.8580638310605,301.62575383068855,301.83410459621314,300.67796235377045,300.3172795997781,301.3800050246902
10,301.91893724692034,297.5943884254046,297.6153054969671,297.8218040415056,301.01152673391545,301.9213685392801,302.2661900816888,301.0761202149674,300.5372248857675,301.41210698404666
11,302.2692389751069,297.46270074003013,297.6193509604954,298.0491712826884,301.3398165858649,302.12330580110364,302.64789928462073,301.46042375810083,300.7572398900811,301.49737915589907
12,302.4211653439883,297.5582146461307,297.7302661140915,298.24996375058385,301.6517592476675,302.1712389174552,302.92598350947776,301.81823664626603,300.89459539921745,301.6293671326225
13,302.42866995647637,297.8191210183638,298.2564475653569,298.6529323106442,302.04013982911425,302.205099936892,303.24582698597584,302.12985038929077,301.2770823938841,301.8850553688873
14,302.4089042472364,298.36981526019287,299.1328882585036,299.18578807591547,302.47823928932144,302.4259751806895,303.4608493403308,302.4568058472162,301.9823693517109,302.4308761305631
15,302.2304291549756,298.86885726410287,299.9456545765094,299.79604398478796,302.7676280900242,302.6401209300031,303.47691497660844,302.7902776674332,302.69734972905286,302.9874997736953
16,301.7931472131615,299.2123987953091,300.35557600050174,300.21527976318913,302.7803966880803,302.737610458887,303.1506515720074,302.8866253872382,303.1456139635882,303.47350765523237
17,300.89043183205746,299.1594555301555,300.2949431026737,300.2652818234157,302.4037116590602,302.40053834680475,302.47901747998196,302.44253739444684,303.04698018439603,303.52432509309926
18,299.7323608384563,298.72349762769323,299.8984227478964,300.0314459231306,301.4887191536695,301.6874086052039,301.5349437829236,301.4356653952357,302.627344807376,302.88652857010084
19,298.6925570612097,298.1737601462714,299.2700945658766,299.73703196934946,300.375107057339,300.8524989238985,300.5904858851677,300.386093725902,302.0268668984688,302.0118847551469
20,297.9024937145886,297.6649084259102,298.69296774081937,299.584791444255,299.4276467006882,300.1825650910051,300.0099110570348,299.5796230966959,301.62528882788524,301.36718792976836
21,297.56849672226366,297.3674441093013,298.42409725485845,299.60462237664177,299.0785568715084,300.00059658270106,299.88775205900197,299.275470318738,301.5109201772122,301.39898887005546
22,297.3758942260013,297.1773948090158,298.51729084046167,299.78368810693524,299.14800543465867,300.0580632911003,299.9561300056965,299.22929146180826,301.66527805151543,301.71514947473634
23,297.38648300007327,297.1783737896371,298.7583467571213,300.05904519985756,299.2805727041359,300.25866276113754,299.9522024670628,299.3705082744635,301.8446901725153,302.09522516818146
24,297.6508477265883,297.3888373726113,299.0870817913292,300.41462658456066,299.51828421142415,300.45224797304263,300.01949979123265,299.6585737288662,302.0125510871124,302.2425447867343
25,298.2726137236007,298.09190241247376,299.56862634969906,300.71986846833516,300.03433841004926,300.8958234887488,300.40266140845273,300.18567415562603,302.2821495654783,302.2740096602628
26,299.18225392922005,298.88002068313995,300.1579819952688,301.0631543917372,300.7002786488977,301.4539331610294,301.000760397342,300.91269160349043,302.64982218658395,302.26349518983017
27,299.8347012165444,299.53807398693624,300.75110573472324,301.2847024376169,301.42104445847485,302.04505682988264,301.56686433686946,301.49212550485834,303.0543441124703,302.1544664846862
28,300.27869671820037,299.825518875266,301.11901155550805,301.3298351034923,301.8406453336835,302.44158454252073,301.843722558716,301.78475587649285,303.31951752091135,301.86317530758214
29,300.3010178179414,299.8257062067876,301.180232559237,301.06220178519993,301.97452635043743,302.64967848029806,301.6725913077905,301.5855476780075,303.44527093210104,301.14885040649193
30,299.9324392627173,299.5309031617472,300.86473607377553,300.505468985022,301.68907964290145,302.5088940524706,301.08626116480986,300.9381681499122,303.2990214492947,300.145027517449
