Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585,ssp585
9,297.49631665253673,298.92412956525123,298.0514668340167,296.5299785245764,298.26702554555595,297.80181718829294,299.12246507310965,298.98456211663694,298.82800925856424,300.5385935850142,299.7504557423133,299.29227176974706,300.55574776872567,299.6407518119342,300.1639801741769,299.9024400408096,300.6515259567755,300.2384937785577,298.7599010657013,300.21895745659805,299.74104656015817,300.95446544959776,300.385125671852,300.5665953694415
10,297.2440046681307,299.27379098301003,298.2344877603089,296.56024529589286,298.4570254912331,298.02276866902804,299.1461278610663,299.3211129735363,298.97375317162715,300.9903559130387,300.0146182901708,299.7166645373898,301.0773175188272,299.8006350588385,300.53707640748786,300.1324974588644,301.1475048104615,300.7324425445774,298.8358654247773,300.32844105674377,299.98025491803645,301.3066113139627,300.727804351448,301.15871476812225
11,297.35168670397513,299.68502884163064,298.5383555016519,296.7543651517181,298.70633383605804,298.1538060328558,299.1844336587717,299.6235268366461,299.22323848831996,301.3449789279751,300.1225848556914,299.977641756095,301.30168916229223,299.8954460513903,300.7675785661861,300.38704323535336,301.61083068395254,301.0519326668573,298.9248088259351,300.5223072360379,300.2968120113364,301.5540790779276,301.1566197010911,301.5671152554856
12,297.81983157452197,299.81492121610705,299.06386690990644,296.9997704396699,298.7891563776918,298.52827951945795,299.20233800814646,299.86024568760246,299.459619740561,301.438788705905,300.175730336234,300.0473399625168,301.3898951791138,300.29120469709073,300.92883824894545,300.4405094898328,301.65382632981436,301.2178280033818,299.09409908025697,300.6425847057895,300.6594982945765,301.5962365733934,301.2717968936406,301.6124974415354
13,298.64726567874834,300.16466353092216,299.76237038414644,297.4775898362412,298.9065928201673,298.95088168269604,299.380706246148,300.0306119923467,299.9639464124425,301.27120823673187,300.317463572146,300.39570267439336,301.3044325488667,300.7391572215435,301.1649721267417,300.50817369220823,301.20355429217847,301.398908588415,299.36298121216123,300.85738390101466,301.07718307421584,301.3688537006672,301.1593317461211,301.31422768930673
14,299.36030460804284,300.8198280672156,300.48188647860945,298.0827298144918,299.21344331755466,299.7108595796822,299.9652255563654,300.5632858200638,300.64791658835475,301.34153835211026,300.9264633185741,300.6862196167688,301.161536661292,301.1066486969897,301.3455504294282,300.96406216656516,300.98873304669297,301.71107196294435,299.94423305595836,301.1148232105719,301.45155886827285,301.31317953399883,301.0218941756002,300.9905256665272
15,300.05169119494195,301.4153257195422,301.1090700434357,298.7496538758447,299.89009360812344,300.1760991955569,300.6517188848925,301.05567348608133,301.3517864158574,301.7118204094944,301.56700370589897,301.18080211366777,301.0251036644611,301.30658215733826,301.40573579946886,301.5457041244728,301.02617245229254,301.9980405643233,300.8111385937103,301.40561538395303,301.811170129482,301.32947153766304,301.0797669307719,300.91284399305044
16,300.3590525318042,301.72710132162894,301.1593465189926,299.3524301813972,300.22270239496925,300.62609247989536,301.004959087091,301.4282463329507,301.7634397105166,301.838876092834,302.04178522229853,301.1256113653399,300.311886441837,301.22216553897545,300.89553142420135,301.790035620222,301.2064678996059,301.43468109137797,301.3319797012352,301.2172906087922,301.79274317107087,301.2566032851931,301.028804430486,300.7220020143205
17,299.99698116907695,301.4407485676032,300.7440081521241,299.3295627363022,300.009172126029,300.3939945211595,300.6130805212925,301.14579929518607,301.73826920779777,301.5223518165272,301.9499017416364,300.64196582354066,298.8399875808254,300.76834589553215,300.0057379659498,301.30904717415046,300.2674458126239,300.2393292749858,301.2653213913697,300.3647668514339,300.9868837570166,300.60270886872263,300.5623506997442,300.33636311431945
18,299.1485308037091,300.8052967285087,300.0471850954715,298.97833743108083,298.99514306085536,300.0767672106166,299.73890359934785,300.70882892824756,301.4909702765295,300.70522653058714,301.5723054972607,299.7677890987441,297.0138273254799,299.88530742233945,298.8299837985207,300.2045316960074,298.871838352524,298.8769943239862,300.6911198654844,299.0169462441206,299.72596523325177,299.60326003281534,299.6132877256707,299.38761749250693
19,298.4485566094674,300.09993701153775,299.3807831904148,298.45764224392707,298.1634573266326,299.78042460457635,298.8004238572817,300.23600074963605,301.0360794884994,300.03423133926475,301.1558670890144,298.85513594582704,295.80677783885085,299.1054106988076,297.9197015970944,299.1468029461193,297.4608408662103,298.108819507856,300.35344202676544,298.04180461549504,298.64298778425433,298.6155127828236,298.69237858176155,298.4400978825105
20,298.2322467734311,299.64860262549655,299.24178617438776,298.44721980195135,297.8674047607289,299.759665566724,298.2650988881631,299.8315682219322,300.8798420637805,299.39439081879226,300.7908556694128,298.2440823170935,295.46285687869744,298.7862470079535,297.2933461549315,298.38025557107176,296.8956192007311,297.813053758295,300.2736438686956,297.6016857948104,298.1625646002889,297.90835965767866,297.9030301672054,297.67366885822867
21,298.3455940767828,299.6074360283072,299.37601228655086,298.63507819560635,297.86694741430205,299.9455234975239,298.17247662122264,299.56428490363106,300.8441782272282,299.20204299805505,300.96782009439926,297.88860664664577,295.456558089835,298.948333197025,297.22031638093654,298.29721730754426,296.55513115072205,297.70917962252025,300.4749439333462,297.58814089426477,298.27753603012513,297.4877008040034,297.27809264709356,297.4107604106492
22,298.6492781146248,299.75232480939934,299.7542157585945,298.8990460775965,297.9113894896431,300.31096468883715,298.4182447026571,299.6135081815742,300.8337232935249,299.2805158412462,301.4459819874672,298.0751046650896,295.69106164954013,299.4136145522079,297.28602925981846,298.4040578380954,296.6944022877471,297.8791473191645,300.82928156787807,297.68267905463426,298.45674778495135,297.30634457978874,297.0395166202239,297.443908084514
23,299.0344972160595,299.9044450518272,299.91811362835244,299.04169670892384,297.63841344121175,300.6010723593602,298.7383986701581,299.8682581411844,300.69293014966377,299.6552436204176,302.089130561329,298.47236899349184,296.0891549644755,299.78871804633894,297.44797340574013,298.739832813341,296.8039047466695,298.112297684003,301.1425115891057,297.81840662560813,298.77616384480876,297.5214164118565,297.2271488321765,297.9384024414768
24,299.3499293556724,300.01599809639976,299.9967902445116,299.25344370270864,297.7313960758773,300.6650916044094,299.01383714186176,300.2072883062164,300.61833165072807,299.9563348378033,302.3432316357931,299.04283426726863,296.591954536468,300.1615697813847,297.3702696390161,298.92661496887166,297.1386847542358,298.33194363218297,301.32478093260823,297.9837552212214,299.1179060517226,298.1183229082722,297.68788900767385,298.6467283057057
25,299.511346745511,300.0274724158141,300.27242218475993,299.5632080018019,298.1994743016426,300.3016634041955,299.71881837165836,300.3531966627607,300.80607522561365,300.5498181637393,302.20014075770735,299.68401959486596,297.20094190068437,300.482099969676,297.81737880328757,299.6694044088874,297.4939313407589,298.6540019410488,301.5422122825117,298.40723120953663,299.7664713675642,298.88747506059093,297.9975729284912,299.82835839514104
26,299.8363983889299,300.09924124642794,300.7695856751916,299.9984015202131,299.173965975473,300.08634633197033,300.4323036701248,300.81277349190213,300.986622323914,301.0914881010381,301.8652508375961,300.39690696429716,297.84338895466374,300.9822872958407,298.5551107929914,300.50020109112126,298.25755525718176,299.33227859083127,301.64389670839023,299.06751998831095,300.3172210759987,299.3390772402417,298.28896630593994,300.6529598747539
27,300.1756511859304,300.27634305950806,301.06513723012466,300.415782298726,299.806578957897,300.0084573677377,300.97053812715626,301.0188694886956,301.20721447705773,301.3762116282419,301.7141131070112,301.07050890506935,298.66776390618134,301.23348354910235,299.4769735775206,301.1734199355723,299.25176205613667,300.0473615300735,301.7846187374194,299.77644213460235,300.90636070693654,299.71022947045594,298.91455648098713,301.23585218816385
28,300.05358914008923,299.97946316062456,300.7400682613559,300.8962651705427,299.8736794485388,299.6859215551089,301.159597470097,301.1249728171827,300.90707885861644,300.7782190959834,301.04752740886994,301.2511176384382,299.24646896935104,300.93496760755096,300.19630029192564,301.0758527239435,300.2168374062788,300.5519712655354,301.5319368406984,300.20759139096765,301.04889816025053,300.0017954077411,299.67846544536184,301.3012043103466
29,299.31795164215083,299.1649138403457,299.7104816170439,300.86714727366433,299.4711381799596,298.74439259820116,301.0983129435239,300.67861702520077,300.3764130439732,299.7644155048179,299.57818434365635,300.9237973918348,299.5535792703885,300.19144704036904,300.45589638357063,300.4844556574358,300.38178320064645,300.4280513695374,300.7935688036095,300.2178431232986,300.7525399841339,300.1425381976295,300.17354381406443,301.147218845762
30,298.3073773265644,297.9137060069118,298.27392239401104,300.54345138387663,298.7664895439056,297.699819469716,300.9428169673829,299.89632552376565,299.38023853032854,298.7380173143842,297.5861728700143,299.9513870361432,299.24415708718715,299.2119146824437,300.34047621016947,299.5471798507472,300.0366866496647,299.8085544677635,299.4798233610787,299.8788170492382,299.85595509260406,299.8173789766439,299.95139948901624,300.6236762892693
31,297.54921436633936,297.0984731908315,296.996081713377,299.9273201351594,298.359874565733,297.0464118682619,300.8229292554782,299.31632677032445,298.6880760767889,298.1488652148558,296.12884785740965,299.0394578654779,298.9039669692773,298.61800382094196,299.9298222893546,298.77404860196674,299.5240916041692,299.0690487137129,298.318983348822,299.469599169802,299.08983822065994,299.33600733918206,299.54065687350044,299.9972710760258
32,297.1295876172423,296.7072392732111,296.18332349528094,299.62883862627274,298.31002733713325,296.86928554765706,300.7805844745845,298.78320151291194,298.21053235018866,297.7141507780613,295.59185641373034,298.38629821469607,298.4607394306776,298.2876783263188,299.7925584107383,298.29911326243695,299.5612785512739,298.66952256523484,297.43563739150864,299.318990345764,298.62937329072554,299.0630428508535,299.1901305283673,299.70997705595295
33,296.9050922081037,296.6009194080168,295.71213470346197,299.79615651754017,298.46145512113293,296.9262164204481,301.00005375625875,298.8660706044555,297.9683428685933,297.56489933531867,295.66846378127303,297.98276850844053,298.30921449335455,298.22811914309176,299.81599784122653,298.35931272701214,299.79548634829763,298.56613668093564,296.9774931928878,299.50802362509404,298.5989619982707,299.2215826860249,299.0060367288516,299.88544011677635
34,296.918717853606,296.64053289931024,295.60418005455887,300.0535933054586,298.76126070397976,297.05913744212535,301.4471306986433,299.04671580885065,297.8393401294875,297.652308564872,296.14131507021165,297.85048205872846,298.3847418707541,298.39986615637116,300.10038233633395,298.6723766927809,300.1495408778533,298.76268671288193,296.83277641451394,300.14919689967513,298.78089022143405,299.45531755138563,299.04221466283485,300.3820792696387
35,297.0058532527973,296.7520339262871,295.5088197069536,300.31250136356545,298.7976352198111,297.45294280926964,301.936335483483,299.42933919067747,297.9644876366821,297.9752936125939,296.8285320895463,297.8353922892288,298.792006866347,298.5844669051381,300.3147467984,298.9140425282828,300.4037850357751,298.851940571413,297.4188850534302,300.79567860954216,299.2282664764143,299.6255325126969,299.22188822584934,300.68196496101734
36,297.167848773252,297.0028047797527,295.7634267773539,300.35049135680475,299.0173555309736,297.81413606167473,302.1687240504587,299.64734481524124,298.29042906325054,298.23647290753456,297.6454613131821,298.1886253000666,299.4012486147003,298.899051379482,300.6637250510767,299.13697933965153,300.58280305009225,299.1812275431398,298.2419435961496,301.1875551412084,299.5173717450902,299.770428508682,299.46249917689573,300.80158022063625
37,297.43069007323203,297.4922432770305,296.26022615606763,300.49189347999487,299.3504402149695,298.48256724106255,301.98206077194806,300.033171528394,298.98280087275947,298.42102455342905,298.55875421340767,298.6961989647455,299.98552117639207,299.2537141729687,301.11276012700904,299.90280178455754,300.9177881435347,299.6525626071107,299.42259018279043,301.3600801799551,300.04123871666116,300.27020817706733,299.97069904352355,300.94613401774626
38,298.0230293526478,298.2050723650117,296.87930250742767,300.5282431389047,299.91272621884735,299.47159084560735,301.9631322806542,300.605873890066,300.02057921838855,298.9448734833828,299.36659578599125,299.372373060545,300.6023596185044,300.17889949466854,301.6761622026432,300.9584872401686,301.44086091126655,300.316130673557,300.37532036787115,301.4981443749948,300.7470066100843,300.9675287871715,300.538317468667,301.3545165279602
39,298.6592410196215,299.08778302163415,297.58357860161874,300.7808196498833,300.5373575148857,300.06851085646355,301.9028161073266,301.1272608744745,300.7679974766432,299.27952213324755,299.67404190949793,300.11234030347197,301.18380664527973,300.7942009935809,302.0941857663554,301.6980286301821,301.91490100947107,300.94439006558304,301.10829075720403,301.70305605222615,301.2722757902992,301.49245286221594,301.1453609274303,301.8547638868286
40,299.182330623153,299.68357107445826,298.06071690115124,300.5939025207785,300.67172790362537,300.25750639741347,301.12824398515255,301.4611717862055,301.2241668909139,299.7770025901302,299.7890071602681,301.0391182538771,301.4897951621584,301.30858490643465,302.236757017578,301.861207633585,301.7553825111317,301.33906409712796,301.54395100230164,301.64317564911147,301.30007146176257,301.39313924142516,301.36196231666776,301.9632470160041
41,299.0942396529294,299.83622806334967,298.12971757901954,299.7922050547413,300.3084547356893,299.62419762820537,299.796524872685,301.3241527243051,300.73473242380356,299.472534077936,299.391824548259,301.3379101403905,301.3500490792392,300.8256576907895,301.60668549540145,301.6719707045456,300.8275066677803,301.34719951987654,301.12692076773214,300.95533900866025,300.7602505533776,300.7574508462934,301.1223711173794,301.44218142558776
42,298.57652020544674,299.54586256317197,297.80300445770894,298.44275748936826,299.58867989248796,298.91445524097,298.3884779192542,300.8557497694828,300.14279651723916,299.04010863775994,298.77331167644314,301.2399357514805,300.7371684449258,300.1017296355612,300.64918573784445,301.3285198622572,299.5634967354936,301.0722353974027,300.4224007998753,299.88583979974624,299.8938365387212,299.70721190543117,300.5836619821785,300.47981573411954
43,298.09321733250107,299.0589168353006,297.54958165578137,297.4274336129154,298.96779150085086,298.27959839583866,297.7707949678115,300.2057388073682,299.48113338185453,298.43734933756883,297.9595820778623,300.74445891436864,300.2624943634351,299.2400573615983,299.44166530158355,300.94005694823994,298.8348129351142,300.76130754038064,299.5943667475131,298.79149673651676,299.2586721369318,298.9763919620167,300.040608383494,299.6617142159132
44,297.8123896037063,298.83038960378366,297.4928977761205,296.98856580100045,298.6769184872512,297.92987591342364,297.6292358248712,299.68111569229035,299.15007129528436,297.9548250629554,297.6774641947973,300.6018577591843,300.1191535370802,298.41469650645905,298.8489211855851,300.5300024427112,298.6528717557124,300.6363371082858,299.4831511886244,298.27410926340576,298.66594288051647,298.46154811528123,299.6642845438924,299.186572998391
45,297.8909374544248,298.7317022464161,297.5642206024838,296.695124271883,298.508236225511,297.8267983259978,297.7950864409391,299.332796850532,299.3130234047281,297.5447466007197,297.693432877672,300.73573888220545,300.36140702810343,297.82457433114286,298.4538319513203,300.55681708506023,298.8774630788419,300.78189676844636,299.83523534191977,297.9687845319646,298.6455543481619,298.4692428508076,299.47145476312977,299.38085505156545
46,298.07311621708556,298.9522138989949,297.7597212178878,296.5198434075481,298.7176872591691,298.0457350756549,298.1870710785131,299.0763648831155,299.6093090175569,297.44973315263184,298.01736578739474,301.1236690776487,300.8584733336813,297.41696327676925,298.4510456450185,300.8472231189851,299.14051370530433,301.02593583806026,300.2574412873588,298.18478923449055,298.76718306338375,298.6098567881708,299.4757678615734,299.8046160068795
47,298.4124114996177,298.98388898918284,298.25970460384747,296.4916840702064,298.87893479872196,298.2847410239813,298.54799312905044,298.9739805838587,299.9827196982996,297.8119087967966,298.2680452727482,301.52694233719524,301.1716329877335,297.40398455045994,298.4070382764446,301.1805717187347,299.35583114906495,301.09501259365476,300.48089344194796,298.4989734983889,298.97931866298853,298.89443367540144,299.4501489529904,300.0904297356183
48,298.7510104943231,299.22650355220577,299.0452838909642,296.5432604957465,299.1322654733283,298.70911049502934,298.892288250796,299.08215647382366,300.37065878523055,298.17072641770864,298.6687734803209,301.70078859940077,301.32393137174495,297.8071865754024,298.5428299351573,301.39438306589085,299.49350530899693,300.9644074629941,300.387804479447,298.9456330799712,299.07475844551635,299.09921237235966,299.47335907200403,299.9852253847237
49,299.3108749014028,299.7966737481972,299.82860179906055,296.96927958677884,299.457223337136,299.2769744513964,299.2834337584643,299.7481633355464,300.9252344331217,298.3241230390847,299.3741326115362,301.7377779865005,301.36568652455463,298.4016331929708,298.4941603318144,301.5080539935264,299.7761461238121,300.86388477792315,300.37752957035445,299.4977874962084,299.3603861185619,299.4805416192359,299.8653213995712,300.28052116795703
50,300.0874711241332,300.50011197434867,300.3181395817166,297.5699959962146,299.9788975449882,299.7348302309442,299.8833779292204,300.645609025755,301.5289124119523,298.62847007383397,300.21420846415407,301.7599023311393,301.54667394264567,299.152864038371,298.5633073942932,301.1441418865304,300.29412773400753,301.05859832486834,300.832796105662,299.71614101382664,300.01047182918177,300.20776108998234,300.6121400893995,301.0858391707364
51,300.84053110769264,300.9558564078241,300.5962209483385,298.20066340974904,300.6098815315764,300.0163904535882,300.59444183364786,301.3066752652604,302.00378793087367,299.2822865019803,301.03009167771074,301.93283426762815,301.6846998591254,299.78298511716474,298.7161166222257,300.8274509426178,301.14614406767197,301.4310764171653,301.5367349113331,300.3708726242133,300.7324663031924,300.8010803872686,301.2116111474247,301.78870751624794
52,301.3309296388518,300.50080074823813,300.73366810132785,298.60047541092877,300.9742646376181,299.9274383106368,301.1777171101782,301.09589970475525,302.09307592949926,299.89678708146386,301.44348441509305,301.56405609946364,301.20414894499976,300.3287643806037,299.1607138283644,300.2502118987966,301.4424562938121,301.33128830587015,302.01519549161475,300.6343365114467,301.05793877822344,301.02547168622306,301.08119674552853,301.8278033542169
53,301.1211056396381,299.38684144128166,300.78832276737063,298.63557614129905,300.649484324821,299.6034700120894,301.10251176027685,300.27995718882585,301.6023703700894,299.89656862870714,301.40076263739496,300.4284247534859,300.20263287163567,300.36775139661034,299.2454566193955,299.3197937374578,301.2942240741764,300.57040088810294,301.7879141629956,300.7807900907925,300.787691946143,300.80116233863265,300.5504291861284,301.1370783517845
54,300.6177835260161,297.9335936776679,300.4195785847573,298.52482598026626,299.81556011765775,298.90949267859787,300.5550700090209,299.1612222020617,300.5943668868293,299.57035148904475,300.85923949020815,298.54756619142546,298.8788265361275,299.9678084158489,299.00048638195227,298.0569064533102,300.42441627838997,299.3151580079332,300.9058108687825,300.0516695237072,300.0223054273877,300.3703531657496,299.7536591842516,300.1076588250717
55,300.05863314735893,296.91518889535513,300.18945377977565,298.2794087323219,298.85682578559266,298.0914218549624,299.781910038444,298.4347788810323,299.7415715861809,299.18987781899415,300.3700542383637,297.0870707291904,298.0329899891071,299.6502409286339,298.5397149056792,297.02018299792064,299.94238692691175,298.3247969458846,300.0086714378893,299.1725042074384,299.3112165893458,299.90715430861354,299.13649683925274,299.1391609173285
56,299.86588734354183,296.52585826533783,300.0917938510824,298.2688373329802,298.3484738402258,297.6250574824348,299.5110245244787,297.85924172522357,299.19949288634484,299.0009438520078,300.0497253725724,296.2633789829324,297.8972501564884,299.76900965908067,298.3953246452217,296.81183410866635,299.65956364877985,297.9204745791928,299.23245208628765,298.3894088944052,298.78864244874643,299.50969486163564,298.4856846420663,298.549785284199
57,300.1694166379692,296.32703950417516,300.4699571045332,298.4411136809717,298.1293328324339,297.5808157765004,299.29395427344747,297.5742026640574,298.99684980635453,298.9462434712716,300.2074571159053,295.9824098488216,298.2097874524377,300.3328320460894,298.4453360389018,296.9296234940438,299.92440165398904,297.8988248346777,298.98516780094513,298.0259855543089,298.61833998006836,299.19331699850335,298.13958852030504,298.4598695548072
58,300.6753504104592,296.4206439384331,301.0282792492985,298.7559786979771,298.2978883470857,297.8034098803555,299.2440057941865,297.37879605510904,298.9657613705936,299.0629317923888,300.5492815746023,295.966470139894,298.7816824602321,300.8979169333488,298.63886873213977,297.30097171386586,300.2558694960964,298.12687476081527,298.9331599518571,297.90469490130766,298.7805834610642,299.071773285921,297.9128590327879,298.4848411044279
59,301.0165966612654,296.47238335853007,301.44072554789113,299.04108774895576,298.35963559106455,297.96594549038076,299.2375124618148,297.5291136710096,298.9683544469187,299.27340555654234,300.8711354351628,296.5764052160434,299.20405477161796,301.27332223838573,298.81992324862114,297.800935507454,300.61099504761074,298.3196706660076,298.984244050644,297.9721395732704,298.9205430339307,298.9482681004458,297.8017453897839,298.57139580181257
60,301.014958860714,296.77551372481906,301.4467740326665,299.41969335144745,298.6942925292328,298.12916991948686,299.38488052918177,297.7388375379016,298.8343449887296,299.65302935762566,301.0838015960301,297.3732509373379,299.73616894563565,301.3138235237921,299.13305182598066,298.46465993654925,300.8382128917093,298.54680371396216,298.9806781534403,298.185922377709,298.9865732389905,299.13204200170986,297.9353586572037,298.85745756379384
61,301.00023480505513,297.30353109016414,301.0317491370499,299.6704578276203,299.09258570688354,298.5067155966271,299.6996249851427,298.36286370264446,298.7177587394765,300.27944853218315,301.2153608213728,298.09289693254107,300.25004818478624,301.2575548895431,299.8071273954484,299.20081207084235,300.8378624500115,298.9609312146152,299.11604169275597,298.8211880284518,299.05015787410076,299.64648526121863,298.5937997031048,299.50885406201854
62,301.000166343117,298.1395300993043,300.8023162649978,299.85157008595974,299.90918208726924,299.0097091277419,300.43407440163327,298.7782619146978,299.13113645643455,301.01004515022765,301.0678490304299,298.60382743513907,300.88477492733045,301.20655424551205,300.48199797801584,300.0749124329903,301.0743788060222,299.44708414973593,299.7158247616679,299.83867418763595,299.6361360254732,300.43005488108014,299.6003626262778,300.2523955727616
63,300.9880486545333,298.59559710906444,300.71035688979873,300.12577449076724,300.5701207524274,299.6068801855923,301.1119394080846,299.2371539762791,299.6156638987247,301.67143933563574,301.15001634801763,299.16574786361036,301.4839901680093,301.4467571025488,301.1002726239023,300.74427695171363,301.2593476942552,300.1812870122196,300.43064624260836,300.838627479327,300.44339898030745,301.0334640060859,300.57263545913037,300.8301938989826
64,300.28399766796315,298.93933025279625,299.91107773006013,300.3209831966596,300.8015036928296,299.8522311765503,301.6984658908384,299.2917270013278,300.0208443913668,301.6911398728768,300.64377662226275,299.6852949628406,301.71443418787334,301.47938387916855,301.13938827849785,300.68824289645954,301.511451336279,300.5430995652908,300.668521243126,301.19029761754774,300.92848688240656,301.11114715023194,301.26891252172885,301.30552882998745
65,299.09318691140675,298.57033410846805,298.72795398041507,300.1735428367078,300.423304620923,299.81796462961626,301.35529603702344,299.06488724552736,299.8090787788975,301.34620527169733,299.81097100994003,299.6145282907458,301.4816852987853,300.8655223390208,300.8891244841794,300.2181036904165,301.1078953835451,300.5744711193965,300.10385562220614,300.82264837191616,300.5629459426395,300.7015497618508,301.2928468971743,301.2620446989296
66,297.55988920093495,298.2035228376755,297.34684088709963,299.6080236273958,299.8056145560977,299.16608309376403,300.80566187842464,298.6129018668071,299.3046399332821,300.78272094954974,298.5628342881944,299.0848944027312,300.7147466088141,299.92422143032667,300.229653414485,299.43542857642336,300.41903283861785,299.99700703968574,299.14792397631254,300.2067312512932,299.82377978731705,300.009758538991,300.9423073011413,301.02981496598653
67,296.61485422023696,297.7256132388556,296.7430533924052,298.99633598879717,299.5060426489651,298.54055610210156,300.26533501419925,298.05306196966853,298.90290746900854,300.51986881474807,297.72038739597673,298.57125442326793,299.9502229539981,299.1074983715051,299.62876884001815,299.07355046595256,299.7614763912483,299.5957121423815,298.52684211148716,299.8201056985639,299.18183464585894,299.5785928906957,300.432044384666,300.63648530982204
68,296.2281637355827,297.6036707536741,296.59402474927043,298.72751507958,299.53957307184425,297.917724957566,300.0344953599197,297.70194835761976,298.6434246067615,300.3795829309648,297.2692591854668,298.3246163059817,299.22901434861,298.92828092151467,299.1312799251187,298.78400098296595,299.4990035586225,299.2522120828708,298.2599380960556,299.7675127074865,298.9669948967041,299.37089713638375,300.1987573871775,300.63134358490487
69,296.2922303847335,297.7163401132365,296.6005226977018,298.76630132701547,299.7328965853513,297.7406784847147,300.3148941111305,297.61944466755284,298.6497729009995,300.395617542611,296.92769439097265,298.2995174576915,298.92445667280487,298.94995369108045,299.1401293147287,298.78954614904006,299.6239435692758,299.32780228037495,298.4034320043236,299.82474944263146,298.86787480404746,299.5230323023713,300.38785902786793,300.8569442504676
