Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585,ssp585,ssp585
39,300.3025850883642,300.7957083118638,300.8561667890181,300.7722474603866,301.1764395444362,299.0030648099248,300.4217833444199,299.98299840701355,300.5272126128744,299.5884117968283,300.6342920832353,301.1400226564999,300.10276592765746,299.9613161519006,300.2440288427702,300.06890997554723,302.0562773481927,301.21386607645553,300.6528460967542,300.7323345264785,301.11948136272616,299.417895979669,301.0273581912043,299.46801759808585,299.5458803281419,301.33485572595737,300.69091817545296,300.7972039985286,300.77175373180313,300.1267698092851
40,300.3889051637396,300.94040664685497,301.1698622281096,300.2800043850882,300.87285338955695,299.028560059693,300.2959969884574,300.219400928997,300.1213576900277,299.5023647879488,300.8270123600976,301.2148335412769,300.52695554244536,300.1500364105812,300.4324920725253,300.374073962872,302.2224930792019,301.2662477578251,300.781753951725,300.875021144742,301.0929751398862,299.56496685649785,301.0674669247057,299.8458418134082,299.74787102286746,301.6036597325522,300.429292840798,300.8772000405125,301.05394038980535,300.37869019876774
41,300.37776216063975,300.77284925731465,301.1476716859402,299.66419305952473,300.22731134971895,298.8742941622101,299.8938213942236,300.3562119213534,299.58165999011953,299.23863253786794,300.7884847885117,301.08119992767985,300.69430809123224,299.92448582755674,300.33907468398286,300.17456924304474,301.9426587067415,301.2422149230079,300.27828516420647,300.7343959208194,300.765579849847,299.5010779971351,300.82608821601644,299.7152090481258,299.7423791665747,301.5448575085191,299.96720849409456,300.69986879695176,301.03856602661534,300.34358294324926
42,300.19940411721717,300.2666072381083,300.98091488802555,298.93802866283687,299.34037739234145,298.6346514816239,299.22324721756905,300.16469836047395,298.99897716784216,298.7140328253502,300.5786238590318,300.45506576847146,300.4075181052886,299.76309137719363,300.0825963602752,299.63462682691585,301.4868136481717,300.86614468653954,299.56020689090263,300.2735843889689,300.1424866677758,299.04774539887006,300.455376931363,299.33924356397875,299.49665059754665,300.96079016359437,299.3184810971972,300.3710178391088,300.889004810813,300.0783821124878
43,299.7365463342757,299.77702268880256,300.8213145263821,298.4621151369763,298.714297587552,298.5031211739151,298.4224873718819,299.7683093937278,298.4807113001459,298.0850285176482,300.3756155965037,299.7919265932228,300.020176216431,299.69157584098986,299.9013410751192,299.08519085830477,300.9831330612008,300.51641319605557,298.8293436256815,299.7905983656451,299.53151532035395,298.4331438101605,299.9590276712645,298.94152034931784,299.1805979880808,300.4101764969198,298.6380123053225,299.8485369151627,300.47302859096305,299.71294468108607
44,299.3318339491567,299.5642421254635,300.8354341821469,298.1957682636474,298.60696965870625,298.5459720451963,297.86402204640643,299.5259437969044,298.29153987643656,297.532728860278,300.29378124474084,299.45323140379287,299.86910213347204,299.78441910724024,299.786710000323,298.8381057731738,300.6627359413444,300.1684674473239,298.61716441232835,299.5863831990436,299.2616630877065,297.9996880426358,299.85073241036974,298.71768363303255,299.0603853419091,300.16003877212984,298.3302029955097,299.3825439081865,300.18029304866803,299.39101916550135
45,299.06249096537516,299.66689761105994,301.0952609415969,298.20564801008845,298.94370186927176,298.69924473477056,297.7066139537315,299.65363705397976,298.2157465947041,297.21555227355685,300.368829625548,299.5454558575988,300.0727117756839,300.03812112137183,299.89233646892677,298.938787446544,300.60453722398864,300.0937438504934,298.7371074235883,299.6512845396949,299.64871091378274,297.9934060455564,300.01405621507797,298.786430078392,299.2604132621695,300.3409130775259,298.5930354182661,299.08505148903737,300.18224421302057,299.29601611340036
46,298.9173655169505,299.8471866035441,301.3545361769576,298.40028677498805,299.38797721366194,298.832225260878,297.837977978704,299.9317699448834,298.3083187215623,296.98220514718884,300.6105712357405,299.80386855859973,300.4814891428225,300.32418215901953,300.1371635593584,299.2700235539078,300.75239883020214,300.27666956715734,299.1092053175959,299.9906715480758,300.1461171871249,298.33699254118056,300.33540886279167,299.001565221863,299.57884897712256,300.65222975340686,298.9889573511148,299.113039150755,300.4530361214804,299.35403270028655
47,298.6587470792326,299.804792533691,301.46629822839355,298.4672262706495,299.58569839246644,298.9477253646846,298.04621259795186,300.1187521335889,298.1729679576609,296.9387023838218,300.8553548502653,299.91051920597175,300.844518907648,300.53198499016804,300.31163542958797,299.60575318923253,300.9055387634956,300.5849861555876,299.26951306493277,300.16439828812577,300.4623672890041,298.6337405417158,300.53744034562055,299.1797289891148,299.8089338241039,300.79991249458874,299.231446717079,299.2175571172418,300.71112726956466,299.45500785309315
48,298.37704790392655,299.7020314797243,301.2658351855807,298.43383873249473,299.5917665553399,299.29246679032144,298.3692179728319,300.2676126304483,298.27117932219824,297.230543093878,301.079102666156,299.9062716779938,301.22490974316315,300.7133471198801,300.4372393257718,300.008260827421,300.94229732625143,300.8483124079974,299.5660715693403,300.2595225654953,300.3408235800057,298.8852733407576,300.69520109541116,299.23377995713594,299.9138289731993,301.0351874064642,299.33562214705347,299.58478021860986,300.9525935362422,299.6741583200198
49,298.4622505233074,299.4140245594601,301.0811226825063,298.50130100782275,299.5691589918352,299.58883866557056,298.84211968979844,300.37564678025353,298.2746894092448,298.01463395562786,301.2012821400799,299.9917771657997,301.46175610299275,300.83722343926826,300.5125491815504,300.40441196869995,301.08337763127156,300.95724863026845,299.93725573483727,300.10966560080544,300.2994048918013,299.25476700416067,300.7691076763013,299.5084905107381,300.08222457151027,301.1945920539469,299.388201029369,300.0471425976381,301.10742799527225,299.8872497133099
50,298.8184112376477,299.16145070857596,300.8533075829063,298.90011648547664,299.7453877910413,299.97274941958926,299.29758097658873,300.5564492376671,298.4575810568444,298.9499730404323,301.5038059551484,300.27954898484296,301.6240615094384,301.08179549960664,300.7340600961068,300.903769118114,301.19010999182996,301.23278830548287,300.322382346184,300.2291162597478,300.4374158197208,299.77448932853116,300.8659052667033,300.0630482982536,300.4989298263683,301.66647389233805,299.8879113298356,300.53669185435626,301.2807223233501,300.2723642999627
51,299.3618819552583,298.70215922876173,300.5684333170546,299.3534692432869,299.8301055167256,300.1058708585677,299.6543177288729,300.4880883486616,298.5472652633344,299.5527140045175,301.4794763634361,300.61881895125595,301.5051939373677,301.30600061076797,301.0553885800169,301.27538010108157,301.1795387808498,301.41638897705724,300.4984479290403,300.46348675193656,300.74759233745704,300.2701882317139,300.8738826377356,300.575381168196,301.00875655428126,301.83449586471886,300.4001145628027,300.7406285926552,301.27020641111886,300.59757215971075
52,299.7160587012049,298.44972661111404,299.64444347446073,299.5775583255988,299.7103376577148,300.1773317284188,299.7739783578898,300.22296474596345,298.7225794472492,299.5274118867906,301.3139042172124,300.751857682139,301.114237533003,301.4792558728969,301.2306427010462,301.492140522286,300.7399483093913,301.46432376731326,300.4943997011955,300.63962651821595,300.7091169202459,300.4460481042493,300.7448549273766,300.8162043119573,301.38736459315174,301.8510553082596,300.9895576874187,300.6795048813071,301.1941703424968,300.7808253979461
53,299.73617011075834,297.8607726146309,298.601041290979,299.39329572854194,299.09151817215917,299.925476930393,299.5085880703305,299.5607854582902,298.6596591900514,299.0856785591142,300.66630416601987,300.4759738950181,300.45686965323597,301.3742594770208,301.1492662421599,301.42496843106323,299.9685416087941,301.05165567692416,300.4048501685718,300.36645868041757,300.41544262070164,300.40776148598997,300.23077479986506,300.6620076768698,301.501334509546,301.33438279004594,301.0559856221043,300.48601343282957,300.90077898948215,300.6234361156203
54,299.36095814863313,297.18424575929697,297.4620841145655,299.0792814745014,298.25853340341746,299.3963564930113,298.8658892207843,298.78935912284794,298.18080068636414,298.50935452859625,299.9862983998276,299.7870447933603,299.8205625083165,301.03332821724746,300.73445456844576,301.24820278812405,299.0619442292377,300.6039971667595,300.18995392029046,299.6821207563731,300.119025154755,300.1966407574617,299.61278097467124,300.27594947187396,301.41076776169535,300.6440457183209,300.9425955508812,300.0175288676417,300.4175605276707,300.07158223312473
55,298.87761667204387,296.55051702486776,296.8664752926065,298.78386456112395,297.71311747166646,298.8763042035949,298.25039771218894,298.26420401211993,297.64598189848925,297.846216198963,299.4045619959411,299.14800906581206,299.3305046504522,300.6824127360337,300.2664406344883,301.1059232253296,298.49424732031974,300.1945760018603,299.79694926553327,299.2230969305496,299.8756483970888,300.0681894961186,299.19169363231504,299.8267335548565,301.32838707884235,299.9718021102787,300.8474054760083,299.27259121972423,299.84355631496067,299.56758983030505
