Experiment,piControl,historical,historical,historical,historical,ssp245
46,297.8355470094062,296.68868225334273,297.7915254225081,300.6045617963009,298.971127569124,298.50187796530423
47,297.95954284402393,296.7678263756069,297.89771403576736,300.7310285636051,298.90806573337625,298.6318088088185
48,298.26520395779454,296.81490537115457,298.028206412345,300.7244833974233,298.7961158693399,298.95654081930917
49,298.87712065839247,297.22234882514203,298.2005267774976,300.87339929431613,298.8349060263017,299.4440625894908
50,299.55241435758745,297.85760432319677,298.7182359331145,301.03557698563077,299.20569723234644,300.08100973314345
51,299.95283077220114,298.43712651302536,299.3254404939344,301.0032856501011,299.5401950441374,300.40186408982805
52,300.0229023510835,298.68744909256833,299.7685874869373,300.5256105833897,299.67670017728955,300.4955588773482
53,299.94372288296455,298.61303400852137,299.81108500220296,299.79049725616215,299.42237193171985,300.26357906862796
54,299.90940853397825,298.5667378170868,299.52314796864084,298.79168448902203,298.8547840720086,299.85379164913485
55,299.9532970382932,298.49188572458985,299.2362877230831,298.042647336803,298.28857844128584,299.4889129509789
56,300.0971249743325,298.53499152331324,299.0699407327174,297.77283076597513,298.1038925151285,299.27224110220914
57,300.22364415835324,298.6998095443394,299.139228347515,297.9776106371443,298.5001007647556,299.34472563824204
58,300.33256150644024,298.98500725471564,299.3028589541728,298.2517190420493,299.0746714708272,299.53736563169264
59,300.3551281491332,299.1796128726848,299.4569428201877,298.3263897731838,299.4495621595868,299.7419226187873
60,300.3178453729582,299.4004753364963,299.67796897692966,298.28317384042333,299.50351222919755,299.86931130029757
61,300.2257405757022,299.7240377429632,300.0237957343298,298.38223657538487,299.5184418356326,299.8618644981808
62,300.09634899950214,300.2273997590168,300.38132801112334,298.61037982521253,299.6576385386584,300.0357650575272
63,299.7508398894541,300.6609713941844,300.74469492320486,298.99935698068856,299.9807807034182,300.1693226957031
64,299.32000160239016,301.02675290298475,300.8453136659995,299.02455005705957,300.1734455791698,300.24668896917257
65,298.794280453862,301.01502981270625,300.6605988537628,298.89973805952695,300.0279632795501,299.9474288156735
66,298.2329503042754,300.81300557994354,300.1509177492049,298.5442576771115,299.45151214026623,299.37812177192586
67,297.6897556640708,300.43755660147593,299.5655196584455,298.3008205841264,298.7186524703191,298.83590104444806
68,297.0790198073132,300.3322050953202,299.27934431197485,298.1485446762215,298.33437321630277,298.5499898329516
69,296.74815917344506,300.4117789442223,299.2081186511022,298.2176386792906,298.39920596883115,298.659106831337
70,296.6011000984351,300.53824040386917,299.26693051417396,298.4557928138852,298.6809127710825,298.8579138786224
71,296.7961348974673,300.4356924517685,299.2020994607606,298.65858367489,298.72962337004805,299.02456233514266
72,297.1328839887147,300.372237875007,299.1269068530492,298.915849645127,298.65153300297,299.39500624028796
73,297.5846908595658,300.33972441826387,299.1381172442363,299.0747644601531,298.6780062234611,299.8099971371544
74,298.25731430510876,300.33636942050435,299.1657703847318,299.2132445793828,299.0595219430297,300.38980312302255
75,298.901826095449,300.1434940690901,299.01928716583603,299.0555099624957,299.6662083335613,300.9428705894754
76,299.4289878672901,299.8402187905441,298.5021245424229,298.7459876056459,300.1024547100366,301.4446838778593
77,299.5945770257799,299.4520588255014,297.8242921240056,298.3264921012424,300.2083096172671,301.7354026709893
78,299.5929870906313,299.01291383619173,297.20556643156664,297.9314969269547,300.08415120329283,301.71502695607495
79,299.45643815782165,298.6252227257471,296.9228934185995,297.4671096462356,299.9417537138904,301.63363164917445
80,299.43287245325513,298.43493533512816,296.946184223132,297.0895825512145,299.8874663731342,301.63970940278
81,299.52234453779005,298.4927455645358,297.16175956472483,296.87245228092934,299.99487280661015,301.85423312960955
82,299.7039952793895,298.6687620080566,297.2408471754575,296.8959794292198,300.24649328515983,302.19123816986985
83,299.80137205074817,298.8029727490194,297.2531434311473,297.0927987937161,300.3980274159723,302.43185748138677
84,299.9548298420704,298.92772084557015,297.5676241155713,297.58584983484315,300.35491408953845,302.3853938385286
85,300.17068771370685,299.04659358449817,298.07394832532947,298.1636037234848,300.2541131703693,302.1433381865299
86,300.42389641030405,299.24762566100145,298.754389770577,298.7321581678828,300.2382064922837,301.957527486327
87,300.5543055106036,299.32365338796467,299.2487309038019,299.0619818299358,300.11386793753553,301.88546791319476
88,300.5755279503721,299.4086380991177,299.53821037336405,299.37223343853816,299.8779171340121,301.6538610017105
89,300.52140564578167,299.16212038528056,299.47819723977386,299.43471561229444,299.55017799660817,300.8633975158395
90,300.4060289614641,298.60746410766563,299.0194416048128,299.20978647080784,299.2598779455484,299.85489517442414
91,300.0838258859943,298.08097167622265,298.5110595885383,298.6638256667844,299.0422885476369,298.9334330193261
92,299.74570455456336,297.94043389693474,298.1747807382045,298.3631975813076,298.8685392294766,298.63927889885787
93,299.5965504644519,298.2947879292481,297.9685332424289,298.39617030910154,298.88324405821845,298.73993069267453
94,299.6765596499611,298.6494852798137,297.9164332363296,298.7121387288578,299.06191971679374,299.03974983208633
95,299.7620456598484,298.9260133981779,297.919183691764,298.8813957880684,299.3709510064545,299.18182826385834
96,299.73734184597646,299.2224993424007,298.2503951916918,299.10146610222927,299.63875028119566,299.2676752261363
97,299.85009807162595,299.4644878434456,298.76370622893774,299.3792621141952,299.9292230677626,299.3657373152585
98,299.9481063564305,299.747065002179,299.34824907815886,299.7711840785192,300.1598433244765,299.7273714271937
99,299.8697321267557,299.8622559242743,299.7603964782502,299.8903253015173,300.4217541948626,300.17132959930956
100,299.6272918324241,299.7999425283794,300.00488458934143,299.8409323743239,300.29732830135595,300.4678376666991
101,299.2815541560951,299.47848687544996,300.0105066286651,299.4433021156877,299.8737327499604,300.5139674942297
102,298.79235507817475,299.08524434205196,299.80196181980455,298.93311277191225,299.10339488941304,300.1786191868351
103,298.1878641125766,298.6930102607054,299.53727698376923,298.3758781290431,298.3537530349928,299.8515179774466
104,298.0168186380566,298.5120103813479,299.39044711567607,298.04640583069585,297.82086711186304,299.6836957439876
105,298.36475063335786,298.52116424875334,299.4544999940429,297.88141948512504,297.6249770552847,299.82288453863157
106,298.96387073672923,298.6868891446359,299.575127020406,297.79686748132735,297.6429176633301,300.10191899835695
107,299.3079955519929,298.87137954801716,299.72328730814473,297.69158631284785,297.722291909465,300.2920301658966
108,299.39276543303725,298.9916951210574,299.89781427452414,297.7989199904022,297.82204491782664,300.5372543758425
109,299.4871670526518,299.01988417768763,300.0992411581471,298.1685353460835,298.11998474525427,300.59990708279093
110,299.74522237794986,299.2084510806255,300.3254770715973,298.8406003243944,298.6823996016471,300.62291862607316
111,299.9880556098035,299.54552923960347,300.4268543630067,299.38694750131964,299.36735084681897,300.6492291314233
112,299.99244841353374,299.9703450206711,300.42097422506157,299.61212390514646,299.7944135575543,300.7070891963862
113,299.73619494404187,300.0436896373488,300.2586738663993,299.4560215305289,299.7791997007796,300.6335702982056
114,299.49491361171425,299.59118223640576,299.76492915942254,299.0136530603421,299.4715341120704,300.19412080475433
115,299.23094233279807,299.04766147221744,299.1407984464029,298.6113786286259,299.1698803479804,299.89833360361285
116,299.1201000775149,298.7518561276386,298.63177813793965,298.53087175317563,299.09446209400403,299.8385679635302
117,299.217381706544,298.91151469423875,298.40730851767887,298.7582296733695,299.30022440836325,300.0008819841891
118,299.500516615881,299.1714688076834,298.43776844554327,299.0486681648229,299.6291325896313,300.14728756063204
119,299.62938434699373,299.2526308531911,298.4441392290524,299.0369267091139,299.76552679719185,300.2681310581174
120,299.3598693210168,299.3426157937476,298.6692812079614,299.08321422884575,299.65350138894627,300.5011921692925
121,298.89981974996726,299.38584334367414,298.9080479016206,299.2028365755415,299.55396783763337,300.8834940022196
122,298.52321325239774,299.5115219909794,299.3537771297883,299.6424536100456,299.8341663446452,301.35509422968636
123,298.6130247861227,299.48217638084213,299.67966929039545,299.99774209931155,300.1788991804581,301.67309550567296
124,298.7419273547028,299.3671218655451,299.7881673543226,300.22444374953585,300.34300174008985,301.8025808429175
125,298.73763987150295,299.11354394382903,299.49489373586,300.13089025710036,300.08120822355403,301.6308064366742
126,298.4207602753343,298.78052422567185,298.8502108902731,299.8707924699303,299.62018186485426,300.9928844086752
127,298.2599621355777,298.49400263936485,298.4732775879162,299.42886970152915,299.27212072624167,300.0941493001946
128,298.3584172447085,298.2688512405825,298.2635307110298,299.09247591712244,299.1173305314631,299.442368737158
129,298.64802370027263,298.32458649018935,298.3804530145779,298.94226579265313,299.24220602645664,299.3666136827165
130,298.8946627510491,298.4229306073893,298.4503000430191,299.06757479168135,299.41859572746347,299.6346330444979
131,299.1307643351001,298.6609990304558,298.5723633599936,299.15362574927957,299.5595291576249,299.7655703923288
132,299.32453364572035,298.8311082221294,298.89591285337184,299.2248714763518,299.75180741389494,299.8626100261919
133,299.6214781595056,299.08903207231816,299.2867168619191,299.2804855906686,300.03549231421357,300.21133636681196
134,299.8219772893622,299.37518396842324,299.80447748728596,299.42719637815566,300.3374960860007,300.75453435141816
135,300.00805524646466,299.5118370346273,300.1602151260308,299.4822673838692,300.4496562222113,301.33222583782435
136,300.07478979060824,299.5729619772675,300.3899523941138,299.5093196544642,300.3395958704543,301.62718931269734
137,299.9875722355877,299.42165313118795,300.3809370473822,299.3754131640322,300.0081989504053,301.6912817400425
138,299.7754256131894,298.8656490797238,300.11867209132157,299.0479221448961,299.5228147133635,301.49647448551974
139,299.47144668791276,298.30102225697306,299.8120641729767,298.60894526153993,298.8546878015912,300.97608815035824
140,299.36716211971043,297.8548072665253,299.6556217276456,298.2976276738078,298.5211736112528,300.574243581683
141,299.29662941915825,297.9336541913395,299.7879784427968,298.16817180061133,298.52624614359644,300.3655759163928
142,299.41838722871694,298.0061591263318,299.970201645357,298.08998473853893,298.8605035479265,300.528253342307
143,299.47415989404135,298.0622960879516,300.0720181076767,297.99033436285055,299.0935339137008,300.62948652606957
144,299.5209214033777,298.19770291210244,300.19819230307695,298.189700818851,299.3365548456059,300.5926289114918
145,299.44259888267544,298.5255475087224,300.4604709253938,298.4970148783024,299.6103486403943,300.5237029119853
146,299.3228528727774,298.90158679612495,300.7851125887358,299.12841910202314,299.7968328322801,300.70306523199605
147,299.19141566357104,299.15085140161335,300.90210168413705,299.51260384012954,299.6869907833282,300.87042310123576
148,299.0563565117334,299.15483583072313,300.6141056692759,299.8561542059068,299.3494115169752,300.9009049213541
149,298.77378026001435,298.96489337434036,299.945546968952,299.843257344076,298.88119273957665,300.4827010918296
150,298.2199300798355,298.5517874431235,299.1101879540561,299.7270219787601,298.4505108214573,299.90394558937084
151,297.56342079839783,298.10807551942764,298.23179447150005,299.48664423353847,297.95736468778404,299.53902272133826
152,297.0433017245896,297.872693778532,297.63465707648976,299.34503853114205,297.62126441111906,299.5495193413415
153,296.9387358285218,297.90408685929293,297.28275399297166,299.3702154476296,297.5789532332471,299.85946134506366
154,297.00451676392794,298.1068418781762,297.2253997611313,299.55494562613893,297.85569957931676,300.00507182290613
155,297.1766696141323,298.240188915903,297.31390490577866,299.6931435622536,298.21187832173683,299.96416320209863
156,297.40111554056665,298.4963124717817,297.4233741045235,299.75708264638297,298.52644211644196,300.1285039577015
157,297.65421999766625,299.00871002339386,297.8194053198726,299.7410702336264,298.86372546582214,300.47281751182817
158,298.1030041708509,299.7333190133577,298.49731201825546,299.9602576037624,299.3959864992027,300.8825047541209
159,298.60522897611236,299.99807881819623,299.1027033359545,300.0820915985885,299.75876065316834,301.20647839900755
160,299.07682413118255,299.9142883775309,299.4355516877031,300.07477325695464,299.87332313924736,301.2717923797699
161,299.1757270325084,299.529288330679,299.26835373280227,299.48424262604044,299.5858468089272,301.2063484546729
162,299.03263151653385,299.3083987770753,298.9429472312246,298.78971338309094,299.0879003865138,300.86874267226955
163,298.9197822308763,299.12681670420164,298.5959343760988,298.1942109229576,298.55131884196106,300.56206172183676
164,299.056929597684,299.0229112930106,298.4080370063419,297.99058370245774,298.2680244233503,300.47551592521154
165,299.3088918891981,298.9963860385987,298.39813832716914,298.0645557055041,298.3472230882782,300.630340179195
166,299.50207206268146,299.0668807496648,298.36915349791633,298.1115902321715,298.55935524860223,300.9664162928545
167,299.5654164969422,299.17331160053567,298.36103816107476,298.13752835916114,298.62430883391266,301.2287443497045
168,299.58441777373906,299.37041610308876,298.61924925042723,298.2993217140351,298.7142971604548,301.4846324444536
169,299.7409510647121,299.7699496741024,298.80909925791434,298.685368366175,298.99506711619813,301.72139127749864
170,300.04074292079594,300.33805396560655,299.04846416707784,299.1461793641024,299.4839151877998,301.87840921571666
171,300.3227667490992,300.7635799099227,299.2575457423158,299.6423105312162,299.9230075008714,301.97155366122644
172,300.45616901228976,300.78036237844225,299.49223644586374,299.9856722283198,300.1540245690918,301.8254348156802
173,300.47131818621085,300.4244724292725,299.51319132953057,299.9546344719968,299.99144833497974,301.1923982021517
174,300.3186623459937,299.9062926168133,299.1163047271529,299.5851683271556,299.4128094092894,300.2710359744501
175,299.76780026276583,299.3915225839128,298.69630909568014,299.08735028733713,298.8728153397592,299.5358888104468
176,299.16367538913727,299.2112716596653,298.34385570480003,298.9033880379136,298.57012339225304,299.3716410224487
177,298.85820645909456,299.4161687495892,298.2553575190638,298.97731667316344,298.65056129113776,299.61167085081007
178,298.9667515407007,299.8035683418368,298.27136719414216,299.21518248456397,298.7139671613772,299.79816566636504
179,299.04894474529425,300.0385399507788,298.26017864766897,299.3111327811635,298.79700317248745,300.01173770485707
180,299.0690316107441,300.13744012388844,298.25872670981363,299.34709895375795,298.98216730794456,300.1153134912773
181,299.3342414974201,300.1935139761443,298.50748349315535,299.17725344405955,299.3581802379052,300.4070570381737
182,299.574869217561,300.393988332599,299.1475602576807,299.3795129544785,299.76461924836457,300.69422772633726
183,299.5907709062794,300.47376317931486,299.849313823821,299.5259602571992,299.9616672760567,300.8999909494494
184,299.1632404972766,300.25696941952845,300.1965774461091,299.7902935352546,299.9439120657082,300.80112795434087
185,298.7086320758181,299.7359982138564,300.0813030257305,299.5385056664327,299.8613877630162,300.5784864268203
186,298.28851708515305,299.16748656169966,299.7038429312779,299.1717194481995,299.6032091717752,300.2478111044191
187,297.9024203750841,298.69385662448735,299.42671370791226,298.7697421728379,299.1465639304287,299.94171444147287
188,297.55077511155645,298.49640967610463,299.3373661456131,298.50214878355655,298.7586826553223,299.83214717285773
189,297.39790139024626,298.3808520777075,299.40193468741563,298.4460657926599,298.82492920315326,300.0399331512293
190,297.43866203369504,298.44965297761405,299.5295284038538,298.56428898396774,299.18207904483324,300.4025558977027
191,297.57401494452716,298.40631255420186,299.6786617804765,298.8253063724257,299.5301838703745,300.57780250873276
192,297.8770525616396,298.6417636576867,299.9372168393556,299.26872422100274,299.65732818980246,300.62589702012974
193,298.34714216014595,299.10893571240126,300.2488693375621,299.7733207833731,299.66207178136415,300.59532653550633
194,299.00496769775793,299.73992733483834,300.5682868428644,300.2783492152724,299.6167549190357,300.5456809575805
195,299.50925577355866,300.186748779604,300.76471616950334,300.5246292838741,299.6798661950167,300.6588491214873
196,299.7833737979472,300.29291757345715,300.77937501163757,300.6143600676068,299.72032460409747,300.90860697871557
197,299.67377136145154,300.0372042809984,300.54643655148834,300.4806144493534,299.3991380525844,301.06395206366545
198,299.22563529866784,299.3980990285827,300.1185947466176,300.0921436941922,298.7007987495802,300.88249283467184
199,298.79273439544204,298.78666750660386,299.50898745723157,299.67769149114594,297.9413303758302,300.5293852311624
200,298.5206007972709,298.4224683207904,299.1288758938494,299.5493022300272,297.5387595263535,300.4659327920618
201,298.4898523966821,298.4305725892945,299.0237203595018,299.72077470047407,297.4989713119348,300.6701690008289
202,298.452429514935,298.4775435243677,299.20637629191947,299.99380340176896,297.5178454733976,301.05292370581833
203,298.3695083943333,298.4800637535529,299.42106762992375,300.1156529520278,297.46150348350074,301.3592992498588
204,298.20243967959647,298.5625462748148,299.6652213165826,300.1243711797153,297.5181325830943,301.5808756900983
205,298.10975093537394,298.7724637515448,300.1102697545098,300.1850165860681,297.9731176748451,301.66967197513173
206,298.25528192439486,299.0896426268171,300.4728835651865,300.32380852115443,298.7373839218626,301.5855461853757
207,298.6785649874039,299.39531142404957,300.56833909151806,300.34776899938856,299.3469116426934,301.48833577937125
208,299.0648532215874,299.5089545841878,300.38639519184795,299.9575088656186,299.64802330838774,301.3013150219649
209,299.1454777938767,299.2673625959271,300.0650809455785,299.14384682076764,299.58264119906977,300.85968946885106
210,298.95147230525583,298.59389924782425,299.6651113529885,298.01336698148543,299.37877144410817,300.25830815934955
211,298.67934196491825,297.8073786204152,299.0671605516008,297.26056428506223,299.112535822963,299.72572067262195
212,298.52404398431787,297.2936798703617,298.6997136622395,297.0968484717476,299.062539888456,299.65004438550903
213,298.512596144082,297.1850805933204,298.57360789757496,297.4938274304227,299.13047876969716,299.64218800835187
214,298.56954341076954,297.14176558171795,298.6643923509216,297.8086177902864,299.2335289011139,299.5959483189442
215,298.6209596309531,297.08906479328977,298.596335813947,298.0462566215236,299.28515743410605,299.58246849375837
216,298.810435045279,297.26183153794494,298.60978681096367,298.31621223172056,299.3615370900656,299.7797823475899
217,299.21152212048946,297.59732603133716,298.6606506268697,298.6995207287475,299.389786988901,300.1645707225487
218,299.7547149465286,297.92943376022146,298.89731674467066,298.99297394367153,299.64209522433526,300.4525525866209
219,300.119030616593,298.19157657921915,299.26176912353407,299.339321913661,299.9266074962554,300.7594724418855
220,300.1877559699296,298.54504024241726,299.65814057901156,299.5146146701722,300.291676218078,301.0512407522469
221,299.9465748916377,298.81796100792906,299.9020778276824,299.54966722926093,300.2342325247045,301.1363816245661
222,299.43720221495676,298.7581625495273,299.88483077656684,299.19736483262085,299.94674544013327,300.87384376194257
223,298.9412531489457,298.491757936513,299.7360853153871,298.74471211582846,299.6344544283153,300.5142211746332
224,298.6523484439918,298.2230949023745,299.7694746891678,298.68574717309053,299.65916670949514,300.3936169186546
225,298.8006347461547,298.07633054845246,300.0097312522914,298.9580228326323,299.91095113968174,300.6599148785812
226,299.11840440176775,297.9746368357352,300.4095363311434,299.42333261886307,300.1126086629017,301.0309266719461
227,299.36283010445254,297.9821222537501,300.6160762342981,299.6292844190944,300.22482584823643,301.41997462150323
228,299.4005597451876,298.1244696543792,300.59107574379726,299.6768248582616,300.20199749083736,301.68976970316453
229,299.57801512185733,298.4906101179128,300.4474911194725,299.8324074217771,300.3123392758354,301.8424182797487
230,299.89019203252127,298.9671807188543,300.38058102692787,300.18599264476785,300.46238765353405,302.01997528157875
231,300.1420387153052,299.4135673262825,300.45514994512973,300.5524047062024,300.6572712005562,302.24417659912575
232,299.98302151076683,299.62806513962977,300.42498969721714,300.7258670667134,300.58686081132277,302.4994546070502
233,299.5537888217687,299.56783412357964,300.2173993876536,300.52600792873505,300.2868162434784,302.56340112415677
234,298.84137242374095,299.3026713336054,299.4688302718632,300.0725239177877,299.6577068964222,302.27114290661797
235,298.1230361288453,298.99886308508275,298.6438836692343,299.65051794157836,299.1895095682356,301.8324746679861
236,297.6324760552086,298.94988690274005,297.94244838695255,299.40035333433747,298.96126788335647,301.4950993270042
237,297.66403564488996,299.0329613830133,297.8413249310265,299.52278939446165,299.1972287327014,301.44703670809287
238,297.98509271975723,299.20780106565945,297.95107225311335,299.73495799004877,299.45512993104563,301.66397444021084
239,298.2020670214583,299.31501789814746,298.01821307574625,299.8664776372919,299.53228608864924,301.8677727635513
240,298.3674320722522,299.5070486714613,297.9622906654826,299.89618343632173,299.5193108979027,301.9993763519255
241,298.6441000560812,299.8379972505918,298.0802148470657,299.8747443866962,299.65137949923627,302.1077046918613
242,299.05220675869907,300.2725530403724,298.3941388724762,299.7900043092684,300.0060062713363,302.1257656443242
243,299.3081167305853,300.49751479029914,298.76388696445525,299.6712608120228,300.2796681296882,301.76732428622296
244,299.39806263212165,300.55538757723986,299.0012611436265,299.40980727083013,300.4486208550422,301.0389289632501
245,299.30365499756846,300.27693465243715,298.9859241895506,299.0889964730515,300.37648795970836,299.939813784295
246,299.09944528620696,299.8150941761165,298.7921544747919,298.44970078548107,300.18559402225725,298.7549467939895
247,298.6842783564477,299.2736002422262,298.500178366489,297.66567619658656,299.80695695723523,297.7814937771714
248,298.55627494186234,299.01756008437144,298.4042442675999,297.26841722352384,299.59600870448156,297.28699593175634
249,298.67461368607496,299.24189773183826,298.5767332644289,297.33982082831903,299.6773983174239,297.3860542966999
250,298.9996676406018,299.60069388535976,298.8017923402327,297.6535522805228,299.8922894392963,297.52104475556547
251,299.09171713844506,299.74209857930725,298.8990003233953,297.90476093615956,299.9981483824402,297.8528965142429
252,299.0653192390431,299.662635494825,298.9778041011889,298.2481824719029,299.9599139964248,298.1694301379229
253,299.1051506287279,299.5779899040569,299.18581669257054,298.70082693739033,299.8594981726726,298.2258605932081
254,299.4958764660413,299.8811999354725,299.62863223725793,298.97015918943106,299.82278275646013,298.58015311729224
255,299.9607986775909,300.1409467990585,299.97318770928496,299.1000175127991,299.6959315305842,298.9095192482522
256,300.2606932977137,300.3293418958067,300.22368350116307,299.0963780901308,299.6151932934544,299.6220302432266
257,300.0579403379426,300.0011838948291,300.2036290224212,298.83926556949837,299.44654356176534,299.72236847575454
258,299.6324871286322,299.57379067412575,300.0144728446381,298.3161380319391,299.25127449309684,299.66836813789115
259,299.1431446815498,299.18852927290794,299.6915687348965,297.75393236026,298.9757645761881,299.5110682975788
260,299.07332367586815,299.12801344827795,299.48035652815645,297.42469646880585,298.77171209467036,299.4126024024719
261,299.27842363398884,299.3729271273544,299.51227736137605,297.43398395192577,298.7171337281614,299.5268143117167
262,299.56578625239524,299.72454734686016,299.70791431996236,297.67422311224703,298.7336295235935,299.68955237839003
263,299.53425511606775,299.95199983039305,299.8689838686751,297.8703432855018,298.6551305013893,299.89761860259836
264,299.4481715856441,300.0424091495886,299.948266943183,297.9671639882954,298.5175204442251,300.1269138598247
265,299.576820067241,300.0864149298283,299.5926089958205,298.1882896673638,298.78235549546713,300.4497685710228
266,299.8920225052429,300.34212597662275,299.5024387217883,298.5985764675916,299.2186552879862,300.969512986215
267,299.98392926848646,300.55709161474806,299.2380416173699,298.9758932704196,299.51578496319166,301.4329386174665
268,299.84525294817144,300.4758208115895,299.0943774739307,299.0810859437715,299.26688709410513,301.71390039435283
269,299.455307685758,299.9031188490527,298.66179188299856,299.06200051381325,298.67509173484973,301.6857166932343
270,299.05298957802904,298.93303904989267,298.12459602072227,298.865846699108,297.9705326653327,301.335116672144
271,298.6927328565702,298.10583890603283,297.76761846396124,298.65441191106396,297.46947204088417,301.0407317259686
272,298.4472504771864,297.6573706815795,297.4137845132056,298.59542564456706,297.32798458072057,300.8648424753303
273,298.47977557730763,297.6236332911028,297.43758354220864,298.760151835715,297.43607142930364,300.9806304127448
274,298.5972483601867,297.7050658999896,297.5986484886345,299.02395657869897,297.492241027735,301.12151782994016
275,298.7901305471158,297.76310668846054,297.82902687119207,299.24520457746087,297.4211846165546,301.2456821549636
276,298.9312062850122,298.0612353530186,297.8649402311773,299.4788366839463,297.5112147497139,301.268256920914
277,299.1157904709062,298.3696933394388,298.0225750267416,299.8711118804211,297.850559886247,301.11469415648276
278,299.25011056612414,298.71844993031704,298.3619556818899,300.1597754363716,298.4473570997461,301.0527719067039
279,299.3379965159982,298.9274471826299,298.86911166053545,300.2983087328593,299.0608497728983,300.9415240696126
