Experiment,piControl,historical,historical,historical,historical,ssp245
576,297.7828487048412,299.4240815869551,297.2897365781383,300.6141957666884,298.89020475023864,300.51354569588597
577,298.12754484472066,299.52831154651375,297.66421897737837,300.7956768098968,299.0661572808813,300.8309643232854
578,298.77458890117066,299.7183123923456,298.3537297420202,300.88568790649236,299.4742029695571,301.16833680012445
579,299.25177245282924,299.79895182188295,298.8635810158958,300.77178653320783,299.7753331893541,301.45124763998655
580,299.56371789716553,299.60268327149197,299.24524812168596,300.38004013522357,299.88206200968426,301.5266329761052
581,299.4627156264125,299.3629281784044,299.1327836711381,299.87736604097245,299.55286295621954,301.49272255825514
582,299.3487171955931,298.73479244988374,298.793062668588,299.0995882914139,298.9283771913733,301.20535129070726
583,299.1286576782799,298.1996727338896,298.448383339839,298.44139963916365,298.3613455815987,300.85898310395913
584,298.96529045116864,297.87864604337864,298.2726741407733,297.9740407055492,298.012865584762,300.69564524367655
585,298.91431890249174,298.1684083176298,298.40939593814824,297.90567723393343,297.97322435880983,300.8877855459145
586,299.0354283839033,298.5576582459457,298.68685876123146,297.87453098436924,297.89427604684346,301.1752908043446
587,299.17159997723803,298.68017631535434,298.9708903792064,297.9079199227817,297.73394277431686,301.35048376831196
588,299.25338552511977,298.7556104485288,299.1831623025593,298.05857421677734,297.71329782646256,301.4910837129816
589,299.22079309299227,298.8442594666633,299.4348108189395,298.2201203218666,298.050745053493,301.7066479057566
590,299.5205762055873,299.1427484593186,299.8239092467814,298.49568766644387,298.473085718917,302.0504592351396
591,299.84942707885654,299.44646751361626,300.3456251125471,298.97435353126315,298.8200422014241,302.2982009474742
592,300.1522622347656,299.6529479183514,300.73437321463393,299.32945627291434,298.8813802222663,302.42232664816834
593,299.87622020222204,299.62739745635116,300.9252407789452,299.3783804877198,298.8499861020423,302.34758693762916
594,299.29662509868234,299.4244089627511,300.85385109378774,298.9874389492875,298.47990523006956,302.2249602186144
595,298.69303312520844,299.3097622260445,300.7436786154167,298.64435246076965,297.9968992959916,302.020485638445
596,298.4223000368368,299.32421870806047,300.8165058436488,298.56712804819193,297.63327118730336,301.94214123570833
597,298.46869361547067,299.5799354018489,301.0860291947293,298.72754679588405,297.5806897815799,302.11095219922043
598,298.6812222378557,299.7605375653638,301.4566885619481,298.92051620808144,297.7335719153112,302.4701582330874
599,298.8211806320285,299.75055641602876,301.61600383198993,298.94906702098496,297.9096683468296,302.7417428015163
600,299.05178303375624,299.43829310401065,301.5029563296127,299.07467636633714,298.0883733812832,302.9228503238597
601,299.4071850638459,298.9858532831044,301.09657103908927,299.40432910032524,298.3827007712252,303.11538986582815
602,299.8353379967143,298.74962946888536,300.7717413810697,299.9580247118973,298.8790432887955,303.33919387181436
603,300.095955823949,298.74129526684834,300.5088825976033,300.38618359774546,299.43083971556445,303.3539524356107
604,300.10908664897306,298.8639339582402,300.21474110718185,300.70358392509553,299.69746112610613,303.16991970940745
605,299.9234258520744,298.8199243436953,299.5714427050132,300.82087285819534,299.4136687924875,302.7063736529936
606,299.5402290478673,298.51104801881723,298.71992650461743,300.7744062788585,298.7901420799916,301.95891925869347
607,299.0659159222823,298.27677403157617,297.86882840476943,300.6691697229749,298.33790214056165,301.14013651969634
608,298.76196119694896,298.1695812820901,297.3801739638668,300.7486588138576,298.1978919014475,300.7326224829455
609,298.74839742249384,298.4551140100983,297.3983931974189,301.12028664608096,298.35005092021566,300.78667077551313
610,298.88083332212295,298.76956097268766,297.64456505183114,301.5953667412678,298.4823901950726,301.0592618530915
611,298.98987009397393,299.13822986787665,297.8526898456441,301.8311743837278,298.6817069274152,301.1922386725798
612,299.23506590930907,299.45631148198726,297.9569810965577,301.7777687900948,299.09122829862804,301.4967621844666
613,299.7121441043727,299.8390647267734,298.3904639883292,301.5507798824237,299.5673704167244,301.9975144335449
614,300.3827466535502,300.1703659050076,298.84645001476935,301.3351771500538,299.98712837798166,302.44662345861826
615,300.8364879963613,300.3269792709541,299.2590229521158,301.0600120301601,300.1941609849378,302.61327143321915
616,300.9450315944286,300.2962964723815,299.3758297876055,300.7641391263268,300.21007883273916,302.57339515349213
617,300.7674585851937,300.0865127115808,299.4381614218363,300.0673631160779,300.0663633138117,302.4810104402862
618,300.4304387305402,299.570074075885,299.2286559971398,299.197761618814,299.7206176223678,302.25198485963153
619,300.11688952211756,299.0127603786016,298.77427508465223,298.5215199860579,299.37826792638947,301.91838269483065
620,299.94678515295294,298.7079191457238,298.29817284620384,298.28860555354095,299.187800430944,301.8628525181185
621,300.0368539037276,298.76863500008227,297.9355156776196,298.4450040810544,299.2421430150662,302.1116930335263
622,300.2022796343098,298.988100796485,297.8551475181136,298.35222292902677,299.38826905228575,302.553851517997
623,300.26048842157644,299.0008895388333,297.8009559932741,298.31472003227356,299.4223658681669,302.82441473009334
624,300.2404161191919,299.059590143512,297.8329567550017,298.08228561917014,299.3839762415574,303.08458780354226
625,300.2490506641584,298.92395339794797,297.98178312018786,298.0325626374162,299.1997442111031,303.1780537326512
626,300.2861233362127,299.1711921865464,298.30848773809333,298.3943204441429,298.97292748547136,303.3074622068392
627,300.21735106786645,299.29116045295183,298.60765661389974,298.79770460502954,298.79765166781885,303.1833092652209
628,299.8448362293607,299.4652697410474,298.7704905065901,299.0564287531631,298.5439323814629,302.70729177778645
629,299.4005997522643,299.10722851561894,298.7512594311668,298.6662317560451,298.1797909345614,302.00699013633084
630,298.9863663605353,298.578931523246,298.6900631292727,298.2031757628801,297.55968973523613,301.21152758656666
631,298.75170596234824,298.1805777469467,298.53847641195307,297.80422563955386,296.99635380614455,300.74115056038437
632,298.58057389371635,298.03888393044326,298.4248110640826,297.7665294719375,296.7207380048257,300.4125593403158
633,298.58426422600604,298.0362606041969,298.3710766560896,298.1183334344067,296.70442928242755,300.4521309857957
634,298.72524274438945,297.97909723786216,298.4516978704303,298.5263085994406,296.9739177389297,300.5613074594912
635,298.9313907104892,297.86143232728955,298.5580131624761,298.7524746335337,297.2486017672162,300.7811913783229
636,299.305444715532,297.65184125577895,298.88914004928176,298.7252096042114,297.70197976299545,300.90030872245546
637,299.684968046125,297.7793741400835,299.24858288846497,298.6385959077367,298.36396444350584,301.183540034066
638,300.1747903245594,298.085119865708,299.76400660063194,298.82074034463125,299.0424702117157,301.3862340622811
639,300.45243208351627,298.9671119583145,300.1762507570638,299.06697692118473,299.42253882497,301.7235836875885
640,300.5921059756494,299.44088029132604,300.59245919087476,299.27016043873454,299.4049986417287,301.7673867358025
641,300.43937425060284,299.69260839464454,300.7551559505013,299.0802841102243,299.21325526206095,301.4693164889643
642,300.0270493981732,299.50710936528606,300.69898393132524,298.82835242596246,298.92776100626264,300.77044799288825
643,299.582996816558,299.36145219441,300.5066874653026,298.60606921509645,298.5434624520486,300.1913830682102
644,299.4059576879866,299.36119693127233,300.5017395600614,298.54953577506166,298.22596125511103,299.8519425715259
645,299.52734322051293,299.49775276202416,300.6464323271325,298.61436652829315,298.10270057105504,299.84671580074314
646,299.7631836789986,299.8607619895356,300.8323069150443,298.741045576183,298.1079658199239,299.93281779767966
647,299.86029524241803,300.09234000545376,300.8282546230528,298.9313841220367,298.0723179869328,300.33127950761815
648,300.0274904210366,300.2253470484763,300.7776606448111,299.2537429197127,298.0712640629038,300.6385601227269
649,300.31642850641833,300.2657762004422,300.7082031447538,299.8461861673243,298.3765729368761,301.0587370479397
650,300.65300274674036,300.4830512630252,300.65342230883454,300.3295152020938,298.8215312285814,301.4914521404499
651,300.7563291794268,300.5912248113994,300.5629898581176,300.6051678650176,299.32166558036664,302.04957203309414
652,300.6653456006274,300.3191471550626,300.0230183089909,300.62077168385406,299.58489669575937,302.35465909443843
653,300.2831586687149,299.72831400775243,299.27901875881315,300.4761127468391,299.74817449386717,302.22400444646854
654,299.868089513846,298.9316767438212,298.547013169207,300.07559770277203,299.69321711740093,301.6840582667551
655,299.58734601817304,298.3219271957831,298.25906571585153,299.52793746788353,299.4872845646704,301.10692001905437
656,299.6441044454701,298.03185175137577,298.27853366084315,299.3456168205793,299.4814393540542,300.9340358101903
657,299.8570878637979,298.1084000832977,298.37282115571776,299.5935404219786,299.6185067709482,301.2253038885547
658,300.05560264900214,298.28787981513125,298.53777623230945,300.03890615236423,299.8349487265325,301.6217044469955
659,300.1367340072194,298.42322562587634,298.6845840771667,300.30958897649595,299.80039895013346,301.8896512262043
660,300.2214190811688,298.5342465855014,298.68297453658846,300.36943068747297,299.76902645056254,301.97582100582457
661,300.2504462667908,298.71723971787213,298.64583770160306,300.26985287405,299.8491945386717,301.98612458429415
662,300.27161496538014,299.04306288677924,298.75052770217917,300.2106310445352,300.15722624962797,302.0847627598183
663,300.3005948395891,299.4281992453023,299.1643499475531,299.92504422873645,300.37191300972,302.1824595967294
664,300.2197541273626,299.5798817760346,299.52951164054053,299.46067599925186,300.31781256831397,302.36705092940923
665,299.59901183376115,299.40250628348343,299.5189026868157,298.6726482076663,299.9266182162358,302.3346678478631
666,298.4249736331919,298.9777779989301,299.07418209613337,297.84213916713475,299.27558035238775,302.1625572218111
667,297.29134596564705,298.71334008038406,298.7866083590007,297.2654888427018,298.6066524668234,301.822936172322
668,296.79438292285244,298.59659422776497,298.91117652004067,296.98810895175825,298.10040540506424,301.57029734216275
669,296.93152716368104,298.7842767349999,299.3370848801846,297.1238610979165,297.9876468899993,301.5107300323475
670,297.41155301359373,299.0053013750119,299.72046983659925,297.21765458649793,298.0436726462718,301.6522121421469
671,297.9011393609307,299.1862546842245,299.92143714125723,297.3438989041088,298.10824590797006,301.7504575858632
672,298.2946945472124,299.2951404704622,300.0236653568607,297.45586194927495,298.1521950760668,301.83262392093957
673,298.54049430796675,299.65561879842215,300.0569204423119,297.73345455514874,298.2607350481659,301.7968290841029
674,298.91304025826815,300.11486641677976,300.10797393898,298.0640036827216,298.450471592782,301.8945875110848
675,299.21109876146534,300.3190194620958,300.20962449913196,298.3886196573557,298.65697334472316,301.9932395478974
676,299.27149966398935,300.12926780235597,300.2421133161893,298.52522405703047,298.8476763117604,301.9195888467393
677,298.8908014402983,299.84522491620714,300.1395072597307,298.3752652996662,298.8842972475941,301.5145381010952
678,298.26098394718184,299.5228980459072,299.76381205325623,297.994152156934,298.72277285266114,300.71802225538073
679,297.6431548449944,299.13642049026345,299.4815919032014,297.68688956909114,298.4311306632024,300.04311306753306
680,297.2935527937794,298.81559781365604,299.38586366326103,297.5206680417189,298.46129155551836,299.7631903593021
681,297.34019596248794,298.75048303597094,299.54399408400604,297.52033997677614,298.64937081325775,299.92089167752465
682,297.5396268840893,298.8857128917328,299.62162418708846,297.5588156876583,298.9191637030208,300.32247216974076
683,297.76636368028556,298.9463264329932,299.4594606297266,297.66196993149856,298.93875174437,300.6634592188712
684,297.8653820036134,299.0827514293608,299.0823912477552,297.9250757199984,298.95255483140664,301.1656606392994
685,297.88618046121405,299.36694983753335,298.62992248290976,298.34601614522876,299.0649406557361,301.67579261507603
686,298.2330943446799,299.8052036679441,298.38172712569263,298.895466919417,299.40627902988604,302.27434922528874
687,298.644584655977,300.1938393569172,298.31896532297327,299.318886512355,299.82541793993136,302.8738966676156
688,299.06710668091176,300.40280921951353,298.32176627076484,299.51280338052504,300.18826871256175,303.31346336908325
689,299.0326634912297,300.3406992141361,298.0547696800479,299.42265449764363,300.1279581398336,303.5002784726978
690,298.85258541695384,300.0167109879589,297.4700019125557,299.2051143468346,299.72576237163815,303.38159334101783
691,298.7096464520014,299.6117036195646,296.9370456082793,298.93999136971644,299.3257244548244,303.22621413553253
692,298.61554571508003,299.2856599633181,296.7949717805589,298.7891863264504,299.2962505072042,303.26481731737084
693,298.54604358715005,299.05753293392866,296.97215849047166,298.775286253734,299.59123697794075,303.4473562178705
694,298.50258863752043,298.96870984953813,297.20563013232794,298.87786447324555,299.9422069285066,303.7421541227313
695,298.54709346530757,298.9005909317024,297.37432415794683,298.9989709964584,300.101968495751,303.84469819785085
696,298.90627723320773,298.8411875523495,297.6863799569904,298.94641276801264,300.25870220835196,303.84255052122444
697,299.3481396386119,298.30758419189806,298.2240853911009,299.0426776860323,300.5161523176753,303.8225478993705
698,299.8343620379428,298.1520296495755,298.8152321572095,299.41018609854564,300.8084394553937,303.8103066542508
699,299.90235704256753,298.0127832576772,299.3414692145395,300.1318314939079,300.8396381724481,303.69157177763424
700,299.8002110422992,298.30704677679574,299.6940166797819,300.59114406083546,300.50171583763193,303.19518414636855
701,299.45600226080404,298.12639812945366,299.82721664951265,300.6977831702139,299.8860673113993,302.2687944993083
702,299.0134697462535,297.6073648222819,299.7336396381543,300.40522774075583,299.25852891628074,301.0028732436799
703,298.5150752017927,296.94757786026327,299.4755570200875,300.16359782656497,298.816811210926,300.0170022574469
704,298.3071838256478,296.29917578794783,299.3953711027468,300.09828379814076,298.61905732948736,299.684623321039
705,298.45467292306535,296.06448976957233,299.5568203872637,300.29010326050826,298.5755198324432,299.9363353079962
706,298.76249267545194,295.9017807930734,299.8344472980061,300.5383158512555,298.598920606062,300.2991488457092
707,298.9710582577961,295.85951846037125,299.96928368752145,300.5745659605346,298.7717268315975,300.6693535819641
708,299.22321342927944,295.91900809527596,300.0753816533539,300.3659416494118,298.97258488114,300.96709283093486
709,299.58058352295467,296.12946687670586,300.1654386960492,300.12589398848735,299.3090279649227,301.39638204755823
710,299.9483113720997,296.7308232421223,300.32453420028554,299.9543587286567,299.6724608982419,301.6656975873006
711,300.0991613231893,297.2790083548204,300.3920493956395,299.9579032812312,300.1225714606324,301.89698613239125
712,300.0091554877127,297.72514019727004,300.1590722701066,299.6963095867814,300.26180222034924,301.7765214886021
713,299.6328456660388,297.6419377722498,299.6058365740469,299.3512756003069,300.16596580510173,301.50600590595997
714,298.82201219131883,297.4136349353412,298.7341296448565,298.6411699444429,299.8652812781863,300.86185993952245
715,298.06038511314347,297.31405079251584,298.13213892923085,298.04854810782206,299.54762876864305,300.2964663491596
716,297.5773823258071,297.47504422742617,297.69109688009183,297.66079920513727,299.3730948181873,300.2613532884593
717,297.674218628306,297.75144889700397,297.6293268626417,297.71093389748887,299.4521265543811,300.8836875253391
718,297.7977485619976,297.86290814714334,297.47800955775784,297.96667652321565,299.656239664187,301.5725588770437
719,297.9229414231795,297.87297624976344,297.5587597155367,298.2514706943122,299.70660299783935,301.82132123890466
720,298.138345586613,298.04448652326863,297.54671884377444,298.499983292487,299.3428156862766,301.86424809378707
721,298.4032773193165,298.53908263572197,297.9495156255354,298.779374676102,299.05770280185936,302.1195161646705
722,298.68934118184194,299.23535610671377,298.3721217972006,299.23074870120195,299.10642254961266,302.31330077646066
723,299.0442212172657,299.77523965379845,298.9132661395325,299.62882177786105,299.3423196341783,302.41168558054324
724,299.3504409513855,300.04427754108264,299.09197462199694,299.985162182084,299.35026968166017,302.12553206116075
725,299.4559279781652,300.0341651857155,299.06684571738475,299.92211710906895,299.0289462790454,301.7428120284058
726,299.05516381875873,299.9643423708862,298.9092771127075,299.6785615623909,298.73225838740956,300.9339000226097
727,298.62595509536806,299.91418309512164,298.7758390219854,299.38241990298735,298.56910473039767,300.25633494468644
728,298.3248217864141,299.9707393161559,298.73816434898873,299.2944089102018,298.60519003934473,299.96098852021504
729,298.2362154047461,300.1566464219244,298.7999279643638,299.48277234360285,298.7956374784473,300.22069192379195
730,298.11547444665126,300.33714671620965,298.8128665031183,299.74159555209604,299.0273093570052,300.49399675205206
731,298.01922416048643,300.4254960030551,298.66819311367664,299.90638143882455,299.14839253541663,300.5195603797138
732,298.0526918692977,300.3896021934855,298.58162319720753,300.0771554907142,299.3839859726316,300.68613731362876
733,298.34830602128966,300.3129868662939,298.7360045316122,300.30972823448565,299.7962297169358,301.0364446543926
734,298.7020912022027,300.2868833951105,299.21650325530453,300.60841339323537,300.3786658627855,301.54476477405274
735,299.1042915493461,300.22532530056446,299.5867637439805,300.66316114564387,300.77733618393466,301.99552988387927
736,299.41310496620713,300.076667506055,299.69034745467496,300.3343169098869,300.82136170468266,302.26676929904136
737,299.59146592761493,299.72074473756226,299.47375847514235,299.7623418418639,300.61737708231095,302.3955319400966
738,299.5543341932698,299.13247506706034,299.1887906411476,299.1962928024093,300.0091171947713,302.2554174593006
739,299.3595192240075,298.5998685701883,298.80465147051706,298.69450127025164,299.403814214487,302.181062940996
740,299.4018128575432,298.2086386146279,298.4403841527821,298.3013149347917,299.08273167611964,302.22114559802344
741,299.72290582300303,298.17759623055343,298.3655273285596,298.08197020843295,299.22509379080356,302.44173619124996
742,300.11200574783874,298.23906692799693,298.5000856650656,298.10505710615143,299.5603089766992,302.66994396132986
743,300.25130442799343,298.3480067394511,298.78348882429646,298.3100531574748,299.6402434478728,302.8777518113878
744,300.25340933362816,298.3361584377855,298.9853390070562,298.50486836592995,299.6603333823967,303.054445105768
745,300.320611267414,298.3871333959881,299.19842070087014,298.79074036321305,299.75686550204483,303.3297971385046
746,300.39344425638774,298.61823622161336,299.4733384442228,299.05430301278113,299.9925768656303,303.5277515239605
747,300.46079614777165,298.98703664360477,299.6971822729008,299.2472241417773,300.118524454567,303.70200560635
748,300.4600568317839,299.2490146831113,299.7045474915807,299.22097471143036,300.03810652732005,303.6669379679532
749,300.39305403270237,299.2019023119248,299.38380621924233,298.92381672957066,299.7811380950314,303.3872487751075
750,300.02305494419824,298.9719462987249,298.90688763517574,298.10556096674776,299.2421604095992,302.9900574167907
751,299.6049933638764,298.7819760593039,298.5133990056923,297.216783489725,298.72525113574267,302.49305904674765
752,299.44566574657165,298.797339162149,298.2509135486361,296.85396379791797,298.45263050249855,302.2652619250294
753,299.5488555964566,298.95502727204166,298.08463595642104,297.1543556048377,298.67483475404714,302.27844235362403
754,299.62076728538597,299.1495258639532,297.9878134542778,297.4972301610695,298.92711199216575,302.63031314254647
755,299.4727032822408,299.29758782932475,297.9113927496331,297.4960538003542,299.010335726106,302.9074383137117
756,299.4913783711495,299.51111497587664,297.8813563551719,297.5783168984172,299.13509886575775,302.9727988291049
757,299.65621332752534,299.8790136096292,298.14052820230734,297.828433876327,299.22209513512826,302.7044849469441
758,299.9639363581309,300.34126906817977,298.5857313665737,298.32748294215355,299.3782235328349,302.4167376470189
759,300.1570298250594,300.82843199633567,299.0700184821571,298.6577953188544,299.39516160618336,302.2546511542982
760,299.97882680023446,300.9257437046973,299.26614210935566,299.0600529012939,299.3283208912314,302.0097669998876
761,299.5410557603279,300.7963360206463,299.2521035884432,299.05114339419265,298.9773218212788,301.6957127860424
762,298.9721333908681,300.38734795862837,299.0316638952269,298.9124883858002,298.3612345436393,301.19283869649183
763,298.5244218422513,300.1276018139702,298.77096905661233,298.5498063449054,297.8079933178161,300.77399068216477
764,298.2751855761631,300.17764497080344,298.7282328894348,298.37215865724164,297.45585498229383,300.63216761527264
765,298.2192473902575,300.45701738958763,299.0652830904707,298.5143806856751,297.48140889918426,300.7338445082891
766,298.40552561222836,300.77469014768775,299.46089026528483,298.84466031842817,297.56351162213684,301.03801590813987
767,298.58559935975967,300.8707123174091,299.6890264633617,299.20572799408137,297.74551626930247,301.2602164248467
768,298.6529716805408,300.83092985116656,299.7140421827244,299.4196519083677,298.0817490933461,301.54593666814486
769,298.7944497059685,300.7264613362028,299.7998171656017,299.60520712150964,298.3018021912307,301.8034244354021
770,299.2468009558085,300.7157606531078,299.9313620184751,299.66348618127375,298.52031669985234,302.1362724610844
771,299.79613646225505,300.5652747307062,299.9707059943336,299.7430653760099,298.7217033999272,302.14103066914754
772,300.2189957370502,300.3093058186385,299.89326611968846,299.6813005767159,299.03575566806325,302.0236891367379
773,300.18902059390683,299.95883872109124,299.6233469574469,299.69243438692234,299.19333736552426,301.6679899380493
774,299.9707419174793,299.41477463758446,299.07275753618666,299.44287455685406,298.9276527276482,301.16009649571305
775,299.71888220732257,298.6864665973073,298.5379817048442,299.29035848012,298.5742903271154,300.7922287062275
776,299.54520774917836,298.0453133595538,298.1121113691674,299.2306095378404,298.3266815422801,300.68889307556145
777,299.45632801456145,297.7988208212002,298.07706490061656,299.5428393711184,298.3288250773408,301.0129715860589
778,299.4095787306831,297.8764211466032,298.06423762804394,299.8605546646958,298.50945369656284,301.3566619618801
779,299.2324471345103,297.8322854033427,298.101312052361,300.0465249151502,298.6441943233992,301.64158910605744
780,299.1378638044445,297.8647418296095,298.1351502290924,300.06016024028685,298.7459818932509,301.9180555402399
781,299.1339739060223,298.1542658245612,297.9743284201782,300.14356058361403,299.0608184926987,302.12967344527607
782,299.3581604187555,298.47158463329225,297.8935257733585,300.4488505805122,299.4118820978992,302.3174399086318
783,299.501071317091,298.89876780826074,297.9698512249325,300.74170592249175,299.8036411080997,302.2784199113718
784,299.57430570670147,299.0433222893593,298.1079514078596,300.75340112118505,299.95395475946265,302.10094483371364
785,299.5610000246756,299.0483444819907,298.0116859742844,300.44729157803164,299.93275030627586,301.70266991677863
786,299.3596205815059,298.67370370265627,297.4500242629346,299.89408654262996,299.60667125603413,301.11231136295925
787,299.07567938445936,298.2979631797304,297.0205822919668,299.3023181947239,299.0949494883508,300.4956181959996
788,299.01068917316644,298.322932008531,296.89712451987367,298.909564353627,298.6435518331183,300.0140634265876
789,299.3240518352862,298.6163629107878,297.02549980051936,298.81607669529086,298.4542375936082,299.8673874445097
790,299.6665152358192,299.0542699212314,297.19153507350944,298.8805374239383,298.4909597273942,299.88459551217846
791,299.79329653726114,299.2459922462065,297.37253607718014,298.7138330116465,298.60154439917187,300.0291680409011
792,299.7173510128726,299.41097269377354,297.6830760098228,298.3138952914521,298.733044582501,300.2574226412651
793,299.64815617337825,299.554773498437,297.97092317944225,298.22997949275145,299.040637916763,300.71025719539335
794,299.6786123200409,299.8176914427491,298.2599861010579,298.5238886085239,299.6603191183346,301.3596969447467
795,299.6893293954497,299.88882797241394,298.62748112678037,299.1318115039455,300.2285631459287,301.8295915684154
796,299.63325141291534,299.77554040270996,298.9697749100579,299.4879970143006,300.5260434993169,302.0817164752995
797,299.47427064172956,299.2132766601726,298.95951796469666,299.5470255451209,300.40967176927353,301.9917343240223
798,299.1381022007363,298.5688770541497,298.67369510482007,299.33896424851997,300.2263708460377,301.58920717429055
799,298.87923371988717,297.93018891336743,298.45438096021684,298.9470686536916,299.9516076160707,300.7804195156998
800,298.89143938383376,297.5796018910243,298.53437958724703,298.8043057227151,299.83844004695953,300.01295417158286
801,299.2902422881973,297.4691308043345,298.7120257956168,298.92913056546246,299.843872655578,299.7675464590762
802,299.75123979073925,297.4549429155886,298.9036707194691,299.304044398777,300.03187910241877,300.1640761903007
803,300.0477931695852,297.6806603024138,299.0031417141465,299.44712535107044,300.2036064209521,300.65166377182817
804,300.2480701134368,298.0404993352575,299.23130825372533,299.4706504641354,300.30287743244253,301.0082625109856
805,300.48548966958873,298.19652190320465,299.66807893298375,299.42691611730095,300.3629932708025,301.39908760417666
806,300.7004794311092,298.42279708649227,300.20794358550404,299.5262526047025,300.4766729706051,301.8014505784843
807,300.77239410769533,298.57604083756496,300.7161010897094,299.8395943310133,300.5118024515239,302.3218840188366
808,300.7069648331158,298.9519804282642,300.9206644247783,300.0076885152967,300.2475313305756,302.5635244097753
809,300.43857847841815,299.0327252533414,301.0331975249681,300.02857353780917,299.7156876127539,302.68642014334006
810,299.9334558475893,298.8205512688692,301.012195609872,299.6830988501459,298.99160918155866,302.5399951945788
811,299.44241865949226,298.47871078992296,301.0382507715691,299.3379043226965,298.4303135467615,302.2468945440904
812,299.36640744840383,298.3217643586049,301.1230820304924,298.9742112077774,298.042862591637,302.05542448250344
813,299.636603269446,298.4024316816734,301.3518689201408,298.7031126949183,297.8629182121965,302.1309600529923
814,299.9548056415988,298.6539034385034,301.63759719951247,298.6106258837261,297.73175244962044,302.4817535380549
815,300.13321750157417,298.74024963028313,301.8114973649811,298.6764716840335,297.7958495521062,302.7949786808885
816,300.2458152520132,298.9119238537903,301.6865915292485,298.83575534105324,298.0037906419375,303.0346760171933
817,300.37856758799154,299.0852604972625,301.3979836797933,298.9619878509555,298.42675246490575,303.3133476711227
818,300.4464366971111,299.51574304675677,301.0192223607434,298.87661022454046,299.0668126511273,303.52709909745573
819,300.31734889938684,299.95496983885386,300.8051731472296,298.88312708074665,299.4467973624144,303.73271640325646
820,299.9850720136718,300.3694798933551,300.5859915446147,298.82041794335953,299.71671257869633,303.7125022504924
821,299.4426771846172,300.3989978231945,299.74025019342577,298.8895125256847,299.53895894564675,303.5174631785522
822,298.75799529232745,300.18265603380195,298.72851794849595,298.5945868112132,299.3624386541051,303.06650613076874
823,297.89074336650674,299.9536304076267,297.8699245125741,298.3520112730232,299.02523206518384,302.49588162145363
824,297.3397013636292,299.8774166248075,297.82876821090616,298.32439469346053,298.8736130403441,302.16948237190104
825,297.28045112490616,299.98538472051246,297.9773043941323,298.5877135509954,298.9672362949793,302.13929861045455
826,297.61963590321125,300.0842310955781,298.05250986941024,298.9244535809623,299.184982265562,302.4077094881854
827,297.8373681078786,300.13574170868895,298.1374558856536,299.0628285402708,299.2127840871788,302.70629650862196
828,298.1388464045174,300.14006348614777,298.13416470687974,299.295591834775,299.12794342646674,303.01543239984204
829,298.51268380222655,300.2284682667916,298.20371706974913,299.4863754934588,299.0895609645534,303.2843613428838
830,299.04094768634644,300.4314007309053,298.53507329721316,299.82015284735706,299.2925709690188,303.5951783477828
831,299.5723452867637,300.6139311685717,299.22133522596573,300.0714776667746,299.5222405495747,303.8974986556428
832,299.86272595417387,300.6388070781058,299.6782197657062,300.3386823775782,299.6775895269373,304.0537135099471
833,299.8677649682979,300.563588830799,299.6220471795937,300.41572449923603,299.56132612165595,303.88786888669483
834,299.5129643870254,300.41145782539087,299.0810557820373,300.1012789422689,299.279812514446,303.17605864892727
835,299.2609543115953,300.16207936435916,298.8663964375143,299.7624367575551,298.9316657366981,302.478837872751
836,299.17675005818916,299.99321430604215,298.87338842246885,299.5958139030492,298.73959234428827,302.1013498572515
837,299.34983740251755,300.0761897298822,299.0704017787221,299.8493011966901,298.86180115209845,302.13009680763406
838,299.5368436417523,300.36896932173033,299.1703345964074,300.2364408391212,299.0228040494981,302.3331009904824
839,299.56214365328265,300.55733698577444,299.2481334282461,300.53762468287294,299.0543864274346,302.56892404959694
840,299.5375325996437,300.63611507486377,299.5751774383066,300.658430048443,298.9375603850551,303.0057463714807
841,299.4958478082463,300.639245576792,299.9418225360323,300.7407939651128,298.84898030226265,303.3494341727564
842,299.5565740567237,300.7187309534516,300.25939250900177,300.7503731003844,298.85306181126606,303.5082180198369
843,299.5798896830136,300.50513293672384,300.3506290669379,300.91267320888477,298.9193990546403,303.4705990485579
844,299.53565228992903,299.9064151972146,300.29893963519305,300.8487969801852,299.0468957614334,303.2124732131246
845,299.0438009661228,298.97904079247206,300.18443249063426,300.6335048321792,299.1358195384531,302.52967250929896
846,298.3340708330222,298.17084877158385,299.82643086416687,300.05685319398157,299.0780403120237,301.38906647428786
847,297.7298562291783,297.7407480629691,299.47282491888683,299.5307445251692,299.01414367701796,300.4386085793988
848,297.6141221267537,297.5325606946524,299.3032858520219,299.1991320024942,299.0614657468561,300.1704591813631
849,297.79247714232605,297.4389198865059,299.48655983776763,299.1092003412006,299.2938039201243,300.42552991483075
850,298.0335103797427,297.4067678615731,299.83238398801495,299.0687224124958,299.44201333716154,300.7122462951101
851,298.33548528370505,297.46846529238445,300.0230281899057,299.1108134874158,299.45913839904443,300.90230272936765
852,298.68871107295485,297.777660331355,300.05253408114817,299.13230505785646,299.324918460364,300.995132396378
853,299.0402828557158,298.2662396893875,299.92300048650765,299.177165842157,299.43495424924913,301.2798128529766
854,299.6203427441997,298.86130790857436,299.6879857644462,299.36883496437855,299.50440441426,301.61906606714825
855,300.07892306990755,299.26860985984416,299.5772672976944,299.50985207120146,299.74198531040497,302.07387105057865
856,300.4774015050791,299.46281169089053,299.3595146336277,299.5877099215007,299.7707379894502,302.2446374960267
