Experiment,piControl,historical,historical,historical,historical,historical
621,298.1852350898364,298.1371733805865,297.85453848390733,297.1423636245307,298.8896224783194,297.23126367509235
622,298.4195075911633,298.2709725841691,297.8059682755163,297.1043012861516,299.0461275395913,297.2551953504733
623,298.6043846171879,298.43870932063595,297.6398537474505,297.1211409332007,299.2060992266025,297.26642292266
624,298.7093832613175,298.6181735697164,297.35849379313134,297.16227565080527,299.44933500699966,297.43605389287086
625,298.87854595386233,298.8767822984578,297.29403736987507,297.38226396265463,299.76964602544916,297.7438770117806
626,299.1604694906509,299.3101819729364,297.62400408018567,297.68863345071026,299.9992149271016,298.08831336555403
627,299.5357440572341,299.90971525328797,298.2554753805432,298.2015062433006,300.1457279204313,298.48469902103744
628,299.8844609333292,300.41931237000193,298.6723384045326,298.4756827074851,300.0842601676402,298.8982050931227
629,299.9414292989797,300.39253660760806,298.7709701643436,298.3049534640277,299.87614361607524,299.1038690078356
630,299.6881696985658,299.760898422464,298.576448389601,297.6629713652137,299.32845541674266,298.85991862940335
631,299.11813196722534,298.9459946340948,298.36092570432993,297.0348138862077,298.64488515326804,298.2417222826866
632,298.77477889421453,298.28362114313927,298.32828113945544,296.5864344407013,297.97972668476547,297.7380138112397
633,298.6964127313568,297.8762893252904,298.4505605708979,296.3640744721008,297.7870417604358,297.54420483467885
634,299.0057961555196,297.650159641225,298.78449834609756,296.31620281069127,297.79798275001764,297.62141546930957
635,299.3147201452953,297.61474379817247,299.0857369411312,296.64723006783044,297.8960746623755,297.7887205090883
636,299.6165020759814,297.6774912311539,299.34742590239927,297.05696355306446,297.89150991629776,297.9850646473698
637,299.7760718338839,298.051260647438,299.6406565984651,297.5437908249266,297.97929295296245,298.4102304409765
638,299.8486922977485,298.5515268515909,299.9599673642517,297.912339365874,298.273338351966,298.90784156969283
639,299.8936257389674,299.1534958283144,300.3491606988852,298.4033714102761,298.493135769489,299.44531580456123
640,299.74975523549705,299.4680206224354,300.4167834328701,298.7240682303028,298.7482678089901,299.6644733675627
641,299.3181034349512,299.4416220084058,300.10867993746524,298.85801813635925,298.6827192532722,299.50648012190175
642,298.49435685817025,299.19615064412875,299.3845300041845,298.6991623218207,298.5019096405587,299.1462207531219
643,297.7280488261168,298.95964107719936,298.7808052564403,298.5425683057402,298.1913706778756,298.7828389962469
644,297.27925367386825,298.8525664898778,298.43939256464955,298.4744573626095,297.89777628679127,298.62999549376264
645,297.11717128757306,298.81826707243323,298.4049738073292,298.6214497185815,297.74422341906933,298.5985476960333
646,297.3253856474517,298.78521115715563,298.40468777909433,298.89130204443745,297.7562169182591,298.76158580867826
647,297.5546789130256,298.9284408456088,298.3050989431371,299.2430318261865,297.93163643704014,299.01166785265536
648,297.92998301707144,299.19315937322716,298.0895664425507,299.64723859274153,298.1644799445567,299.31268663432724
649,298.35176921487476,299.7226278731109,297.96583141685124,300.03235210417483,298.44536428542943,299.5606924548328
650,298.88527527678815,300.3142391115534,298.0340144760969,300.3557342198348,298.81779886445764,299.5928853795174
651,299.62750666904617,300.9423209579326,298.42045794295024,300.5751357271349,299.25093341188443,299.5749237946246
652,300.10624224615947,301.38774610733606,298.73483555758975,300.8901726780737,299.6501186480251,299.45013809963865
653,300.1953755845345,301.20545642119595,298.8965732913611,301.1263301085086,299.83631825077543,299.3167012353942
654,299.78450387492785,300.5785667249284,298.8231736676658,301.19893871574044,299.78482355281835,298.81710528542203
655,299.3949423430156,299.80575621217844,298.72298090440296,301.12139831069885,299.5570449888958,298.2152882838054
656,299.33318410043313,299.3422351286296,298.71242112973846,301.00916123617503,299.4048084447301,297.8440591795815
657,299.5478371316303,299.1127837000242,298.8299833888181,301.06262843865613,299.25760393061273,297.805248347743
658,299.9410692801428,298.9552798871118,298.97906668527736,301.24593909862483,299.30678936621285,298.0210948287068
659,300.1918647302818,298.8408225306548,299.1308120005442,301.3894489194219,299.319226739082,298.03652909494735
660,300.29079436025864,298.7757208323837,299.20604672014076,301.36892913376255,299.36445622295304,298.05434966339743
661,300.2248997121104,298.95337695794666,299.52971689006813,301.0639134996924,299.48979597980207,298.19018352011284
662,300.0750403221519,299.18316791503025,299.9922748369359,300.62555444166895,299.666372046193,298.6899596442372
663,299.9970903351263,299.44403473604706,300.3513801392058,300.20346489833463,299.96699728298034,299.35790562474074
664,299.69933734956334,299.4936119941722,300.5256224282152,299.4450978827554,300.10955227084634,299.84237224991085
665,299.23399745903896,299.3779516943812,300.3494721230015,298.83304130898864,300.0580035018535,299.9495769907003
666,298.51418950970356,298.97858266860794,300.03852285442514,297.966942727451,299.73071759685547,299.62028890184644
667,298.0533161185693,298.62443658297406,299.6350371880772,297.41310533022823,299.20543098758526,299.257470626657
668,297.9038449682357,298.5324366616717,299.5124660106746,296.8872543548054,298.94722083178135,299.0643275337243
669,297.87242357586575,298.73628269098043,299.7271456872172,296.7656629304043,298.9366205897601,299.1907173941517
670,297.83024635198075,298.99463759531204,300.0947051819635,296.8928539844508,299.1788896398453,299.51073499594696
671,297.7019502965287,299.0499024946375,300.26199415778575,297.08280072430694,299.3114781364014,299.8351489843628
672,297.79631878289894,299.12292865099994,300.14959322331055,297.2984998772111,299.4697783544573,300.03038722436486
673,298.25722128370086,299.29961183749384,299.9473444216463,297.52485432339967,299.85694542697615,300.18532177660774
674,298.79376069814685,299.42837098244405,299.6701688270603,297.8479948898525,300.3706289070946,300.3482877105235
675,299.3019021945806,299.5318748516017,299.4112545592804,298.3462827166392,300.52959655557606,300.58300047729796
676,299.55942221526266,299.53966371967186,299.21049678768617,298.98689070950036,300.074923100389,300.7482019508257
677,299.6483791575616,299.4830856937162,299.16070129653315,299.3820822417312,299.27954003125325,300.5765311511132
678,299.3892884778391,299.14723972317944,299.08508892243395,299.22249513319656,298.5468947728579,300.20543233896825
679,298.89180105751507,298.7204812428095,298.70762161254993,298.84971348265384,298.33649091297485,299.89259740184474
680,298.20769886721513,298.49577773521906,298.23515307888675,298.7045378472188,298.3200828070417,299.8215889149121
681,297.8260310695387,298.38313389315726,297.9875789361411,298.7759371287181,298.5719272877041,299.9913934386165
682,297.76073112333665,298.4383885165571,297.99195610963034,298.8706205169826,298.77877202252745,300.2875866567485
683,298.02139730873415,298.5012878226233,297.9816251596356,298.8469429256158,299.10982692148576,300.5579746174425
684,298.2546994999503,298.726757186402,297.8886522551129,298.9238567273162,299.4235420393795,300.6185504789446
685,298.61058758827255,299.133905451417,297.84773070818824,299.0838057231963,299.8412444508317,300.18233126561285
686,299.06797801109695,299.42398907891464,298.0711272623036,299.1741408703729,300.20967884197506,299.62739272826497
687,299.64137807686353,299.70621184179095,298.4699030848842,299.2862678458445,300.53586176206187,299.02055481575417
688,300.0288212668501,299.74289248004783,298.849323793778,299.3913768826015,300.6352781236867,298.558995664674
689,300.13458125033276,299.69479826878063,298.9334595912587,299.4956651286302,300.307658586151,298.1411654522978
690,299.8694171158732,299.4675604307563,298.6435832110629,299.4216204928918,299.51223488639715,297.8143370602802
691,299.5159279548593,299.2842076006012,298.08699887795484,299.1127923508863,298.8356230766393,297.5179410519817
692,299.20683575800655,299.2688023888541,297.5514055929942,298.84522033290745,298.43998679509076,297.52310522745034
693,299.2084354930444,299.30421281522064,297.2455864780471,298.7419419115832,298.4962202009011,297.64170541613316
694,299.49130841272546,299.3647036003609,297.28175840122776,298.8177703263211,298.615659260571,297.80287051428667
695,299.85565118772274,299.3789529364025,297.5984275934788,298.88028195607853,298.77200517144263,297.97228212858266
696,300.20758898696664,299.42530646654615,297.99897726797,298.9345788138795,298.8450222793294,298.25569279665774
697,300.5804392846185,299.5421781565635,298.43101698274637,299.12553159867474,298.68072131249636,298.90272223926524
698,300.93207165777744,299.7633628916669,298.7676024272805,299.4392555527099,298.6136306451834,299.3627840148337
699,300.9899571290748,299.96363048251123,299.15575276011936,299.54845250435,298.7809053433336,299.7481218155178
700,300.6434639307842,299.9238036207796,299.50836601025117,299.3951831282995,299.02115155613683,299.874176595522
701,299.9099529151194,299.43805347880453,299.5216321210873,298.9051542014612,299.01088543832117,299.7761809758936
702,298.97375542969826,298.5573182511802,299.3441117571593,298.388229040038,298.70106697858427,299.3333682030206
703,298.2498994077418,297.85296955749686,299.0719475896282,298.09532705740565,298.4614336446028,298.8399992298685
704,297.8498203996549,297.38004267390124,298.95988614549736,298.019620283906,298.38831159638823,298.57038555103
705,297.6720522464698,297.25213576756727,298.84628615093,298.15735924311844,298.4086858183268,298.52947759923705
706,297.45227591204923,297.322312229714,298.707949405195,298.2868941105185,298.60701391573457,298.5548370390334
707,297.04585594246356,297.50992199348315,298.6284959232098,298.42075566655285,298.7990756604452,298.4862608853784
708,296.68204577770865,297.81312415552867,298.59088887378067,298.49425091775566,298.9919127051524,298.36425751934183
709,296.4838874476978,298.1677463915035,298.7064862712038,298.576094049624,299.20226675797653,298.42690046786237
710,296.6457457682479,298.74868417137696,298.744202611806,298.6647968676105,299.58035881964025,298.7635763703351
711,296.99074647682653,299.4004601502827,298.7000926424029,298.844068988378,300.12869465292636,299.1369190730616
712,297.1264744021798,299.81254690229997,298.6679550531134,299.02735448818265,300.51169044816714,299.41660942094654
713,297.01093848448835,299.84928451304353,298.6075320877604,299.1062049059244,300.52040649680083,299.2425013643878
714,296.74721235003034,299.51207836257925,298.44993197741155,298.87375612132513,300.12359485496654,299.0553938654882
715,296.6053309498099,299.1889231894241,298.1106813249926,298.5045651707456,299.61761201581515,298.7766882222464
716,296.4270926420517,299.09971383675514,297.85948123290467,298.2891965305021,299.4664698186968,298.68874854766847
717,296.28183985311915,299.2409806346155,297.74753637878524,298.2672004337285,299.63285967233134,298.55005975208036
718,296.2246097758687,299.5216704987102,297.7268752578182,298.40459301748433,300.06950170363217,298.42611295997705
719,296.38642120391245,299.7293510710765,297.89061107709966,298.5263226844432,300.3249533314686,298.32836311221405
720,296.7690791863595,299.9410801231418,298.1230128956895,298.6457950501638,300.3761671020281,298.3348038064203
721,297.35418635081606,300.1079391768213,298.45237245016506,298.8142716684415,300.36430097960823,298.62679783173627
722,298.0702258117603,300.2186504128774,298.6903492606231,299.07629457071613,300.28956466082354,298.863256014495
723,298.58337012525794,300.28349250178957,299.16551904839906,299.39175658221626,300.28902108669047,299.1091822853742
724,298.9037730176596,299.9391971650741,299.71939820846984,299.60825359612545,299.8845143444716,298.9732411088278
725,298.9584473812068,299.2738273624666,300.0716937300726,299.5427828405961,299.4150699181509,298.77076068319906
726,298.8493509714435,298.29170231118775,299.9385028144045,299.33548973146054,298.7380276464946,298.3044489288017
727,298.6838737711841,297.6606176672348,299.59552502955876,299.0867343301322,298.3395733329034,298.02410718569473
728,298.42936275861865,297.5015220879187,299.4094726618486,299.0965400355465,298.0677783358413,297.88964173077875
729,298.11369048032105,297.5871015008632,299.4164280576985,299.07822555964884,297.90885756993487,298.01061180689436
730,297.8347500246063,297.81920426902207,299.5624651694563,299.06733060715027,297.85909461957226,298.22666146312105
731,297.65411862553356,298.0012281145764,299.63713538748925,298.9123680992766,297.6816131852259,298.5233963285298
732,297.71852878667704,298.23977343931836,299.63641970002885,298.997091021687,297.55625398251465,298.8312142739698
733,298.00125483031314,298.54977994173765,299.4864462691475,299.3591448312341,297.44535669356236,299.28638792283624
734,298.4579620603884,298.79371230117385,299.4585594936106,299.7899810361034,297.7266031555341,299.6069097027215
735,299.0040642915435,299.0047144888203,299.48802268488544,300.0482117833049,298.3322137966623,299.93836679576606
736,299.31805369296484,298.95880395656724,299.53026997880426,299.84659613361515,298.94103489682146,300.3040563125574
737,299.29011626201276,298.6592672844266,299.3090979015133,299.32845730827177,299.1943058541851,300.5807935757493
738,298.7369600959118,298.1699073438724,298.9726196323313,298.5848125153036,299.0508286697411,300.5086317102761
739,298.16728974541576,297.72102637828647,298.5913958908796,298.0365965108372,298.8712968113684,300.0861820144168
740,297.71269626436424,297.56367243232745,298.4112125790538,297.798157273535,298.77694518064936,299.868999283846
741,297.50211470742823,297.6378120342833,298.4040944036383,297.8510271478504,298.8869821182588,299.95397943231137
742,297.4588374095402,297.8521535776469,298.5803592362581,297.9895371581072,299.0704494702281,300.1378904714409
743,297.44683173993366,297.9802784610402,298.8106751325399,298.06554862483705,299.2571588083222,300.19010948401916
744,297.6092724638034,298.21055802924474,299.0065738594184,298.12557898796416,299.47483505894365,300.0926748144883
745,297.8984145885495,298.629238595991,299.3135101447555,298.4199755180094,299.663126229005,299.8158281329518
746,298.30815688008755,299.024438813997,299.55971590214205,298.7617278035084,299.8955314806019,299.4592211222152
747,298.71872743523915,299.22156639687154,299.789674201487,299.1223561613617,300.0521373114602,299.4197879000163
748,299.0462441527182,299.21098900859454,299.77498353036907,299.43950495565446,300.1169178266022,299.6104908701471
749,299.1848781012391,299.046956108741,299.5904389526558,299.571171397844,300.0820146122456,299.6701650477518
750,299.05255351953247,298.75243041747746,299.0893267977611,299.41578907410553,299.8790310146738,299.22929824583747
751,298.76529545424734,298.4726569140172,298.54054210094864,299.06657057073784,299.7906419204142,298.4662054441416
752,298.62232578959555,298.38530999487335,298.09091472086783,298.83768820041314,299.8784293130537,297.9264436092567
753,298.63763881066717,298.43996942603553,298.0139427082012,298.87423107810395,300.26551430298065,297.6180790142584
754,298.71882602029854,298.493350485127,297.944430793247,298.94837298737013,300.6740094157287,297.66144539286535
755,298.6972252896844,298.58948828296764,297.76234724513967,298.9391991576444,300.8723266299101,297.80707560348634
756,298.78553433857724,298.70974963645995,297.4285773546044,298.9150757900807,300.86555819845427,298.0510486462412
757,298.935670458871,298.93096218581735,297.12982811867715,298.92138827702155,300.7051217269197,298.2894356887084
758,299.2899204965931,299.2538663402249,297.13815734619266,299.15950668276247,300.5581505052612,298.55839039313634
759,299.7505225430734,299.59891135044796,297.4317267168312,299.42464181614355,300.40682725190044,298.9568797704981
760,300.3613338698853,300.08437064617783,297.88379282392873,299.60023702512643,299.91025042224686,299.37037680131397
761,300.51378360410143,300.27235854155026,298.16526125748896,299.33028372861463,299.25765316897883,299.4890862066568
762,300.2897589596398,300.1709243705052,298.1867254878523,298.7347612562108,298.42922904473033,299.24578857555684
763,299.7919027432653,299.7871451018603,298.2594322810158,298.12104446034897,297.967467281649,299.0234456535484
764,299.74247459349544,299.54082711798384,298.52397177286133,297.8316251988201,297.75746173695904,298.9486959780377
765,299.9166697823177,299.56409572421427,298.9109136382393,297.9634958559414,297.6945589491284,299.0666905545209
766,300.314568526665,299.7932490869032,299.3007314777586,298.27042212548093,297.68310705488665,299.17836892227916
767,300.54356569973356,299.88932848961184,299.5533375674995,298.5508752204628,297.49869247127896,299.32686141347955
768,300.65169099149585,299.88252523254147,299.96728706828696,298.77753613599094,297.534669072981,299.45179436088733
769,300.78116375136364,299.7377636106037,300.42642503313647,299.04078600157044,297.8351346775706,299.6534283686712
770,300.87044806074704,299.59478061798967,300.78554958167285,299.3181939413307,298.48704962391764,299.67112851433313
771,301.0347889455548,299.5074299576406,300.9638478605569,299.55710173977224,298.947678849612,299.6159272806892
772,300.9786434811006,299.19035364432875,300.93662467403465,299.8517184487106,299.0412455155363,299.4798398906735
773,300.58055960261396,298.92115175621046,300.70738502579496,300.0451302805474,298.8041814350185,299.4579964843236
774,299.85332592762387,298.3872679350371,300.0309442397729,299.9524637401048,298.4747270210701,299.37159542035494
775,299.1300557383983,298.0933100220296,299.3292647253056,299.65271062561567,298.135525657699,299.2313513003733
776,298.99363230627074,297.8926967272834,298.9705720358556,299.3415124878943,297.8534104965474,299.15570509255826
777,299.19309586518574,298.07611590227015,299.0195553859382,299.1493736342684,297.65399874985627,299.2788717250497
778,299.55941060956985,298.36749620926736,299.25995997067054,298.9918595374517,297.5852615040994,299.5110280407091
779,299.6485525497247,298.62031860444534,299.4168463044476,298.7772807558574,297.6200898362267,299.6891461687609
780,299.71789627467496,298.82611518230743,299.46954574227476,298.5637769111465,297.7214209368446,299.90416466780533
781,299.87800204384513,299.09183320576676,299.69634789520893,298.47209256046955,298.1294480178739,300.17874475705685
782,300.17807285757925,299.41911393991023,299.8829761345346,298.6541888177498,298.58449235726465,300.5426672969631
783,300.5438903038144,299.7213511611124,300.0052572864359,299.0159253967344,299.07862835468626,300.8536113454258
784,300.35597457064586,299.934202477031,299.72090352806475,299.3330979211297,299.42791047569017,301.0491274829032
785,299.72894108286954,299.8665673289068,299.3582215723495,299.4366064624291,299.46095446856197,301.0096197564978
786,298.7303767045637,299.68323589841015,298.9172965251444,299.2691292189666,299.17073678363704,300.5552888080467
787,298.259466783233,299.45888405587027,298.72291354893383,298.9991020570698,298.75542140653044,300.0708689547496
788,298.1198221783756,299.5523731553613,298.5778893404954,298.8413111653774,298.69563769904596,299.838926987157
789,298.31076541379707,299.8269499904143,298.4881962794195,298.8083696790823,298.8642610283118,299.87740131609246
790,298.3377471769364,300.2660745552057,298.30068327684637,298.8570956258714,299.139159158563,299.9048744603399
791,298.26212362566406,300.6669916483864,297.9035179651114,298.9261124458044,299.2557894634662,299.7160411578556
792,298.15988268976434,300.8923594867325,297.6248493178069,299.01810176498844,299.39516221005465,299.57256995505094
793,298.4249610181357,300.91396408316956,297.52951435733445,299.1980490571585,299.5347600962926,299.40228118568683
794,299.0822356603657,301.0314224606959,297.7691768722843,299.3646787976743,299.7605166597616,299.2387656172327
795,299.86542094992916,301.1411901877348,298.1921597163346,299.6992015574524,299.8024045960671,299.1978325127381
796,300.34683575871225,301.0375194928029,298.6588255663236,299.9480735279233,299.6516837823666,299.4494979514633
797,300.30147918882176,300.4614297828657,298.9701172747585,299.9376556477989,299.2831469686967,299.5525862488139
798,299.831615545119,299.6417740646256,298.989837427272,299.5683624132518,298.90411278029455,299.2717913064935
799,299.3858181683177,299.05207550456413,298.836284061616,299.2032279891759,298.73657871489064,298.77697373624346
800,299.07549799587844,298.6784598861571,298.87653898121425,299.06599580878964,298.7442670077736,298.54810574948266
801,299.0685779109294,298.62228107582433,299.1193655408166,299.1385247337551,298.9496200704837,298.57704553115764
802,299.07459155700593,298.648654812477,299.5828394866489,299.42724603144455,299.1022851526406,298.46828530053455
803,298.94533259296867,298.69124479956065,299.9233157066282,299.6403086634207,299.0376635085433,298.2209572361988
804,298.67051002416446,298.7101797265536,300.1936854469837,299.80292328914663,298.9310217450746,298.1012363608757
805,298.57101504791234,298.73966078037506,300.40997856624745,299.8045013138122,299.0908466793366,298.15084849567705
806,298.89858278304905,298.8875158287115,300.62541089676967,299.9391949661922,299.3864799175081,298.33464607447894
807,299.35402092601294,299.06910721563156,300.88201534976304,300.0973612782362,299.8037970070051,298.40817109735207
808,299.66464566939493,299.11899889379276,301.059530057161,300.00961696949366,299.94673917755125,298.4989466635127
809,299.53523174145226,298.82635110248884,301.07237205388054,299.64897396227894,299.9205732324777,298.6517136480933
810,299.03532871169244,298.49225858595,300.7970177294903,298.78153096142313,299.4835371957559,298.7155203367135
811,298.5145383256348,298.27582853591383,300.4682735435504,297.9316595556206,299.08212279169584,298.72443227097773
812,298.20420816645566,298.52427400047475,300.3335119100904,297.2271418553121,298.8946126266797,298.77959414070926
813,298.1227030880557,298.68415844000657,300.4810956681842,296.98904910054836,298.9831413090041,298.94894162363556
814,298.2022774748406,298.784008583994,300.79460767688715,297.1528367750292,299.0744934252243,299.2464544910842
815,298.35216572933126,298.6248837895958,301.0497861356801,297.499471207698,299.1245774297067,299.391763503046
816,298.64205763865635,298.55180880518327,301.15298620144654,297.92489346270025,299.1626640653828,299.5396535234859
817,298.9535936500227,298.70057004281017,300.94442953928,298.2970894149657,299.25666425478414,299.5852783553756
818,299.4589307231889,298.9424558550124,300.57707637248865,298.6310469929809,299.3972212147625,299.78020938235574
819,299.8177161545836,298.9991896148188,300.21344109377577,299.1581542025516,299.3278847685754,299.8287859204955
820,299.8748788365555,299.09033862917414,299.8792395553118,299.6173484472935,299.0316673116092,299.8034551904719
821,299.3644815384816,298.9633945116655,299.27120477907783,299.81787159697404,298.5328875766798,299.4428921123351
822,298.61235860759984,298.7312688861454,298.6671262462756,299.61730564575515,298.00264473436846,298.8670618102871
823,298.0160716618877,298.20483178363065,298.11058469605655,299.44556276484406,297.55619499356135,298.2647496863925
824,297.53100299911284,297.9583491405433,297.8012178545497,299.4013379653195,297.19232752920897,297.9042015500505
825,297.4126079150805,297.99789363253075,297.65442577938376,299.5574941036052,297.0769799661336,297.90321035846796
826,297.3577117033511,298.16967304920706,297.64646962972125,299.71935715147043,297.16739522113306,297.88468705421224
827,297.46520310604257,298.1188757634332,297.7969815520184,299.7884282990108,297.2825059350902,297.8103377041384
828,297.5220925965635,298.0932280285887,297.6847964704762,299.70166666409233,297.4807654057931,297.6430450733854
829,297.8404590831132,298.1568122618252,297.53198086770095,299.628167652239,297.88626574822575,297.77786526473096
830,298.2548056641489,298.440389043649,297.430263846506,299.5433607873134,298.40769141037777,298.05011968398986
831,298.8147621827999,298.7249390800254,297.8869131505629,299.58843772750146,298.8677910216025,298.567092798794
832,299.2236453086084,298.7337890343544,298.3976117595313,299.5426618287858,299.33933674312607,298.7770924516016
833,299.5068468280863,298.4426661320441,298.7195340550739,299.43748654421955,299.599410177784,298.59601404752675
834,299.5884401681064,297.8346988014186,298.61707305377195,299.04307481829875,299.5653816290844,297.95452905539105
835,299.5417937711264,297.22935047528114,298.49527876855456,298.47070713848325,299.2835037052516,297.3408046191612
836,299.47783993835014,296.9411848011809,298.5548640399902,298.0479159077163,299.10714004948846,296.74077622863376
837,299.3668942913759,296.79540619874143,298.63051192350866,297.9489336322885,299.0694920343358,296.2662882068385
838,299.25807463372223,296.82935620274867,298.6250838987998,298.06532462272963,298.90026902809365,295.91940276320247
839,299.1846267524966,296.90520881550236,298.57116812797767,298.01571582742616,298.6293719130922,295.91846817188303
840,299.170983256556,297.38999917993505,298.57877914071923,297.95061794892234,298.4296849317021,296.1718014165056
841,299.4082898174607,298.15029410027955,298.8845551289108,297.95436722452337,298.31243764460413,296.7438399960143
842,299.6309335624039,298.7946128230566,299.3120050418345,298.2137362608169,298.42931999434563,297.32098192280756
843,299.70471855283654,299.2058305117917,299.7915245482812,298.4109344960097,298.4677739169703,297.9353597156928
844,299.67297670380714,299.45790063609553,300.0238491486689,298.39753006978765,298.31308156451723,298.30193300089564
845,299.5430286151244,299.3826094605535,300.0254086245581,298.1217319436426,297.9647308060419,298.4124213955817
846,299.2049729721591,298.97994647424446,299.83079850658464,297.63263636182427,297.5178854103927,298.27765675096754
847,298.8375531832562,298.46847393329074,299.6664072424073,297.4103686096335,297.38450772048424,298.15104803811
848,298.677200992666,298.2559520747598,299.733283711879,297.4128044206558,297.45685438406423,298.1843482698962
849,298.8853859413901,298.2485913252387,299.9911540098255,297.6539487317928,297.62793935351704,298.20133846693415
850,299.0962805586442,298.36229894088353,300.3866739269387,297.83162717122536,297.76715009662655,298.24796023581285
851,299.2084694591137,298.4046127771634,300.6409728960047,297.88681653969525,297.76386252935157,298.28358145394674
852,299.4401308368759,298.48835951849287,300.70818171639354,298.0800279986577,298.02748580987736,298.4403101564908
853,299.74950672613124,298.861768628008,300.58013127005944,298.4141734418145,298.4079485902777,298.859946355951
854,300.05740638497406,299.1876875184212,300.32833986199256,298.83732492455994,298.89162137218824,299.45642688176827
855,300.1385087764567,299.5690810107034,299.9967351878316,299.19620419940816,299.2389381387018,299.9699017340086
856,299.9823618830754,299.74355878312696,299.5920815795357,299.5354917813594,299.50630162857186,300.4801602895381
857,299.4684274184838,299.82601997943925,299.13782213114115,299.66066857334334,299.4807585872458,300.7256643179281
858,298.6847979112827,299.5129961287246,298.60553641535927,299.48396473671386,299.0734862263428,300.82288411604094
859,297.9556885950315,299.09996083139913,298.0081228396776,299.03379216848333,298.6447873649968,300.6844356638526
860,297.5806214515109,298.8824612137569,297.55202365908343,298.69765655382236,298.53636728577135,300.7677904310338
861,297.5122575732793,298.8970738574925,297.2256117845857,298.53028442266964,298.6236673864473,301.1894565664507
862,297.7139458538956,299.0350723021847,296.99866352014004,298.5828950384006,298.74707982487956,301.78196657611437
863,297.9103444399683,299.10023950957924,296.83562975735214,298.51992740417245,298.7267963774591,302.15117081910915
864,298.0673384680521,299.17193562162504,297.03667067587867,298.5004652089722,298.9075425726781,302.176056196942
865,298.28325600229715,299.26116218602465,297.46006937943133,298.5827471236866,299.1689089634252,301.82622500756565
866,298.59914549344813,299.1732549022688,298.01525688333385,298.98782261512844,299.4367055556708,301.4119265248992
867,299.04220061273054,298.9973362284416,298.4155502781263,299.4407150533697,299.5274562598406,301.17546553615705
868,299.43660173200993,298.55272893530497,298.78086027378254,299.8503269699991,299.5190349315341,301.1473275763581
869,299.55911238342765,298.08565737191,298.90896816322544,299.9034536270735,299.36143462003616,300.3660062766105
870,299.48265615734107,297.49664007572017,298.71957785753375,299.6403431237126,299.1463351437494,298.8283259274619
871,299.27526129325355,296.9880417810131,298.4407785730052,299.2340816742014,298.9237393482433,297.4033887902995
872,299.1236933829992,296.5496266434931,298.24221385905474,298.96636323181184,299.0125875639447,296.7098894949856
873,299.11405896971775,296.3501683780408,298.21780123736505,298.97549600494295,299.3409177948601,296.65168677700086
874,299.1389820734773,296.3922068572977,298.206640006967,298.943098099238,299.6738868903459,296.3798403107459
875,299.18356382964066,296.72093935237086,298.2185396153504,298.7292192496368,299.7593593894974,296.2921249162749
876,299.15788410693176,297.17206551656705,298.43834150416296,298.4783009544131,299.5906571259359,296.50713264872326
877,299.22123103836583,297.7990648960502,298.93199367768244,298.45179134995425,299.4525348537317,296.97095211362904
878,299.4083907217414,298.31522006006065,299.3789691682698,298.6545203665227,299.3505791314674,297.53749023687095
879,299.7295057038989,298.88870120668435,299.6617985833787,298.826386390847,299.4336464428208,298.0302008150507
880,300.1910235086648,299.23874265933483,299.6625513667589,299.05778042348953,299.5998333002476,298.44917934627705
881,300.3211750438843,299.3485372450796,299.40417094172335,299.2467272747274,299.70102177091275,298.6706702580266
882,300.12862067715884,298.99758267275547,298.9887070093992,299.38619382102434,299.52130233627696,298.5253087258531
883,299.49867069401085,298.5779103143885,298.6721539731601,299.4369780476878,299.0404659596218,298.12105558735783
884,299.1962494198031,298.2725784329936,298.57565865746307,299.8344561169385,298.8566757979257,297.62832427200647
885,299.0850577903223,298.10208193079416,298.62656847574107,300.37547190438846,298.9066386840787,297.2818333533043
886,299.2429777045506,298.02823413657035,298.7708591109567,301.00049479829346,299.3223461755698,297.1709481729902
887,299.3113085827196,297.9686068223921,298.9072710042576,301.27753875673415,299.49969196254034,297.16240491032977
888,299.3532802370309,298.0572501795359,298.99667181956823,301.44518319278717,299.61845324213124,297.43324897962384
889,299.29995333731,298.39762431814125,299.0862821368258,301.27666940004394,299.8239545332449,297.8958254089278
890,299.31167193881464,298.9273064561426,299.23615874728415,300.99384607290966,300.16357344922386,298.38316451853217
891,299.42638274266494,299.4597804381178,299.4977059495631,300.8972773087523,300.5696319665614,298.8349006570288
892,299.3230522090958,299.7546741049442,299.5228194677827,301.02662662121645,300.59862251274785,299.25762325868317
893,298.9547510794584,299.7465663761575,299.32703305764284,300.73697505852755,300.18974713972074,299.55614448645537
894,298.28202216912683,299.53860137359794,298.755962601918,300.0298346407214,299.3480884230059,299.4878416306913
895,297.7815250790799,299.3035418076147,298.2065599756697,299.0097538514213,298.4423840668173,299.3404130596142
896,297.5870065993217,299.3218807114525,297.9872239466123,298.490813119393,297.81957986343195,299.300615386068
897,297.5843408869145,299.48623727711,297.9524848282769,298.24497187492574,297.587346512255,299.5329087870204
898,297.57571512283295,299.7984500205055,298.19354868907936,298.2518832689737,297.52364255162087,299.7479160293706
899,297.4181789018681,299.9547568774846,298.28244914007723,298.31000585840087,297.46759003297234,299.9589284112567
900,297.51741434804416,300.0707507767548,298.36657368492575,298.01988795117995,297.4824289722115,300.20953784096054
901,297.85225310220824,299.97922993402017,298.44501323919604,297.7237733460104,297.65060014188026,300.4924622689884
