Experiment,piControl,historical,historical,historical,historical,historical
44,299.7692448910985,298.0754805731921,297.33684387256477,299.60146079151787,298.2575131787588,298.4309732249164
45,300.1095580647016,297.9063091432576,297.159971352103,299.49063274305536,298.05381272313394,298.2622899073337
46,300.61815627609684,297.7734492901423,297.11289062782413,299.6965091106093,298.19248160754563,298.05929255451207
47,300.93590085492013,297.7001980339522,296.9678534691363,299.8040413264924,298.3759228649057,297.92105915756247
48,300.89511378521286,297.6213386282948,296.76556506465437,299.7985433608871,298.4659603658711,297.7795496283386
49,300.649353887243,297.8807010045194,296.91702564577304,299.79340065478726,298.489016633213,297.98421731005755
50,300.21865923961906,298.36695706109936,297.3172334063576,299.85564074658583,298.5007746193518,298.5132381991698
51,299.93494269135726,298.9734863852217,297.9105178641246,299.9122820964621,298.5656532070245,299.14216378905456
52,299.66029815678803,299.45343019935734,298.28439931125394,299.60290106590725,298.5344532398558,299.47249373460653
53,299.5025684751152,299.7127820970348,298.5556906045612,299.0981563030102,298.2885241099699,299.4708148880191
54,299.201918120484,299.5728480254777,298.4743089973276,298.03031642619266,297.8507944156821,299.2291177859454
55,298.85523730170945,299.2643467174386,298.2196528521718,297.06196983910536,297.52945196531874,298.96852233431736
56,298.82299921533877,298.9046050770681,298.03644350609966,296.42381205898204,297.36744592292416,298.8013599644999
57,299.11093318688455,298.73320794171684,298.117615317429,296.57572051447676,297.2208762791611,298.7892623828662
58,299.6799285031936,298.66500532450266,298.23111594948773,296.82548011936296,296.88922845220446,298.8615941825506
59,300.0451727161969,298.7517439447104,298.43089088836666,296.8240157175637,296.5248458297071,298.9039097954654
60,300.27313689281823,298.9455073129895,298.5188044354764,296.69160333496615,296.5045090511906,298.96101079139163
61,300.40147300916993,299.3222280143206,298.85585748264253,296.634258174759,296.85361231319445,299.0972636854029
62,300.4963514375265,299.6995542257137,299.26042483685393,296.76769270085623,297.45869236556774,299.33298843822604
63,300.58823861321065,300.0879589247523,299.8240097165702,297.0917328572289,297.99972162429617,299.6084839404939
64,300.3218935769086,300.2712841172104,300.23588842109757,297.51926554239844,298.368987380032,299.7232484068809
65,299.5065449029387,300.13173005626146,300.3368053707813,297.8174261272151,298.4918539783598,299.5335732287385
66,298.42776968645325,299.545334428612,299.98981008495315,297.7627830095567,298.4296898214065,299.1144195824423
67,297.61652812927974,299.0753827166172,299.38627592262156,297.61315387854,298.32053161058633,298.7013667957387
68,297.3551905238353,298.76518860136906,298.996724321615,297.51359954406524,298.3118689062217,298.4308591687552
69,297.37055732789037,298.8098047659142,298.9318086444093,297.4881783474148,298.3506034710804,298.28471860308974
70,297.5182970630406,298.7690595043545,299.14299495671685,297.65369701343144,298.4434932635836,298.2966761273348
71,297.53000198883655,298.67948933801125,299.3221767684315,297.91064653334655,298.60088883089765,298.2626876541903
72,297.64618214852817,298.52896848159685,299.4580413253488,298.2113372957436,298.9533468420739,298.2835854753723
73,298.01260368436243,298.60416178002544,299.70494037837335,298.69100464466914,299.3620179672234,298.40480893935415
74,298.78822652748727,298.7453149986784,300.0193227626235,299.1235773283865,299.7579804009909,298.8071533874579
75,299.3624329831016,298.929711491594,300.3556889974704,299.58636290908595,299.95386265553856,299.33177042471635
76,299.45356692931915,298.92905193630634,300.44617280826395,299.9183180033871,299.9752746749848,299.80515213949644
77,299.0743206020567,298.83680670954806,300.1754537106862,300.10576527896814,299.7034476791477,299.98644599848944
78,298.48706531437983,298.61693306728716,299.5132887063634,300.07800446493655,299.1191648807856,299.87835936058485
79,298.0290442524277,298.3183422079965,298.8093993196846,299.9587850084694,298.5304993490441,299.66745854177543
80,297.7695641835555,298.0975161285149,298.2910110969788,299.9215450170629,298.11414875795754,299.60826770120696
81,297.7309357442455,297.9521206339578,298.15284891602533,300.03476865985834,297.97913267102007,299.6805221942896
82,297.86703258259496,297.9389020989777,298.20426780350914,300.30733183526667,298.01640268827504,299.85094612438473
83,297.94372262465686,297.8635945401696,298.18661537347424,300.55259382890375,298.0731576650045,299.9120809302306
84,298.0931938906793,297.9453014694504,298.3069754182195,300.80109632078444,298.3171754206622,299.9687592800819
85,298.43934354032007,298.32736397875186,298.5044076451632,300.8238544851086,298.7771436987357,299.91037178956856
86,298.96366993095353,298.84446246103494,298.832040337425,300.64609658730825,299.42806759945324,299.91267954577046
87,299.57536171277906,299.3702080858552,299.04269873865627,300.38459677183056,299.83657959777,299.9258959646591
88,299.9262302244003,299.78249530285274,299.2833523040385,299.83586776777764,299.99378634255066,299.7994155973715
89,299.90620680073357,300.1115082330609,299.3591037183874,299.11362449426946,299.72157676363435,299.3695822838833
90,299.3689935302242,300.1459035480819,299.1492744796074,298.0460807588934,299.266830668526,298.78960753473547
91,298.70957495522197,299.9786848154992,298.7740190697565,297.19977772999226,298.70978836856943,298.2249834146882
92,298.3867414989227,299.9166559372773,298.57758969994546,296.6691641177722,298.31079299319936,297.99512174151823
93,298.3532755720999,300.1311867771155,298.53135478533113,296.53861492735587,298.0114624409227,298.0544175732935
94,298.3848836957668,300.5025601700194,298.5230017724914,296.65517302876304,297.9627489615726,298.2255189975785
95,298.22098331834474,300.778483397398,298.31894785314694,296.8310513409264,298.0501577454122,298.14103987315156
96,298.08802190151005,300.89684716557343,298.20305984469746,297.2659057681688,298.3332637656947,298.17713306507744
97,298.22045480882304,301.00727825939816,298.41754562410955,297.79663083977067,298.7032577459142,298.2642533319874
98,298.6194449722071,301.1029490419922,298.9728359629982,298.3753226375184,299.2164571829125,298.42827204191144
99,299.1127340199982,301.133101622773,299.58393269235074,298.8267567282789,299.58728046526255,298.33895584845703
100,299.52138608300834,300.87228769545595,299.865835209415,299.12086571250626,299.8627793741449,298.3558270163125
101,299.61459510695926,300.3115317442341,299.8190066867913,299.26331879650144,299.7593660135167,298.4180179759841
102,299.41003171502274,299.5053167048286,299.46278270467985,299.0117273833355,299.54457743382784,298.2809489143231
103,299.05145696836973,298.98746019142965,299.14902994095996,298.7337139354983,299.3641874041911,297.9911785330778
104,298.79783126141916,298.70288434301597,298.97893973125355,298.59695965259016,299.45539666424065,297.7873113864004
105,298.7613596969495,298.74325098976175,299.0675395809653,298.66833972624937,299.6952276929524,297.7713277868231
106,298.8895457609324,298.66970754061265,299.2889406645404,298.78940563559985,299.9566240708682,297.864262905462
107,298.9517912267041,298.5806042272029,299.43484653260333,298.8643146208516,300.0419629656365,297.92544757245884
108,299.00551012729676,298.54612515288517,299.54719222146537,299.0316344386547,300.1903711074593,298.0166741034055
109,299.2518513019672,298.7008757453751,299.9998771447359,299.221932137932,300.4058476990774,298.33967758774617
110,299.71894303201447,299.0072129985715,300.4829366940942,299.42104898511604,300.6440311437914,298.9171749053796
111,300.20870672116183,299.1526198135578,300.983966254493,299.6280218053412,300.86491422928003,299.5524370556376
112,300.2833914133607,298.76952391935373,300.8262677130764,299.64191169548695,300.771035816732,300.077529434556
113,299.8705486359852,298.12830124333556,300.3229537463989,299.4790698084134,300.5924304860914,300.2521025132353
114,299.02052532494577,297.27541573374407,299.367759204614,298.93321459521616,300.08660886840295,300.1706222595439
115,298.32540928142936,296.79053536799086,298.57053835370925,298.55519272649843,299.5628797631155,299.9854774546938
116,297.9432726109613,296.6681710169765,297.8767273817154,298.3352197697831,299.1984964443029,299.9882763850046
117,298.0885238704572,296.77196304425865,297.5245462475787,298.4470999930643,299.0776554643012,300.1583215973681
118,298.3959498248893,296.85949909827696,297.362455358837,298.5670046591744,299.16848240383916,300.39660322787165
119,298.62154596599225,296.690002815411,297.46175960296455,298.6979962335593,299.13396575924344,300.46420039103674
120,298.6985279581119,296.6457888986368,297.5377093879719,298.852849405047,299.19876662594334,300.5156815259824
121,298.8032648425796,296.88177658456215,297.76911445874606,299.2016047565257,299.4340610900793,300.4407137043983
122,299.15386923697037,297.42713674594967,298.22735382958365,299.6895215337695,299.7760465298068,300.34805216124505
123,299.57087901976473,297.9992547102033,298.6027092605775,300.175096156765,300.0147892383569,300.1601658959358
124,299.9318831036853,298.4684833306607,298.737319372038,300.50903533784845,300.0170652229267,299.90343523563286
125,299.94407118823574,298.6810800514126,298.5361157128073,300.5162160921602,299.7830548276649,299.6019307354581
126,299.57255264391523,298.6542284293626,298.3761344560121,300.15951889256627,299.29320259049297,298.9083767539621
127,299.20404764874087,298.530687591447,298.14330468902443,299.6657659974385,298.8007395750053,298.2517430511546
128,298.9161633796948,298.4323819056248,297.7763767251334,299.3820214775622,298.483011629323,297.84272560198536
129,298.9041252344193,298.4965153883479,297.45724065753757,299.3577336651458,298.35561738259884,297.89039891608337
130,298.88289586377715,298.5605495283615,297.3220624399427,299.59303939900485,298.3050008478137,297.88678220061894
131,298.9133580553478,298.56080619996993,297.35493422567725,299.7106494115743,298.32279655666713,297.65845450293995
132,298.9205076855837,298.46935163221184,297.578155405168,299.7115835005838,298.4195500193506,297.51093831740235
133,299.06500664834385,298.61176086195275,297.9910626650623,299.7148736973482,298.8279108817993,297.6104885929913
134,299.11325859960704,298.99342246937243,298.5566001216841,299.8798737989884,299.3502213230515,298.10713205454635
135,299.0506213532603,299.4088861184768,299.1596869699536,300.07767402020437,299.86110766204814,298.539725546302
136,298.74285706619713,299.59003223058176,299.67787800096124,300.06360995387155,300.20001069935205,298.9094688370026
137,298.5229026769901,299.5531886362136,299.88556144248673,299.68277152357547,300.23966961045704,298.92369199032754
138,298.2470384984336,299.30708183204825,299.6957274237813,298.99426723632615,299.937906385801,298.7576926357246
139,297.90885265875755,298.9878841184141,299.3775258940395,298.26154330183175,299.479426220348,298.55498386024107
140,297.6350189091215,298.78764683485315,299.21624725421265,297.61614266069637,299.13180100996306,298.50949192452487
141,297.6121669349661,298.7588747307113,299.2942728021175,297.37636195454974,299.0988935090964,298.609474282543
142,297.7248363588213,298.9001834787131,299.5079640465348,297.3604939697133,299.321704145135,298.69134528440424
143,297.6499060241063,298.8804443215094,299.7536928239238,297.41647815355117,299.5821206887556,298.6079246890881
144,297.6274534960135,298.9042192873707,300.0526100398519,297.3872157977141,299.8150714401889,298.5406441500313
145,297.8796153476622,299.07243857391904,300.38639100224106,297.5256182385288,300.1487104478244,298.7404400180995
146,298.38422396552716,299.29985094624,300.877063603781,297.9202470447608,300.5021242858904,299.07988819457074
147,298.8391338242856,299.6038026529353,301.2783602736956,298.52369770299686,300.56468424449054,299.4452432327313
148,299.0845413086559,299.7130408882211,301.5288700556969,298.7672860842131,300.02809432819595,299.66617216784454
149,299.1323098702073,299.75226607605805,301.37907914106466,298.6015502129828,299.26815081785276,299.71512530563547
150,298.9683920013763,299.5044902095631,300.74937707163366,297.9368564336571,298.462455269243,299.52302236420496
151,298.7035994933956,299.1770941568413,300.0667886057441,297.37275417588233,297.9314616953247,299.1378594453854
152,298.4295403703964,299.0566976719353,299.7770004649202,296.9499528075301,297.43879159964825,298.9371638903582
153,298.22110639848216,299.096223627033,299.99913439188606,296.74884288338103,297.1930000222465,298.9701589681318
154,298.1363251389115,299.2515377465418,300.47313878215164,296.8043674210545,297.19074859959915,299.21233350951564
155,298.083923940812,299.2471414559675,300.734329533138,297.0411754906472,297.26514824883515,299.2844591833182
156,298.22706134611735,299.3899881359081,300.86102030828164,297.51908002933556,297.4644207723075,299.3474652570256
157,298.516175757221,299.78147249415275,300.90146951075,298.05954181262143,297.78576989425636,299.50330422255644
158,299.08002056090044,300.3046236024577,300.8271250825612,298.71287955887163,298.21909435649326,299.656939305819
159,299.5377224514804,300.69765574171265,300.59897924881733,299.3172673523696,298.63915005430744,299.7463123162811
160,299.6621459940272,300.7750046957151,299.9579195221965,299.83911463722745,298.86560977240214,299.48887818092356
161,299.32670375934487,300.5949479407379,299.1045995796306,300.0167617421369,298.8582264806451,299.161916552371
162,298.7217931166285,300.0874310899798,298.11957755201723,299.75621295061063,298.5971775576099,298.65833614459376
163,298.3399907628791,299.6391340953,297.55568497147425,299.4543988379461,298.3574437379725,298.18269521660164
164,298.22316773579365,299.5303456907017,297.4084234811093,299.1380762843483,298.2582269044406,297.8210888344284
165,298.26792862210846,299.8505735485026,297.61298539710964,299.07631762386933,298.2947409855014,297.7738666400256
166,298.33847405798065,300.33717046944395,297.81687834323833,298.99721943774506,298.37704052182386,297.8526907651207
167,298.23665153660085,300.62890310020947,297.8837289873638,298.9871776186303,298.45922175424585,298.0554477140366
168,298.19610356190543,300.79572153854156,297.9186086626036,299.03445659134854,298.65266601071227,298.23378845631504
169,298.2808627887694,300.9307207960841,298.0738244751016,299.13039080624964,298.9130732336966,298.5009120719355
170,298.6915262543943,301.023635489553,298.4543035184211,299.31588150225025,299.2516720957212,298.66143224779785
171,299.2340910778524,300.888926881052,298.9334128444385,299.48555569171486,299.6670542764892,298.8932761586678
172,299.75730055736375,300.22111954249516,299.29853789047075,299.552478044167,300.0366357669628,299.1215778130784
173,299.88265938340174,299.3142521627006,299.2311055201265,299.2128477841133,300.1432208643129,299.27293174071883
174,299.50830110621524,298.23093975968317,298.9223962450563,298.55705423520834,299.86302845198327,299.09460644824065
175,298.88972938072675,297.36381390188586,298.5878810841629,297.8023855989245,299.52501722437444,298.9008700739506
176,298.4048128677467,296.7575216937475,298.57135782359313,297.3891763257919,299.3105001703355,298.83954404598484
177,298.2560556974879,296.60418833373126,298.6250537093988,297.36343737170034,299.2411927707179,299.03391857064236
178,298.24142567867733,296.85105870428714,298.67603016810597,297.59102323680327,299.18992123109877,299.450733519812
179,298.2724198601054,296.98725905070563,298.7035740544538,297.78635530033307,299.0995895796239,299.90636137519056
180,298.3973987723147,297.1153244908314,298.9104654645283,298.0122406623738,298.9569479025224,300.2667967115173
181,298.62743708802805,297.4107727617148,299.32062736253823,298.3457237794542,299.0303856606832,300.58699260324903
182,298.996412312833,298.0910820120858,299.8103059930348,298.8978480682959,299.52236899508466,300.8684036947324
183,299.3731836731843,298.73390881470124,300.2121218457648,299.38394586984253,300.0858375429802,301.0263308605609
184,299.7259552662817,299.1236172008091,300.5623424301851,299.7413889009816,300.3604258779969,300.6734331966324
185,299.85861502934955,299.18384218273286,300.6524821188004,299.7801768097481,300.0837336688281,299.93711490832453
186,299.6939448511942,299.06314154687374,300.47707543951725,299.55271644256146,299.6505527627838,298.8159634428002
187,299.32443330545516,298.97162783472515,300.22434830730714,299.23321728032766,299.2233336354448,297.96542683706303
188,299.0403663877017,298.876811735732,300.14552939202065,299.08637888100657,299.05598992676886,297.5321341010668
189,298.9811824509389,298.76663448938797,300.2991875605239,299.0539259428275,299.0596996278537,297.3428784017573
190,299.1384869378797,298.6368008569157,300.57868601196583,299.1302002645073,299.23830757688376,297.12429734379697
191,299.2579258287387,298.5169226078818,300.7937408168679,299.0890067951784,299.35631164112647,296.7201870010053
192,299.3543784632704,298.6938600446286,301.0195645682893,299.1843713344533,299.4486559336488,296.82608896569013
193,299.5057426333548,298.9395777153299,301.26550466246573,299.56570909827525,299.59374496896953,297.2747761702319
194,299.7496586609279,299.2295621473992,301.35037584818366,300.06141708534807,299.63025493921117,297.7760032205142
195,299.8871774197084,299.4170382644526,301.23704204665415,300.4500199848135,299.5982596101744,298.08092035059536
196,299.7330029776183,299.4284314370794,300.592193950349,300.61586588356045,299.41008884778734,298.32736724892396
197,299.25806848878693,299.270278105905,299.53172122000177,300.40810787543563,299.1423590297015,298.54760123175384
198,298.6220774372526,298.696287057574,298.330577749902,299.96547309598077,298.7428902891745,298.3383741943511
199,298.12325288158326,298.05094233281216,297.5618106150047,299.47564315806034,298.4755420171284,297.9112186456163
200,297.8883272610822,297.4440782502509,297.2720688265965,299.02699262892594,298.42487002519323,297.4813609820382
201,297.99504335852515,297.16167119821614,297.10735972768157,298.8311373730481,298.55403823673413,297.4552122515106
202,298.16545814043144,297.2201424937068,297.0217892641267,298.72817859653924,298.6568880086532,297.66590015618607
203,298.14581343028203,297.30490676037283,296.9384559983949,298.7621456935645,298.6853561592581,297.89203250385725
204,297.9534862442121,297.47049479964494,297.1388955168805,298.8409370390329,298.8877227367804,298.0637108903415
205,297.810647177786,297.8117141508098,297.4711102272283,298.99469109771144,299.29035444784563,298.3516802550491
206,297.9603467608096,298.35201318163877,297.8318693572883,299.2851875504044,299.90558828062103,298.8360434389653
207,298.2759149500526,298.99927640883476,298.14025886220026,299.50897766197977,300.38734293008946,299.57444315416177
208,298.6714878088561,299.5334895175807,298.3304401343243,299.534703883588,300.68732761846917,300.2639226917245
209,298.805595496649,299.82447630846644,298.3528898415013,299.33623301602915,300.6104115580733,300.53538733651334
210,298.5543637156848,299.62583257859706,298.11189159118766,298.8819803298555,300.1311768673869,300.2404994951879
211,297.9545260979316,299.0832868941543,297.69022362430013,298.3861276225229,299.6060558493388,299.7494988865146
212,297.4204401592342,298.74287623247693,297.33525641796746,297.951004293689,299.3814976485444,299.335111952829
213,297.2042963844314,298.6723564059914,297.1719245122461,297.73961596949124,299.59909673650935,299.0978185365827
214,297.3975242592099,298.821825039403,297.3058142227536,297.71621992731343,299.9540487063294,299.00611380458855
215,297.60282884771004,298.8428302436761,297.62763723418084,297.7062034171366,300.298907346369,299.0470916903109
216,297.74134600578776,298.9494496430355,297.9651976188682,297.7453304137539,300.5752857319703,299.1003446744041
217,298.0050414351015,299.1839437295472,298.5562108352094,298.04124268468166,300.66646021392677,299.4061114077562
218,298.52121918777107,299.5985040236514,299.22241708131565,298.57063763451515,300.51288458770995,299.96935982525736
219,299.19811075886383,299.953929595469,299.9321174976215,299.18887171323587,300.41430423992,300.5537109934853
220,299.6785714482183,300.07682184653504,300.3929911080002,299.6460099167163,300.0885618864181,300.5434449838313
221,299.8124331694399,299.85411175724124,300.76064009174746,299.8607557396627,299.48008162689484,300.04671403289996
222,299.57632836421107,299.2136767695981,300.74302916154215,299.793118407657,298.40815084652894,299.19159383730056
223,299.31318871736175,298.65115751065883,300.5604699623705,299.50949914629797,297.544114732184,298.63653206079204
224,299.2494182960225,298.2385239323999,300.3738571295737,299.41032473225835,297.0764068747191,298.3034746808973
225,299.4132495714477,298.2268281948846,300.5215941870891,299.54792215834794,296.9481530512841,298.2464317342819
226,299.52823604125587,298.41177560343976,300.8503889158663,299.875549099852,296.914394060699,298.1845287586025
227,299.529818402088,298.64271405442145,301.1836216170019,300.1687718321725,296.786948042403,298.12094669881077
228,299.5727529468651,298.9193754726971,301.3062756775539,300.37176853034737,296.9589549505096,298.108617551851
229,299.81547496360804,299.1191280348283,301.2439350830416,300.5865928397206,297.44355645106907,298.46968153609834
230,300.1190162898119,299.35716750652017,300.9600615775491,300.76829106786795,298.00790005186246,298.9767223233801
231,300.4099756957507,299.6694845872894,300.69987889136655,300.5910278614138,298.435475325602,299.68344945398286
232,300.46020656805564,299.83344260922695,300.04949306192964,300.0839522136477,298.7494664659537,299.9797749641744
233,300.17791788076386,299.770061327228,299.3341573987782,299.3983376162483,298.93694749930904,299.787475962777
234,299.57374124446204,299.4157053610193,298.4255581355331,298.52696789251286,298.7382885799339,298.97603105027525
235,299.229280700408,299.1942033528713,297.8906758648259,297.6849654269661,298.3756693719583,297.9719638753951
236,299.2396493401842,299.2175832877704,297.56472093808884,296.86673896501213,298.09457972788005,297.15619536145556
237,299.5644622337577,299.4017333474406,297.5289382977147,296.47139891194655,298.1421650145104,296.77265651811456
238,299.7754535013693,299.5995937796787,297.73478360071846,296.5704669429795,298.2704939634745,296.7252456308671
239,299.8717844943083,299.62405128351924,298.0949834996705,296.84011777591064,298.32807523854785,296.7958928901685
240,299.96166468421814,299.7229436308347,298.4263766040536,297.1547625175928,298.39911038963845,296.88682584837983
241,300.1405111405494,299.9085420549063,298.8222683388926,297.531119661041,298.7175139303386,297.2686090262873
242,300.3308128360583,300.2693854748442,299.1764497999233,298.14333369615076,299.16790944020846,297.8855792998573
243,300.33006663079,300.4511164341704,299.4892755719636,299.0272134950537,299.5818450412478,298.526410124306
244,299.8753264880228,300.50899521216166,299.4866598494721,299.5287288102579,299.9617846522921,298.99276892033555
245,298.92181322773894,300.316625392169,299.1073297683904,299.50772851699594,300.2072078169419,299.020153341303
246,297.7920550465969,299.92051145701004,298.43174977387883,298.9768574139312,300.0937904893087,298.7546142910492
247,297.06546976740464,299.41933081983103,297.65456786195335,298.46769145720754,299.7811494467917,298.3843642728961
248,296.9505119811111,298.9313718015591,296.8660632098915,298.1458095261754,299.5563660551459,298.0923716141693
249,297.0536030045092,298.4864406476234,296.307384012808,297.9550233044094,299.53052137267355,297.95078960623005
250,297.15211107388626,298.1245551808643,296.17300080085306,297.8489196458274,299.6200338521165,297.84688943142964
251,297.2366172908277,297.86029950356476,296.4237626954635,297.7055980344658,299.69572496618315,297.7860274344113
252,297.5009175857651,297.68283666106123,296.8436910513106,297.75557312754603,299.79401620817,297.76758930580337
253,297.9050915465196,297.7551251065477,297.38891095625485,298.1675560290383,300.0017815924918,298.05353122985827
254,298.3421986971794,298.06870262722606,298.0455480675571,298.71076155607415,300.20609472381244,298.4644468896394
255,298.7034035828578,298.40430878191813,298.62335056252,299.2901033088253,300.1820720941851,299.0747308012945
256,298.8980762864124,298.4559535724804,299.1063132476152,299.64171805038296,299.67388177083984,299.6006762110258
257,298.82800315063037,298.15553533993756,299.181245591813,299.771783604187,298.98746210278006,299.92319951936526
258,298.4752307876269,297.76544148818584,299.021571048903,299.5633417317597,298.37141681268207,299.9254879083854
259,298.1152346904139,297.54389434499996,298.65744825834287,299.219883141131,298.0497240155675,299.6962733306434
260,297.83750724860465,297.39716046814124,298.279679625524,298.97997432815544,297.8866978396925,299.5686114885527
261,297.66503900334345,297.50241036999637,298.12325301437005,298.8772418086621,297.87566581571883,299.53065842786833
262,297.6927934440087,297.6637256058714,298.162195159977,298.90427303201903,297.8766168870856,299.69901572329576
263,297.81098388241736,298.0026972332093,298.2811486960494,298.9161328361875,297.81290706905276,299.952322665936
264,298.2324289675471,298.3524824617075,298.3412414849874,298.96882574705086,297.957058390324,300.17476039042504
265,298.7161245958469,298.9207618596586,298.6206283252041,299.120026819251,298.2483779159147,300.364248618014
266,299.34862312293075,299.60078156576856,299.1717304072631,299.485944980174,298.41171670691915,300.4892806253581
267,299.8220954421524,300.2563704247875,299.85278542291235,299.9526976411831,298.4682619125813,300.5273554435578
268,300.0844222351829,300.7183391544108,300.1428638818781,300.27675402186827,298.3972075359471,300.34636663413
269,300.0213067906254,300.7315869881946,300.0384308405715,300.1791726418249,298.3884205431441,299.8878683044166
270,299.61244240180787,300.4752784586376,299.5372139992268,299.7923501007145,298.02870731000974,299.2618242178545
271,299.073985131577,300.11358705350585,299.0489624556478,299.4364747888399,297.7650334235604,298.74013067423607
272,298.741065156827,300.054112150357,298.59898562064365,299.33320556112943,297.8033077612381,298.4361279550879
273,298.51915585663215,300.2344782951345,298.3529846740283,299.4237089577341,298.06100190404385,298.50112449157194
274,298.440811885895,300.6448034216672,298.2794604023856,299.54905344196567,298.3261579783887,298.5765405303113
275,298.01735694646686,301.0011888917559,298.27854205271547,299.7127192419378,298.4292899494612,298.5697610836653
276,297.5963308474681,301.1962086149471,298.18835717057726,299.9082499393473,298.56047277210763,298.5778992566134
277,297.5478250576384,301.1092128357219,298.17012695676914,300.2431153992687,298.8449640420541,298.7492454677986
278,297.93923911250266,300.7872936650039,298.26030921004576,300.4758474526336,299.2780491228186,299.0982218899257
279,298.5706471075949,300.5057661654439,298.6921067949396,300.60978013133786,299.6204149342536,299.3697998907034
280,298.88852384607964,300.062136881627,299.18742088411426,300.3356763277358,299.81493285711366,299.4881231080254
