Experiment,piControl,piControl,piControl,piControl,piControl,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical
9,300.1023947590132,298.98969486994537,,,,,298.95118895794826,301.0858142210623,298.2801146954911,299.334329681762,299.30546623373573,299.1409542042726,301.2778607446257,301.4095242977376,302.09628568252964,300.06494250116447,298.5431774504811,299.75064592152967,299.4781302669014,298.766434727193,302.5369104990991,299.6164838796555,299.0051725393409,300.2333097302815,297.68627317321466,300.28748402804945,300.25815001135084,297.6697308227092
10,300.57815519663797,299.6061571561367,,,,,299.42265922585716,301.6647011602799,298.91863521151276,299.84908214535534,299.99254402004357,299.4826599910512,301.4790573963135,302.023825648093,302.4585579299118,300.61021444407135,299.17009360866126,300.16991338254803,300.13148376395645,299.4462122700565,302.72629420092,300.12496069776404,299.6531465760242,300.77368127578893,298.4648867443716,300.9179097938927,300.8744985120799,298.0856044120301
11,300.8548552871644,299.9087481049531,,,,,299.39006764453285,302.1339934340712,299.4353817820076,300.19923685248585,300.4907360002736,299.6297864936153,301.380766066409,302.3586319923484,302.59657387209853,301.0247778727443,299.63827630920485,300.6283291899852,300.56925191238025,299.79142644320785,302.602835518522,300.4824975090273,300.22088716661966,301.1027205596946,299.00128495238886,301.3200698805503,301.3544795673983,298.16218008686616
12,301.0706342682791,299.8239565818035,,,,,299.0189142226032,302.34963802234626,299.6007743194943,300.2060861245884,300.6259661493211,299.4476167830837,301.00020041327804,302.4464562778424,302.5890474811242,301.3100092802311,299.8605499668634,300.9498429011059,300.67147650144085,299.7959337060861,302.4575426782081,300.74318232471404,300.5100294759121,301.19310107711857,299.2991033057904,301.5714502154437,301.62180199724725,297.97654213945435
13,301.3560108612182,299.6630603159719,,,,,298.5644540256621,302.4363127945635,299.66152749782935,300.10982085506436,300.65893597380415,299.23756786034807,300.49470934440234,302.3630356198234,302.36696912579004,301.5792051981799,300.0815858160598,301.2422949182901,300.6968371146754,299.7950729944923,302.252875824246,300.8439124661514,300.7313764441346,301.26673117810066,299.59977016934164,301.64872379762454,301.6811114826956,297.90797798669274
14,301.56670045281425,299.70559491284627,,,,,298.50997669207015,302.50024640027533,299.7270728345557,300.00582299598767,300.6587366760139,299.3111630065286,300.15166074796184,302.39811449218496,302.1364890057998,301.74724024525284,300.32633616309306,301.4738107250987,300.873060731214,299.8604320008351,302.18393089695815,301.01088919581645,301.00907716214607,301.34627287269615,299.8205624488623,301.76524648814956,301.6226387879689,298.1470351144695
15,301.7756750268158,299.9771373271903,,,,,298.7557500838333,302.52073064574444,299.9792707496522,300.08909083858606,300.7847328532563,299.6294770759359,299.94445997633164,302.33940286338776,301.66079774435656,301.91103924152554,300.65359034000227,301.7250625918342,301.1859041809657,300.1475507697494,302.1402086165694,301.2487611270007,301.36366797184826,301.63315450903787,300.0568314210273,301.84951599265094,301.5923138133718,298.4250109770019
16,301.96402698213154,300.2442927349321,,,,,299.0285646560499,302.41662912860374,300.1917779849338,299.8856297844746,300.80988905579676,299.8869180671351,299.68358493682695,302.07728289046884,300.85711335848197,301.9118811747863,300.9264807646619,301.9389215973258,301.4322902433225,300.41378895681015,301.9198762011278,301.49086615450375,301.67814194191243,301.80455641634563,300.2051259432119,301.6879185610658,301.4650979208812,298.4331329865841
17,302.00428749264375,300.31905100728875,,,,,298.9985164533263,301.9866652252778,300.17577481766153,299.2395134403296,300.59421823407007,299.6125126580552,299.1464260147255,301.278406436692,299.6263075718984,301.4972234132804,300.8509762826114,301.9362085504628,301.2668966172841,300.4941893951386,301.02656294868495,301.45082163521306,301.5907466667333,301.69180893036514,300.15576430903917,301.16942513207795,301.0443324161361,298.0906441937357
18,301.6601024421668,300.05637691707403,,,,,298.70856638134575,301.18832744646585,299.84946353805543,298.318834549986,300.0616085147927,299.1198775267973,298.4645929573094,300.065372909343,298.3008841972952,300.8172568607842,300.4803962436915,301.6790169603306,300.7052799583089,300.19039932170773,299.7247089449056,300.9753873827343,301.14703410171086,301.17274706613085,299.8875278290747,300.23904562924616,300.2920947989538,297.67984885216384
19,301.3029164633027,299.753300854664,,,,,298.4809168299194,300.31319608609687,299.4890368546568,297.75903045534005,299.6060659441326,298.846999147969,298.02726754387464,298.95864881241624,297.5671425364093,300.1857031418999,300.14528232735876,301.5044338013392,300.07585683685403,299.7583346951814,298.6712565554278,300.4109773999417,300.70126424934057,300.755858495304,299.6649165831155,299.3038895782361,299.6766304771609,297.41811147792515
20,301.21911470763,299.68470166100354,,,,,298.6324310107083,299.91220078354166,299.351900901369,297.82975718678165,299.518324110759,299.07489859625724,298.09239727250343,298.6513751013287,297.55272841157165,300.17829111773625,300.2036323206011,301.63968762306365,299.93105103610606,299.5795256974204,298.4463552088434,300.1287228246402,300.70733585379963,300.8383036985253,299.86228166104274,298.81936577529285,299.5791978080608,297.5255361922675
21,301.58377755065436,300.03358495120597,,,,,299.1553556204862,299.96730619410397,299.6726675956863,298.3149953226759,299.9208545486056,299.64588284544675,298.5853816128404,298.96879683278155,298.0819360774779,300.5662164662238,300.7614967795234,302.0917185924909,300.4269729752869,299.943735322689,298.7966388614146,300.46570061568826,301.16893160727864,301.43790513375376,300.41935474980147,298.8517566568496,299.9561807017374,297.97172558326855
22,302.0266018626728,300.4974443356491,,,,,299.7860033573825,300.23867392219404,300.1842063186463,298.9443164281685,300.5861223052327,300.13260935845585,299.13338782843647,299.4008299803733,298.53614894883077,301.23172493994184,301.4824982840649,302.33697956120835,301.2053556844005,300.4486242034756,298.984196153679,301.01155001483727,301.82689257100463,301.9983395718472,301.0540219566004,299.35390202972457,300.4602883032377,298.6084375512811
23,302.3201532018531,300.7394130761514,,,,,300.2458730680615,300.1043170454097,300.7055952222896,299.5106984787731,301.17873442187806,300.42113647783543,299.443298299536,299.41197754828187,298.4913200344983,301.7398617038076,301.9730315692554,302.4453822430673,301.78215494755324,300.77126205412657,298.90602639252205,301.52212134477844,302.19883554376014,302.3035259408232,301.5786798666442,299.6881462479661,300.78604739306155,299.17846989624985
24,302.4260161936952,300.6934058386325,,,,,300.3822598258656,299.81627925020115,300.9585888179567,299.88311808859163,301.4509230535409,300.49602227946895,299.55345691169174,299.1959833670045,298.09617693543026,301.9807824597933,302.1608815251753,302.28160035167485,301.97727257053475,300.87821444179434,298.55037201344527,301.7332769654545,302.3366133757639,302.2461691951189,301.80189626270277,299.6443945495619,300.8611854923161,299.54158638875674
25,302.50728375630274,300.64802982850523,,,,,300.3847758856486,299.66189517843594,301.0822116382861,300.20408315448304,301.6553214818087,300.4317426414143,299.57571410587815,299.04389641329595,297.8022522807369,301.9282861504684,302.1414176886705,302.25793963818006,302.01762113966447,300.9620308449235,298.3336926750867,301.8820453161664,302.27946949056445,302.0898479632097,301.81687831678113,299.43806501226453,300.78959730341296,299.83869697914014
26,302.54391704006247,300.71784978755704,,,,,300.5267006149834,299.5995261726539,301.1871550831053,300.5978494453812,301.8715837907908,300.45663935516603,299.76307684367424,298.99373822792035,298.13890058202446,301.958827912008,302.20759174127966,302.20407220286603,302.00263638485245,301.1300884301894,298.351521042968,302.00859144759784,302.2327688606604,301.99384068046334,301.76456453313705,299.3792604242996,300.7001953706426,300.0725353342929
27,302.638789626033,300.8489943122988,,,,,300.8246754836902,299.57739684790954,301.4403311378178,301.1035241711074,302.25320071901314,300.5183964165895,299.9903815182204,299.01723406455756,298.53538945675473,302.0213227353301,302.21754405652814,302.34670578945247,302.0582539850604,301.3138855093379,298.6047268826495,302.1869462689496,302.252604889186,301.9992868144504,301.79684506678035,299.68135152001275,300.78887906199435,300.2630739255955
28,302.522710894933,300.6980029670776,,,,,301.2139566504299,299.335911547151,301.66083181198366,301.5925738179891,302.4158804026097,300.47608187656834,300.0556787525258,298.84029450047433,298.5257384165008,302.1797608859407,302.10842907828675,302.26795384025974,301.92405261659013,301.5408219627149,298.61235227677,302.2810931711053,302.2121524179593,301.67121685398024,301.9063632290511,299.7407089233884,300.9049091109105,300.2756886387079
29,302.17102489013115,300.1977460940784,,,,,301.3662336290856,298.9814931082228,301.5139828353174,301.69113297207656,302.2738919049875,300.05280967124827,299.8432905513733,298.4304138263521,297.94966292361886,301.903507754007,301.5263708514181,301.7947525804442,301.22199005205135,301.63041236279764,298.19687622873886,302.10597873278266,301.65290043800195,300.74580150184534,301.50944238157393,299.3120137642941,300.8859772157542,299.90863929911717
30,301.395884684843,299.5600078973735,,,,,301.20039860182993,298.42519595778464,301.0787780720214,301.4971979836737,301.6820342083379,299.3871468611539,299.38898105464955,297.8230675948865,297.3564647128522,301.36523152711766,300.68692569484324,300.72040628562377,300.05526066564295,301.4764824872962,297.64829411034134,301.5084172056199,300.8702576463347,299.5215213691544,300.60829033378565,298.60099026908813,300.5339251328267,299.2905063588176
31,300.65561858596556,299.16792446946675,,,,,300.95506544931305,297.9895245947079,300.7105979100049,301.3404712156103,301.15508446015355,298.9615546873217,298.9948819093833,297.463810319909,297.12020075833533,300.8175222583571,299.9370360143894,299.8695290603206,299.1428562197993,301.33629287298635,297.4764511526442,300.7765595769901,300.0951423253964,298.79337206537144,299.5977633083973,298.00642297722203,300.1753364051364,298.9016596968247
32,300.2887558394763,299.28396533241715,,,,,300.96206993135826,297.9249141128668,300.7379935461108,301.4931339029218,300.88988442462704,299.1270459293821,298.9936292686132,297.65119691986985,297.42745690755106,300.82436970159586,299.8142002900575,299.54939930335655,299.0484209323187,301.4726024418945,297.7758560336047,300.3482784058176,300.12258513009664,298.7704592045618,299.11162803072153,297.90517600836046,300.1057526440322,299.1113013030283
33,300.46795659711813,299.8160256671834,,,,,301.40478323172715,298.3737439760776,301.0345871133479,301.9377608188039,301.111740285708,299.6356874108216,299.4137790927079,298.3396586114067,298.01815679574486,301.33991266556313,300.18802378841764,299.89219235932495,299.62679218748787,301.8810155965816,298.36607976777674,300.4541974222091,300.4438621728743,299.2208126564106,299.29829666796644,298.19135942670306,300.4551161032168,299.75309409424216
34,300.8146530363463,300.4216412446387,,,,,301.8339551406723,298.8977627679608,301.37531051156043,302.2615895258224,301.4860433843878,300.2062185597968,299.9960878460593,299.10070058518914,298.6489296727691,301.9582034475831,300.7005962992783,300.3158163795249,300.1987671500535,302.2140630886032,298.9641557211683,300.8537248511289,300.78650778368916,299.5542273056421,299.71643054402597,298.6862107939408,300.98647064511545,300.39205044377144
35,300.8750910256979,300.6543688715888,,,,,302.0902731010746,299.1871871659773,301.7388796837799,302.3112344316606,301.85039213278475,300.4886890916594,300.47098755989936,299.590081643155,299.12459085804744,302.2150115047685,301.00224672941357,300.4473111791729,300.3801377111102,302.3022879094369,299.2950850293576,301.090414724623,300.57827170791955,299.41778389418585,299.93560617728446,299.0452018142241,301.3924916303099,300.8267779620003
36,300.51013645500035,300.54239022353386,,,,,302.09636292834887,299.28062252112903,301.98678800230095,302.1385959350456,301.9840443094083,300.6170106088775,300.72270384992737,299.7577204465783,299.44069596955484,302.2057490487496,301.12916335900496,300.18378260945684,300.2356616158564,302.2117650757815,299.3933431801069,301.042857287004,299.996734862626,298.98436881328684,299.67920413783133,299.12600353705716,301.51702540108107,301.0844976968626
37,299.9213224820857,300.34360750918705,,,,,302.08622933203026,299.3638354567843,302.19654499422467,302.0524902917644,301.96384769135466,300.6720523483059,300.9208623457464,299.96810346361934,299.6952128315639,302.06518343747524,301.0965214063761,299.7438834046083,300.0641404220723,302.12154147814925,299.39387376398435,300.82492228133214,299.38103022308945,298.4716832519755,299.19970239856826,299.13354141288954,301.4776010483484,301.3572175516711
38,299.5015465422594,300.3533212815903,,,,,302.07204183008486,299.55089452491467,302.3715335987868,302.14546552668276,301.92182290619274,300.91484403345004,301.0177282894203,300.2503480909647,299.8832724275271,302.0304254322958,301.1288759237254,299.4237013210018,300.10645961538836,302.15257625798034,299.47085857598813,300.6722033792747,299.1395625137864,298.2577776942115,299.0192683605713,299.2255790341432,301.4114921418756,301.58798202179133
39,299.46618138623916,300.5515498350685,,,,,302.01748842406914,299.7181513673607,302.5409968628976,302.3102441950438,302.0821489956117,301.26966195733763,301.2377138712659,300.6725079899129,300.0151103598412,302.03999890945624,301.01791031305817,299.26634981969346,300.27554307213353,302.29332457967683,299.5420020880444,300.3939529190379,299.1319771389661,298.1387951243502,299.1706849882346,299.4124305727073,301.4727836558602,301.8859731428054
40,299.3548915261753,300.6438626807973,,,,,301.7246723782569,299.69315913248107,302.69410217100096,302.2870182799551,302.10577576011013,301.61748700496776,301.479226398093,300.86786268968655,300.12429739402904,301.78588526415393,300.80816909252246,298.7251440858363,300.232752462596,302.29907222377545,299.5627160004689,299.8084906991135,298.98157217045195,297.83409033587446,299.217432744652,299.49320707026203,301.43447400729497,302.11232665612397
41,298.87791096148436,300.46014195768447,,,,,300.93867596189654,299.24202542031384,302.3668107139586,301.4718856818661,301.6814892145181,301.78126931422315,301.63546148085084,300.8450954013462,300.01014676803726,300.890830552993,300.2566792454882,297.87782966780236,299.885289912133,301.8230057047989,299.51657271372363,298.9131075195321,298.41227329380825,297.28156368327427,298.72425957140644,299.30151823042894,301.10029057405904,302.17222096584993
42,298.0076060541753,300.06971016616785,,,,,299.8555169505476,298.57286367338014,301.6544157648346,300.3364121615832,300.6600478244499,301.65407574621986,301.49808537730297,300.4478389654221,299.56252389858923,299.4090512282778,299.48568914836636,297.03846565964636,299.29570056236594,300.7154980014742,299.211551391161,298.1710738624608,297.81167598036774,296.7155389018216,298.07523533413047,298.9099700557169,300.2773349490674,301.8449476235965
43,297.5212389435612,299.8619705539203,,,,,299.039151148412,298.1123621183419,300.9849973913669,299.4295747964076,299.89355495363367,301.5214652765587,301.3210411154538,300.2015067895105,299.1795546801959,298.28523065424525,298.891823889923,296.71640131509065,298.876229692104,299.6811130120744,298.8576386444185,297.776197250947,297.48569388454683,296.53432106879126,297.65845218846397,298.5855452297877,299.60450690977945,301.3465713705198
44,297.6051992487268,300.07729334890126,,,,,298.9602604621516,298.24282784158385,300.7975703003329,299.3560682231507,299.61074852864334,301.57548748556775,301.38153267609647,300.3285783589381,299.2617986061337,298.0825849528561,298.8581388258721,296.8753693298252,298.92088189237637,299.16670298364573,298.7088195360702,297.7775928618946,297.7847043048703,296.76325451500196,297.8688712288514,298.6579232932624,299.4561048386187,301.20189834387315
45,298.1345933347805,300.54557101190284,,,,,299.45557129889556,298.714976292152,301.14385883257586,299.5239668155875,299.92984095253775,301.95321102033233,301.72291107037296,300.90135099485,299.8644751375281,298.61633257364923,299.3826145425355,297.4022820808139,299.43916946229587,299.30826729808535,299.0621786620388,298.13856676881755,298.4237485990059,297.33604280245737,298.39559159325086,299.1315453522843,299.9745361744759,301.4328522460298
46,298.54030363046945,301.0296258960032,,,,,300.0433286604278,299.2250677806133,301.6010295303626,299.5849538195664,300.2542546141566,302.28340890373937,302.12116250660944,301.5517017158625,300.51654674945615,299.2038328808521,300.13136932346094,298.011900243962,300.1715404448231,299.61429559254674,299.68073417052864,298.6683330161232,299.184288836171,297.95799780468764,299.05349767539013,299.72753669459416,300.6298131630355,301.9638017332929
47,298.70133641761066,301.3537619053214,,,,,300.32593284571846,299.60220398774135,301.8992614319488,299.33594779987493,300.3469071375793,302.3717927214224,302.2976929529736,301.99923947798356,300.9548377079164,299.1826711167154,300.5985709624359,298.20522741565907,300.6137537071041,299.75759247598893,300.1771802135383,299.0717311121551,299.6713369092391,298.48658463907003,299.5703202873688,300.2129894813507,300.97828145199674,302.21100246135785
48,298.60142315029185,301.4716509228405,,,,,300.3841988321952,299.87845283270383,301.9869626121742,298.80359940723457,300.1077577990707,302.2595653167312,302.2898279302278,302.18729457966765,301.2330775815024,298.74293368707094,300.7029296748348,298.0178162270791,300.7665021737029,299.6533791132758,300.48528462384394,299.1392436708825,299.97155860857,298.76930769590547,299.8461086514742,300.491054187082,300.8903869950299,302.2992931598665
49,298.4392314449821,301.5014717684774,,,,,300.50414058710743,300.0386649775123,301.98111982645514,298.3277180758346,299.7919217252136,302.10045875053834,302.31325107133597,302.22089107699554,301.55608721457315,298.1744655586493,300.63141931288357,297.73783067373057,300.78443694346475,299.43735770829466,300.7851014899849,299.1569274087153,300.2652762279844,299.03031788555126,299.98595350522606,300.6719131888996,300.5149864122397,302.26644826487524
50,298.4229646762103,301.53881691982735,,,,,300.6717247311243,300.21799199816195,302.078808003235,298.15863661050724,299.59533450062844,302.0940490646848,302.38232212064503,302.207154860454,301.8644044206887,298.14695546356955,300.67545631661073,297.7635229310979,300.84524289322195,299.3637447019743,301.184277713093,299.2682958299722,300.6860776626034,299.32040819202047,300.08099942837526,300.8688674862515,300.2410282528952,302.2495446576006
51,298.55634993989133,301.67905930387656,,,,,300.9486449691699,300.3330060885066,302.2957421081961,298.2963117167026,299.64148657582336,302.2263950239936,302.4636647275792,302.22997563357353,302.16344178397736,298.46898394488727,300.9708494699277,297.9126708544017,300.95100094099297,299.52146476573415,301.575666830779,299.3507970847223,301.15153135385475,299.6385379726075,300.2944639053591,301.1193796869685,300.29365491367827,302.2492723973316
52,298.66142118866316,301.74357949237464,,,,,301.0962205232197,300.48608240997856,302.4902062688861,298.0380781613389,299.4597686323878,302.2197837781019,302.35999686921474,302.18137615509715,302.3306583671064,298.46258258593906,301.1844636172759,297.9928893701012,300.8051387315749,299.5365105785925,301.9538376694083,299.31866101527413,301.4356511212157,299.77596304019335,300.4413206582071,301.4062548502862,300.36490806461376,302.0422758307238
53,298.62934448871005,301.6288526114428,,,,,300.92441568594495,300.4770198594788,302.2437350371641,297.28629733128645,298.94296381852,301.70291586746174,301.56843063189893,301.76623382556096,302.2883915219365,297.890393282744,301.051866516716,298.0135443153769,300.35478636574027,298.9120280110423,302.0855119043571,298.97055293652414,301.37347267362816,299.5660177732737,300.2994556160845,301.47071416621105,300.07294270494907,301.1411828725301
54,298.4194274494593,301.1482787098394,,,,,300.3984545599669,300.18008895380416,301.48918740598435,296.50128265145185,298.1339228402683,300.8348849297806,300.3125819670868,300.86302112873517,302.02353949479993,297.1104965574011,300.5579554765805,297.9008729457953,299.6208323962456,298.06165543549315,302.04127686847164,298.3388638669511,301.03219028845706,299.1123793693591,299.93799447056085,301.06822366561636,299.3320344925307,299.7592646449676
55,298.31263803498047,300.72849106973604,,,,,299.98315812347136,299.80101521788197,300.6829996989051,296.2395555084922,297.58765240311556,300.2374509098557,299.0857068518623,300.1922171465367,301.7480598634734,296.8207646288084,300.1342351137146,297.7925501697214,299.0609917969222,297.4638010864138,301.9477773095314,297.8404331391958,300.6406762913716,298.8438379519224,299.7813041142931,300.5880261858708,298.6768249682338,298.49260867395395
56,298.43146669570046,300.5667289258088,,,,,300.2210244065631,299.5939384095954,300.27717011937534,296.6229018448148,297.5451410427538,300.3698523533976,298.69751637887873,300.11764271466524,301.79328040716354,297.19690247299627,300.18736241512534,297.9503509885667,299.0343067839205,297.64913098680387,302.10149836390957,297.83063452127357,300.6975969507421,299.03698046685116,299.9847528777237,300.4342254170832,298.5134539339679,297.9876950547948
57,298.86489653158293,300.91095181566993,,,,,300.9440317997337,299.8589439050567,300.43152832938097,297.39906504397123,297.93891252621506,300.89016598659055,298.9927145714457,300.62758921470663,302.117996303981,297.9061904615598,300.6422969191793,298.40768152942,299.4156929194742,298.315517409185,302.3730071620098,298.4085504220761,301.10298755218565,299.6417160372889,300.5206561407891,300.8704610052056,298.9293952748401,298.29294798367596
58,299.4087190869988,301.43052397139695,,,,,301.7115039190927,300.43738688825056,300.7498923605831,298.0823107872709,298.54920735196396,301.34853252983703,299.4919293166889,301.03522416476255,302.515574897768,298.5666463623662,301.2169126918806,298.883464910639,299.96700323403024,299.03607498476225,302.6204210095964,299.11512952749484,301.76110346716473,300.2742754249387,301.0749333314707,301.4407869810844,299.5781434776324,298.7341532422388
59,299.8389234314914,301.70450215314145,,,,,302.1712078653201,300.8946388566014,300.9445309430937,298.4577547504273,299.02473700006504,301.4046168638361,299.6310203041187,301.32136091873787,302.6464440921973,298.95112910915884,301.68139096895857,299.0626810159025,300.22736690332334,299.55762232090086,302.6139155210679,299.6433653403565,302.157355149182,300.66953899552544,301.58112716982805,301.8000818073265,300.0837701546932,299.02105637231966
60,300.1244020413512,301.7125847995249,,,,,302.37742702875835,301.15437738651343,300.7581928230943,298.524892351423,299.2589473933476,301.22648546110446,299.2981449494739,301.40832549630215,302.55457056037966,299.2032484548556,301.9439495026018,299.02107415650033,300.20961960388274,299.79618146047306,302.48769489705046,299.9005553429317,302.2928133586959,300.8902979185458,301.9315247315962,301.8546233411849,300.43310651925975,298.8459743688945
61,300.4005242367373,301.5176159837236,,,,,302.40619628058874,301.28008047143106,300.4409887614688,298.603023823834,299.3500246916032,300.9741971974725,298.79931949144265,301.45563162352306,302.34362525264464,299.4952170430999,302.0646570959889,299.0610428633335,300.22697033520603,299.95356503465086,302.3387445014966,300.04673309073814,302.2559841910256,301.19009795681336,302.25922739915865,301.88955071434634,300.751842243368,298.5364748907139
62,300.57521680292376,301.4382840097005,,,,,302.4448925506935,301.55214752814817,300.1411209655046,298.8074742527349,299.5593473406456,300.82588200782897,298.67135513612857,301.3358299378538,302.3054906794775,299.8311765618715,302.12692048184294,299.3005626156368,300.40235606046457,300.14839936653664,302.32255183503594,300.3076106053989,302.2201706263679,301.6234000242092,302.49995296679646,301.92572284878753,301.0811102866242,298.4220640785447
63,300.78319949622613,301.4213831046324,,,,,302.50664067325425,301.8932302633117,300.02552025688124,299.00831170246414,299.8170814116877,300.6754064341005,298.91164567438096,301.3326701647561,302.4157852687354,300.215675128604,302.2696872201165,299.64321620332146,300.85794793487213,300.1842763246239,302.3770176691342,300.6472090827529,302.31587974289835,302.0172815596288,302.69373584551437,301.90255667676524,301.34543233114914,298.4717078888843
64,300.92737992474605,301.25429432906714,,,,,302.5213308023851,302.19287446143016,299.6480287688578,299.0793965125147,299.98460921324937,300.37366191331165,298.859008725364,300.96930605666006,302.5163738549495,300.386820630326,302.28785589683525,299.900464247347,301.2120021908983,300.00438964828754,302.05578330874044,300.94088364966365,302.4268852442179,302.2668285591999,302.70398000854965,301.58244023840626,301.490240266646,298.4210916813873
65,300.9241409897134,300.661326805863,,,,,302.0553372894612,302.3365672179752,298.8992724224081,298.8412826614954,299.86169901540796,299.5671277375829,298.2659316884343,300.1795642956982,302.0794252989931,300.2350215405094,301.7520106019303,299.8218148950664,301.36646124101526,299.47148825842714,300.98663009152176,300.8405855466688,302.3305489199085,302.2531715855964,302.4676224606139,300.6415606850931,301.4441997452323,298.02534408186233
66,300.67656157399176,299.7055532710619,,,,,301.1392403773389,302.22583670917265,297.90542717603455,298.431229962993,299.67497809772163,298.4585849493041,297.4322654501722,298.9610895387379,301.01093147284615,299.6893275072112,300.7064357107167,299.6041853517813,301.2235328120398,298.82565299442473,299.73804542014574,300.440305974311,301.7546791647437,302.03869006300823,301.9279259016038,299.49795136881716,301.1652022383509,297.4969926831654
67,300.4403053706673,299.0776697236125,,,,,300.1876831282413,302.1329170503231,297.11355191589246,298.10741499531974,299.5416945582647,297.7059811035373,297.0365253037023,298.1516548059388,300.0567867670168,299.2614624781036,299.7404669520889,299.38716679745295,301.1465558879728,298.3953817663968,298.9465443870629,300.1601988058607,301.1743131709894,301.7784660674813,301.4377837745198,298.72027232518735,300.90398252585436,297.32363230512686
68,300.5047680585979,299.0996502293511,,,,,299.85904629040914,302.2097962753874,296.85141671971945,298.2125727864172,299.7085731551467,297.74023336966303,297.239991898867,297.98957529074664,299.5942189485925,299.24395247342903,299.44633272573486,299.66923930372286,301.3265765204065,298.47508529140856,299.02210202851944,300.27641271800377,300.950818488357,301.7122761070438,301.34466143937993,298.6021442526773,300.99229356943334,297.6337034382738
