Experiment,piControl,piControl,piControl,piControl,piControl,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical
326,298.5061096353736,300.61424753754585,,,,,302.0906550665133,302.25053670057315,300.5884256865076,302.22052465658675,299.254612737419,300.6471016351376,298.8323697910846,300.43810468125974,300.5415067826736,299.7623036359346,301.6464841014818,300.97939946242764,301.5704926424848,299.6440220303939,298.1011114575341,298.8149972008925,301.16560021609536,300.8661019347996,299.9162538693691,302.0836421450024,301.51348150288777,301.1787945546937
327,298.3095853778348,300.77463118926886,,,,,302.0213637670188,302.3502599642687,301.01909936387585,302.1296892323382,298.92544901352494,300.8718856672529,298.99129320870463,300.7287074614048,300.4315220706047,300.1752357901443,302.0183200992028,301.2630836967089,301.97239857876133,299.7257154265567,298.4205589080772,299.01437206025474,301.13939462746725,300.8440110024664,300.0785893772341,302.057474165267,301.70937093533536,301.54798065652284
328,297.7627265300668,300.7742614190711,,,,,301.4504136538753,302.4294055144482,301.5190836430369,301.8068412369707,298.2337991024096,301.0383717932971,299.1220466426515,300.986969266329,300.15292017878386,300.46419966022063,302.2863280645916,301.4659666281968,302.2599572353185,299.78428860564856,298.3931768518032,299.00019592374366,301.11219176687274,300.68203757189536,300.0892581660575,301.964801570112,301.93597822402495,301.8919250436618
329,296.9867854097186,300.37235323535924,,,,,300.44384027538473,302.11857920948734,301.7702856975374,300.9151058601387,297.3950449050906,300.8207395503985,298.78879980186736,300.93838133176587,299.38573310552545,300.4286108418255,302.3066384767595,301.1993162525298,302.292074239554,299.66160224499373,297.9945457288968,298.64938435423556,300.85148615291246,300.3157647946934,299.7181581844695,301.26350731568544,301.982114045039,302.063990626396
330,296.3496241697181,299.5686567000452,,,,,299.11974655583055,301.4688183730935,301.77542973720614,299.67509511800466,296.6926271579056,300.2076145445353,298.2386949958422,300.690604912422,298.36079720789104,300.0934655744449,302.18984038187745,300.5893224247431,301.84357443823325,299.40922568953323,297.52488764951534,298.0058617722013,300.0764109304498,299.613853983468,299.2568551601749,300.1649465658068,301.62325905094025,301.9200324265948
331,296.2838103817887,298.9380739946397,,,,,298.4739345945968,300.71774106316434,301.6570890371304,298.7700777580473,296.4976084831217,299.5855693897583,297.79169019599607,300.33618215293035,297.6971108312918,299.7867795537462,302.178841503352,299.9794643015669,301.2917897653317,299.11264309440526,297.413233707025,297.6144318285456,299.41489343922376,299.01912062758265,299.0420722545836,299.25118457130935,301.08392478975287,301.77012851576325
332,296.7469057714763,298.9311766416661,,,,,298.38363829999236,300.35415925407807,301.77086860613025,298.5704415966813,296.8042048376148,299.42812751104566,297.78560105404017,300.24005963200335,297.8941886034847,299.947060320769,302.29225475827616,299.81092345831127,300.8836858156449,299.19379722436673,297.61237336147116,297.6950307587345,299.2456880006584,298.8260171957167,299.21148790176187,299.04065993700596,300.84639239857677,301.8220380090984
333,297.54691675765133,299.40715705195544,,,,,298.7117115104457,300.40367290119735,302.09141184127645,298.9197748210658,297.39566985801355,299.77639865997565,298.10332401264964,300.52577915329135,298.6011783262716,300.48307387197957,302.4898364682328,300.1761412756462,300.9449216258551,299.6922064813987,298.14176088258495,298.21473607516674,299.75609651239546,299.2384516393782,299.64130102564513,299.5035202544592,301.0399268266777,302.0597022171648
334,298.268663145344,299.99436442042605,,,,,298.9639007192623,300.606052671693,302.3092682355638,299.2482332627503,297.9598077042712,300.24854424074096,298.51192992094883,300.95529308157774,299.2418529520174,301.1778007113848,302.5706111077747,300.81155727228094,301.17692929892235,300.42404136244613,298.6298668002742,298.78498763045286,300.33703518091585,299.7570375849961,300.0046230332498,300.11970854507393,301.59989330227495,302.3339100370805
335,298.69124972238615,300.27257149022165,,,,,298.95982297501547,300.67106304400824,302.33223096517037,299.16948767543187,298.1729282460749,300.60363352372315,298.91573769279717,301.3188048735103,299.52285362862455,301.6721990051692,302.4959339023707,301.19499772821615,301.455916414904,301.00607069980157,298.8805466931524,299.10770269593127,300.45218345026024,299.9509543506666,300.2927952936637,300.57987398571805,302.0483552523972,302.42387550550603
336,298.8831325180819,300.3954971434351,,,,,298.6694197253283,300.4650570026063,302.19654823960104,298.83071294552155,298.07458264228313,300.8037307425286,299.1206373919925,301.5068248421947,299.4210919870531,301.979278779828,302.2831408002684,301.2854739728035,301.5518031823289,301.34808191503015,298.789514319189,299.2017215132615,300.0890300710483,299.7470910677675,300.3484991464963,300.64736606145755,302.3121271526904,302.32864533724126
337,299.1555366019261,300.36718649121735,,,,,298.1930773839104,300.2712571596662,302.13641371458607,298.6420387446704,297.99725388319325,300.97653963546577,299.3299972295251,301.7272658342922,299.33132711123676,302.24312719399603,302.09965010739126,301.1155613262234,301.7259934172444,301.56405998945564,298.663213628434,299.2534545611738,299.6990627214979,299.5008401349125,300.32557088408527,300.6425011773151,302.3281712366523,302.18743612902216
338,299.41518021313715,300.3724790535826,,,,,298.00610087849276,300.2764217463844,302.1697669318815,298.89179204773706,298.24139299509767,301.159103281936,299.5438662861693,302.0355891495856,299.4287152997099,302.4533202849277,302.0652433951886,301.0011730317438,301.96143834999685,301.801500123969,298.75627354746507,299.4899973842345,299.5772846065082,299.46296197536475,300.3111728552257,300.5593994550707,302.3555620313682,302.11635752053536
339,299.594294875935,300.5598363479175,,,,,298.1461747373644,300.3901165222844,302.25213170589956,299.18464973755255,298.6145222150828,301.32952517624085,299.6819408984108,302.25762656074807,299.6255279014188,302.74387926057165,302.1445840312263,300.9924559540422,302.25640963012165,302.0508859282758,299.0905723182275,299.8478332248563,299.7313555665036,299.46594088153273,300.37415982847466,300.63775884979515,302.3277652839192,302.2752580983559
340,299.7059337572522,300.7758730924608,,,,,298.3918650138699,300.199805340963,302.25616194341313,299.29078977751686,298.8450029114356,301.4663142390561,299.59897356186485,302.4216614185911,299.6007863537081,302.7214484810131,302.18818225437013,300.882257213248,302.389727055029,302.25657460368984,299.3961513454771,300.1942005420803,299.602596504823,299.1098013680883,300.361111032744,300.5898185896981,302.321120385914,302.31548370436354
341,299.68059228658575,300.7246293371511,,,,,298.31435863131964,299.4411897816877,301.85781329881996,299.0208051993757,298.73808778633037,301.28328650239655,299.1700061023299,302.3878787563452,299.1584064662707,302.62907558268097,301.8131664805698,300.2785611240785,301.9465961364297,302.23367389376443,299.474633188107,300.14024665090386,298.9411432506059,298.47610064073086,300.06901552989876,300.1618646343927,302.0617332051948,301.918819066243
342,299.4402652820764,300.31225810136795,,,,,297.9330092236789,298.53035342871726,301.06841969942974,298.4756237841737,298.52211629983407,300.67752806122064,298.64188434961443,302.0232406299644,298.7255625613202,302.2393085515298,301.0300014730897,299.25618049991925,300.9068656580052,302.0239382557488,299.31303232083746,299.80046326185544,298.0007969287362,297.79116942837055,299.5310558937378,299.44168831235544,301.4297229638178,301.0910466444537
343,299.1609537403085,299.7874506941873,,,,,297.5110349665276,298.02224891841666,300.3916963221863,298.07914521337614,298.32867799164745,300.0868405964564,298.36822231146715,301.571533454486,298.4440588579339,302.065337574592,300.2383453252744,298.5141542638307,299.90141558211275,301.7912891868461,299.1702646036941,299.46387122983924,297.3919339885008,297.58284270617656,299.1182514155442,298.8687090220651,300.79391819892675,300.3404057914369
344,299.30389611830884,299.7435498302015,,,,,297.5242953342649,298.19574286149304,300.28001096003845,298.215727227659,298.47541003637826,299.94149079369515,298.4947087538546,301.3836718776304,298.6018383463751,302.0170752812316,299.8784605610447,298.47808227758736,299.55070297203264,301.7622048621194,299.3832899481043,299.62637137987736,297.46192942696877,297.7805458654435,299.18866210095297,298.93220157266865,300.5987646783254,300.1026716769477
345,299.9177759749127,300.1430805380232,,,,,298.0526985110882,298.7560079831014,300.7168935661322,298.8309210634655,298.8748209102244,300.4037772461974,298.9631462490925,301.6015616071397,299.0865785825977,302.1811877103375,299.99168989438823,299.0968273446936,299.80918039960414,301.9199201661516,299.93346995748476,300.0895515853949,298.0557078733149,298.26067781102535,299.7281681356855,299.478730936829,300.9679707156397,300.30769307700217
346,300.72021670185575,300.7857933421522,,,,,298.67419925342284,299.23612802161597,301.18291396387514,299.4518568576241,299.41631157833507,300.9894595160226,299.47044201604814,302.0044937179734,299.69563008973245,302.345558676175,300.18396553532375,299.7072899548473,300.154033093759,302.19431837736505,300.6382966887908,300.7104095558487,298.6796498839704,298.78000585638574,300.49702855286614,300.06223762086347,301.47691396004774,300.6202059407269
347,301.37232454312317,301.2439629802277,,,,,298.98982075989994,299.3617049557046,301.2896427841825,299.886075678065,299.8126468294924,301.46405730752036,299.9190000001501,302.18940423867315,300.2897379377309,302.30932248461113,300.10696808639364,300.10110192857013,300.2011391011528,302.354889911104,301.0472936485656,301.1947698902257,299.0999115627556,299.18249519857915,301.12065902712203,300.43873882547047,301.7361355991009,300.6817377712711
348,301.7086515374472,301.5037937996737,,,,,299.07427047289775,299.14106087192795,301.1185778135071,300.1367621523696,299.9810951842243,301.6988355194729,300.24929093962464,302.2902588534556,300.6109109526871,302.28921130311005,299.79114134987043,300.1873023059365,300.1140753285602,302.3843911923356,301.18756632277194,301.5327960118791,299.0718293813258,299.38840565114884,301.52265997565473,300.4649212168655,301.8083756424919,300.50895555902997
349,301.8317233723477,301.6535457266412,,,,,299.15711603993987,299.03387342219406,300.7925329162627,300.4494760365482,300.12480700552413,301.8390971121834,300.54754299898633,302.2824919297675,300.99451628440534,302.21498940314365,299.54957751685987,300.21445909825127,300.1455461552693,302.2579952425421,301.0633177223697,301.7089882828707,299.05485195689545,299.6514530015759,301.78865636398655,300.48273920111666,301.8043557427886,300.0415606698304
350,301.8578744766933,301.84202414823295,,,,,299.43374574092127,299.15509631745647,300.5379212616549,300.663365799132,300.35883969770845,301.918843140824,300.89120492255194,302.385440296023,301.3746040641203,302.2320227772254,299.52674351612404,300.2325903910669,300.35071474511386,302.285108530556,301.12966775083885,301.8521825176983,299.25963075569297,299.9765608220628,302.02254611543236,300.45731689104997,301.72861991835344,299.7247860571775
351,301.9750625219546,302.0843188041195,,,,,299.71366333431394,299.511345373762,300.22691458695925,300.96691795840263,300.6358625395212,302.04180290430895,301.36669665979156,302.41686326356984,301.77895062118534,302.29529428649994,299.59590902616316,300.3204736387749,300.7688538017432,302.245278133294,301.3586879050218,302.0822305144812,299.76399783964786,300.4362628170583,302.197698827722,300.561071216694,301.5883834941911,299.5670284331087
352,302.1603653259555,302.36611058151874,,,,,299.9600282337117,299.7380213075367,299.6904618368108,301.2224140593116,300.88487155185504,302.0996522227105,301.7759293142124,302.5193576941831,302.11282362440915,302.25967884639863,299.4638407042731,300.28654676031044,301.07047305285994,302.23697001714464,301.7024678530145,302.30834463420007,300.15017731906966,300.8033576263413,302.2525009541546,300.5200771115796,301.19018745618337,299.357893676998
353,302.2171500466147,302.3550540534659,,,,,299.92940890110384,299.80804434074946,298.87338085358533,301.29104002441005,300.8801178724918,301.751124158356,301.9262656856279,302.31384866001434,302.21573294057424,301.8720484784761,299.0267486306493,300.1300356011025,301.024035672474,301.7819761293563,301.81212294062453,302.4425680554485,300.0766728800967,300.8087673198374,302.1990375903366,300.1957262906215,300.2910928979332,298.7736256368923
354,302.02940712545154,301.9940847684822,,,,,299.56957894523936,299.71481575285287,298.00219556995035,301.07701612036044,300.8398828063405,300.69778955704084,301.600767204326,301.7262590678683,302.1076886829858,301.0292083179443,298.43996964446416,299.7462572136014,300.3486904753074,300.8014247389622,301.82121140902797,302.41548425343854,299.61701975479264,300.5462589567797,302.0165800019359,299.5788444612085,298.85285159541473,297.9894964351029
355,301.70303371049755,301.4653804514667,,,,,299.2274605884404,299.6670726936836,297.5635227983123,300.89608991073897,300.77931326023605,299.4872241636495,301.2309667024681,301.02786179178605,301.8278484106547,300.3089533548859,298.04464727823114,299.440353186917,299.6703296040342,299.8733231057372,301.6717548691856,302.43791192287296,299.18007671759057,300.2641085238236,301.99130092751585,299.02867263273737,297.80661542752136,297.6299202945797
356,301.64252774024914,301.28717563911584,,,,,299.25035317546843,299.9819872353969,297.7573656420927,301.1051619759471,301.10712882724755,298.79776924344316,301.1438229743906,300.68413333731905,301.6999396627441,300.1359233641901,298.069286151716,299.42002778700925,299.519037953482,299.4160697981029,301.79911943312544,302.4245469635776,299.210166645531,300.4358583334128,302.12880691627765,298.9467932040317,297.5304555861043,297.89610052180205
357,301.95335805273356,301.57971227451213,,,,,299.74354790132276,300.50114588963083,298.469247900579,301.60372655761154,301.6204132279833,298.98202592135266,301.5625709297624,301.01638537934053,301.90842220363675,300.5039269338171,298.5259911117141,299.84323371276474,300.0427368898804,299.81356514469763,302.0642137753416,302.40923259942696,299.64920701952025,300.9714888332301,302.35280801245625,299.29866522940966,298.1456967466054,298.651295518486
358,302.33899468137497,302.1253468615632,,,,,300.34918182173516,301.1212807720098,299.2564709188221,302.040239114378,302.15849957007634,299.5547715061403,302.0504582800664,301.69376289828426,302.3016533360951,301.0463680253493,299.04737415389087,300.4591370962473,300.6947868784082,300.22653235219906,302.39787443069423,302.38435119658016,300.19279866068126,301.5413815084685,302.4203941646836,299.773813506189,298.6085984441729,299.29903096525766
359,302.49377825560697,302.45758010167407,,,,,300.84150586383265,301.5152072163308,299.825776890382,302.1891137802667,302.3846272711958,299.9248599178832,302.3194393956354,302.14033113943606,302.5864854794483,301.4427687095122,299.33748103809194,301.0535118281913,301.04159198219446,300.3226962184862,302.4974916811024,302.4435005142285,300.5036427084312,301.88062088351853,302.2173540884294,300.14875020081666,298.68858072220564,299.5809860104908
360,302.3841454892566,302.5523068610991,,,,,301.1239075686064,301.8428702321141,299.91434986136613,302.1344068381597,302.39430911797695,300.0332439658545,302.2435413454997,302.3116848844546,302.6322532995451,301.618257287609,299.3270565327261,301.42514091480166,301.1140558585563,300.0457505288662,302.2281542677181,302.46274761910695,300.6011596423196,301.9347423441309,301.9400395386668,300.3177916680616,298.3527955119521,299.52067905070027
361,302.3428158115618,302.49957817223554,,,,,301.30232607930344,301.98513118708877,299.82471401220323,302.0891116080922,302.3429892949743,299.8877403450035,302.05238152150406,302.24231221054464,302.56860794416866,301.71262906737667,299.3297112770949,301.67723339507864,301.0847347835628,299.727895532706,302.0463530052117,302.3743688845249,300.74621194527435,301.8394590453708,301.6373378856767,300.45674080016835,298.14533346314323,299.43086422290133
362,302.2861136285416,302.5327988759247,,,,,301.4521764567544,302.1037978965886,299.7494077763058,302.175158815576,302.3872811667572,299.8369619734783,301.9498465829575,302.155124504532,302.5996408469044,301.74606128782875,299.5407009429236,301.783730669758,301.1386277755836,299.69578041260587,302.0010878435389,302.20892386642834,300.9699702456264,301.7622395605465,301.612610362824,300.686923181084,298.2257478219802,299.4815999667653
363,302.34077514858456,302.57732166824593,,,,,301.6978614486222,302.1651933584391,299.766044430883,302.29017314449067,302.475885491134,299.84743529441994,301.93078254582394,302.1143513598434,302.61406543393235,301.8438533924823,299.9342951884449,301.9741945909812,301.38638246862985,299.87543752060566,302.1793715596835,302.1633557634633,301.30064885528355,301.8412831742696,301.5848621637517,301.081153942735,298.5212773751612,299.66856428091324
364,302.16662122150234,302.5617293004649,,,,,301.9716473549559,302.19939803262827,299.64860572487055,302.3405146838955,302.5167663838966,299.8868931813436,301.7626272723525,301.8194467620431,302.71943292894645,301.8244223370193,300.1093436493586,302.1009049608443,301.4139193154192,299.7609594446381,302.07363240229546,301.9166540833541,301.53591624060465,301.8779975777862,301.2249756415561,301.49417425824066,298.6296453630071,299.76573236141917
365,301.4306054891579,302.0548302658358,,,,,302.0804203787136,301.9552767364498,299.3124946536163,302.10367677166124,302.31734754910076,299.5910408195469,300.91228032426443,300.87922311266,302.51271142710175,301.34704322321465,299.9467536823902,302.037307048937,301.0944196074842,298.9334535735088,301.5044362548463,300.9594650407426,301.59849938310487,301.42210440829405,299.9862807936003,301.6975070049592,298.49567490407804,299.5615640454777
366,300.3672311011155,301.17371136655316,,,,,301.9451031341693,301.3607420997336,298.86817212837485,301.5351243811726,301.72734778460637,299.09935442965974,299.91902243966115,299.4397911791503,301.87322730410165,300.3667197378334,299.37337266643755,301.52803423181984,300.2365486414654,297.83030118216163,300.5386937565617,299.3083360422688,301.2778315728567,300.4243953750738,298.511006026659,301.55172909045,298.2393849131084,299.0079691711127
367,299.54906368056487,300.20986568686743,,,,,301.69758321529184,300.8405621072004,298.6209831164205,300.9857277274786,301.1452110995837,298.5966286109046,299.21321892671426,298.45030111213856,301.1637617151151,299.4718599259577,299.01151802473026,300.9888144470835,299.49524787053406,297.2349450908347,299.76370303664555,298.0570848493772,300.7831417371337,299.50033106935473,297.6333747344487,301.35850312584915,298.26243004881724,298.5588872950852
368,299.3628588380337,299.79579259482307,,,,,301.6901616759297,300.82962786646937,298.7359596611561,300.71543564425525,301.02681134027,298.56393695901573,299.29715904111265,298.28531198281644,300.707377283952,299.0680245273633,299.02035531767336,300.7509354984448,299.0994976531243,297.4989926130651,299.57565153814045,297.8413927771575,300.56858044295217,299.2507382782424,297.86218799142347,301.4378020764813,298.6359684962522,298.51206731001975
369,299.5807453913846,300.0384258889124,,,,,301.9422252439536,301.3158127098665,299.24089641111254,300.9242151706187,301.52271818678736,298.9837394402161,299.71174263658196,298.86965673817525,300.7736394215511,299.3819306979969,299.54261891633035,301.0064599988306,299.2775836866733,298.28305068019927,299.8478240854065,298.4199270614085,300.8349539355071,299.69522074652843,298.518464487917,301.8303510808269,299.2769436826764,298.9969513028459
370,299.8056682929784,300.4682810867599,,,,,302.2962664166018,301.9189456350576,299.7799734563559,301.23393498543595,302.10603298691433,299.612298818145,300.1357663134766,299.27049041281447,300.9247324117896,299.9647110887877,300.1288130156491,301.43468829356993,299.6167725458806,298.9725557531715,300.16577706634894,298.909352343487,301.34951259467556,300.311997665276,299.12770833586166,302.2316053639001,299.86642554355194,299.57903514940676
371,299.67033186820896,300.48039996218563,,,,,302.47602797146885,302.2288555817203,300.2298306954386,301.49192681500534,302.3873829103024,300.08614809426683,300.0843815152053,299.46309208244696,300.8638966210389,300.63928354813453,300.687864399939,301.7368711232447,299.7954254412121,299.37186910836476,300.1521509368591,298.90911426563787,301.75235177790773,300.8400595429184,299.10308393258236,302.3989198805127,300.24408798110295,299.8934079126936
372,299.14009616633865,299.92434396736996,,,,,302.40964812799945,302.32254512492364,300.4404770218504,301.573421195254,302.3929581266115,300.22866243777366,299.58298237667174,299.28719376073064,300.5642218854935,300.97072990232994,301.0430439724831,301.90224485848057,299.7843643519815,299.3689523474873,299.92009921399637,298.66965872346333,301.9246423739178,300.9713267079005,298.76991029788053,302.4123636559811,300.4575453747895,299.8306829335727
373,298.5415775164952,299.3325216408161,,,,,302.3220879586449,302.33407722775536,300.6260429602027,301.5803212673,302.420914455328,300.26137919483625,299.012132119254,299.03064614191175,300.11969377653253,301.07692720240277,301.2608920112629,302.10691790598855,299.7940016887884,299.26949425610593,299.7746059995279,298.34127485531735,301.948910183288,301.06396991264614,298.36659408229156,302.39185873606215,300.69360808046594,299.65856588713115
374,298.3307495667966,298.99228339454754,,,,,302.2147960739735,302.3871431410216,300.7361640527422,301.43949422007273,302.42777701102847,300.27859729808637,298.8629451835032,298.8012886681249,299.7565768599098,300.8887774466335,301.32251879670645,302.36440572807595,299.94840813540145,299.17397385175667,299.82395108484667,298.1965325345988,301.88862105616187,301.0511980551308,298.36285345961954,302.35748349641915,301.0097678720785,299.68808564390446
375,298.4111279302763,298.9864704050114,,,,,302.32515288944586,302.45381959915557,300.97438173795956,301.2887753631863,302.5069287619295,300.3950824632306,298.8912177758455,298.46210762252036,299.37185771262085,300.7829047406977,301.4313173212633,302.5733819419145,300.16725901442743,299.20692054324815,299.974213022961,298.11105171117805,302.00802848388963,301.14374268560516,298.62872555855216,302.3741313532061,301.444432001454,299.8602101992407
376,298.17012260472274,298.7979824903591,,,,,302.278607524268,302.48172939580826,301.1165420315319,300.9903398601139,302.36990673908537,300.472384248683,298.4245770161727,297.923332272123,298.56471790831375,300.5592962765291,301.5189503049066,302.6163053595061,300.0722445413078,299.2154000709286,299.7609168587178,297.95779394385073,302.1542256078505,301.0891330446728,298.64277030379685,302.3926804995055,301.76947488577116,299.98772477686947
377,297.6152879428061,298.45062718607693,,,,,301.5303853727324,302.1392515984528,301.05358989495727,300.2328028444927,301.89650943711075,300.205382121017,297.4627813529784,297.1682700742048,297.49861984388514,300.22882654075727,301.2492973114131,302.47712703601707,299.34541346727747,299.0391228940723,299.0606866255027,297.75079563241957,301.99128629708224,300.7451676855842,298.1634080105796,302.24697867724643,301.8012222297504,299.8509185119405
378,297.06239374293074,297.7702424440681,,,,,300.3587310015584,301.1184684744162,300.760802736602,299.04655506078393,300.8028159558284,299.6415041680734,296.4957552529229,296.56999657000756,296.6827228234013,299.63669952271135,300.6202388889116,302.2165315678707,298.3598958114183,298.7388709326205,298.1829763665953,297.5609195391658,301.3489132949917,300.11689874971023,297.4541842253647,301.56838075778006,301.4420021563001,299.6154743097825
379,296.9207174078327,297.30404819320745,,,,,299.4046733251768,300.11182208330786,300.5981573943947,298.09081174104455,299.86145623164225,299.1669159871233,296.27505297397096,296.44095641245167,296.5507865674293,299.10319371600343,299.99621857345534,302.01249558160424,297.7421797720634,298.47111151826516,297.632063843545,297.56323222317354,300.69461088377983,299.43656527471444,297.0527865635283,300.7663563411525,301.0433356897532,299.52505408857036
380,297.31956116534155,297.28919018341054,,,,,299.3485040810595,299.61559757653555,300.6866240556574,297.96098844926024,299.42995726198257,299.20310562191406,296.71359014854187,296.82307631698035,297.1100259513487,298.943532240352,299.9343266536802,301.98192390107874,297.71668088083896,298.60630616679646,297.63262621617974,297.8183034874461,300.54509037076775,299.15745979091366,297.2126894132875,300.3088936451544,300.9908234695109,299.8005516555657
381,297.9712854958573,297.8673699391838,,,,,299.7484064248899,300.0238219586792,301.1556623374633,298.5620775389727,299.83283079197423,299.76132527382816,297.6025001117727,297.5453401781169,297.9204351135418,299.21747028269857,300.4110617844494,302.1521883068636,298.0254763367314,299.0737982618028,298.0937899390732,298.415174575084,300.99388490195844,299.40472881530724,297.8400913350688,300.5712484829432,301.335609522624,300.2880961997041
382,298.62996874166976,298.53567294428007,,,,,300.0855245638145,300.4491903549049,301.68137259947594,299.2939843475788,300.32164618276516,300.4005188774425,298.3498209402231,298.159365066725,298.6479112016369,299.7503066741721,300.99619338974554,302.37345561664864,298.44402317477744,299.71434651444866,298.6160777551957,299.0561068120102,301.58539988619646,299.93961167520087,298.5406162459688,300.96789704915244,301.8421959287612,300.766418304612
383,299.07969749101,298.9400811553171,,,,,300.0221099627576,300.3593538535258,302.1360065288098,299.63895162907824,300.3073652085261,300.7981209891024,298.79895122283824,298.52092893918103,298.916077266252,300.21588020015525,301.3897223306595,302.4438565479441,298.86021637823677,300.1197469383671,298.9419474840565,299.477870914028,301.91425955659116,300.22864160252203,299.1195511563464,300.9528516785617,302.103186035664,301.0985007283755
384,299.265326653654,299.0377017232749,,,,,299.5489148017368,299.95276493109276,302.2510008332217,299.5557427231259,299.9363448078514,300.8140820348815,298.9283872090004,298.65081805011454,298.7961841265836,300.42882911481496,301.4735837195499,302.36737669806183,299.0918593894107,300.2487687661364,299.05770036209327,299.6215570237539,301.80067800615876,300.3908266216927,299.50014760223945,300.5847628590059,302.1168165260714,301.32139852074835
385,299.38445985636616,298.98887977170756,,,,,299.12900145480035,299.61378095369474,302.26286056861574,299.34135033258804,299.47816810030764,300.6922049857794,299.10954822065685,298.7973176660535,298.6389257851345,300.44843054540655,301.480196394571,302.1286574826036,299.1913142602438,300.3201313602163,299.2210343607671,299.6611197956608,301.61376802048227,300.4397640584309,299.8269740576174,300.0910092965468,301.8312147110427,301.39921335320656
386,299.51908511104847,298.898134337189,,,,,298.9140249496232,299.61180225523674,302.292903338856,299.3583155394942,299.3931146986474,300.56391911363386,299.47571559145405,299.02864626785237,298.7092499274745,300.3593534616302,301.5041104970487,301.90919279067845,299.3456230997785,300.4559540243753,299.56862671860773,299.75659223808196,301.6046233356837,300.6220807653104,300.1629292429993,299.6484563074088,301.545722211143,301.50086347963907
387,299.75595534330574,298.897854344427,,,,,298.91284436141126,299.8438224495649,302.3446494937793,299.54595132672483,299.28999589937547,300.438261615413,299.78390613814804,299.28858677781386,298.99081887958783,300.2820058480657,301.726076185128,301.79861131585614,299.5802447271222,300.72073189844156,300.00863474032684,299.88974169259035,301.74790733233516,300.77630409179204,300.4469746431775,299.1479553028746,301.4267980384841,301.67261808974064
388,299.7678157707955,299.04689037896384,,,,,298.593866991262,299.76326620246635,302.36920878518225,299.54899399527363,298.913201212242,300.1324062225608,300.0403739250132,299.42756498312326,299.04334313304895,300.0651175381366,302.03794297948895,301.3315822714158,299.84942521459556,300.9129267807791,300.3090361398063,299.90620849367787,301.60306668156596,300.822843969963,300.65050442740176,298.5928493674385,301.1913261504065,301.86634897394856
389,299.56424807539776,299.1445392538732,,,,,297.9981605860248,299.249659913414,302.0414823232489,299.2129877524396,298.18905080644294,299.7047150933674,300.031635319111,299.32636598569877,298.6505479846276,299.59462421858734,302.1757876397665,299.9270080239451,299.9118040874386,300.8273822499055,300.3551959364465,299.7277035042292,300.8308122755578,300.68042528715523,300.6201672506566,297.9629702295854,300.5913508303816,301.66587430608706
390,299.1801682991903,298.871590458072,,,,,297.4366025930478,298.3722709844839,301.35487291197103,298.6560273424461,297.4334308197565,299.3212586545035,299.82322992851,298.913137598839,298.04119603397663,298.9698043969986,302.14473939678055,298.32974564109145,299.7568449339074,300.31501696701395,300.2045580148543,299.40654455720505,299.6770290014694,300.24911242413833,300.28241274736246,297.5004987288948,299.51601522114316,301.23701690162574
391,298.9646537565507,298.4665636573902,,,,,297.1753931138021,297.78816922527534,300.773191010919,298.2461089743133,297.19102499585165,299.11538571850457,299.5472452836221,298.56712774551926,297.7170986810236,298.5616318071424,302.14010519566506,297.2763625570826,299.6898202562286,299.73984600731256,300.0428772937566,299.2383262401144,298.95228310538164,300.0342680030098,299.9629829641595,297.34655391923957,298.6988874165363,300.7144815202733
392,299.0292285258173,298.34556234408154,,,,,297.4180895888944,297.81948738689147,300.68609958242655,298.2656418122987,297.49730172508924,299.2650601267672,299.54061580253415,298.55695098045487,297.91453667972775,298.69738604079697,302.3100554314844,297.5227160573941,299.94809406610676,299.4927389282422,300.1298615189806,299.427963995247,298.88627068975524,300.20113073297546,299.9528638164324,297.6392023622741,298.57628183708266,300.6376254151108
393,299.37522357909563,298.78548065762953,,,,,297.96313307328313,298.3206051861394,301.19923403776284,298.7611174517196,298.1699268550837,299.53628109477404,299.8893222226561,298.9238142631012,298.48227374030256,299.25436183271705,302.49270206480514,298.17483858121824,300.4934318422492,299.6997747759447,300.5212417129168,299.8624469608069,299.36675357944,300.8640186394211,300.29799133902594,298.2021555463494,299.00860687214754,300.87551212864406
394,299.89457251182927,299.39852439449714,,,,,298.60744201302094,298.9272475745175,301.7127740903524,299.36341858618226,298.77464970926627,299.918864130687,300.39611859439367,299.3624102725745,299.1412869678324,299.84821406992,302.5954160550955,298.8308579031932,301.01008038737274,300.07488129006833,301.0941452375187,300.3890619123947,299.90024739800054,301.5301703045654,300.6931847962274,298.6814499885329,299.59717979079943,301.34936917368555
395,300.1675785473426,299.8434549904104,,,,,299.1390182713913,299.44954415534227,302.09242150555394,299.7296048133153,299.2141916757763,300.18107497707865,300.78443480866434,299.6843259645747,299.78445804043014,300.04804204222233,302.58485941294293,298.8797603303255,301.3293463147406,300.3646239321525,301.48863778443734,300.7365147976648,300.22971868896474,301.9166677298927,300.93827811716505,298.84613389934515,299.7847143025336,301.73119585070157
