Experiment,piControl
200,298.68173505850444
201,298.9844661387844
202,299.34315971577195
203,299.4571808249116
204,299.4759623502894
205,299.72936706210993
206,300.14104872745
207,300.6159166555335
208,300.85159617178437
209,300.83319689424314
210,300.55252220755665
211,300.18514693097984
212,299.92299052175605
213,299.83970209807757
214,299.8804257093034
215,299.922456670213
216,299.9447765930483
217,299.8419823753721
218,299.9685292500803
219,299.88289702759806
220,299.80984043940254
221,299.4529626857675
222,299.15127539715246
223,298.98028988227725
224,299.1441908738545
225,299.4555454203294
226,299.7193346798963
227,299.8230458974635
228,300.01646163273955
229,300.32849598639547
230,300.6568547997754
231,301.0154443539472
232,301.0887768070174
233,301.03850900425084
234,300.8139339842576
235,300.72930631570244
236,300.7371455789762
237,300.9056535277157
238,301.2488864662873
239,301.5310887353117
240,301.64329076187465
241,301.46430880932866
242,301.20330606953127
243,301.00622560360944
244,300.83273877375217
245,300.29235787946465
246,299.4961384066253
247,298.93339496761763
248,299.0140445841116
249,299.3603909635644
250,299.5715839555812
251,299.49150406749635
252,299.54942645469924
253,299.7804667538082
254,300.3224658693394
255,300.59942001212363
256,300.7419536883919
257,300.54825999124404
258,300.31420137523884
259,300.1272272730178
260,300.18784552400945
261,300.54911024458704
262,300.96189607824175
263,301.27789175399556
264,301.42734608487086
265,301.36347960419243
266,301.18180442758336
267,300.9881618745435
268,300.4588915946624
269,299.86599602008647
270,299.21554915791836
271,298.9007581697916
272,298.7997911682134
273,298.72433460448195
274,298.6840198101409
275,298.58800685432726
276,298.57260696380723
277,298.79149294939714
278,298.9564443798402
279,299.2304051904762
280,299.3737940825751
281,299.5175499417804
282,299.432261894854
283,299.27016258718874
284,299.32486230731894
285,299.5943357819569
286,299.8897663686965
287,299.8894869501303
288,299.9048185274959
289,300.02721054676203
290,300.47918370305064
291,300.723507317056
292,300.8483414680597
293,300.7970411824454
294,300.6298633120102
295,300.4080263912708
296,300.1479030563141
297,300.1562413260542
298,300.28776439418584
299,300.3431885947671
300,300.3454751632712
301,300.43327563107067
302,300.4623724739298
303,300.3091052650775
304,299.9023373405605
305,299.51552176545357
306,299.1514682794428
307,298.8904622798841
308,298.85132093482633
309,298.95551723022464
310,299.00555405331494
311,298.87410355419763
312,298.7988732408014
313,299.2468788887796
314,299.69705398402783
315,300.0204361609423
316,299.80461711184574
317,299.5743950907748
318,299.279455054871
319,298.97317254555804
320,298.70165010233353
321,298.7271172047646
322,298.82205401842214
323,298.93920946574167
324,298.9166055551195
325,299.1692892992625
326,299.58089681514093
327,299.9778872376608
328,300.1474797032672
329,300.09678516459377
330,299.8897353546708
331,299.64798158063905
332,299.63657627348226
333,299.8617214746603
334,300.14731070475244
335,300.2875077807593
336,300.27738385982354
337,300.34552737375077
338,300.5067889732841
339,300.75179452258277
340,300.5777183035752
341,300.13869423282426
342,299.38474298767636
343,298.95659129999393
344,298.9030091830252
345,299.100867242995
346,299.3282470839042
347,299.36112691740135
348,299.5097614443618
349,299.70531514851774
350,300.04711721503105
351,300.3687658292236
352,300.5550461184055
353,300.5247625211245
354,300.1855700224564
355,299.72184083715086
356,299.49550009646094
357,299.58260179386673
358,299.87993904566514
359,300.0729805841663
360,300.2481047259856
361,300.4742031689446
362,300.6505329746552
363,300.73905343203745
364,300.46634604289085
365,300.06327073549807
366,299.4384146125445
367,298.9918576140547
368,298.7092175527461
369,298.83631375394816
370,298.99774957947415
371,299.07101509482624
372,299.0887685637303
373,299.36592086249203
374,299.91071453483
375,300.2699282945534
376,300.33021209746016
377,300.05609603440104
378,299.66831759818774
379,299.25363896534714
380,299.16168630545013
381,299.3310840556682
382,299.71159634222437
383,299.9669815138023
384,300.19009443450517
385,300.3386001249192
386,300.53446250906774
387,300.5631618524623
388,300.48015225316277
389,300.2487956288571
390,299.9442308458436
391,299.63431412895153
392,299.42691476362717
393,299.42816009920233
394,299.5551432704886
395,299.60844830001594
396,299.6852614982633
397,299.780281204647
398,300.1982999382974
399,300.645351753652
400,300.95280755343714
401,300.72538214832304
402,300.261612433455
403,299.99378234763253
404,300.14428220753484
405,300.60235467180667
406,300.9984705843635
407,301.2081415006135
408,301.2876062792201
409,301.38415611977933
410,301.3486773478077
411,301.207677403031
412,300.69304457050606
413,299.95732851061894
414,299.2923638549726
415,298.8316523270383
416,298.76314157167604
417,298.9059453225734
418,299.06039499679287
419,299.0248467747295
420,298.7443225318718
421,298.82323571656326
422,299.035109171735
423,299.25488978734273
424,299.20149604844596
425,298.9372430419494
426,298.33270866402535
427,297.64295040164995
428,297.1843375498563
429,297.33117558376915
430,297.6747638793837
431,297.92556265570926
432,298.16570192200624
433,298.51740813342
434,299.1158102874485
435,299.53162334981624
436,299.79188766624156
437,299.8472573624211
438,299.8158803887475
439,299.7297625637687
440,299.70671372852513
441,299.9141919987428
442,300.1487766031617
443,300.34255921447425
444,300.44968264950563
445,300.49120018578907
446,300.62774269568587
447,300.97716297859375
448,301.2447344786846
449,301.1899787435047
450,300.6825519714461
451,300.2275365987739
452,300.160620208434
453,300.3964409943134
454,300.7496836596976
455,301.00564808895575
456,301.09077237469
457,301.0723014396806
458,301.0983647226408
459,301.07123890405984
460,301.0078092342312
461,300.597028466867
462,299.97748516409916
463,299.46908724644226
464,299.35846034430466
465,299.61420829177763
466,299.8111806391648
467,299.8543808661131
468,299.9436972923443
469,300.30090189010224
470,300.68405711931354
471,300.8551761099498
472,300.6545135165272
473,300.35836899738354
474,299.96223762473363
475,299.64652334905634
476,299.6634980803453
477,299.94761212651906
478,300.2798435857099
479,300.32146739623494
480,300.33821980367367
481,300.3197282091055
482,300.2861409871154
483,300.14240263319994
484,299.86879894198574
485,299.6061995656064
486,299.27949878787257
487,298.95262769446066
488,298.796065580233
489,298.8039795655083
490,298.96500922621317
491,298.9955936239124
492,299.1882088390326
493,299.58749560846945
494,300.1041444294651
495,300.4355447413247
496,300.51022487675345
497,300.4065960810779
498,300.1869279265773
499,300.0827652457834
500,300.188404937679
501,300.4903495572411
502,300.7370547320472
503,300.7297151944133
504,300.6423682110448
505,300.6324564794334
506,300.7721417825924
507,300.97926532713564
508,301.0042399046565
509,300.8612282725299
510,300.47624408068583
511,300.10957840319134
512,299.8652546513064
513,299.9248370237044
514,300.17546354671623
515,300.41341182561155
516,300.5116258089367
517,300.6685803410259
518,300.78997556508557
519,300.82648526296003
520,300.4442565539321
521,299.9203642681746
522,299.33656491051863
523,298.93196727306446
524,298.71904420184575
525,298.7487107178278
526,298.8805482267266
527,298.9934008835144
528,299.10390094455175
529,299.36439739738677
530,299.76204438602053
531,300.0412429597912
532,300.1660641142612
533,300.01783955474184
534,299.6572654065278
535,299.2394735404967
536,299.0786462755784
537,299.2381574042386
538,299.41163734793025
539,299.49524824333344
540,299.568853872018
541,299.83867725741135
542,300.10836758098134
543,300.07935055121703
544,299.82118933802366
545,299.4787245343073
546,299.3220164151214
547,299.2692677652555
548,299.30074402032704
549,299.50058132518757
550,299.68802354302505
551,299.7601011186433
552,299.6280259237342
553,299.69254316384814
554,300.18706224425466
555,300.6136150618763
556,300.85522957890277
557,300.6460675080657
558,300.30123551810385
559,299.83614533204883
560,299.6677539282897
561,299.9180925190877
562,300.3954695165432
563,300.64334209935555
564,300.62697795995877
565,300.6025293469347
566,300.5608555471295
567,300.59180807651114
568,300.4804523419298
569,300.4130421371969
570,300.14975503748315
571,299.8626438181605
572,299.6814588893486
573,299.82710135126604
574,300.1261128537863
575,300.38060109618596
576,300.6450295547997
577,300.7210581306821
578,300.87963936833586
579,301.011613751276
580,301.0382953324053
581,300.84444419947346
582,300.475793596044
583,300.1333050051357
584,299.97230499443975
585,299.9357667113666
586,300.00287268401536
587,299.99808935183586
588,300.0150657730917
589,300.08976747959065
590,300.1526008615046
591,300.08671518284854
592,300.00500504245315
593,299.67107053579934
594,299.16446237885134
595,298.5864205844485
596,298.5358398093222
597,298.8318180580979
598,299.135794451953
599,299.07875764067666
600,298.98860288937067
601,299.0457486990525
602,299.5105832768944
603,299.9073172947716
604,300.16593660793046
605,299.9420204377895
606,299.4777780827753
607,299.0844971523042
608,298.95191487027455
609,299.1757858215879
610,299.3684190105018
611,299.4144740273602
612,299.4470159237636
613,299.670598846249
614,300.11525175277126
615,300.5023259338764
616,300.6522225853391
617,300.4303767338545
618,300.1075150674746
619,299.84764503351033
620,299.9079062897756
621,300.0867908117559
622,300.226138092765
623,300.2128350037708
624,300.15576710937904
625,300.2604956639273
626,300.36508260150055
627,300.26985123161256
628,300.04497240658446
629,299.66939928512437
630,299.19342995832267
631,298.8140468515713
632,298.6716992704992
633,298.9195712958884
634,299.1857889938007
635,299.4612870815693
636,299.777950179005
637,300.06133105365296
638,300.23723281588985
639,300.4038252499733
640,300.45380252166194
641,300.39193745918885
642,300.04266708517383
643,299.61670833531815
644,299.4986474281547
645,299.7218608899313
646,300.1411293406533
647,300.4003176302875
648,300.5656463309212
649,300.80080768918907
650,301.07258700957397
651,301.23914540834966
652,301.16801425735565
653,301.1477472607199
654,301.186113884073
655,301.1233958441888
656,301.1385689153631
657,301.22458632280086
658,301.5397471735036
659,301.70005017950217
660,301.79894847661217
661,301.7347955451157
662,301.6693786473293
663,301.46409324721867
664,300.9045881220606
665,299.85899688784025
666,298.64709679174524
667,297.72512252043697
668,297.26013068661683
669,297.22371142575304
670,297.491544408212
671,297.80943721127005
672,298.2314272084183
673,298.5663067667256
674,299.10432499446677
675,299.5168817850283
676,299.87464375864005
677,299.9080960535982
678,299.64529749101627
679,299.40980643779585
680,299.3277073374941
681,299.4825878591633
682,299.6642696681451
683,299.81370437855145
684,300.01454950990245
685,300.1747018577169
686,300.39217066611667
687,300.44018272742284
688,300.3935227626583
689,300.06868929901844
690,299.59373870679286
691,299.198825986135
692,299.0334162441753
693,299.1809402383731
694,299.29732224214837
695,299.34703815789976
696,299.3787744551378
697,299.65283846811946
698,300.0263739349561
699,300.3570757826514
700,300.4879871433051
701,300.43249970966275
702,300.15821180221707
703,299.9247998501799
704,300.0162857199034
705,300.51464174130035
706,300.95753749483646
707,301.2135345849224
708,301.2284969477646
709,301.28527412896125
710,301.3637323151744
711,301.4569508833811
712,301.305439509266
713,300.6894426819653
714,299.6788648336601
715,298.75080804031194
716,298.3839510793494
717,298.51208411466547
718,298.7540875898149
719,298.81571931727973
720,298.7596863889459
721,298.8450515827616
722,299.201863419637
723,299.62074881083703
724,299.80621852852954
725,299.6574608348131
726,299.26819004825137
727,298.90906586474904
728,298.7148966764191
729,298.679057629934
730,298.6462147658694
731,298.4673330574562
732,298.3397507899005
733,298.6391696218778
734,299.1432198095594
735,299.540465520021
736,299.6060253524802
737,299.3778328951385
738,298.97473398890884
739,298.3506524299494
740,298.137279667893
741,298.2863814244118
742,298.71343166778706
743,298.87660775224407
744,299.0172761024733
745,299.2796189816474
746,299.7981866388291
747,300.27072628012087
748,300.44979019922505
749,300.2862559279004
750,299.9236126357336
751,299.59623952585395
752,299.5241990256873
753,299.69886835627887
754,299.9626816020458
755,300.14931399397454
756,300.2172938381564
757,300.3003460311936
758,300.65984412136623
759,301.0700033119862
760,301.4303372657632
761,301.26781598691724
762,300.98354602356085
763,300.6261608294817
764,300.53599944372786
765,300.67630219504036
766,300.96187596337444
767,301.16103371247726
768,301.1426497020362
769,301.03783652267697
770,300.93880590581324
771,301.0384161861743
772,301.1925594696333
773,301.21654043651057
774,300.9886914314625
775,300.823466549537
776,300.89852513443867
777,301.226333093484
778,301.57389993913534
779,301.8200295066424
780,301.9229534393623
781,301.7525007230701
782,301.5060782104531
783,301.21551608132336
784,300.5844867130531
785,299.44028868712024
786,298.27660244835965
787,297.70988351314566
788,297.78858455245876
789,297.8879589489918
790,297.8047370745505
791,297.7474712882147
792,297.97472808259806
793,298.6727528395432
794,299.2992353793565
795,299.6844426562947
796,299.59532732256713
797,299.1886271452286
798,298.475703793381
799,297.9236896040725
800,297.7242884545563
801,297.7942707266554
802,297.78081211414707
803,297.65743097874275
804,297.6696060988102
805,297.9694200680794
806,298.3863561904979
807,298.7032145934579
808,298.80580162292546
809,298.7464363537958
810,298.62749985148827
811,298.36669890171146
812,298.24697709736637
813,298.3189212567117
814,298.4942103090916
815,298.66611540267405
816,298.88601591218986
817,299.29543709375207
818,299.80103391530884
819,300.1095128195648
820,300.20967816771434
821,300.1081289181528
822,300.0325135980359
823,300.00808713078135
824,300.09304487563685
825,300.27923188135554
826,300.4967165421619
827,300.65494462088407
828,300.74619086464946
829,300.83323958238486
830,300.93026038046565
831,300.9781524147925
832,300.767216926868
833,300.382622627726
834,299.75350829106645
835,299.06958578030736
836,298.69927544580906
837,298.6592923070785
838,298.9143832130566
839,298.996626713839
840,298.9702345923497
841,299.0604358246699
842,299.25641689165394
843,299.45872122706993
844,299.5202288912647
845,299.443089565144
846,299.2694741060488
847,299.03194552354756
848,298.95357259738
849,299.18017552778275
850,299.5466884102093
851,299.83170304347885
852,300.0143944615554
853,300.11670026758003
854,300.3205546041923
855,300.64188586668524
856,300.90435334447295
857,300.9667935091366
858,300.7023712626372
859,300.3799635029388
860,300.16482758870274
861,300.1969643320019
862,300.34327894544225
863,300.4874019620979
864,300.6110075860424
865,300.857905991217
866,301.1098615346764
867,301.2347799605928
868,301.0068025459827
869,300.6219057195717
870,300.0962138444475
871,299.6677746607067
872,299.51104359310176
873,299.7523566043905
874,300.15292750986055
875,300.4057506536952
876,300.4185760370722
877,300.34324932643045
878,300.2375361645007
879,300.19721997344874
880,300.00287023245227
881,299.5517005051939
882,298.8383398670383
883,298.3184600626317
884,298.2053560356822
885,298.50020919588945
886,298.761715098039
887,299.00304653881136
888,299.1907888265895
889,299.482512891971
890,299.718890884824
891,299.9746483834625
892,300.09233773302185
893,300.1227431870262
894,299.9339503546907
895,299.73204041899095
896,299.7186037968281
897,299.8668691610582
898,300.1061676447073
899,300.25025811520135
900,300.3774746452232
901,300.46884340056744
902,300.45130318639485
903,300.0751996710333
904,299.69157125100816
905,299.2251004884722
906,298.75171859055087
907,298.06238281329917
908,297.7201824638491
909,297.68870472176127
910,297.9250591084329
911,298.0651717425954
912,298.29821850994443
913,298.61632621836344
914,299.0587852635677
915,299.4611856493946
916,299.7306905600877
917,299.6102000516268
918,299.21248725291696
919,298.7790906222924
920,298.57050880855905
921,298.64658870197735
922,298.76865820047163
923,298.86790810115156
924,298.9788134365576
925,299.2039206304975
926,299.5859113573611
927,299.94438167590215
928,300.1838897158343
929,300.15480544168486
930,299.8458754938636
931,299.520818557862
932,299.49248581433375
933,299.7923029952478
934,300.2575033102158
935,300.57896415486294
936,300.8567190498226
937,301.04476852794005
938,301.24876587337457
939,301.3767320336594
940,301.31729727463613
941,301.17261540978575
942,300.96645703914623
943,300.8956998847255
944,300.8876106679315
945,301.1089247039076
946,301.4049213396815
947,301.62663221818053
948,301.5950076559703
949,301.3130194573958
950,301.0908395734131
951,301.0055722713179
952,300.89983025356094
953,300.54734796918706
954,300.0087218795405
955,299.5475293599963
956,299.3275535173538
957,299.30240741111123
958,299.35347150161493
959,299.2167079184247
960,299.01584349685953
961,298.9932705833559
962,299.35981278635717
963,299.7167967084743
964,299.87476910359703
965,299.69553493707843
966,299.4759174980249
967,299.3503048327361
968,299.321977957313
969,299.4719024013141
970,299.6146306702065
971,299.7337689318301
972,299.76381595538373
973,299.98291677743356
974,300.41244749865535
975,300.7364978562891
976,300.92088011078084
977,300.70586429610785
978,300.29152050919015
979,299.72302516150626
980,299.4740600478287
981,299.58510614056604
982,299.8759205745614
983,300.0483781582027
984,300.20429452865363
985,300.36543838994663
986,300.51920839107
987,300.45265829492195
988,300.20287566649785
989,299.7971698069027
990,299.4505977921786
991,299.12570353992595
992,298.95409693260217
993,298.91311688202336
994,298.8815941803134
995,298.8898496506915
996,298.8483690780017
997,299.08061028678713
998,299.481354928042
999,300.0269681132534
1000,300.41969176694266
1001,300.54857321405274
1002,300.3930160480677
1003,300.13201836575985
1004,300.0639303816541
1005,300.2659998298914
1006,300.57418699186763
1007,300.70491269944705
1008,300.7653589324934
1009,300.8443287695555
1010,301.0033093166223
1011,301.0657022870367
1012,300.8395531371831
1013,300.57782226138414
1014,300.1290244589633
1015,299.78501054717543
1016,299.6567598014931
1017,299.90041424979273
1018,300.370216121658
1019,300.5936123865694
1020,300.6956268258962
1021,300.68509272075784
1022,300.7105906074185
1023,300.8340071127009
1024,300.7347955971831
1025,300.4069300759989
1026,299.76705044916184
1027,299.33312245496035
1028,299.1908314543314
1029,299.3920968790915
1030,299.61216084962206
1031,299.75692285371
1032,299.81938235924673
1033,299.8158076816222
1034,299.8694251241111
1035,299.855546736847
1036,299.91846642975395
1037,299.7370242018813
1038,299.2486296412763
1039,298.7825059716212
1040,298.57125508108294
1041,298.82950198437413
1042,299.03839207232716
1043,299.26397918938596
1044,299.4252211692121
1045,299.6479806898372
1046,299.7932309832693
1047,299.9320833237596
1048,300.02482143439465
1049,300.0392926786149
1050,299.60429823928706
1051,299.06145588787723
1052,298.69771953459787
1053,298.69722011375393
1054,298.79160742400444
1055,298.8032844172603
1056,298.93232779353593
1057,299.1336708851891
1058,299.46997198041504
1059,299.79749257591
1060,300.0614533662552
1061,300.112054644457
1062,299.8412067319176
1063,299.57825039944106
1064,299.517309557429
1065,299.8540017197534
1066,300.2345857839584
1067,300.4773579110033
1068,300.51368235998706
1069,300.5094908796697
1070,300.52027030395647
1071,300.4189696479918
1072,300.13512534415594
1073,299.7764868062325
1074,299.2858846010982
1075,298.9179208920746
1076,298.7877518974752
1077,299.03836915504405
1078,299.3134107828019
1079,299.38330594040804
1080,299.38183514149637
1081,299.4649270840637
1082,299.8900657876615
1083,300.21866126644977
1084,300.3803019068304
1085,300.0263633882431
1086,299.57109070219747
1087,299.25660893311226
1088,299.26807025635435
1089,299.53852091018183
1090,299.75148062462245
1091,299.8049415849318
1092,299.90993793578815
1093,300.17486916748663
1094,300.5142414828784
1095,300.70597999900514
1096,300.7923960550057
1097,300.7670076501808
1098,300.5349668898791
1099,300.3311244227994
1100,300.37937186821375
1101,300.74508822164285
1102,301.09883425033513
1103,301.3011413243097
1104,301.41777099717115
1105,301.32973631628687
1106,301.1863814338072
1107,301.0373416592607
1108,300.8869636916388
1109,300.6046410070968
1110,300.02816871926035
1111,299.7380126474457
1112,299.73411324138135
1113,300.0086385182885
1114,300.1570163914286
1115,300.1642945150925
1116,300.30596117429155
1117,300.5002359165095
1118,300.8715655424323
1119,301.1445524930544
1120,301.2243719945202
1121,300.90243635644737
1122,300.3061191765441
1123,299.766617287441
1124,299.59241114313477
1125,299.8285044760518
1126,300.0716787588722
1127,300.13997085695377
1128,299.9052994948261
1129,299.81719414272516
1130,299.9758724323467
1131,300.30023053488816
1132,300.44285220609174
1133,300.20900835597683
1134,299.7714815700671
1135,299.5247427339011
1136,299.6666680174493
1137,300.13772054016147
1138,300.65850015789783
1139,301.0400674653024
1140,301.2117707745247
1141,301.28742323955635
1142,301.3126445682308
1143,301.20851706029254
1144,300.66715131662346
1145,299.95895893298126
1146,299.2744049403761
1147,299.0456416559438
1148,299.0713116244596
1149,299.2047917376433
1150,299.225920127085
1151,299.06990236141183
1152,299.1330797037931
1153,299.3571771869258
1154,299.72643503552285
1155,299.9571477234183
1156,300.1178067034405
1157,300.1230177856607
1158,299.9617430270983
1159,299.7290101439831
1160,299.70994508509574
1161,299.87383429108496
1162,300.19172390268193
1163,300.408873696482
1164,300.6755340240417
1165,300.78816240639674
1166,300.874839367654
1167,300.8662591350683
1168,300.82267339602816
1169,300.68339060676624
1170,300.2752447780592
1171,299.81505775404366
1172,299.55498107802265
1173,299.68118510130694
1174,299.97154813976886
1175,300.09754395068313
1176,300.16717842225745
1177,300.35637198836076
1178,300.6735318918789
1179,300.8869090579542
1180,300.76270361567936
1181,300.45760359248084
1182,300.10609609529706
1183,299.87946143140584
1184,299.7391291348803
1185,299.724948156469
1186,299.87473623352315
1187,300.032864763885
1188,300.2662642540783
1189,300.4703867056508
1190,300.85062955347
1191,301.01168824059937
1192,300.94878227759955
1193,300.5984616804482
1194,300.1315088172705
1195,299.59970311676193
1196,299.2936974141227
1197,299.2908164358019
1198,299.523375651491
1199,299.6287632909005
1200,299.70524313057734
1201,299.7737774223993
1202,300.0816663176467
1203,300.3485718495007
1204,300.51740893036833
1205,300.3432353271687
1206,299.96553369435384
1207,299.6033894384106
1208,299.55078114458934
1209,299.85890436489916
1210,300.26440380702564
1211,300.48263020908723
1212,300.5360202881417
1213,300.68690472422395
1214,300.98554475645255
1215,301.10062519453913
1216,301.03670476681333
1217,300.6632708444716
1218,300.20484265405355
1219,299.71514620722274
1220,299.54844628615996
1221,299.8046747037435
1222,300.1979022407781
1223,300.36351475868804
1224,300.3680867737545
1225,300.3888164597843
1226,300.5253052903925
1227,300.37429652453096
1228,300.0762242308694
1229,299.6044959071487
1230,299.25622768018553
1231,298.9137632496395
1232,298.79397664228276
1233,298.8500060344625
1234,298.8907243995399
1235,298.88900959065376
1236,299.06969016125186
1237,299.3156673050788
1238,299.79473891316
1239,300.14006681797673
1240,300.47874356452
1241,300.4074233295864
1242,300.1370718136179
1243,299.8607836065244
1244,299.7783632480227
1245,299.94051427494065
1246,300.2146068283067
1247,300.4687630791817
1248,300.65156849686923
1249,300.8657620602776
1250,300.99463651563246
1251,300.9378350994768
1252,300.5944482792126
1253,299.9912825657562
1254,299.53521221707393
1255,299.1412107603082
1256,298.9822163191107
1257,298.98665781385915
1258,299.0832518808251
1259,299.1374732457959
1260,299.05040765397666
1261,299.04127428718016
1262,299.30306727230317
1263,299.7027743178291
1264,300.0750011212744
1265,300.1679535967807
1266,300.0476303833796
1267,299.8192909959976
1268,299.78644120537336
1269,299.9383636398098
1270,300.21855336815935
1271,300.39401727062034
1272,300.5142820676587
1273,300.66947753064346
1274,300.98120574956147
1275,301.1579563395345
1276,301.1668876407438
1277,300.91537627066447
1278,300.59314336309126
1279,300.32480195951166
1280,300.30545349783006
1281,300.53209773561184
1282,300.9314176438875
1283,301.20290834004237
1284,301.3352749248608
1285,301.24212988288167
1286,301.0855896643111
1287,300.92383220886603
1288,300.5210085555364
1289,299.99257754348537
1290,299.0500720672915
1291,298.4744994262258
1292,298.33715123372593
1293,298.6706504399895
1294,298.8787322670349
1295,298.82520357984555
1296,298.85458173788993
1297,299.2165305137665
1298,299.70176664615906
1299,300.1834655105712
1300,300.34241186996945
1301,300.2492688242567
1302,299.7206298876333
1303,299.3065945868747
1304,299.15698076037614
1305,299.3267660633611
1306,299.5560478104296
1307,299.7061215331075
1308,299.85062959249814
1309,300.0349492235557
1310,300.18427818487316
1311,300.27940457686975
1312,300.16586222221844
1313,299.9880429873271
1314,299.647159245694
1315,299.2305703449601
1316,298.908900964319
1317,298.9928021701863
1318,299.2545168253869
1319,299.5313250063061
1320,299.8277871545097
1321,300.14325105104155
1322,300.43945881030226
1323,300.5433661786299
1324,300.35218117733996
1325,300.01232978815955
1326,299.43843729323993
1327,299.0630167404008
1328,299.00845288321113
1329,299.1955630387169
1330,299.4550013359482
1331,299.46282257896013
1332,299.5318866837036
1333,299.4932197752626
1334,299.69273118517424
1335,300.04433248401835
1336,300.4608035065978
1337,300.5589178610306
1338,300.2695935951669
1339,299.93048179066824
1340,299.77988398324504
1341,299.95283487782706
1342,300.1652852661409
1343,300.26677820980314
1344,300.11269206835846
1345,299.7736276412361
1346,299.81223006845045
1347,299.84348214247143
1348,300.09753844566563
1349,299.9386604619239
1350,299.6923351815204
1351,299.4449113764096
1352,299.41355638146223
1353,299.64911848266496
1354,299.8795013151646
1355,299.9428605507314
1356,300.0167561807297
1357,300.2252631336924
1358,300.4478487270965
1359,300.4447560705962
1360,300.2318434521505
1361,299.8893024794783
1362,299.409171846015
1363,298.91463830272403
1364,298.65208580362145
1365,298.7747503984462
1366,298.95088746330777
