Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585
30,299.3287886676757,299.9979150045922,299.8229906796918,299.38074283367797,299.086164536275,299.22877988009225,299.3791783574406,299.27758702828373,300.6499900857702,300.20225895083547,301.0224440627994,300.62221324027183,301.3201200935287,299.5560280641346,300.37658444326127,300.2152577267805,301.1356220785315,301.18203480983067
31,299.1474441064402,299.58883165944013,299.11202650399963,299.1171801152073,298.8981533674527,298.9415844686937,299.1619930441273,298.76650898983144,300.2216449936291,299.7880099339288,300.9432686352713,300.39651127958814,301.07638798792067,298.6832639774921,300.24380288777246,300.10303051913723,300.14936854743945,300.9806251194636
32,298.98085472050576,299.3946439543686,298.792397786229,298.97554094783754,298.80436448248116,298.84819760758745,298.9608628846573,298.61182445374357,300.1902191417909,299.68003483907484,300.8612650592025,300.3666286311888,301.10250330639064,298.36506507539,300.2842841308379,300.11092149343114,299.5734146341137,300.9709986024931
33,299.0211305966521,299.56168934737497,298.695034536929,299.00447611184654,298.75214081462696,299.1407010089281,298.8773059030211,298.7391660012522,300.4680045080742,299.92307806721055,301.12877912639107,300.57894294148065,301.4264234161577,298.40982819743385,300.6218118407866,300.2954834740564,299.60770592904765,301.26396767342123
34,299.2575757798299,299.85739385015705,298.7138439255769,299.1339181349407,298.87470511173683,299.6167655882602,298.9358801841087,298.8573172638849,300.76907152640575,300.29475939566845,301.6287132628219,300.8026588578345,301.8780841963321,298.683846810736,301.0952657305558,300.7310921220853,299.8250974648208,301.7536911478791
35,299.3639889102412,299.94018737182756,298.64779368262293,299.3088245613851,299.0037577208063,299.9003644574101,299.0051199015629,298.87367018469587,300.9336378009435,300.5846739379728,302.0244049933396,300.773399538793,302.2520771184964,298.88521418602846,301.39008197602874,300.988071217636,299.8055253341911,302.19771577259
36,299.27936251278265,299.85298395105997,298.4073712794541,299.45805629126863,299.20201744256786,299.94657065774953,299.0910770463377,298.8701347650508,300.9662717131813,300.72751721915864,302.13352619962575,300.5981475539921,302.4617012329953,299.05274750318614,301.44070241566345,301.0149453123385,299.6929937039395,302.4815122553369
37,299.2910771898824,299.55392003558615,298.2507537597955,299.4621936969172,299.23874070157416,299.9894600209911,299.3906402911791,299.12417004790115,300.94171713099814,300.8315216674984,302.0335581649395,300.3637431100556,302.51312695318427,299.1581722854139,301.40617139980264,300.7876518530409,299.53781265261347,302.6067056735978
38,299.55899425776914,299.1170309278919,298.3838706181171,299.3922116825812,299.3670658996225,300.19923197341933,299.9485446693108,299.5326042390739,300.8663877389692,300.9595053101369,301.89473645926296,300.18339411419356,302.4778860464929,299.3702719597289,301.4066480671907,300.7022427225052,299.52823989289203,302.684734090968
39,300.0364320373249,298.7375931919787,298.6704184651513,299.36153274717026,299.5815827478855,300.4826986360053,300.52106023361415,299.8383288811722,300.7933542834829,301.1342578264287,301.8164179266046,300.15642285510273,302.3684102324057,299.59161970781275,301.57008180406666,300.75484282573524,299.58383023087316,302.7707125529906
40,300.4651878232115,298.6325044529,298.8615669382195,299.427126276852,299.9149448097325,300.6774034988557,300.88447393913,299.94959254602657,300.6722816582099,301.3251690901377,301.5675086088613,300.2786141248965,302.06931553899494,299.8442132530899,301.74631316335,300.8759596286353,299.6638963089706,302.77198846038226
41,300.7206562954177,298.7543248020069,298.83731006416434,299.5103991277943,300.1820633710211,300.55486220356937,301.0000073396405,299.8670078544672,300.53797421023575,301.4135759326745,301.1489435822535,300.52061327706923,301.48708483415123,299.91842023643653,301.8433333619739,300.8455621874545,299.75826266495534,302.45291927386546
42,300.769904316151,298.7959426843254,298.68645609081864,299.45567754676466,300.30842959227186,300.22164804164527,301.01923243289474,299.49335756704875,300.3471741384461,301.2793959696355,300.51321899447925,300.6244466567058,300.88519343927584,299.93251163951817,301.690780763849,300.57065999447735,299.74981301813983,301.82562403524327
43,300.8311729612404,298.61060598865083,298.42184233642246,299.44642848812146,300.3661492221585,299.94653529098923,301.0705640460928,298.97662674217827,300.23063738425145,301.1136475353879,300.13659171568275,300.5304994945018,300.47205441182535,299.9593594953233,301.3867163012921,300.2025247912848,299.60025014669515,301.3411645068041
44,300.9935524295886,298.5523364075952,298.25943116556124,299.5677421966829,300.5119850217099,299.98301483548823,301.19089983339416,298.65464460570433,300.39299378406275,301.150816188748,299.96452722409225,300.49287791513706,300.43559824065375,300.11087579725586,301.2226331173168,299.90829404816725,299.4753919616564,301.2801290744162
45,301.35798953383625,298.71658998625156,298.2565173693055,299.88983949091113,300.76634651306205,300.36950680137005,301.47197215888616,298.7830155346296,300.809676832504,301.59589416791954,300.18757033450635,300.69850849820244,300.69209536591796,300.39450179980287,301.4137589579671,299.951588024836,299.53368224340267,301.6399906150438
46,301.73852975827157,299.02569102859417,298.295898738525,300.2237178070159,301.1009465655505,300.8885204163287,301.91111606043495,299.1450627156857,301.36143818077477,302.24586077548315,300.5040489223715,301.11424606844406,301.10108558796304,300.7267279460109,301.8763248190942,300.20716364687735,299.80526826127607,302.1044284536294
47,302.04918269266693,299.18083432053004,298.22512119585366,300.4669011736043,301.37249695862675,301.407200727228,302.3511295397644,299.44504946022704,301.6956848253823,302.7275991763881,300.80370963421154,301.4928311420999,301.3863081999475,300.97473089800536,302.29043926563116,300.45334846891456,299.998942621401,302.4408052146966
48,302.19983726732676,299.3318033231096,298.18448708310626,300.53983677070295,301.3684615768356,301.7185182997664,302.62144416729546,299.54175407300227,301.78303356751474,302.90064297760136,300.93842502326476,301.7647862134059,301.44048507055476,301.1436047743233,302.45553017660876,300.5944464534729,300.16485422193443,302.48650873402465
49,302.16552027103023,299.44664997471006,298.3524365033275,300.4970248654375,300.92566510553576,301.8540120379996,302.7252892046592,299.5864614567425,301.69003332004013,302.73413731996305,301.00400456186617,301.9180168529745,301.4477288091593,301.2580878250768,302.39999213328946,300.69418173022314,300.4282725021221,302.0332395353321
50,302.0154848551592,299.53274184316734,298.60583592545885,300.381622493434,300.31456364646164,301.72053850962726,302.8359617213643,299.52142392062797,301.4838208334341,302.47246513632837,301.0904928107282,302.04795211839297,301.44780120634385,301.42887902488,302.1673073213844,300.9142948272029,300.767441195708,301.5272559912915
51,301.87661038108564,299.63955225616047,298.8524130049448,300.25781543667193,299.87109718025476,301.55019923121245,302.86252000509586,299.5864076347888,301.2750685587965,302.3051303404346,301.1188786194381,302.1161492556021,301.52585477889437,301.68751501163894,301.72642575791895,301.1794059841871,301.10210624927646,301.236090368211
52,301.48763251562866,299.8254308630662,299.05469785848715,299.9464990315578,299.65966679719804,301.1767949201713,302.73571697402866,299.6632392804124,300.99608510698357,301.9753100469747,301.1452067048158,302.0269558434236,301.51260544420353,301.9486075917101,301.28804807712163,301.491400935011,301.394948651603,301.1190597216228
53,300.78387930838363,300.0879756030627,299.226704745039,299.20964349298913,299.5275625150905,300.70898482452634,302.30668543564906,299.7872444230285,300.6484693888113,301.3794709367758,301.10329504399084,301.61624778207846,301.3580637358155,301.98496408984767,300.882128395775,301.7059426807755,301.5178540852301,300.7744497281463
54,299.78801231955885,300.12914963870946,299.2897282353142,298.2213346623548,299.2469875318966,300.0839464375579,301.7229015285988,299.8347840808407,300.2826129515603,300.5856965825241,300.75337634015955,301.06791570420927,300.98478250167295,301.73649205476335,300.426541249067,301.67416384357483,301.2528826581488,300.2687081055944
55,299.04589614343087,300.0185350906933,299.2856587474496,297.49580201892707,298.90605933945704,299.73369879683804,301.16163250123503,299.8634177134592,300.0894633361461,300.0182091669197,300.23225199761447,300.86168764343466,300.60146188856555,301.50388733977803,299.98217874425393,301.52222444996397,300.95449569971953,299.7534914587637
56,298.8295548401331,299.9980669895381,299.39645425387386,297.351423903528,298.7189501336174,299.79205371827317,300.888754351176,299.99701409479917,300.1678103018138,299.98575232129616,300.02000399971695,301.0580796548714,300.51030466420656,301.6119759022782,299.69864616767484,301.4004891849523,300.88175237747606,299.4732458581594
57,298.955825671836,300.2271380944075,299.6747338176713,297.72684337269516,298.8759881836584,300.1728671863205,300.87979592130085,300.2147458503319,300.45044890977886,300.3589455463855,300.3690000166277,301.44379981420445,300.74338609926707,302.0956540436372,299.7877852420741,301.50399918040813,301.2400526727471,299.37343442116344
58,299.1286151938912,300.60748247668084,300.0044124691145,298.14334388746573,299.2677629084422,300.563301581905,301.0632117649881,300.47094815594596,300.7555349411274,300.8730154411224,300.94370722053844,301.73591042668613,301.1193725854991,302.70928650809606,300.02173641691087,301.7905496782588,301.6710601001872,299.5940740347596
59,299.0356706488139,300.8990360030858,300.2233191854862,298.4623222566236,299.48811170975455,300.7307507284423,301.1910568745688,300.60854127621496,300.93932911409,301.26701791355885,301.2996877574282,301.90512875787203,301.3379813319088,303.10189413696116,300.1437731120339,302.0979867069833,302.0140153450555,299.80596864414264
60,298.8481600394826,301.108471406948,300.3617197170474,298.7315278921837,299.4288586779469,300.6439148666038,301.2824054492689,300.6545127107784,300.8891298504138,301.3357506059647,301.4507304020971,301.91299028010343,301.29565072794753,303.23449059229614,300.20749127982134,302.3006282624722,302.1758051685528,300.00477642902257
61,298.6038104637999,301.37105871834626,300.60154416637846,299.1006995672196,299.28754141544186,300.4132878968144,301.22806584827833,300.66886557165486,300.68893882231316,301.3578826250136,301.4434254600472,301.85266743316674,300.96947322144763,303.1008811077672,300.20401301357293,302.2977784816109,302.2805294962839,300.17513008518637
62,298.55210223273156,301.72330270710495,300.9104935082537,299.4551503683838,299.2808913631336,300.044724651146,301.1466840972991,300.6718815734625,300.57970106362114,301.2861363657566,301.32677215855,301.7710462508234,300.4916041075044,302.87250073177955,300.17379305281764,302.11618484604566,302.39432282125057,300.418192383803
63,298.80582811525755,302.03406631996177,301.1678144788048,299.74048627949907,299.40301881357715,299.6182312306109,301.08259378673205,300.5605812691589,300.62993906164166,301.2756114340862,301.1911391463411,301.6839823469508,300.1265024959077,302.45537081476374,300.194268693426,301.7477808280537,302.4496181948672,300.6392507489851
64,299.1797991753554,302.20312165463923,301.17596120649324,300.0317829943954,299.5368506480076,299.1502356021051,300.9490888500559,300.40974579295465,300.6975612880474,301.23299534971403,301.2066385424477,301.3863262440946,299.81446120494843,301.73936514265375,300.27641436083104,301.19706357459836,302.3797091670446,300.81261584809494
65,299.44719974967444,301.8744661954952,300.8941372918594,300.2333363619682,299.4491480728831,298.77639396588864,300.7047506932566,300.1982898852303,300.58767736417013,301.2065010870978,301.24442768900866,300.9806541415248,299.6440689683998,300.87397149150684,300.39200104478033,300.34184383398366,302.1061337684216,300.8120812343268
66,299.3822086287441,300.9436618458212,300.4169805677886,300.1569311904538,299.05137340035526,298.5461635026006,300.4806054283473,299.85695222486754,300.36349384005933,300.91138648715054,301.0967393409441,300.57913059040135,299.3059034309485,299.9277627304005,300.24033116316104,299.4736070242479,301.7304421659601,300.6380880402139
67,299.34077690917144,299.9655351948671,300.0965293689694,299.8702015903652,298.60389794811164,298.29871409516386,300.40143007766807,299.37706034357865,300.2367497738542,300.51152560493443,300.87835368095904,300.4361944254156,299.0786414516863,299.33095153420396,299.95376300945986,298.86990344644454,301.51255377145816,300.4171164023209
68,299.53625894060224,299.4149972954528,300.17190151605655,299.6886283891902,298.42525980547794,298.17970133040353,300.51614665506264,299.0143765518722,300.37854646522743,300.30317319170825,300.8308932710362,300.5542661003305,299.1213859361073,299.1566142927834,299.7961208283314,298.80808473244707,301.53102317488555,300.4242387425883
69,299.9973639552328,299.47605825105387,300.6077791377938,299.7617331846338,298.62156208795454,298.29512346046437,300.67018560281207,299.01161248386626,300.7730591308669,300.5039435705258,301.16318058593646,300.8784367720943,299.51659586173787,299.4401437314806,300.0168968814458,299.10695464692975,301.85564227686854,300.7666294942679
70,300.51155538875906,299.716185902531,301.0904753332889,300.0367264499571,298.87905543399756,298.66542558774563,300.96331433000097,299.25372820793916,301.24434391089136,300.8829380074517,301.60111152081305,301.19549571859784,299.9755215028775,299.83872697145785,300.40781455342835,299.37328434036675,302.24017694825005,301.21113447923676
71,300.8901786422852,299.8205432436855,301.394615473169,300.32606053637033,299.0410340901008,298.9975294758778,301.177818931294,299.4382865858922,301.5750777659264,301.11862005262043,301.90985369594654,301.38381334843217,300.160762016976,300.0569181380337,300.6514864798467,299.38260883661246,302.5503516945466,301.51380247606306
72,301.0006608702101,299.886474170598,301.3642180160268,300.5222112469214,299.1909687646555,299.2030051025596,301.2719957975477,299.614671219963,301.70621514630443,301.2637843384792,301.95206589996104,301.4837521680178,300.18930328019553,300.21329603598616,300.7528940989629,299.295745524811,302.6386285154173,301.5297886962592
73,301.04611934698875,300.0742654461906,300.9810215961139,300.59889403719745,299.47639211254204,299.4709467242447,301.19822983255835,299.8578502316347,301.7630875721027,301.3515919840214,301.87639845352834,301.2663769097974,300.33949811674705,300.5043131653047,300.6289338310196,299.34972634279,302.37621891001174,301.4148967878984
74,300.98154534881184,300.2543544212576,300.31410803600613,300.55992274351667,299.8522004529204,299.719453996591,300.92312996745136,300.12675573489076,301.8458844058885,301.41709775486896,301.93086181846166,301.02549402903855,300.55066651826013,300.92159605214033,300.5415362709353,299.6940293908347,301.9559922358338,301.264434572819
75,300.8931149042325,299.99440062908803,299.7871119418044,300.3180544395471,300.11219413516056,299.96617140579446,300.6810599134319,300.36246425930426,301.9450641046039,301.6107980627167,302.03207718140123,300.72702652335937,300.8373745227263,301.35641471458274,300.55159689644967,300.18915151581024,301.40829622620384,301.12336481952406
76,300.5839393881056,299.40003901066376,299.42819125934653,300.05761921514767,300.18831361340597,300.041413864084,300.3302491025992,300.576327353885,302.04465252674555,301.7969376006054,302.006116370081,300.6526611599381,301.05353960133283,301.67613141202787,300.7664875696334,300.6339023585933,300.90995531522395,300.97770153134314
77,300.2334160708346,298.7562565543495,299.1570940409477,299.81052725519635,300.030968801396,300.06302740476286,299.9929121895657,300.7869810210689,301.90907978537206,301.894245815234,301.64108131786776,300.38981042073806,301.2308117294005,301.7743666772744,300.9000704933935,300.9293119756961,300.4767901623992,300.7833644918281
78,299.7758179409862,298.26190497838377,298.7037165108665,299.63504955518556,299.76987526305834,299.96297711119877,299.65676704423856,300.85803370973036,301.3887749406051,301.57821394562103,301.09483337161254,299.9756965174972,301.1644476956809,301.68530308629016,300.6389137669467,300.856874220947,300.1959627200295,300.44764535363873
79,299.40650320331,297.8597502131574,298.26040988106564,299.5826967216473,299.5147034996875,299.9684622821141,299.37027516424365,300.7487097777433,300.7796104754639,301.15931128322217,300.52541651079287,299.6360043062767,300.995044868476,301.6023553228067,300.1809972982156,300.73238644559564,300.0677816208632,300.1781207311711
80,299.2954974078088,297.7040888297852,298.22199207878106,299.72624394262726,299.4883241449076,300.1529271220971,299.2998517303281,300.6630067124515,300.5861658274041,300.86041839359916,300.3001623767438,299.6829775438393,300.9865909862464,301.7491626309127,300.02335877381535,300.7409758610709,300.07979710960063,300.08799678138143
81,299.55206750565804,297.9007105553164,298.5266923440427,300.1007614751156,299.7551613681814,300.48980056683905,299.38764648263236,300.73245389790037,300.9241109988911,301.01105382398964,300.40964137487236,300.14722409481686,301.27911118921935,302.1144070910163,300.3509628965954,301.0635338230154,300.2729970649634,300.30494926009965
82,299.9244919775346,298.2496420291045,299.0484354809926,300.53836911111415,300.2176662556562,300.82143765484574,299.7073212017774,301.0058738663494,301.4703843956255,301.444376396363,300.7371122665655,300.6330499081354,301.8353420595568,302.63678323852673,300.8851545712194,301.48726945347806,300.51244032548016,300.5885705325382
83,300.186814851628,298.47534065701467,299.35122919611047,300.9078896669245,300.57756835050697,301.0397395234056,299.944093095169,301.3429134687408,301.8127095651932,301.9558209416676,300.8189986941499,300.89638421364225,302.31003010818137,303.01707680771887,301.23322303246374,301.76274947963515,300.67130662885864,300.76827859589645
84,300.2888441279092,298.67451774534993,299.5254862257821,301.12911966362003,300.6851519802566,301.10430249285395,300.0084021786256,301.6297001234271,301.93640127944985,302.3223018409512,300.83025027319906,300.9334765907213,302.5498487217934,303.11589780233004,301.42587693854574,301.81805551575945,300.67120678909447,300.68843868101567
85,300.4608779085879,298.88034456874647,299.57275365923095,301.1864046800743,300.6317983618746,301.1531119597593,299.9457868886457,301.992819857465,301.82918281918484,302.4948683254725,300.90154381131896,300.8594445203859,302.52697364982333,303.1032243781514,301.5832595153625,301.8108490584951,300.78606399929316,300.441880301014
86,300.5447427975252,299.1418939391294,299.6763005855959,301.085185646812,300.4336152151821,301.11469619759396,299.9700926631002,302.4099683832956,301.6479889237118,302.432681329105,301.1138936849322,300.80711815423115,302.45030111415605,303.1064434834404,301.4855677211397,301.8333244360508,301.1545994646535,300.164362202778
87,300.6238790140273,299.44095844114236,299.8132800834,300.9878254305874,300.4778199197631,300.9003877716286,299.8536717771553,302.8163479153243,301.5717711719171,302.17331313566376,301.32265189024326,300.7247287662346,302.4248696659195,303.27838145984305,301.2533096278098,301.8756896002107,301.6611250591729,300.0772501203335
88,300.54433359861144,299.7415615662708,300.0321796440417,300.9013463384145,300.51891915487573,300.3399339578115,299.68045884875033,302.9549304649513,301.5408748438347,301.7005971980431,301.49572099234115,300.56204938273873,302.12237625643513,303.3169727607196,301.08421427442926,301.8536688660431,301.9996917238968,299.9815183117532
89,300.3467679718555,300.0306667039799,300.0839650224097,300.75559779006636,300.61006508605806,299.5797517164412,299.248602979796,302.67059038389584,301.3388210897608,300.8805500361222,301.5605420509683,300.2431784505866,301.6668436677792,303.1645119650891,301.1104069310986,301.62086094288946,301.9612107081462,300.0103041482869
90,299.9787014844882,300.13352270627894,299.9067997934296,300.3511016829341,300.2910178528546,298.8187083310654,298.9207605299159,302.13156619919727,300.8874304456484,299.8624320026867,301.5077649280383,299.73257617599324,301.1581843255522,302.5150142087212,300.97853978475996,301.00225171864764,301.5822528290923,299.942427204828
91,299.57037227618474,300.2049975690718,299.629139830968,299.8778495347677,299.9358855893562,298.4022565205158,298.7126298777139,301.7595675027972,300.36519089251556,299.1010904188435,301.5143987534973,299.1162694647478,300.960080295044,301.7848572476824,300.59944325976863,300.4332481697958,301.05932389047655,299.95384804851545
92,299.38441648406547,300.32430674923603,299.62261859144036,299.61804077986375,299.87796156690706,298.2932137284552,298.7837858927931,301.8268404804558,300.04183179836724,298.9847612089466,301.74282320556966,298.7310184146027,301.0053131983764,301.39600014110226,300.307980613541,300.13514238806187,300.76067567431573,300.0610807377972
93,299.47348154591083,300.61566752834847,299.9865134243006,299.7828869519264,300.26264597770023,298.48177448726074,299.0317438172374,302.24907807227163,299.9334285902341,299.3286641645413,302.143352013331,298.7870051175435,301.23565235762607,301.5935886405785,300.4272097265743,300.43574706029136,300.7705388103041,300.37297458277743
