Experiment,piControl,historical
223,300.1655200322604,299.03789208584084
224,299.8640577487087,298.73808091274844
225,299.9342052883476,298.6045378559067
226,300.2387226004859,298.62576038387186
227,300.38840452398864,298.55762296696804
228,300.2968134864638,298.40826927530475
229,299.99339865312464,298.4285074135992
230,299.38628913844127,298.6474245753821
231,298.76675163126174,299.06885594104136
232,298.2872985372356,299.40240564814184
233,298.06644048008417,299.5804769605827
234,297.7945341901788,299.4654040194435
235,297.3372821707057,298.9894569112748
236,296.96408123426596,298.32736086879663
237,296.77926248162936,297.87286324669475
238,296.6340876450554,297.73706214489454
239,296.47354810022676,297.7404083938811
240,296.33565278264183,297.73370728041573
241,296.58631085466556,297.9750109736012
242,297.12293938067944,298.5777150188656
243,297.8614587799589,299.29204362905824
244,298.4902116997862,299.8979549264721
245,298.8659398097703,300.12661186271254
246,298.8906848429241,299.9051561842512
247,298.6088732511179,299.35358589059064
248,298.16719631193035,298.78085316097105
249,297.8208492031685,298.55788027202965
250,297.57205350212143,298.62045946704364
251,297.36504829847536,298.74331560982677
252,297.2344528334959,298.73877598804535
253,297.4440696347575,298.7401084720594
254,298.1734391600769,298.8380574008515
255,299.00998389772855,298.96207387571013
256,299.7445498301779,299.0359668002043
257,300.041873544902,299.06702862059075
258,299.8922692984235,298.90220600666066
259,299.485379623951,298.56720732219475
260,299.18106310436286,298.1431912044109
261,299.1493844514499,297.8762807819882
262,299.323176589743,297.7146325305432
263,299.33468313448947,297.4556452266564
264,299.3452134035993,297.25244749823815
265,299.4272188257435,297.32284317827356
266,299.6110740696718,297.7784707140809
267,299.8252933336117,298.41260014266726
268,299.8630846370766,298.95812592534486
269,299.64942526953246,299.25452537635084
270,299.07658992446983,299.1468623053197
271,298.4056617830243,298.69314595440204
272,297.8646878811428,297.9845236123584
273,297.6370530423046,297.38799596722555
274,297.6076280134934,296.96685259899016
275,297.50852752199154,296.7256354097528
276,297.39685150034416,296.613212557129
277,297.54750055760036,296.88742800537017
278,298.10806370034373,297.5253559698297
279,298.93598113300203,298.2559040276588
280,299.6085190186223,298.7939177267708
281,299.8516932714463,299.0377550628182
282,299.6027460367534,299.0497647272566
283,298.93705156739605,298.71354686957017
284,298.2988581289238,298.2203916921211
285,297.88508934030205,297.80224794789393
286,297.695420019032,297.64936815807937
287,297.48988336680435,297.5952696910178
288,297.33076701498567,297.5883039139492
289,297.54001198195994,297.78875652507844
290,298.1699119143421,298.2312355847496
291,298.9568310980789,298.638666371812
292,299.5785101320119,298.8848438421289
293,299.79679434840483,298.89216942506994
294,299.5404349831973,298.7955275750485
295,299.0402582503589,298.53482219095446
296,298.6572703823295,298.29624490248824
297,298.56555725364734,298.1583677494889
298,298.6752604358858,298.1239664682244
299,298.6286731019677,297.95089829449387
300,298.5557726697976,297.72611967853675
301,298.3960500734715,297.81028263743843
302,298.32918632087217,298.22892589017107
303,298.2941875010904,298.89033115381517
304,298.3461478364099,299.39355927364676
305,298.3048319912807,299.74990347581286
306,298.0761423332371,299.7353455766781
307,297.71535860494095,299.47827153000117
308,297.50906231701117,299.1437711648389
309,297.4413664081403,299.0280372493203
310,297.4147947795927,299.15066342972176
311,297.2692455535112,299.25577219112944
312,297.180765365649,299.2685088409244
313,297.33783882294034,299.3281919338303
314,297.816594662351,299.50019349511643
315,298.4046505919744,299.87133531005514
316,299.02296527992144,300.19905884898566
317,299.40845729106917,300.4556890574957
318,299.5294938172949,300.44633412790216
319,299.31951434879187,300.2484594524189
320,298.9986180048746,300.00653390844485
321,298.7508141876376,299.9078751425937
322,298.6108486476433,299.98952200700865
323,298.49857409397663,300.0124388819589
324,298.46871930161063,299.9228963653314
325,298.73515742737277,299.82561725653954
326,299.27024457758864,299.8858030852095
327,299.818081853459,299.9660976980406
328,300.13605524546443,299.9922342574602
329,300.1887203156682,299.761135985777
330,299.91640419344543,299.2773790087221
331,299.51765312827047,298.48559616321535
332,299.14296433295254,297.77049923632865
333,299.03552689579993,297.4098700879183
334,299.12922028384486,297.4563644845847
335,299.14506541584245,297.45949459015736
336,299.06196368614366,297.276298445854
337,298.8779631138519,296.99056738016645
338,298.835668979953,297.04836206780794
339,298.9508591010962,297.4954780551497
340,299.22586052100445,297.97720595043097
341,299.4959735639242,298.15334042588967
342,299.4730871218481,298.01013907670375
343,299.14971013388254,297.7990304619227
344,298.77266594349686,297.5892790114636
345,298.6686430835319,297.40938084430866
346,298.7275707983219,297.235084159739
347,298.6293243195443,297.02210686315374
348,298.42295874197254,296.92700292734634
349,298.36620709954155,297.16563659283105
350,298.6465903717704,297.7643005893835
351,298.9609186360164,298.4263794907661
352,299.1932012694219,298.97450463409535
353,299.10344759839114,299.3500614795028
354,298.78470658008973,299.5224795630448
355,298.198932964947,299.4808851665966
356,297.6490590280692,299.4112172104339
357,297.28874793046816,299.3787387307163
358,297.0743185993543,299.37289853434135
359,296.80870809555273,299.2995744729143
360,296.65315306029294,299.24011265497467
361,296.8306897892683,299.29634767062925
362,297.3633724300021,299.49762550709335
363,297.9356420585916,299.83516831541664
364,298.40528997518214,300.1554157929182
365,298.68052888981305,300.31516148904956
366,298.70750016333665,300.16021357024346
367,298.5661571264345,299.8036482529209
368,298.2833210493365,299.4985460760738
369,298.0554132042843,299.4208871838089
370,297.8749081696458,299.5572380354727
371,297.723877647498,299.6101038225668
372,297.65472031726205,299.56957499147296
373,297.79609194997494,299.46744998570085
374,298.17244569989674,299.42684675547645
375,298.66964669354905,299.316840033256
376,299.1027352663829,299.13960614650506
377,299.363497290805,298.6606663351856
378,299.28296874218137,297.99632827916247
379,298.9537406873854,297.4172441170724
380,298.64273697242055,297.05432241031167
381,298.57742484178044,296.9309857068711
382,298.644400346144,296.80458870424945
383,298.593199111254,296.7220735184692
384,298.4987853693653,296.8589711030981
385,298.50351329564285,297.30736513032844
386,298.74590330557663,298.12454952514935
387,299.0664412806769,298.9671354759046
388,299.45008787985864,299.66139408659745
389,299.6771935929569,300.01816601573
390,299.5233738848092,299.96301484220135
391,298.8956810106466,299.74333228790226
392,298.20307901040223,299.47059259761625
393,297.82714962355425,299.4481672726067
394,297.67147727360276,299.53762032103145
395,297.4515529967998,299.60103767772495
396,297.181635418084,299.56259456467325
397,297.2318060781645,299.51888063440424
398,297.76420886628495,299.5195067394242
399,298.54804292677585,299.3786566236813
400,299.2294330721908,299.2276493965214
401,299.5892625484816,298.91857649375527
402,299.5261855585708,298.5867939481206
403,299.1585183381548,298.1739359376759
404,298.6039989746368,297.88772659963695
405,298.2148997518547,297.81316750549405
406,298.0497950418217,297.773922100377
407,298.0374700903928,297.705543698391
408,298.01655122250764,297.61269696157717
409,298.10713656147044,297.8030094975725
410,298.4236729362667,298.457888211855
411,298.9439272505304,299.32655691603617
412,299.48450265290643,299.96421028898993
413,299.723761765216,300.06385015180626
414,299.5059992664023,299.7310525167554
415,298.9686798893205,299.2670963290679
416,298.3731217928919,298.9686821930811
417,298.01780655818084,298.8915723239363
418,297.84650190549155,298.97024492389687
419,297.70236188171884,298.8884085747056
420,297.6313401306957,298.7267901521389
421,297.77608020413777,298.6833080901394
422,298.2620911859563,298.8403058562465
423,298.95354702282367,299.0642837239079
424,299.55511074139747,299.1468240156052
425,299.8925958124314,299.20129274435453
426,299.82435649265926,299.16053549208004
427,299.4720515030356,299.0024816580015
428,299.047218546921,298.6953156674238
429,298.7624810819327,298.46486172956855
430,298.6438373608205,298.2976541603795
431,298.56154753219033,298.04225181892025
432,298.5120121445637,297.85103182963167
433,298.73852858359936,297.97238976063085
434,299.299702209871,298.44472137442585
435,299.9705288999011,298.90140302515005
436,300.646799225023,299.22986451542397
437,300.95600827765406,299.45173781620133
438,300.83453372194975,299.54816471275427
439,300.3560601649577,299.4421923087687
440,299.9475275562009,299.267734909954
441,299.9154057772002,299.20750917281384
442,300.1222754165514,299.3071985896933
443,300.2266179167409,299.399435345142
444,300.19960583124595,299.4797159902002
445,300.15585287970345,299.5891001194649
446,300.0062912485016,299.60860154571697
447,299.6315147539407,299.448689303652
448,299.1737983702565,299.0784255730369
449,298.8481286745994,298.70485446245334
450,298.5238438484577,298.1991544124874
451,297.9134407743333,297.69065070686105
452,297.26884767342057,297.2696388644505
453,296.87696382078667,297.10501809959374
454,296.735492755803,297.0190888106969
455,296.5922590747717,296.873729145107
456,296.5644632510665,296.78894427862195
457,296.96672612007717,296.99970803939345
458,297.66522370276715,297.4955262343581
459,298.4085888300572,298.1075276011961
460,298.9181105845535,298.6828350446482
461,299.1619317854433,299.0884257777107
462,298.9186598850295,299.1067220782668
463,298.41615691923965,298.8297068724772
464,297.80453791650393,298.3116312088728
465,297.3758482313638,297.9650694714954
466,297.0393208461366,297.75782919801
467,296.76358832839827,297.54068443528223
468,296.6615267415528,297.4082054060015
469,296.91500912868065,297.5434453747066
470,297.49375153977,298.0750070205447
471,298.14796572710407,298.63471196964525
472,298.69090492717083,299.06605716344467
473,298.98466535286167,299.25597871874567
474,299.0617570407316,299.1745509036986
475,298.936594753267,298.8336628279921
476,298.64716122186957,298.52282502019744
477,298.3390897892593,298.4122270436646
478,298.12165352414246,298.3335579685817
479,297.97002536285595,298.0150876428767
480,297.9298165018689,297.688619503604
481,298.1737959347169,297.7044862388654
482,298.74261497560923,298.0462193987208
483,299.49646395985513,298.3802792163825
484,300.03513407684653,298.6201205698005
485,300.3461832286361,298.661770800398
486,300.1120837104348,298.47014686583316
487,299.6977558566917,297.9893380829181
488,299.24352676601035,297.4317167713014
489,299.142736575534,296.9428885519408
490,299.2147210206087,296.5669016041439
491,299.2837316285442,296.282740192769
492,299.253152466847,296.1774771998486
493,299.1732422800318,296.39358270617987
494,299.19615695125975,296.88837873784695
495,299.34963050834324,297.51888436662847
496,299.5152222756076,298.07198578648257
497,299.4917138422198,298.4631799007845
498,299.2341713644551,298.6338540538009
499,298.8400848850833,298.6212159065338
500,298.49986984200524,298.41657115182164
501,298.3688615329675,298.214753445769
502,298.42390584519126,298.0320930979355
503,298.42403539421247,297.86500168648263
504,298.399532481473,297.78503961164034
505,298.49740568799047,297.99299830630076
506,298.9038600215445,298.5525379037926
507,299.46191667389695,299.19704482966193
508,299.9168376913862,299.7197826123056
509,300.13946337993406,300.0553196928072
510,300.0096525003005,300.0673844822525
511,299.6738125989323,299.78964683122757
512,299.3171103430747,299.46977126021807
513,299.0878696302879,299.37941310161926
514,299.0143720618083,299.47134111076645
515,298.8250336549129,299.4886060691173
516,298.6292918367774,299.48237988379924
517,298.650866992968,299.7059293174469
518,299.013205668092,300.09006363530386
519,299.49828058184823,300.5341226864421
520,299.90440099087823,300.70381413609925
521,300.0825913821256,300.5138987337445
522,300.0141744566564,299.9442754373254
523,299.66896953016237,299.2200948951076
524,299.30360890862283,298.62681587953597
525,299.23838856279013,298.2866115634287
526,299.44462135779827,298.11934195186495
527,299.62373685650215,297.94184710058045
528,299.5567008721127,297.7325352161001
529,299.4196862366709,297.76574490891295
530,299.29113940837897,298.1511757819273
531,299.096658397741,298.7120182051894
532,298.79924354528447,299.1669575400532
533,298.3784064442228,299.3264567831891
534,297.88527650659535,299.1934850415676
535,297.2818284546751,298.8329478973244
536,296.736546942469,298.3149526326697
537,296.46513276813636,297.9101788998983
538,296.3798710552276,297.6849538986177
539,296.4098123718191,297.63291915308804
540,296.6075351471599,297.6961252666276
541,297.13017737886815,297.99099209896485
542,297.86845099094216,298.48479331105614
543,298.4942481899325,299.02614967359756
544,299.1009097148221,299.5793135371891
545,299.53446539682807,300.0403034217358
546,299.6939758778172,300.22808502328525
547,299.460495033813,299.92497571655167
548,299.16099163252676,299.49515361711923
549,299.01695753322866,299.34611370890883
550,299.0092969257666,299.51925843014493
551,298.90673363885554,299.7505074377451
552,298.78911581856124,299.92351511513624
553,298.8858865604719,300.119933026441
554,299.197001686943,300.41892255648185
555,299.68487484596614,300.73085964175317
556,300.04349366010143,301.07169274635953
557,300.1389883696026,301.0849902809425
558,299.7126309963705,300.5682176376265
559,298.95908027474246,299.76163665530316
560,298.22596624799854,299.1920496919765
561,297.7815338778434,298.9951275279646
562,297.57551245298873,299.0451430083968
563,297.38145625189776,298.94512266270846
564,297.2750299281159,298.9034607323752
565,297.50252900723854,299.13751884176565
566,298.0588959236577,299.55449687965825
567,298.7646259154324,299.95600492773445
568,299.39100859865647,300.2477670827577
569,299.7248910506349,300.39781516995475
570,299.5859206807268,300.2240665919819
571,299.08171698322025,299.74819453503943
572,298.50943884561644,299.32248469969426
573,298.30264417849395,299.3402019344715
574,298.337740508299,299.6605353000085
575,298.36744752966,299.95580848549884
576,298.3109078312488,300.08854383765873
577,298.47401310213723,300.15590553660655
578,299.0554388565932,300.33311392495784
579,299.6740508242,300.59857341692964
580,300.1001478052552,300.92913205729593
581,300.1300886892397,301.09869681220295
582,299.88771174199604,300.8505157123828
583,299.4843939660784,300.2696424045983
584,299.22630273686417,299.80170749787413
585,299.2037227483297,299.80122402313583
586,299.36225549947557,300.16343508824184
587,299.38870257839113,300.30491402477054
588,299.3552848294711,300.1710795821429
589,299.2902909227167,299.93155258577787
590,299.27696679830973,299.7944285476596
591,299.21226885909863,299.75304655408803
592,299.1661360774438,299.6340745831524
593,299.07273377392727,299.49105882972526
594,298.76909458889685,299.19526374254957
595,298.36594660555136,298.7149152081481
596,298.01876917804015,298.118604596708
597,298.00872868663055,297.7203577948607
598,298.03204381218,297.5608405719043
599,297.9686118948012,297.4169950865691
600,297.86729285430175,297.25624468375855
601,298.0782794859054,297.3006509814756
602,298.5648984139546,297.723766095513
603,299.08766793393346,298.44008789370446
604,299.5258038296158,299.1479995160975
605,299.65788176112795,299.5873367970318
606,299.5430179720625,299.5452722266371
607,299.1887420877965,299.1661871101682
608,299.00062934607627,298.7380131842786
609,298.9803217539875,298.45538060515145
610,299.05623328390925,298.2958170087977
611,298.9183774066578,298.06870481008895
612,298.71606339407225,297.8485975498499
613,298.56080097233536,297.9121051330099
614,298.5468441499522,298.3606862150106
615,298.6857664736181,299.06626628470093
616,298.79317479371696,299.6913455985918
617,298.90539990679673,300.04692005337665
618,298.7777995133954,299.9583920742686
619,298.5128814773166,299.44721908395167
620,298.273561286977,298.85864663410484
621,298.26818846393724,298.56472551165683
622,298.36110841280635,298.5381808856975
623,298.35019820158254,298.4682608845239
624,298.32008473962725,298.26913431787324
625,298.5656106394951,298.24830535286327
626,299.05054955587275,298.60741787136857
627,299.6538009277986,299.1017472972505
628,300.10659102012823,299.4895650448969
629,300.21618057694417,299.58092026277996
630,299.7613139452556,299.358192831774
631,299.0060137530022,298.8918580556791
632,298.3242797708842,298.39495601194176
633,298.02332869111643,298.1257969936767
634,297.91201761776534,298.0175387342794
635,297.7321212002525,297.8509293630976
636,297.52516886834854,297.69884622938787
637,297.58540319920525,297.83585247000224
638,298.0749663974672,298.2127117966325
639,298.74878110708545,298.6316075269348
640,299.28340586295866,298.8744440141708
641,299.4444972464399,298.95029158752806
642,299.1939490128828,298.72817717437414
643,298.70985513413933,298.37412069408106
644,298.2068651350848,298.0673971452084
645,298.1163425250863,297.99006835547067
646,298.1392021607074,297.9477701648812
647,298.1181910036035,297.7438855125881
648,297.95988598821725,297.5763741244503
649,298.146247720962,297.7502364008579
650,298.66365960712477,298.22977972224595
651,299.299159724394,298.77711975411273
652,299.70088940193233,299.1286536179146
653,299.8077299306536,299.23123763144105
654,299.5002069186906,298.9813009091447
655,298.8750800216831,298.35836849259556
656,298.18490039507793,297.62987205396627
657,297.7083449235823,297.1078156368911
658,297.57569564490336,296.8187653699262
659,297.53776723475397,296.54498062655654
660,297.5731294657969,296.35895121546235
661,297.9051769065078,296.53933627742134
662,298.63590867685434,297.14965368853086
663,299.3153452231124,297.9219816349377
664,299.83051082320816,298.5521428294703
665,299.891079269778,298.89221123939774
666,299.72442549268607,298.85486404041666
667,299.3767786037974,298.46396528063434
668,299.1368533660922,297.88020274864874
669,299.1631701963909,297.3780997589971
670,299.378991245417,297.0713801237401
671,299.5129997089297,296.859771151023
672,299.5283540423597,296.75780726748854
673,299.5940659841321,297.0215645992885
674,299.7846970828127,297.7591841209563
675,300.0126287141814,298.5720019794414
676,300.0810734053795,299.21854849889127
677,299.9071612502145,299.54835040030343
678,299.4673795820511,299.63293050397965
679,298.8791961200236,299.609121531646
680,298.40565400122387,299.45056563797203
681,298.2571284321272,299.4137008794103
682,298.3581970010298,299.46919371807866
683,298.4201024388881,299.5417530586789
684,298.3261927147004,299.59138719945054
685,298.41008540560455,299.56658177812125
686,298.70178947848655,299.51571594108015
687,299.18345716962773,299.343740187212
688,299.4577488025487,299.0934837719997
689,299.5246158407086,298.7535094556972
690,299.351390037645,298.19935026923173
691,299.0600045390529,297.394252646355
692,298.8043258905179,296.52389631251754
693,298.6804809059079,295.96041735666444
694,298.66950921621515,295.7693284087921
695,298.5258001955821,295.8345940239105
696,298.29988643858877,296.03772485814216
697,298.16988238444196,296.48806362901274
698,298.1913627279275,297.14165706834893
699,298.4307429199292,297.88436514260934
700,298.5943077285164,298.661819769529
701,298.64272841155406,299.1591658193549
702,298.2935223013936,299.2649545716842
703,297.81822707951477,298.9390872840518
704,297.45278645932075,298.52865284380033
705,297.3467514568654,298.2384940015576
706,297.29480454221465,298.1699180928294
707,297.192136735626,298.1519317120956
708,297.13612957958753,298.16078486016073
709,297.33719550559243,298.39023856288696
710,297.83267503414277,298.90050639158557
711,298.5153961584712,299.5409279696518
712,299.1058730727627,300.1477004912082
713,299.4185453935838,300.42566733493976
714,299.20951330450544,300.3344269157688
715,298.71699673535346,299.92631908189355
716,298.05416342727887,299.58232277670317
717,297.6327677792935,299.4900406190859
718,297.3372411692432,299.53319834839266
719,297.10837329928813,299.57164515259836
720,296.98634660833176,299.57314644424565
721,297.11625845700723,299.666708170932
722,297.6642021642884,299.8650567979697
723,298.32192718957253,300.08299958010736
724,298.94377823631544,300.3770449182202
725,299.28481028327343,300.4450015900153
726,299.3486068100662,300.174858282132
727,299.15940745364577,299.56431856488825
728,298.8042817565323,299.1172833725459
729,298.4921329939504,299.0758135168074
730,298.3788556154324,299.23527731924975
731,298.31451340515264,299.31981421903083
732,298.32218997155996,299.3182952527629
733,298.54038209966205,299.3628869565825
734,299.0465885722143,299.36810036537116
735,299.77319080103734,299.1783173439522
736,300.36580149986725,298.9728214890274
737,300.7258501226174,298.8548843618477
738,300.7043590627398,298.673016955537
739,300.5023571665293,298.2416979361053
740,300.30447422357213,297.74926795751327
741,300.22795549468464,297.5202660659232
742,300.2960157048342,297.5073185842133
743,300.3298986254511,297.4589855914999
744,300.3283597185844,297.46399392971915
745,300.2070646780681,297.77885839193686
746,299.91359050178335,298.4419857726742
747,299.5967756469068,299.2585384386942
748,299.38300544187865,299.8224407137973
749,299.10406441563924,300.0529195864813
750,298.6691885480736,299.740161982719
751,297.9085121735108,299.20248760084036
752,297.2212612817635,298.4992321470182
753,296.78487173821696,298.0578255510688
754,296.6457824547953,297.85913390150193
755,296.63820466567523,297.80359801826677
756,296.6542661397874,297.7560693425058
757,296.99584229060883,297.9270782393914
758,297.62450394485603,298.41437737364936
759,298.45542932458403,299.02965530165966
760,299.01480944076576,299.562536966775
761,299.18601779898376,299.6644794441476
762,298.7683414238706,299.3763434693097
763,298.0180054491679,298.81276087766105
764,297.21403905423784,298.39556195866516
765,296.6302690026541,298.2801280474246
766,296.3106152167519,298.32854612414275
767,296.1170959450251,298.16095260554204
768,296.1284134307228,297.8517553593321
769,296.44401966402944,297.6987520891316
770,297.04722967550055,297.88482908482644
771,297.7123432719616,298.34792586777985
772,298.33364030129513,298.73761123269077
773,298.7115716512464,298.96894689644677
774,298.7455746219378,298.79751131685225
775,298.50991483268626,298.33778591467
776,298.14524368068857,297.8881831194385
777,297.8885150883144,297.7902490137201
778,297.8317699548443,297.9474730526753
779,297.88166720399346,298.1000716491356
780,298.01410560404764,298.138168990549
