Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp585,ssp585
1520,298.7762129676698,299.81958042558193,299.7944172688519,301.30903413745824,299.60902588822205,300.92102190647716,301.70176988158966,300.43422790785115,299.5265126348585,299.3570481055615,297.9174186906436,300.1871470828099,,,,,,
1521,298.53472024302096,300.0306563024301,299.8835613390449,301.36321374283676,299.5189829751245,301.1141773224793,302.0680130354555,300.6520308880103,299.4510146064575,299.18094986720723,297.3997212727855,300.14288323219665,,,,,,
1522,298.5367105634778,300.3981798333836,300.17701351217187,301.62828408500224,299.70384188517346,301.57464402146155,302.65904752541115,301.1198276048555,299.6330591218704,299.307748746686,297.1877414266749,300.3766331859219,,,,,,
1523,298.64763024584676,300.66663436526204,300.46198719156047,301.8977513695111,299.79397369325574,301.98195030870846,303.15452507159796,301.5018177112465,299.8827358283663,299.421367523855,297.14041856478656,300.55636820999837,,,,,,
1524,298.7776040637206,300.6626213696752,300.5277233804912,302.05361572174985,299.86343149346186,302.26454411190866,303.2959388337271,301.72366150036174,300.1653560714273,299.565258770851,297.243171628192,300.60650784116336,,,,,,
1525,299.0336048912929,300.6107724700701,300.5560249645394,302.13754061077157,300.05994008865747,302.4079116348118,303.1751311407577,301.78950183462666,300.5964564598715,299.8389531214523,297.6863613076793,300.4618360382458,,,,,,
1526,299.69379775307965,300.73549774458775,300.743660708851,302.23600631774883,300.53349393879427,302.50488753272174,302.9017863369733,301.9292695602431,301.1416076709548,300.31996043680584,298.4033063701686,300.3774907363456,,,,,,
1527,300.30226680881583,301.2349330267986,301.15167062899354,302.161384774998,300.9326628585972,302.4954334065634,302.73618042606313,302.2678615438561,301.66505894641324,300.8857939128742,299.0872596991106,300.414230301071,,,,,,
1528,300.67710702043036,301.73280447645107,301.3457176480527,301.7972030151705,301.262748610559,302.12044301195056,302.3005432086398,302.5781076204036,301.95112927503834,301.3125563761413,299.48770007927914,300.5687060295765,,,,,,
1529,300.4693885276237,301.9891601340441,301.1332840073607,301.19861575581484,301.1925686478703,301.40219228820143,301.4888276016342,302.58919079902944,301.8958476202591,301.4180437666587,299.6252134294846,300.61321087907066,,,,,,
1530,300.0401119293236,301.77007859132584,300.61601818226103,300.5122485386777,300.8694242053794,300.30031061362143,300.37575277841506,302.21411668873964,301.57081916257494,301.15622850805977,299.6044043894463,300.3955022426704,,,,,,
1531,299.49802416789544,301.51108913539264,300.1121176542572,299.9007902879661,300.31885624459164,299.36517740888087,299.5068571547131,301.70722458264345,301.13597649768485,300.65808210762157,299.5356163116638,299.9199689727915,,,,,,
1532,299.09841928271993,301.3477341422186,299.6698354856996,299.3452979310994,299.9297571732084,298.69271175181797,298.88919159240044,301.28557675744884,300.8494718143696,300.19501784362893,299.53142470549074,299.4815402893782,,,,,,
1533,298.9657987521978,301.633727441449,299.483895120528,299.044085799235,299.81868389393867,298.4688602054847,298.58185690797774,301.2354791201974,300.8290967644523,300.0948287298475,299.59587689095105,299.3768024650141,,,,,,
1534,299.0272309816378,302.0664362941346,299.41654001345074,299.0309613486044,299.9370427785387,298.4160441866215,298.50261254030914,301.4665992311157,300.9786428875472,300.2449570579787,299.6978251713694,299.56272644239294,,,,,,
1535,299.0827397180367,302.5936423563541,299.5331300790835,299.0893127785342,300.1405262091593,298.33693725869074,298.6556730368339,301.76487632709745,301.09388318778787,300.4421370137837,299.7457369216522,299.787136879333,,,,,,
1536,299.16788296753424,302.8037481723498,299.7181609835374,299.14093268165783,300.39863407972666,298.35509392883813,298.8273548192594,301.78350837551363,301.0743714269022,300.47497318657065,299.8561534599353,299.88343674711933,,,,,,
1537,299.50135747732446,302.8318503664968,300.0389004427522,299.31383518473973,300.863470976506,298.7487618424157,299.0917463297623,301.769493282582,301.2111183753504,300.4913749582981,300.1628377232341,299.92150765816183,,,,,,
1538,300.10077168743055,302.7585612212724,300.4917629001772,299.73882568537437,301.4424147779859,299.42727427330414,299.58076828503135,301.81472827778276,301.48566473509163,300.5696884049508,300.6089582644948,300.1423890431806,,,,,,
1539,300.6780958080589,302.8352041919074,300.8012862970898,300.23805455397104,302.0894349937868,300.23616363107527,300.07536093366247,301.85127342576095,301.7695749691872,300.7733651296044,301.1092512910097,300.40617867296413,,,,,,
1540,300.9895120805672,302.9143196023185,300.9049819173876,300.69742983482143,302.67428370959607,300.77138387810936,300.494759010453,301.7134997037322,301.838693249374,300.9638654496553,301.4595237774367,300.65516661758426,,,,,,
1541,300.7939531547708,302.5575250405296,300.6858885747307,300.88042415492527,303.0262411378005,300.9788444205473,300.57901939690515,301.1959328317873,301.7111107676754,300.9629602300443,301.55479670112646,300.6429016191993,,,,,,
1542,300.2117061302569,301.7392678998165,300.15986040962355,300.75063637379066,303.0364198229833,300.7398477046606,300.44893990302614,300.1689879685184,301.320624173539,300.66571604940754,301.2127071341579,300.34951095521416,,,,,,
1543,299.5804909011309,300.8528211325151,299.5316624334096,300.4484079518706,302.82501171562654,300.4073869912315,300.21889635931905,299.0167539769473,300.71108523620404,300.2175352078543,300.7558826101402,299.9166613359177,,,,,,
1544,299.0184642148698,300.3320314976773,298.9993300603205,300.3765278537689,302.7250235365289,300.2692015803588,300.13655685170215,297.935541682792,300.136194963171,299.91637073037765,300.48841041574553,299.5299574698679,,,,,,
1545,298.83199920752526,300.3095071022265,298.7807165721816,300.58853759578597,302.87830233344243,300.53615881959576,300.3785371942518,297.47553984429805,299.9360397260187,299.8254112496094,300.5893060311873,299.4694040649431,,,,,,
1546,298.80897716638896,300.60814194932664,298.7715069604585,301.03901722226306,303.26731456914837,301.07865890783177,300.79564077275535,297.24476449261397,300.06727706945213,299.98982382089525,301.0513322997746,299.59108087755277,,,,,,
1547,299.1057502494453,300.8362456115203,298.83248583496936,301.27674341714715,303.6171009120062,301.6132180404263,301.17337672332343,297.32240494374764,300.1743817529003,300.15309322872685,301.49140919882683,299.69872285004516,,,,,,
1548,299.4320566310634,300.9664333914869,298.9363899232337,301.3778326666987,303.6441183835181,301.97474904113113,301.33044638551564,297.52422669432855,300.22170436796597,300.27117212805894,301.8909876477546,299.72399968181986,,,,,,
1549,299.98914481164815,300.97806407473973,299.2856100708505,301.4915300648199,303.2099225488993,302.32816145922095,301.5287985265515,298.19917444208744,300.4322608617693,300.4500614279719,302.19205868476394,299.8516391537477,,,,,,
1550,300.5246762382554,301.24800393418633,299.80876722767425,301.76580258722623,302.71113662667443,302.7191318586884,301.7733355080047,298.95268411352725,300.801394260265,300.6424701994696,302.4653416393128,300.12819381456353,,,,,,
1551,300.98792210361836,301.44748998258103,300.2931688598919,302.0349090986476,302.5170211601207,303.13626131787714,302.1679426533696,299.6470692730348,301.09002597108,300.9682378870844,302.58529594742,300.43822512511946,,,,,,
1552,301.26608728936253,301.45523288457633,300.5811055096471,302.09686612876743,302.281647197678,303.45476687182355,302.5174171732217,300.0276627175365,301.1390620190447,301.1319767137912,302.2998115965962,300.6206650384542,,,,,,
1553,301.24865776967005,300.9302469073945,300.64102282900205,301.96167167811296,301.4842078631056,303.61155566842643,302.72684489507554,300.10672669050024,300.99789589132706,301.1384683549267,301.6340735317683,300.61842055041967,,,,,,
1554,300.82496272216395,299.9454069340256,300.429638147697,301.4299689920024,300.24341426575893,303.4606638674549,302.65534677147497,299.89683315134226,300.6441267195254,300.789833445841,300.74833435066745,300.45655707932156,,,,,,
1555,300.13976374336903,298.90798361568216,300.0686635294328,300.84482604811825,299.1698103015612,303.1648274196682,302.36361493691476,299.62106276901596,300.172453865912,300.3568376863122,300.06203050853105,300.23855300404944,,,,,,
1556,299.51553051097136,298.18266028001244,299.8829485041886,300.42478685973384,298.7238176389213,303.0436326204515,302.19379177578,299.3913477679369,299.9032588431841,300.03647272134646,299.7698114863599,300.1685834844199,,,,,,
1557,299.26472310112626,298.0022473730717,300.05918283892044,300.44229421596805,298.6265504711679,303.17844562575175,302.33349759011395,299.3977604453349,299.9789457010031,300.0932296873704,299.8464363802256,300.3303662993628,,,,,,
1558,299.3450790711956,298.08559936242796,300.4502210873167,300.6810416183899,298.7265500485393,303.5760929932851,302.7745689923041,299.44245327298506,300.2752392703101,300.3736444340803,300.0311861331541,300.6678532263511,,,,,,
1559,299.5333970210618,298.204093079168,300.69919933277134,300.84849582230544,298.82690622483915,303.7736888818925,303.14105062170665,299.4782473479777,300.43380393353794,300.6933955174455,300.052410302267,301.0221735805465,,,,,,
1560,299.6927113639746,298.5444578132521,300.79496808980235,300.80799465116,299.1520931932989,303.75328216407024,303.2030652744591,299.6184334026084,300.411086355598,300.89423675252164,299.86627448393443,301.2294275078544,,,,,,
1561,299.8897122190063,299.28372819486094,300.79792524408236,300.4319269188497,299.565095155142,303.4114501827737,303.0050877201175,300.01426233445915,300.35983879662257,301.1410584686271,299.6316004621693,301.4193196468948,,,,,,
1562,300.09754782595047,300.338611902692,300.9802538075232,299.8672824483145,299.99920943327106,303.04778608285795,302.6607720596083,300.6498978259113,300.4475444052517,301.55673956158955,299.56042807438143,301.5377359459026,,,,,,
1563,300.23708535802376,301.0905370236068,301.1970019456883,299.6086599037338,300.3521083389198,302.6961636166888,302.17231967727076,301.23863889172134,300.5512541742767,301.88632119693335,299.6522284139034,301.80412948758834,,,,,,
1564,300.1622523455752,301.4568566207725,301.3680468454992,299.66891596950387,300.72518782684966,302.1277582584607,301.3317478397844,301.6005571261885,300.5992559699682,301.9700694553411,299.86041737568684,302.0035891725997,,,,,,
1565,299.8403013849043,301.3040251045871,301.1640132119553,299.7569029174042,300.8890163705598,300.99450568195977,300.2871361387117,301.58558234810886,300.37176940023625,301.60791371469355,299.91679124146805,302.101592274812,,,,,,
1566,299.2800373340046,300.8732578309323,300.7268115725199,299.39091477645803,300.7135545474843,299.3874294613324,299.12456990282396,301.1286772580772,299.8279064312656,300.906564912327,299.8040096653721,301.9101500350479,,,,,,
1567,298.6115365266606,300.4733152420857,300.2441289484157,298.83018704697946,300.41216289432754,297.9208211227904,298.1569394025827,300.4796991941086,299.1058453524801,300.1076464303089,299.4295597261219,301.5744882034334,,,,,,
1568,298.0330867060031,300.35858322046613,299.71660911030784,298.3868328674817,300.2710687114229,297.0207803503277,297.30831958879827,299.8855418690853,298.39124157546377,299.4970962185698,298.99382739205237,301.3512499358908,,,,,,
1569,297.75071505553564,300.59996240995764,299.36515437945474,298.35073475202597,300.51167390556265,296.86948635759285,296.9236373200851,299.7122793260966,298.10109865013777,299.350362398441,298.81087516736665,301.3925087248378,,,,,,
1570,297.67120889533084,301.05536499473556,299.1838628772336,298.5588999213717,300.98874938298167,297.07972386024227,296.92197268697436,299.7736073711713,298.1021336577549,299.5214145769115,298.9605448490875,301.7755703093928,,,,,,
1571,297.61968789315534,301.4769735167595,299.11926260153547,298.7730135884328,301.5166898631447,297.2158759373156,297.1673136422083,299.98811470564857,298.2505845144678,299.712988214311,299.2073255499351,302.243964529644,,,,,,
1572,297.78652901033337,301.6924942644016,299.1190432346905,299.1174355286524,301.82754470975163,297.40329436347224,297.58406815710873,300.0886751542606,298.48614709909384,299.9362028882265,299.4900274571715,302.6046705182125,,,,,,
1573,298.16274273043035,301.7976046845298,299.1492896766165,299.4408363307071,301.99313672524596,297.86382793493163,298.32968630347995,300.2899712097771,298.8565027862067,300.09962336515633,299.9271616720633,302.81657544370916,,,,,,
1574,298.8195261781489,301.982099470651,299.2650297929399,299.8825904887621,302.0762825102391,298.61772538577424,299.16353314869116,300.63653785679355,299.49064592091395,300.40293342865397,300.57279631092183,302.9353024130478,,,,,,
1575,299.2795032387994,302.27717773642604,299.36964977506904,300.2747969531956,302.28193508902194,299.3647080406335,299.89459031351424,301.0393558440141,300.20914937502334,300.6225180521262,301.33338520245826,303.0902941657468,,,,,,
1576,299.62258555087516,302.5022383046247,299.4661279667028,300.61227945659397,302.43070350939814,299.76952802603796,300.2717049364842,301.2434638088045,300.8253674370806,300.8629118229233,301.9427375298072,303.18095422331373,,,,,,
1577,299.7385582879203,302.22902544802326,299.51691115676874,300.663905529287,302.29861419983314,299.83676551345445,300.33897516185385,301.18485198355216,301.06487845683887,300.7507884653444,302.32338467017047,302.93064866358424,,,,,,
1578,299.5633272798563,301.6099145655373,299.32973410138203,300.3912589854951,301.6144624202902,299.5787649328124,300.0460371752854,300.768551851123,300.84214709322583,300.291424153454,302.3082372373064,302.32430085732625,,,,,,
1579,299.29355756517157,300.8299023002091,298.89741674356156,299.9502257796037,300.8338904879169,299.29733758929603,299.6901379485217,300.2822304279468,300.4706295452341,299.63173208690154,302.16536605584866,301.6018371313784,,,,,,
1580,298.9354839587101,300.25856225749845,298.2897631834635,299.72887212414645,300.1963111236399,299.1220637433092,299.34775199780984,299.842480048346,300.3425134271378,299.0250598679656,302.13980004233287,301.1304172778404,,,,,,
1581,298.80441578059515,300.0849016003255,297.8514369906414,299.7488123665102,300.02790054254154,299.1299122132207,299.0988194983959,299.8079243504888,300.59757780814476,298.7342492996857,302.41951974729824,301.1075967052504,,,,,,
1582,298.7999752158126,300.20588376982664,297.62586751266934,300.0743260361743,300.15537606055756,299.35992064727844,298.93913663234605,300.0180089341332,301.0842583314948,298.72952805810155,302.958320466352,301.4130129831736,,,,,,
1583,298.9630133144233,300.3338242146378,297.61890389439384,300.41555531307137,300.4584417144886,299.68632761703265,298.8963625522347,300.33894076819365,301.4978323081082,298.94157104783307,303.3827042237048,301.8057827656086,,,,,,
1584,299.3291154255173,300.3765727191479,297.7357561659513,300.727045702245,300.63066193106596,300.04956398875447,299.0407552140455,300.532576994469,301.7234109310014,299.20457224649846,303.4236828888561,302.0225378074698,,,,,,
1585,299.9101556501112,300.31593388023816,298.0364488220759,301.0728797523118,300.79270291290726,300.3609513447554,299.5329422580474,300.7943928754439,301.7883266848742,299.64854105590774,303.04004701080606,302.08268882533224,,,,,,
1586,300.51584972977906,300.36671077739794,298.6054734104565,301.3163651752513,300.9847615182964,300.67003982773974,300.3019859842506,301.16803997379424,301.7815464066609,300.36907324484383,302.70398347223147,302.1574840084439,,,,,,
1587,300.99039928927806,300.3527094359452,299.2041977559341,301.5848097789263,301.273483667121,301.0346710766666,301.04224264242634,301.7236046546972,301.8640341503107,301.102575052217,302.60888597321303,302.2560562909627,,,,,,
1588,301.35318820249364,300.33302498399553,299.6792280608615,301.73384190192064,301.37356233577685,301.4119417729089,301.43332582071713,302.1839899445215,301.9636894927831,301.7265844686064,302.38009767926866,302.09508007187713,,,,,,
1589,301.5125817967598,300.18331681797093,299.8456855388143,301.79795568757845,301.23443262077274,301.6287612535104,301.36502602043487,302.3446976039773,301.82462021471673,301.94822189650273,301.37091165541574,301.6002805995758,,,,,,
1590,301.3467416653898,299.91515504090734,299.68207336950087,301.6336210647427,300.85024603081314,301.5132160657395,300.9452805381399,301.9931123942059,301.3668085473942,301.85619556659736,299.73468092909934,300.68714511451896,,,,,,
1591,300.9986321527508,299.58022207384965,299.33742059869763,301.4059430317098,300.50043607712024,301.1647499055085,300.4255759131169,301.4399481838659,300.7748247491977,301.6731573109492,298.3639160321147,299.9918968310282,,,,,,
1592,300.70560305934094,299.3078864660308,298.99138972127645,301.3805788157973,300.25667224430094,300.8285762271775,300.0519343070253,300.9033367764661,300.4536614255708,301.66485342403814,297.6064314016193,299.3531879742048,,,,,,
1593,300.7204976914272,299.30183586934965,298.8667969097208,301.65160881120056,300.15196235411736,300.6905526067308,300.0786677708734,300.8250185381125,300.50887108486944,301.9941477960136,297.31125393662643,299.0698662149154,,,,,,
1594,300.979623974193,299.5169906652466,299.0642850976279,302.12618395960067,300.0608328389657,300.8229782027674,300.31995145948116,301.11185469467296,300.836053067596,302.40176586623517,297.1171825989176,298.8845181520247,,,,,,
1595,301.38691676793724,299.70623883228876,299.247284059484,302.5278108250918,299.8110382750284,301.0187207495246,300.5684132536846,301.4977526148908,300.91424674722896,302.65883653562685,297.04336452867597,298.7859644455806,,,,,,
1596,301.59337500658984,299.7377615679859,299.3912052022784,302.68442310293284,299.582099321871,301.19872828611307,300.67033558777285,301.770751170191,300.87941917551007,302.7562647646375,297.2943472960728,298.7018455422489,,,,,,
1597,301.7015010597501,299.7070174126547,299.64915122650154,302.59157440136386,299.4687850042716,301.45584460182477,300.6734486745479,302.08474611173597,300.9881627883726,302.83087655180435,297.71385246798667,298.8052757187609,,,,,,
1598,301.75708046735133,299.88392910695984,300.16559373607964,302.44208791507634,299.5339171531031,301.83509507714257,300.7288193278101,302.3965379069318,301.52965662618345,302.9227185743739,298.26734541533943,299.103871081069,,,,,,
1599,301.79805495025363,300.268134285073,300.71276307762304,302.3545689092154,299.80252510408314,302.1454136313309,300.74857150766235,302.66897507702197,301.95174495984764,303.06418828321426,298.73087720374707,299.4623756326903,,,,,,
1600,301.60436695995537,300.61675796626577,300.9683229208935,302.17315932243565,300.07777785807724,302.1782569590103,300.72176707059003,302.8733281619386,302.0715636749864,303.0257998746119,299.1625046961062,299.60024883255153,,,,,,
1601,300.968817671305,300.79607059069446,300.7806227929677,301.63111529583585,300.20391265039547,301.9439583635689,300.4324161022965,302.90814668019055,301.79340321775373,302.67471254894684,299.3862859244078,299.5795983145628,,,,,,
1602,300.18150245208295,300.7405381516341,300.3728259909421,300.7509140093385,299.999585307939,301.4161168100303,299.83467036003316,302.6561395874544,301.285863693169,301.9365046753013,299.3591414897102,299.28557971718647,,,,,,
1603,299.42718781197436,300.5765349307857,300.01184511303995,299.89785007752107,299.70047939484965,300.7586980405492,299.0744382150405,302.10826983734427,300.5929392826999,301.13769079708806,299.16874503285885,298.80498469279786,,,,,,
1604,298.88625422426304,300.51579625848063,299.66612981298863,299.308236879117,299.6028886308068,300.23323284835027,298.4254937921168,301.63149551521974,299.98002708968096,300.3846497673697,298.9615445271125,298.1718977669,,,,,,
1605,298.55636186852684,300.71195706989016,299.39933485559885,299.1031760174359,299.74107293338255,300.1271409847603,298.1891159995009,301.55359669389014,299.6744728853049,300.04016522331113,298.79186175891357,297.80981357863544,,,,,,
1606,298.5106649897586,301.13900415920193,299.16157628127206,299.10580483047875,299.9845762117524,300.4742117456871,298.3147804354087,301.71663016336487,299.7930898914453,299.9509578644025,298.72008864801506,297.7904746507437,,,,,,
1607,298.5656764064341,301.3978183909168,299.1516195232573,299.18255323891987,300.18502412656153,300.8249458235052,298.5823237732298,301.9357071688459,299.9796192937154,300.14792612402607,298.65556490780386,297.9804869290626,,,,,,
1608,298.6684912376336,301.4484927538086,299.29545944745996,299.33954619857144,300.33797569302715,301.07785923246234,298.9316883918065,301.9274802170002,300.1466279329363,300.30755221284966,298.80270906325023,298.1826089384236,,,,,,
1609,298.8817099812084,301.45700728855746,299.6882462644856,299.7689452630986,300.47003441801894,301.22587163139286,299.5362094298635,301.9829297687723,300.3621018153629,300.4050173182934,299.2501272818862,298.50208380407713,,,,,,
1610,299.41585970286104,301.6549779220543,300.23933391730714,300.283475788207,300.6877798434345,301.54289783308377,300.26430941324304,302.131703345043,300.7538592900191,300.3395601509996,299.7906068016968,299.0325555956695,,,,,,
1611,299.97031861672684,301.9918183821579,300.82493319248056,300.88589750346347,301.065460419215,301.9879175797035,300.7848321022987,302.26507260124635,301.05977033049186,300.2911140915459,300.18306362364115,299.55021277191827,,,,,,
1612,300.4269782716501,302.25850170019504,301.2351019785646,301.3032241968447,301.4638524148545,302.41188070473413,300.9635761058492,301.95791611284744,301.23386228693545,300.30946556430354,300.2457095598963,299.9556987711085,,,,,,
1613,300.490583323679,302.294263373374,301.34671866104617,301.4537831942743,301.71589718251545,302.5721967606784,300.72119781835346,301.0966984712624,301.17297441914445,300.33945844392395,300.10087521282617,300.08733592978786,,,,,,
1614,300.29403791469423,301.72555999375214,301.0612374891768,301.0897443852844,301.63029325452186,302.3152387901133,300.0973105895184,299.7872787711362,300.77917464946637,300.0864826327427,299.7345443789584,300.04098347235225,,,,,,
1615,299.84486116263196,300.88968171814736,300.4944598729094,300.53705664397853,301.42143566063504,301.8082715715661,299.4918119293954,298.65446367535833,300.0289951919632,299.6897017983252,299.2188311315431,300.0006288286488,,,,,,
1616,299.4754796467278,300.1280916184128,300.0112574022815,300.1707015786035,301.32115133475077,301.43264079082536,299.2535887751786,297.9063758595183,299.103827328298,299.3689035598224,298.7686480554467,299.9838119893495,,,,,,
1617,299.4204517682294,299.9449553001918,299.9401926753981,300.17265778430925,301.4941896964597,301.48532743936556,299.39049696874895,297.7623067079672,298.67751126851505,299.22234919061196,298.58050576546526,300.25644123961916,,,,,,
1618,299.6363130348264,300.12155897423025,300.343477663323,300.4053656258377,301.9108606308663,301.9752140353226,299.69325425608605,297.8190345681912,298.69485396543604,299.13390755944516,298.7089504761065,300.65612612829045,,,,,,
1619,299.82501204723803,300.39738978416545,300.73140598205833,300.5414570347652,302.2890510379314,302.4893463655815,299.923137782735,297.94091251837,298.83794937264156,298.9811105911246,298.9081508816923,301.1674445797541,,,,,,
1620,300.03684179103135,300.62638567943463,301.0052268844793,300.47872721845573,302.4821556710612,302.8359363181194,300.21605928829655,298.2627435584014,298.9796804008901,299.0464458396843,299.09368718133186,301.555547564282,,,,,,
1621,300.4148587481714,300.9052294586331,301.2486818199057,300.21350273062495,302.44668838816506,303.02789432739996,300.64838434485574,298.93406363316154,299.33410924756237,299.4812877157066,299.37617159308826,301.8319116375637,,,,,,
1622,300.89736485428324,301.23810691700885,301.66354856149945,300.1823420642653,302.285226454891,303.2335670055263,301.1173535545899,299.6864196739196,299.99378385512176,300.2345268669848,299.93280658088497,302.16112069139217,,,,,,
1623,301.1952166121039,301.57580710807076,302.05146717501015,300.3352990792768,301.9289191703429,303.45068685905056,301.594766819027,300.2956829199164,300.53965924419043,300.89433151096995,300.6418765765202,302.5705497054742,,,,,,
1624,301.22041592158035,301.721347918208,302.33578742498236,300.59384913894127,301.44752037382267,303.6133268072368,301.8616890144158,300.74076128860855,300.7892336823572,301.31397969794006,301.30587223730237,302.9631021994981,,,,,,
1625,300.97000970948795,301.47876197814696,302.3372938872012,300.6776281011365,300.84792135428273,303.25006848826416,301.7816297306944,300.9698143114379,300.593889555777,301.3720755618531,301.56159787282013,302.9517526464511,,,,,,
1626,300.4139810392922,300.72797326163715,302.0380488522549,300.4751022993589,300.09746285501234,302.1988591223571,301.282887167953,300.8607399495598,300.0227118399,301.0302963250729,301.3984069074481,302.39274928177394,,,,,,
1627,299.7707236986203,299.89163152034695,301.4847085765502,300.1302592959278,299.38250683311924,301.0213717577508,300.69419292233545,300.5792692993785,299.2430500226907,300.43385045240376,301.1389697252869,301.64037040181114,,,,,,
1628,299.32622727590166,299.1473620304625,301.02174367950624,299.72065918987147,298.78629747412094,300.1797367913013,300.3455478770182,300.41606137676325,298.4886675655958,299.99981839703673,301.0814730347165,300.950946077629,,,,,,
1629,299.1683512322853,298.8644905723739,300.824679782318,299.52838341925735,298.70680555191626,300.04276435704566,300.5654170654797,300.5079419127685,297.9464376327992,299.9324113239109,301.39393722384096,300.68745174047325,,,,,,
1630,299.28843291956645,298.8626077566894,300.8486398692515,299.5576188634246,298.9113412044182,300.1885723627108,301.06261763482513,300.72491375908663,297.82953507899697,300.12229767472394,301.8409057078454,300.744733156888,,,,,,
1631,299.4628807904275,299.0356649657911,300.8940996169776,299.6920312807451,299.20155785357485,300.3339052023996,301.65080690331865,300.889183205582,297.920845170694,300.28048332869383,302.22212900310365,301.0173208683254,,,,,,
1632,299.6450938126352,299.35554840322976,300.9174367037786,299.9028495151479,299.4707416763206,300.3104633832465,301.96616663662763,301.0378041259541,298.25929473422497,300.36274066033957,302.28628736614036,301.23749580048894,,,,,,
1633,299.87709805998844,299.8467129934138,301.12433745399284,300.2636536626015,299.95488328111765,300.1103999140416,302.2168918837645,301.2431260341447,298.76727461800925,300.6331479035328,302.0704892847791,301.4435280827458,,,,,,
1634,300.2446766818413,300.4278990460403,301.47027705835717,300.6906783135758,300.6075961383517,299.9618624727645,302.4481735922354,301.55777219772773,299.41372385680785,301.02245904117564,301.92225567505466,301.6357744330028,,,,,,
1635,300.52894398203915,300.84311531285226,301.8776186887024,301.1589083769814,301.07778649949984,299.755976587732,302.58493567239844,301.89425690912987,300.01385293711155,301.47820517574263,301.87788887073157,301.61221936578255,,,,,,
1636,300.82985069186765,301.0383518121185,302.0077801439283,301.56069873500337,301.1285703426515,299.61774803742634,302.54136804401054,302.33472103103213,300.45027389581907,301.69744924852444,301.7091203612012,301.3443349076949,,,,,,
1637,300.85185630967356,300.9936344759396,301.8054530642832,301.7057303965575,300.7615615729489,299.4228548071145,302.1545864816499,302.5664221842294,300.58456089216503,301.54738168375,301.1364073032819,300.83290322662486,,,,,,
1638,300.6486214694452,300.6261505751526,301.24287938465403,301.57469860542125,300.0652969452835,298.99229282021133,301.5564680920081,302.31457526600633,300.35972061767256,301.0052998142776,300.1829809205901,300.2682869256343,,,,,,
1639,300.1245241257432,300.23483917000794,300.609045237363,301.2400064790549,299.32668889524206,298.4150524873119,300.94763099890224,301.69361741723947,299.967253601354,300.3642638457373,299.24121791764486,299.71408961459684,,,,,,
1640,299.6104154025449,299.91460449404894,300.2199759236986,301.12193398112805,298.7167455743888,297.80368642195253,300.4672958310338,301.2424234106567,299.64929479039864,299.8257199330846,298.36622553828124,299.2903916444118,,,,,,
1641,299.44142356315564,299.99606924476024,300.25322978091253,301.24509475745555,298.5335249741916,297.5916056615577,300.31710549520847,301.31965822811424,299.5763380989343,299.6596450866149,297.8709143804238,299.22569803222024,,,,,,
1642,299.5580504913024,300.25576898900937,300.6647770098903,301.5839704617024,298.49139714594554,297.58716607828114,300.4501626741099,301.7536209614979,299.64881995202853,299.723538236258,297.7646532588988,299.34376369399314,,,,,,
1643,299.74374381982483,300.60921768280406,301.07855005433066,301.8067085028096,298.44429888029845,297.6986170118714,300.6377487476612,302.16212453648495,299.76775465157317,299.92284490057295,297.8701685288257,299.46180397464025,,,,,,
1644,299.87821768620887,300.7971392538292,301.42392126470276,301.8468952091334,298.52277416108734,298.0129237549386,300.79757113382925,302.4233455191667,299.9984970085217,300.0874382879693,298.2623362716207,299.61523699497747,,,,,,
1645,300.0369710770745,300.8794904884897,301.53463722266406,301.7416791059404,298.85982747335413,298.5069389851861,301.17903448491205,302.5742433581009,300.452747878609,300.31699208539067,298.81933269000183,299.9014855496455,,,,,,
1646,300.299860711606,301.00225734747903,301.4812617736697,301.7720275888803,299.4657302795426,299.23886714471564,301.815743631859,302.6754568582049,301.03395307121525,300.55540006612335,299.5196216454441,300.48646423511053,,,,,,
1647,300.63723070225427,301.1874482513826,301.3950399851791,301.97719040411107,299.9286440492924,299.9650078423476,302.46496857555195,302.73691483198905,301.4810629370774,300.77388399546066,299.9930092997666,301.1122984111253,,,,,,
1648,300.84909127175746,301.40318041242045,301.34134669883935,302.1783414503423,300.2909318932311,300.51714764141747,302.92941095221664,302.6058753806745,301.6823499392704,300.9084702992848,300.20249847537815,301.7314953689515,,,,,,
1649,300.76491967959544,301.3934977713703,301.02101197837237,301.96347860485974,300.315935742781,300.7267235366951,303.12705290813716,301.91042524896034,301.56864515026876,300.7879351312425,300.1357546812298,302.0402831428423,,,,,,
1650,300.28343081391716,301.06597862592866,300.2288153285304,301.42194107604405,299.9776580298524,300.58237627986637,303.0289161913517,300.5545880370314,301.15760098822966,300.3398681123501,299.7660848052048,301.90863630272196,,,,,,
1651,299.7719093747878,300.4927731164104,299.40755583338154,300.84794628567965,299.36076319551466,300.3071730564064,302.66117806747985,299.2428108169461,300.6842732228504,299.7297829770411,299.3782990691854,301.58191402175777,,,,,,
1652,299.4530365218748,299.8961074206737,298.9182940491078,300.64433450036927,298.5360332098622,300.1289380961355,302.4279726809038,298.47415189702434,300.421114560705,299.2583624802332,298.9827431803822,301.37887928768004,,,,,,
