Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
9,297.46815591891,298.9470595803451,297.4119739263156,298.2740379994077,297.6673079793978,301.9687019596128,297.2341178151425,296.8544276946912,297.1092737505713,297.81428942457205,297.17032449388915,296.1317283177032,299.07692309694784,297.172401088897,296.8874916169439,298.15687928432453,297.6404828102675,296.47171856076574,298.1227737573083,297.8042468867952,296.3453829106514,298.4442898523971,298.51021493111233
10,297.3802324690343,299.0540858596875,297.4012249406989,298.1653216025226,297.50652887116877,302.1580660416453,297.1960232900063,296.96438853864726,297.15036121301324,297.68648037921116,297.25886361005126,296.3847627587445,299.0786889376488,297.41823383181384,296.97509944734884,298.13506097022054,297.6565825212269,296.75547824209747,297.9450562433403,297.9022697977725,296.382048826686,298.378136072724,298.66890919362754
11,297.5943480748812,299.2401415311512,297.48206550962726,298.3452800216722,297.5720337940441,302.25518859466615,297.459059829346,297.19246456823856,297.40276845407135,297.8186467575661,297.49649815994326,296.767848870101,299.11818373385415,297.7798979333402,297.1759390443424,298.4166655414862,297.94019196744597,297.1015886927389,298.0414667479913,298.1512940478353,296.7131440729699,298.5361748725202,298.919604101841
12,298.06055615995837,299.39195799614066,297.65641492516613,298.5575717357803,297.7087421268122,302.2445271958748,297.80551193346076,297.5483058522012,297.78891913490537,298.21045792031583,297.78826925763065,297.3315027389851,299.21400439062717,298.22734212245786,297.57166648895424,298.86334246442516,298.4829662743515,297.6606436127777,298.4074156618979,298.76685990857055,297.1582957851412,298.81696020991524,299.29637836527263
13,298.654750167921,299.64344784890176,297.949147446184,298.99036266282366,298.0522479061494,302.07788004387425,298.29780801248677,298.0216394014699,298.29768566406875,298.7448120469192,298.15130693568995,297.9529470692694,299.51928859130885,298.7836275124194,298.142227111418,299.3515221151695,299.0271040586464,298.1976099342979,298.8086205722263,299.39006607308175,297.60930185942084,299.34884810261946,299.79362192614576
14,299.3467054989316,300.0902938695979,298.4505878597031,299.36964163851127,298.4255190525061,301.91839381938007,298.8228020594301,298.6488064891566,298.7839104337999,299.34806959400527,298.5699727415415,298.58130698517624,300.0929537833103,299.5011840121909,298.77065623429553,299.7859012747701,299.61493669252917,298.7427096503377,299.32339252814273,300.09621853894424,298.10716312375456,299.922661080694,300.48347655125104
15,299.83106542726136,300.56431724644864,298.9420600390174,299.76487499470755,298.9164136633685,301.52166301279317,299.23292679115826,299.1610505586898,299.193994853934,299.71771557041455,299.01743601200053,299.1519638412537,300.7588230073653,300.1259722366193,299.1866656017619,300.1955551886951,300.07567016303636,299.18542601437764,299.83092369632317,300.622350374039,298.6343519680701,300.43195168478206,301.1918977072576
16,300.10683838774736,300.9464523812723,299.26041215222614,299.989051308622,299.1825656731781,300.5897099141999,299.50146332548815,299.5305095313582,299.4575988610069,299.9069359548652,299.3419279573426,299.5041430562844,301.20752987131283,300.476130177659,299.51235242434586,300.5178481032759,300.46699153844867,299.51490797512315,300.12390032555345,300.9374111446903,299.0884540625498,300.7542889565863,301.6816483037719
17,300.05145361392437,301.1062689347513,299.1267208134229,300.0380902269689,299.1533226897177,299.1320124722901,299.3474621704906,299.51071230845133,299.32031837792465,299.67165194987507,299.3086773595787,299.47611904415743,301.36065325818254,300.38330778471305,299.481075495276,300.49551260564357,300.5662424944357,299.67627522553704,300.1517812269304,300.95408294804605,299.2281716793463,300.7876349719699,301.8633418459959
18,299.7146831573254,301.1852303110515,298.6807636125994,299.7007566452633,298.73879225306405,297.56235939558127,298.75717637391193,299.1953099752813,298.8068573989421,298.9769982791242,298.8939166844859,298.8945256435508,301.21624030771727,300.05494592948975,299.1538129275869,300.0253922155378,300.31247104003535,299.425289996151,299.68449848924064,300.79630696550686,298.87007068075945,300.5287669755899,301.79243853378455
19,299.3425001547986,301.2669849757033,298.21677588371205,299.15235611851676,298.2089719767794,296.78552766109306,297.96477907339096,298.70348999901483,298.2639768210393,298.17084920003595,298.337132554026,298.2033918505748,300.98771821639264,299.6845754845884,298.65964310516915,299.3988826915406,299.87252190261796,298.9502745182462,299.0248564563918,300.6357403254303,298.31124975303527,300.03401858775607,301.7750611238484
20,299.0921401326438,301.35559550624424,297.7999184985528,298.6048071038177,297.6741000466007,296.3058838017853,297.2595367234359,298.1663483017324,297.79943932563907,297.4312412648238,297.8337724178809,297.5460992143524,300.8146921405814,299.37005655089627,298.16855737514464,298.8550536150321,299.5103961345098,298.4914571396104,298.283796448723,300.4376829716405,297.8917773342185,299.5287779649201,301.773848534057
21,299.05265012696464,301.5006057886143,297.6170052351177,298.29185341065846,297.389047784585,296.2394242457313,296.9121249361021,297.75918777670273,297.5807383857103,297.1441855040518,297.58284611915155,297.17241328356516,300.75317117397003,299.1829955688841,297.964490813752,298.60873855512835,299.2786988322642,298.3069081209519,297.91672148966717,300.2551197948147,297.72978475468403,299.17661597033566,301.84459161851277
22,299.0441658629093,301.6249303505293,297.59928219571333,298.15833327021727,297.35946075872624,296.0513826595611,296.9745222459407,297.63336237023265,297.48626504470496,297.137194225076,297.5986464053951,297.1940842153547,300.7607548979136,299.0810115662737,298.0154402277552,298.6334039704711,299.21990563250563,298.37385358810997,297.9543790771468,300.089532411407,297.8978927491377,299.0118563249735,301.91233911613676
23,298.84933681840647,301.7567926509146,297.80423856743164,298.0191864881234,297.58974150935893,295.99865767512233,297.3178104903636,297.74118059743523,297.6460319032886,297.35036472618344,297.8171025901152,297.4642472878756,300.7308966759412,299.0939163321312,298.33075465418466,298.8289125002352,299.14809051378376,298.6209311394869,298.1948307069376,299.99647683539,298.1869320984118,298.93678055912096,302.00739734262703
24,298.62679225650754,301.83725163012093,298.18367669256986,297.9431076219541,297.91202186771534,296.1901246106866,297.75863212632987,298.03648291720566,297.9314307820184,297.6189564077095,298.1518118092411,297.9092309571303,300.7590082419305,299.30804801764543,298.8332842663583,299.1185697428239,299.18858147744464,298.9237297835309,298.6503802085065,300.17870816693886,298.60933291273136,299.12733605443145,302.16542356579595
25,298.74188118126244,301.9472202309983,298.64865424217305,298.03364277020523,298.348776860693,296.519656800574,298.1962894427222,298.4185651592172,298.37721960298256,297.9462373835571,298.55492480280327,298.3733299592823,300.9773824354838,299.79179078207113,299.4596877563395,299.5537131405328,299.39889512170924,299.42957363791174,299.09219962634296,300.6157072636139,299.1255549415351,299.6163721177924,302.35904753730864
26,299.14030802244037,302.04420251838116,299.13006589624723,298.4457691260139,298.8718213505162,297.28017370833214,298.70529616419384,298.942103805071,298.84323195498314,298.4434210311626,299.0490127393441,298.8334394992569,301.52200610527456,300.4665813525402,300.16385443414947,300.09636063162725,299.8453318846575,300.0521668037031,299.71985550000994,301.17297017497674,299.7514723411592,300.3248712210602,302.56667183072085
27,299.70067040319657,302.06439238855415,299.45712630069846,298.8976842419682,299.38588540042696,297.7155781325054,299.2164725229185,299.44906900093366,299.32255278538287,298.85577303896224,299.47834596539377,299.25976711115214,302.0455685329119,301.09823687393833,300.6505564241208,300.73234182042347,300.3512091613705,300.59234754682,300.1530862738387,301.6293770952653,300.2277292992213,300.8561810944164,302.67822683797925
28,299.9282723282438,301.52284689818026,299.6280889006964,299.26474573045533,299.71487234195894,297.9916293491522,299.5897182715259,299.8067189296427,299.650133218251,299.12462135012237,299.72794794645483,299.5834025635711,302.37561457812745,301.528571050035,300.99332191707805,301.1304597171693,300.7469597840828,300.94010325034515,300.4950993274975,301.9463971649267,300.4700178797508,301.2499029908925,302.4722877516114
29,299.82510704968786,300.26525315006666,299.4187557728675,299.20010455562374,299.75902342055315,297.7062260445974,299.6114865364857,299.7884639606149,299.73204826929583,298.8969943919794,299.55432591206807,299.6091471521308,302.30670601642095,301.6891291691891,301.0610361205615,301.30575477266217,300.8585986044038,300.96198922987736,300.5507269769154,302.11623260908976,300.29895151495697,301.3449426688457,301.6988933550719
30,299.42564133078423,298.7412572798162,298.6836420307099,298.6737611195912,299.5534947739032,297.265759716526,299.27886163003745,299.4980019903517,299.54135884973016,298.27515644542234,299.04411693019136,299.27436937684985,302.0075394110557,301.66606918502936,301.06678559055007,301.22368089530806,300.68784346574427,300.80832936511166,300.35869018359557,302.0463278211444,299.91871294659114,301.22575673350065,300.44221144684144
31,298.94528196411875,297.67592900609435,297.8526917837971,297.89835838716294,299.2521690444831,296.752056492901,298.7109420825413,299.1028011630419,299.2162090053808,297.57620967618226,298.48691515573404,298.65671865265,301.70272472414484,301.6416174081443,301.02993091227717,301.18691034740647,300.3504335110842,300.53299493915443,300.08756522462767,301.77837600323676,299.41098416238447,300.79856428224565,299.2772877201377
32,298.48658090740486,297.10879893164673,297.1372671486469,297.1833449737067,298.95079128327774,296.4230656193759,298.1067760005208,298.6374224574405,298.7807160670993,296.94606222067347,297.93752608116824,298.01824068478044,301.6350963416115,301.71864474464144,301.1440654309874,301.1950096716139,299.9910067807339,300.433750773785,299.849663694086,301.3417568319619,298.7843082031639,300.22444642113254,298.3777971131686
33,298.07628781631917,296.8554686610807,296.9078207036335,296.8583858998043,298.6706002064659,296.3442064304241,297.7236934842836,298.3296298853445,298.4469443290857,296.65713832844517,297.6642778658549,297.5879287989398,301.66176168078346,301.9222413967063,301.2844513971714,301.2845026571543,299.70380883932285,300.3820542594526,299.7092607378892,300.94688320277015,298.3838617252978,299.75722422822065,297.92543780384466
34,297.8375808489154,296.6259203349859,296.8955455304368,296.9042114815475,298.48778350156664,296.5849221580913,297.64120686622283,298.20122886228614,298.17886488873756,296.6191162451251,297.5522947814885,297.5403301893783,301.73614395927444,302.0826991730767,301.4840167606662,301.36621103532485,299.52154837651995,300.45632896676625,299.57541319806,300.60826452102975,298.1819811094478,299.4625428509094,297.5088949724721
35,297.7892181789957,296.5841872066255,297.0972378449828,297.22682024222706,298.43257924165715,296.8758135264862,297.7895093262562,298.33944232321096,298.1088890741364,296.85832066577206,297.7340210324403,297.7381861487921,301.5336420395131,302.12346908466475,301.5861366084767,301.31311108375525,299.3904550679013,300.4627112928626,299.4871987310342,300.18556658760775,298.3531722571323,299.3716868829015,297.4165311654937
36,297.95898035462926,296.58426239836416,297.3413126406219,297.77759026188664,298.5368449761707,297.2183414693282,298.0243953924866,298.5412281419005,298.0701959048595,297.26603243684343,298.00357860109705,298.06509820376635,301.35550803306774,302.10714939608783,301.7209009845695,301.249980466587,299.44543494721563,300.6059920448722,299.5871410597336,299.73771152142666,298.5859900635844,299.47713785446973,297.4188176381722
37,298.30280667341,296.884189651444,297.73163145585113,298.4089567322942,298.7800845424188,297.5551648567494,298.35303063074014,298.85503646516344,298.1773785553905,297.7428336989356,298.3744926171896,298.60257635869084,301.2665691438317,302.1305735920202,301.9233202190953,301.31387890357934,299.72975266036843,300.82238450943623,299.98587183621464,299.55574836243994,299.0391613568212,299.86810094038265,297.86767192999423
38,298.7785219345714,297.2380894451824,298.2064513614614,299.14443139308247,299.1609673911252,297.9583307777934,298.7749196935503,299.2768108195278,298.41767894046404,298.33465785745676,298.8771255625887,299.3241567331116,301.31559401267236,302.09536439705056,302.1928195398779,301.7536474254875,300.1884995595589,301.09111894556696,300.59375359435916,299.73888348637297,299.6433754642159,300.52869550870895,298.24932400810263
39,299.2482324103925,297.71756859427654,298.71043605849803,299.5300347274745,299.56756101871247,298.3595929000065,299.1842090272621,299.7390146366067,298.7388869047566,298.7276669959806,299.3810961760209,299.9966741048091,301.4287852281643,301.8458032175836,302.4618616658541,302.18142308257194,300.6520960365537,301.39678336455614,301.3045198320555,300.0794192022958,300.28318740233016,301.0410338057841,298.59223944836896
40,299.5765356503664,297.9666311142112,299.08384052117617,299.77333367703585,299.8141895969902,298.6747401255902,299.4675585627045,300.05942981752895,298.963100126033,298.9376350412065,299.74063603461144,300.37225108534227,301.1663644272234,301.18166375196154,302.5921831302664,302.44012898098083,300.95954785420645,301.59180552252025,301.8589518682007,300.1509983166454,300.6271597617139,301.37257198855787,298.56330091862384
41,299.58691278301035,297.89977562995114,299.19747208753046,299.62559738022543,299.65567309350996,298.7148482292026,299.37569997642044,300.11320220811973,298.80867898455966,298.59599220333735,299.69668915970396,300.4145007194374,300.4293284816951,300.07718665367594,302.259575927619,302.2508930025412,300.94207200830004,301.40250257467784,302.1381128127064,299.8127888362914,300.56773771424616,301.2734053706353,298.07598893294363
42,299.3075009423878,297.2836788910667,299.08539621730625,299.2264273409681,299.1294075474182,298.2857654674644,298.8565448539264,299.86572888678273,298.27504580084354,297.88449596464665,299.34948914406954,300.2462365087334,299.21039025873694,298.7071285257905,301.23052303730816,301.5897607498991,300.5636752381863,300.70491195158814,302.1786516237363,298.74838245542423,300.1071910793214,300.84790614182043,297.1464676867213
43,298.91197439398815,296.7544053788858,298.8205636475653,298.6804039377542,298.49382985772337,297.70514609960327,298.19896504397167,299.51890623760505,297.5592006805559,297.12449032554076,298.9751876264652,300.04525932303886,298.16824332081507,297.6450206779576,300.2388825269719,300.69663411876076,300.04716915275895,299.7246074262195,302.24577472163884,297.6601722730104,299.6183880344502,300.2955031579923,296.32197426013335
44,298.5850695135876,296.29612410158626,298.70945121143,298.20697375989846,297.92718299117746,297.10942435501204,297.6298278824874,299.1789841774633,297.0392466131611,296.64268226576365,298.68674023937615,299.85917025559974,297.4757333529373,297.07837487273633,299.3605676930597,299.8055695605097,299.5657122654897,298.9163908272473,302.4470552510748,296.88443896703416,299.25237554926383,299.6841727910654,295.9622492631245
45,298.5552604148853,296.3043454633562,298.70343364756405,297.9242389788748,297.72209916080806,296.84884650736075,297.4181302767642,299.0109329993092,296.885793499873,296.64245719230286,298.5897590669061,299.8831698877927,297.18935086955236,296.7637114110317,298.88790259454635,299.29137714866613,299.33191221420884,298.5444667959368,302.7559085723483,296.92484896888567,299.06215062202523,299.29981287257857,296.0335453392726
46,298.75654021673427,296.48240898229193,298.8564781301893,297.91301505986456,297.7247028123449,296.87890286193084,297.49748648700034,298.9250271983521,297.100805300392,296.8343343073827,298.5858468792478,300.00061689510915,297.1734473865187,296.7456750439305,298.49223585693704,298.96477617019355,299.223191438884,298.3443976958822,302.94888099963504,297.1922409275217,299.126182745646,298.9724785910328,296.21696298138824
47,299.06654987963884,296.90293273407156,298.96799119660034,298.0123185647211,297.82219588193635,297.16036558602383,297.7202922330369,298.81083294322707,297.46756073470834,297.2367499099718,298.65806628979357,300.18627573056233,297.34827099473017,296.78091527387573,298.29339355984814,298.5856556192733,299.2143388546005,298.20506452634885,303.0285591150394,297.53759123526646,299.151232409322,298.8979590249089,296.5391768025483
48,299.3358243480314,297.3463518922693,299.1185654459087,298.2942518944166,297.89227704113347,297.6571245513149,298.0512535943089,298.68436072517255,297.85141101410414,297.64330897245316,298.8829481436316,300.3994278724775,297.69793071986686,297.2170133721779,298.37801398261746,298.2792432363533,299.27784428299356,298.0566015992602,302.93288407679125,297.9623219624841,299.29239430578554,298.97224322849706,297.028308263872
49,299.69448251470544,297.787927029263,299.4859921051822,298.66233566148213,298.04960962799737,298.1391813610381,298.5353873863531,298.6856385315656,298.3913359959671,298.15188041112975,299.27517704048324,300.81394245410866,298.1971355660621,297.6914437190337,298.64992763043733,298.29518269764185,299.5616952325544,298.3116400840551,302.8544624035938,298.50255380504495,299.5206847878241,299.39810139364687,297.67259304401756
50,300.2163623187402,298.262994654983,300.0413624744379,299.1105634378164,298.437203961375,298.7446108570628,299.0572004605923,299.00114792772365,298.96255850541553,298.66577224580107,299.84258060300186,301.3741419587661,298.8029229955377,298.3675096265368,299.21441831285665,298.68036431017237,300.0658688304008,298.9447155146329,302.78814002758105,299.28324362465355,300.0501223634528,299.85813133138373,298.20251679792
51,300.77352992485476,298.6779320900883,300.67045990467795,299.5744394081741,298.7698567799273,299.17711853525896,299.50611621813823,299.40780268078373,299.46997518645315,299.0586256589661,300.28108872405096,301.874162575479,299.38683189560044,298.7495406885849,299.5840373518243,299.06441287591906,300.6796124221818,299.46360673728844,302.5838297246111,299.75491702236684,300.6186536950997,300.30698593979315,298.61782351981446
52,301.18523246296417,298.92664925677786,301.0945300903832,299.89229331345274,299.01738763483627,299.5417128203614,299.748466659264,299.68075631961887,299.71489339182614,299.3910981140198,300.5353328078111,302.2440704840508,299.75994507353477,298.9473277178936,299.6697512311146,299.1744605955247,301.1260520159269,299.77983560216893,302.0116751394747,300.08854442561864,300.97537608886535,300.47836964314797,298.9806148052841
53,301.3841635044036,298.8726733095011,301.2281040463518,299.79735814742145,298.81035603143556,299.43578721769813,299.7588263161658,299.571463764915,299.655542112378,299.3919156542115,300.504472245549,302.4058293205797,299.7952625886294,298.664336930246,299.1768261672011,298.66228157008123,301.30436626006525,299.4021590097398,301.0454439536093,299.9048136500144,300.93701021989364,300.22885550208997,299.1717281013686
54,301.4445796436392,298.34768474885846,301.2231142305512,299.18734279779557,298.29389765257287,299.011749098046,299.4488237203896,299.1990196867138,299.2975926162181,299.23109378451676,300.25190560960795,302.44793687164434,299.4116677313156,297.9473416772081,298.35714373207867,297.70848945120133,301.1592580403348,298.7950081721223,299.79696698020933,299.4865327707784,300.6101876463262,299.40351305993136,298.98143400075384
55,301.5807430226537,297.72371078569955,301.3380979512977,298.490617706228,297.52361386576416,298.5596110060432,299.04468249494715,298.7170200163737,298.79040652011093,298.8815797088478,299.8599973015552,302.4831202536373,298.86873405294904,297.2401681637521,297.549302839022,296.8022515224654,300.9768715313196,298.2341556872883,298.8604192386677,298.91536203230856,300.2442952142708,298.4977532982241,298.57368505974034
56,301.7879391844685,297.1672104231246,301.65414412817813,297.8380685146935,296.96880421808925,298.1926658716548,298.62396856474106,298.3262576192886,298.26017897386487,298.53015024110863,299.56184336963634,302.64108363919127,298.3821155157225,296.7967183080977,296.97238311026223,296.3128364913378,300.77757310657375,297.9436648357485,298.3252524337281,298.259301098829,300.00490516291507,297.8189690623962,298.05263976500254
57,302.04559720016374,296.93989271916706,302.00441861900407,297.6455012205237,296.63128898718554,298.06348398894164,298.42411613759765,298.0550367021247,297.8520094392825,298.2230623203804,299.41567178275017,302.87503218091183,298.0941822087541,296.68836013937045,296.86486038170443,296.4313279560151,300.65313426917936,297.81582810540016,298.0518630255221,297.8873836140704,299.87190958312436,297.5872557220102,297.8095042683548
58,302.15396016872137,296.8840280286476,302.20969862485566,297.66125723633985,296.62773406142963,297.9667878705439,298.2990740758509,298.0391781408468,297.6839247127073,298.1715819327948,299.33779634731087,303.0167822048831,298.07525647593053,296.79263747530246,296.9212389306701,296.7567522069342,300.54773708486647,297.83638273485457,297.76983149439343,297.7713981925778,299.88759965932087,297.6277613519328,297.71923123658615
59,302.21240160675194,297.0779472294941,302.2535489904172,297.95515716074743,296.79176311878933,297.9926794258333,298.3550084510898,298.1435728000512,297.7258707475074,298.3047436792449,299.23240578397787,303.02194209469195,298.14466603316396,297.0640797273768,297.1570775844188,297.3509592721121,300.47492553767023,298.00749211164015,297.3828946829622,297.99851389279473,299.9421936951282,297.781645676182,298.0498398909737
60,302.1233194720251,297.3471999973338,302.1938967407605,298.3042073154889,297.2337215001894,298.1390337527823,298.47019966968963,298.3588967859105,298.01861899136776,298.5408431634076,299.29910864917434,302.92110827319544,298.4852143340918,297.6896460092667,297.52069884024405,297.92877288948057,300.567056265007,298.4711098467081,297.52055793566365,298.3093426173735,300.22413070727356,298.14599717481957,298.3615902739353
61,302.11628576864746,297.80105064817377,302.1298836603316,298.7305910090338,297.7809383043986,298.5276018329671,298.7978027365257,298.6847904986487,298.4665832182293,298.82323899707524,299.5096015235751,302.7892345177101,299.064769445159,298.3569452402235,298.0746438636747,298.7397528768989,301.0018669217035,298.9929062541242,298.1329733082105,298.8219918561286,300.7345455471448,298.6920487851941,298.88223397179144
62,302.11491410150137,298.1728498772499,301.95453591083077,299.3140963879833,298.29351329415294,299.0406303464572,299.2476396221386,299.1834986922861,298.99793036319574,299.28541382131243,299.8610323365249,302.6274653796582,299.6749395200967,299.006486596815,298.619933801285,299.51390603814895,301.6668593676628,299.6848536497707,298.89931362781476,299.49970018963774,301.3888057729444,299.2959392758265,299.29393813510575
63,302.1319418703393,298.6079550015682,301.68859957682184,299.8618021732191,298.69253461002427,299.54399485394174,299.64843101606954,299.6951398007679,299.48403109546115,299.74750841328665,300.2432980374377,302.3888420793165,300.2843732554959,299.51324810709474,299.05735093933725,300.14004380812884,302.28506972993284,300.2809499186483,299.1368737203259,300.14382770908054,301.9042421330261,299.7913944679617,299.887877808557
64,301.6911358549731,298.88468652987314,300.7426039097417,300.2095875569093,298.99580689514846,299.85871235606203,299.8407837414072,300.00824953257506,299.78162451126326,300.0744210611318,300.6211718511948,301.658457378836,300.5852493599899,299.83120778214726,299.30741306615056,300.4125229822071,302.60456230858074,300.68435401114925,298.9194627945981,300.5068689207903,302.17382968558746,300.06425297427705,300.20152455217476
65,300.4722040644078,298.8664669117534,299.4552009230465,300.1032520547781,299.0016432182707,299.91456087224554,299.6254908022983,299.89207919849486,299.79604520411345,300.02042307714095,300.6830042750017,300.48180029199557,300.7458346256165,299.74956574113907,299.2259722313304,300.3389466892958,302.7175520798373,300.77018468153386,298.28618983800635,300.48457862156704,302.11353819850615,300.0891364191839,300.20358842716337
66,298.88773733158445,298.46905519855045,298.01605883705935,299.5320262682443,298.5965806936406,299.6584512371983,299.0543426276283,299.43779477960544,299.3763917130227,299.6995353219096,300.2864946813758,299.06266741091616,300.5991472143993,299.25221582002393,298.77506068431586,299.99507645439235,302.70309811035366,300.61180680474996,297.42924021521736,300.0977014536282,301.8306164914871,299.7528385824587,299.6558168410052
67,297.86805651072876,297.9671164626372,297.3750556402368,298.9420758166571,298.135832340175,299.18978754131075,298.3035337435993,298.8470186977463,298.78639237735655,299.2327030824907,299.75240338087923,298.29781401322083,300.408293198187,298.7283205975892,298.1412991723818,299.54459923349117,302.7027492144089,300.39920065254756,296.57251735736384,299.59586863161593,301.5151122584685,299.1611133195027,299.09377673621555
68,297.3642458520082,297.6856338236425,297.02602571601074,298.44061251287803,297.7164595359982,298.745452845603,297.6301977457887,298.34786927895055,298.22712217646796,298.790919533366,299.2663441315893,298.01086720249276,300.18682396429443,298.3900273043284,297.5673485156713,299.1100482902387,302.778925708577,300.3704394363579,296.0573545620649,299.03838557430424,301.29841113263006,298.39958950274337,298.7247365685293
69,297.27331482158314,297.66957593209787,297.0384673497641,298.2791515549441,297.5368383696817,298.4687202952635,297.28089063827196,298.0941420430922,297.9507911055685,298.5458992665619,298.90857915434435,297.83443505494324,300.0672433101427,298.3467898227063,297.28634078465416,298.8478862403468,302.8823486330976,300.4564317716232,295.9791643666614,298.8643336246432,301.1664889122122,297.9389744544066,298.59831698181273
70,296.88987221868047,297.87470355652806,296.9064975660963,298.1845963557409,297.5108781101547,298.4056394785145,297.2983348190295,298.0601883864278,297.9194945148834,298.45141462134217,298.66675172598207,297.40871853583945,300.0584692179721,298.40877267396746,297.34030889270235,298.7426943745399,302.92238169955345,300.6686331586821,296.16124007270287,298.8095469157276,301.05680856314183,297.8341848292778,298.65297129680465
71,296.7861367182997,298.1323141816385,296.9632930889344,298.1370272603332,297.76296101575986,298.37321927510015,297.47253545120014,298.0662566440092,298.0042466910389,298.46472177370373,298.51298344413084,297.2660774414297,300.2774287725947,298.5319911511513,297.67686360495213,298.89326814283714,302.82356805092434,300.8002614602979,296.3803546290762,298.93243636268744,300.8316498147764,298.0885250256445,298.7707600237152
72,296.962897035005,298.5176000931958,296.9139250074557,298.2041442291684,298.1898482049091,298.4886367536773,297.7812788032974,298.1635672674585,298.2319714390574,298.54271996348314,298.5361715120359,297.4882042355794,300.60796506097614,298.7667052412785,298.1632987907661,299.25912428983776,302.6874620395003,301.0207196420975,296.82718528767265,299.08271145444445,300.6931376960163,298.50817257989524,299.1486545215771
