Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
14,297.6520837064138,298.448209757054,296.62166641235206,298.0075666834569,297.90207844481915,297.66815277956965,297.9234988157669,298.65626109831214,299.8457661319378,298.5963514987271,297.4375228312485,299.26790801553074,301.32964729210374,302.78609171768807,302.915921888327,301.1713095232348,298.8770962756687,298.4856520638962,299.8588741849751,299.91143138773583,301.01507669006577,299.23346711576863,298.9451918048994
15,297.9522543858854,299.2450278914222,297.1043685066813,297.8843901314479,298.3814666200455,297.14651364399737,297.44833032038997,298.0239221558223,298.13107537023626,298.5539868279165,299.1300496351623,302.1369280317697,297.4969757106698,297.50588565878576,297.44794699288656,302.34927946012476,298.99348749202755,299.00686535556315,302.35931236132996,300.1638093435095,302.81766909675247,300.33801087981345,298.829622124087
16,296.8838889645867,297.7714507367594,297.48544205386787,298.8137540516844,298.10176210484326,298.0905436618985,297.82843674662973,298.43075817491643,297.67584949037973,297.7477465053957,300.61329790681685,302.46554480875596,298.27753493828124,297.8367136583209,298.340453205108,298.5990971840879,301.4587736129719,299.6183725697335,298.72928280837544,298.9192058457246,297.37325239209605,301.45051051902806,299.32551896365857
17,297.5586946305933,297.7868950187657,297.68106811443454,298.4816523561557,297.911510954677,298.84253290824194,298.6770838099337,297.6598932800218,297.76126356457104,298.0028498297767,297.3445329269207,297.9160585379507,298.58444499199885,298.91272692895086,299.41812168947996,297.84714263926554,300.9502741110248,299.17820440268565,297.74397464593983,299.91413899565674,298.1139205821002,302.82636671407437,302.02077721775316
18,297.85991889448707,298.4661487157696,298.5985671993355,297.87430522815083,298.0175413136573,298.13385607461936,298.23966299526614,297.66703349882965,297.9306816204767,299.29695121945434,297.63324030982034,297.8574914065357,298.5888576792273,299.9571531625645,301.8189749011744,299.2972126197061,298.0010132639606,299.6164855867591,298.93621047034117,302.11555879759436,298.20430194560004,297.33433267091226,299.50418773504435
19,298.20443910063267,298.475528838908,299.532704948204,297.9794850500023,297.9677412145757,298.05189697210926,299.2635103379359,298.3983654899649,299.08049514050947,300.89037253312426,298.0802437445944,298.6453286450034,298.94783383166344,301.95448589870347,300.2594711580911,300.52263729056284,297.9709477579691,299.50378181013633,298.9887976853059,297.746901003297,298.55663604209593,297.3925380926623,298.32781614187996
20,298.2257229429758,300.54451223458733,297.4112053084917,297.44861787347253,298.2749656300714,298.6285272451701,298.5465868198885,298.01384626993405,301.44190453337063,297.8412569746761,298.4858634128675,299.1762799401732,300.3819060265791,300.02677888527165,298.28591056507724,300.1288111848259,299.4989812837934,300.1403636162326,298.8338316574818,298.2924374403055,300.51101142114373,298.33466979199653,299.429669533242
21,298.9384336952732,298.5288846236787,297.9042308231919,298.448956006191,297.8841663164798,300.47622880235133,298.6719674502961,297.54290028177076,297.73049424593995,297.4377354164071,297.4705620711713,300.017613729516,299.1973009646913,297.9856903352849,298.7179248736614,297.94030815409036,301.99232455838563,298.4998829145946,298.54653090881465,299.80902574877314,300.9169794278485,299.87025625485546,298.693615329313
22,298.1276894659691,298.2581189152258,297.99844748093807,297.67129477467864,298.0660870130746,299.7497018535266,298.65260477366115,298.5968355560042,297.2110708278772,298.2238799956183,298.15753474266853,303.113833061448,298.6626630588664,298.5488677594654,300.3563609806378,299.0427317459531,298.1582357065492,299.6937389809951,299.4587405789545,303.04166054511626,299.00261305932446,301.46464303338985,298.698606296282
23,298.20948834245564,298.82196375781973,298.8230143965625,298.2963819404015,298.65711531663504,296.5198866498429,298.92028455589855,298.52229695982476,298.24770113831545,298.60849784270664,300.8523378803657,298.3087496453463,299.0054497621433,299.3477453788409,302.26232622053504,300.06062894854807,298.5876558053871,302.0645383255463,301.9048204738895,297.96223901672033,298.60832525135453,301.81470422763175,299.16101740382135
24,298.99602313708624,299.0865280338853,299.4186843342915,298.82299872353383,298.8843645387647,298.30926698909707,297.9459132012144,299.2527907698655,298.4098976534408,299.82575600513246,299.65458994578756,297.2666234459946,299.3906795622756,300.9879310990421,299.7341723515313,300.284055983272,300.6458530565008,299.23300764430854,298.7478738591445,298.05803439811893,298.73904911610566,298.297827827599,300.3825078641634
25,299.46715036779545,301.8545651533877,297.5695219387092,300.53989059348686,297.7314304360877,298.1928224009361,297.45735907883187,300.3383706059827,298.07949688205866,297.6914517682771,296.4419132556323,298.5461262472861,301.69098436564434,302.2502046575855,297.59929974483225,301.52474196544773,303.1242124101138,298.74355287360174,297.6254405995721,298.9250717225821,301.9401243346568,298.1727046241836,303.31710058017717
26,298.4065396729197,297.13328863737416,297.6910997663239,298.64119588333506,298.26949964435374,298.7900856670771,298.3305119195857,297.75402343987497,298.8469145972805,297.61297197374506,297.530501099006,299.3666764716302,298.6178822298776,297.98006158402364,297.96620983830104,298.57696542969114,297.4106600895483,299.63527566610725,299.10935173026246,299.42188689334006,300.3297956907605,300.12453537520565,297.5621208247428
27,297.1539072410802,296.49358733614014,297.3034067171534,296.941874651232,298.303065970488,299.2759442000469,298.8440430852474,297.57048166741953,300.7641481922504,297.91193217474864,298.3157451010524,299.82410337013226,297.6457306410305,298.4961613296719,299.31292899268374,297.9768679184228,298.3933778201775,298.4990628154563,299.3266764381552,298.63163256949144,298.7806251047756,303.1740347125836,297.92485866071075
28,297.999318258602,297.94607863206915,298.2543495600217,297.8627716897337,298.58175397975725,300.3574875715112,299.26961073527826,297.8537093230828,299.00104864952874,298.55344377228647,297.5687491837408,299.73722571420393,298.8187676657392,298.77388616814557,299.72752300661494,298.87283303981417,299.43498842270174,298.3918171420856,300.0976957452095,301.46283231975644,299.28926925635386,298.2329668376502,299.39444491321575
29,299.2603678175791,298.5568712164754,298.30175249589064,299.5552725894222,300.7451756625273,299.95208542193217,299.46395270767533,298.0666703213214,296.984853881423,299.0017013979074,299.14452048606967,299.0838407515643,299.0902403376329,300.4799248323188,302.9451583582319,299.3879378566201,302.63102516158347,298.9050869712594,300.1406442404737,303.27651855241317,300.0101521568851,298.3305163197787,300.625320994073
30,298.4677019681362,297.9681802633219,298.38208724391393,299.92758154220223,298.90516704071246,296.8052918391997,299.55160443797223,298.2850776581047,297.65461347956153,298.70373748459576,301.017512334214,299.5513649537822,301.23533437182954,302.32496822116553,298.5458573718988,298.2561204747289,300.18211333985664,299.5514365019426,302.93134839321823,298.5111270739783,302.0180892987758,299.3029863952319,303.1881412011068
31,298.35719293051335,298.78964071130207,298.56165803395413,297.8763341322263,296.6418487426019,296.7146691835331,298.75988899755254,298.0507849386651,298.3303491961511,297.92796080729414,297.8252624096643,302.70060565809246,301.58052646140237,297.9726796130836,298.6849203370795,299.88083692719033,298.02630755702427,301.8135356809828,299.0069717226176,298.26328829265935,302.7029546780947,301.781837609196,297.39898783058766
32,299.2339117726998,298.0248119711284,298.3187269358896,297.1943879557393,297.9020308019841,297.87628684501175,297.82683472645743,297.52820718859584,298.15754118683145,298.138658740007,297.9187700879156,298.78849891694665,302.6581746531561,298.6049682591704,299.51759619641473,302.1069604378512,299.2368745140392,299.0564572843475,298.30350937624326,299.1485035638436,297.7499581258237,301.15012202772806,298.6052573368733
33,298.14552016216595,297.8676305525675,299.9323428805824,297.09115630230195,298.4154299893288,298.47605182288027,297.86508122591096,298.300846379638,299.00343883992076,300.07873702508704,297.46885102996526,298.2228423848249,297.6228968652753,298.44922696874374,301.22704431513694,302.99725064140836,300.4425345791077,298.63857846337265,299.21356131213014,301.3041484823218,298.8987213326366,299.5951179389211,299.3251518518288
34,298.31346179728536,298.2972437936092,298.54831621320676,297.9800325618541,300.6479494829738,298.89494842673935,298.1868969425621,298.11385690661774,299.9726614560297,301.9868457254401,298.1865360618142,299.4173262278149,298.12742294336977,299.7177613279662,302.59515638045815,297.8591990233013,302.72166353575494,298.7240862549792,300.8614898207428,303.0355455578327,299.8904296278723,298.4289036178579,300.5133654696628
35,298.788809705309,299.7966040164565,297.66058583853186,300.35379543487574,298.1041100968777,300.8154027970459,300.10206137005713,298.63358575910655,300.4694597103153,296.33956069687,298.5214009282067,300.99329911408813,299.4455728512583,301.48365152820094,297.8860161621076,297.77871857068004,298.22042820272856,299.40666167754415,302.98129041442115,298.1493588655633,302.8719036817502,299.33173837673854,300.6470974981293
36,298.0284519979417,297.8822344583853,297.93722147137925,299.35061587133356,296.59492334567886,298.60262792700763,302.174065705395,299.5791933073953,297.0803887099952,296.74017183783144,298.3834712815394,303.18929107000645,300.647359837637,298.53809378595565,298.03228369312404,299.1943016761904,298.2348905213512,301.77514233120115,297.8167464835504,298.267241272503,300.19770282127206,302.0697725644566,302.27638957082564
37,297.21549397028565,298.0945399742586,298.65732278015884,296.70136387334384,297.22857412504067,296.58273913091125,296.5963977980178,297.48882304877424,296.8539208466764,297.78019856915535,298.8111314245986,297.56980478685114,299.10768020897905,299.2610984429852,299.25138888463727,300.63179278924645,298.4069238994036,301.2073817477963,298.8430352391143,299.8370638179539,298.45872241059897,303.04424891032494,298.8536713440737
38,297.97959886588455,297.7975520328859,299.0376888634174,297.4336254047091,298.3136273480531,298.11556751317033,295.9170148925536,298.7787289204648,297.81991527876613,298.0286966683395,298.3951852344015,297.9517524298013,300.02196031018894,301.10664965289493,301.9917102346415,300.0390214744428,300.7140780183748,298.9590862581531,300.10014484906515,303.44696004636575,299.15875729818214,298.63544850057207,298.2548544360271
39,297.93367592894396,297.37081569311005,299.2405112772463,298.83825897069534,298.5709067296444,297.84507604869003,297.7039727057027,300.1576543951577,298.22954377247135,298.776260748486,298.64438809279073,299.0360811476394,299.32532926118836,300.2559257878284,299.1740155732909,300.4824263883501,303.3386911536739,299.55256171563013,303.48084274285304,299.44469022520445,300.42109405901687,299.28523022684857,300.03312077250786
40,299.440926247528,298.0805055513674,297.3579670825995,299.31803900584237,298.2538743872953,298.5612976197222,298.20502654334956,299.5106079467472,298.87307778184686,298.6034888424074,297.7540491627067,299.5320237908159,301.10650173128664,299.85717998174874,299.50436216854513,299.07851499559433,298.2147809444959,300.24367856687167,298.6508053978642,298.39808200613555,301.3474222858718,299.7031719063284,302.8457251540221
41,298.18561072404003,298.56166079989913,298.53789229641944,298.7179765923391,297.57911883814705,300.90475677789743,299.01816952597574,297.4973854396596,298.3360765090136,298.11781469538937,298.1401423509427,300.517762556638,301.91679084686206,298.3096919207905,299.46275763478644,298.6869382213918,298.29301479078515,301.91198203077016,298.18756927261614,299.0155635730194,300.4171754984911,300.2495091868247,299.4399244103484
42,297.73312714764734,298.5045798229035,298.17551164757043,297.6451483196241,298.57029487367146,297.7171963248,299.4283630215612,296.9761352750958,298.22613675810254,297.51266212438344,297.8991893965105,300.4034899676524,297.67670756472836,298.15720917322363,299.89685810925636,300.50129579960196,299.060054104626,298.88159935145205,299.0691305118573,300.92623761422897,302.8618959915835,303.4812823120283,298.9541047371708
43,299.07111089664863,299.55422917134246,298.37589208654435,297.7167070327059,300.3726242571665,297.5507998856796,298.81309150890894,298.04142225217043,297.3006496659452,297.70091485681473,297.87017995565753,298.2107917878753,298.15052567862426,298.599768935394,299.53559549155693,301.73203661257156,300.87381942690877,298.863516510034,300.46403812166335,303.3183994453977,299.8937884423537,300.2647777421708,299.56355217973527
44,301.2723474787924,297.5805494993682,298.7370961441524,299.18557217494237,300.47130255709226,297.4055703168926,297.9528650645257,298.2045574431151,298.15987903534324,297.79684616684796,298.19901680193715,298.95592317628876,299.5683474189136,300.0014686985566,299.48705819687285,301.5364939312187,303.034896069745,299.95569699718686,303.4447985397929,298.02768926621275,298.2653572879963,298.59593073319854,301.84699128766664
45,297.0303629315051,297.98945692958023,298.0561366432459,299.24216754811016,296.53645922419054,297.87011239045495,298.3897646178803,299.48537689366896,297.3624030801604,297.83221172944536,299.7188688509116,300.24355950347547,300.96751601860973,303.2345773019163,300.9368769075925,301.37101913437,298.73820286470755,302.07483744708145,298.64580733117367,298.51613753297744,299.02383774675985,299.6857006004529,299.9655768402938
46,296.82405826877334,297.9594394799611,297.7904925237583,298.13240252254235,297.84862562542907,299.0301327886164,298.260178214422,300.0345121912631,298.5353077692408,298.04767077532875,298.6903441833263,300.3936960681671,302.51905830716424,298.7940511166256,302.2271775083458,298.0249622855595,298.7294940715322,300.00173119823313,298.89461586197973,300.3889032019371,299.7581471214846,300.553737175672,300.0637859388043
47,297.66624287775136,298.5822662171836,298.1369778964255,298.724729500767,298.96419113794997,298.66537932053114,297.80649489746514,297.6746833610793,298.8619310733427,299.5054685141133,297.71454686373977,302.8211662471171,298.64849690565467,297.98724487192754,297.9520366771961,298.35170655327977,299.9425377432445,298.2418479688281,299.34264789916705,303.2370777378801,300.29420200449243,303.7013772841782,303.5234948238854
48,298.4536766017933,298.74811211022495,298.89718213881173,298.41090316110643,298.8349149784073,298.12963375929786,297.9762921356529,298.31788986683597,298.81647733900604,301.72454947219427,297.62021811410676,298.89780439728753,297.88388077175796,298.53718371761335,298.7027293406392,299.4944055654266,303.5231915456995,299.43093839020435,300.05552523515365,298.2092984021512,302.7872206644245,298.8248348831526,299.4207991229752
49,298.1863110357563,297.5192093474232,298.5283101986039,298.67941226297467,298.85753094551984,298.89113242868046,298.20705870715,298.386823055086,298.7264401191794,297.54812333388935,298.18345200931816,298.112623553871,299.22652023711413,299.4102300372553,299.5477919719413,301.17906965559695,299.3557586547227,301.4846597690292,300.31264900859003,299.5608878685924,301.47653109388256,298.9118314181171,298.4991825470666
50,299.0348163064695,298.0103081179897,299.8319493445222,299.7494320600607,299.5759725205576,299.98345555593744,298.61001726423547,297.6273882391421,297.95038104975015,296.5595168328494,300.10429218993846,298.2205450196306,299.2437153877635,301.67435506446463,300.08260180090537,302.41194972866043,298.8962830071435,303.2321645607007,299.39804883311876,300.44014368982033,298.3721192473788,299.60246405834863,299.92503749084693
51,298.34688334929257,297.419174949932,300.0954980624654,298.583751715124,297.3658941100294,301.1224089369363,298.7576430678496,297.83938358504025,298.38944192807713,298.32135900173375,300.5612277550569,299.7932021470165,300.52450370853416,299.7757009705214,302.00026374009246,299.3237040452562,298.923307082275,298.4827469596699,300.2082863048816,302.02263740075637,299.86305569537507,300.3431996738268,302.88488524408916
52,298.2828059831056,298.0723041126842,298.7112664196488,297.52194979388145,297.5851076937795,296.60018268520474,297.7799748607089,297.86457976549855,299.5086984297079,299.00237228378325,297.6335894399965,303.03567361074863,301.4707929351796,298.9382564269144,298.94402540873324,298.02220181318245,299.75972902568043,298.7713260697988,303.51971600826533,301.73484505307596,301.97301372939756,303.4335281704586,299.86888768980924
53,299.5269456649208,298.89201169960046,296.5279154249018,298.3913358682196,297.8108689260599,297.40601777324224,297.6080214857613,298.42396980713687,300.01842943999765,298.7248794674118,296.9953286951204,298.4087198833791,298.4326614821509,298.9932689353963,299.63448387987654,299.3167309306005,303.58909388362287,299.80009922810757,299.4394237238942,298.4456875351335,299.3083176193088,299.60532096404575,299.2161023272507
54,297.34283789296745,300.13643103514204,298.12537355764033,297.9802702466004,299.5778184534547,297.61867601570407,297.9999092634232,298.7605769797357,297.7548104405478,297.32756458769126,297.81696971626394,298.2805027406945,299.2572793183322,299.7910453597564,301.1962259166564,301.04225389516915,298.7257344725843,300.74290122958934,298.6082158601848,299.37596720324444,300.44729682073086,299.2089813036387,299.94971366507644
55,298.2815495257992,297.9811082338454,298.0878029779556,297.1043295650796,301.953358136218,298.0678074414183,298.75031272763016,298.7611669728394,297.68725991285413,298.46812099276474,298.51413796784664,298.8292812247202,300.094328829262,300.6459632950746,299.4557169775912,303.2835480064768,298.205357137564,303.8133966236907,299.83249922363586,302.4216383089905,303.7137700034064,300.5159177726578,301.9763934710286
56,298.7397859120925,297.8414002916067,298.0938344507447,298.24951745122917,296.63180819299515,299.03215297217395,298.63331158792437,297.7730352432527,297.86785094416206,299.14507140249424,298.74489148780543,299.5382221759308,301.16471468216815,302.59893766177305,299.2033319358454,298.7109538636675,299.2045130714851,299.04929261952617,301.4387026747854,303.1006538214943,299.29322923543856,303.8925122934697,303.8791101003722
57,299.3514988318145,297.98998552612557,298.149061607066,298.9369643416864,297.1339141157418,299.61571564522825,298.0828125466663,298.1162337307106,298.3044972203073,297.74578077513894,299.1503792738476,301.79601280068385,299.67110926843424,298.162811498978,300.5861048772442,299.15056466513744,300.88940576825144,298.7259528234756,299.67569930329995,298.6038718261426,299.5753693290099,299.71790784659726,299.08624632921675
58,297.6719504296911,297.8076691979233,298.4791878769508,298.3119481119508,298.4363581192563,298.0287625872009,298.8869192530654,298.31939667550324,299.1154866427251,297.74683881059826,298.4924892389192,300.8569902246349,299.4497978998749,298.1015935309446,303.40922527063896,299.6642740718596,303.52884172718205,300.2969059960209,299.8633958183231,299.1475252150203,300.2708486681603,300.0629522739505,299.7829647549497
59,298.07106421645017,298.2927646933801,300.5329638402164,299.15724805809026,297.7258052013878,297.91517324849667,298.9602307597667,299.4754850262777,299.98256506494795,298.27791918342314,297.1655044839843,299.04063956420094,299.270850223692,299.5307771878741,298.66497946991325,299.6749848945685,298.55013086548865,302.39570530042874,300.6040770203301,300.00863354679126,301.03285087569225,301.40139430170257,301.60617758666837
60,297.6810442113221,299.11274371830683,298.27359475361004,301.5477497076519,298.1694211065931,297.8117694994709,298.3508796196202,297.484343880943,298.4834731768943,298.3970823220832,298.0813517175047,298.49647000286865,300.26753044565083,301.60466002223455,298.21092138798423,302.0994856778223,298.2814940866099,300.3486154454858,303.54969327024287,302.3740090203307,302.52758645347063,303.82258321722725,303.9055998695964
61,297.8773236714906,297.90222478772944,297.448904677826,296.75926285625917,298.5666790223415,298.18664961479845,297.9212849775643,298.0865336565557,297.760001282593,298.1636361251135,299.78789475132857,299.2784510109136,302.425452739783,299.21684027551925,299.78405864214824,298.606487043728,299.23978973506286,299.7718040354302,299.3654330763298,302.43086316503394,300.67280570729054,298.9265776843021,299.1070091802595
62,297.77393058879187,299.2453404250145,298.29687321200794,297.2180544343281,299.4515513113769,298.2689114271605,298.1913497795916,298.0439341366557,298.3784474285217,298.0413971413355,299.6698358248359,300.68337306196304,299.0562666411393,297.8758342227436,301.62414454713274,298.97657375029104,299.3226649687005,300.34161325946184,299.4961635486744,298.7774327051972,298.6544814011026,299.86157858380756,299.42044757372076
63,298.60546388613506,300.86798938550845,298.666415816946,298.3820361064666,302.2406931900458,298.94413503531393,298.6772292984628,298.1701778554405,297.75615149892377,298.46123635338967,297.9049064536216,302.3045660975381,298.35570178419727,299.3316583170177,299.3803152766573,300.5755474785751,300.1867436847465,299.6277697414902,300.77869097170856,299.77178411742284,299.4970689678919,301.283202209082,301.7574834692723
64,300.4182507417964,299.0147055257841,298.357032465044,297.5488819775974,297.0493081937641,298.2931110945986,297.86870843365455,298.7433908992944,297.57215386769604,298.48440150676237,298.0990943577642,298.6275142365418,298.2720367859472,300.4099458151467,298.9172013147743,302.9962119727082,300.28694620324194,302.5230902514618,299.51816009531524,302.0405460050811,300.8274615676931,301.67749489012596,303.68955441840404
65,298.3868321632494,297.61298720253393,297.88959784448883,298.169514189216,296.69073976323403,299.59385108372896,297.9740117839306,300.2558624960722,297.80186998718705,298.24379283972166,298.8268075955951,298.4528181961289,299.4481298066633,303.2013678945695,299.1457273534695,298.6659597826726,299.37286242510123,302.4953018984431,299.40891739837144,302.7086646029638,303.1325769946659,303.6290619945182,300.82042198647076
66,297.6961639458359,297.84390533302184,298.3859863624291,298.96370341776856,297.6399428381225,298.02575557644275,297.88450229700317,301.19338930831896,297.4544827272009,298.653543433248,298.36807516769653,299.5946461210264,301.71886629903287,298.28748148794836,300.44170034696504,298.3690787720801,299.618945701106,299.8524615393587,300.92393295209473,298.65066685784774,303.94013735962403,299.6823576563724,299.0574330085016
67,298.0220997826656,297.7540742044843,299.7359304711368,301.0327683560154,298.70733331235994,297.93017781501425,298.59015280424387,296.1260101392142,299.23831000650574,301.7554293833677,298.3342341346668,299.75151136964985,298.77299372821676,298.18434606539876,301.20785449144336,299.5365757455441,301.54142094584034,299.34734197541985,299.8226270321079,300.79559921821414,300.0109600736373,299.51243727447854,300.6267556429767
68,299.0416480415076,297.6459093754293,301.00842370378086,296.98497097052234,297.9689613155443,298.66680197506037,298.5828281571473,297.17111801762513,299.85651922335256,297.33441899847463,299.67702638597217,300.4733422846443,298.0249869729313,299.6389524937156,303.6487759835631,300.1181059523315,303.6141075637318,299.47239679291744,301.4888257914336,303.9435201919198,300.03612798745075,300.0502461539535,302.0943195363388
69,298.046717589039,298.0341107928339,296.90719496279706,297.45717525316786,298.32990766776646,299.2962386426224,298.99257725946364,298.12544873441345,297.61991960651943,296.7912889033192,299.65020026194566,299.1467590513546,298.47868273168234,300.89427922573185,298.74176257891264,299.94210965903335,298.9991282962242,301.85832042535503,301.26418985795203,299.89570192248954,300.0455900002714,303.2643088346418,301.01921459979934
70,297.77942215825556,297.7285110678167,297.07189754927765,298.40722028108553,299.73258845957923,298.17448136288886,298.74511653006726,298.8674813301493,298.0542731913292,297.72269742756424,297.7511925611122,299.6230293594079,299.21481815463693,300.5696370846535,298.8034909308718,298.8149941393686,298.0059841900768,302.8649868910813,301.4537547078541,299.8512881980279,300.7915341296696,304.24322434975954,301.04117119956055
71,298.30197621711835,299.18156720390033,297.7980868281963,298.8374141326851,297.7181295708629,300.00887217009137,299.4556935009734,298.62251707668486,297.89876554352185,298.5707950379173,297.23564781170313,301.8160648025674,301.9186166857208,298.3458251573964,299.3560897860318,299.05877488768925,299.66864468294017,299.1188375433591,303.59632208765,299.39654596401283,303.77065960254623,299.65361066191167,302.1980482675004
72,298.5427261215479,299.7450675720483,298.8107760654468,300.53372321180206,298.9954817054306,298.19491166415963,297.2844494540168,298.1747124373782,298.52100273187193,298.26604931339256,298.2324750687632,299.96831901956233,298.94672699441384,299.5937289529765,300.9026630886158,299.9273584195876,301.55636587111,300.11011313369096,299.0144279059202,300.1829114033813,300.04302747370843,299.88141366254956,302.9407743083559
