Experiment,piControl,historical
260,296.74845790071663,
261,298.1187696797174,
262,301.3112684045175,
263,295.60516177166426,
264,297.36799226575107,
265,299.4229625228706,
266,300.3002658390981,
267,296.6745551840963,
268,297.54601844959143,
269,297.5072688238394,
270,299.6778686521439,
271,298.2494424966192,
272,299.88937107335505,
273,294.9161258345578,
274,297.3618403405078,
275,296.496154535715,
276,300.0781878975954,
277,298.943285687191,
278,299.7740779757316,
279,297.84782234456037,
280,296.7212364988398,
281,297.87123919930565,
282,297.3287077446953,
283,298.92570296638917,
284,298.1460741867445,
285,298.23520348798354,
286,298.7349566215035,
287,297.05759857217623,
288,297.5973750595207,
289,297.1389807576719,
290,298.23517430146813,
291,298.1329506065319,
292,298.0004673017936,
293,297.83574351958356,
294,296.60757170952786,
295,295.71080870523747,
296,298.04191663018094,
297,298.99199657898026,
298,299.94994921785053,
299,296.77139389255643,
300,299.0339139002441,
301,299.89597235727416,
302,296.0998076091553,
303,297.7853964714298,
304,297.90082707445765,
305,299.6039456225449,
306,298.79828175115944,
307,298.5195679043322,
308,298.02890569297955,
309,300.4344128114926,
310,296.6117530436372,
311,296.380534413318,
312,297.2242481580383,
313,299.20284776208433,
314,298.1338512805523,
315,296.8905682860193,
316,297.6654383392606,
317,298.9897580602148,
318,297.3773389724499,
319,297.9535571331794,
320,300.09274655498547,
321,296.95490801575244,
322,297.4790237496848,
323,297.05650013034864,
324,298.36878667667594,
325,297.2838723104838,
326,298.5772052963985,
327,298.1846355410158,
328,296.002948826992,
329,297.705742400187,
330,298.5945243785761,
331,301.94483873725864,
332,296.5159233617587,
333,298.5623702930646,
334,298.14215352462276,
335,297.3160915207065,
336,295.90376242004254,
337,298.65346485942763,
338,297.7105366993973,
339,297.6960742205825,
340,297.6936226936916,
341,297.37517493450895,
342,298.0510503789273,
343,299.6578463707744,
344,295.2218511367986,
345,297.0568900403943,
346,299.0395354857808,
347,299.3515123763873,
348,297.0810172208237,
349,298.6813490838495,
350,296.724173268138,
351,296.62185871386043,
352,297.95394626738397,
353,298.09758777344695,
354,300.59357775365817,
355,297.3597963798953,
356,300.166991197339,
357,295.2002596138154,
358,297.1204085524862,
359,297.488994676494,
360,299.47756852088145,
361,298.3910443135504,
362,300.2367043032961,
363,295.58126893098836,
364,296.47715294341765,
365,298.4959037779757,
366,297.6932472738102,
367,297.9403869427733,
368,297.33097380513306,
369,299.7859497108411,
370,295.75027358120843,
371,296.35740975130346,
372,297.2851602461953,
373,299.25094458583135,
374,300.07957126630527,
375,298.661117388239,
376,297.07748804382754,
377,297.54634312828483,
378,297.63624216743824,
379,297.7860483196628,
380,297.5107350937117,
381,297.46355005667886,
382,299.35024500891603,
383,298.90736610508316,
384,297.43166957459283,
385,296.2887776210778,
386,297.1951116256471,
387,297.3572127907117,
388,299.2314431513999,
389,296.8475669670489,
390,298.0901885306999,
391,298.78394167091784,
392,298.8216012938897,
393,297.3041429960244,
394,296.04628675427244,
395,297.1611142416293,
396,298.58630556555516,
397,299.21493202217715,
398,297.84262447251757,
399,299.20148143019475,
400,296.17359010537234,
401,298.0503530771025,
402,298.0172121334,
403,298.3889053065511,
404,300.0972238851361,
405,296.234678462176,
406,297.5266550837419,
407,297.37445960545284,
408,297.5560802815863,
409,298.3125930057226,
410,296.66237875261913,
411,297.1050136950783,
412,298.21265749708385,
413,297.7070849732236,
414,298.6095923881859,
415,298.9489454004218,
416,297.0483486665897,
417,296.752970979146,
418,296.8022461244694,
419,298.08810338900327,
420,298.8961104553638,
421,299.4670956535466,
422,297.20465467126917,
423,299.0796002420593,
424,298.37495158027906,
425,298.0152013473127,
426,298.53243925472276,
427,294.8436627229023,
428,297.44832841771137,
429,297.39517900962204,
430,297.69305018961876,
431,298.35248120261576,
432,296.6278459076967,
433,298.42251433234725,
434,298.6781738843768,
435,298.0316500112547,
436,297.1706544792417,
437,297.9737286044273,
438,298.9278526353933,
439,299.80051066699474,
440,296.29684433256847,
441,297.9487725574377,
442,298.57574295564774,
443,298.70367909136036,
444,298.452197184494,
445,296.05724658541703,
446,297.20919442836737,
447,299.11588509359785,
448,298.22380910763485,
449,297.77110918182547,
450,298.8545467702679,
451,300.5666583463287,
452,296.64909638560187,
453,296.5570050541814,
454,297.4401369763236,
455,297.9612951921658,
456,297.5740874061567,
457,296.03735998826716,
458,298.22948933593096,
459,297.1444216725051,
460,298.0996191844686,
461,299.0604754936125,
462,297.0088315611688,
463,299.8010568320605,
464,295.2784845042377,
465,298.4025808137215,
466,298.02660597054506,
467,298.0598745126468,
468,297.58139539421376,
469,298.6020563949164,
470,298.2656581233712,
471,297.0630871006793,
472,296.7101861998576,
473,296.2631563301771,
474,298.4958827523656,
475,300.90094039628104,
476,295.9072137174438,
477,296.7331411686466,
478,299.08969114318,
479,298.97558037345857,
480,297.77830128113595,
481,298.01696374567223,
482,297.0276636462939,
483,298.48512554342847,
484,296.93789109159803,
485,298.0554755547325,
486,299.2602761460205,
487,297.2558436354973,
488,296.82284044844573,
489,297.3959813329463,
490,299.01450217814505,
491,298.9548700009245,
492,296.6359330939527,
493,297.38469426409733,
494,298.16698571876213,
495,298.3786365121456,
496,296.92403354949323,
497,298.02453798728726,
498,298.7110838365455,
499,297.99601795136203,
500,296.847510879441,
501,296.32808674689915,
502,296.9405295010684,
503,297.54157524291605,
504,297.58609125424175,
505,297.8941552364413,
506,296.90388725739035,
507,297.62115652972267,
508,299.4676137836124,
509,297.38685411019236,
510,298.5101072270865,
511,301.33942843774474,
512,298.22536289367457,
513,296.38394866086986,
514,296.7575493340823,
515,297.66838507987364,
516,299.29059580248486,
517,296.6584478540173,
518,297.22015460502377,
519,298.2282656138204,
520,297.1189659552658,
521,297.9033801380354,
522,298.84035839941,
523,297.77519516401185,
524,298.84466187527556,
525,295.6394821692998,
526,297.3625306082911,
527,296.8221417907524,
528,298.158723850637,
529,298.62990101496604,
530,297.07371887933067,
531,297.018239520501,
532,300.1057228470063,
533,296.74363884846855,
534,298.9256209665127,
535,297.38754244550836,
536,298.30493084029894,
537,299.1582240761961,
538,300.0117274954403,
539,297.41785468334393,
540,297.3351939399878,
541,297.4597375609955,
542,298.7484828980028,
543,298.39326135350007,
544,299.3734322473243,
545,297.95384697288563,
546,295.79662125764776,
547,297.7503454981032,
548,298.0241894973124,
549,296.2898636573289,
550,298.09684531875274,
551,298.9946840861536,
552,297.9493603814906,
553,299.38048734947284,
554,297.2994270247507,
555,297.7599594309599,
556,298.6102008744442,
557,296.82368160420236,
558,297.1595085742847,
559,298.4164831294573,
560,298.8202598094119,
561,296.37675144329006,
562,296.67198961034336,
563,298.4001351585195,
564,302.0332378836158,
565,295.92403723691064,
566,296.8004220848938,
567,298.49126352796276,
568,296.1080150288401,
569,297.92541023207303,
570,298.5372638597484,
571,297.0992607664212,
572,299.3056185534163,
573,298.4770006466577,
574,297.4937226033821,
575,298.4337654507911,
576,295.75979228818755,
577,297.7246420821549,
578,298.8488533282306,
579,298.5319826348178,
580,298.15133371220895,
581,295.5979693474989,
582,297.17056630276875,
583,299.26114221738413,
584,298.30797828267674,
585,298.66882953396976,
586,298.15485665263674,
587,297.5457855301529,
588,297.7764185260698,
589,297.71860160016496,
590,297.7870628504655,
591,297.5058295346014,
592,298.8364647618357,
593,297.9604303215313,
594,298.60579658933483,
595,297.7218457958553,
596,297.4836484590574,
597,297.7641317100263,
598,298.58683725038014,
599,298.08588586275374,
600,296.4409814835437,
601,298.095782392796,
602,297.49414407282075,
603,298.00058583619375,
604,298.2206147207505,
605,297.4958174855767,
606,296.31462012161677,
607,298.61695936607265,
608,297.4488109505952,
609,299.03247909715367,
610,297.44504701313645,
611,297.5379134458232,
612,299.08098855044744,
613,298.97955296259124,
614,298.31180297198307,
615,297.1269867612469,
616,298.0082495446829,
617,299.22320913293,
618,298.82097276867574,
619,298.02786802479494,
620,295.85658691950465,
621,296.7294315960517,
622,299.72175439326446,
623,300.14209349994303,
624,296.2742379747867,
625,297.5303160927979,
626,298.8025693114023,
627,298.133836183569,
628,296.8417073340168,
629,298.4786034660863,
630,297.73781846420746,
631,297.64647409654026,
632,297.9014844383964,
633,298.09959778904255,
634,299.9242735272307,
635,295.7877193015235,
636,297.17477350493414,
637,298.1275214435919,
638,299.4187510007794,
639,298.2990390763667,
640,297.11105986120083,
641,298.6156468262501,
642,297.2446503058388,
643,297.89420225642226,
644,300.99093752182984,
645,298.5724045254542,
646,301.8828963407523,
647,295.93716129650574,
648,298.632429412502,
649,296.9817520035254,
650,297.06028530857594,
651,296.8691767822864,
652,295.7595403724902,
653,298.31752089645795,
654,297.6733880285778,
655,300.8925744731783,
656,295.1629568622536,
657,297.0147581556308,
658,298.74887661004226,
659,298.67447389362445,
660,297.6804620658139,
661,299.21642133772843,
662,298.60449959206494,
663,296.7804143472359,
664,297.6097378336936,
665,296.9933301911116,
666,298.8494546819018,
667,300.666833703767,
668,296.75474642571993,
669,296.7851056098047,
670,298.1209249277317,
671,297.91657929730763,
672,299.0120641082357,
673,296.3643889429852,
674,297.3847956117315,
675,297.5319973755805,
676,300.8485580408251,
677,298.6877152464188,
678,300.0708936233438,
679,295.83681537737544,
680,297.2257399372914,
681,296.627871729658,
682,298.6140106931441,
683,296.914624094693,
684,297.0189326252705,
685,297.6397592155835,
686,296.55141703505296,
687,298.98011575323807,
688,298.8416646558314,
689,300.420233999816,
690,295.2198768005729,
691,296.2042384969846,
692,296.27232549927174,
693,298.8317364491371,
694,299.7911202779219,
695,299.72658615078313,
696,296.332206148853,
697,297.3235831991461,
698,300.00368951307803,
699,296.83442505190624,
