Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585,ssp585,ssp585
39,299.26627471632816,299.30106089201064,300.11317480483234,297.7160122221585,297.96647933319736,299.5244776487165,300.8631203424754,299.6812301003719,299.70387149171967,297.7209012043582,300.0092479804954,300.0416484861161,300.2068933410632,302.3567192051004,301.70744089570377,301.35417605136763,303.4751320725067,300.39473840603773,301.453059690384,302.3273983905436,299.4882176424572,300.4649046948937,303.20148899844065,300.6390374586674,301.25944806394546,300.61601387479345,300.5200111766868,302.06708642065473,303.15839408514324,300.941484699691
40,297.45610832756546,297.49058465461854,300.77109387951623,298.70046059337113,300.1339321738749,300.62198877070455,298.2796777696946,297.2816183148736,299.0295917343148,298.9036339482711,301.0721484278973,301.7700103743668,301.9053361460304,301.56580098176227,300.60097936248525,302.4128298243729,301.7374922914691,303.21505984872425,300.21338497025545,301.7290296221966,301.6091302122849,302.68537187945475,299.53101400105203,301.5390971570192,301.1796582526828,302.9519549705886,302.79351678647924,300.1201831366358,299.95491181550625,302.09370509728626
41,298.64327149430926,300.3631444694023,298.4999460597555,300.98335065117294,298.82869715466677,297.5838053280638,299.81030047272066,298.9390492454284,299.31591200904217,298.05446637396284,302.549944765125,300.32907922447515,301.1998130388597,300.53192293588546,300.6313933238894,300.1251059812037,300.1292935830711,300.1693079429148,300.2052686112792,300.6519092232432,300.0520678706551,302.5042282025376,301.9496039307023,302.2678637542246,302.24945470681826,301.8199509316784,303.51003582580614,302.9306789515076,302.4773388274152,302.55471066787004
42,299.3317044415591,301.0750986225766,298.53158094979244,298.7427380395148,298.2833042628373,298.68461698415007,299.08028130267627,300.5549080354669,298.21762785277775,296.7415065266783,300.2156736140519,301.29937913218004,302.92577856738995,302.1626514450431,302.02915196770704,301.10100201148293,300.5909896904914,302.1195570322468,302.2263422146508,301.2146261312369,301.76624727238124,300.71315377634943,301.89743241071346,301.45149933226213,301.4436621608359,303.003217961666,300.192077560741,304.03493892243904,300.69703466331373,300.79212830267477
43,298.358116642845,296.8046267678315,297.8345652562676,300.40665605915905,300.82993506610734,298.4713703243547,298.42559052140956,298.06770708232415,299.5790531324797,298.8940013062569,300.2746944994153,302.4268367368273,299.6455499636838,301.40456538929624,301.9773705277158,301.7223710178292,302.12301561818805,301.12081718379034,301.50177753594,301.34366010392006,303.18520882453726,300.63312475330855,301.11490296125686,301.7715615434561,302.68480564418104,300.90244160679936,301.4325331131956,300.7395415327072,302.6629536252666,300.0325448171897
44,300.1779519734059,298.3942730525012,298.54720597600516,297.9428077862471,299.200299736929,300.6588447579027,297.30774103308346,298.4746926232189,300.3236439203509,297.75979471618257,303.53957295312256,301.02510966490854,300.6125494312293,300.8654141741231,302.56398016981007,301.634321626573,302.0693429693367,302.62509298022457,301.2567586923314,302.41904094044077,301.8402238413256,301.43009514557997,301.9916546852295,303.3858473910363,300.54984525978256,301.6853259916947,303.0566749549249,301.59160015933656,300.9512492443461,303.5016444463395
45,297.5033232633173,297.7382120936423,298.5378987177351,298.20640854536526,296.2931832432707,298.2320258753294,299.45859376237587,299.89239179392837,298.783711245155,299.56424930808816,301.05214784922816,302.1832496841295,301.1879403070407,301.7562021381423,300.17574418454365,300.92256089242966,301.76012755111964,299.40924588801045,301.0617669729466,302.40979079228595,301.390121050319,301.8513663791619,302.0200910509706,302.15905055249914,302.959861283766,302.97339851506837,302.00507695604864,303.42075842475356,303.5349452884504,301.2650962795242
46,299.8764857092887,298.93506375514875,297.92046109199254,297.4596321897406,299.3172751672843,297.812685165798,298.6891053995556,299.94366430893473,298.0943451252431,300.5213490715228,299.15932884638767,300.07780894424906,300.9479606666053,302.76930476261435,300.60776006704015,300.8842211839455,301.1804642221873,299.90486749438736,304.30572271412325,301.584479371688,301.8190213457062,302.2845942135766,300.7969893464752,300.9895339608765,302.96233785399,302.5274547414205,302.8157810308821,304.4706680860554,302.958399088583,300.30795726753803
47,299.8394051104796,299.3213746785322,299.7266756597132,299.0390220138291,298.00402589575714,298.2062929284407,297.78182334941414,299.6985135177273,299.43385763102793,298.4896767467549,300.17238708970825,299.8847382921812,300.4039773944883,299.8004957884597,302.55209548042967,303.48803198655963,301.84768128279205,302.1160372643774,300.6034017674735,301.19554111043834,301.41105312341574,303.637953804053,302.61199377167503,301.5952691702671,300.6705144112295,301.49604762406443,301.24741525336873,302.1933771366849,301.2517681029644,302.46293539941297
48,299.06980303979213,298.058254352945,300.60307740532363,300.6205854712227,300.37242210015256,300.28383337605015,299.63186956454757,298.47947256516295,300.63495182662996,298.3282219630562,302.1588914378016,301.55807884678796,299.8501004033799,301.45378459236935,300.61246712161926,301.32310884470604,302.07464241883036,303.74579579122945,301.3383926625563,302.6227511082405,302.177810750165,300.4455260853883,301.7156564660577,302.5536206274298,301.5129361690554,303.11993451536347,303.66294996557235,302.78154589579805,303.439545599174,303.0043282878496
49,297.0062401915426,298.08520433162573,296.67069873018437,297.4738261530918,299.2792555372245,299.96880700094874,299.02524080595293,298.2256786490237,297.4153474259861,297.89210761728623,301.8757920462901,299.3465719555049,301.6393866046513,302.85713493953955,300.3248284122653,300.2345979007266,303.2598452496641,300.2130304031414,302.64015171023243,301.1069649353931,302.40921162696753,300.23268001803734,300.93654673176457,303.58372291002485,303.07415348640734,303.1497715313431,302.42051835992726,302.92662893217374,304.19688942570224,304.4604188071123
50,298.03250093248033,299.71224728706267,298.84178308549457,297.4955781959288,297.0904571027506,297.6594695866307,297.9678899864552,299.61676152423104,297.5766880301606,298.1025430634745,297.68401763707294,301.80274554756875,302.806925573035,300.50479390345856,300.686042260193,300.71879989209623,301.58051472422875,301.8861839168748,302.46668993862136,302.81609559436043,303.1835803631236,303.88264782497237,301.9057352410464,304.5441907522295,304.03030763158125,303.4121020932789,302.5094950048524,301.87279162921715,300.46475168375963,301.92662661769947
51,300.0542152105594,297.95215119097116,299.0809460526621,298.5701084957264,298.0179618402894,299.595598064313,297.5659967866481,298.15997975540466,298.69253791561397,300.8744663667314,300.7267623456226,301.9330881439052,300.3928080829209,300.22321578954706,302.7198563138274,300.49467337356776,301.86294893795565,302.0262889132711,302.3496772136942,301.7193212249321,301.44520548329166,301.38563807967154,303.3539603272396,300.93218386864714,301.5921118809558,302.4326637920039,303.61638335141174,301.460571308271,300.8592835740051,302.03958017512355
52,298.5830210856509,297.73392404905354,297.7827785958455,299.5448422902121,301.506616108271,299.81955881100595,298.4938004622225,298.17316015254363,301.10035973757914,299.63516754480065,302.71268506821554,301.1446125773755,302.99103547708893,303.0774612047475,299.9662300633422,302.25570097948946,301.3912141380791,302.82246146821626,303.2469968418971,300.96819006882714,301.89209038951134,301.8009722922793,302.3504799108548,300.9018919785169,301.41984385306006,303.2782918636982,303.77638044944507,302.3616057532536,303.6081683607346,302.720372468382
53,298.3727241506869,300.0742003740933,297.86317257253603,301.4252697887282,298.2957115019295,296.5102447776731,298.03995203162435,299.60219967898564,297.3584940868914,298.3230020688414,301.2807409529036,301.5061477493487,300.08538067491037,299.86776062792546,302.0104298244273,301.9228491518283,302.3391319667505,302.3366293139158,301.7147278862171,302.45927157526665,301.9917826476206,302.83406721863895,301.68910615558656,302.2752025105781,300.31428689538365,301.83401856978804,302.13423225302483,303.89042380677915,304.94493456624815,302.4250040196041
54,300.66673319800594,297.66860576336745,301.36812480232044,299.71132525921246,298.4376561310878,299.1426052109596,297.82469600321025,298.50746280712053,298.32097721461076,297.62407459748937,299.5097884874858,300.94987381878246,302.10709916261294,301.6153229372094,301.27856666057073,301.08177664094103,302.64030012351446,300.14731857887836,299.7991774490388,301.84374399597635,303.0931210853915,302.96213275638144,301.6216558859882,303.9467529928262,302.4579535101335,302.2308077806222,303.52337594871864,302.66943200661376,301.834585360366,303.1962073705137
55,297.9392094646313,298.0630956703507,297.58192968692083,295.2001112057169,299.5083726172247,299.15291719789303,298.83297329232147,298.303323502253,300.05339810535685,298.501081878263,303.26764890842463,302.4253969076571,300.661102992428,301.09658477534094,299.8567087607973,302.9323846925378,301.9869949593421,301.35549318701726,302.18000123507744,301.8319929646355,303.1444896343906,302.8657656858411,302.8679974640185,301.8139087991895,302.40094416606183,304.22518374739076,301.34002814914834,303.2455460711629,302.76668877383287,302.8023508725731
