Experiment,piControl,historical,historical,historical,historical,ssp245
46,297.2918401860898,298.76741771081214,299.45592446528013,299.1581954769848,298.84635332632956,302.4653630141449
47,296.4687296006497,300.68017715377425,299.40520153056747,299.22673832465057,299.4984057295224,302.378632121789
48,297.7828487048412,299.4240815869551,297.2897365781383,300.6141957666884,298.89020475023864,300.51354569588597
49,299.25338552511977,298.7556104485288,299.1831623025593,298.05857421677734,297.71329782646256,301.4910837129816
50,299.05178303375624,299.43829310401065,301.5029563296127,299.07467636633714,298.0883733812832,302.9228503238597
51,299.23506590930907,299.45631148198726,297.9569810965577,301.7777687900948,299.09122829862804,301.4967621844666
52,300.2404161191919,299.059590143512,297.8329567550017,298.08228561917014,299.3839762415574,303.08458780354226
53,299.305444715532,297.65184125577895,298.88914004928176,298.7252096042114,297.70197976299545,300.90030872245546
54,300.0274904210366,300.2253470484763,300.7776606448111,299.2537429197127,298.0712640629038,300.6385601227269
55,300.2214190811688,298.5342465855014,298.68297453658846,300.36943068747297,299.76902645056254,301.97582100582457
56,298.2946945472124,299.2951404704622,300.0236653568607,297.45586194927495,298.1521950760668,301.83262392093957
57,297.8653820036134,299.0827514293608,299.0823912477552,297.9250757199984,298.95255483140664,301.1656606392994
58,298.90627723320773,298.8411875523495,297.6863799569904,298.94641276801264,300.25870220835196,303.84255052122444
59,299.22321342927944,295.91900809527596,300.0753816533539,300.3659416494118,298.97258488114,300.96709283093486
60,298.138345586613,298.04448652326863,297.54671884377444,298.499983292487,299.3428156862766,301.86424809378707
61,298.0526918692977,300.3896021934855,298.58162319720753,300.0771554907142,299.3839859726316,300.68613731362876
62,300.25340933362816,298.3361584377855,298.9853390070562,298.50486836592995,299.6603333823967,303.054445105768
63,299.4913783711495,299.51111497587664,297.8813563551719,297.5783168984172,299.13509886575775,302.9727988291049
64,298.6529716805408,300.83092985116656,299.7140421827244,299.4196519083677,298.0817490933461,301.54593666814486
65,299.1378638044445,297.8647418296095,298.1351502290924,300.06016024028685,298.7459818932509,301.9180555402399
66,299.7173510128726,299.41097269377354,297.6830760098228,298.3138952914521,298.733044582501,300.2574226412651
67,300.2480701134368,298.0404993352575,299.23130825372533,299.4706504641354,300.30287743244253,301.0082625109856
68,300.2458152520132,298.9119238537903,301.6865915292485,298.83575534105324,298.0037906419375,303.0346760171933
69,298.1388464045174,300.14006348614777,298.13416470687974,299.295591834775,299.12794342646674,303.01543239984204
70,299.5375325996437,300.63611507486377,299.5751774383066,300.658430048443,298.9375603850551,303.0057463714807
71,298.68871107295485,297.777660331355,300.05253408114817,299.13230505785646,299.324918460364,300.995132396378
72,298.9328809222884,299.2919713106565,298.0871672346404,299.3764644255634,298.6550779732524,301.7154859196194
73,298.71491033239494,298.8719866604334,299.3919611396985,300.0646893850033,299.98656593688446,302.5412637960315
74,298.2011279273942,301.0670977749341,300.9720512209674,298.14967241528,298.4373505557087,303.2276573258404
75,298.6819551006228,298.8867327371704,296.4410638755737,300.6389377703878,298.55671940843285,302.41174380404726
76,298.73462634472145,298.9722525933946,297.77669373711774,298.3723565343806,298.86362073389176,301.8986426501527
77,298.62189663655874,299.4383516053967,298.4200273812069,298.63121830234314,298.43803776981594,302.22742779961686
78,299.88761323972466,300.29340757875747,299.567366109794,298.38680513806156,300.819365296512,302.74462730293254
79,299.2998134193951,299.992084995433,299.8925517442024,299.7087648681245,299.9637129542143,303.3977333564549
80,298.96365752977493,297.73104001656645,298.20237680753814,299.1017775726621,298.6672196687727,301.4069421262539
81,296.6189041310577,298.4756149072667,299.5131995450676,301.13834355683855,298.44868308169976,301.4809775461491
82,298.16019882596044,299.2569940920548,298.87837828190374,297.65257056920774,298.6410394994576,301.319308296484
83,299.46509706889157,298.5398400426447,299.87309482659794,296.4414378011851,301.45559857316823,302.9550956709349
84,299.13883046812845,298.21307721627124,300.65131344774915,299.7980009520341,298.8544583620389,302.7248293740248
85,298.45781980511697,300.0132983169119,299.20173423637783,301.26137158851947,299.0066974229084,302.5769318555331
86,300.7101891125304,296.69624832001426,299.4653875196614,298.3383614900417,299.04120193430293,
87,298.2884800144666,298.2211551217769,299.1003143858668,299.4442112738757,298.7911452875351,
88,299.4722825798952,298.65468023077204,299.86596807654365,300.58493471731634,299.0392029483799,
89,299.53786845537866,299.3152834968169,298.049433304408,299.83418251582634,299.7701148911497,
90,298.53233991973303,299.0657837643064,298.9825951935554,298.27373380469476,298.83947003519785,
91,299.72852626036746,301.38604557838215,299.5433876079341,300.8011315240133,298.3522496847981,
92,298.58950803591995,300.2093419144142,298.89437148306183,298.8236465989748,298.3478462826325,
93,298.5532777250089,297.15501532991385,299.65907525369636,299.2664615676942,301.04390557658326,
94,299.56897832310625,300.1983961500183,297.6894962054599,298.4710105916287,298.0277733693232,
95,299.46157342609666,299.4731925833814,299.9377333669326,299.3320471771712,298.7151722376936,
96,298.445770912436,297.8947295530643,300.8988931798558,299.58205786964135,300.00299627635974,
97,298.55162844510005,301.0459241231712,298.51898761977026,299.8851590283968,299.0994394022567,
98,298.4842068323965,298.1863522776427,299.41030742231516,299.9443964851865,299.39233907369726,
99,299.00936541061236,299.0133387128491,297.86559210516185,298.71798492384136,299.9985402518989,
100,299.65055146486475,299.1355878060735,298.1414204405224,299.21062128910756,297.1713865864384,
101,298.19009345797366,297.6186705835527,299.72911974217305,299.49002228699976,299.922128386167,
102,300.38595995849204,299.2132750342026,300.2299239841188,299.09562942949964,299.4379782156093,
103,299.7912870496706,301.0066536456175,300.8370675489202,300.37287881136086,298.60373154872644,
104,298.9746124263241,298.9743716738631,300.35441303315923,301.3897145754931,299.45681539816223,
105,298.6558572347047,297.4003963180561,298.9495498405531,297.8912659272465,301.5960318694509,
106,298.3777995190294,299.3421651140076,300.04616623769067,300.33082875750506,298.5122954389372,
107,298.58638088176554,299.5925046091884,298.36022856190704,297.9198511011286,298.57991077855223,
108,300.1036125418098,300.1791644049351,299.80043107653773,299.15387958314585,299.8818320951405,
109,299.9520028006348,297.3356058770244,300.35023356627374,300.1688374164864,299.97755121303095,
110,297.613041839373,300.04084229163374,298.5138437178011,299.2861880946143,299.461399896076,
111,298.1304592176735,300.36378886320693,299.4153657693619,299.1966160427646,300.6180830770477,
112,299.94112469359567,299.61462164795245,299.1801490023301,297.90504826102233,297.32584701966425,
113,298.221427342554,298.07958911940665,298.3954557033513,298.776639068565,298.94418385112823,
114,299.12793897655496,298.41419568000305,298.24934097950006,299.5373840482045,300.77138901968397,
115,298.585578275802,298.7833159564265,298.8720129984685,301.63072997000273,297.99800606334617,
116,298.9385176904096,298.00665791943715,300.1857899933679,298.15766176306977,298.3576907486482,
117,299.01477184366763,299.5885589975821,299.11636608189065,297.3797809981108,299.61275731464775,
118,299.68534413578294,299.0327333598444,299.31083781229637,299.30965096990263,299.6972995365483,
119,299.05324548363785,300.5915493530913,299.16405196201003,298.1211013130964,297.8504617718409,
120,300.6222949347552,298.288960244654,300.691333920018,299.3757248139935,300.925226251295,
121,298.7929150059845,298.1359067080262,297.861911237127,299.2351150721989,300.0711420588969,
122,299.64457719480737,299.94583540431216,298.7859654579593,300.71373742453085,298.0239257075896,
123,297.461757303822,300.72302827700236,298.92257030543453,297.9362689176505,299.64812417555646,
124,298.07744795276943,298.19350646339285,299.66602992083614,300.53427041902626,298.9329226309755,
125,299.1789240794695,298.8640402425992,299.8744140744611,299.6273949000936,297.7332226090455,
126,297.81687876551393,298.8545001572238,297.0461242303507,299.80111442406604,301.0911577874308,
127,298.2913120587734,299.06738311042557,299.6108614661207,298.3403938162073,296.86984719202997,
128,299.4159422088926,299.597181397936,299.8852269791097,299.35048526055544,298.31448606712974,
129,299.13998288483447,297.54727278798134,300.83693738186804,299.3965490724751,298.4819120751182,
130,300.25564332882135,299.81801317671903,297.8283219611535,299.2241157928979,299.3727435160675,
131,298.83727965807225,297.9503470301178,299.4962340518527,299.8489915933814,301.3645465266534,
132,298.9182057087942,300.4315243244428,299.1097624868476,298.97826804390087,300.70278644112324,
133,299.6754629378217,298.1058123556789,298.15779950288004,299.6756294673678,297.4107419432959,
134,299.4302992973885,300.47481447964185,300.86367621813974,297.9350808158999,298.6199048384925,
135,297.7649561019945,298.6769220460963,296.42205546484627,300.0116334385193,300.14152335003416,
136,297.7023765473603,299.59594785525525,298.4489588028227,298.52042614306157,300.9665125702413,
137,299.5208905551524,298.1936998455288,299.4613500017191,299.8015102854585,297.8940711281943,
138,300.50583747315835,299.15225130895345,297.5426623912285,299.35671949727316,298.3071876567771,
139,298.48801606960967,298.0509908997421,298.7667145983011,300.06445696506876,300.73991879661776,
140,299.09658856703555,299.67617428274906,299.19913842926945,296.8414627278999,299.3924456917776,
141,298.9696478091193,300.3123619332345,299.9637503651111,298.9118926765705,298.82368230889335,
142,298.8641954580823,299.4242457203804,299.98659660658336,298.1047683886854,299.60354566919506,
143,298.84872357218455,299.550792660432,300.25983196170665,298.63091280817986,300.8786735015113,
144,299.8972074261075,296.9783924467344,300.7049840488267,298.9464167509759,297.6358381889041,
145,298.78075067339637,298.662466262615,298.4240404357338,298.29485108483817,298.2116891851666,
146,297.5841285555721,298.6773461062672,298.2456861939466,300.9631620598104,300.75667988735256,
147,299.8479346167399,299.54853661398755,296.8361024084898,298.21584806508713,298.44255655592013,
148,299.8058730605664,299.28039808993043,299.2645585423015,299.62869343357676,299.4299200689991,
149,298.0560241170801,299.48287458887745,300.1692096480349,299.11118606111313,298.9752660056849,
150,300.291154876132,300.0826292381209,299.75107184465554,297.8938596426879,300.23881265562414,
151,299.2467100251056,299.3413743760447,299.54172250453433,299.03633709827943,298.2172805137522,
152,297.68461157220435,300.95937147128643,300.7680608502365,299.67812033429146,299.3140907908531,
153,298.60413406826984,298.478218518459,300.61629918329436,297.89394852483605,299.5558169291145,
154,299.428430321565,299.54708074614473,300.9885704036326,299.140863369485,298.8426772384195,
155,299.52447448514255,298.74781023577003,299.3434029581399,298.6838657420298,299.5058937709951,
156,299.61374436987717,300.99694260990253,299.1398126031257,298.67330245198644,298.712878289722,
157,297.54772329775045,301.00951160140215,297.9764907116209,301.3385558977919,300.3670415240406,
158,299.55161357203906,297.1251367947045,297.5430015697889,299.09025121139774,301.0753597271782,
159,301.62584918817515,299.225275791747,300.1355523380323,300.60036420754255,298.97457949727044,
160,298.2205912579729,299.6078405665501,300.9135131883837,297.59212264164586,300.9134608567511,
161,298.3418823508869,301.919455480077,302.25146885962255,300.0967888252921,298.99242725724486,
162,300.983108150918,299.6106351088013,298.72581209664946,300.0351341090837,299.51465972869556,
163,298.1166988375824,297.92795852258047,299.6385147467822,300.6441258376997,301.27143289935935,
164,298.15906965768175,300.34112199851876,299.96503620968457,298.9653768468222,299.1109879358219,
165,297.0808453396875,,,,,
166,297.47748166951993,,,,,
167,300.30008770861394,,,,,
168,299.63551944849286,,,,,
169,298.064482081827,,,,,
170,298.71091479775765,,,,,
171,300.13160181893903,,,,,
172,296.9973482612579,,,,,
173,298.3529300566189,,,,,
174,301.28618800660485,,,,,
175,299.4166783412254,,,,,
176,297.94709883282576,,,,,
177,299.2476816820472,,,,,
178,298.23270694532334,,,,,
179,300.5159456104028,,,,,
180,299.6936268364882,,,,,
181,299.0209208710284,,,,,
182,299.1443718522851,,,,,
183,297.5628875666121,,,,,
184,299.96171747701203,,,,,
185,300.09152745199134,,,,,
186,299.571716463682,,,,,
187,299.6086366511527,,,,,
188,298.84707051921015,,,,,
189,298.7177836346211,,,,,
190,299.0955469693861,,,,,
191,299.3448154308771,,,,,
192,298.9050472560812,,,,,
193,300.260704250551,,,,,
194,297.3848156655054,,,,,
195,299.5628926115764,,,,,
196,300.33338170829154,,,,,
197,298.44744761780976,,,,,
198,298.6638548757574,,,,,
199,299.2797507813212,,,,,
200,298.66918439083753,,,,,
201,300.9910769687581,,,,,
202,298.5921538117315,,,,,
203,299.49587402479693,,,,,
204,299.5765178337471,,,,,
205,299.967078970494,,,,,
206,298.03330344783313,,,,,
207,299.4907847325798,,,,,
208,301.10559519665907,,,,,
209,298.0285158614432,,,,,
210,296.8659248460023,,,,,
211,298.90872179725454,,,,,
212,300.1781513426212,,,,,
213,300.01568050730384,,,,,
214,298.3111702060631,,,,,
215,299.1432581542028,,,,,
216,298.50258100565935,,,,,
217,298.74634595718703,,,,,
218,297.90186572097633,,,,,
219,300.34324152916406,,,,,
220,300.1839482370537,,,,,
221,298.3924392163269,,,,,
222,299.290214316333,,,,,
223,299.3730536060751,,,,,
224,300.01582799498146,,,,,
225,297.8334887114325,,,,,
226,299.5152172068023,,,,,
227,299.3029597652965,,,,,
228,298.71753325157215,,,,,
229,298.7917309273175,,,,,
230,299.9639990872275,,,,,
231,298.779318516983,,,,,
232,299.3854948341284,,,,,
233,298.3211496223005,,,,,
234,299.04308199121095,,,,,
235,300.71566786361933,,,,,
236,297.69109126961956,,,,,
237,299.8161096023866,,,,,
238,298.7302898318746,,,,,
239,300.095261686975,,,,,
240,299.0301593428574,,,,,
241,298.8085921939269,,,,,
242,300.9323617996152,,,,,
243,299.75806123069555,,,,,
244,298.1855595450858,,,,,
245,299.0436221060271,,,,,
246,299.6671828884255,,,,,
247,298.06118797659315,,,,,
248,298.2058192317799,,,,,
249,300.3800020529619,,,,,
250,299.6318934424408,,,,,
251,298.77376065193806,,,,,
252,299.03595025921715,,,,,
253,301.36427586956813,,,,,
254,299.7290977563166,,,,,
255,300.9156199457566,,,,,
256,298.4871363101646,,,,,
257,299.48498091658934,,,,,
258,297.27040658559355,,,,,
259,299.08207658847255,,,,,
260,299.4949800965839,,,,,
261,299.23522495812426,,,,,
262,298.9510761738615,,,,,
263,298.6698804430257,,,,,
264,299.1917072335944,,,,,
265,300.112032927185,,,,,
266,299.2335468652053,,,,,
267,298.4838769266311,,,,,
268,297.52540322016733,,,,,
269,298.0085910768073,,,,,
270,298.0577751088456,,,,,
271,298.44984931310677,,,,,
272,299.96222408696207,,,,,
273,300.0524964668328,,,,,
274,300.47116290580686,,,,,
275,298.5228770339165,,,,,
276,298.52688201443726,,,,,
277,297.67314993680696,,,,,
278,299.9842147668005,,,,,
279,298.41884417789237,,,,,
280,299.9448860476418,,,,,
281,299.75800298988764,,,,,
282,298.53786303310113,,,,,
283,298.9328684359484,,,,,
284,299.8872305055805,,,,,
285,299.13616721170126,,,,,
286,297.642961909393,,,,,
287,299.9499841714219,,,,,
288,299.8825876231543,,,,,
289,300.84573432576093,,,,,
290,297.43435306538385,,,,,
291,298.0161272950832,,,,,
292,297.73091207359676,,,,,
293,300.05444956190996,,,,,
294,299.3088050459642,,,,,
295,299.98765154422114,,,,,
296,298.7267165173125,,,,,
297,298.17942223529076,,,,,
298,299.37171627254855,,,,,
299,300.3064031978028,,,,,
300,299.0559793035999,,,,,
301,298.50207372402275,,,,,
302,302.0454918260534,,,,,
303,298.64233637022693,,,,,
304,297.3664236490098,,,,,
305,299.30758331646905,,,,,
306,300.6008609088572,,,,,
307,300.1515054622184,,,,,
308,298.0252686631596,,,,,
309,297.6007903913026,,,,,
310,300.6320950645293,,,,,
311,297.29511709570414,,,,,
312,298.8628398745657,,,,,
313,299.26691381767984,,,,,
314,296.9901209357318,,,,,
315,299.2587532927514,,,,,
316,300.18854176530704,,,,,
317,296.7824435219156,,,,,
318,299.24429333569543,,,,,
319,300.823697823259,,,,,
320,299.2253970878017,,,,,
321,299.7555812321517,,,,,
322,300.14854375225934,,,,,
323,298.84066311150076,,,,,
324,299.0430648390239,,,,,
325,298.9809096742237,,,,,
326,299.01986283168344,,,,,
327,300.03626526540796,,,,,
328,297.8633619165744,,,,,
329,298.145433571513,,,,,
330,299.8020180619117,,,,,
331,299.2805106365574,,,,,
332,299.0160547255509,,,,,
333,298.5685693480527,,,,,
334,299.06809315076913,,,,,
335,298.1500965982255,,,,,
336,298.9091625644924,,,,,
337,299.3723153457393,,,,,
338,300.48399123268194,,,,,
339,297.88973888294544,,,,,
340,298.6411386598433,,,,,
341,301.34910738196226,,,,,
342,297.78486249721254,,,,,
343,298.61099007837475,,,,,
344,299.3191057092195,,,,,
345,299.17396733605636,,,,,
346,299.34205144637684,,,,,
347,299.953285669043,,,,,
348,298.7775537383643,,,,,
349,299.216437207433,,,,,
350,299.96260554860993,,,,,
351,299.8186000069184,,,,,
352,299.3175097419085,,,,,
353,297.82686419214525,,,,,
354,299.1213902281483,,,,,
355,299.1345787154842,,,,,
356,298.52939604527387,,,,,
357,298.1788963257889,,,,,
358,298.57675791642504,,,,,
359,300.9097199782584,,,,,
360,298.67407632266685,,,,,
361,298.8095724017587,,,,,
362,297.88454336178927,,,,,
363,300.0510907485257,,,,,
364,298.07754434411345,,,,,
365,299.26580901676317,,,,,
366,298.5399678778128,,,,,
367,300.2068502265898,,,,,
368,297.5924285412037,,,,,
369,298.2693710534727,,,,,
370,300.14027558852484,,,,,
371,301.60202416232613,,,,,
372,297.2339793217722,,,,,
373,298.37101638959405,,,,,
374,300.1765142586694,,,,,
375,300.3177313070621,,,,,
376,298.4034931880262,,,,,
377,299.5122549420568,,,,,
378,300.9311179669853,,,,,
379,298.62748193961374,,,,,
380,299.89148675595726,,,,,
381,297.7612999772337,,,,,
382,301.06844388506346,,,,,
383,297.1726684163593,,,,,
384,299.29746476068453,,,,,
385,299.01145068822103,,,,,
386,299.08988301364366,,,,,
387,300.43945968258544,,,,,
388,298.5446266700535,,,,,
389,298.1017140903725,,,,,
390,299.0288534154124,,,,,
391,298.3083787441954,,,,,
392,299.2400861214717,,,,,
393,299.0383484854192,,,,,
394,300.2975715524124,,,,,
395,299.7859401143805,,,,,
396,299.8108291770605,,,,,
397,297.78449292458555,,,,,
398,299.3090114192964,,,,,
399,299.9815767829589,,,,,
400,298.68352802391655,,,,,
401,298.8805325563969,,,,,
402,299.9490131784131,,,,,
403,297.763873594021,,,,,
404,298.50702832642736,,,,,
405,298.97379585538624,,,,,
406,300.9761078305953,,,,,
407,298.36973751938154,,,,,
408,298.4505029410484,,,,,
409,300.41014405321056,,,,,
410,300.4363582174439,,,,,
411,298.7170013062118,,,,,
412,298.04269712302647,,,,,
413,299.78995915302943,,,,,
414,297.6076262423413,,,,,
415,298.5843606218593,,,,,
416,300.35500301894655,,,,,
417,298.53007703095795,,,,,
418,298.8868241060566,,,,,
419,298.9151802901451,,,,,
420,300.2545133315618,,,,,
421,297.4279555544761,,,,,
422,298.4709913438935,,,,,
423,298.89170485927576,,,,,
424,299.14571325605084,,,,,
425,298.5798878825007,,,,,
426,300.4069827882431,,,,,
427,299.6352808863731,,,,,
428,299.049325662876,,,,,
429,299.0624655830316,,,,,
430,299.85177778941016,,,,,
431,300.0357773382914,,,,,
432,299.57830305298927,,,,,
433,298.7032686574749,,,,,
434,301.62549154659524,,,,,
435,297.1269800248819,,,,,
436,297.84514020464053,,,,,
437,300.1624400528726,,,,,
438,299.50419942091736,,,,,
439,301.16695144671206,,,,,
440,300.21520834431016,,,,,
441,297.8498102449169,,,,,
442,298.73930898484394,,,,,
443,300.2929902764136,,,,,
444,297.5135190846227,,,,,
445,298.2422797770757,,,,,
446,300.7011549205519,,,,,
447,297.7942887436497,,,,,
448,298.9733759408598,,,,,
449,297.64642839654704,,,,,
450,300.78072526414246,,,,,
451,299.5874535484981,,,,,
452,298.72398942366345,,,,,
453,299.2318007544516,,,,,
454,298.347848922544,,,,,
455,298.58927978564066,,,,,
456,299.71611860653877,,,,,
457,301.3648745030353,,,,,
458,297.2472029966834,,,,,
459,297.6490927230346,,,,,
460,298.33823476313586,,,,,
461,299.4888809042248,,,,,
462,300.0322813941056,,,,,
463,299.3482473279978,,,,,
464,300.08304301179163,,,,,
465,297.8883969513991,,,,,
466,297.8048877439491,,,,,
467,297.34584188967,,,,,
468,298.66794568611937,,,,,
469,299.4127873438658,,,,,
470,299.9101315659397,,,,,
471,299.1890863888564,,,,,
472,300.30259888179586,,,,,
473,297.9953452635611,,,,,
474,299.71461795303424,,,,,
475,299.0753368295453,,,,,
476,297.41654767139863,,,,,
477,299.3020611813085,,,,,
478,300.5347740284954,,,,,
479,301.1254800322685,,,,,
480,299.0025565315402,,,,,
481,300.2186271000756,,,,,
482,297.7840142138704,,,,,
483,298.2366911906785,,,,,
484,300.3163195581839,,,,,
485,299.6715022776623,,,,,
486,298.90255776400346,,,,,
487,300.99680867485546,,,,,
488,298.5852615069876,,,,,
489,297.90801304436314,,,,,
490,298.4935675420632,,,,,
491,300.2009736646578,,,,,
492,298.36977481828154,,,,,
493,297.50439102049864,,,,,
494,299.16804389976437,,,,,
495,298.51265538908706,,,,,
496,299.5098733275618,,,,,
497,299.4208175243951,,,,,
498,299.62606196075006,,,,,
499,300.16791648762097,,,,,
