Experiment,piControl,piControl,piControl,piControl,piControl,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical
139,300.3827381132364,301.4826362744354,,,,,302.8353971360131,302.6122553637825,299.541586446352,298.82894707078805,301.5903858419261,300.2759823585672,299.72243788605596,300.4239336215878,302.6811354613423,299.98491630796667,302.48809139472985,299.31096796954984,299.86665702682126,300.34845365116115,302.9414319543152,299.4403811906166,302.741377214489,299.8275259669724,300.8677505237458,302.6034802535946,302.68501910111445,299.5878777419613
140,301.5849345187544,301.17183931974745,,,,,298.9193159334213,300.41994398750643,301.24465135515925,299.43732598613025,299.75134646578863,302.5523770760881,300.2891498368278,300.43495741988255,300.84974085033764,302.0625804450861,301.56105484346307,302.465285661975,299.37382558945734,300.40790335691275,302.1064983790024,299.9822450735133,299.85951217905,300.7178154566425,300.7365154033921,300.0088688272959,299.037388456643,299.61287223587186
141,300.8352216338937,301.2163675180631,,,,,299.83145122214154,300.79904722623047,301.9697416418621,301.13569433822926,300.5531179914016,301.4021030412396,301.87724410933384,301.6284082508732,299.56946000337075,302.84788345615044,300.97751519858815,302.00885314454695,302.1865741057839,302.2577252724382,300.3581441255231,302.060231230432,299.2642618954191,301.20754158064227,301.7474620122795,299.61471356070683,300.1693287625211,302.46593867915175
142,300.86960512688006,301.8039641714725,,,,,301.25153917861786,301.75218487112585,302.3896348764436,302.458450000474,300.29979830921883,298.5386101830965,302.56597755362424,302.4779725793108,299.40356284902117,301.264488775444,300.3870278614258,299.66939466281184,302.61950239450226,302.6079551813546,301.1498323598376,302.32549396826533,301.6285108001778,302.52779495139265,302.5146629792835,301.12701813810264,301.4834508028512,302.5107511162287
143,300.99675220627984,301.75308302008256,,,,,302.2892538256961,301.93251878511177,299.80801088479564,301.57582456940145,302.3833837419438,300.4082892918316,299.50821868459866,300.7465112658626,302.4855534359785,299.1358666099668,301.32025209352156,300.6157040308385,298.2398327874741,300.2095956582753,302.604999115422,301.36671499906134,302.48696263696036,302.0819145201837,299.485231226302,302.1229770116989,302.3602706928232,299.4490298308791
144,301.95403420794213,301.21620136308076,,,,,300.0293246870794,300.9533016177387,300.42334331360433,301.1938854682621,302.77896390418783,302.42989550356555,299.74752973838775,300.93095390242536,302.75383636099315,300.08095522216695,302.48756718517325,300.98538053313064,299.390679197566,299.47116684455176,299.66764651840936,300.73789978052463,300.3932952644376,300.5682977456583,299.979244389341,299.968001495321,300.0220956362752,298.6344607763354
145,302.55123573405336,299.0596527733381,,,,,299.5104662007382,300.5132540432341,301.36633745571874,300.96843315531765,299.3161606820418,299.9507544713512,301.4693978389035,301.5610596101887,299.7502870596052,302.4158389707345,300.05350620109084,302.3754012284661,302.59622962029124,301.4119473874471,299.2122305091948,299.9762745082904,300.3581860508202,299.31825961123576,301.8935876993426,300.6953944639503,300.6462106123462,299.9330017714672
146,300.82053514228045,300.8964659587826,,,,,300.95191200483083,302.65704549021274,302.3664134980019,300.9753548347901,300.0837944983717,299.3799629397311,302.92357907718844,300.8874816502815,300.8353962413953,299.8980648815184,299.4872590672218,302.42584117266733,301.54545000353033,300.9160662916995,301.073417084438,300.4411785889036,299.44652450193007,300.0323949921138,302.84923826832187,302.1752590759804,301.37235753094063,302.45082087059194
147,299.4222714287361,301.77820971444834,,,,,302.80303908476327,300.0237158914219,302.79572968105185,301.38074506396043,302.69742780205365,300.969507110744,300.03810612301464,299.99353600914645,301.94614901029837,301.87169649586923,301.839278072426,299.11981665337817,300.81172736944256,302.03206120932106,302.59866912260003,302.509362914915,301.4184604815927,301.7419110076011,299.7027594473546,300.32178494442655,302.8617580857189,301.9972315771158
148,299.79238584605,301.6236956004215,,,,,302.7090965066484,300.5517478682904,302.4298225960442,302.62466243712225,302.77960925702087,302.66674175385396,299.85025529604303,300.8410652217154,300.9785861586016,302.67881212695346,302.63324984637484,300.29150193601265,302.53220415608786,302.615076863733,300.4448627376276,300.5550143436138,302.71394697809734,302.58232662839896,299.62803914557435,299.50476571339476,301.03240399789144,299.80573014550913
149,302.2786743562524,300.36089092493495,,,,,300.4047124011027,301.628149154638,302.69667406260913,302.3926667421742,299.02899830772276,300.18893263329807,301.38707099360903,302.07276760228854,302.707128192481,297.57413351675376,298.9079030660652,302.9055232998948,300.18663590265123,301.37661243978647,300.40907779988703,300.16839216109145,300.24500960136066,300.7746717626723,301.44315201237345,300.2926720512987,299.0130008973605,300.2803456138757
150,300.58634778662076,301.4908974303173,,,,,299.54754191646606,302.7256238065517,299.27782754069113,300.10525395065457,300.80419892349477,299.60568113329333,303.0069535823649,302.40934416900336,301.7247786083667,298.8990422698612,299.25244425699526,301.89127875154867,299.81021663495,299.15198403624737,302.47588515605975,301.9902938558252,300.2613892874169,299.5839809302026,302.6344907912473,302.619870746129,300.9738907472649,301.04473415450565
151,299.30546705685475,302.64577083258547,,,,,301.38505135009035,300.5830947659145,299.6162228816541,299.62827008241277,302.228021180598,301.77862476608556,300.893346558837,300.42679602991103,301.44783658978656,302.1844930614097,301.57194975860983,302.80535797531553,301.4746594933039,300.44268639420403,300.47899250072743,302.96531833419886,302.1037339651321,301.1730851177321,299.9071496670252,302.7501547775408,302.8155589342954,302.77657302802476
152,300.98282051532874,302.4948379939193,,,,,302.853084087068,298.8734539488621,302.0841044444402,302.2701811207531,302.8981302733601,301.43577748928595,301.16958064962074,300.4466977644633,301.94703429358054,302.9805320172687,303.0286472660585,300.2416659439448,302.88895543353357,302.57788840229387,300.37990721353964,299.481431784613,302.84745876967355,302.94490794894296,300.2156332170833,300.3468796875799,299.63856663951583,302.9791252681409
153,302.3806338598445,298.7579897176536,,,,,299.448594871581,302.7868703155145,301.5098825672616,302.94591579619413,300.2047766985799,302.80031178152484,302.9719811437298,301.7442241991291,301.0558253375625,301.1127595263911,302.2096231809026,299.2283853022953,301.09782165337305,299.9488281390417,302.5691445489692,299.3250593094404,300.51156763057145,302.1984063430011,302.8475970059153,300.1425083067417,299.7110796965424,299.1069959250925
154,300.48903584639567,298.48710535890325,,,,,301.35804757936063,302.9176972678578,301.2416686696002,300.04143971433587,299.5881136463688,298.82126924158985,302.98224166570367,302.96351317234013,300.82834865342323,300.56684612317946,300.1277650757501,301.56749946960923,299.5528822728372,299.2323576842203,303.22674399541995,302.5936281311179,300.06941458430936,302.75707264547947,301.90492304903745,300.8666584142622,302.2341231791395,299.67816285612827
155,299.544807284576,299.4463531644055,,,,,302.8366804656088,301.99505793500776,303.0245357007863,299.84466379609006,300.24619720775974,299.2786792411128,299.25550346049744,301.9997174917274,302.0876871787391,299.9393185684163,301.5532581582956,302.6150969158983,302.78898582945044,301.3304878275364,301.296632370359,302.79730106277526,303.0962158209289,298.87690286886817,300.2345044753651,302.9503069131956,302.76182692893786,300.78134636062833
156,301.1192067373874,302.3664644270002,,,,,301.97164053122975,298.7963417057122,300.37950706352933,301.3585489636771,302.7004462033373,301.3550715506312,299.98750061302684,300.48755050297615,302.8834373219991,302.2346326737056,302.8865802728572,299.74749551488117,302.8291815065482,302.9293787289094,300.2908711448174,301.5771942290537,300.2716593152981,300.6918590493612,302.1441707837676,301.3647211389236,299.8002366610879,300.65573128999364
157,302.452789564175,302.13129801554487,,,,,300.0890749241012,300.10971044816785,300.02296280103633,302.9499894634245,302.48776878132225,302.90500828222486,301.47805274485034,299.60011431927325,300.5656278974413,302.92957784116726,303.10159669105695,300.4746714444415,301.0353742859331,302.97061919016113,301.01424773776813,300.0892080998105,299.8456488162396,301.9183679286852,303.0161713338223,298.82603815261587,300.23284421912166,302.7312922197771
158,300.03427342804326,298.5346563694121,,,,,301.10605652427734,302.1247933637722,302.4424621924636,300.4352261777021,301.6286059129419,298.4204796603303,303.00334346762753,299.9873827886125,299.5137027129717,300.2335237300856,299.54732359256195,303.03124125793084,301.38228609137104,299.09750505049414,302.7646385421208,301.5117751102926,301.5947645038528,301.5859969785354,299.92860158693105,299.8684565920369,301.6862262262456,301.918790779087
159,298.76671861158417,299.9326631131509,,,,,301.2965989342697,302.9192315227494,303.08033566806404,299.4554874748772,301.7907938624939,299.1903622710934,303.1290612668995,302.7085152109677,302.0596330841516,300.10887132277463,299.7159484863316,302.95561227352545,301.97992894121046,299.87502714770574,300.6279117818212,302.8686527539105,301.8055723876341,302.2970505053448,298.9715497346806,302.48505701318885,303.02144693252757,302.78508418792575
160,300.1551740339474,300.68944595146235,,,,,302.943705410596,301.27916323784734,299.96939770502166,301.5960643293342,303.1084509068478,300.76359032146314,299.9329359624073,300.71252712840635,303.06449852123455,302.0159615231731,302.22456953418026,299.68960887885856,303.0337983747482,301.17513328396626,301.0946714738002,299.14439086588965,303.1636456566919,302.8773836539899,300.47993204624976,302.94532970888616,301.67293256252935,302.095964292287
161,302.3926503342636,302.14891242062714,,,,,302.0675371101257,300.54859507637707,299.8990213730399,302.7467758767961,302.0568533849353,302.91495349336964,299.78218175806757,300.54739518679827,302.96303631461996,302.08879676091806,303.0657293899598,300.67106601292295,300.7925705109581,302.75073659774864,301.8510478250203,300.3462267002053,303.2028288879446,300.0453866297027,302.91471869259846,301.264961371874,300.0565744458927,300.5949317150282
162,301.0261167371044,299.72826564380756,,,,,300.1751945364327,302.82435052658315,302.6251349491392,300.3991720972795,300.03367777689715,301.9652170250117,302.25892939815634,301.28422363674275,301.92606141599526,302.8132537809897,300.00369319559854,302.85163320988437,299.80091501733574,302.5141246006001,302.63970265607213,302.7079774097137,300.68720925588826,300.0245446354183,302.8108318378288,300.6367375668193,301.53470361029986,302.9245549294248
163,298.7244603281984,298.92661121120017,,,,,301.2869991687074,303.4101319827619,303.00647616619534,300.533616604221,301.08947202513133,300.8799596530868,303.05809144089017,302.48298912191586,300.4472700691901,302.13915509797795,300.5124454778317,300.5095181515175,301.0530601712995,299.6369600308216,300.12583154034445,301.60787005124973,299.66335929117605,302.377562970351,301.20075886736225,302.30387352917745,303.02073741948203,301.8252833347395
164,302.06042762951,300.67056576709547,,,,,300.3391711607432,300.0758375489533,299.41358442688147,300.1195893900492,300.646138883021,299.5167172774279,297.7167045486936,300.4377393820087,298.0541368260292,299.4506821925161,300.4746625095712,297.53759893265766,300.62300078925165,298.6927925408576,297.353450902328,298.137903601148,298.8827784518858,300.01908298703296,298.1143621460051,300.09221761559024,300.4231191754193,297.86803686721214
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,299.5022815387797,301.71803247893064,,,,,,,,,,,,,,,,,,,,,,
167,,,,,300.4769845048616,301.1211244651167,,,,,,,,,,,,,,,,,,,,,,
168,,,,,301.6027533662518,299.92881495150357,,,,,,,,,,,,,,,,,,,,,,
169,,,,,302.4277583165238,300.8379769793401,,,,,,,,,,,,,,,,,,,,,,
170,,,,,299.9616588312405,302.5898712222876,,,,,,,,,,,,,,,,,,,,,,
171,,,,,299.89828208346677,300.34780377688867,,,,,,,,,,,,,,,,,,,,,,
172,,,,,300.20144150515017,299.2009933720446,,,,,,,,,,,,,,,,,,,,,,
173,,,,,302.2374725693182,299.5217712924555,,,,,,,,,,,,,,,,,,,,,,
174,,,,,300.8020068065303,299.5880243444301,,,,,,,,,,,,,,,,,,,,,,
175,,,,,299.96907332805125,302.07709678672563,,,,,,,,,,,,,,,,,,,,,,
176,,,,,300.6480246338776,302.6262139691423,,,,,,,,,,,,,,,,,,,,,,
177,,,,,301.883595258187,299.07490929414683,,,,,,,,,,,,,,,,,,,,,,
178,,,,,302.35145865337375,299.0730377251265,,,,,,,,,,,,,,,,,,,,,,
179,,,,,299.9765237752636,300.70823721541143,,,,,,,,,,,,,,,,,,,,,,
180,,,,,299.6756457823023,302.66703487964327,,,,,,,,,,,,,,,,,,,,,,
181,,,,,301.6233112558027,300.0400493598198,,,,,,,,,,,,,,,,,,,,,,
182,,,,,301.40676524943484,299.02737601448337,,,,,,,,,,,,,,,,,,,,,,
183,,,,,301.8012746783335,301.39621760592075,,,,,,,,,,,,,,,,,,,,,,
184,,,,,300.2621291601343,302.4075628645392,,,,,,,,,,,,,,,,,,,,,,
185,,,,,300.5409593076062,300.02388958235923,,,,,,,,,,,,,,,,,,,,,,
186,,,,,302.3159960929477,299.2244138842879,,,,,,,,,,,,,,,,,,,,,,
187,,,,,300.7378217857479,300.21581898665664,,,,,,,,,,,,,,,,,,,,,,
188,,,,,298.3961488590274,301.1415269920239,,,,,,,,,,,,,,,,,,,,,,
189,,,,,299.6505983523835,302.01454676234897,,,,,,,,,,,,,,,,,,,,,,
190,,,,,301.7524090128048,302.48245049368415,,,,,,,,,,,,,,,,,,,,,,
191,,,,,302.461900030909,299.5504458666621,,,,,,,,,,,,,,,,,,,,,,
192,,,,,299.1425159158884,300.31264674583855,,,,,,,,,,,,,,,,,,,,,,
193,,,,,298.8590493194819,302.1753952577208,,,,,,,,,,,,,,,,,,,,,,
194,,,,,301.3349268030717,300.765558741101,,,,,,,,,,,,,,,,,,,,,,
195,,,,,302.42866711474994,299.361467730739,,,,,,,,,,,,,,,,,,,,,,
196,,,,,301.3515081032925,300.4913341488018,,,,,,,,,,,,,,,,,,,,,,
197,,,,,299.737794649681,301.6340541127353,,,,,,,,,,,,,,,,,,,,,,
198,,,,,301.3343687776105,302.5746451810243,,,,,,,,,,,,,,,,,,,,,,
199,,,,,302.6278193262772,298.48065621802425,,,,,,,,,,,,,,,,,,,,,,
200,,,,,300.5648983016789,299.72899561737773,,,,,,,,,,,,,,,,,,,,,,
201,,,,,298.23442859343214,301.4232748864004,,,,,,,,,,,,,,,,,,,,,,
202,,,,,299.53208335084656,302.2480726061967,,,,,,,,,,,,,,,,,,,,,,
203,,,,,300.99949672158,302.29590245417745,,,,,,,,,,,,,,,,,,,,,,
204,,,,,302.6830949496995,301.1289058065384,,,,,,,,,,,,,,,,,,,,,,
205,,,,,300.07079765359396,300.44181942654996,,,,,,,,,,,,,,,,,,,,,,
206,,,,,300.00311126017755,298.7817892986719,,,,,,,,,,,,,,,,,,,,,,
207,,,,,301.0363642109764,301.6519336764067,,,,,,,,,,,,,,,,,,,,,,
208,,,,,300.1164764361219,302.35429108567166,,,,,,,,,,,,,,,,,,,,,,
209,,,,,301.11016284468474,299.0721566399191,,,,,,,,,,,,,,,,,,,,,,
210,,,,,302.42439330484666,299.17540429734936,,,,,,,,,,,,,,,,,,,,,,
211,,,,,302.07480879342654,300.68219304572625,,,,,,,,,,,,,,,,,,,,,,
212,,,,,300.7055029413061,302.5470063073132,,,,,,,,,,,,,,,,,,,,,,
213,,,,,299.86714304868804,299.97613498901956,,,,,,,,,,,,,,,,,,,,,,
214,,,,,299.95637940741113,298.7905726264923,,,,,,,,,,,,,,,,,,,,,,
215,,,,,301.255818064315,300.58049219488396,,,,,,,,,,,,,,,,,,,,,,
216,,,,,301.7321194949428,302.4813475185237,,,,,,,,,,,,,,,,,,,,,,
217,,,,,301.2854969502409,300.5986315796274,,,,,,,,,,,,,,,,,,,,,,
218,,,,,299.71491778536864,299.8831217256427,,,,,,,,,,,,,,,,,,,,,,
219,,,,,300.11831326392695,301.144937299915,,,,,,,,,,,,,,,,,,,,,,
220,,,,,300.84048097760916,302.7585600910296,,,,,,,,,,,,,,,,,,,,,,
221,,,,,302.4389406840017,301.1911069395148,,,,,,,,,,,,,,,,,,,,,,
222,,,,,300.02244795281763,300.21274708338353,,,,,,,,,,,,,,,,,,,,,,
223,,,,,299.2558668275098,300.22715306643846,,,,,,,,,,,,,,,,,,,,,,
224,,,,,300.48086339913453,302.34518394148864,,,,,,,,,,,,,,,,,,,,,,
225,,,,,301.7577417858527,299.8876836563947,,,,,,,,,,,,,,,,,,,,,,
226,,,,,302.5331426745158,298.6296034319129,,,,,,,,,,,,,,,,,,,,,,
227,,,,,300.5167828726294,301.59514800174156,,,,,,,,,,,,,,,,,,,,,,
228,,,,,299.9292338159834,302.5493002438571,,,,,,,,,,,,,,,,,,,,,,
229,,,,,302.1350164792994,301.14616502738113,,,,,,,,,,,,,,,,,,,,,,
230,,,,,302.4498012393726,298.82819861223453,,,,,,,,,,,,,,,,,,,,,,
231,,,,,299.1669982029908,300.19010668364734,,,,,,,,,,,,,,,,,,,,,,
232,,,,,299.09237145933594,300.6627886322132,,,,,,,,,,,,,,,,,,,,,,
233,,,,,300.89066325008474,300.5859111213874,,,,,,,,,,,,,,,,,,,,,,
234,,,,,302.30444750718027,302.0799940476852,,,,,,,,,,,,,,,,,,,,,,
235,,,,,301.08548880722884,300.9909943758947,,,,,,,,,,,,,,,,,,,,,,
236,,,,,299.84820616068026,299.946298579803,,,,,,,,,,,,,,,,,,,,,,
237,,,,,300.3231109250957,300.4500253656748,,,,,,,,,,,,,,,,,,,,,,
238,,,,,300.9120270599697,301.54127171374984,,,,,,,,,,,,,,,,,,,,,,
239,,,,,301.586721186169,302.4321568399614,,,,,,,,,,,,,,,,,,,,,,
240,,,,,300.41847105091006,298.916024260161,,,,,,,,,,,,,,,,,,,,,,
241,,,,,301.0269128398962,299.61103921197576,,,,,,,,,,,,,,,,,,,,,,
242,,,,,302.36937170745176,302.2920228707231,,,,,,,,,,,,,,,,,,,,,,
243,,,,,300.36585736795433,302.5987288935758,,,,,,,,,,,,,,,,,,,,,,
244,,,,,299.24906831600083,299.66909483580656,,,,,,,,,,,,,,,,,,,,,,
245,,,,,300.49065482309396,298.1617997947558,,,,,,,,,,,,,,,,,,,,,,
246,,,,,302.4187847092525,299.54482607612454,,,,,,,,,,,,,,,,,,,,,,
247,,,,,301.0669405724039,300.8362465496989,,,,,,,,,,,,,,,,,,,,,,
248,,,,,298.76511934036995,302.460866269631,,,,,,,,,,,,,,,,,,,,,,
249,,,,,299.44402161781744,302.60339904530116,,,,,,,,,,,,,,,,,,,,,,
250,,,,,302.1660101918836,300.8190163651172,,,,,,,,,,,,,,,,,,,,,,
251,,,,,301.42390424247634,298.9522575431719,,,,,,,,,,,,,,,,,,,,,,
252,,,,,301.61950642827566,300.8388849542416,,,,,,,,,,,,,,,,,,,,,,
253,,,,,298.73214306797007,302.449260326702,,,,,,,,,,,,,,,,,,,,,,
254,,,,,299.08519224939965,302.01462911788434,,,,,,,,,,,,,,,,,,,,,,
255,,,,,301.5800482156396,301.2808623633885,,,,,,,,,,,,,,,,,,,,,,
256,,,,,302.68719182653376,300.1516247794496,,,,,,,,,,,,,,,,,,,,,,
257,,,,,301.81839184759315,300.3675295830665,,,,,,,,,,,,,,,,,,,,,,
258,,,,,298.6777882823262,301.49190840456316,,,,,,,,,,,,,,,,,,,,,,
259,,,,,299.89234419379085,302.4411963604844,,,,,,,,,,,,,,,,,,,,,,
260,,,,,301.8739521076319,299.44416769394826,,,,,,,,,,,,,,,,,,,,,,
261,,,,,302.42190158031536,299.79857440753057,,,,,,,,,,,,,,,,,,,,,,
262,,,,,301.9054654786075,300.1607677972233,,,,,,,,,,,,,,,,,,,,,,
263,,,,,299.7007911954359,301.3764999219658,,,,,,,,,,,,,,,,,,,,,,
264,,,,,298.9385755657325,302.54022484598596,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,301.05369733985935,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,301.24422114200894,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,300.3790191598707,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,300.0343912496654,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,301.48729982703827,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,302.36832883729954,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,299.946416477858,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,299.66473038395407,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,302.1972674896533,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,302.0154629691044,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,299.23197229962517,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,300.300961798404,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,299.6677963358104,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,302.09671307658334,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,302.27553636539557,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,298.190830507912,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,299.00510982876193,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,300.02644396438654,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,302.43388105792354,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,301.7638104294305,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,299.8315325727995,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,299.47033157690385,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,301.5962741934216,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,302.4487398166487,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,298.8218551971254,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,299.3609596670381,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,302.0285590186941,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,300.92629052228085,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,299.8999113105486,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,301.19588631879367,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,302.40078562901806,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,299.37480547650443,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,299.215078484987,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,301.4959723264655,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,302.50558284400427,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,300.58141055920765,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,298.97513888939113,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,300.0281136659747,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,302.17967179056603,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,302.75463083042376,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,300.5967704989046,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,298.9719635406245,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,300.7218171945938,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,302.41840275064806,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,301.5833828638897,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,300.6053010830874,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,300.51435918797,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,300.1130256565227,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,300.8321001743557,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,301.01249229367494,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,301.67864424891565,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,300.5322630474314,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,301.12195967643896,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,302.4645271603175,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,298.88432691395184,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,299.52505933838006,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,301.36794514596664,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,302.72100402985495,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,300.28689550273884,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,298.8895317369825,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,299.5799290197238,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,301.47150430488404,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,302.3762544399247,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,300.43928588122225,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,299.8104363439209,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,300.89337246968904,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,302.2514768663811,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,301.30526651988265,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,301.36229310466894,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,302.0173866740511,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,302.27506808095495,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,297.7370743262557,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,299.3533699944759,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,301.0202180686503,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,302.36376279184475,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,299.51634881032015,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,299.77229285012635,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,302.2549025108819,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,299.5794453952858,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,299.395661265299,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,300.67759694538364,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,301.33926302232345,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,301.3330051821214,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,301.25843873659716,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,300.90253539864307,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,301.2716302397294,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,302.4867808835807,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,299.8029335244766,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,299.05032954141274,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,300.6468678045846,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,302.55946190047274,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,300.02191069577526,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,298.85415810408847,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,300.6334215245882,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,302.4669671422669,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,299.85251494654256,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,299.7545459283962,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,301.845865736384,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,300.2071636857033,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,301.03550626680817,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,301.06964281204415,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,300.6576457442205,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,300.69581995496407,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,302.1573169148349,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,300.681002366996,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,299.5168118666777,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,299.0860922301056,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,301.2292677280769,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,302.5147457198257,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,300.0332592686834,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,299.4163761557425,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,299.86917013111844,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,302.1381851787439,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,301.68393910929507,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,300.1358297294227,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,299.15684103505833,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,301.1099942327033,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,302.48864824587275,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,299.9175086487176,,,,,,,,,,,,,,,,,,,,,,,,,
