Experiment,piControl,historical,historical,ssp245,ssp370,ssp585
90,300.364994317836,299.4906857252526,300.3558643854102,,,
91,300.1304856963798,299.986327423499,300.75453645747444,,,
92,300.55320769229144,299.91079567564174,300.69331479111634,,,
93,300.65888407710344,300.3800008061203,300.7149622434436,,,
94,300.4162105879575,301.73507572517866,300.73001386420316,,,
95,300.28214929034175,300.85155065875455,301.2132054336439,,,
96,300.592846794085,300.8507405306187,300.3930880480347,,,
97,300.91984644970734,300.9065430055368,300.069306448403,,,
98,300.50616282230425,301.3569136851231,301.1661921372113,,,
99,300.86400844885816,301.46137834141103,300.20209867905476,,,
100,300.6484832994841,301.0644256749248,300.61655616327215,,,
101,300.7807963837207,300.4501064346978,300.7365311047141,,,
102,300.46388484798194,300.9591500814915,301.5029955434987,,,
103,299.6163601729855,300.8110828581505,301.1218278847606,,,
104,299.7712932745278,300.89986409595497,301.6560222613493,,,
105,300.13085806525777,300.1963492376994,300.88399953467916,,,
106,300.54165849929484,300.61276467153453,300.52959697040455,,,
107,300.7925867147044,300.60313271631503,300.3463084510126,,,
108,300.4295586239107,301.82412409082076,300.34509036984974,,,
109,301.3372316149333,300.54985688590045,299.8037387984898,,,
110,301.68352788464944,300.43278034588457,300.03395324153365,,,
111,300.9000777273356,299.9336309582661,300.1901813310064,,,
112,300.3611775919082,300.2788843903846,300.6116421355832,,,
113,300.6586427154701,300.8723975016676,300.96737881196,,,
114,300.9563057357407,302.0388963319037,300.9298177482936,,,
115,300.239937573331,301.0847695673686,300.33851347932165,,,
116,300.7384108555995,300.6787350432562,301.5297021322149,,,
117,300.2781622693689,300.3778186568978,302.34457055250226,,,
118,300.57064234234923,300.1137707557593,300.25821100234356,,,
119,299.70592287470544,300.70622039970294,300.06926816899437,,,
120,300.2176767748069,301.1669414834401,300.4220306347684,,,
121,300.4696441096104,301.91947288320483,301.4241163370006,,,
122,300.22668067006475,301.8773227560769,302.324493609209,,,
123,300.6856064704586,300.60167786886666,301.14680404193604,,,
124,300.78467523896273,301.0738914537995,300.6000253413726,,,
125,300.6076962261833,300.79284702851214,300.88399646564386,,,
126,300.81943686989854,300.64725307753156,301.59338180455705,,,
127,300.02960772533146,300.9530597925909,302.063750994236,,,
128,300.409561107776,299.8770054827149,300.94772128442645,,,
129,301.3728514146641,300.5418456241254,300.5301039753128,,,
130,300.94999809574455,300.6935124391616,300.8154834524394,,,
131,300.5581353388595,300.7357910654003,300.2543710791767,,,
132,300.2133421440504,301.37573223850507,300.8483372709868,,,
133,300.05533151968547,301.38448549753355,300.8607913103317,,,
134,300.41334617803415,301.7226989936674,302.38522101467333,,,
135,301.0697556656355,300.20325645154975,301.5918968835694,,,
136,301.18016901559776,302.171683636542,300.3840047001163,,,
137,300.66232793073806,301.61451893188496,300.50789688814797,,,
138,301.56015915384063,300.94744123607694,301.0955148929052,,,
139,302.3269089542659,301.3572832777841,300.63060594920097,,,
140,300.39102680111927,300.3133935162667,300.30017462008715,,,
141,300.7187121564831,300.50888748241096,300.34991342153893,,,
142,300.4160630886373,300.88067045357593,301.33436374754064,,,
143,300.2818356790833,302.12950657192465,301.8600941134766,,,
144,300.74711368349296,301.1898713194054,301.0497041259368,,,
145,301.67746621642425,301.4057151352941,300.3126393577486,,,
146,302.8353653190457,300.6438900786006,301.1403875266678,,,
147,301.39854782304195,301.1834040775391,301.8414596320729,,,
148,301.0453509604572,301.6029590148392,301.7117132987668,,,
149,299.25535156751056,302.36341337817186,301.0261238694453,,,
150,300.6269795373688,301.82898632251073,302.3140988020054,,,
151,300.4456410752468,300.39045810927536,301.52689840767516,,,
152,300.889410025645,300.4471672442958,301.19673344147105,,,
153,300.3501005598755,300.72885547880486,301.35974903686116,,,
154,300.6908951318265,301.04818547708237,302.01029608684456,,,
155,301.09156249752164,301.26982467685826,302.35028159965805,,,
156,301.2711864816647,301.71889723198433,300.610939425568,,,
157,301.00442255464276,301.5840776132464,301.10820588077604,,,
158,300.8559715294187,301.5128708217265,300.65570039011914,,,
159,301.2647426307971,301.7240720422855,301.32436801572806,,,
160,301.52647424007614,301.690346270582,300.674401998315,,,
161,301.29552988712555,300.640868023617,300.9446707343482,,,
162,300.8759804350205,302.1149669275971,302.0949703823383,,,
163,300.9112395250276,301.234458129724,302.5133104180558,,,
164,300.38295485295595,298.47036788527066,299.86938306187636,,,
165,299.70812703631816,,,,,
166,299.6726478548024,,,,,
167,300.15702950498394,,,,,
168,299.81669108836275,,,,,
169,300.5469880233115,,,,,
170,300.76226361194585,,,,,
171,301.168605578665,,,,,
172,300.24751710226155,,,,,
173,299.76908739190463,,,,,
174,299.95260368141567,,,,,
175,299.7159048135398,,,,,
176,300.06763626201945,,,,,
177,300.6085857289783,,,,,
178,299.9819679418663,,,,,
179,299.8246504022159,,,,,
180,300.28325786688055,,,,,
181,300.7681036909947,,,,,
182,301.2554634665444,,,,,
183,301.39823269403246,,,,,
184,300.8425165025322,,,,,
185,299.7620401363453,,,,,
186,300.6800649603458,,,,,
187,299.8381261327361,,,,,
188,300.5315420136965,,,,,
189,300.54488403865975,,,,,
190,300.4235477428404,,,,,
191,300.5886348105443,,,,,
192,299.8650166979456,,,,,
193,299.4697041579847,,,,,
194,299.76877441256136,,,,,
195,301.61271124975326,,,,,
196,301.47227863053337,,,,,
197,301.04623479834225,,,,,
198,301.0060054153432,,,,,
199,300.57854838827694,,,,,
200,300.37228261529657,,,,,
201,300.9251504829733,,,,,
202,301.08118663201714,,,,,
203,300.6549875007543,,,,,
204,299.97563694915965,,,,,
205,300.68162246966824,,,,,
206,301.6870277411198,,,,,
207,302.87712207122973,,,,,
208,300.25945597632546,,,,,
209,299.84120647439835,,,,,
210,300.00455825797127,,,,,
211,300.03634313718544,,,,,
212,301.1266866429531,,,,,
213,300.48757164381306,,,,,
214,300.7044518252937,,,,,
215,299.6959980011431,,,,,
216,299.97258521415483,,,,,
217,299.5437599199741,,,,,
218,301.14487796801103,,,,,
219,300.6532619324917,,,,,
220,300.9111122579056,,,,,
221,301.255804891287,,,,,
222,300.1154939493861,,,,,
223,300.26021684994026,,,,,
224,299.99841893719093,,,,,
225,299.76361045766254,,,,,
226,299.4595461055688,,,,,
227,300.44842447906984,,,,,
228,300.730375145202,,,,,
229,300.29061346254383,,,,,
230,300.41146103819204,,,,,
231,300.59977452609695,,,,,
232,300.8231193730788,,,,,
233,300.4675002134247,,,,,
234,301.35935058385365,,,,,
235,300.79625418887326,,,,,
236,300.25683276796235,,,,,
237,300.26171658200525,,,,,
238,300.1579360508075,,,,,
239,300.4873059721862,,,,,
240,300.9264818548294,,,,,
241,300.7761670214948,,,,,
242,299.7699513658181,,,,,
243,300.8840733242489,,,,,
244,300.92266919070113,,,,,
245,299.65680839945674,,,,,
246,300.0108409748277,,,,,
247,300.8979786063458,,,,,
248,300.3159883893407,,,,,
249,300.71490492764786,,,,,
250,300.9951562500151,,,,,
251,301.2436329275406,,,,,
252,300.0912599766718,,,,,
253,300.347072030491,,,,,
254,300.31843320962645,,,,,
255,300.6222161228343,,,,,
256,301.7326479666246,,,,,
257,300.9339739950183,,,,,
258,300.880183153307,,,,,
259,300.35295968378455,,,,,
260,300.0184430642566,,,,,
261,300.3313589094157,,,,,
262,300.6351714454191,,,,,
263,300.545746982865,,,,,
264,300.07153658878343,,,,,
265,300.33903467952723,,,,,
266,300.8093743253401,,,,,
267,301.04019680347756,,,,,
268,299.3442545865421,,,,,
269,300.0249919827367,,,,,
270,301.29534526500345,,,,,
271,301.2338387793025,,,,,
272,300.94089648874984,,,,,
273,300.89182910168387,,,,,
274,300.2739069683374,,,,,
275,300.7431097854363,,,,,
276,300.7313568346869,,,,,
277,300.6305376624281,,,,,
278,301.02357374033437,,,,,
279,300.074677780286,,,,,
280,299.6611991388323,,,,,
281,300.41015318473114,,,,,
282,300.22657930086444,,,,,
283,300.2105676611025,,,,,
284,300.69746314307355,,,,,
285,299.9839297194721,,,,,
286,300.0909773506019,,,,,
287,300.4320233116188,,,,,
288,299.50761597411815,,,,,
289,299.7507154969298,,,,,
290,300.7324105058259,,,,,
291,300.37215347139346,,,,,
292,299.7540619289276,,,,,
293,299.72063875829707,,,,,
294,301.225181506779,,,,,
295,302.2164119515084,,,,,
296,302.57896205413977,,,,,
297,300.49002806593694,,,,,
298,298.87969369179484,,,,,
299,298.9087932523169,,,,,
300,300.8926367744061,,,,,
301,300.33934185463454,,,,,
302,300.2011718000441,,,,,
303,301.02925710872984,,,,,
304,301.0744126766174,,,,,
305,300.3555132513609,,,,,
306,300.74784060531755,,,,,
307,301.1754446352823,,,,,
308,301.5846770974905,,,,,
309,300.7711389428408,,,,,
310,301.86211722103985,,,,,
311,300.40995805224594,,,,,
312,300.3452335532997,,,,,
313,301.00547700623497,,,,,
314,301.02408483312723,,,,,
315,300.5880593289334,,,,,
316,301.201258132257,,,,,
317,300.6855039574396,,,,,
318,301.52590920714584,,,,,
319,301.1997561034195,,,,,
320,300.70395186229837,,,,,
321,300.6560640275805,,,,,
322,300.346117752486,,,,,
323,301.1040112749337,,,,,
324,300.8357556905402,,,,,
325,300.09873560536016,,,,,
326,300.3834452695708,,,,,
327,299.44602155415413,,,,,
328,299.9659629207611,,,,,
329,299.5632043764952,,,,,
330,299.97470009781506,,,,,
331,300.8184889472102,,,,,
332,300.6541243244961,,,,,
333,302.9581110989614,,,,,
334,300.3776678195938,,,,,
335,299.30188294367207,,,,,
336,299.80719099071786,,,,,
337,299.9013708283467,,,,,
338,300.361584649571,,,,,
339,300.341919520741,,,,,
340,300.6056781526501,,,,,
341,300.4068728226952,,,,,
342,301.085881317366,,,,,
343,300.0127038281858,,,,,
344,300.15260535580336,,,,,
345,300.09346004657885,,,,,
346,301.2218188034311,,,,,
347,300.62248604685016,,,,,
348,300.5334408599327,,,,,
349,300.16135286930177,,,,,
350,300.41501925043605,,,,,
351,300.5017425289605,,,,,
352,301.91541715817766,,,,,
353,300.7994327277871,,,,,
354,301.35333202234693,,,,,
355,300.3460103630657,,,,,
356,300.50796989900897,,,,,
357,300.64124075633254,,,,,
358,300.38242105811133,,,,,
359,300.31208726767835,,,,,
360,300.1660023264153,,,,,
361,300.47966337161535,,,,,
362,300.81209066596983,,,,,
363,300.8708973080018,,,,,
364,300.6636117362703,,,,,
365,302.0432680888288,,,,,
366,300.3925738800328,,,,,
367,299.60952902831883,,,,,
368,300.37851088513,,,,,
369,301.8399596612763,,,,,
370,301.4354295167071,,,,,
371,300.28892926601975,,,,,
372,299.07960189727214,,,,,
373,298.96551764445525,,,,,
374,300.2122256296266,,,,,
375,300.85130110692677,,,,,
376,300.623812925867,,,,,
377,300.04080395841015,,,,,
378,300.15137274173065,,,,,
379,299.3865802217814,,,,,
380,299.9745054119514,,,,,
381,299.7493089074067,,,,,
382,301.5019970488033,,,,,
383,301.01643514707763,,,,,
384,300.2006646813532,,,,,
385,300.24951477446234,,,,,
386,299.53873498325356,,,,,
387,299.9746258114336,,,,,
388,299.84028299043854,,,,,
389,299.5192611669336,,,,,
390,301.55062866542994,,,,,
391,302.0226797469026,,,,,
392,301.83692177937695,,,,,
393,301.3578845389033,,,,,
394,300.6950622111511,,,,,
395,300.93824577721836,,,,,
396,300.76843834026425,,,,,
397,300.68404540599596,,,,,
398,299.6948396204696,,,,,
399,300.35799070632703,,,,,
400,300.32246984401445,,,,,
401,300.61188453576733,,,,,
402,300.6623217953858,,,,,
403,301.3298782192189,,,,,
404,300.32908295553045,,,,,
405,299.8789346206542,,,,,
406,300.99886777182155,,,,,
407,300.93904865308144,,,,,
408,300.7788418488719,,,,,
409,301.0313586943705,,,,,
410,300.67864424088424,,,,,
411,300.4265975049616,,,,,
412,299.36402239997955,,,,,
413,300.45745175520767,,,,,
414,300.1433625828848,,,,,
415,300.8135250365635,,,,,
416,300.63544744375713,,,,,
417,299.4441284793483,,,,,
418,299.94288255955763,,,,,
419,301.5310675529675,,,,,
420,301.7293278525865,,,,,
421,301.40878407233504,,,,,
422,300.4355531438306,,,,,
423,300.0829968590135,,,,,
424,300.02863419111924,,,,,
425,299.9875824124951,,,,,
426,300.07158448112017,,,,,
427,300.6914586219721,,,,,
428,300.6249373247329,,,,,
429,300.24869603977174,,,,,
430,300.1155308751332,,,,,
431,300.5390564982287,,,,,
432,300.22994823977496,,,,,
433,301.003541922052,,,,,
434,300.8745264256427,,,,,
435,299.8871720940742,,,,,
436,300.5286745638895,,,,,
437,300.2787092515502,,,,,
438,300.0609994398665,,,,,
439,299.6468557171333,,,,,
440,300.45121070235604,,,,,
441,300.59074994048655,,,,,
442,300.59296152733606,,,,,
443,300.8254453552128,,,,,
444,300.5064746314595,,,,,
445,300.619999394815,,,,,
446,300.6933818622767,,,,,
447,299.5659060603368,,,,,
448,299.7679929209443,,,,,
449,299.772466505337,,,,,
450,300.59506959127947,,,,,
451,300.9285495112886,,,,,
452,300.0134554148016,,,,,
453,300.13998718369663,,,,,
454,301.1446616268208,,,,,
455,300.83619105519097,,,,,
456,300.41156607598083,,,,,
457,300.2350981309374,,,,,
458,301.0227860270211,,,,,
459,301.50983069055786,,,,,
460,302.2805780438127,,,,,
461,301.2256464147093,,,,,
462,300.58585050319033,,,,,
463,300.6869227723348,,,,,
464,300.53745982462846,,,,,
465,300.5550708375882,,,,,
466,301.01601227083927,,,,,
467,300.17816678306866,,,,,
468,300.3510872522345,,,,,
469,300.96320313062796,,,,,
470,301.3852997841841,,,,,
471,301.69600627002524,,,,,
472,300.2831333122738,,,,,
473,299.34851228260544,,,,,
474,299.5215075563012,,,,,
475,299.9096536523845,,,,,
476,300.8537098741493,,,,,
477,300.7755417047152,,,,,
478,300.38404243485155,,,,,
479,300.9803926536244,,,,,
480,301.8201965229602,,,,,
481,301.22210158399633,,,,,
482,300.2991091452537,,,,,
483,300.98441571766494,,,,,
484,300.5085425324324,,,,,
485,300.11135081638207,,,,,
486,300.91497869739595,,,,,
487,301.1561251796045,,,,,
488,300.61441731975066,,,,,
489,301.3917860790246,,,,,
490,300.27975961117755,,,,,
491,300.1241788511009,,,,,
492,300.0021878743981,,,,,
493,299.9826221558879,,,,,
494,300.5499708818492,,,,,
495,300.72604782226125,,,,,
496,301.8519639049698,,,,,
497,299.80607462344665,,,,,
498,300.0467348568352,,,,,
499,297.6714815840037,,,,,
