Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp126,ssp126,ssp245,ssp245,ssp245,ssp370,ssp370,ssp370,ssp585,ssp585,ssp585
16,299.83798392463603,298.4661033761817,298.45241182044833,299.75115554545283,302.8705161410857,302.1170467248788,298.05284673943896,302.46207828988196,299.3151098289232,300.17852811279295,299.90270370264307,297.8998654381009,303.4703452278338,300.4374385399354,299.4904718204134,302.0817112318978,299.09375215141995,300.3874433589022,300.16521877691486,303.3070301126558,303.3229460597481,299.804122293624,300.0735745390169,303.21779486185955
17,299.33814945088426,298.0367010990506,298.8564641998449,299.14214426763306,299.45019790183375,299.8771874913386,298.4147903604288,297.90955640772466,299.400332184423,300.92949113394167,298.6786052664475,298.02950933606303,298.81830005875867,300.11894301326294,300.38925647214023,302.9525628595938,300.007592258376,298.7304522774682,302.96919533340093,298.61071033250863,300.8269714238468,301.17874303761306,302.81188298897723,298.7089502056139
18,299.64741751965016,299.95596807806044,300.09484605093644,299.9506845871263,298.63569790341927,300.8055769477548,300.7652377076897,299.0108589728956,297.74351300639904,299.98660920414585,300.46734043832294,298.8237853941784,300.7749929926343,302.4199596295728,303.0599681355789,298.6322216004026,304.1910888693881,300.89474916672407,299.57829900418164,301.52186514038345,301.6173822959436,303.8799103049513,304.3103656815343,300.20341525955
19,301.54117379469193,300.4321730922491,299.49723699376625,299.26938981317943,298.4361354174367,297.3629360112158,302.91313486074563,297.44255870978185,298.27353448959485,303.16784623981107,300.11936232045946,300.52292672720245,302.4532678949289,299.0806390714971,301.8030727463799,301.4273607511729,300.59279968764463,303.5273713013902,300.9506131955313,303.8555719191806,298.59333578710704,300.5200317561234,300.3098486636264,303.44680991994375
20,300.52769938936365,299.1617672777013,298.6731099261862,299.10453621548874,299.74861759475306,299.1562040448485,298.38271431870874,299.268687573,299.40645001195065,296.7271521262498,301.26740215382387,300.41754016153135,300.6761334145711,300.05312874788405,301.6380209798021,301.75532646796586,300.83527450782464,299.90075989327516,301.6934465144132,298.3002975301786,299.7088133026491,303.23513509631704,303.4904060547694,299.8380418318059
21,299.5509626652444,302.1598107419317,298.13400554884925,298.3589220096197,301.2810345631588,300.73295404822073,300.04213679253866,301.10036365976725,301.5536554784743,298.8139845998125,300.5369247641486,301.1059469340832,301.89511935784077,301.3306077573413,303.8001676594203,298.99350326201335,301.58202860574266,301.8307603373584,302.28649543445414,300.40136594234133,301.82634831378704,300.37673956616624,302.8641584775485,300.2384426497243
22,301.0034332700354,297.4661967271902,299.73457024306805,301.22255896464543,300.0576147919714,298.8445336274649,299.9374565167024,299.84439936980357,297.025500127929,299.23798436525914,297.8101693172053,300.08205796804594,304.0835827945316,302.4891886068007,299.5937192039328,299.0326836759756,300.5817367029517,302.142085429178,299.9894074845127,304.42669743737383,302.55593681555825,302.7020959885101,299.0527963018972,302.65662665300334
23,298.2953240625431,299.26749105861956,299.22938399183255,302.5599088027512,298.62885138262715,299.59769533178013,301.2226358012913,299.80885827625656,299.544935537376,300.23198408870314,298.34938855613547,300.0561585464757,300.09906733908184,304.26221970443027,301.71231123485194,303.2331461199538,302.0361257704579,303.0970346137651,303.7373035680193,299.8867039349315,302.9242772988787,299.56618650521904,301.6753268099887,299.8911312903647
24,300.38379373712746,301.96574306312715,298.1719212623812,297.2927360822395,301.8728599383266,298.2538579673944,298.42077815438546,299.0350881042503,298.13156874713144,298.4679467123572,299.34054848162515,299.11850950960303,303.8176967997904,300.2119930467085,303.63920260162826,302.56725412547235,302.5496727498214,298.48881297261534,302.0621955293864,299.8293573008377,299.1724082382533,301.31621359934644,301.82666390702417,303.51385822110785
25,299.0050019522746,297.14878502734297,300.82584467499913,300.1156888045754,298.9991321663783,298.89157761679337,300.41068359470006,298.2421806486436,297.64358811452155,300.66189176345824,297.6857327492755,299.2703362042284,302.80006598323365,300.73321733459835,300.7763324828,304.34759631629254,300.33766853311323,300.051984931326,298.86172094525324,302.96384005156114,300.86843193591045,304.0524958737667,300.7741158359183,303.1622715462062
26,302.49571249646516,299.4019709396679,300.685938308301,299.4856065461016,301.33285433804275,299.82029256699,301.7860063919969,300.8317842846562,298.89233051143736,302.54270977739026,299.60942743464244,299.72774588241725,304.7660962953958,301.04354101063035,300.3922852696576,298.71395662902347,304.0652278273092,303.787029518477,301.7755501065607,301.97419984029017,304.01042738719735,299.81946333465936,303.4609302337997,301.6641327083721
27,297.1954254214323,302.7871186771188,299.4682697241896,299.038084808065,298.2183897436998,301.7086881839716,297.9912651400817,300.47535931428774,300.58829331630955,297.92251065839463,301.15410747694233,303.30218063352754,299.2029149409629,301.6686979715533,302.6506528560199,301.10784711343655,301.19461601656417,298.99014672181664,303.3351325892285,298.96333083650035,299.52011321269885,301.3067030940768,303.91220583401997,301.17985840437774
28,299.19879507245184,297.7883028384663,302.3380117922404,299.3348944613106,297.3870826032312,300.7512492812571,298.6855576554848,301.14571657603807,301.7385031849921,299.0837694595513,302.0176941675591,297.7230157808295,299.1986528671734,302.2048667197526,301.2953593888843,304.108655703441,303.0470920065549,301.74282876590377,301.93288364509766,301.2714644414571,301.11903762925635,304.27651207568573,298.70135751877683,300.91328146010665
29,301.6900064082321,298.87034658671706,298.000522219295,300.62593390800413,298.3472566130386,299.0137299067066,300.8283854736049,300.95999117868337,300.5538748674638,299.7587903866774,297.4454650503016,298.1105843278015,302.0903621248336,302.476440526943,300.3224448305444,302.69540843076857,303.6169591089777,304.2177482338083,304.5806396781256,303.8557557327834,302.69415068100005,300.45982017642405,300.6170864887687,304.4707279609874
30,297.5720570732219,301.32367192019893,299.01562431848964,299.52644776733456,298.8141615805493,300.3722499732568,300.4775854691823,300.2735820790287,298.3758396870848,300.65294780005837,298.5645412197627,300.9089507486992,302.8426465398219,303.3159949476291,302.6290548778249,301.43216828510407,301.68932585589414,300.90614903788156,299.68872425439605,300.20760630752903,302.7390222072011,298.7033390225593,304.6277931994661,298.7831945544281
31,298.31423691200575,300.36725983354273,299.8827990112755,302.1644373886026,298.80807994916637,301.650960778787,301.5395613408802,298.9332490036228,300.0231924294003,299.02254098042084,299.65172808665943,302.7241874261665,301.02190016628555,300.8410979852177,302.4967797280526,299.3002542548777,301.6370350223171,304.3782986452716,302.3655558888956,303.54361331871024,305.1520121609331,301.6616503825198,301.68892015492344,300.2642421039728
32,301.1882540018072,300.06873415061904,299.4147070509745,296.3522259252372,302.0655745315362,299.00046408813,298.0950146415452,299.59239202722205,298.39384654138627,299.8018956419242,297.91638418004277,298.86144690308873,304.3084864304397,302.14748076032384,300.029079120628,301.0157326936312,303.99180689482245,301.50987239456214,304.6278589337707,299.4815051252885,298.8820992765911,304.9834921694044,302.377607585504,304.09699651738305
33,298.7276690495588,302.26129777212986,299.3105767469503,299.4444778782695,298.22477554051517,299.17738829266096,301.10654917553444,302.4834517564875,299.035615795294,299.9379551113199,300.2681283170817,300.42834190177683,300.45917696060275,300.88635934021505,303.6758336752369,302.8590132806378,300.90670214016,301.2869666405525,299.9416868725259,304.3771161667527,299.6757570514865,301.67347616782854,303.05053476703523,302.41864693989834
34,297.2349276151242,298.64799104417745,300.98671515906693,299.7378934630812,299.2804288609864,299.00928169502635,300.221349680115,298.0623941410319,300.02779920919915,301.176966576241,300.73573627118344,298.6520375579682,302.47247149479466,301.66618745038835,302.7698263509507,300.8738791302597,304.9397050478838,302.7686801790134,299.220596027057,300.9350442705512,301.4043311567644,302.6506122874034,301.95516253538284,299.53797219600546
35,299.62297609524694,298.6339310380681,301.051485810437,301.07390982659416,302.53208317587354,301.20916582795627,300.3798442996777,297.2557357249968,302.5447071386946,299.04729822306825,299.6990055562438,299.54562754306414,302.98626975193946,302.12398975263613,302.5442770830535,303.8906118839853,300.3923849278251,301.42906778631937,300.8096051353566,304.35832837166413,304.2370352110708,304.63600538235664,305.5549155564279,302.97818621351985
36,299.071142990543,299.48020314971444,297.4798861082011,298.17771417569173,298.0807175265085,297.88307815608397,300.8209807844341,298.9048398594567,297.0293728145193,300.11389413731496,301.3065763058123,299.2995702258357,302.2972048953241,303.48365096164696,301.38387019481286,302.57152791233085,301.97257230095175,302.1907685564975,303.69901761058617,302.5696938668695,303.1413966025251,301.77064387851243,301.5495831945862,302.238764635226
37,297.91085207188104,299.61561458558475,299.73814592849664,298.64452660086135,299.75837175989994,299.6131720833087,301.3631527240853,299.873363342709,300.33732943675636,296.3186999459122,300.44874970695236,300.0086251042597,303.1985410838368,299.86335789914773,301.78520391332506,300.6440407589961,304.9712668804096,304.5628876963204,300.72906774660356,304.10399399696354,302.0250665838892,303.2372499232394,302.9893925619202,304.24147175474644
38,299.4335692553004,298.26697929961483,301.03549454569213,301.2437940874781,297.7206821686955,301.4574770383058,300.14800032841305,301.0981216991745,302.31142924438296,300.09685127747497,298.42760713106435,298.22366541499645,301.39458067072064,303.04903767173954,303.0927309838294,303.42345344285565,299.12821664154524,300.58435213262266,301.8233315788177,299.89511448048296,304.2950763144737,303.51038311747413,302.74109251014966,303.06110397900665
39,300.15772673827036,301.2231118410096,301.60282875509273,296.7354501222064,299.57333540523126,302.4026021949766,303.2938655330018,300.61077795419504,298.8519628185777,299.54548537162765,299.87847796644735,300.5385532353327,303.8930312360282,303.4533349148706,301.821025017829,303.13634500104416,300.84618020890406,302.37122895819726,304.75600207885503,302.75310287173033,301.4717842965313,300.7943021046556,304.6789659091724,304.0470235332216
40,298.85279545087263,299.16915851318555,297.80460974952206,299.05243075736445,302.04489767609607,300.43956573680424,298.02867694051594,301.1307903795137,298.35665168536025,299.8014784025479,301.9762088553031,300.2782025407857,298.772483896743,301.826911527965,303.2758004138566,301.7520717433911,305.11514552679125,299.76546769399346,300.154149721282,300.86419851370675,303.7582560121482,303.4018303645668,301.42293071854056,300.94783932580145
41,298.9149612580238,299.0783797237573,299.3583736594907,299.6731481656834,298.20096698659904,298.0227512870447,299.50708299231627,301.91922886595694,299.45454948537446,301.0981260529469,297.1396761514112,303.6335385596663,300.4195124450974,300.7052785970719,300.8389684809956,304.83871059369227,302.1823886444611,301.0753468121827,302.34805582066156,304.80413706525223,303.0463728880147,303.3488397399363,304.5007643927061,304.81374921309396
42,297.6545140022094,300.56815454580004,302.10101967501737,299.82446444948397,298.35459892130314,300.53720307148546,301.15951732814807,298.26666425955904,301.1543644426169,298.57462421808697,299.6528250463774,299.2234537496193,304.7244758261163,304.000310136309,303.1978482802001,302.9072938479006,300.5459706133621,302.185367784462,304.7852547763568,300.8648980942855,304.5661310258239,301.86547027510636,302.509574508722,302.81318310573414
43,299.20730187443115,302.6430104953795,300.147454510595,298.10876588813215,297.8085205567308,299.89677661474883,300.125812261366,300.55513420223025,297.08500619845796,300.31967253746785,301.32342762037223,298.3841866408482,299.8545338918124,301.1209457153848,299.5735915531441,301.81192268272486,303.4480927584786,300.79046663716207,299.80771938638793,304.3868045415716,299.8203714521132,303.98073904424876,302.3533226064707,303.92234166602503
44,299.4887748954997,299.9149678044287,299.96436445403,298.7857076475573,300.2676052428125,298.69247801533135,301.93252084029746,300.8053465215385,299.38188884690504,297.76413926103555,297.59067500526186,300.52655262869695,300.6746555825302,301.38114685617796,302.4707859224349,300.8049098730013,301.36892832638836,304.25128678780555,302.78872077347324,303.4080487808826,302.3767911507632,303.97012855007307,304.24045435083667,301.3953551087526
45,299.2860441188814,298.16149782055004,300.6926740356348,300.03460066012553,301.9073566235797,298.86218284186833,298.01922881608533,302.51791764265295,299.54671915502223,300.59361804457126,299.02158851456085,300.02513778876846,304.4907554135699,302.8266767306715,301.39516151297715,304.5177485778585,304.26148032232214,299.5812095159088,304.38509408615147,305.0210828827838,304.94925609069395,302.361062669213,302.03316250257313,303.524788504264
46,300.6580099180085,298.95523413664495,297.00360397936697,297.9204000640885,299.52166281611505,296.988538604565,298.47183189743845,297.8616804837231,298.6755019509814,301.6249841126525,300.374804665519,298.3074721826293,300.4537633393887,302.5017642237247,304.34617296838786,299.8882012320521,301.57317538480885,300.81145438874677,301.35633509179047,301.0044996900256,300.84061190328816,303.8557834844581,305.1094630539845,303.53411759599845
47,298.6285700836675,299.82953333850355,299.87406391863186,299.69650976787676,301.50026742654603,299.53297166880253,301.0125741819744,298.80428375492414,298.40720771158436,300.89499779286484,299.12087728237356,300.0529679108981,304.13976130774705,300.96725531199627,299.84740835855877,303.36284157093854,304.0208116850818,303.68469666270863,303.2383183876977,302.8518794642916,303.2276352187484,301.9038099421977,302.0872435787983,304.85011102863865
48,297.79347842997964,299.1275414001234,299.3874932891254,298.5510831322479,300.1541659033331,300.30732137814186,298.58969844229654,301.6902342115529,299.4112513287883,298.91170847623795,300.5586955178125,302.666509150419,302.52585679688787,303.0954502578846,303.26011612297157,300.5052698686558,302.71000089131,302.36441755483276,302.7689459761586,305.3006971439189,305.22747611892095,305.955156516442,304.83050261685554,304.8708335881854
49,298.15250861546673,298.1200444229742,299.54146816958973,300.161987849534,300.48450184565354,303.33483523542463,300.6324843101543,301.15448173338467,298.2974351060064,301.66387357289153,301.53475983468053,299.0738188180505,304.03978206991434,301.5543439772074,302.5850567320399,304.007906228699,302.022660428561,302.8204134456916,304.19244140571294,299.19083702997006,300.4697821944524,303.03552369639095,301.72488956703165,301.41699903292215
50,300.3007221422226,300.34003027922034,296.86626217124666,299.032248863404,303.181128275696,298.16836761516294,299.2508619281329,296.9961925043045,301.3003498122392,300.4736709837936,300.4443976857365,300.08028973703716,301.31084652990444,300.3287593783729,304.53613962424475,303.96117380338836,304.22903089794573,302.26043409404116,303.31451933573135,300.8477861760195,301.4948074283563,302.2864416739216,304.2401660997296,304.93524212161236
51,300.9645673586149,300.10481279905616,299.2054591051096,300.2878251541276,297.8450268896233,298.77880858178645,300.24224301805276,299.187768676148,301.52746169216977,298.883539365572,299.41167917472427,301.3358535193185,304.10292540677733,304.1723178976363,301.9761875560123,300.4307489343758,301.5084524205283,302.4142093481242,302.29792947342736,305.1333463721646,304.70445575984354,305.24661193161273,303.26155756074667,305.47709567918315
52,300.38313051284996,298.6619418856454,301.5509232818571,300.3532499711721,300.5229538708886,298.9762832871711,299.61814056174103,301.86821309948033,300.74912012949693,299.65695525522375,302.6678894126149,299.8678588595608,300.12162722603006,301.5122401243814,302.5649474669774,303.12280133367716,304.3062373292434,303.9876205872178,305.71105427202923,300.81770157762315,303.05172442125496,303.8403237866058,303.2719399774528,301.97740326123113
53,300.1087939101649,297.2595970340613,297.4141530265679,299.7864485221394,300.7126548549094,300.0285047382084,298.62290241587965,299.5096615587338,303.17216172496177,302.22353820383336,298.99070867810667,301.9856260066839,301.75413460084,302.8195026960771,302.5243174703894,304.9200444535807,300.2336708341982,301.84185336628633,300.19845196498045,303.0267545958895,305.6082703224543,304.3395864158362,304.6538187946951,305.27111904424424
54,299.2326619450724,300.25083928137855,298.63815960956157,302.90379227435227,298.2060488794777,300.2445686174497,300.17639263067747,299.0129866001499,297.5762107689729,298.9386159318512,298.5021230521752,298.83857175454233,301.42682047012823,300.5328538374483,301.2149988637937,301.16504694352295,303.017672462691,301.72377325985406,300.632919850149,305.17614248411724,301.60475138923147,301.67501881474647,300.4403206637436,303.6861980863043
55,298.9013649735178,299.64120876999004,299.8292569367103,298.21808910236524,298.3634645160412,302.417547625377,300.5635496638035,300.0360131778643,300.2021870849567,299.9278874192364,300.02714990394463,300.9988733999037,304.1820810586815,303.47003376320873,303.3483188042548,304.3610153122667,303.86556493404044,301.744534786512,304.348360052932,302.86684766581703,304.5824637158859,304.25617668522784,304.1070619170403,302.1662813970949
56,298.2752962622098,298.7995279159366,298.46163848614384,301.0731432232471,300.103802196697,298.6646657971366,299.27017173943847,299.33607647128264,300.622166476284,300.35948972486784,298.58019503098257,300.6274292115782,299.975788587145,304.1611376217251,300.9889282113298,300.4419652686725,302.6733202239199,303.12524258418955,302.9593967451967,303.0924634733216,301.39303049919414,306.2048960831051,304.66549504305425,305.4642110808067
57,298.2688707815399,299.4806671506883,299.80661695241986,298.66908029164506,300.64692518157835,300.3598410704086,297.6456046094852,299.419038078554,300.8961592873206,302.0161361742725,299.05355730666554,300.4243945200343,301.79065172653026,302.43530037161213,303.6375913546586,300.29756180249393,304.21206045846804,304.054180528836,302.386122404231,305.33336629590855,304.99256925889534,301.948231069993,303.7493113545137,302.1472432232803
58,300.64669479561684,302.1044209567713,298.574584820727,301.04684326412684,301.7167710291413,300.6584803848186,298.0918035558625,299.6453706854497,297.3758743277124,300.17607386760295,298.43594249153995,301.25507053319035,304.74114388535276,301.9144753691456,300.4087301533573,303.8501693422573,302.1060382054741,301.7812729489264,304.910370592215,302.5133720306504,300.90362326446365,304.74341457542357,303.13632863587515,305.21604977205607
59,302.0494425867614,299.809220697936,301.7958629550701,298.38556112654817,297.348509647854,299.3165520552143,300.5677469896773,299.3351719712064,300.1215119015985,300.3218283836385,301.551089550054,299.4194445394218,301.10242337048993,305.0125960889659,302.311171902007,302.97439267103636,302.2605935820314,304.97265531263537,303.5980745038189,304.0238168711898,304.1963858945174,303.4310623915883,306.30999834628835,302.13365608200615
60,296.9212633520314,298.8732513179539,298.6065194933096,299.9587201231671,298.8617045737666,298.91315194767634,298.0043593267796,299.49439795172884,302.98343584686637,298.33095624075526,300.47554074496435,298.23297780188346,302.8296265093683,301.98754614985506,303.20444880791894,305.19521298186095,304.6488244788091,300.42545654431166,301.53895806319883,303.75882425914125,305.56371710223556,303.9181382466293,301.4194105702902,305.5234491618158
61,299.3003861998505,300.10526047967284,299.1410376790891,303.18090957014425,299.75495868982836,301.53511248457363,298.8324200699051,298.35280234359385,299.8645064492418,301.6732158353074,300.8648657787499,300.2990344747291,303.6554851121675,301.1478917838055,303.04871251195124,300.5976860540575,300.81250436661156,303.7485028349419,304.06191820594813,301.7758987854745,300.24194203259304,305.280874347729,305.16812617077096,304.0506921139135
62,299.7424032951768,299.51137889090535,299.27538942477236,298.4033872236476,298.4904404613754,299.58354635088745,300.6252433693783,300.6155704962412,300.86837887339067,298.68229965860957,301.65927994088474,300.9932973105715,299.3315800704874,303.7234505919272,301.13086535669146,302.4163199033335,303.5297908149755,305.5048513502319,305.5943191478441,305.6175029337055,302.18083194110625,304.07343674788666,303.7918828142543,304.6662317567836
63,298.7411848835211,299.43017611868635,302.0703778777338,297.8254139748974,300.96710109456126,300.1696572906564,300.79115644914503,299.6818915815815,298.9397499234108,299.74707100421375,296.36930543227055,300.918878434526,301.8747845952682,301.7538385628964,302.17473108795065,304.35562308461346,303.68702314979595,301.15482070472666,301.84997679493307,302.17822775007795,305.9959510012323,306.6983597913684,305.3531135487587,304.5455305452684
64,299.8570272861515,301.23986829562335,298.90549075055657,299.7450759261799,301.2540525469945,298.47110293932036,300.36908028552233,300.5728193158914,297.88841722549444,300.55296100457315,300.1445920768378,301.90837098644846,304.7827097352494,303.2285648103387,303.46428215429523,301.7730257982508,301.12887802451655,303.56274289244715,305.55847445849577,304.5573847870949,301.532742389126,303.2852000878576,303.2870019510446,303.7307318160758
65,298.5366130044824,298.16990831722273,299.3743999367826,297.4295119102656,298.3802464691648,301.9835087651401,299.63211682905785,298.7083331353878,300.68575098550383,299.2873689590687,300.3994905289379,298.2515007632433,301.821729752217,301.97300013473586,301.30057794152304,302.91699724537165,304.4398073818925,305.7199367359308,301.7531614271226,304.1426628712042,304.30942222322756,304.3652144090421,306.50911209837835,304.7902403564229
66,299.7176518471458,299.25695845554174,299.58806805652586,298.7216142723432,301.8574063204517,299.01041203128756,302.28153199331337,299.54085193580903,299.136868234177,300.89527730067874,298.2624865694228,300.22388008935036,301.99839522882354,304.01228021224796,304.66739394579287,305.38103164719104,302.2145044195219,300.6310312957009,304.7421403453574,305.0924756546193,303.1231383203166,306.1606638199191,303.31841423029766,304.01067827221783
67,300.65096147962936,299.11918979477815,297.69633805431664,299.70783723258285,299.32860205164184,300.1208439120406,298.45654493375855,301.26887984890527,299.2471844226843,302.9433935167677,299.8596269776465,302.17883657913814,302.81019189690863,302.00126362820424,300.98088801861263,301.43908188957903,305.5092832121993,304.34791092895085,304.0528334309111,300.79079299582617,303.74687898105736,301.92805171058603,305.22173112051877,305.31672419963274
68,297.9418303435652,301.71082951756745,299.3346145043122,299.6132176018784,299.47888585923664,299.25577134648034,300.5080410787366,299.32455914663467,299.8479899994543,298.91909354534414,300.69485983555376,297.0331703371498,301.8045329942261,304.31383289715023,301.39635385669027,303.478670576974,301.16584394267926,303.5929106493283,305.7350412575233,304.77692786392197,303.52601506869405,304.99144620098116,304.9843978757329,303.0345691327421
69,300.8218857330061,299.1503997361982,299.0893049880089,300.577951814511,302.5204014314623,301.6798507495923,300.52520590358273,299.40033396700363,298.419728698132,298.1447838889356,299.76828246967574,298.54967046816677,303.9980415974667,300.5569093517876,302.9472989139295,300.91054051442984,302.50213910034716,300.9779573454211,302.7894998764954,303.67521048505506,304.352552140977,304.3606275230631,305.2520762480527,306.5723554205876
