Experiment,piControl,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp370,ssp585
18,299.6166303804987,300.3315243965763,298.5961801470539,298.18565138605055,300.792671229928,299.8116666842548,297.88215974290716,299.80452980823696,300.60210603369256,299.7328237597095
19,298.4964744608035,298.3878905485855,299.61982634291877,298.1801539991006,302.8433755017588,300.87042664608606,297.5086254028613,298.78390511756817,301.3427392693256,300.9325979181136
20,298.8317918971944,299.57116152686154,298.979117021625,299.7539248565649,299.67133152006227,304.3999975603474,298.9931753417173,301.91731482683497,302.00945570469423,302.16955325333834
21,300.58478988018624,298.9883219581728,298.4828758930692,300.90118101611284,303.90723773200233,299.3730170240156,299.7704334085597,303.20566758530055,300.008771754394,301.7007450573817
22,297.2031765702213,297.29619317422294,299.2189173361339,299.3694571916049,299.521052037539,299.90237646812665,301.9981464205442,297.8320439365137,299.9672411410543,304.34495654766806
23,300.25515135087227,300.13379759834,300.2822429722801,301.1410907930763,301.50409872165386,304.3574839315049,301.27380405335674,299.82289009294016,303.2935760429193,298.40542596260974
24,300.0509601955892,298.8871502254069,298.69585509521477,298.07038702193,301.1514990815155,299.6957649109307,301.9902233116599,300.8191000685467,300.37316643260607,300.3612900572916
25,299.25533834099355,299.5868067021707,301.5252778692729,299.0200202806978,300.98893591211134,303.5660151929806,302.19202939097295,301.7814836036461,301.6007349432042,300.0908230170621
26,300.7095988326992,297.48187354334516,296.86653415069804,300.04371141734174,304.4080167268935,298.60108249833155,303.9207095025152,303.23925099162767,304.11013175776833,301.7741574965008
27,301.86065281994087,299.881065946825,297.9959954732853,298.018954774869,300.70095576349416,298.2561895574574,302.1384035902833,300.1072715540583,297.4209783155138,304.7554473571544
28,297.9259042548811,299.8113101451327,299.6232107420886,299.7173368238205,301.17580298435183,301.82355366927527,302.5356608753659,301.70138745157675,298.83560564034786,300.7530208014585
29,300.4644294054411,302.2826910886567,300.99097375663086,301.7679707799789,303.25353833456296,304.2037910084529,301.626938622701,300.23504549792875,302.0153833969741,299.26056930452756
30,299.0375090868274,298.1820461752,298.8788203737807,298.5401901623907,299.2155142910883,299.6804023883303,301.01776172757855,304.15164302627903,304.0000584870459,303.0792604754074
31,299.2288675766113,297.5567431391205,299.9085550709122,298.6606895207601,301.5507325975173,303.949432781187,303.20735371782035,299.05946908223564,300.2906466850681,301.9186628527548
32,297.61112029184784,299.90643841062814,298.2833329933183,299.97835771350395,300.43712137912166,301.7976381879018,299.31496730974044,301.35074498656894,299.9249345892292,301.17298906695174
33,298.46251140753014,300.8005707097347,299.8973351217965,298.41851729961934,302.92591356709136,302.58238621612185,299.3360857841415,301.398066572154,302.4591095014658,302.3901193027887
34,297.9629411200297,298.8750215055209,301.3468097584768,299.28809974183565,301.22611594593855,303.150641665816,303.9045111041617,299.7241709698135,301.0910550262325,304.5544624571161
35,299.0340002103995,301.62621389353336,297.81843960789865,298.53333868676856,303.1246238110113,300.6615429379237,300.51164854829955,303.5769932646139,300.57495337946693,299.7627613339359
36,300.58993596202464,299.32576854317267,297.4750602876373,301.05357409151657,300.7123961887179,301.8555874778876,302.1290962125579,301.52198042398567,304.0538157203179,299.9000897999509
37,298.23516894268164,300.7784714305506,298.02571904601524,301.80213072522406,304.61455797930097,304.15312882769143,304.6487014468787,302.5712692149359,300.096012884554,300.83100905603527
38,298.76034215684643,297.6995519795836,299.00744410138054,298.1077118530822,301.29112371510115,298.6959694253898,298.8819640068911,304.198879198475,301.2570811428715,302.13066338745324
39,299.6753268416451,297.9749915048662,297.04436900497643,300.0614113872216,301.4751624276416,300.64677919191223,298.47087522331395,300.0767008885107,304.70270800598087,303.06611919071634
40,298.34546547916756,298.61962955880557,300.2995931830569,299.82737865951276,304.7228989743126,303.4180152925265,301.9778711943216,302.7482420984135,299.1551454071367,300.85467727144305
41,298.67978902839303,299.6980614611279,298.27739058920616,303.06873041863497,299.5308551176316,304.8113253465859,304.1067629083297,,,302.6728134399295
42,300.75249940337113,297.8341207639189,299.0969305562105,297.42582143522935,301.30262762951264,301.23108045184995,300.54246116011694,,,304.40303783111693
43,297.671529523779,299.4624837226804,298.6897002408864,298.45391460914226,304.50095553030144,301.2929313729391,302.65354093381035,,,300.19904638788944
44,299.5229266920279,299.99484829728175,299.88302201591074,302.5134736496466,299.74971211409576,304.3378683304161,305.26548412050596,,,301.8343750456464
45,299.0581767595572,299.88199853157204,300.47340487965397,298.3452722092433,300.9626182023215,301.55357623560013,299.5659372150981,,,303.85961318028376
46,299.12437308891214,298.08555990050553,299.9459758097241,296.9305396904925,304.7391284896646,305.01143618465045,301.55948912745225,,,302.8247750541348
47,300.4922360421528,299.1104831647228,298.6186072148292,299.3058868369531,299.46028568925266,301.16111807009696,304.95378183797635,,,302.12333987771297
48,297.3281535117551,301.85928357368607,299.43012723736757,300.53067533269194,302.4794775517126,302.32137764062827,300.84236557891313,,,304.42150166930907
49,299.0731084541555,300.60010555616225,301.2173751087765,300.327421174849,302.35844490751805,300.66851079516056,300.94174260326804,,,302.8195328093159
50,300.74676594752526,299.7767072206914,300.6881119971993,300.6613051692163,304.1972041954229,302.61637945285366,301.8102167066368,,,305.61189732220004
51,298.50951279613747,300.15722677968296,297.97941494340904,300.24331322840317,299.0877336741705,299.8978565533999,302.84502582453865,,,305.01205359272655
52,298.5372115564623,297.85473694409086,297.776809467079,298.3085189311071,302.4400678266945,301.4143687982791,303.53752137960186,,,300.77545585006015
53,297.58670564677755,298.84968612262145,300.1862716823216,298.6604122735901,302.9852938312095,305.0551856772183,300.7721698310664,,,305.10159713979414
54,298.8499810479855,302.8845955087352,300.3950418125471,299.3392974344185,303.95931659250704,299.5622135574242,303.8722476231566,,,300.87077890302595
55,299.5239728029435,298.61856325018204,297.821684829544,300.33780267085166,299.5457611300942,300.80129820330086,301.55568537857624,,,304.59704764776717
56,299.23262548946735,300.4377358353929,299.1959571125504,298.5568863951051,301.85373004882854,305.0589676081676,303.573687244298,,,303.1232520151613
57,299.17531013670265,301.0852742974378,297.87028854063345,299.3886236788558,303.6267774134902,300.0970466611483,302.4286801305416,,,305.24219431913093
58,300.57373793190516,297.49841986417124,297.1542047882709,299.9831708704657,299.3235830727336,301.06493256687344,304.36874408880607,,,304.7897064843071
59,299.577211593339,299.7850802413564,299.34056282909756,300.5327107013533,302.1895401596004,302.6010662023027,303.43085047220757,,,303.5107672589517
60,300.7396920553988,299.81950022936763,299.15286047135464,297.00828390546656,302.7573475129272,304.04563613488494,305.12309679922333,,,305.9425084640236
61,298.2028145553649,300.2698724739585,297.6660757246777,299.2376851204712,301.1722410737796,302.18164596367825,302.42848208762007,,,303.8157980914622
62,299.43264722830946,299.5481795157661,299.22104287983666,298.12952247399943,304.73824095593983,299.85559337027934,303.9325363044681,,,305.79806816368074
63,301.2149774475738,299.30636690387655,301.0239345714402,300.00499333600703,298.81666429626006,301.77271298104733,305.33400756883697,,,302.1776657731221
64,297.4652865280398,298.6537696063176,298.9871072240176,299.56231160211996,301.46326889613664,304.1337873450657,299.7434442827253,,,305.1936425927631
65,298.484140329647,298.487712763355,300.22027322778325,299.29413133041515,304.8060969996994,303.4769405949617,301.8785258265018,,,303.69886149402913
66,299.8857259533598,299.9680982187175,299.4578710401673,300.8267419474286,299.546118662473,303.51983817672584,305.1448579820408,,,306.42639281180266
67,300.0605506589427,298.84178812543115,297.0881430506696,297.7196694830654,300.09826440413093,303.6209786411617,301.6530384028185,,,301.8466694949498
68,300.52457419476735,300.5753431743605,300.24254275574987,298.4023465805288,302.2707725772856,303.6746301195611,305.3723142426057,,,303.79504116858226
69,296.708769753833,297.9947319496063,298.3844056085001,298.80022258045284,304.5626207219038,304.9370176995141,303.3354300506015,,,305.09626260303855
70,298.64561523885646,299.63238637593435,299.0801049322127,300.82257549659676,301.88262770055195,300.37757278338603,304.92380887636585,,,305.80870951154014
71,300.3799221519417,300.2375469635848,302.145702539546,300.9266701096717,304.42534113410073,303.9425326164351,302.2700093447342,,,303.5534032401043
72,300.21311813982936,301.0302803550346,301.11138380526205,300.3975393417799,302.8911689894292,303.83873320315416,303.9856614005406,,,306.8833725762923
73,298.43337325906765,298.3582718188311,298.3751510705299,299.81490511756294,300.80717121282953,305.18390194377156,305.73674587849035,,,303.0757755953259
74,298.0157510591625,301.7704572990001,299.31031654483553,302.58333065912626,304.5827061087959,301.5313911491477,304.2311405124769,,,307.3473452995732
75,298.1458300513311,298.50911736283837,299.4325310525818,298.477882936837,300.6767953079745,304.15745261988747,302.8994806588412,,,303.26852362882556
76,299.24583780374496,298.173439941226,299.72265650219856,297.6614230180671,302.3851432894099,301.2455728775995,306.40872938354795,,,306.176897077354
77,302.46480157242837,299.325142893827,298.2059810295287,298.98890656513953,303.51789960476896,303.9309625151844,301.19574202589956,,,305.99274517747057
78,300.44596934589197,300.22088665462525,298.905577971816,299.9158644073857,299.7429898256857,304.45897057921826,304.78467307368356,,,305.92760381419436
79,298.7923988135978,298.57105850189276,301.1577184728999,299.55932702896024,302.8381731882182,301.69613865158954,304.11691113160083,,,305.5599745995341
80,299.31988973568247,298.23981154182803,300.9682208805278,300.83512522365544,299.21814809938024,302.71946787674375,303.2059701458532,,,305.33657051493634
81,300.01264202880515,300.8739151828983,298.1419626998431,298.53168800538947,303.26342061460156,304.98818629155477,305.53092174023544,,,306.32877016804497
82,298.1564663364647,300.0569702884872,298.3811995675423,298.05841460535635,302.98382609944326,300.0020882595849,302.56804931404423,,,306.0410269881927
83,300.75375982382815,297.7233094658829,299.9880685123691,298.96699588685533,301.7691795585368,302.2028273310402,306.0333232423568,,,305.8739318556016
84,297.5176292671751,298.3282926582217,299.16947186024566,301.08437139030246,302.7300864190085,303.6673460520538,302.734605748398,,,304.03405001430286
85,297.6712233683357,300.4040164830762,301.37607086106635,299.0840916840472,303.22972322088435,304.64414293046735,303.24482603755354,,,305.14873437861297
86,299.09106728845785,303.35942438381966,300.1236264164438,301.8952862827285,,,,,,
87,298.8209804696624,297.8686212814427,300.2367668184774,300.21826509450136,,,,,,
88,299.2251315578805,299.8551575552967,302.3172488592072,298.9601008095444,,,,,,
89,300.53818503570193,300.4617084059874,299.90325203686393,300.1550738962999,,,,,,
90,298.94121859209895,297.5679906823048,297.0439578879406,302.73134222572594,,,,,,
91,296.1016741261087,299.6930581085898,299.6329090085909,297.4807241131982,,,,,,
92,298.4145086428841,299.66385203721575,299.7572910043351,297.69471325846484,,,,,,
93,298.68258525904133,299.5932186725652,299.2568345979724,298.421581844754,,,,,,
94,299.073040063453,301.63386226663573,298.12002521182166,298.0299930414346,,,,,,
95,300.62141079545535,297.392322991297,298.78411740356046,299.11774075141267,,,,,,
96,298.9607135535972,299.11365016418745,299.14411983874487,298.8595153034082,,,,,,
97,297.8325829180057,297.56641975340887,300.09687890855747,299.57612421618643,,,,,,
98,298.9722811665876,297.6820689651124,301.6409224052439,298.9791576229168,,,,,,
99,298.920061537614,299.67506989719914,300.34085094342214,300.4042259910139,,,,,,
100,300.29904384900675,300.57420844584095,300.3054797040306,299.68654714544425,,,,,,
101,299.7969854927803,298.95782415451964,299.56972120397774,299.58759106518,,,,,,
102,302.69432562696437,302.5760628619756,297.2115723084112,299.5248861348523,,,,,,
103,298.1038975042356,298.3753788955006,300.8073513004065,301.298451958378,,,,,,
104,299.35491851695014,298.49450885095433,298.99570006266276,298.4059357816696,,,,,,
105,299.0292729367896,300.80404162474485,300.053487805121,300.31611421858423,,,,,,
106,300.31913580434485,300.9922235754904,300.58468668729137,300.3567673882344,,,,,,
107,301.6576813643894,300.22898571454965,301.9016663120296,298.116545936922,,,,,,
108,297.07972651384785,299.31893907700834,300.82937179132267,300.34248524714735,,,,,,
109,297.1809948885289,295.7168663957218,297.4949714513468,300.9582265150189,,,,,,
110,299.81765873687715,297.67343913533415,299.5724380876522,298.38019258169203,,,,,,
111,299.67246036313776,299.5799921954188,299.759042073146,298.64562317681913,,,,,,
112,300.36490526552257,298.3589088629253,302.1241195032217,300.0301032453846,,,,,,
113,300.83412085363426,299.91312446653524,299.42178799012817,299.7890643007136,,,,,,
114,297.765881416989,302.3730075595891,298.4969065912928,297.6412916458231,,,,,,
115,299.4236973813296,298.49878608067564,300.34281151477313,298.1020533559304,,,,,,
116,300.350457232244,299.57969238518314,300.9834635711699,299.7364661478569,,,,,,
117,298.7114381269742,299.97718475798234,298.22935789699267,300.19365348480085,,,,,,
118,299.1140625512961,299.96987997255263,299.41000434984227,302.754169956876,,,,,,
119,298.66134354282326,298.3983284289273,300.522549483325,297.99924035351086,,,,,,
120,299.27753550759394,299.0976327313399,300.28200405422467,300.52773837876464,,,,,,
121,296.96670987118785,298.12932456434595,300.9134334068248,299.05980497601973,,,,,,
122,298.0743103250661,299.72843779275667,300.8964388212467,299.0184271145122,,,,,,
123,300.459453817756,302.41465016065655,298.96878544620813,299.4918053300061,,,,,,
124,299.58786723585695,299.44562233150583,297.92759721258113,300.5318191855013,,,,,,
125,299.6312657432624,297.51227918522466,297.4718823245784,299.14327122037815,,,,,,
126,301.9737684593908,300.1209916177591,298.91044670420825,300.76515883351635,,,,,,
127,298.2229914880802,300.2264676963635,301.2820827417194,300.2204059812752,,,,,,
128,299.5375204629479,301.28031234766553,297.0656100585454,300.17661793706526,,,,,,
129,298.9069555651501,300.4803112055018,298.71435956866515,301.21023288005716,,,,,,
130,299.45127778532327,298.3497890974715,298.58395105798706,301.1155891277589,,,,,,
131,301.26654273826875,301.399972897974,297.563603583545,301.1058601712989,,,,,,
132,299.9731523951253,301.9899649265214,298.7214116595207,297.97623052316584,,,,,,
133,298.2968468894057,297.8506016168359,301.6880970248667,300.43269661814156,,,,,,
134,300.1825923647389,300.2226942739623,299.37205779171427,301.0556842056174,,,,,,
135,301.99641649340606,301.25950620017056,300.3541913863841,300.0838933582181,,,,,,
136,300.0097380943041,297.5247970704343,301.2800225900265,299.7823524920268,,,,,,
137,299.0069278157305,297.67169253335675,299.01079502315037,301.202561413577,,,,,,
138,300.79260366966065,299.4769173386522,299.1474252414859,298.39314798850813,,,,,,
139,296.8715952072262,301.9299194706186,301.42051828782587,299.71312572420595,,,,,,
140,297.7505240397186,297.05545990189063,298.2413247189408,299.2949412165977,,,,,,
141,297.7800458211739,298.647386238244,298.25672010760434,300.8429070472127,,,,,,
142,299.7023440016007,299.9734415236308,298.8855870589835,301.5536721723083,,,,,,
143,297.86033120033784,301.77810263907065,301.3636447498602,301.4425754306451,,,,,,
144,297.473358601998,298.44660406589037,301.24564532977985,298.4022637651896,,,,,,
145,297.7665322089859,298.618167135674,302.41733205436213,299.5529871763758,,,,,,
146,299.3269453270296,299.3129996186799,298.341841377342,299.3373223324179,,,,,,
147,299.3756216776692,299.6006743254436,298.8453605566263,300.2600152773893,,,,,,
148,300.1722041611319,298.2555340223696,300.7976717528996,301.7626895646543,,,,,,
149,297.2251735775078,299.2053068506177,298.442500870464,303.5723142185072,,,,,,
150,298.4868300801748,300.7727418326886,299.19961823187583,297.23213975551306,,,,,,
151,300.5505265283491,301.11689540174575,300.9270686624908,298.92897218420734,,,,,,
152,298.2936079480275,299.73574291973927,300.4061367117093,301.13782600718224,,,,,,
153,300.1382441324993,299.71778936429934,298.25996863938957,300.2409670754114,,,,,,
154,300.49753580254605,300.5192818868104,300.8447953130223,299.59776143673207,,,,,,
155,298.88944925285347,297.62793359286053,303.164609398593,301.16619112555264,,,,,,
156,299.04759043296673,298.5213894954898,298.7562562715216,300.71567630789417,,,,,,
157,298.9560207386073,300.25315199116943,300.20070611185815,303.3949317363544,,,,,,
158,298.16852158916294,301.47994942180713,303.732990103315,297.95757621461206,,,,,,
159,299.3433362003148,297.2631942845964,297.8511754989217,300.0645511791036,,,,,,
160,298.6805913374387,299.92413949001707,297.9406234258742,301.3497026122878,,,,,,
161,297.0653289988602,300.00137487188397,299.70258362469895,298.59491616987265,,,,,,
162,298.7929383880791,301.3048637803399,301.177906041497,302.3688382261444,,,,,,
163,299.5376206818827,298.27994106465206,304.41480495206497,302.99084215204056,,,,,,
164,299.97743499350594,298.10647082723773,299.23468380854814,299.7902195597912,,,,,,
165,300.5791670938539,,,,,,,,,
166,298.74836035059246,,,,,,,,,
167,297.11891403449357,,,,,,,,,
168,298.49424948033175,,,,,,,,,
169,300.974496133004,,,,,,,,,
170,298.4659010387289,,,,,,,,,
171,298.84258465017035,,,,,,,,,
172,298.85056992026006,,,,,,,,,
173,300.93488125143125,,,,,,,,,
174,299.76626771204724,,,,,,,,,
175,297.092619726346,,,,,,,,,
176,298.0339993327445,,,,,,,,,
177,299.62683157804753,,,,,,,,,
178,300.01159904622546,,,,,,,,,
179,297.4781445905708,,,,,,,,,
180,299.14435307306707,,,,,,,,,
181,298.30189665276504,,,,,,,,,
182,299.5967907407183,,,,,,,,,
183,301.76588596479195,,,,,,,,,
184,298.71428910670187,,,,,,,,,
185,300.11853005676875,,,,,,,,,
186,297.4980732966021,,,,,,,,,
187,298.65960366313766,,,,,,,,,
188,300.3896213936826,,,,,,,,,
189,299.30083234610316,,,,,,,,,
190,301.2702574275612,,,,,,,,,
191,298.3307979847025,,,,,,,,,
192,298.0404524870114,,,,,,,,,
193,299.703361732463,,,,,,,,,
194,301.20397728399126,,,,,,,,,
195,297.51256731566394,,,,,,,,,
196,298.9011298653707,,,,,,,,,
197,300.83311457126894,,,,,,,,,
198,299.87702842323364,,,,,,,,,
199,299.20728316292815,,,,,,,,,
200,297.8009350783099,,,,,,,,,
201,299.9541836362601,,,,,,,,,
202,298.66551318822565,,,,,,,,,
203,301.599773584713,,,,,,,,,
204,298.3935500431248,,,,,,,,,
205,298.26383677356165,,,,,,,,,
206,299.60138995315043,,,,,,,,,
207,298.81123072031914,,,,,,,,,
208,298.3237871383507,,,,,,,,,
209,298.44793410256807,,,,,,,,,
210,299.296403452604,,,,,,,,,
211,297.91086899103533,,,,,,,,,
212,298.78895104221436,,,,,,,,,
213,300.5354726931832,,,,,,,,,
214,299.14622549957187,,,,,,,,,
215,298.835845197933,,,,,,,,,
216,301.8753965818403,,,,,,,,,
217,298.3568698581337,,,,,,,,,
218,298.7764093046116,,,,,,,,,
219,299.2318068564667,,,,,,,,,
220,302.2210890835538,,,,,,,,,
221,298.49299094377284,,,,,,,,,
222,300.5089381922064,,,,,,,,,
223,299.1856299980054,,,,,,,,,
224,301.26376863354284,,,,,,,,,
225,300.0978727917607,,,,,,,,,
226,299.96693888288195,,,,,,,,,
227,296.4874369365581,,,,,,,,,
228,298.59264330771197,,,,,,,,,
229,299.4041531014502,,,,,,,,,
230,299.6220630339126,,,,,,,,,
231,301.97334549362375,,,,,,,,,
232,296.9277436916519,,,,,,,,,
233,299.1053388883165,,,,,,,,,
234,299.298621212774,,,,,,,,,
235,299.5065100132193,,,,,,,,,
236,299.84900402595537,,,,,,,,,
237,298.7482615504826,,,,,,,,,
238,298.4910220074432,,,,,,,,,
239,298.30264946992264,,,,,,,,,
240,298.1916246899971,,,,,,,,,
241,298.4470380192801,,,,,,,,,
242,299.39101735793025,,,,,,,,,
243,300.4225295548185,,,,,,,,,
244,300.0260214120728,,,,,,,,,
245,298.9225122174337,,,,,,,,,
246,302.1613735338437,,,,,,,,,
247,300.29873282793875,,,,,,,,,
248,300.1707234068615,,,,,,,,,
249,297.11644884497474,,,,,,,,,
250,299.21429544610936,,,,,,,,,
251,299.7722230006807,,,,,,,,,
252,302.3526159425257,,,,,,,,,
253,299.4796788632932,,,,,,,,,
254,296.659709669561,,,,,,,,,
255,300.2231503229896,,,,,,,,,
256,298.3843279981068,,,,,,,,,
257,298.6510191961687,,,,,,,,,
258,299.84149142163164,,,,,,,,,
259,299.75074835284806,,,,,,,,,
260,298.2274680577306,,,,,,,,,
261,301.6278675382356,,,,,,,,,
262,299.58740547418597,,,,,,,,,
263,296.80056393502304,,,,,,,,,
264,298.2797539093095,,,,,,,,,
265,300.25231030652975,,,,,,,,,
266,300.09131114150665,,,,,,,,,
267,299.48874251980186,,,,,,,,,
268,300.4640836523509,,,,,,,,,
269,301.60652194457015,,,,,,,,,
270,297.59487160294503,,,,,,,,,
271,299.09330699181254,,,,,,,,,
272,301.27152022610255,,,,,,,,,
273,297.36433320073706,,,,,,,,,
274,299.3395768367206,,,,,,,,,
275,301.8148673272107,,,,,,,,,
276,296.79117319437455,,,,,,,,,
277,298.7512146792545,,,,,,,,,
278,298.19455370790183,,,,,,,,,
279,297.59949057976576,,,,,,,,,
280,298.88683462039944,,,,,,,,,
281,298.8849021486113,,,,,,,,,
282,297.8370036126042,,,,,,,,,
283,300.03026608116915,,,,,,,,,
284,303.3089384667265,,,,,,,,,
285,297.01914382561273,,,,,,,,,
286,298.450097044596,,,,,,,,,
287,299.8326169832355,,,,,,,,,
288,300.23627111165416,,,,,,,,,
289,299.9142155272863,,,,,,,,,
290,300.38154369014086,,,,,,,,,
291,300.6255044345043,,,,,,,,,
292,298.3039627596064,,,,,,,,,
293,299.47678881260094,,,,,,,,,
294,298.97132980723285,,,,,,,,,
295,300.4713875177625,,,,,,,,,
296,301.2337866355145,,,,,,,,,
297,298.3900307287035,,,,,,,,,
298,299.90805480662306,,,,,,,,,
299,299.0361496226714,,,,,,,,,
300,301.453027872988,,,,,,,,,
301,299.49073241128497,,,,,,,,,
302,299.8430448439536,,,,,,,,,
303,299.92105182399763,,,,,,,,,
304,297.5739769753026,,,,,,,,,
305,299.9045277509726,,,,,,,,,
306,299.0357809366596,,,,,,,,,
307,300.01418842034144,,,,,,,,,
308,298.5566647169567,,,,,,,,,
309,297.5460275171715,,,,,,,,,
310,300.02950197299475,,,,,,,,,
311,301.1763228008403,,,,,,,,,
312,298.51646056957844,,,,,,,,,
313,298.36663346747787,,,,,,,,,
314,297.91241670224946,,,,,,,,,
315,299.4064489590424,,,,,,,,,
316,298.74340311765155,,,,,,,,,
317,297.5239007758619,,,,,,,,,
318,299.54657737280905,,,,,,,,,
319,299.132947657211,,,,,,,,,
320,300.50549042506725,,,,,,,,,
321,300.06064012671885,,,,,,,,,
322,298.99399602140386,,,,,,,,,
323,300.4243997649994,,,,,,,,,
324,300.0023888324187,,,,,,,,,
325,298.3499173868282,,,,,,,,,
326,298.8148742005865,,,,,,,,,
327,298.8633789583964,,,,,,,,,
328,299.648894483236,,,,,,,,,
329,299.2163768712245,,,,,,,,,
330,297.6574235017117,,,,,,,,,
331,298.01482794314,,,,,,,,,
332,299.46530774827824,,,,,,,,,
333,300.4303233325356,,,,,,,,,
334,299.41391700402284,,,,,,,,,
335,297.9577117500277,,,,,,,,,
336,299.07886890770675,,,,,,,,,
337,299.5184391758697,,,,,,,,,
338,297.86899125464726,,,,,,,,,
339,299.9776662749153,,,,,,,,,
340,299.1274621193325,,,,,,,,,
341,299.27362939557463,,,,,,,,,
342,299.3234942134681,,,,,,,,,
343,299.402800506627,,,,,,,,,
344,298.8879413802779,,,,,,,,,
345,298.6860713412804,,,,,,,,,
346,298.78262461625076,,,,,,,,,
347,298.19680749788944,,,,,,,,,
348,300.0439133153198,,,,,,,,,
349,298.8186274046423,,,,,,,,,
350,299.2498064550327,,,,,,,,,
351,300.3264964366623,,,,,,,,,
352,299.0624827458458,,,,,,,,,
353,297.89405045899304,,,,,,,,,
354,299.89499663848346,,,,,,,,,
355,298.48432371744553,,,,,,,,,
356,300.09012752165717,,,,,,,,,
357,302.46286691699225,,,,,,,,,
358,296.7743515259049,,,,,,,,,
359,297.7713712633516,,,,,,,,,
360,299.23316287838685,,,,,,,,,
361,300.8245659010285,,,,,,,,,
362,297.5592629434004,,,,,,,,,
363,299.0618048666767,,,,,,,,,
364,299.62223135734644,,,,,,,,,
365,299.98120444277123,,,,,,,,,
366,298.8571462384912,,,,,,,,,
367,301.66368093024,,,,,,,,,
368,298.6101313395232,,,,,,,,,
369,299.1740153709273,,,,,,,,,
370,299.3159604185846,,,,,,,,,
371,300.2850669415995,,,,,,,,,
372,298.2368828956972,,,,,,,,,
373,300.7000652950314,,,,,,,,,
374,301.54664836360166,,,,,,,,,
375,298.35766085472414,,,,,,,,,
376,296.97834880215004,,,,,,,,,
377,299.31538257316055,,,,,,,,,
378,301.30173748299643,,,,,,,,,
379,300.63833876186413,,,,,,,,,
380,299.37786187016394,,,,,,,,,
381,297.4959995594737,,,,,,,,,
382,298.52482946894264,,,,,,,,,
383,299.5479877450048,,,,,,,,,
384,299.0201050832027,,,,,,,,,
385,299.43824769926755,,,,,,,,,
386,300.0756597192761,,,,,,,,,
387,297.922398421897,,,,,,,,,
388,299.2530425811962,,,,,,,,,
389,298.825773946281,,,,,,,,,
390,299.3684843711425,,,,,,,,,
391,299.24390373027353,,,,,,,,,
392,298.74896629297393,,,,,,,,,
